f_id,i_id,ic.eps.max,ela_meta.lin_simple.intercept,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ela_distr.skewness,ela_meta.lin_simple.coef.max,ela_level.mmce_lda_10,nbc.nn_nb.cor,nbc.nb_fitness.cor,nbc.dist_ratio.coeff_var,ela_distr.kurtosis,nbc.nn_nb.mean_ratio,ela_level.mmce_mda_10,nbc.nn_nb.sd_ratio,ic.eps.s,disp.ratio_mean_02,ela_level.lda_mda_50,disp.ratio_median_02,ela_meta.lin_simple.coef.min,ic.h.max,disp.diff_mean_02,disp.diff_median_10,disp.ratio_median_05,pca.expl_var_PC1.cor_x,ela_meta.lin_simple.coef.max_by_min,disp.ratio_mean_05,disp.ratio_median_25,ela_level.lda_mda_10,ela_level.qda_mda_25,ela_level.qda_mda_10
3,1,-0.2367695215054391,-0.1809047196002687,0.6122101980289485,-0.453663400721468,-0.1793125945721084,-0.1685196938536272,0.6115783703746371,0.4512823074148775,-0.3136863303327827,-0.7462602714726647,-0.2902931996142484,0.7076016693313856,0.3088737860587893,0.5332115580123207,-0.4377829608273271,-0.8290096542946443,0.0501866715684004,-0.7999135824083754,-0.1341096721201571,0.6263165242436438,-0.8283072295535193,-0.8548112979190804,-0.8155248963937999,-0.1223044426459962,-0.30164319387048,-0.8392080816066718,-0.879338590482776,0.8151964205731969,-0.1438090885878506,-0.1188814716252481
3,2,-0.2367633124928783,-0.1809009325960515,0.6559008152863187,-0.2356390398301082,-0.1226390992173625,-0.168515880639347,0.2584834297749213,0.1152004404576532,0.8425822729292666,-0.4914147001271077,-0.3071110526972091,0.4366903767606419,-0.0308950195835171,0.2660866627736484,-0.0741825050293244,-0.7658291624583516,-0.2828653337549232,-0.7518115935494015,-0.1341096728233267,-1.4278352052664902,-0.7655193785488896,-0.6196064181742819,-0.6720426600918479,0.2446088852919755,3.5527800309607125,-0.7107542548538799,-0.3881429013503421,0.9794531311390664,0.1201167842529406,-0.4567900486181703
3,3,-0.2367435416628221,-0.1809003665841368,0.6466860669193096,-0.1135802467796408,-0.227148764679946,-0.1685174283710631,-1.3976255836573734,-0.0478981126245289,0.1476904985732097,-0.4557911256379439,-0.3068521257969064,0.4303901141427182,-1.5100609406987302,-0.0435353748893584,-0.1402729148536435,-0.5270440683123685,-0.0732603556040722,-0.5094864798636257,-0.1341096347543339,-0.7043681602553962,-0.5274976770184879,-0.432857706193995,-0.4553901996996595,-0.9172833198449464,0.9749614348614128,-0.4619839478394233,-0.3925981910476879,1.6860877047815008,-0.0513100343716599,-0.5733624519714632
3,4,-0.2367644624614666,-0.1809030040176674,0.6400133181018205,-0.2792439120083802,-0.0708819315597021,-0.1685187766386761,0.1959887500227592,0.4759942093970264,0.2368349377115021,-0.5791034988696705,-0.2859272513485055,0.5406447099563956,0.0071825189798446,0.7376025763388805,-0.2311730288031442,-0.7430656028996883,0.017332976944401,-0.7077937358199627,-0.1341096534036156,-0.6412966742800686,-0.7430008385273693,-0.6841391649634679,-0.6937650703686374,0.489217770583968,0.3581921662453998,-0.7124979719591212,-0.601996806822966,0.8603945758295797,0.0747601051585145,-0.3523290637950897
3,5,-0.2367657557608313,-0.1809034203073549,0.6352470689464708,-0.3577413941914431,-0.2168033634523367,-0.1685194643729678,0.6178278383498527,0.8960965430935571,-0.3763048631909003,-0.792844945804648,-0.2987923373896108,0.7517035076568579,0.537339017438961,0.711294821504769,-0.3964609744224906,-0.8610644626527624,-0.2008240542936993,-0.8425700630946359,-0.1341096390834131,0.5805587795164486,-0.8616449378264214,-0.9545540170792092,-0.8881234781083326,1.7122621970438965,-0.2164210417874861,-0.9101192438864922,-1.04195666443592,0.0876163603485324,-0.5230909247947785,0.0727817266153604
4,1,-0.2367591522798247,-0.1809024892057739,0.5475480844880408,-0.1135802467796408,0.031908527284882,-0.1685178079013551,0.4678406069446638,0.6638046644613582,0.2677093532179352,-0.4996355250092223,-0.2733810034851667,0.4902426090129996,0.6896491716924089,0.8205731877387711,-0.0576289420439702,-0.7193729184610795,-0.1781159630216546,-0.6969027194745339,-0.134109627940722,-1.253461096981765,-0.7194920695472481,-0.8166577265717893,-0.7880860623599598,-0.978435541167936,0.667008378865282,-0.813052325028048,-0.8648588989663994,-1.1812391689220512,-0.1709516682034126,0.9102863179795376
4,2,-0.2367044938017262,-0.1808962536010523,0.667975313146537,0.052126979759966,-0.1212818308347316,-0.1685132191066053,0.1053714643821237,0.3104244661166295,0.3929464189341709,-0.3927648015417302,-0.2967663721218166,0.367387487963475,-0.0719015995748303,0.5858270676805438,0.0663370171705395,-0.6153109319071869,0.2469635700883767,-0.5879925560202537,-0.1341095382040469,-1.7877136840668797,-0.6152613028678333,-0.5945858268753159,-0.6440321836823042,-1.4065010904289144,1.4025350080340124,-0.6619301759071162,-0.4326957983238056,0.5010141218398182,0.2358298868245458,0.1015463456246147
4,3,-0.2367599279698004,-0.1809023343772495,0.6145933226066232,-0.2443948633144566,-0.0951016318097612,-0.1685185065772957,0.4772148089074888,0.4117432642434396,0.232486428485244,-0.5626618491054353,-0.2937935332159472,0.534344447338472,0.4260354431768261,0.5332115580123207,-0.2146607465234893,-0.768151974658216,-0.2088183647883022,-0.7504502165062232,-0.1341096877142177,-0.1886660102218461,-0.7680132885186997,-0.7304442411683406,-0.7629337978289407,-0.2446088852919924,1.4460035488208267,-0.7915464807300691,-0.7066961147106062,-0.0512852875125387,0.0804743324460021,0.2084296141537375
4,4,-0.2367587461617602,-0.1808999601632834,0.6317518195658812,-0.05686342003028,-0.0937745249467442,-0.1685158548663415,0.6303267743002855,0.4166856446398695,0.4455633805718948,-0.4530508506772439,-0.2948189112865609,0.4240898515247946,0.7101524616880648,0.4421462528173185,-0.0245630967789612,-0.76536460001838,-0.0945076924668042,-0.723676467990378,-0.1341095597026943,-1.950957530120666,-0.7655927288421195,-0.7789004089328528,-0.777224857221565,1.2230444264599285,0.8080052477265507,-0.8054962175720023,-0.6599155728884697,-0.6388613058454863,-0.1748801994635592,0.37405326255439
4,5,-0.2367644624614666,-0.1809003521371531,0.6393778182144406,-0.0873998989483306,0.0002841739695808,-0.1685157562704689,0.4615911389694482,0.6984013272363662,0.6929935555459859,-0.4722327754021732,-0.2825639561860626,0.4492909019964891,0.6603587574128997,0.506903803178205,0.0084614677803487,-0.7198374809010512,-0.1022895295927798,-0.6887344572154637,-0.1341096309735232,-1.79266046728063,-0.7201155470397005,-0.7475397583002127,-0.7349233214193956,1.1007399838139322,1.8404731570192,-0.7717843535373328,-0.7612734135030981,-1.0996620106544368,-0.5091624957815305,1.2533422478478
5,1,-0.2367753815405704,-0.1809047065266972,0.6794143111193759,-0.8461072503259154,-0.5168350798128125,-0.1685198274463309,-3.516195227255668,0.4191568348380841,0.2716230115215686,0.511525935490885,-0.3156088132018252,-0.4925983593831973,-3.311421418888545,-0.5211223088009245,-0.9253906565455388,0.5600320412238229,-0.4280112036984608,0.5619172531178641,-0.1341096848791193,0.5026469438998669,0.5598470698186994,0.6571230301444166,0.5878571359619391,-1.0395877624909426,-0.4100584113079692,0.5772714468845227,0.7379315696539523,1.3641886478336214,0.2122586992636627,-0.8588891438212171
5,2,-0.2367753815405704,-0.1809036225282991,0.6794143111193759,-0.8461072503259154,-0.5139998969690946,-0.1685198274463309,-3.566190971057398,0.3326651779005631,0.2890170484266013,0.5087856605301857,-0.3155902200467503,-0.4736975715294194,-3.32899566745625,-0.7073002660884882,-0.9253906565455388,0.4369229946310483,-0.4158736625156251,0.438031942188619,-0.1341096848791193,0.5075937271136174,0.4368386280724796,0.5618523171214332,0.4963943558491414,-0.7338266558759605,-0.4100584113079692,0.4889231135522864,0.749069793897317,1.1635529342565154,0.4304707538045608,-0.8207381754510487
5,3,-0.2367753815405704,-0.1809045828087802,0.6794143111193759,-0.8461072503259154,-0.5191876783427062,-0.1685198274463309,-3.603687778908695,0.1275563914487276,0.2459668070866452,0.5005648356480712,-0.3151722183752509,-0.464247177602534,-3.32899566745625,-0.5696904715715919,-0.9253906565455388,0.4959224245075848,-0.4449028365043327,0.5197145647793309,-0.1341096848791193,0.524907468361747,0.4960689898554686,0.5960433513851777,0.5684212951879692,-0.6115222132299643,-0.4100584113079692,0.5551843635514633,0.7501836163216534,1.378519770231987,0.6786825016047632,-0.8398136596361329
5,4,-0.2367753815405704,-0.1809031569891193,0.6794143111193759,-0.8461072503259154,-0.5203338160880391,-0.1685198274463309,-3.6161867148591273,-0.0157726400477356,0.269013905985813,0.5033051106087758,-0.3156377358874974,-0.4831479654563049,-3.314350460316496,-0.8307443464639312,-0.9253906565455388,0.4805918639884853,-0.4138286063425872,0.4843187616566884,-0.1341096848791193,0.5026469438998669,0.4808121288636894,0.5966660357840209,0.5587033748009843,0.6726744345529538,-0.4100584113079692,0.5604155148671885,0.7579803732920087,0.6773971667427666,0.4901130011177028,-0.9512387101140856
5,5,-0.2367753815405704,-0.1809047525461121,0.6794143111193759,-0.8461072503259154,-0.5220530227060383,-0.1685198274463309,-3.656808256698033,-0.168986432337058,0.2694487569084388,0.5033051106087758,-0.3154118634851056,-0.4862980967652737,-3.3407118331680543,-0.8307443464639312,-0.9253906565455388,0.482450113748376,-0.4285158279489507,0.5038318326089136,-0.1341096848791193,0.5113038145239303,0.482719236487662,0.6717844173535389,0.5758526460721345,-0.7338266558759605,-0.4100584113079692,0.569715339428477,0.7858259339004253,0.4436896322463566,0.5922548138815271,-0.9155100254499592
6,1,-0.2295555977466798,-0.179863343899667,0.6018833248590247,0.8806195511471325,-0.2689073885855584,-0.1681103967914173,-1.3601287758060767,-0.2060542853102813,0.3425037119095768,-0.291374627995649,-0.3026900136016147,0.2980845991663082,-1.4631962778515155,-0.3652994532450319,0.7522985037731066,-0.2181100457305023,-0.1873319953858644,-0.2208745467097814,-0.1339235290917686,0.1897629056301131,-0.2182528407620403,-0.1391204929579513,-0.1547063100788374,-0.4892177705840868,-0.3630712851995863,-0.1533460202116735,-0.06179293101972,1.3796221642626276,0.1269024291568311,-0.4355950661902985
6,2,-0.2301915544845506,-0.1800139765202041,0.5778932041104322,0.85448276462669,-0.2520470991213205,-0.1682681915854991,-1.0351564410948333,0.1300275816469381,0.2403137450925088,-0.5051160749306323,-0.2993714797384262,0.518593790793656,-1.0736337679340502,0.0677666647934173,0.7357449407877525,-0.3207783449644749,-0.1966808236054665,-0.3415833112049427,-0.1340160466050997,0.3023022237429486,-0.3209432512836309,-0.3645322453391279,-0.3519229296970571,-1.2230444264599285,-0.328493793343618,-0.337017555297114,-0.3625249855906008,0.6035367666896578,-0.4409489075371578,-0.2733020578854547
6,3,-0.2298809038749341,-0.1797707118629065,0.5874257024211312,0.8806195511471325,-0.2930667657963893,-0.1682449469725981,-1.2570125542150097,-0.077552395003107,0.2081347768181984,-0.4585314005986485,-0.3029840609059477,0.468191689850267,-1.2962409164583133,0.0070564613300832,0.7522985037731066,-0.4494621408369227,-0.1907050101128232,-0.4427790047478788,-0.1335180186424848,0.3060123111532615,-0.449709691048383,-0.3181705614616332,-0.3810766908580107,-0.3057611066149821,-0.4526008499918754,-0.3811917219632328,-0.2088174910321485,0.8471658474618552,-0.1838086796002578,-0.2312148784929671
6,4,-0.2272549053254823,-0.1793129862449415,0.6293686949882064,0.9242244233254048,-0.3283859052644081,-0.1680809845395305,-1.5601117510129952,0.0237664031237029,0.2603168875332966,-0.3818037016989111,-0.3083079009757361,0.4020389323620549,-1.6155064321049697,-0.0091329262601353,0.7894717792551799,-0.2352988560094936,-0.1674657354192101,-0.2458331258347211,-0.1339475859946773,0.2367573461607486,-0.2354168093777919,-0.1895579292642367,-0.2433108783131092,-0.7338266558759605,-0.3318921795853083,-0.2219322263511735,-0.1241669867825696,1.3818269523239144,-0.4195205552090827,-0.6908432117145218
6,5,-0.2324276299416121,-0.1804620561132397,0.4608023498606807,0.775985282443627,-0.1921161596482603,-0.1683652066863834,-0.8195497959498745,0.2733566131434062,0.1589966225614811,-0.4174272761880748,-0.290357931339324,0.4555911646144127,-0.9037493651128904,-0.1588847614696944,0.6861668132430886,0.0030216756965169,-0.1265646119584511,-0.0035080121489452,-0.134026406668369,0.0561997588588324,0.003595121111211,-0.0997215528129745,-0.067816668971679,-1.5288055330749106,-0.3780693848741198,-0.0684851210899186,-0.1486710801179744,0.6288918293944563,-0.0209532019068871,0.0773235085641902
7,1,-0.2367556660834739,-0.1809022211371417,0.6709939376115917,-0.2443948633144566,-0.157445492851943,-0.1685189369685249,0.752191399816995,-0.0133014498495203,0.4194723252143457,-0.2447899536636653,-0.2886335883649675,0.2634331547677213,0.3323061174823965,-0.0900798642112482,-0.2890485781933348,0.1279889720491822,0.0366414943184087,0.0985952660894431,-0.1341096274169116,0.109377678406656,0.1280338935754101,0.1264260993122895,0.1414044405363453,0.6726744345529538,0.0081091653436646,0.1605230587317989,0.1464918623312215,1.1833960268081,-0.8216593005659579,-1.48959126378202
7,2,-0.2367599279698004,-0.1809030298336791,0.667975313146537,-0.2879997354927285,-0.1474167875802809,-0.1685192194825195,1.1209100103547576,0.018824022727273,0.3055413834863815,-0.3626217769739765,-0.2867329547350858,0.3862882758172459,0.988411397343402,-0.0394880279918026,-0.3303705645981716,0.037863858694472,0.0888568246585725,0.0119209276737449,-0.1341095548661101,0.1922362972369884,0.0382531346622479,0.0262305187711839,0.0413670247879737,0.978435541167936,-0.2798774507374947,0.0669435740838386,0.0807763392953625,-0.0182134665932346,-1.360225222411577,-1.2043673573955211
7,3,-0.2367606686470276,-0.1809031891875546,0.6667043133717773,-0.2879997354927285,-0.0471900579028885,-0.1685195055889108,0.7553161338046097,-0.24065094808529,0.2103090314313282,-0.3927648015417302,-0.2608416419755593,0.417789588906871,0.7042943788321635,-0.0394880279918026,-0.3138170016128174,0.0750288538922915,0.3019941725628526,0.0650146323577071,-0.1341095775102107,0.2750949160673179,0.075074981863561,0.1194633555797719,0.0945297657285366,1.1007399838139322,-0.3425657909152437,0.115767653030601,0.1041666102064308,-0.1339648398107939,-1.170227165102645,-1.0908228086747818
7,4,-0.2367649988976619,-0.1809034871880354,0.6593960646669083,-0.366453656364924,-0.2209958146786857,-0.1685195499537257,0.0616251885556108,0.6020249095059861,0.0146261162497096,-0.5654021240661399,-0.2925298873062251,0.5658457604280901,-0.1597728424133579,0.630347883553656,-0.4130145374078446,-0.3152035956848028,0.1345917172556031,-0.3347764259890509,-0.1341096305312397,0.5026469438998669,-0.3148918520921801,-0.2710729778400516,-0.2947586921265573,-1.284196647782918,-0.2917446824567529,-0.2765686956487402,-0.2611671449759699,0.999296223690646,-0.92415825253525,-0.864339282159812
7,5,-0.2367633124928783,-0.1809032633228927,0.6616203142727377,-0.3403168698444814,-0.2119473587944793,-0.1685193063067401,0.7146945919657045,0.3549058896844974,0.239878894169883,-0.4530508506772386,-0.2977442343516833,0.4713418211592288,0.4084611946091201,0.1932344186176464,-0.3799486921428356,-0.1902362993321385,0.0113040451096009,-0.2176980002756975,-0.134109570888187,0.2862251782982566,-0.1903797293347511,-0.141894268916434,-0.1924347068753648,0.2446088852919755,-0.2742026479384398,-0.1696207131939285,-0.1174840522365483,0.8879544265956599,-1.17808422762294,-1.1571328251276938
8,1,-0.2320076317502923,-0.1804563022890151,0.6592371896950633,0.7890536757038484,-0.2355185863728368,-0.1683197279652964,0.0772488584936513,0.550129915343473,-0.260634517772433,-0.8476504450187464,-0.3035755986914798,0.8084058712181775,-0.0133207710158119,0.9055674725874358,0.6861668132430886,-1.1212194290374908,-0.2122444978574177,-1.0794496686076973,-0.1340443654681129,0.4779130278311115,-1.1209382243934385,-1.09816768252146,-1.0939147333621275,0.1834566639689858,-0.3176490908442735,-1.1350587504626493,-1.0686884026199976,0.239746736577328,-0.3802352426076114,0.1003352037715936
8,2,-0.2306298551854148,-0.18030245628486,0.667975313146537,0.8370146789688608,-0.2605828091720885,-0.168281057072707,-0.2570976781804162,0.8911541626971272,-0.1997553886048184,-0.8065463206081727,-0.3040975843043241,0.7517035076568579,-0.4175284880730379,1.006751145026327,0.7274887996479249,-1.014834630283736,-0.2158299859530037,-0.9846070679329268,-0.134073263960994,0.3443498810598335,-1.0148003500900518,-0.9585731618353774,-0.9813011853482464,1.1007399838139322,-0.1356405637815623,-1.014742270200985,-0.8882491698774702,0.658656468221828,-0.3420213476225445,-0.0156316286551886
8,3,-0.2298809038749341,-0.18023698826426,0.6689285629776072,0.8588388957134304,-0.2943335496201782,-0.1683251811413254,-0.3914612396475646,1.2766598336186492,-0.3254273052436799,-0.7736630210797135,-0.3068514371615332,0.7265024571851635,-0.4761093166320563,1.23947359163578,0.7274887996479249,-0.9995040697646354,-0.1879959746628248,-0.9637326199375232,-0.1340237142583135,0.4296818914970384,-0.9993601133651978,-0.915438115297342,-0.9481459275573558,-0.4280655492609783,-0.358812086048794,-0.9839366013417176,-0.9238914874562396,0.5616457935252074,-0.2798791258711273,-0.0080619920738061
8,4,-0.2315470704381328,-0.1804175448582469,0.660508189469823,0.8108778924484179,-0.2801123931221672,-0.1683537723542768,-0.1258588507008756,1.0048289118150118,-0.3893503908696748,-0.8476504450187464,-0.3055568026600196,0.7989554772912921,-0.2212827124003269,1.1342425722993337,0.6861668132430886,-1.0854481211595903,-0.2208496692868242,-1.0463228272236864,-0.134071691451518,0.5335643389858105,-1.0851799564439566,-1.0581460579776405,-1.0733356078367478,3.241067730118807,-0.2514987493129209,-1.1036718425683016,-1.0575501783766306,0.217698855964457,-0.4120206318942565,0.0234276961047456
8,5,-0.2315470704381328,-0.1804000210980487,0.661938064216428,0.8108778924484179,-0.2574309303724232,-0.1683700683763442,-0.3664633677466999,0.7552387017953085,-0.291508933278866,-0.8312087952545169,-0.3008768366641224,0.7895050833644067,-0.4614641094923017,1.0553193077969982,0.6861668132430886,-1.0603617494010635,-0.2326685004167189,-1.0204566634032946,-0.1340380280386134,0.5545881676442529,-1.060717633651849,-1.002840361825855,-1.008168377006379,0.1223044426458604,-0.3686359334101176,-1.048454134235653,-1.0029728795841386,0.4304609038786369,-0.2705935065289609,0.0836820032925516
9,1,-0.2333228389578926,-0.1806072390591004,-0.1542026661512448,0.7498049346123168,0.1337187367420106,-0.1684895133831145,0.4615911389694482,1.2222936492579215,-0.2575905613140521,-1.0723529917965493,-0.1913865668754717,1.0226148002276017,0.6603587574128997,1.281970734060114,0.6944229543829159,-0.78580534737718,-0.2054984684035003,-0.9115464999490144,-0.1340871370027162,0.2985921363326357,-0.7858374097735188,-1.1479258267562804,-1.0276042177803488,-1.100739983814051,-0.4165320859861053,-0.9153503952022176,-1.3816725038585795,-1.0996620106544368,-0.5445192771228544,0.9233060928995156
9,2,-0.2333228389578926,-0.1806141468192562,-0.1140072982744645,0.741092672438836,0.1336885752223966,-0.1684808596036054,0.4615911389694482,0.8516151195256845,-0.263243623308188,-1.0778335417179588,-0.1900285779196287,1.016314537609678,0.6603587574128997,1.0957927767725548,0.6861668132430886,-0.9056624568901436,-0.201381796886346,-0.980976729151118,-0.1340986266030463,0.3208526607945131,-0.9054350628845572,-1.2222517009090896,-1.096772945240652,0.9172833198449464,-0.28704386050273,-1.0379918316042052,-1.4195424662860243,-1.0996620106544368,-0.5295194304932019,1.0559261258053398
9,3,-0.233159912372642,-0.1806061820320881,-0.1810525363930466,0.7498049346123168,0.1274149791426802,-0.1684841342215081,0.4615911389694482,1.4199888651151125,-0.2241070402718644,-1.0394696922680902,-0.1988141880102197,0.9879633558290216,0.6603587574128997,1.6603976689815665,0.6944229543829159,-0.8048524074160609,-0.2057375009432061,-0.9274292321194296,-0.1340953438708681,0.2825150908879437,-0.8046884351335535,-1.143283997601269,-1.035607211040219,0.978435541167936,-0.3577731508263344,-0.9165128732723784,-1.385013971131589,-1.0996620106544368,-0.4563058933722781,0.8969637575963041
9,4,-0.2333228389578926,-0.180616098961205,-0.0885873027792673,0.741092672438836,0.1227248628426998,-0.168489233280754,0.4615911389694482,0.8194896469488959,-0.2723754926833293,-1.0778335417179588,-0.1983376523320029,1.013164406300716,0.6603587574128997,1.0957927767725548,0.6861668132430886,-0.8234349050149712,-0.197610394593211,-0.9428581719421196,-0.1340978226763305,0.2911719615120099,-0.8235761356402035,-1.1721539106385364,-1.0338922839131044,1.8345666396898928,-0.3410172651647198,-0.924650219763506,-1.4061765971939844,-1.0996620106544368,-0.5434478595064499,0.965090486828748
9,5,-0.233159912372642,-0.1806087709859413,-0.1244930464162332,0.7498049346123168,0.1596274820904548,-0.168481260702411,0.4615911389694482,1.958708328325957,-0.2158448727419738,-1.0833140916393689,-0.1843535338095362,1.0320651941544872,0.6603587574128997,1.7251552193424575,0.6944229543829159,-0.8773241480518071,-0.2060030926539902,-0.9750774286306774,-0.1341021913429374,0.3295095314185792,-0.8771218496978901,-1.2336298431061306,-1.119066997893147,0.4280655492609783,-0.1926587885895551,-1.043222982919929,-1.4440465596214267,-1.0996620106544368,-0.5609476805743784,1.0108110917802997
