f_id,i_id,ic.eps.max,ic.eps.ratio,ela_meta.lin_simple.intercept,ela_meta.quad_w_interact.adj_r2,ic.eps.s,ela_meta.lin_simple.coef.max,nbc.nn_nb.cor,nbc.nn_nb.sd_ratio,ela_distr.skewness,nbc.nb_fitness.cor,ela_level.mmce_lda_10,ic.h.max,ela_meta.lin_simple.coef.min,nbc.dist_ratio.coeff_var,pca.expl_var_PC1.cov_init,disp.diff_mean_10,disp.ratio_mean_02,ela_level.lda_mda_25,ela_level.mmce_mda_10,nbc.nn_nb.mean_ratio,disp.ratio_median_25,ela_distr.kurtosis,ela_meta.lin_simple.coef.max_by_min,ela_level.lda_mda_50,pca.expl_var_PC1.cor_x,disp.diff_mean_02,ic.m0,ela_level.qda_mda_10,ela_level.mmce_mda_25,pca.expl_var_PC1.cor_init
3,1,-0.2367695225762179,-0.456584628768568,-0.1809046782649799,0.656471318622873,-0.446920249984356,-0.1685196919756745,0.404358048309914,0.4487336378956192,-0.2097608516337927,-0.2916954370571408,0.6740096143545258,0.6354863368292291,-0.1341096704607801,-0.6770747198061813,0.4297569050679867,-0.7896905773302165,-0.7718304959703957,0.1028162290249673,0.1902011389462145,0.6402358075403123,-0.7672231930935869,-0.2963602185482076,-0.3075018555364864,0.040485964465965,-0.1418360083665318,-0.7711289627001575,-0.2013918724408581,-0.2016029910480914,-0.1741128900234688,0.2843124757914068
3,2,-0.2367633135636555,-0.2381785046375898,-0.1809008912607901,0.7006038325177342,-0.081252812220751,-0.1685158787613954,0.0755398776882191,0.1852627388759131,-0.1527590575224781,0.8652078849122451,0.1273391026495552,-1.4250358513773072,-0.1341096711639497,-0.4249486055230048,0.4343373192185657,-0.5727121606653929,-0.7089679650142525,-0.2042418820261481,-0.2863734654006089,0.3722742274906442,-0.2878741042730447,-0.3132021365542154,3.553338848557453,-0.2936130744997073,0.2274728436067303,-0.7086570229713495,-0.6776460719297047,-0.5383251132645417,-0.8209554514756174,1.130295828055302
3,3,-0.2367435427335946,-0.1159059851940333,-0.1809003252488796,0.6912958841326362,-0.1477189302792809,-0.1685174264931111,-0.0840336462899562,-0.1201239849878374,-0.2578741275574461,0.1699346586967208,-2.4366907310109247,-0.6993251469216645,-0.1341096330949568,-0.3897051701930985,0.4343373192185657,-0.3622831835876415,-0.4713845759594228,0.0163289829538674,-2.361116355013935,0.366042562838327,-0.2922219418133666,-0.3129428391514531,0.9712282750548896,-0.0833491498173239,-0.9420051876419444,-0.4718329056582858,-0.7088536120671503,-0.6544882109825821,-1.1814224130055797,1.0686095419527268
3,4,-0.2367644635322441,-0.2818597294637854,-0.180902962682391,0.6845556456468757,-0.2391357897201823,-0.1685187747607237,0.4285358549732739,0.6503287954788792,-0.1007020704575415,0.2591280325228673,0.0305832598699143,-0.6360580598665558,-0.1341096517442386,-0.5117016771043182,0.4339209179321495,-0.6240349243261589,-0.6863189648903489,-0.1428302598159251,-0.232964242499672,0.4750966942538921,-0.4965703062085185,-0.2919880229803554,0.3534321072738488,0.0075289859013288,0.4736787449222498,-0.6862517829050596,-0.3750686175535993,-0.4342309088159081,-0.4788032085453301,0.7579750297933278
3,5,-0.2367657568316091,-0.3604946616683853,-0.1809033789720756,0.6797411895856179,-0.4053633579315213,-0.1685194624950151,0.8395585682503929,0.6243809039087568,-0.2474687973923685,-0.3543483435496534,0.6836851986324888,0.5895866854363103,-0.134109637424036,-0.7231622890837509,0.4322553127864845,-0.8918279584768902,-0.8037239859407908,-0.2374552555173477,0.5106564763518373,0.6838574601065397,-0.9259192633153562,-0.3048715178697271,-0.2221378115641441,-0.2113138774211616,1.704708251499813,-0.8042989353715864,0.0509821478010977,-0.0106127550597289,0.2737652284594863,0.504620640443463
4,1,-0.236759153350601,-0.1159059851940333,-0.1809024478705012,0.5911551980584786,-0.0646051461736113,-0.1685178060234029,0.6122871856148099,0.7321644535077273,0.0026838339231715,0.2900193961407035,0.451471175961351,-1.2501209636367163,-0.1341096262813449,-0.4330817059837523,0.4343373192185657,-0.7543461878344635,-0.6627455157817963,-0.3015163776072105,0.7242933679555863,0.4252433770353475,-0.7530927210875382,-0.2794238224991722,0.6627624880389728,-0.188534397491684,-1.003556662970816,-0.6628612961257571,0.3372774073228823,0.8239512145197515,0.8182118631952718,0.2182200263957898
4,2,-0.2367044948724893,0.0500913966629579,-0.1808962122658248,0.7128004545395865,0.0600655299848929,-0.1685132172286546,0.2665445503287629,0.5006294210358643,-0.1513939267428033,0.4153252091257293,-0.1097127121605654,-1.786030406927036,-0.1341095365446699,-0.3273513999940327,0.4343373192185657,-0.5211635542602446,-0.5592072295010911,-0.1429248848116268,-0.3438910900631571,0.3037259163151479,-0.3313524796762687,-0.3028426536172631,1.3995137432060831,0.2378814811881871,-1.4344169902729664,-0.5591549569264155,-0.263806952715749,0.0180508664551123,-0.4929554910996245,0.8086459076632999
4,3,-0.2367599290405767,-0.2469496596726201,-0.180902293041978,0.6588785466535019,-0.2225296390497188,-0.1685185046993434,0.3656735576485383,0.4487336378956192,-0.1250620708148516,0.2547771362386651,0.4659845523782982,-0.1820236704122566,-0.1341096860548407,-0.4954354761828173,0.4339209179321495,-0.6707279117270987,-0.7112790874758762,-0.3251726265325661,0.3545372094106366,0.4688650296015749,-0.5987444884060956,-0.2998655608307619,1.4430546575862495,-0.2193333200630011,-0.2649389590242915,-0.7111383850633816,0.0441978999451289,0.1245588495576271,0.1680393529068186,0.821864397542423
4,4,-0.2367587472325363,-0.0590898466089116,-0.1808999188280291,0.676210588474029,-0.0313513294560083,-0.16851585298839,0.3705091189812105,0.3589140132298102,-0.123727276274725,0.4679710541645769,0.7030363671884174,-1.94978051459908,-0.1341095580433173,-0.3869941367061875,0.4343373192185657,-0.7230105070514872,-0.708505740521929,-0.1618498839519113,0.7530521802868592,0.3598108981860098,-0.5530921942327107,-0.3008924061305303,0.8039941117336494,-0.1046632830846715,1.2122964488687913,-0.7087300042093505,-0.0114329324737961,0.2896009650167651,0.3470241028581851,0.7205226418024774
4,5,-0.2367644635322441,-0.0896797952634202,-0.1809003108018959,0.6839137181720414,0.0018609718849185,-0.1685157543925174,0.6461361149435134,0.4227857463254929,-0.0291237132432538,0.7155370527356872,0.441795591683388,-1.790992531401946,-0.1341096293141462,-0.4059713711145934,0.4343373192185657,-0.6941590964567109,-0.6632077402741198,-0.2919592530413673,0.6832093503394807,0.3847375567952786,-0.652005498275044,-0.2886199152274546,1.8381810438244837,-0.1124695843938375,1.0891934982110314,-0.663481636648765,0.1147540776471817,1.1658026163756998,1.1870036968159932,0.6346024575881765
6,1,-0.2295555988157266,0.8800346683606743,-0.1798633025719185,0.646039997156815,0.7499265442126205,-0.1681103949135906,-0.2387716089354594,-0.4374866588070289,-0.2998746512121109,0.3648548122289836,-2.3786372253431414,0.1975788519183895,-0.1339235274324322,-0.2270431609781459,0.4343373192185657,-0.0625334011068843,-0.1640052885635821,-0.0945715120082,-2.2953819268281666,0.2351776051396516,0.030604995555572,-0.3087747713262009,-0.3690322224796755,-0.1977794027963959,-0.5111448603399136,-0.1641440062463057,-1.124049580852299,-0.5172045500430794,-1.3595746757478702,1.2867146249582615
6,2,-0.2301915555537501,0.8538521160173006,-0.180013935191365,0.6218072349818183,0.733278878165481,-0.1682681897076238,0.0900465616862307,-0.0103444437296308,-0.2829166933045937,0.2626087495502293,-1.8755068428890085,0.3104671837225992,-0.1340160449457431,-0.4385037729575842,0.4343373192185657,-0.2594118135217271,-0.2661569013673116,-0.2479586300402055,-1.748964492533973,0.4532858679707749,-0.2628740384161912,-0.3054514889221819,-0.3343971603144807,-0.2071576214340288,-1.2497625642863353,-0.2663177394476272,-0.9612276323091032,-0.3554813802330286,-0.8292803235663787,1.0906403584179325
6,3,-0.229880904944059,0.8800346683606743,-0.1797706705358288,0.6314361471043335,0.7499265442126205,-0.1682449450947299,-0.1130470142859876,-0.0702241935068362,-0.3241739790903242,0.2304121170471326,-2.2189900847567343,0.3141887770787816,-0.1335180169832371,-0.3924162036800141,0.4343373192185657,-0.2368839997696414,-0.3941930857412195,-0.1816265080535083,-2.061203026416365,0.4034325507522373,-0.1128736432750657,-0.3090692393873165,-0.4587108508521537,-0.2011630214525873,-0.3264904343531629,-0.3944363027582848,-0.9530865348819442,-0.3135419761218399,-1.1056660769796522,1.1699512976926676
6,4,-0.2272549063939768,0.92371589318687,-0.179312944921178,0.6738033604434002,0.7873111409095012,-0.1680809826617128,-0.0139180069662121,-0.0861921267807538,-0.3596977156014202,0.2826228724575599,-2.688255922237991,0.2447190344300384,-0.1339475843353357,-0.3165072660463697,0.4343373192185657,-0.1051612191089509,-0.1811075947795914,-0.1269332605380863,-2.509018818431924,0.3380000719028926,-0.030264730008942,-0.3144006974212386,-0.3378012047498774,-0.177850688191426,-0.7573507616553135,-0.1812216159385267,-1.1009831381420123,-0.771556475695828,-1.2888132629763995,1.3219639313025904
6,5,-0.2324276310113484,0.7752171838127007,-0.1804620147811561,0.5035320977435908,0.6834189107774146,-0.1683652048084782,0.2302778403337229,-0.2338955095645289,-0.2226385853220593,0.1812469890356469,-1.5416991852992483,0.0636014910958075,-0.1340264050090102,-0.3517507013762759,0.4343373192185657,-0.0138642896926041,0.0560135697829137,-0.1429248848116263,-1.5106771903605518,0.3909692214475959,-0.054177836480715,-0.2964250428988982,-0.3840552934632811,-0.1368209816517821,-1.557519940930726,0.0565877480875498,-0.7346337539198231,-0.0060869200837012,-0.6511280608240883,0.7535688665002859
7,1,-0.2367556671542493,-0.2469496596726201,-0.180902179801871,0.7158496100450497,-0.2973403478201565,-0.1685189350905724,-0.050184716961252,-0.1660317931503619,-0.1877670779612525,0.4418656764593632,0.891710260608707,0.1169443292010937,-0.1341096257575345,-0.1809555917005758,0.4339209179321495,0.2216896926976237,0.1803519582182244,0.3299162187083813,0.2230683530390987,0.2009034495519,0.2338664005656434,-0.2946982325358221,0.0027662304740925,0.0268982045080309,0.6583331709088809,0.1804004183561514,-0.8947420033206327,-1.567499986813207,-0.931676250282742,1.0091263374966708
7,2,-0.2367599290405767,-0.2906308844988157,-0.1809029884984025,0.7128004545395865,-0.3388972398729914,-0.1685192176045669,-0.0187535682988842,-0.1161320016693568,-0.1776802783114322,0.3278721938132635,1.4625697330085972,0.2000599141558444,-0.1341095532067331,-0.2975300316379584,0.4339209179321495,0.1192700081204729,0.0906804067072569,0.5104607105066953,1.1433503476398617,0.3224209102720995,0.1697357968458879,-0.2927948792602272,-0.2856998732058193,0.0792776870125374,0.9660905475532716,0.0910713830429959,-0.7780529401980099,-1.2832775503186764,-0.4846306190088632,0.7161164785094368
7,3,-0.2367606697178042,-0.2906308844988157,-0.1809031478522768,0.711516599589918,-0.3222495738258517,-0.1685195037109581,-0.2726205382641636,-0.1161320016693568,-0.0768729542923273,0.2325875651892344,0.8965480527476992,0.2831754991105924,-0.1341095758508336,-0.3273513999940327,0.4335045166457332,0.2229882884778191,0.1276583660932238,0.5654378330092217,0.744835376763639,0.3535792335336926,0.1925619439325804,-0.2668665182255094,-0.3484925872677112,0.2930850863506172,1.0891934982110314,0.1277079645194697,-0.5908076993733311,-1.170131675917988,-0.2590265853492334,-0.1959593231500751
7,4,-0.2367649999684395,-0.3692221791161766,-0.1809034458527556,0.704134433629323,-0.4220110239786608,-0.1685195480757731,0.5518426689564101,0.5445412375391487,-0.2516855346895866,0.0367972324001312,-0.1774418021063132,0.5114332249564695,-0.1341096288718627,-0.4981465096697329,0.4326717140729008,-0.1737044920288299,-0.2606102074594174,0.2866725956728312,-0.4671431429114737,0.500023352863161,-0.1639607343738555,-0.2986001067507919,-0.2975868634489919,0.125156358870503,-1.3113140396152068,-0.2602967873125494,-0.5989487968004931,-0.9444433717800802,-0.5146001585356037,0.2909217207309689
7,5,-0.2367633135636555,-0.3430396267728027,-0.1809032219876145,0.706381179791243,-0.3887572072610579,-0.1685193044287875,0.3100646023228106,0.1134070391432656,-0.2425846628250871,0.2621736599218091,0.8336567549409329,0.2943402791791395,-0.13410956922881,-0.3869941367061822,0.4335045166457332,-0.0320446306153398,-0.1362718190241077,0.2210974736517453,0.3298867988409726,0.4065483830783958,-0.0237429736984567,-0.3038219150851417,-0.2800156220594607,0.0014811005867191,0.2274728436067303,-0.1364111358059468,-0.7834803384827824,-1.2362088665679904,-0.6303158805971851,0.802036662723739
8,1,-0.2320076328199278,0.7883084599843877,-0.1804562609569732,0.7039739517606145,0.6834189107774146,-0.1683197260874052,0.5010692749633537,0.815996103195812,-0.2662924340321081,-0.238614502389873,-0.153252841411403,0.4866226025819175,-0.1340443638087501,-0.7773829588220685,0.4343373192185657,-1.049127429938821,-1.0625697016425506,-0.3640634997658508,-0.2617230548309461,0.7399424419774016,-0.9520062885572902,-0.3096616236133079,-0.3235344017664511,-0.2227702240523609,0.165921368277859,-1.062287611704924,0.0252020059484248,0.0168439771281718,0.03234393782741,0.6698517639325052
8,2,-0.2306298562547195,0.836353443534479,-0.180302414953932,0.7128004545395865,0.7249758028302491,-0.1682810551948277,0.8347230069177208,0.915795686157822,-0.2915018490967714,-0.177701954411041,-0.6708966002824819,0.3526452417593383,-0.1340732623016249,-0.7367174565183303,0.4343373192185657,-0.90424930941789,-0.9567202929002238,-0.2828752534540305,-0.8286824979332008,0.6838574601065397,-0.7759188681742332,-0.3101843561433445,-0.1412228369001736,-0.2263669840412257,1.0891934982110314,-0.9566837603175584,-0.191893925442503,-0.0987156759263983,-0.3872296155469568,0.8196613158959027
8,3,-0.229880904944059,0.8582158747411961,-0.1802369469338061,0.7137633457518382,0.7249758028302491,-0.1683251792634325,1.2118967908661356,1.1453347269704484,-0.3254481011513541,-0.3034428570244871,-0.8789216622587095,0.4382418889515412,-0.1340237125989553,-0.7041850546753397,0.4343373192185657,-0.8610004238687733,-0.9414668846535124,-0.2930947529897842,-0.910850533165412,0.6589308014972708,-0.8107015684968109,-0.3129421495307011,-0.3647659319119236,-0.1984454694610005,-0.4495933850109226,-0.9413212097183592,-0.1593295357338645,-0.0911726176330192,-0.3322854597479326,0.7293349683885599
8,4,-0.2315470715076578,0.8101708911911049,-0.1804175035264856,0.705257806710283,0.6834189107774146,-0.1683537704763751,0.9459409175691764,1.0415431606899583,-0.3111445642043159,-0.3674010324022603,-0.4677093304452358,0.5424465029246587,-0.1340716897921493,-0.7773829588220685,0.4343373192185657,-0.999950172349682,-1.0269784157335582,-0.3691732495337279,-0.5534195799052948,0.7305949449989257,-0.941136694706483,-0.3116456625168901,-0.2572739222403225,-0.2314024480256367,3.2434951347217678,-1.0267092581794643,-0.0494247204672073,-0.0597934951325616,-0.0592296551709633,0.6698517639325052
8,5,-0.2315470715076578,0.8101708911911049,-0.1803999797664143,0.7067021435286606,0.6834189107774146,-0.1683700664984375,0.7017450702692412,0.9636994859795904,-0.2883317120639708,-0.2695058660077092,-0.8402193251468534,0.5635355319430282,-0.134038026379252,-0.7611167579005731,0.4343373192185657,-0.9516762857380698,-1.002018293148032,-0.3651989997142678,-0.8903085243573591,0.7212474480204499,-0.8878756848375347,-0.3069589998861133,-0.3746061356339902,-0.2432584346555988,0.104369892948851,-1.0023700153061492,-0.0684206144639144,0.0002492488827372,-0.1599606074691744,0.8747383570589168
9,1,-0.2333228400278438,0.7489909938820876,-0.1806071977259656,-0.1176932160273449,0.691721986112646,-0.1684895115051711,1.1587056162067435,1.1872505518144925,0.1050838105185639,-0.2355688749909313,0.441795591683388,0.3067455903664168,-0.134087135343344,-0.9996877047491702,0.4343373192185657,-0.9666948282394604,-0.7288436181842101,-0.5690212404551319,0.6832093503394807,0.9518190401562076,-1.2574418757649386,-0.1973120587968004,-0.4225820336214163,-0.216002986739978,-1.1266596136286953,-0.7288728258976112,-0.0317856760416934,0.8369252747843637,1.3559986002584483,-1.2071737989030131
9,2,-0.2333228400278438,0.7402634764342964,-0.1806141054860714,-0.0770913032440729,0.6834189107774146,-0.1684808577256647,0.7960385162563405,1.0036193191643945,0.1050534742790156,-0.2412250401603946,0.441795591683388,0.3290751505035111,-0.1340986249436717,-1.0051097717230018,0.4343373192185657,-1.084471819434574,-0.8480975372039489,-0.5803762399393027,0.6832093503394807,0.9455873755038904,-1.29439849485768,-0.1959521266738028,-0.2928782147915564,-0.2118733734194295,0.9045390722244004,-0.8478687344581503,-0.0263582777569208,0.9690796560843684,1.3718158572308945,-1.204970717256492
9,3,-0.2331599134425542,0.7489909938820876,-0.1806061406989609,-0.1448146518390957,0.691721986112646,-0.1684841323435663,1.352128069513623,1.5605009920924091,0.0987435364529627,-0.202066973602574,0.441795591683388,0.2906186858229572,-0.1340953422114942,-0.9671553029061796,0.4343373192185657,-0.9777611227141688,-0.7477948223695164,-0.560504990842004,0.6832093503394807,0.917544884568463,-1.26070275392018,-0.2047503082281655,-0.3637252668988166,-0.2162427707392357,0.9660905475532716,-0.7476290040638535,-0.0657069153215281,0.8106754319234041,1.335186420031545,-1.286484738177753
9,4,-0.2333228400278438,0.7402634764342964,-0.180616057628006,-0.0514142042506991,0.6834189107774146,-0.1684892314028106,0.7646073675939774,1.0036193191643945,0.0940262512031971,-0.2503619223572184,0.441795591683388,0.2993024036540521,-0.134097821016956,-1.0051097717230018,0.4343373192185657,-1.013557197698686,-0.7662838020625004,-0.5694943654336392,0.6832093503394807,0.942471543177732,-1.2813549822367116,-0.2042730906677627,-0.3469414832762127,-0.2080901147644752,1.8278112021575728,-0.7664216728490969,-0.0114329324737931,0.8785629565638173,1.347673728167687,-1.231407697014739
9,5,-0.2331599134425542,0.7489909938820876,-0.1806087296527954,-0.0876831065788394,0.691721986112646,-0.1684812588244701,1.879204254774869,1.6243727251880966,0.1311426402905804,-0.1938002706625896,0.441795591683388,0.337758868334606,-0.134102189683562,-1.0105318386968336,0.4343373192185657,-1.0864479434479146,-0.81990184317215,-0.5746987401972171,0.6832093503394807,0.9611665371346836,-1.3183116013294505,-0.1902689620563468,-0.1983359950494109,-0.2165091974050775,0.4121272695933785,-0.819697976589786,-0.0114329324737961,0.9241230286558284,1.3634909851401331,-1.121253614688715
10,1,0.065361549852547,1.5877054206148349,-0.1411205981015213,0.6957893764564764,1.4979506011636463,-0.1477740733021347,-0.4418651849076825,-0.696965574508255,-0.1033716595377947,0.7964637236218489,1.0658707776120613,-0.622412217560551,-0.1254661275033102,0.3124525029181133,0.4343373192185657,0.680432767223175,0.6573676342971829,0.4539695880729462,0.3874044235035208,-0.2508922377411466,0.7795200118761045,-0.2838787725572678,-0.3533967588715345,-0.2142445707454219,-0.0802845330376604,0.6577706961203265,-1.04942285443667,-2.0116352591273774,-1.440325935028254,1.1941851958043983
10,2,0.0325448259802651,1.5789342655798044,-0.1459643256263943,0.6973941951435625,1.4937783058076926,-0.1526353674730218,-0.2121760216057638,-0.393574842303745,-0.0604913849362284,0.8195234739281209,2.139860632466074,-0.6385391221040108,-0.1041904552057919,0.3178745698919452,0.4343373192185657,0.7737622813389579,0.7992705534408264,0.664983328487118,1.3487704357203891,-0.2540080700673052,0.7490851490938487,-0.2703773774740797,-0.4545823989309976,-0.1565631975906626,-1.6190714162595976,0.7994637696991596,-0.9449454374547852,-2.0445229932865105,-1.1056660769796522,1.1126711748831382
10,3,-0.0462280894457305,1.5265255233058177,-0.1584817102067951,0.7057392523164088,1.4646967844460437,-0.15846955557508,-0.5143986048977623,-0.507346366880436,0.0808148188798989,0.7542600296650867,0.7804410414121297,-0.45245945429487,-0.1318732800051907,0.296186301996613,0.4343373192185657,0.9692856372875096,0.9176000234759172,2.236420632100641,1.0858327229773137,-0.2010389205226019,0.930607366402308,-0.244398674124464,-0.2461173762119572,0.5975041947415081,-1.003556662970816,0.9174379409276856,-0.5853803010885585,-1.274527602698356,-0.8550874270477385,0.2380477612144703
10,4,0.1265402917198852,1.6226154904060002,-0.1311860869866356,0.6917773297387619,1.585215922936932,-0.1412118613450545,-0.3620784229186002,-0.617125908138647,0.0802687665680288,0.9008852344427036,-0.1967929706622419,-0.7749975451640476,-0.1303138628246851,0.3856504070648421,0.4343373192185657,0.555767572324416,0.6139185320186739,-0.2422811302981203,-0.5452027763820735,-0.3287880458951187,0.6175630634990962,-0.2353956752067492,-0.1009202922804202,-0.3175914744254732,-0.8189022369841847,0.6136170471297554,-1.1091242355691744,-2.1996082717983887,-1.947310645355614,1.2382468287348047
10,5,-0.0462280894457305,1.5090704884102348,-0.16071680015092,0.7081464803470376,1.439746043063672,-0.1653052046966888,-0.2073404602730916,-0.2857912927047739,0.107935417036107,0.5362801258265529,0.8094677942460227,-0.2378475707549977,-0.1325189964603743,0.2799201010751226,0.4343373192185657,0.9549446230192647,0.8228440025493802,2.1381052615668628,0.9543638666057768,-0.1543014356302159,0.961042229184564,-0.2170103859577047,-0.3758855868183289,1.4158070562081473,0.2274728436067303,0.8229637283354636,-0.5962350976581038,-1.3499581856321492,-0.9541534049277977,-0.9868656342509567
