f_id,i_id,ic.eps.max,ela_meta.lin_simple.coef.max,ic.eps.ratio,ela_distr.skewness,ela_meta.quad_w_interact.adj_r2,ic.eps.s,ela_meta.lin_simple.intercept,ela_level.mmce_mda_10,ela_level.mmce_lda_10,nbc.nn_nb.mean_ratio,disp.ratio_median_10,ela_meta.quad_simple.cond,disp.diff_mean_25,nbc.dist_ratio.coeff_var,disp.diff_median_05,ela_distr.kurtosis,disp.ratio_median_05,pca.expl_var_PC1.cor_init,disp.ratio_median_02,ela_meta.lin_w_interact.adj_r2,nbc.nn_nb.sd_ratio,ela_level.lda_qda_25,ela_level.qda_mda_10,ela_level.mmce_qda_50,ela_level.qda_mda_50,disp.diff_median_10,disp.diff_mean_10,disp.ratio_mean_05,ela_level.lda_mda_25,ela_level.mmce_lda_50
3,1,-0.2250927937336568,-0.1678305362017578,-0.3678058283945953,-0.183773395520835,0.65490499098348,-0.3538018302157338,-0.1794099332284751,0.3090506069336887,0.6335583645991127,0.6500041667038156,-0.7646944758600646,-0.2157744447694644,-0.7926036423356623,-0.6845204361005135,-0.7350925147296882,-0.2930022074787397,-0.7362465809404065,0.2246070605238154,-0.732976331749148,-0.4322682215269713,0.4568664872239548,0.1730646783537473,-0.2507154538913285,-0.1676606017158836,0.3472303001577004,-0.7636364653730983,-0.7879932224633269,-0.765674561540228,0.2167906521802136,0.0686734022278618
3,2,-0.2250865911802125,-0.1678267233924256,-0.1393318890365901,-0.1271172307240758,0.6990040131185162,0.0254683369520833,-0.1794061471132942,-0.0321789160339824,0.2756290128920673,0.3833261110869262,-0.5321656105242893,-0.0486039950331871,-0.3271214401917435,-0.4335366497487364,-0.594396188133231,-0.3098294951775175,-0.5937951608417045,1.038077723423155,-0.6849387968888144,0.6023055617154603,0.1951990681151557,-0.186892436274527,-0.606622247011552,-0.990759193246495,0.6956025992222316,-0.531523355506952,-0.5701045859053296,-0.6377248286122856,-0.0891524922595504,-1.502145223296774
3,3,-0.2250668409173712,-0.1678282709597789,-0.0114230023070936,-0.2315949374940441,0.6897031284500359,-0.0434703026523302,-0.1794055812342564,-1.5177039944708268,-1.403154672105578,0.3771242958400224,-0.3478439489776394,-0.1217746670890669,-0.2845322180883698,-0.3984528946673054,-0.3787453022946694,-0.3095704230222992,-0.3786991918480488,0.9787621542534122,-0.4429383854226035,0.5171803341302886,-0.1080972585791345,0.0948548744162541,-0.7294037123800876,-0.4905265800544322,0.6703930255476787,-0.3472294567227358,-0.3587928636956869,-0.3899307757020629,0.1306174521746839,-0.7248177650156408
3,4,-0.2250877399525106,-0.1678296190842113,-0.1850266769081912,-0.0753758902284724,0.6829680050694121,-0.1382878444442846,-0.1794082180486235,0.006062323608946,0.212278685156307,0.4856560626608521,-0.5952603331306441,-0.178543065074885,-0.5153023893648004,-0.5198966622568802,-0.6156392762239228,-0.2886338099678785,-0.6153615112948945,0.6800658952200608,-0.6409799206486974,0.1428580761693901,0.6570817094208391,-0.1423593751089856,-0.4965972975254615,-0.4796246119546898,0.7248937229202831,-0.595207818863728,-0.6216426474799377,-0.6394617028149272,-0.0279638633715978,-0.5922018801198518
3,5,-0.2250890319064807,-0.1678303067454683,-0.2672864249048196,-0.2212526998541886,0.6781572026546807,-0.310699033061444,-0.1794086342405831,0.5384980447912608,0.639893397372688,0.6934168734321489,-0.8625267423732891,-0.2160727660208295,-0.9580760525602404,-0.7303991927454618,-0.8082134600523855,-0.3015061131694413,-0.8083235942971196,0.4364483789871853,-0.7755756551158596,-0.1706837889667797,0.6313114332964878,0.0376191822051517,-0.0488435900516323,-0.002034547892862,-0.2614008356993546,-0.8620680657543617,-0.8905590677751714,-0.836307445780991,-0.1222452638152849,-0.0599015554273353
4,1,-0.2250824352949487,-0.1678286504497662,-0.0114230023070936,0.0273831356509075,0.5896384382236265,0.0427352916562495,-0.1794077033575872,0.6914630033629758,0.4878526108068636,0.4360415406856151,-0.7257033551482741,-0.1278155310344217,-0.7780359003687138,-0.4416329009213742,-0.70875108549723,-0.2760805238085126,-0.7090048751047975,0.1610546649848044,-0.6301034976614511,-0.4796507858258192,0.7383571956591782,-0.1703494749128666,0.8332694832194579,0.1644301188609091,-0.0899757347123973,-0.7259844230025126,-0.7525005639972052,-0.7396214485006007,-0.1860737719156609,0.1406753785147719
4,2,-0.2250278336770152,-0.1678240621423281,0.1622263214327369,-0.125760377389401,0.7111913792358351,0.1720436831191191,-0.1794014692167349,-0.0733617894955983,0.1204207099394543,0.3151061433709779,-0.5073530791622413,0.1568620368374597,-0.3374045521684133,-0.3363816356770803,-0.5661317003999313,-0.2994790113591963,-0.5659859194678549,0.7287893984666352,-0.521339267788998,0.2415445204331971,0.5084070394726575,-0.1835690735009793,-0.0185468648308246,-0.5899022123482451,1.3733799943009155,-0.5068316600651135,-0.5183397341807778,-0.5890923509383156,-0.0280581447720416,-0.6032225907760115
4,3,-0.2250832101779889,-0.1678293490515103,-0.1485073659218966,-0.0995881841783381,0.6573103921908456,-0.1210639494775354,-0.1794075485654103,0.4267159596811616,0.4973551599672283,0.4794542474139483,-0.6413407485173066,-0.1753036016978037,-0.6189904351295541,-0.5037041599115986,-0.6838407695677238,-0.2965045047260121,-0.6840333114221568,0.7414998775744371,-0.6835792440154088,0.1392635368087878,0.4568664872239548,-0.2888827471694075,0.0940293878317545,0.031509969337117,0.3465100266241413,-0.6409042145004329,-0.6685315109807094,-0.7182000000013522,-0.2096441220265826,-0.2946426924035379
4,4,-0.225082029599361,-0.1678266976221571,0.0480121763231008,-0.0982614831399893,0.6746292808838779,0.0772261413271647,-0.1794051749088142,0.7120544400937829,0.6525634629198405,0.3709224805931187,-0.6881300933714577,0.1555119123816315,-0.5705741162394008,-0.3957541442764308,-0.6978388465622218,-0.297530458021544,-0.6982216998782025,0.6440528710812872,-0.6568413708384295,0.1047886365775569,0.3676616852550459,-0.045464887133545,0.2684747425241934,-0.2221704422145996,0.7453014730377774,-0.6887234255823635,-0.7210334306925762,-0.7320949936224873,-0.0469144248607791,-0.4592186382021902
4,5,-0.2250877399525106,-0.167826599036755,0.0160121300713602,-0.0042315470470179,0.6823265647474481,0.1116739312606631,-0.1794055667906642,0.6620466651761076,0.4815175780332882,0.3957297415807337,-0.6576461262695101,-0.0429381100677821,-0.6769186325981273,-0.414645397012581,-0.6557551709972931,-0.2852686280367987,-0.6562240700483061,0.5614347568805739,-0.621946180421018,-0.0362153392497044,0.4310962110995996,-0.030546680905619,1.194597795589721,-0.1626289241313868,0.5088116628526895,-0.6577750109335437,-0.6920609890373234,-0.6985154257047466,-0.176551350470849,-0.3181535418033461
5,1,-0.2250986476727061,-0.1678306697802745,-0.7790589192390046,-0.5211926675581596,0.7227373050311902,-0.8624234485838376,-0.1794099201579727,-3.3268087929632224,-3.5507307823478502,-0.5314416378314821,0.7283109826678112,-0.2203430191614508,0.815246607816464,0.5542059933130903,0.6572465621703417,-0.3183320228248403,0.6570531654433066,1.5888651514279168,0.6270297259476633,1.5045349412266271,-0.5759268866827457,-1.4981436817043623,-1.030138574308735,-1.2511485082442075,0.5160143981882757,0.7284234747989612,0.7119968292614669,0.6452462490724205,-1.466509471341375,-1.7761935616132798
5,2,-0.2250986476727061,-0.1678306697802745,-0.7790589192390046,-0.5183583517035054,0.7227373050311902,-0.8624234485838376,-0.1794088364140538,-3.344458595875343,-3.601411044536458,-0.512836192090764,0.6347322929595106,-0.2245311763123789,0.825272641993717,0.5515072429222164,0.5668180903400697,-0.3183134192392263,0.5662474793246124,1.6206413491974223,0.5033104144677463,1.5045349412266271,-0.7583011484858524,-1.5154990206328902,-0.9899555492790324,-1.2335376366984685,0.5933237574569036,0.6344050960011937,0.6237187633960485,0.5572446228052391,-1.4558556730912384,-1.7592951386071682
5,3,-0.2250986476727061,-0.1678306697802745,-0.7790589192390046,-0.5235445466715961,0.7227373050311902,-0.8624234485838376,-0.1794097964690997,-3.344458595875343,-3.639421241177914,-0.5035334692204083,0.6680519779314048,-0.2195698289500958,0.8262152605915783,0.5434109917495786,0.6378818102897741,-0.3178951830737542,0.6377569571430838,1.5655626063969463,0.584883586872088,1.5045349412266271,-0.6235027810661635,-1.5276108316298205,-1.0100470617938837,-1.2477940565212096,0.4917651892251347,0.6681466888674157,0.6608556504492594,0.6232458425056248,-1.4708464157617849,-1.7717852773508158
5,4,-0.2250986476727061,-0.1678306697802745,-0.7790589192390046,-0.5246903339319883,0.7227373050311902,-0.8624234485838376,-0.1794083709841639,-3.329750426781909,-3.652091306725066,-0.5221389149611196,0.6687609073988934,-0.2173992231643136,0.8341846723734975,0.5461097421404577,0.6276851280062419,-0.3183609617357956,0.6281088529929723,1.637588654674491,0.5495352121635392,1.5045349412266271,-0.879223213377036,-1.5652017572239507,-1.12740700791238,-1.234376249629218,0.7649889496217137,0.6687611880752443,0.6688500032347597,0.6284564651135507,-1.5214755278000447,-1.764438136913376
5,5,-0.2250986476727061,-0.1678306697802745,-0.7790589192390046,-0.5264090148225765,0.7227373050311902,-0.8624234485838376,-0.1794099661665841,-3.3562251311500906,-3.693269019753311,-0.5252398225845784,0.7424895720175522,-0.2075932117700904,0.8601495301145886,0.5461097421404577,0.6451715436766852,-0.318134962621669,0.6451349191402281,1.6418254810437594,0.5690221366823538,1.5045349412266271,-0.879223213377036,-1.527315421605505,-1.0897752860591663,-1.2364727819560917,0.7196117170075192,0.7428921379651061,0.7341655664184217,0.637719794194307,-1.4314367903763234,-1.764438136913376
6,1,-0.2178863744812468,-0.1674212826052517,1.0304272909931562,-0.2733407917575423,0.6444815857515623,0.8875673397752976,-0.1783688020010256,-1.470637853371838,-1.3651444754641229,0.2468861756550296,-0.0578917967754057,-0.2321623618301998,0.0464126023607865,-0.2365278712145458,-0.079463732814857,-0.3054059759315035,-0.0801754987328419,1.1884850595321474,-0.1547131762606008,1.2073318913659223,-0.4232875588692791,-0.0932474585665558,-0.5842983442172723,-0.6972446674841789,0.2583965643521339,-0.0573534213207057,-0.0577856371834806,-0.0825040418344723,0.0201196508546823,-1.0506634434160964
6,2,-0.2185216696455362,-0.1675790606421602,1.0030378077534354,-0.2564856581112472,0.6202672135974151,0.8703003850711315,-0.1785193992590787,-1.0794005554864972,-1.035722771238169,0.463949709296682,-0.2790777906313883,-0.2302281246252353,-0.236458669597438,-0.4470304017031331,-0.2763759788428925,-0.3020855804102353,-0.275975259426276,0.9999462860997492,-0.2752601977025705,1.0089786739217792,0.0009308327161941,-0.0223490527308677,-0.4133610313925061,-0.5215552584921628,-0.2313894384677444,-0.2798021345546397,-0.255489950396527,-0.2654547911794038,-0.1327104992645341,-0.727756621190616
6,3,-0.2182113421997831,-0.1675558184977438,1.0304272909931562,-0.2974927811147557,0.6298888184268775,0.8875673397752976,-0.1782761917105436,-1.302964725706689,-1.2606164347001183,0.4143351873214519,-0.2344152341796999,-0.231413448016433,-0.1121187072795393,-0.4011516450581844,-0.3045510219947575,-0.3057001881928817,-0.3049195718766091,1.0762091607465574,-0.3763202946257257,1.0478650542773855,-0.0585390352630779,-0.0594230107824464,-0.3690321387010087,-0.5899022123482451,-0.1723270087159351,-0.2340498753535869,-0.2328676329396856,-0.309455604312995,-0.0666192375535094,-0.8067383808930948
6,4,-0.2155880754261924,-0.1673918734768279,1.0761220788647574,-0.3328011201126295,0.6722238796765122,0.9263426333191916,-0.1778185735481536,-1.6236028119435586,-1.567865524218555,0.3492161272289486,-0.107516859499505,-0.230761509274752,-0.0136579101029261,-0.3255866341135634,-0.1679691461442874,-0.3110270148737126,-0.168143507160326,1.2223796704862864,-0.1796383122730384,1.2048810690746026,-0.0743976667242133,0.1424158883310282,-0.8531419164398065,-0.7123397002376688,-0.1783292881622576,-0.1071278571548181,-0.1005922779852729,-0.150821093805048,-0.0121245880970584,-0.9415584079201148
6,5,-0.2207554189562415,-0.1676760654404306,0.920778059756807,-0.1965730453112683,0.5020818342755183,0.8185856404334672,-0.1789673736610381,-0.908785794002655,-0.8171641405497965,0.4019315568276375,-0.0174828171286396,-0.2319909478400615,-0.0379946084477113,-0.3606703891949945,0.0061794539086698,-0.2930669755175442,0.006089903079918,0.6758290688507927,0.0623620991931723,0.6701116451086394,-0.2210900077397526,-0.0999680366197305,-0.0440598965957151,-0.2817119602978125,0.0171049306099883,-0.0184723805344635,-0.0089123598707055,0.0020238360274271,-0.0280581447720412,-0.3545218869686725
7,1,-0.225078952725221,-0.1678297793970336,-0.1485073659218966,-0.1619129806844058,0.7142382207651649,-0.1986575963027404,-0.1794074353518868,0.3325836774831832,0.7760966020045663,0.212776191797052,0.2044121061948283,-0.2302950369899137,0.2689562840558814,-0.1906491145695971,0.2138697719995619,-0.2913416652072609,0.2138079100764306,0.9215649982683016,0.1643285646985978,1.2498128110821307,-0.1536908240299101,0.8121104134539653,-1.694434138887072,-0.7395946204870276,0.2269446200534066,0.2047025590359953,0.2276297665201261,0.2301333146410416,0.4430660132450628,-0.8012280255650142
7,2,-0.2250832101779889,-0.1678300618810264,-0.1942021537934977,-0.1518873421559745,0.7111913792358351,-0.2417603934570304,-0.1794082438585747,0.9915096528690313,1.149863535645558,0.3337115891116892,0.1065798396816054,-0.230051098349633,0.2165981055746713,-0.306695381377408,0.1142285082815369,-0.2894399653444885,0.1144891908841098,0.6398160447120202,0.0777703650917703,1.1197558414894309,-0.1041326007138496,1.3868306157595116,-1.394018189855486,-0.6481858110353338,-0.2217857913536292,0.1058240501399473,0.1247804335208527,0.1369210657659356,0.6229549252916176,-0.4518714977647504
7,3,-0.2250839500847039,-0.1678303479570344,-0.1942021537934977,-0.0516912614643137,0.7099084985919069,-0.2244934387528642,-0.1794084031750403,0.7061711724564099,0.779264118391361,0.3647206653462149,0.1980317409874434,-0.2303529435941964,0.2171122611735048,-0.3363816356770803,0.1673138673629081,-0.2635341278660408,0.1672699959406,-0.2372070137263303,0.1307929271545918,0.9996655492147646,-0.1041326007138496,1.3097285994132009,-1.274425853457562,-0.6683125213733212,-1.0332939724963686,0.1978313406211851,0.2289338098822999,0.1855535434399044,0.6777324189493998,0.3386808133037756
7,4,-0.2250882758306616,-0.1678303923171379,-0.2764162526513932,-0.2254438690435178,0.7025319348893191,-0.32796598776561,-0.1794087011055626,-0.161610804056203,0.0760754805244226,0.5104633236484671,-0.1876258893255488,-0.2297070086927792,-0.1224018192562091,-0.5064029103024776,-0.218728946108362,-0.2952401499259443,-0.2192217056020908,0.230962300077717,-0.2684624333355429,0.8830064081479461,0.5520182759907909,0.8080485256196293,-1.0358790064558347,-0.5504874046030197,-0.5339043225623755,-0.1875713898160098,-0.1694230884930553,-0.2052431521544886,0.3999794132422977,-0.0114104285402325
7,5,-0.2250865911802125,-0.1678301486960266,-0.2490267694116724,-0.216398180145685,0.7047769760161934,-0.2934751380946948,-0.1794084772929744,0.4090661567690402,0.738086405363117,0.4174360949449038,-0.0600185851778684,-0.228326342962566,0.0112786364404977,-0.3957541442764256,-0.1177012913781025,-0.3004574221581588,-0.1176328442568016,0.7224341589127348,-0.1515408862226535,1.056034461915118,0.1238352265400282,0.9460050069749056,-1.3442677779139498,-0.6083516968247337,-0.1360732408601503,-0.0600907359737602,-0.0271689669411388,-0.0987148677257961,0.3346424027348225,-0.5179957617017095
8,1,-0.2203358576809745,-0.1676305915490011,0.9344728013766676,-0.2399621997245394,0.7023715748088281,0.8185856404334672,-0.1789616211875802,-0.0145291131218618,0.0919130624583627,0.7492332106542896,-1.0036037064032248,-0.1449183836535184,-0.984383680700554,-0.7843742005630483,-1.0120129388508772,-0.3062920578240851,-1.0126363880641815,0.5953293678347128,-1.0121378550884472,0.0877962686910736,0.8216150108301561,-0.1522556109235502,-0.019822516419069,-0.0619953724414495,-0.1120641230748626,-1.0037939285053634,-1.0485184072106597,-1.0603642179217778,-0.2483937776089381,-0.2230080731384995
8,2,-0.2189595143905985,-0.1675919247631051,0.9847325031215556,-0.2650187579715361,0.7111913792358351,0.8616884375877567,-0.1788078113002824,-0.4204745801006426,-0.2470111909279549,0.6934168734321489,-0.8667803191782114,-0.1359648305645669,-0.8022869061136932,-0.7438929446998584,-0.9004755458020649,-0.3068143362646581,-0.9008318870305404,0.7393814643898037,-0.9174223382411844,0.2670330722629224,0.9207314574622772,-0.0742673645042934,-0.1419661559934824,-0.1634675370621362,-0.1444764320850013,-0.8660343788230729,-0.9030325260220514,-0.9405198979394974,-0.1675003360282548,-0.3460726754656168
8,3,-0.2182113421997831,-0.1676360441459247,1.0076027216267225,-0.2987591775604523,0.7121535397187816,0.8616884375877567,-0.1787423586489419,-0.479307256474379,-0.3832143955598393,0.6686096124445338,-0.8228266921940084,-0.1454735648535579,-0.8267092970582841,-0.7115079400093064,-0.8680966073227786,-0.3095697340006098,-0.8679148258125123,0.6525265238198222,-0.8965758608489645,0.2278199156018068,1.1486992847161588,-0.1391098648415166,-0.1339933335669543,-0.1806591021425004,-0.1435160673735898,-0.823466342789859,-0.859602212307915,-0.9098351203594928,-0.1776827272761731,-0.3038266179503378
8,4,-0.2198757754819034,-0.1676646323226041,0.9573430198818343,-0.2845423698426918,0.7036544554527563,0.8185856404334672,-0.1789228728554988,-0.223385114248626,-0.1139755026828581,0.7399304877839339,-0.9639036562239472,-0.1755357936940901,-0.9738434909244676,-0.7843742005630483,-0.991977352609551,-0.3082743732245185,-0.9922051086874752,0.5953293678347128,-0.9790554018355754,0.0647585391526682,1.0456181802187534,-0.1458304428946912,-0.1008263922725967,-0.0628339853721989,-0.289971685863848,-0.9642983885112923,-0.9991348520605126,-1.029100482274226,-0.2534849732328975,-0.1822314437107085
8,5,-0.2198757754819034,-0.1676809266140994,0.9573430198818343,-0.2618678430054577,0.7050976961771759,0.8185856404334672,-0.178905353209175,-0.4645990873809449,-0.3578742644655354,0.7306277649135783,-0.9086071577599516,-0.1708127726866237,-0.9201999234461734,-0.7681816982177723,-0.927935032302454,-0.3035917818232862,-0.9275060573279053,0.7923417940056462,-0.9532238972408674,0.2515111977512311,0.9683073518456988,-0.172565050095232,-0.0373627257574314,-0.1295037133667824,-0.2498764591624164,-0.9097196861432482,-0.950658457510138,-0.9740994658572368,-0.2495251544142623,-0.333949893743841
9,1,-0.2216496967037741,-0.1678003589362899,0.8933429273783532,0.1291622118996891,-0.1186720373052999,0.8271975879168415,-0.1791125225237794,0.6620466651761076,0.4815175780332882,0.960094929049038,-1.052519839659837,-0.2332385284444287,-1.2229518785592937,-1.0056717326151527,-0.9473892287644562,-0.1940400892938095,-0.946802265628128,-1.209558665473198,-0.8444596673684143,-1.204930795903702,1.1903281923016495,-0.3054257085310682,0.8469827377930864,0.159817747741787,-1.5975082404506409,-1.0528980015672993,-0.9657400024813656,-0.8415180683889171,-0.4526072909699644,1.2541345118087783
9,2,-0.2216496967037741,-0.1677917060757774,0.8842130996317797,0.1291320596033629,-0.0781009369410668,0.8185856404334672,-0.1791194286622708,0.6620466651761076,0.4815175780332882,0.9538931138021344,-1.1255395748110104,-0.2331931080876509,-1.2845648578195064,-1.0110692333969111,-1.0159485004339948,-0.1926813385222924,-1.0154740657553905,-1.207440252288564,-0.9137968639121032,-1.210159216791851,1.0079539304985472,-0.3294277730066916,0.9866665867058624,0.1874919744565197,-1.5478093666350945,-1.1262468615562886,-1.0840110656767814,-0.9636782206413874,-0.4639210590232069,1.225480664102763
9,3,-0.2214869396079213,-0.1677949803459288,0.8933429273783532,0.1228603819675322,-0.1457728909082856,0.8271975879168415,-0.1791114657449145,0.6620466651761076,0.4815175780332882,0.9259849451910674,-1.0475573333874275,-0.2332768573087211,-1.2388907021231312,-0.9732867279246008,-0.9546789621513676,-0.2014718772357888,-0.9547477631635142,-1.2858215401200108,-0.8603211175581463,-1.1939837896691403,1.5610237027057818,-0.3145834192848443,0.8192373157487682,0.180783071010524,-1.596547875739229,-1.0483171892907597,-0.9768527198285858,-0.8426759845240114,-0.4441219649300327,1.2486241564806984
9,4,-0.2216496967037741,-0.1678000788636751,0.8842130996317797,0.1181716998888222,-0.0524433240625003,0.8185856404334672,-0.1791213803459351,0.6620466651761076,0.4815175780332882,0.9507922061786824,-1.0773323710218867,-0.2334122917633659,-1.2556864516850248,-1.0110692333969111,-0.9539186832091744,-0.2009950742267169,-0.9530451565487889,-1.2328612105041683,-0.8757293834567443,-1.158201784215873,1.0079539304985472,-0.3059426760736199,0.8909927175875227,0.1740741675645282,-1.5756599432660283,-1.0768076071082644,-1.0127989585945945,-0.8507813974696733,-0.453078697972183,1.2291542343214827
9,5,-0.2214869396079213,-0.1677921071319879,0.8933429273783532,0.1550630344438168,-0.0886847022534754,0.8271975879168415,-0.1791140540909854,0.6620466651761076,0.4815175780332882,0.969397651919394,-1.1375913757582916,-0.2330837772863267,-1.3152428085499046,-1.01646673417867,-1.0374599222689902,-0.1870031107798623,-1.0376079517468222,-1.1269405512724875,-0.9079054681273449,-1.1872848754062,1.62445822855034,-0.3059426760736199,0.939148565043754,0.1610756671379113,-1.5948672374942592,-1.1374754379902468,-1.085995479488785,-0.968888843249312,-0.4582641749965855,1.1883776048936918
