f_id,i_id,ic.eps.max,ela_meta.lin_simple.intercept,ic.eps.ratio,ela_distr.skewness,ela_meta.lin_simple.coef.max,nbc.nn_nb.cor,nbc.nn_nb.sd_ratio,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,nbc.nn_nb.mean_ratio,disp.ratio_mean_02,disp.diff_mean_25,disp.ratio_mean_10,disp.diff_mean_05,ela_level.lda_mda_50,disp.diff_median_05,disp.diff_mean_02,disp.diff_median_10,ela_distr.kurtosis,disp.ratio_mean_05,ela_meta.quad_w_interact.adj_r2,disp.diff_median_02,disp.ratio_median_25,disp.ratio_median_05,disp.ratio_median_02,ela_level.lda_qda_25,ic.h.max,ela_meta.lin_simple.coef.min,ela_level.lda_qda_10,ela_level.mmce_mda_50
3,1,-0.2366971274380236,-0.1808968576739587,-0.3919193073375364,-0.1929879507877945,-0.1685168570378426,0.4431646468819878,0.5272377250647285,-0.7348307590948396,-0.2949517969889829,0.6941366193200659,-0.8291447254239344,-0.8524164257647,-0.851364417023815,-0.8293305913170949,0.0522652091450192,-0.797331670779665,-0.8284347662140933,-0.8263350665433637,-0.2951349929811379,-0.8294202802056622,0.6562039384330017,-0.7925006358387666,-0.8274838065484058,-0.7985221416034063,-0.7933006924244964,0.1194776710645439,0.623390471532027,-0.1341092974849785,0.0837977175360053,-0.3415410514878001
3,2,-0.2366909185259097,-0.1808930706749544,-0.1749115090266202,-0.136307602122232,-0.1685130438253346,0.1091842547828074,0.261253389189602,-0.4814776008575956,0.8609388479368925,0.4250893091979704,-0.7659619444977611,-0.3887504152001005,-0.6340899025280421,-0.7014756024251714,-0.2806646509985048,-0.6568413025834606,-0.7656448628259755,-0.5946290207441673,-0.3119710864685671,-0.7015869483595317,0.7003306715114801,-0.7448771414550442,-0.3500893027704819,-0.6562782550723282,-0.7453498839798213,-0.2223724024851631,-1.4291646172342998,-0.1341092981881481,0.4751912864504028,-1.132084494623688
3,3,-0.2366711480156982,-0.1808925046638188,-0.0534218285336758,-0.2408299055422288,-0.1685145915563314,-0.0528944649123828,-0.0470466364838405,-0.4460626432545401,0.1662742181544369,0.4188323950090851,-0.5271681989385528,-0.3463273652644223,-0.4239861640882361,-0.4542131864073984,-0.0711365444392789,-0.4415060974206836,-0.5276153809399449,-0.410658323971231,-0.3117118787398277,-0.4540183237887455,0.69102394235311,-0.5045852435204081,-0.3544194116482857,-0.441495653497515,-0.503786377286833,0.0452020806071908,-0.7062599050559133,-0.1341092601191571,0.6737994719700305,-0.6910368200065153
3,4,-0.2366920684758943,-0.1808951420937188,-0.2183130686888034,-0.0845441756666145,-0.1685159398233178,0.4677220286539864,0.7307560426661514,-0.5686528811112764,0.2553895179700834,0.5283283933145917,-0.743197560193479,-0.5761971308112678,-0.6857194901309988,-0.7031651147783862,0.0194235634514354,-0.6780532939671848,-0.7431255867276669,-0.6582017986529716,-0.2907643094699472,-0.7033222424569904,0.6842845867556698,-0.701067804181395,-0.5579345289050879,-0.6778131861009377,-0.701470370591769,-0.1800795025363586,-0.6432374429685654,-0.134109278768438,0.2486083342004771,-0.7008459528027785
3,5,-0.2366933617543364,-0.1808955583828334,-0.2964445477210254,-0.2304832532844917,-0.1685166275572898,0.8851975187779622,0.7045606156481465,-0.7811426267296046,-0.3575498612497297,0.7379350186422698,-0.8612006951585359,-1.0172432052934637,-0.95390651462413,-0.8997878226957512,-0.1986534597717626,-0.8703455779636423,-0.8617735642163121,-0.9245940443287268,-0.3036433488005569,-0.8999889068356514,0.6794707613289266,-0.8368090217062576,-0.9855327805882652,-0.8704941479358634,-0.835823107460341,-0.0091544657615049,0.5776682931549347,-0.1341092644482361,-0.1813929444548301,0.0268463801940888
4,1,-0.2366867583801584,-0.180894627282534,-0.0534218285336758,0.018258713238248,-0.1685149710864469,0.6543581301211759,0.8133723894152436,-0.4896502833813775,0.2862538413208683,0.4782730798035023,-0.7195040173461651,-0.8379055233722149,-0.8162276143495818,-0.8029833311061523,-0.1759536965801588,-0.7710288014638466,-0.7196160493025598,-0.7887490557446493,-0.2782044541244607,-0.8033908687437794,0.5908963734768541,-0.6904808447263309,-0.813410952695541,-0.7713201234620043,-0.6906135837741058,-0.2066616071476305,-1.2549260455810476,-0.1341092533055455,-0.8992431803259638,0.1318404312355732
4,2,-0.2366321007863032,-0.1808883916863958,0.1115127698229126,-0.1349501696102841,-0.1685103822938299,0.3031875707815964,0.5796285791007382,-0.3834054105722103,0.4114499698423623,0.3562632531202252,-0.6154382605265868,-0.3989934051242081,-0.581743237319489,-0.6531646816224377,0.2489699407082863,-0.6286181898371157,-0.6153818755706493,-0.5699806279058407,-0.3016151861996227,-0.6529987136306847,0.7125256959258955,-0.5821516535346147,-0.3933903915485251,-0.6285095282196482,-0.582045715597483,-0.2192162159218196,-1.7887633714973934,-0.1341091635688749,-0.1448105571921318,-0.8766837407061654
4,3,-0.2366875340575852,-0.1808944724542227,-0.1836265075202254,-0.1087668047131535,-0.1685156697620629,0.4038728360467903,0.5272377250647285,-0.5523075160637065,0.2510424301741982,0.5220714791257064,-0.7682848408553418,-0.6794806125460184,-0.7330466121003746,-0.781887257938985,-0.2066448383924325,-0.746154950514932,-0.7681388543156905,-0.7038180550822721,-0.2986391229949207,-0.7819889082084542,0.6586108511463734,-0.7433443493453885,-0.6596920875334902,-0.74638494016572,-0.7439927856276136,-0.3192322612402197,-0.1909585974005496,-0.1341093130790384,-0.2841780602240703,-0.1526244198560622
4,4,-0.2366863522686639,-0.1808920982435248,0.0030305497681849,-0.1074395373681377,-0.1685130180523411,0.4087843124011902,0.4365612469254807,-0.4433384157466176,0.4640497321725733,0.4125754808201998,-0.7654973652262462,-0.6312532016533458,-0.7846761997033312,-0.7961796191972607,-0.0923760889460428,-0.7601325364162071,-0.7657182155168497,-0.7515534041085328,-0.299665613176019,-0.7958712609881256,0.6759406226826483,-0.7166096032467418,-0.614225944316545,-0.7605526579476996,-0.7173031847008592,-0.0880591298450954,-1.9518803321940563,-0.1341091850675212,-0.5000014868084965,-0.4781423082061338
4,5,-0.2366920684758943,-0.1808924902168549,-0.0273635494557815,-0.0133694642901406,-0.1685129194565143,0.6887384646019735,0.5010422980467198,-0.4624080083021039,0.7113990277584421,0.437603137575741,-0.71996859661768,-0.7371827891184908,-0.7552760178738687,-0.7620697346607368,-0.1001550721216451,-0.7181104650644499,-0.7202395471749885,-0.7206592646686396,-0.2873973665253643,-0.7623222417705889,0.6836427433654375,-0.6832089937874992,-0.712735921286592,-0.7186162133130388,-0.68247099366086,-0.0738913590496418,-1.793706309700322,-0.1341092563383466,-1.0467119732707484,-0.3746014620233542
5,1,-0.2367029873783536,-0.1808968446004052,-0.7825333442971855,-0.5305512513423325,-0.1685169906304841,0.4112400505783898,-0.5225943885030069,0.5155896670438108,0.290166220337166,-0.4978055336627148,0.5599472964088191,0.7491604071188757,0.6466107010675048,0.580179336224295,-0.4257572894103356,0.5929692297455819,0.559764908575777,0.6631082011463459,-0.3204780635234714,0.58021695829669,0.7240788769500791,0.5640916738628285,0.7443457160945615,0.592747744587013,0.5642500259007026,-1.4676633454221868,0.4998170164587983,-0.13410931024394,0.960256019982088,-1.3507918258588922
5,2,-0.2367029873783536,-0.1808957606034992,-0.7825333442971855,-0.5277157256507078,-0.1685169906304841,0.3252892143763948,-0.7079774104765842,0.5128654395358891,0.3075545715207068,-0.4790347910960519,0.436833789457086,0.7591473222948805,0.5584101555791203,0.4919593938888676,-0.4136241996108467,0.5026731316868644,0.4367524459801303,0.5692547053388736,-0.3204594502025248,0.4922953906921122,0.7240788769500791,0.4413257197778429,0.7551709882890711,0.502074350782342,0.4407540758497926,-1.4841456530307593,0.504759954661727,-0.13410931024394,0.7997492135838167,-1.3333533675544242
5,3,-0.2367029873783536,-0.1808967208826585,-0.7825333442971855,-0.5329041343630424,-0.1685169906304841,0.1214629456688067,-0.5709551768439387,0.5046927570121071,0.2645184023414432,-0.469649419812724,0.495835356939614,0.7600862630379236,0.5949811134645482,0.5580786881444051,-0.4426427272932128,0.5736328249684184,0.4959847438608607,0.6029371245116087,-0.3200409951723524,0.5582365663955452,0.7240788769500791,0.5223141772926765,0.756253515508522,0.5734796484035201,0.5221799769822615,-1.495648199617167,0.5220602383719798,-0.13410931024394,0.743166766848779,-1.3467955124974529
5,4,-0.2367029873783536,-0.1808952950649602,-0.7825333442971855,-0.5340504107064652,-0.1685169906304841,-0.0209698686087848,-0.8308944141764494,0.5074169845200343,0.2875579676596342,-0.4884201623793799,0.4805042409795876,0.768024580229107,0.6028689671261116,0.5632842126921478,-0.4115798934520707,0.5634510691042306,0.4807273841590751,0.6035505460528342,-0.3205070175782775,0.5634424486879223,0.7240788769500791,0.487095605098726,0.7638312060446788,0.5638456003117736,0.4868954198248577,-1.531348176522543,0.4998170164587983,-0.13410931024394,0.9526610606887947,-1.3467955124974529
5,5,-0.2367029873783536,-0.1808968906197567,-0.7825333442971855,-0.5357698252215993,-0.1685169906304841,-0.1732256355951754,-0.8308944141764494,0.5074169845200343,0.2879926764392226,-0.4915486194738295,0.4823625580656513,0.7938881297874785,0.6681230292354023,0.5723710494026808,-0.4262617285923712,0.5809118872748331,0.4826345541217984,0.6775514901624692,-0.3202809001978878,0.572697350541036,0.7240788769500791,0.5066654392429354,0.7908943865309576,0.58084686165015,0.5063471628731693,-1.4953676497004256,0.5084671583139234,-0.13410931024394,0.8105087392493162,-1.3457056088534225
6,1,-0.2294833203832796,-0.1798554834068286,0.9361424034043938,-0.2825935791598293,-0.1681075601658615,-0.2100617082531733,-0.3674368592425159,-0.2826089927788986,0.3610237514100947,0.28743719704248,-0.2182229833804324,-0.0166738062068953,-0.1228135697376578,-0.1464936256421586,-0.1851663490099675,-0.142662631441981,-0.2183604362152901,-0.121290653296855,-0.3075452523767935,-0.14687126853854,0.6457739833417252,-0.2165629122176544,-0.0329088274713144,-0.1434068713646595,-0.2160815266187807,-0.1334380788780584,0.1871761751235318,-0.1339231544657766,0.5140521615010885,-0.8138326305671449
6,2,-0.230119266832893,-0.1800061158200173,0.9101274825279604,-0.2657312508447418,-0.168265354886605,0.1239186838460022,0.0637801701307912,-0.4950987383972324,0.2588671882067916,0.5064291936534862,-0.3208950023854608,-0.2984413873692191,-0.3192928336711297,-0.3295545722377733,-0.1945117485929437,-0.3392866273631147,-0.321054203438847,-0.3433492512204172,-0.3042231192789341,-0.3296555801375323,0.6215443953604515,-0.3364058673958545,-0.3251911767231074,-0.338921376755981,-0.3364109138478718,-0.066106098860061,0.2996280192401683,-0.1340156719745418,0.1669625217975705,-0.5406301171304778
6,3,-0.2298086212488595,-0.1797628514975777,0.9361424034043938,-0.3067558778725038,-0.1682421102845074,-0.0823633230387805,0.0033291847046265,-0.4487868707624671,0.2266987385172413,0.4563738801424038,-0.449583460595386,-0.174586567536886,-0.2977805055032322,-0.3735732184134208,-0.1885381267004163,-0.367420426461528,-0.4498248522681005,-0.29767722919646,-0.3078396186006544,-0.3736163639398218,0.6311720462139376,-0.4371067443674236,-0.1758024204388556,-0.3678235210312192,-0.4372885580286512,-0.1013151134111389,0.3033352228923647,-0.133517644036506,0.1835448495879283,-0.6129270588510851
6,4,-0.2271826651817773,-0.1793051265096799,0.9795439630665772,-0.3420792883500844,-0.1680781479276445,0.0183219422264132,-0.0127910780756801,-0.3725085005405013,0.2788637920678637,0.3906762811590943,-0.2354124164265234,-0.0765099390135567,-0.1651211484678595,-0.2152156821715671,-0.1653073748961434,-0.2310384860701716,-0.235524965879799,-0.1709777981361052,-0.3131692328317295,-0.2151261697052523,0.6735337099692766,-0.2411588786284093,-0.0935303517605754,-0.2312467216129336,-0.2409616630759239,0.0903706172025974,0.2341340880513589,-0.1339472113674981,0.7043058917980929,-0.7386292791291262
6,5,-0.2323553061156069,-0.1804541947962636,0.8319960034957384,-0.205793064150504,-0.1683623699423997,0.2663514981235986,-0.1619035087935546,-0.4079234581435568,0.1775766464237386,0.4438600517646263,0.0029167498611689,-0.1007516818339444,-0.0733352149514923,-0.0622463204615873,-0.1244212517206229,-0.057144813547597,0.0034947773330304,-0.0824777994156902,-0.2951997949133227,-0.0624202891288782,0.5032847507101301,0.000487579775225,-0.1173459505884989,-0.0572671472502216,0.0006018436170643,-0.1398205894839311,0.0537168436444432,-0.1340260320372998,-0.0546837069117147,-0.3560731000748569
7,1,-0.2366832722402059,-0.1808943592142708,-0.1836265075202254,-0.1711182047619655,-0.168516100153092,-0.0185141304315845,-0.0933923919772338,-0.2362971251441334,0.437967205397262,0.2530241690036039,0.1278885738989656,0.2050015674006642,0.1625833172897919,0.1655638722462003,0.0387249995219572,0.1502414769492792,0.1279376174007194,0.1403057512384113,-0.2934735817410796,0.16548166900404,0.7155744520294995,0.1026143098720551,0.1695237625660367,0.1501482410779628,0.1023842200326489,0.7263772784559307,0.1068534293259311,-0.1341092527817352,1.885575227215026,-0.8472563423173755
7,2,-0.2366875340575852,-0.1808951679096951,-0.2270280671824087,-0.1610882867570162,-0.1685163826669553,0.0134104658720134,-0.0430165707887627,-0.3534389079850096,0.3240735051450697,0.3750339956868811,0.037760195224867,0.1528476770370838,0.0600412196894768,0.0720927428669978,0.0909211801473295,0.0507460731536201,0.038153923770981,0.0416006486957932,-0.2915708867109713,0.0723542191070866,0.7125256959258955,0.0164571347781498,0.1056546566184228,0.0509742166041049,0.015982291608753,1.2721871414768215,0.1896476442249961,-0.1341091802309373,1.1527882380670809,-0.6866772054303982
7,3,-0.2366882747228301,-0.1808953272633512,-0.2270280671824087,-0.0608494370413887,-0.1685166687732137,-0.2444420427339716,-0.0430165707887627,-0.3834054105722103,0.2288722824151846,0.4063185666313145,0.0749265369461457,0.1533598265332891,0.164017472500985,0.1211342636062571,0.3039803609808048,0.1037537232009481,0.0749769745897134,0.1334465830956191,-0.2656514926015471,0.1209424538359323,0.7112420091454309,0.0681443105688669,0.1283877282268954,0.1036781267530691,0.0689091273448572,1.1989636132072494,0.2724418591240582,-0.1341092028750367,0.906711556964368,-0.4712395851272817
7,4,-0.2366926049034113,-0.1808956252634218,-0.3051161880131699,-0.2346762114880645,-0.168516713138008,0.5929646756911795,0.6239593017465929,-0.5550317435716337,0.0332533316003498,0.5533560500701329,-0.3153200511272698,-0.1848295574609935,-0.2339605986051345,-0.2691887524823718,0.1366392996981388,-0.2817239812712816,-0.3150026064417447,-0.251280254441964,-0.2973741065528016,-0.2694987180922933,0.7038608101577583,-0.3288131995038388,-0.226681199753058,-0.2822505056280604,-0.3296254220868335,0.7225197171007333,0.4998170164587983,-0.1341092558960631,0.8381037580149494,-0.476689103347428
7,5,-0.2366909185259097,-0.1808954013985872,-0.2791012671367364,-0.2256266614084111,-0.1685164694911356,0.3473908579711938,0.1887122066782033,-0.4433384157466123,0.2584324794272031,0.4595023372368464,-0.1903482270894741,-0.0516706884475962,-0.0919792326970053,-0.1633430866782725,0.0133968426976413,-0.1808442159326848,-0.1904864136831816,-0.1240231674350405,-0.3025941090049682,-0.1630673467814894,0.7061072620235714,-0.2127131087794494,-0.0870351884438673,-0.1808096463090847,-0.2129149637969618,0.8535365282190863,0.2835634700806476,-0.1341091962530134,1.252029039499451,-0.660519517973696
8,1,-0.2319353147188524,-0.1804484409799593,0.8450034639339553,-0.2492007393659082,-0.1683168912424498,0.5413941739699821,0.8980037690118711,-0.8356271768881517,-0.2419173258791835,0.7942472463422445,-1.1213650872074783,-1.0434481878493052,-1.1116635878553849,-1.1238536907288472,-0.2100697149441483,-1.0738467247754997,-1.1210753264557942,-1.0660713579731458,-0.3084317979596627,-1.1238418454078356,0.7037003493102002,-1.070934104874139,-1.0115134338550906,-1.0745092839963732,-1.0719582207444978,-0.189477924747204,0.4751023254441526,-0.1340439908361574,-0.1765828035690775,-0.0821439842088368
8,2,-0.2305575604431012,-0.1802945951875758,0.8927408437422107,-0.2742679930865482,-0.1682782203678334,0.8802860424235622,0.9987554113888132,-0.7947637642692413,-0.1810580967367906,0.7379350186422698,-1.0149764340303218,-0.8620619079432349,-0.9668139115248692,-1.0045375885950627,-0.2136538880796646,-0.9624726058049552,-1.014933982761161,-0.9285534015493628,-0.3089543497106852,-1.0041065526831798,0.7125256959258955,-0.9775407251695336,-0.8361440243040159,-0.9628676678743732,-0.977413702207354,-0.115412746727407,0.3416429939650668,-0.1340728893276122,-0.0454431731048743,-0.1766023000247058
8,3,-0.2298086212488595,-0.1802291272570937,0.9144633026740324,-0.3080228148836553,-0.1683223444159443,1.2633811980667398,1.2304841888557831,-0.7620730341741129,-0.3066889340378732,0.7129073618867288,-0.9996453180702944,-0.8863890090129903,-0.923072177583476,-0.9735327537887716,-0.1858300847758039,-0.9301410652537626,-0.99949324133219,-0.8860600184208457,-0.3117111893575704,-0.9734496902947408,0.7134884610112444,-0.9567945621969834,-0.8707848953264491,-0.9299985626201784,-0.9566048608068348,-0.1769934534522004,0.4269086779655933,-0.1340233396273772,-0.048227991512415,-0.1936774571144983
8,4,-0.2314747608574723,-0.1804096836025413,0.8667259228657771,-0.2937999386751334,-0.1683509356156074,0.9932499985747556,1.125702480783764,-0.8356271768881517,-0.3705911246373853,0.7848618750589166,-1.0855924833007486,-1.0329491231770953,-1.062902310674814,-1.0921639184820633,-0.2186717304693876,-1.0538404676388502,-1.0853158896547348,-1.0266450825507556,-0.3104151507138735,-1.092606551653577,0.7049840360906648,-1.0378186660399484,-1.0006881616605787,-1.054107770390322,-1.0389354941741076,-0.1833759640580732,0.5307103802271048,-0.1340713168182138,-0.108607917894099,-0.0309185129394617
8,5,-0.2314747608574723,-0.1803921598664648,0.8667259228657771,-0.2711157331421355,-0.1683672316301009,0.7452204426775701,1.047116199729749,-0.8192818118405875,-0.2727816492299684,0.7754765037755886,-1.060505202638887,-0.979514859073001,-1.014141033494247,-1.0374602482347337,-0.2304862271012751,-0.9898918957199168,-1.0608527672482655,-0.9721620965710168,-0.3057301088933605,-1.0376555719007152,0.706428183718688,-1.0137217482230347,-0.9476443279074768,-0.9895029773044935,-1.0131506254821594,-0.208765731523193,0.5517178675895541,-0.1340376534069706,-0.136962432589062,-0.1159309971737439
9,1,-0.2332505006495489,-0.1805993775422774,0.8059377244178441,0.120081234217815,-0.1684866765813569,1.2093549581683427,1.2727998786540986,-1.0590138325381948,-0.2388743644220637,1.006982328764365,-0.7859388531729488,-1.2810855540886,-1.0284825856061774,-0.9053129847157236,-0.2033261595632506,-1.0093176141450118,-0.7859635581980653,-1.1150893156765138,-0.1961210875139779,-0.9051947891280284,-0.1178591901872847,-0.904857862109346,-1.3157035825208443,-1.0087710734879864,-0.9045827573055364,-0.3349430565777526,0.2959208155879718,-0.1340867623686497,-0.8840532617393766,1.136368289815873
9,2,-0.2332505006495489,-0.1806062852929247,0.7972660841256998,0.1200510690508827,-0.1684780228058698,0.8409942315883601,1.0874168566805258,-1.0644622875540493,-0.2445255785567148,1.00072541457548,-0.9058003052240684,-1.3424581353838771,-1.147517468135216,-1.0270948616352809,-0.1992109978150652,-1.0777765252844842,-0.9055651206680722,-1.1883095414609537,-0.1947616257026106,-1.0272438073159635,-0.077262595755085,-0.9742612629814332,-1.3525095079821816,-1.0773428275527688,-0.9737947732681336,-0.3577377373130119,0.3181640375011505,-0.1340982519684128,-0.952154730069243,1.1047610841390243
9,3,-0.2330875767000604,-0.1805983205167202,0.8059377244178441,0.1137767143289897,-0.1684812974222505,1.4058140123443317,1.6496110211438615,-1.0263231024430663,-0.2054017883937479,0.9725693007254964,-0.8049866033051024,-1.296962188470966,-1.039955827295725,-0.9069111720768728,-0.2035651044389518,-1.0165966764514267,-0.8048151997526751,-1.1105165369146528,-0.2035567645410605,-0.9063516518596676,-0.1449770734246039,-0.9212908193779804,-1.318951164179197,-1.0167049954458955,-0.9204155714146268,-0.3436401039967436,0.2798562664284512,-0.1340949692363966,-0.8722810748347714,1.1490838323295474
9,4,-0.2332505006495489,-0.1806082374321862,0.7972660841256998,0.109086030871036,-0.1684863964791265,0.8090696352847668,1.0874168566805258,-1.0644622875540493,-0.2536544629280727,0.9975969574810374,-0.8235697741657423,-1.313692405347008,-1.0758097075755548,-0.9147651213945194,-0.1954409786651146,-1.0158375104440094,-0.8237035176527225,-1.138956990189644,-0.2030797120190188,-0.9144496909811424,-0.0515888601457885,-0.9359771065681703,-1.3395191813487677,-1.015004869312058,-0.9357960194063154,-0.3354340189320503,0.288506408283579,-0.1340974480417367,-0.907091304929034,1.111300506003199
9,5,-0.2330875767000604,-0.1806009094670096,0.8059377244178441,0.1459931126125558,-0.1684784239044889,1.9411649349738995,1.7140920722651052,-1.069910742569904,-0.197142321581566,1.0163677000476934,-0.8774609696615941,-1.3730163886574644,-1.148951623346409,-1.032072073702859,-0.2038305987452863,-1.099256457612003,-0.8772509819907202,-1.1995184259869796,-0.18908042652032,-1.0324496896083393,-0.0878530116939196,-0.9674528143083104,-1.3763251068101028,-1.0994444672926575,-0.9679140137418994,-0.3354340189320503,0.3268141793562783,-0.1341018167081279,-0.9298761828089148,1.1054876865683771
