f_id,i_id,ic.eps.max,ela_meta.lin_simple.intercept,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ela_distr.skewness,ela_meta.lin_simple.coef.max,ela_level.mmce_lda_10,nbc.nn_nb.cor,nbc.nn_nb.mean_ratio,ic.eps.s,nbc.nn_nb.sd_ratio,nbc.dist_ratio.coeff_var,ela_level.lda_mda_50,ela_level.lda_mda_25,ic.h.max,ela_level.mmce_mda_10,disp.diff_median_25,ela_level.lda_qda_25,ela_meta.lin_simple.coef.min,disp.diff_mean_02,disp.diff_median_05,ela_distr.kurtosis,ela_level.lda_qda_50,disp.ratio_mean_10,ela_meta.lin_simple.coef.max_by_min,ela_level.qda_mda_25,disp.diff_median_10,disp.diff_mean_05,nbc.nb_fitness.cor,disp.ratio_mean_25
3,2,-0.2367633407966045,-0.1809009344248781,0.6546798366181839,-0.2463537175688915,-0.145717573135995,-0.16851588104815,0.2584834297749221,-0.0108183913354003,0.3361525853161745,-0.0875452910888889,0.1427054656934347,-0.3989477642069509,-0.2871897313748779,-0.1531451827893478,-1.4544074535767273,-0.0308950195835171,-0.2516855468429272,-0.268056585456676,-0.1341096729645776,-0.7105998771120104,-0.590180240718143,-0.313100521229221,-0.6355645948716843,-0.5647414841852033,3.5522803474901967,0.2029187551366326,-0.5214662541209046,-0.6385790748391399,0.8359106228961906,-0.2944008832033483
3,3,-0.2367435699664228,-0.1809003684129632,0.6438160114900752,-0.1233185155511919,-0.2505073656498405,-0.1685174287798663,-1.397625583657372,-0.1847836248856027,0.3285458266952856,-0.1544016570469576,-0.1886793394901428,-0.3570049437084002,-0.0773741064292447,0.057781460060078,-0.6883455123798247,-1.5100609406987302,-0.2561909017631806,0.003569258627027,-0.1341096348955847,-0.4473522941206033,-0.3516332402724742,-0.3128412315000565,-0.2825291619398801,-0.3305734313484478,0.9745753107788272,0.0257195637878046,-0.3166430551615422,-0.3642649792344775,0.0874913785020378,-0.247083629622735
3,4,-0.2367644907652,-0.1809030058464946,0.6359491036386862,-0.2903074067979128,-0.0938216758910429,-0.1685187770474794,0.19598875002276,0.3740137919726236,0.4616641025608566,-0.2463552596950947,0.6473633716265947,-0.5021916300495439,0.013310269735169,-0.0944187172341025,-0.6215606251985548,0.0071825189798446,-0.4846219820815518,-0.2251233262214277,-0.1341096535448665,-0.6856947899075846,-0.6136787527902483,-0.2918870354617863,-0.1522981166756161,-0.6222844869300725,0.3578332123992087,0.156034802425588,-0.5922448072623628,-0.640453427846965,0.1835026082271949,-0.5055086299476232
3,5,-0.2367657840645729,-0.1809034221361823,0.6303298837448366,-0.3694328293660409,-0.2401342346737224,-0.1685194647817711,0.6178278383498534,0.8221060602079944,0.7164905163606571,-0.4135588132841685,0.6192064927547876,-0.7538485530408421,-0.2050660028577642,-0.1849063375041266,0.6722328754895506,0.537339017438961,-0.964681927626833,-0.0516103034083256,-0.1341096392246639,-0.8169129610905121,-0.8266989485428511,-0.3047701490794709,-0.2465087505076306,-0.9211884178548052,-0.2167546824777012,-0.461947377403448,-0.8888317795051255,-0.8585875914062777,-0.4768673132970567,-1.0005198981755754
4,1,-0.2367591805835245,-0.1809024910346009,0.5269362376980093,-0.1233185155511919,0.0092443018541764,-0.1685178083101582,0.4678406069446645,0.5743373942425546,0.4008100335937377,-0.0707998802524206,0.7361658357607558,-0.4086268766296932,-0.1823350906265788,-0.2461664564269327,-1.269766883134397,0.6896491716924089,-0.7732522728237329,-0.2521079120425872,-0.1341096280819728,-0.6596945278586644,-0.7166764414936668,-0.2793232068031525,-0.2478362840984996,-0.7677404105351567,0.6666358208887844,-0.0979507051743983,-0.7375891870028504,-0.7511922298768439,0.2167552780344445,-0.7979049918175634
4,2,-0.236704522105079,-0.1808962554298773,0.6689151936826018,0.0437142854749787,-0.1443566667397113,-0.1685132195154082,0.1053714643821246,0.1974127215504487,0.2524782404863891,0.0546027849393848,0.4849198396738606,-0.2827984151340403,0.2431716348238595,-0.0945092048543727,-1.835474162787493,-0.0719015995748303,-0.3005734406584416,-0.2648526108868815,-0.1341095383452977,-0.5444172349678201,-0.55891485202431,-0.3027413448688282,0.0175376807162443,-0.5063992730688777,1.402130048260918,0.3225282092970913,-0.4940240431660577,-0.5849827104532245,0.3516393471117388,-0.3053202494142578
4,3,-0.236759956273505,-0.1809023362060765,0.6059799308714897,-0.2551795832382554,-0.1181062944736166,-0.168518506986099,0.4772148089074896,0.3054820333013319,0.4540573439399679,-0.2296516079878945,0.4286060819302463,-0.4828334052040521,-0.2130683473976319,-0.2687883614944387,-0.1422808466035699,0.4260354431768261,-0.5967765620112605,-0.3663830050319301,-0.1341096878554686,-0.7133580952388849,-0.68912134417964,-0.2997643401858422,-0.4365230584807023,-0.6750322394462015,1.445596674149262,0.1619414421372166,-0.643031523463866,-0.7277881463737315,0.1788191336064555,-0.6207686066183483
4,4,-0.2367587744654574,-0.1808999619921097,0.6262091224893471,-0.0661479827078495,-0.1167756304416948,-0.1685158552751446,0.6303267743002862,0.3107537070452776,0.3209390680743968,-0.0373508177087523,0.3311399627586058,-0.3537785729008251,-0.0986427962362019,-0.1126067289083775,-2.0083291649037185,0.7101524616880648,-0.5481762440417203,-0.131709667653192,-0.1341095598439452,-0.7106810011745657,-0.7046056268713642,-0.3007911550973469,-0.3406751332199492,-0.7325752421910707,0.8076264784836155,-0.1020115199761418,-0.6961775247700844,-0.7436441596561431,0.4083093900226852,-0.5661717755637926
4,5,-0.2367644907652,-0.1809003539659795,0.6351998743195063,-0.0969287381019992,-0.0224648171792339,-0.168515756679272,0.461591138969449,0.6112391104501729,0.3513661025579521,-0.0039435142943519,0.4004492030584349,-0.3763631685538848,-0.106432453878,-0.2370272067796607,-1.8407121931546508,0.6603587574128997,-0.6588929447415603,-0.1173273818065582,-0.1341096311147741,-0.6603840823903829,-0.65805383769273,-0.2885190273840231,-0.2935919418637899,-0.6998076989613522,1.8400489049699824,-0.4475499431063565,-0.66178163140134,-0.7058024921738378,0.6747990959427566,-0.6850715409714875
5,1,-0.2367754098443732,-0.180904708355525,0.6824013214278404,-0.8617053667751887,-0.5409701541633264,-0.1685198278551342,-3.5161952272556665,0.3133895439172501,-0.7858443112650514,-0.9486185365950583,-0.6998349867014128,0.7819039513676265,-0.4324814686186545,-1.475078827314129,0.5897338972068047,-3.311421418888545,0.9784680636168548,-1.5322025518278817,-0.1341096850203701,0.7552308091966902,0.7943520905703135,-0.3216101894682868,-0.8752729102629578,0.8626446672361183,-0.4103835217853926,0.2981633204866268,0.8788315419777483,0.7832949852590455,0.220970405193111,0.981951700560882
5,2,-0.2367754098443732,-0.1809036243571265,0.6824013214278404,-0.8617053667751887,-0.5381273719133116,-0.1685198278551342,-3.566190971057396,0.2211352533982032,-0.7630240354023765,-0.9486185365950583,-0.8990990525634376,0.7786775805600522,-0.4203317295664301,-1.4648537262236163,0.5949719275739624,-3.32899566745625,0.9899710974557988,-1.548934419025698,-0.1341096850203701,0.6191857562917319,0.6943226349707402,-0.3215915702590117,-0.8369514406065349,0.7643420375469664,-0.4103835217853926,0.5237231244744062,0.7743400464189104,0.6854233633369385,0.2397043036760685,0.9928710667717944
5,3,-0.2367754098443732,-0.1809045846376079,0.6824013214278404,-0.8617053667751887,-0.5433290585835515,-0.1685198278551342,-3.603687778908693,0.0023607930244635,-0.7516138974710432,-0.9486185365950583,-0.7518169169262873,0.7689984681373099,-0.4493900770151855,-1.4792412578465504,0.6133050338590174,-3.32899566745625,0.9915048353009916,-1.5606111263467273,-0.1341096850203701,0.684693436805002,0.7729313416708995,-0.3211729828504936,-0.8690777535055686,0.8051016644912491,-0.4103835217853926,0.7802927869482292,0.8118402622938587,0.758776421589118,0.1933379049307486,0.9952975925964408
5,4,-0.2367754098443732,-0.1809031588179465,0.6824013214278404,-0.8617053667751887,-0.5444782684293021,-0.1685198278551342,-3.6161867148591256,-0.1505177455499569,-0.7744341733337097,-0.9486185365950583,-1.0312197918849904,0.7722248389448904,-0.4182846181725105,-1.5278331099315532,0.5897338972068047,-3.314350460316496,1.0005155451414982,-1.5968516387028495,-0.1341096850203701,0.6678196317935343,0.7616520558762888,-0.3216391526827147,-0.8613780586785273,0.8138929565772715,-0.4103835217853926,0.5853736764645189,0.8125232132452238,0.7645514551807951,0.2181603204206667,1.003790432982704
5,5,-0.2367754098443732,-0.1809047543749399,0.6824013214278404,-0.8617053667751887,-0.5462020831979282,-0.1685198278551342,-3.656808256698031,-0.313939631612268,-0.7782375526441625,-0.9486185365950583,-1.0312197918849904,0.7722248389448904,-0.4329866000015697,-1.4414174325736802,0.5989004503493307,-3.3407118331680543,1.0317654537372971,-1.5603263286071904,-0.1341096850203701,0.669928857419968,0.7809950416030114,-0.3214129637700394,-0.8814238159006517,0.8866209183798127,-0.4103835217853926,0.690954861309862,0.8949119325598868,0.7746324348715297,0.2186286678827405,1.0329087428784651
6,1,-0.2295556260046666,-0.1798633457281611,0.5909953444878916,0.8788343808263815,-0.2923779191088358,-0.1681103972001932,-1.3601287758060756,-0.3534771846918595,0.1688038956566037,0.7485142359857485,-0.5330596272299389,-0.1634226952535502,-0.1915603848303463,-0.0482700308963905,0.2584284764840432,-1.4631962778515155,0.1066339572401913,-0.177775702023351,-0.1339235292330159,-0.1053332463881622,-0.0205763080903056,-0.3086732870238075,-0.3789081006369808,0.005094084663287,-0.3633984655780065,0.2099328897941904,0.0055235345323441,-0.0228794408633193,0.2973110415111628,0.1229615586359057
6,2,-0.2301915827465731,-0.1800139783487465,0.5627119376888498,0.8524885131566388,-0.275472437430556,-0.1682681919942856,-1.0351564410948322,0.0049966298964316,0.4350404473877374,0.7317688251492803,-0.0695540827248092,-0.415079618244855,-0.2009186083454076,-0.1949504633540991,0.3775936673368932,-1.0736337679340502,-0.2236948311681626,-0.1094242445343981,-0.1340160467463488,-0.2189069339653483,-0.2383951473607909,-0.3053501029683732,-0.251332122554455,-0.2138890091157964,-0.3288224969474573,-0.3770394315488017,-0.2417047098617693,-0.225968122170631,0.1872493879237865,-0.192486798568182
6,3,-0.2298809321349852,-0.1797707136913709,0.5739503774765484,0.8788343808263815,-0.3166020529626858,-0.168244947381383,-1.2570125542150083,-0.2164136673492754,0.3741863784206269,0.7485142359857485,-0.1345314955059023,-0.3602313145159807,-0.1949367893372008,-0.1315186415448123,0.3815221901122615,-1.2962409164583133,-0.054504375120355,-0.1451663608463299,-0.1335180187837246,-0.3613202257808848,-0.2695615949511623,-0.3089677463704915,-0.2618196379223212,-0.1899127579721021,-0.4529240863679539,-0.1112406445255606,-0.1908559072101422,-0.2748026167528827,0.1525916757303153,-0.0553880894756352
6,4,-0.2272549335688692,-0.1793129880732593,0.6233995125424224,0.9227880700554028,-0.3520158616304241,-0.1680809849483044,-1.5601117510129938,-0.1083443555983921,0.2943154129012775,0.7861183318915828,-0.1518588055808563,-0.2698929319037175,-0.1716741598608414,-0.0792167970287385,0.3081897649720475,-1.6155064321049697,0.0378074714371738,0.0494216946925328,-0.1339475861359251,-0.1243162770260634,-0.1184785299654567,-0.3142990466262628,-0.2063287338239908,-0.0420592092526487,-0.3322207334816925,-0.3548895326301982,-0.0497954925282172,-0.0991200159113369,0.2087933711791879,0.0562320984581172
6,5,-0.2324276582178245,-0.1804620579419256,0.4246664356299518,0.7733630905885106,-0.2153808594435398,-0.1683652070951764,-0.8195497959498735,0.1578751684708572,0.3589728611788408,0.6816161108984119,-0.3121364237742209,-0.3118357524022682,-0.1307319319824487,-0.0945092048543723,0.1170016565707669,-0.9037493651128904,0.00962503853176,-0.1842548505978247,-0.1340264068096183,0.1400264808098382,0.0741597984740778,-0.2963239240720092,-0.1826986359065197,0.0602394622937852,-0.378395904548555,0.057098587255826,0.0487357038187081,0.070584918580929,0.0996684125159605,0.0283270514746791
7,1,-0.2367556943871515,-0.1809022229659687,0.6724740329487064,-0.2551795832382554,-0.1806172616095816,-0.1685189373773281,0.7521913998169958,-0.1478819086779837,0.1269667232417069,-0.3049015589288312,-0.2384953559556479,-0.1085743915246759,0.0326381915972415,0.3576574336349375,0.1733104830177184,0.3323061174823965,0.3334354410980458,0.6950581702235996,-0.1341096275581624,0.2776534529346215,0.3039010407116737,-0.2945971648118292,0.0616117959331003,0.3231790165029754,0.0077656335335188,-0.7705693023359902,0.2967710720644351,0.3233186255009035,0.3802085422982489,0.371680455662205
7,2,-0.236759956273505,-0.1809030316625063,0.6689151936826018,-0.2991332724672767,-0.170561675459263,-0.1685192198913228,1.1209100103547582,-0.1136160293423378,0.2752985163490555,-0.3467024473260998,-0.1843475119714031,-0.2473083362506515,0.0849059967978389,0.5303078131101433,0.261047491667622,0.988411397343402,0.2606787520667225,1.2491321724934237,-0.134109555007361,0.1783576003671386,0.193680651455566,-0.2926938678637075,0.3116748733331533,0.2088922193846951,-0.2802082960134121,-1.32727009515689,0.1868780553448015,0.219621311797719,0.2575015072348772,0.3134438358706822
7,3,-0.236760696950737,-0.1809031910163819,0.6674167350442421,-0.2991332724672767,-0.0700662986848018,-0.1685195059977141,0.7553161338046105,-0.3903789008994786,0.313332309453508,-0.3299570364896315,-0.1843475119714031,-0.2827984151340403,0.2982575414238788,0.5828811204870273,0.3487845003175228,0.7042943788321635,0.2856019920511018,1.1747999624741872,-0.1341095776514615,0.2190818797698153,0.2524021963599642,-0.266766274147954,1.387596597612908,0.3247774332458882,-0.3428938746122231,-1.130874324745273,0.2891344386991722,0.2740282072140456,0.1549334130406858,0.3134438358706822
7,4,-0.2367650272013987,-0.1809034890168628,0.6588005978736733,-0.3782147852559552,-0.244337923320021,-0.1685195503625291,0.0616251885556116,0.5084414724432353,0.4920911370444119,-0.4303042241206366,0.532569942379996,-0.4860597760116326,0.1306868516073144,0.3163045911715365,0.5897338972068047,-0.1597728424133579,-0.1117319684691039,0.691142201304962,-0.1341096306724906,-0.2122141988045499,-0.1746276061798562,-0.2984989235554786,0.597581357686674,-0.1187832129124737,-0.2920750049512874,-0.8765196521633098,-0.1391999807069023,-0.1589979957829363,-0.0558229448925868,-0.0663074556865474
7,5,-0.2367633407966045,-0.18090326515172,0.6614229004908028,-0.3518689175862123,-0.2352652140114629,-0.1685193067155434,0.7146945919657053,0.2448577852459584,0.3779897577310713,-0.3968551615769683,0.0647325703561219,-0.3537785729008189,0.0072752790024451,0.2535966703244097,0.3605700686436277,0.4084611946091201,0.0426004022034009,0.8241427456688826,-0.1341095710294379,-0.0745061026172114,-0.0628736298200954,-0.3037205773566299,0.1302452825810356,0.0394600446359148,-0.2745337432036828,-1.1389959543487616,0.0024812984762637,-0.0415723127521685,0.1867810404617126,0.0841371454415554
8,1,-0.2320076600238394,-0.1804563041176992,0.6586132905438784,0.7865360244233822,-0.2588996217602566,-0.1683197283740863,0.0772488584936521,0.4530888981318067,0.7849513439486647,0.6816161108984119,0.8271342136542829,-0.8183759691924587,-0.2164979236290038,-0.3059787734254187,0.5635437453710131,-0.0133207710158119,-0.9945898156080888,-0.2346640504959272,-0.1340443656093626,-1.103686522222908,-1.052136252779872,-0.3095601130655772,-0.3130624345298708,-1.0970142595752366,-0.3179782721845136,-0.314281384612758,-1.0463451034699331,-1.107167326795397,-0.3522868883853895,-1.0296382080713369
8,2,-0.2306298834502188,-0.1803024581134948,0.6689151936826018,0.8348806915973606,-0.2840310265449625,-0.1682810574814943,-0.2570976781804153,0.8168343864640487,0.7164905163606571,0.72341699929568,0.9354299016227724,-0.7699804070787462,-0.2200870150339277,-0.2283403952337382,0.4221169254577398,-0.4175284880730379,-0.7976003611161651,-0.1594774472580792,-0.1340732641022442,-0.9863000037056308,-0.9287566967633856,-0.3100828301259671,-0.3176645509782171,-0.9355741685410224,-0.1359777630548573,-0.2747807315412488,-0.8932399174639353,-0.9747974778914292,-0.2867182436950382,-0.8258100388010041
8,3,-0.2298809321349852,-0.1802369900928738,0.670039037661372,0.8568794911015958,-0.3178722322658839,-0.1683251815501157,-0.3914612396475637,1.2280249384918005,0.6860634818771019,0.72341699929568,1.1845099839503015,-0.731263957387776,-0.1922250313868137,-0.2381130582229009,0.5124729492912194,-0.4761093166320563,-0.8354645141693571,-0.2219905510865173,-0.1340237143995628,-0.9692233885377748,-0.8929400173103236,-0.312840541899713,-0.2598283375360176,-0.8868224578821755,-0.3591394540556413,-0.2105460246772992,-0.8459300424693812,-0.9404005672883702,-0.4220706602344063,-0.852501822872119
8,4,-0.2315470987087573,-0.1804175466869186,0.660111749182238,0.8085348239276174,-0.3036129574692668,-0.168353772763069,-0.1258588507008746,0.9380828825747958,0.7735412060173316,0.6816161108984119,1.071882468463073,-0.8183759691924587,-0.2251117430008214,-0.3108651049200002,0.6224715870015435,-0.2212827124003269,-0.9826074886925212,-0.2284696996609911,-0.1340716915927682,-1.0641385417272813,-1.0299734456044969,-0.311544093253891,-0.2823521574610976,-1.0426680903161931,-0.2518308447419595,-0.347137068008687,-1.0024499832322042,-1.0720105433513276,-0.4909177371592749,-1.017505578948104
8,5,-0.2315470987087573,-0.1804000229267147,0.6617975151503931,0.8085348239276174,-0.280870699469148,-0.1683700687851375,-0.366463367746699,0.6718633585055463,0.7621310680859984,0.6816161108984119,0.987411831847651,-0.7990177443469736,-0.2369424517059415,-0.3070646248686589,0.6447332160619667,-0.4614641094923017,-0.9231751471913088,-0.2542438950891171,-0.1340380281798629,-1.037083666865144,-0.959131615526065,-0.3068575693193131,-0.3181513132948692,-0.9883219210571532,-0.3689628686517985,-0.2009477351459038,-0.9417915214609716,-1.0113220324493175,-0.3855395581926391,-0.9580556962442552
9,1,-0.2333228672397859,-0.1806072408878328,-0.3004002380064049,0.7469733131393179,0.1113274027576355,-0.1684895137919158,0.461591138969449,1.1700365273083992,1.0435811370589096,0.6899679367520117,1.229994172897067,-1.0829383754140869,-0.2097451146152948,-0.5019749589302909,0.3736651445615249,0.6603587574128997,-1.3361340620094142,-0.3823316784460192,-0.1340871371439666,-0.7330712424397825,-0.9806513055289404,-0.1972138731006329,0.430931640912899,-1.0043060884862816,-0.416856911281889,-0.4840972763220523,-1.1009190931290056,-0.8647172323237596,-0.3490084561508718,-1.2953427858701647
9,2,-0.2333228672397859,-0.1806141486479909,-0.2530114835682759,0.7381913572494038,0.1112971603932736,-0.1684808600124062,0.461591138969449,0.7746609965124795,1.0359743784380209,0.6816161108984119,1.0307301070350467,-1.089391117029248,-0.2056243059651968,-0.5128334733626938,0.3972362812137347,0.6603587574128997,-1.378024276906236,-0.405471494783425,-0.134098626744297,-0.8653440264359269,-1.0564896613321777,-0.1958539812232068,0.3892913372793036,-1.136974678148063,-0.2873743900802861,-0.4685923470790299,-1.1824386021419315,-0.9998226234553635,-0.3550969731578333,-1.365712034784923
9,3,-0.2331599406535014,-0.1806061838608202,-0.3320551767417559,0.7469733131393179,0.1050067486060067,-0.168484134630309,0.461591138969449,1.3809034770662207,1.0017439646440212,0.6899679367520117,1.635020045899217,-1.0442219257231165,-0.2099843873756231,-0.4938310731059888,0.3566415458682594,0.6603587574128997,-1.3397766893917469,-0.3911604083716753,-0.1340953440121186,-0.7539201265164515,-0.9887150054610524,-0.2046519024058651,0.431064394271986,-1.0170934224295878,-0.3581005646008894,-0.3929135257738007,-1.0958280042188309,-0.8664902689527832,-0.3129457015711789,-1.3135417295550165
9,4,-0.2333228672397859,-0.1806161007899403,-0.2230423108010795,0.7381913572494038,0.1003040609477374,-0.1684892336895553,0.461591138969449,0.7403951171768388,1.0321709991275765,0.6816161108984119,1.0307301070350467,-1.089391117029248,-0.2018491135244619,-0.5024273970316412,0.3658080990107883,0.6603587574128997,-1.3644123535301522,-0.3828300744902093,-0.1340978228175811,-0.7748095726243985,-0.98787400608163,-0.2041746989681475,0.4204883766647287,-1.0570538410024122,-0.3413454170781503,-0.4829897813761215,-1.127492093782115,-0.8752034775296995,-0.364932269861385,-1.332953936152189
9,5,-0.2331599406535014,-0.1806087728146742,-0.2653737673347443,0.7469733131393179,0.1373055937444733,-0.1684812611112117,0.461591138969449,1.9555159151562835,1.0549912749902428,0.6899679367520117,1.7043292861990509,-1.09584385864441,-0.21025024599821,-0.5074042161464921,0.4064028343562637,0.6603587574128997,-1.404577113351133,-0.3828300744902093,-0.1341021914841881,-0.8340301382896457,-1.0802849967146675,-0.1901709847922391,0.4197361076299026,-1.1385730948909758,-0.1929934760667447,-0.5010788654929814,-1.194917978616873,-1.0053443661000372,-0.3040470997917741,-1.398470133417654
