f_id,i_id,ela_meta.lin_simple.coef.min,ic.eps.max,ic.eps.ratio,ela_meta.quad_w_interact.adj_r2,ela_level.qda_mda_10,ela_distr.kurtosis,ela_meta.quad_simple.cond,ic.m0,ela_meta.quad_simple.adj_r2,ela_level.lda_qda_10
23,1,-0.1341093509238304,-0.2367035823298827,-0.9387963023616293,-2.4865822218399942,1.416224779727184,-0.3183168501468811,-0.2194161587851257,2.6918381688463127,-1.8424183140908716,-1.1555730564746234
23,2,-0.1341093509686702,-0.2367035823298827,-0.9387963023616293,-2.4852985350595294,1.416224779727184,-0.318294789914648,-0.2163390319352653,2.697080329634721,-1.8442749274247343,-1.1555730564746234
23,3,-0.1341093509156777,-0.2367035823298827,-0.9301246620694849,-2.4902728213338303,1.416224779727184,-0.3177267389346446,-0.2177184291259745,2.6656273649042705,-1.843501338535625,-1.1555730564746234
23,4,-0.1341093509340212,-0.2367035730657105,-0.9344604822155572,-2.4901123604862727,1.416224779727184,-0.3185181497660085,-0.2081827249988681,2.7141173521970514,-1.8438107740912688,-1.1555730564746234
23,5,-0.1341093508912196,-0.2367035823298827,-0.9301246620694849,-2.488989134553366,1.416224779727184,-0.3182934111501334,-0.2132685614838839,2.6787327668752914,-1.8436560563134468,-1.1555730564746234
24,1,-0.134109249394292,-0.236700773858804,-0.5481822654019802,0.3400960687435396,0.7449088834727722,-0.3148671813314239,-0.2335780598552104,0.3577660778071998,0.4622577043444452,-0.7967112298665001
24,2,-0.134109246703904,-0.2367007000861774,-0.5481822654019802,0.3306288787376116,0.782353991474469,-0.3148527043040209,-0.2335810182545344,0.360387158201404,0.4487972576739383,-0.8203821863305985
24,3,-0.1341092410703944,-0.2367008476314306,-0.5481822654019802,0.3356031650119129,0.740715031376582,-0.3150264286328569,-0.2335791475020207,0.3315552738651547,0.4529746376751301,-0.7944327420785118
24,4,-0.1341092454748858,-0.2367007000861774,-0.5481822654019802,0.3404169904386558,0.6930848539984242,-0.315236690221329,-0.2335854123476481,0.3446606758361758,0.48763141990724,-0.7689896284459784
24,5,-0.1341092501382251,-0.2367007000861774,-0.5481822654019802,0.3333567131460994,0.7197457708956324,-0.3155675937048261,-0.2335916336874031,0.3367974346535631,0.4692200043464319,-0.7734200213670668
