f_id,i_id,ela_meta.lin_simple.coef.min,ic.eps.max,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ela_level.qda_mda_10,nbc.nn_nb.mean_ratio,ela_level.lda_mda_25,ela_level.lda_qda_10,disp.diff_mean_02,nbc.dist_ratio.coeff_var
20,2,-0.1340100543494825,-0.2281268157561908,0.7191196872851773,0.7044096209775176,-0.8638827141791107,0.607827690347626,0.1256024594297918,0.5733043860899153,-0.6431297408568022,-0.6493198860628172
20,3,-0.1340092359188541,-0.2280558299483052,0.7191196872851773,0.7044096209775176,-0.820650848342878,0.6331595805002761,0.1425465711842013,0.5820979312307943,-0.6405809969853706,-0.6771606775684375
20,4,-0.1340091091011984,-0.2279814952836053,0.7191196872851773,0.7134959482542886,-0.826646508568341,0.6489920118456893,0.1555981167247599,0.5734376216223526,-0.6952025387223584,-0.6910810733212476
20,5,-0.134004501539108,-0.2280558299483052,0.7191196872851773,0.7134959482542886,-0.828539874955329,0.620493635423951,0.1067120645684573,0.5570496511325317,-0.679596383940362,-0.6604562026650656
21,1,-0.1340165081517916,-0.2296313198795239,-1.6387801124634347,-1.0691960318117977,1.473478090557925,-0.7347624877429763,-0.4648082454181066,-1.1784763943992034,1.510598041947076,0.9125485174024784
21,2,-0.1340165081171431,-0.2296313118376722,-1.6482437919318134,-1.0691960318117977,1.4693757967194516,-0.7062641113212449,-0.4711050437052182,-1.1767443324775149,1.5140878604787285,0.8707873301440481
21,3,-0.1340165080030068,-0.2296313033703258,-1.4932960908054762,-1.0509779456218715,1.4731625294934276,-0.4877765587546097,-0.4619460643785105,-1.1783431588667657,1.0341397837660702,0.689822185357517
21,4,-0.1340165074343635,-0.2296313118376722,-1.5162334834152758,-1.0691960318117977,1.4535977434945482,-0.6207689820560368,-0.4340111774320518,-1.1700825558556367,1.2475284629711587,0.7816967973260638
21,5,-0.1340165080906472,-0.2296312945200339,-1.578148403327042,-1.0601097045350265,1.449811010720572,-0.5542727704053233,-0.4688152988735413,-1.1684837294663857,1.3723777012271314,0.739935610067628
22,1,-0.1340165081517916,-0.2296314344652733,-1.174418213125188,-1.232886217702827,1.2087223574440638,-0.1331300966174734,-0.281857633367119,-1.0433755645075118,0.7525231916949663,0.3000511042788332
22,2,-0.1340165080702657,-0.2296314370182421,-1.199440823244969,-1.242017976615982,1.1168940876751323,-0.224958198420837,-0.2831169930245414,-0.997942247946301,0.9739502169561084,0.4002779536990659
22,3,-0.1340165079907779,-0.2296314370182421,-1.4296167560775714,-1.242017976615982,1.2689945207631912,-0.3389517041077765,-0.3532976721154398,-1.0930724181067233,1.544594364047556,0.4754480907642407
22,4,-0.1340165077910394,-0.2296314382309023,-1.1476311881892682,-1.232886217702827,0.9903541008114154,-0.2344576572280808,-0.2842618654403798,-0.9321238949221436,0.8869008108856753,0.3807893996451323
22,5,-0.134016508143639,-0.2296314290189399,-1.3606441769012516,-1.2147135631492851,1.3551426913711575,-0.1362965828865546,-0.3563888276382035,-1.129712189527054,1.0192002235350632,0.2833466293754613
23,1,-0.1340165083372631,-0.2296310985796791,-2.48618042825064,-0.941851155027852,1.449811010720572,-2.818310452798678,-0.4602287557547527,-1.1684837294663857,2.3550949151628044,2.7110636486655477
23,2,-0.1340165083821024,-0.2296310985796791,-2.484897217475267,-0.941851155027852,1.449811010720572,-2.8594747742967344,-0.4602287557547527,-1.1684837294663857,2.358427887917754,2.747256677622853
23,3,-0.1340165083291105,-0.2296310985796791,-2.4898696592298384,-0.932764827751081,1.449811010720572,-2.8151439665295963,-0.4602287557547527,-1.1684837294663857,2.322039667722545,2.719415886117233
23,4,-0.1340165083474538,-0.2296310893251672,-2.489709257882917,-0.9373079913894666,1.449811010720572,-2.8278099116059217,-0.4602287557547527,-1.1684837294663857,2.351016924968514,2.719415886117233
23,5,-0.1340165083046527,-0.2296310985796791,-2.488586448454465,-0.932764827751081,1.449811010720572,-2.821476939067759,-0.4602287557547527,-1.1684837294663857,2.396188508659117,2.7277681235689197
24,1,-0.1340164068089499,-0.2296282930371734,0.339449699121574,-0.5325575428457023,0.7426386651804482,0.6838233608055833,-0.2649135216127095,-0.7907609950058859,-0.6074865381009356,-0.713353706525744
24,2,-0.1340164041185944,-0.2296282193414743,0.3299860196531952,-0.5325575428457023,0.7820837982427047,0.6869898470746645,-0.2714392943829893,-0.8156760395717106,-0.6244258819849116,-0.713353706525744
24,3,-0.1340163984851528,-0.2296283667328725,0.3349584614077672,-0.5325575428457023,0.7382208102774753,0.7028222784200708,-0.266287368511716,-0.7883627554220094,-0.634581646026462,-0.7105696273751819
24,4,-0.134016402889591,-0.2296282193414743,0.3397705018154173,-0.5325575428457023,0.6880466010222858,0.7186547097654842,-0.2743014754225854,-0.7615824134020589,-0.6893208220959779,-0.732842260579678
24,5,-0.134016407552874,-0.2296282193414743,0.3327128425508637,-0.5325575428457023,0.7161315357626123,0.7028222784200708,-0.2638831364384552,-0.7662456570373741,-0.6541089452260459,-0.7300581814291217
