f_id,i_id,ic.eps.max,ela_meta.lin_simple.coef.min,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ela_level.qda_mda_10,ela_meta.lin_simple.intercept,ela_level.lda_qda_10,ic.eps.s,ela_level.mmce_qda_50,ela_level.lda_qda_50
5,5,-0.2367747183620108,-0.1341096791196251,0.7234166767407978,-0.8153816381817763,-1.0225940175466943,-0.1809046606455824,0.867494667573229,-0.8976739446096955,-1.2088503324363755,-0.833295211319981
6,1,-0.2295549356415849,-0.1339235233324157,0.6451361808541949,0.8917874920523567,-0.5373147909274372,-0.1798632520159022,0.56180692437571,0.7631717127109017,-0.6756368713379114,-0.3295829598663488
6,2,-0.2301908922848993,-0.1340160408456766,0.6209141421679713,0.8659467423326243,-0.3732077464681808,-0.1800138846340144,0.2039094897695633,0.7467843426022539,-0.5019071355678819,-0.2017032116327435
6,3,-0.2298802417214714,-0.1335180128834396,0.63053879330157,0.8917874920523567,-0.3306501360580377,-0.1797706199806329,0.2210081637058892,0.7631717127109017,-0.5694917344473919,-0.2122156987403967
6,4,-0.227254243562463,-0.1339475802353062,0.6728872582894043,0.9348984761681108,-0.7954159821198876,-0.1793128943700365,0.7579848398436302,0.7999717795010199,-0.6905635312131398,-0.1565926656897757
6,5,-0.2324269674094926,-0.1340264009089381,0.5026913440769338,0.7883383573410274,-0.0186630496700102,-0.1804619642198366,-0.0246384343717068,0.6977039647955553,-0.2647390953281291,-0.1329063023332909
8,1,-0.2320069692806197,-0.1340443597086683,0.7030444985080139,0.8012587322008937,0.0046058596189889,-0.1804562103957047,-0.1503332664379797,0.6977039647955553,-0.0474732682553485,-0.2635805091651333
8,2,-0.2306291929205953,-0.1340732582015275,0.7118670953804791,0.8486765079366031,-0.1126571964032037,-0.1803023643940262,-0.0151101656896324,0.738611090677741,-0.147813592972167,-0.2681935836765085
8,3,-0.2298802417214714,-0.1340237084988846,0.7128295604938393,0.8702535339525796,-0.1050029499265595,-0.1802368963744801,-0.0179816987171066,0.738611090677741,-0.1648134000522891,-0.2102196568845133
8,4,-0.2315464080369383,-0.1340716856920527,0.704327785325827,0.8228357582168703,-0.0731612845837187,-0.1804174529655604,-0.0802417557218956,0.6977039647955553,-0.0483025271373056,-0.2327971080988403
8,5,-0.2315464080369383,-0.1340380222791736,0.7057714829958669,0.8228357582168703,-0.0122334826296289,-0.1803999292056443,-0.1094791829107277,0.6977039647955553,-0.1142286082529013,-0.2686815050190578
9,1,-0.23332217629267,-0.1340871312432391,-0.1182590648924102,0.7624545397050951,0.8367755365597713,-0.1806071471633601,-0.8798331796450374,0.7058772167200679,0.1718657060223249,0.4821850846786423
9,2,-0.23332217629267,-0.1340986208435606,-0.0776751192790691,0.7538409564651845,0.970877934830582,-0.1806140549234048,-0.9500552145896428,0.6977039647955553,0.1992312491269117,0.4404456316478336
9,3,-0.233159249731644,-0.1340953381113848,-0.1453684989187131,0.7624545397050951,0.8101387588210489,-0.1806060901363649,-0.8676944263925312,0.7058772167200679,0.1925971780712543,0.4823181541357013
9,4,-0.23332217629267,-0.1340978169168453,-0.0520093829228058,0.7538409564651845,0.8790269771108487,-0.1806160070653221,-0.9035885892359636,0.6977039647955553,0.1859631070155969,0.4717169540566757
9,5,-0.233159249731644,-0.1341021855834489,-0.0882622355260276,0.7624545397050951,0.9252586258297814,-0.1806086790901764,-0.927082950369846,0.7058772167200679,0.1731095943452607,0.4709628938000084
10,1,0.0653621691064899,-0.1254661234078619,0.6948635450444548,1.590219889060529,-2.0537741028802325,-0.1411205478886709,2.9468761521503706,1.4994999785902483,-0.9770724749293456,-0.3521160545949897
10,2,0.0325454501214011,-0.1041904511218357,0.6964676535667215,1.5815632379044189,-2.087146617518402,-0.1459642753706402,2.75239505165323,1.4953929194981808,-0.8713419674798045,-0.3243488945553654
10,3,-0.0462274535734283,-0.1318732759062816,0.7048090178825068,1.529838670548754,-1.305801137182538,-0.1584816598401675,0.8805470904253858,1.466766104632575,-0.8622201197782755,1.7696764382092105
10,4,0.126540901862854,-0.1303138587266184,0.6908532737387888,1.6246742220201726,-2.2445179250782124,-0.1311860368617807,3.443129268989382,1.5854008563168769,-1.1462412868486096,-0.5147269311209685
10,5,-0.0462274535734283,-0.1325189923611165,0.7072151806659066,1.5126115040689323,-1.3823436019489828,-0.160716749764495,1.042788706477698,1.4422054825994144,-0.843561794934239,3.281522896341088
11,1,-0.0854527313391891,-0.1329355509747815,0.7112254519715726,1.495341269672911,-1.585640388368659,-0.1671378105529722,1.3672719385823229,1.4422054825994144,-0.8825369623862264,4.385334042644684
11,2,-0.0854527313391891,-0.1335702117053442,0.7112254519715726,1.4910344780529552,-1.658202644967249,-0.1674142710376913,1.4902257618496426,1.4340322306749018,-0.9318778658626784,5.909689029740097
11,3,-0.07083806567913,-0.1287887093698075,0.7032049093602405,1.5212250873088429,-1.8008777992919005,-0.1609311109355198,1.7361334083842812,1.4749393565570876,-0.9372680485954008,0.4048717301274201
11,4,-0.0630096555929702,-0.1315398267385138,0.7009591574290674,1.538452253788665,-1.9401850851668287,-0.1585443445972368,2.054482001748392,1.4831126084816004,-0.9016099166712416,-0.3683061718704895
11,5,-0.0854527313391891,-0.1331810416530852,0.709781754301533,1.4910344780529552,-1.6468743601818143,-0.1672764932087861,1.470516603342885,1.4340322306749018,-0.958414150085308,5.448381578602569
12,1,3.0840509920481205,0.1054414695457585,-0.9451770081207672,2.193773666681083,-0.2737025422718026,1.3495774912279932,0.098315388895613,2.4812709997627103,-0.3327383236486178,-0.1970901371213683
12,2,6.393727849037937,1.5049652211937503,-0.1569180802790317,2.288609218152501,-0.1696047901894389,1.8343426945071384,0.0531540058271493,2.4567103777295496,-0.5139313893562609,-0.3273651355820339
12,3,4.456885210672538,10.2181866993442,-0.7457863188030471,2.4006719361037416,-0.3493264974610501,8.435356339602265,0.2431972825545561,2.837134388555992,-0.633759297799073,-0.2328414645845267
12,4,3.756472378546368,2.4922411504574065,-0.82262311701961,2.3231066190283443,-0.1276595194974272,5.3834924757726,-0.00166617015191,2.7594067627538768,-0.4616880797929587,-0.2686371485333714
12,5,5.028806679482849,0.3714407277245836,-1.0138328528737712,2.297222801392412,-0.058465131348561,2.492193237069599,-0.0406929144798597,2.5998853183172006,-0.2357150344596278,-0.1423098772987868
13,1,-0.2367613883036309,-0.1341094818937894,0.7102629868582129,-0.3067064799488403,-0.7718409029718226,-0.1809010119094773,0.7145202717459477,-0.4067884340234645,-0.6155156023960152,-0.1751780331923357
13,2,-0.2367600054706555,-0.1341094558153675,0.7105838085626661,-0.2894362455528191,-0.757757089454797,-0.1809008034940039,0.7468902804192971,-0.3986151820989518,-0.7088072266161977,-0.2580803049400318
13,3,-0.2367626493161131,-0.1341094496641618,0.6964676535667215,-0.323933646428662,-0.5660947576796205,-0.1809018612710146,0.4157503126600726,-0.4231758041321125,-0.3953473692363846,0.2121871563061293
13,4,-0.2367626493161131,-0.1341096651051485,0.6942219016355483,-0.323933646428662,-0.587832817673291,-0.180899986974668,0.4489034667045514,-0.4231758041321125,-0.3588599784302687,0.2279337087247662
13,5,-0.2367620333559204,-0.1341095713960746,0.6937406690788684,-0.3153200631887512,-0.5691564562702779,-0.1809015593727397,0.3417430750883424,-0.4231758041321125,-0.3605184961941831,0.2542814612224288
14,1,-0.2367734412061835,-0.1341096718107372,0.5835384135991631,-0.5998267176030069,-0.6585580551174852,-0.1809046986223543,0.6458645275436016,-0.5458971817786702,-0.5392237852559549,-0.176996649105474
14,2,-0.2367733343363872,-0.1341096676630555,0.5256300959453442,-0.5825995511231852,-0.8453216691476092,-0.1809048679752649,0.8473939363809064,-0.513163307820997,-0.637905592208859,-0.0380721359359797
14,3,-0.2367740658982647,-0.1341096882363724,0.5132784603238923,-0.6602079361147821,-0.8272576474627283,-0.1809045942683625,0.6265469417224089,-0.5949775595853688,-0.3945181103544273,0.1531043173719766
14,4,-0.2367739885039164,-0.1341097101161581,0.3498198019049409,-0.6515943528748712,-0.8006208697240059,-0.1809046303149752,0.7382756813368738,-0.5622436856276956,-0.3899571865036629,0.112163281083521
14,5,-0.2367733343363872,-0.1341096651968663,0.551456243153834,-0.5825995511231852,-0.5330284129005167,-0.1809046375625441,0.4237122905998878,-0.4886026857878364,-0.5172484248840897,-0.1244342135672074
15,1,-0.2367658042965069,-0.1341096173181474,0.3265602283320774,-0.3325472296685728,-0.2902357146613548,-0.180901714184151,0.066598001364871,-0.2840670563769067,-0.2390320699874566,-0.1777507093621411
15,2,-0.2367648480056358,-0.134109633158827,0.2437882285831283,-0.3067064799488403,-0.5507862647263312,-0.180902741416183,0.4851892022335481,-0.177733048838997,-0.378762191597241,-0.2300026495006036
15,3,-0.2367584891036781,-0.1341076691061533,0.1414461048625284,-0.2118278605612222,-0.3814743326629566,-0.1809017692785479,0.3192929077826318,-0.0550116711924392,-0.5412969324608479,-0.375624992008729
15,4,-0.236767471703858,-0.1341096634848011,0.4606637007935528,-0.392928448180348,-0.6190621432979996,-0.1809035790731614,0.453210766245763,-0.3577080562167659,-0.3480796129648255,-0.2396280068945307
15,5,-0.2367668798096019,-0.1341096644753531,0.1419273374192083,-0.358431047304505,-0.226858553834739,-0.180903738082622,-0.0366466633956912,-0.275893804452394,-0.1378624863886818,0.0426566680130877
16,1,-0.2367739074890291,-0.1341097193592721,-2.486885708871056,-0.6860486858345147,1.4264586851204588,-0.1809046794618844,-1.1598076498238066,-0.7340454410809519,2.7666167476663333,-0.6079642640335728
16,2,-0.2367739074890291,-0.1341097194489517,-2.488810639097775,-0.6774351025946038,1.4264586851204588,-0.180905374576172,-1.1598076498238066,-0.7422186930054646,2.748787681704253,-0.6065005000059249
16,3,-0.2367739074890291,-0.1341097195814329,-2.488810639097775,-0.6860486858345147,1.4264586851204588,-0.1809046342566913,-1.1598076498238066,-0.7340454410809519,2.76786063598927,-0.6112910004600454
16,4,-0.2367739074890291,-0.1341097193042414,-2.4876877631321888,-0.6774351025946038,1.4264586851204588,-0.1809056399208709,-1.1598076498238066,-0.7340454410809519,2.728056209655324,-0.6008228698380784
16,5,-0.2367739074890291,-0.1341097195202877,-2.4894522825066816,-0.6860486858345147,1.4264586851204588,-0.1809048890138287,-1.1598076498238066,-0.7340454410809519,2.736348798474896,-0.6021535644086673
17,1,-0.2367742777636958,-0.1341096876269587,0.1238009111175972,-0.6515943528748712,0.0716570587543942,-0.1809047406919045,-0.1472006849534618,-0.5049900558964843,-0.4235421712229286,-0.154596623833892
17,2,-0.2367753479524685,-0.134109717023526,-0.1606075298802445,-0.9619848249250592,0.7250235380007634,-0.1809048509092976,-0.7799821448260361,-0.807686440920811,0.1747681121091749,-0.2909041043478945
17,3,-0.2367752114794405,-0.1341097128004318,0.2822868331175232,-0.901603606413284,0.6043926135288467,-0.1809044144515758,-0.593593546497233,-0.8158596928453237,-0.4214690240180356,-0.4890888823942866
17,4,-0.2367752550536938,-0.1341097135586321,0.0054177021743332,-0.9188738408093052,0.6441946952073975,-0.180904803743798,-0.6129111323184255,-0.7586060631141125,0.1345490563342518,-0.3837865853750083
17,5,-0.236775421683683,-0.1341097151810177,-0.1299690571049555,-1.022322975520635,1.0572178350871313,-0.1809051301531143,-1.0080079720532202,-0.7667793150386251,0.5848366292369984,-0.3309580109226242
18,1,-0.236769461424381,-0.1341095965878912,0.1271695390143568,-0.3799650054042822,0.1313601812722204,-0.1809039997552194,-0.2178142925836316,-0.2349866785702082,-0.4073716230247637,-0.1811218022743
18,2,-0.2367741397998575,-0.134109703877311,-0.1764882042506824,-0.6947053369906251,0.6625648867513442,-0.1809046986963373,-0.7487868542093804,-0.5622436856276956,0.2212066094987761,-0.2914363821761301
18,3,-0.2367735432201979,-0.1341096790931289,0.2346448100062094,-0.625710535238939,0.6451132047845953,-0.1809041885370736,-0.6069070178064329,-0.5622436856276956,-0.3688110850137549,-0.4970286933321345
18,4,-0.2367738225980351,-0.1341096712196671,-0.0066131117426652,-0.6515943528748712,0.3857873341558813,-0.18090459946942,-0.5049675953310867,-0.496775937712349,0.1482318278865454,-0.4035695779910986
18,5,-0.2367745718366624,-0.1341096984272367,-0.1200235842669031,-0.7464299043462898,1.0908965195843672,-0.1809049960651057,-1.0317633816441456,-0.5049900558964843,0.5247153602951039,-0.2809682515541631
19,1,-0.2367746717209478,-0.1341097158006223,-0.1758465608417759,-0.7636570708261116,0.8866812235874937,-0.1809049996963047,-0.9075043160916108,-0.7422186930054646,0.1925971780712543,0.4779268620527575
19,2,-0.2367747183620108,-0.1341097185276976,-0.1267608400604225,-0.7722706540660224,1.14723177365247,-0.1809047184415829,-1.0350264873571848,-0.7504328111895998,0.2100116145923549,0.4331711679952803
19,3,-0.2367746950414793,-0.1341097174963821,-0.1225901579025298,-0.7636570708261116,0.9059699247086376,-0.1809044850344226,-0.9172936332307284,-0.7504328111895998,0.189694771984404,0.4857336035335464
19,4,-0.2367746717209478,-0.1341097146449782,-0.1975020258923732,-0.7636570708261116,0.9442411570918596,-0.1809049275648656,-0.936611219051921,-0.7422186930054646,0.2183042034119267,0.448917720413917
19,5,-0.2367747183620108,-0.1341097165853188,-0.1362250803417946,-0.7722706540660224,0.8983156782319925,-0.1809058340800219,-0.9133779063750812,-0.7504328111895998,0.1751827415501534,0.4928306412433546
20,1,-0.2351983750667225,-0.1341005148014311,0.7192459945829051,0.5986241864819908,-0.7779643001531381,-0.1807308620570417,0.5518870830080705,0.5176880911581637,-0.4268592067507573,-0.1768635796484152
20,2,-0.2352694361123648,-0.1341032657335421,0.7192459945829051,0.5900106032420799,-0.818378721549821,-0.1807289180228684,0.5465355896386865,0.5136014651959074,-0.4214690240180356,-0.1791257604184163
20,3,-0.2351983750667225,-0.1341024472929979,0.7192459945829051,0.5900106032420799,-0.7764334508578095,-0.1807299741108167,0.5551501887211098,0.5095148392336508,-0.4247860595458643,-0.1753554591350807
20,4,-0.2351239616148172,-0.1341023204738057,0.7192459945829051,0.5986241864819908,-0.7822506781800592,-0.1807301554236418,0.5466661138672078,0.5136014651959074,-0.4243714301048858,-0.1801903160748877
20,5,-0.2351983750667225,-0.1340977128558914,0.7192459945829051,0.5986241864819908,-0.7840876973344537,-0.1807295696110848,0.5306116337590543,0.5176880911581637,-0.4185666179311855,-0.1879527010699903
21,1,-0.2367755348574768,-0.1341097196140437,-1.6387935331487813,-1.0913177772723206,1.4494214245503916,-0.1809047371333849,-1.1695969669629245,-1.044955944289414,1.2200489328161972,-0.3273651355820339
21,2,-0.2367755268071015,-0.1341097195793948,-1.6482577734301531,-1.0913177772723206,1.4454412163825376,-0.1809048064977112,-1.167900151992144,-1.036782692364901,1.191024871947696,-0.2612739719094455
21,3,-0.2367755183307805,-0.1341097194652571,-1.4933008901792142,-1.0740475428762994,1.4491152546913266,-0.1809054091344868,-1.169466442734403,-1.028568574180766,1.2088539379097756,-0.2163852083949091
21,4,-0.2367755268071015,-0.1341097188966069,-1.5162396420476243,-1.0913177772723206,1.4301327234292478,-0.1809048570414985,-1.1613739405660657,-1.036782692364901,1.155781369464516,-0.3599671525614649
21,5,-0.2367755094711083,-0.1341097195528985,-1.5781582310071094,-1.0827041940324098,1.4264586851204588,-0.1809039647143036,-1.1598076498238066,-1.036782692364901,1.191854130829653,-0.2541325777139512
22,1,-0.2367756495646754,-0.1341097196140437,-1.1744041159526433,-1.246491479339315,1.192544912794205,-0.1809064263773401,-1.0372453992420525,-1.1022095740206252,0.511447218183789,-0.1211518336264212
22,2,-0.2367756521203501,-0.1341097195325168,-1.1994282089,-1.2551481304954253,1.103449483806064,-0.180903166894999,-0.992736637316196,-1.118596944129273,0.5388127612883759,-0.2553745593131675
22,3,-0.2367756521203501,-0.134109719453028,-1.4296177818452358,-1.2551481304954253,1.2510233558757686,-0.1809048765736762,-1.0859309364805976,-1.118596944129273,0.6113729134596289,-0.1718069402801766
22,4,-0.2367756533342956,-0.1341097192532871,-1.1476155036307931,-1.246491479339315,0.9806753703206872,-0.1809043114758851,-0.9282576684265404,-1.118596944129273,0.5893975530877629,-0.2699234866182743
22,5,-0.2367756441125694,-0.134109719605891,-1.3606411153877784,-1.2292643128594931,1.3346077274007255,-0.1809047128403814,-1.1218250993240293,-1.1103828259451378,0.5968608830253783,-0.1019898318099391
23,1,-0.2367753133230765,-0.1341097197995174,-2.4862440654621487,-0.97059840816497,1.4264586851204588,-0.1809048949798123,-1.1598076498238066,-1.028568574180766,2.721422138599667,-0.6073432732339645
23,2,-0.2367753133230765,-0.1341097198443572,-2.484960778644336,-0.97059840816497,1.4264586851204588,-0.1809049061295798,-1.1598076498238066,-1.028568574180766,2.728885468537281,-0.6018874254945495
23,3,-0.2367753133230765,-0.1341097197913647,-2.489933515063361,-0.9619848249250592,1.4264586851204588,-0.1809051189935694,-1.1598076498238066,-1.028568574180766,2.754177864436975,-0.607254560262592
23,4,-0.2367753040587558,-0.1341097198097083,-2.4897731042111357,-0.9662916165450146,1.4264586851204588,-0.1809052697878964,-1.1598076498238066,-1.028568574180766,2.7421536106485966,-0.6050367359782769
23,5,-0.2367753133230765,-0.1341097197669067,-2.4886502282455485,-0.9619848249250592,1.4264586851204588,-0.180904978576832,-1.1598076498238066,-1.028568574180766,2.740909722325661,-0.6088513937472988
24,1,-0.2367725048069803,-0.1341096182699742,0.3395535073624354,-0.5825995511231852,0.7403320309540519,-0.1809041875615239,-0.7897714619651537,-0.6645115003331603,-0.0947410245269077,0.3671687172940645
24,2,-0.2367724310331712,-0.134109615579586,0.3300892670810633,-0.5825995511231852,0.7786032633372746,-0.1809042027322051,-0.8141794926986874,-0.668618559425228,-0.1171310143397523,0.4074887627829121
24,3,-0.2367725785807894,-0.1341096099460762,0.3350620035000894,-0.5825995511231852,0.7360456529271308,-0.180904332157326,-0.7874220258517651,-0.6604044412410927,-0.1258382326003019,0.399637664816437
24,4,-0.2367724310331712,-0.1341096143505677,0.3398743290668886,-0.5825995511231852,0.6873646453356721,-0.180904036352794,-0.7611866559189298,-0.668618559425228,-0.0976434306137578,0.3547489013019004
24,5,-0.2367724310331712,-0.1341096190139073,0.3328162515689163,-0.5825995511231852,0.7146137627925266,-0.1809045717451674,-0.7657550039171851,-0.668618559425228,-0.1067652783152866,0.4042950958134984
