f_id,i_id,ela_meta.lin_simple.coef.min,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ic.eps.max,ic.eps.s,ela_distr.kurtosis,ela_meta.lin_simple.intercept,disp.diff_median_02,disp.ratio_median_02,ela_distr.skewness
4,5,-0.1341096293798732,0.6706163537872211,-0.0803454650061714,-0.2367644136905384,0.0174123414282359,-0.2830730735400958,-0.1809003383428662,-0.6684760595879552,-0.6677378324544399,0.0010793703187281
5,1,-0.1341096832854693,0.7108307716454281,-0.8354663891105829,-0.2367753327695228,-0.9108973619510145,-0.3161224084880014,-0.1809046927323997,0.5711912150027797,0.5713520146629582,-0.5162194807211818
5,2,-0.1341096832854693,0.7108307716454281,-0.8354663891105829,-0.2367753327695228,-0.9108973619510145,-0.3161038128133547,-0.1809036087340042,0.4491765799911911,0.4486119826371778,-0.5133833132089187
5,3,-0.1341096832854693,0.7108307716454281,-0.8354663891105829,-0.2367753327695228,-0.9108973619510145,-0.3156857544981507,-0.1809045690144831,0.5296693937967454,0.5295394762805502,-0.5185728963164641
5,4,-0.1341096832854693,0.7108307716454281,-0.8354663891105829,-0.2367753327695228,-0.9108973619510145,-0.3161513350930073,-0.1809031431948256,0.4946663568073583,0.4944708957017548,-0.5197194321192938
5,5,-0.1341096832854693,0.7108307716454281,-0.8354663891105829,-0.2367753327695228,-0.9108973619510145,-0.3159254320824852,-0.1809047387518145,0.5141164249320279,0.5138035747387824,-0.5214392358235385
6,1,-0.1339235274981577,0.6329552323009634,0.8830981346635894,-0.2295555490545785,0.7568346977712078,-0.3032018582520428,-0.1798633301078858,-0.2046858194785754,-0.2042031327526849,-0.2682056833722136
6,2,-0.1340160450114694,0.6088584977906883,0.8570848973401328,-0.2301915057854953,0.7403793803344172,-0.2998828746919637,-0.1800139627280589,-0.323795344132745,-0.3237959844701113,-0.2513395382726913
6,3,-0.133518017048959,0.6184333591854996,0.8830981346635894,-0.2298808551792756,0.7568346977712078,-0.3034959454029359,-0.1797706980713491,-0.4238799387633307,-0.4240561571505103,-0.2923734512160729
6,4,-0.1339475844010614,0.660562749322669,0.9264968855982232,-0.2272548566585385,0.7937873495214073,-0.3088205069100892,-0.1793129724544902,-0.2291312602910016,-0.2289309780326042,-0.3277048571401169
6,5,-0.1340264050747365,0.4912472836577571,0.7789584745786843,-0.2324275812181059,0.6910954994327074,-0.2908681048604892,-0.1804620423200118,0.0110363386473137,0.0111539197760648,-0.1913877845826183
7,1,-0.1341096258232616,0.7023729774133447,-0.2365983105290685,-0.2367556173126419,-0.2783319796863541,-0.2891435282191864,-0.1809022073428502,0.1125380602815181,0.1123132868302789,-0.1567050765470174
7,2,-0.1341095532724601,0.6993409379716544,-0.2799970614637023,-0.2367598791989217,-0.3194087197218343,-0.2872426370330858,-0.1809030160393857,0.0269081610878453,0.0264402241309241,-0.1466728882722568
7,3,-0.1341095759165607,0.6980642897856798,-0.2799970614637023,-0.2367606198761409,-0.3029534022850435,-0.2613478157233006,-0.1809031753932608,0.0782790149690311,0.0790430949991157,-0.0464113495142737
7,4,-0.1341096289375897,0.6907235627163246,-0.3580801288296117,-0.2367649501267278,-0.4015621997927943,-0.2930403551506924,-0.1809034733937409,-0.3162491428384743,-0.3170520266664978,-0.2202774696144477
7,5,-0.1341095692945371,0.6929576970417803,-0.332066891506155,-0.2367632637219626,-0.3686926006235441,-0.2982554087960377,-0.1809032495285987,-0.2008595765688045,-0.2010559524443309,-0.2112258711710546
8,1,-0.1340443638744766,0.6905639816930778,0.7919650932404128,-0.2320075830313787,0.6910954994327074,-0.3040875633481751,-0.1804562884958012,-1.0538283200470282,-1.0548410103819,-0.2348052851160934
8,2,-0.1340732623673517,0.6993409379716544,0.839699383728956,-0.2306298064815668,0.7321722394681872,-0.3046096196956622,-0.1803024424920178,-0.96100650130999,-0.9608751983182072,-0.2598782128042921
8,3,-0.1340237126646816,0.7002984241111359,0.8614204368940422,-0.2298808551792756,0.7321722394681872,-0.3073638457294361,-0.180236974471576,-0.9403873034073342,-0.9401937277204568,-0.2936406749981479
8,4,-0.134071689857876,0.6918406298790525,0.813686146405499,-0.2315470217242554,0.6910954994327074,-0.3060690357910777,-0.1804175310651266,-1.0209155453879788,-1.0220204157376436,-0.2794145794446153
8,5,-0.1340380264449784,0.6932768590882743,0.813686146405499,-0.2315470217242554,0.6910954994327074,-0.3013884356096505,-0.1804000073049707,-0.996966099026819,-0.9963933760839092,-0.2567252393465101
9,1,-0.1340871354090709,-0.1264908573308144,0.7529018818596882,-0.2333227902245976,0.699302640298937,-0.1918833287164484,-0.1806072252655217,-0.8887684523005155,-0.8884900512260814,0.1345602753639637
9,2,-0.1340986250093987,-0.0861168584493605,0.7442308027518695,-0.2333227902245976,0.6910954994327074,-0.1905251557385534,-0.1806141330256609,-0.9577471092016664,-0.9572784208229466,0.1345301033691524
9,3,-0.1340953422772211,-0.1534600502595326,0.7529018818596882,-0.2331598636411286,0.699302640298937,-0.199311956373434,-0.180606168238512,-0.9051008410172232,-0.9042259527678472,0.1282543284483999
9,4,-0.134097821082683,-0.0605838947298639,0.7442308027518695,-0.2333227902245976,0.6910954994327074,-0.1988353561195276,-0.1806160851676049,-0.919697249154498,-0.9195122571227068,0.1235625832552411
9,5,-0.134102189749289,-0.0966492059836528,0.7529018818596882,-0.2331598636411286,0.699302640298937,-0.1848493425991858,-0.1806087571923589,-0.9509803277593856,-0.9514336573931472,0.1604780189068789
10,1,-0.1254661275689624,0.682425349507488,1.5861925841210875,0.0653615963180547,1.4962160184098487,-0.2783380637921099,-0.1411206254505785,0.6178501215969322,0.6176605249144429,-0.072766586981953
10,2,-0.1041904552712599,0.6840211597399568,1.5774781496177293,0.0325448728124932,1.4920919301245683,-0.2648541334872273,-0.1459643529988196,0.7301574366337311,0.7300598216413472,-0.0301184723161663
10,3,-0.1318732800708984,0.692319372948793,1.5254083195752768,-0.0462280417332308,1.4633464192405985,-0.2389090349830271,-0.1584817376396092,0.8664141980316897,0.8662877692743567,0.1104226795149157
10,4,-0.1303138628903793,0.6784358239263167,1.620876900552363,0.1265403375017327,1.5824730689139237,-0.2299176819270335,-0.1311861142877649,0.5586142128456619,0.5587632934295452,0.109879583608312
10,5,-0.1325189965260876,0.6947130882974959,1.508066161359639,-0.0462280417332308,1.438683960937578,-0.2115561750352075,-0.1607168275945171,0.7743009427964603,0.7745699431452016,0.1373964428762268
11,1,-0.1329355551399813,0.6987026138786672,1.490680647748462,-0.0854533249022373,1.438683960937578,-0.2275195286263081,-0.1671378884708469,1.8320445382976167,1.8320225267519217,0.1529199342066458
11,2,-0.1335702158708923,0.6987026138786672,1.4863451081945522,-0.0854533249022373,1.4304768200713482,-0.2266689486933972,-0.1674143489593486,1.7951283798533446,1.795155557425497,0.1512604744920238
11,3,-0.1287887135327314,0.6907235627163246,1.5167372404674575,-0.0708386572290216,1.471553560106828,-0.2458376456106253,-0.1609311887684748,1.68540732159815,1.685453843820038,0.1100606155771799
11,4,-0.1315398309029476,0.6884894283908686,1.5340793986830954,-0.0630102460645055,1.479760700973058,-0.2540231860985981,-0.1585444223975362,1.6568167843001385,1.6566796238579506,0.068559036714223
11,5,-0.1331810458184197,0.6972663846694456,1.4863451081945522,-0.0854533249022373,1.4304768200713482,-0.2075897865059492,-0.1672765711285583,1.8276514445863987,1.827526554882845,0.1799540415575796
12,1,0.1054414655113822,-0.9491310321683466,2.1937750972059598,3.084050835081279,2.48205777926137,4.455220532842652,1.3495774340617477,-0.942052427636587,-0.9419921164680872,4.013426670313761
12,2,1.5049652179274462,-0.1649498839333062,2.289243678183046,6.393728147976022,2.457395320958349,1.1374167650105496,1.8343426439734285,-0.8446603743128763,-0.8435303325353185,1.8827256547312656
12,3,10.218186700859793,-0.7507718202725073,2.40205441737577,4.45688524281234,2.839396692577014,4.996631533993373,8.435356379383322,-0.644491185051705,-0.6457075702959659,4.258785332119333
12,4,2.492241147732928,-0.8272111304077502,2.323971350009861,3.756472314204951,2.761346782939169,5.503023436141026,5.383492473798195,-0.8655629976162557,-0.8646614003199772,4.480443892000623
12,5,0.3714407238361902,-1.017431710118,2.2979147572908647,5.028806790404305,2.601163911082529,5.263088956005013,2.49219319553657,-0.8541551252371236,-0.8543206650211022,4.1666400599655935
13,1,-0.1341094860596334,0.6977451277391861,-0.323395812398336,-0.2367620027093067,-0.4179764815252538,-0.3132476549333696,-0.1809010900156595,-0.8050871027368185,-0.804415377274356,-0.4552720512023356
13,2,-0.1341094599812116,0.6980642897856798,-0.3060102987871591,-0.2367606198761409,-0.4097693406590241,-0.3145403986856561,-0.1809008816001832,-0.6604692920175085,-0.6614434718377329,-0.4520134757627141
13,3,-0.1341094538300059,0.6840211597399568,-0.3407379706139738,-0.2367632637219626,-0.4344317989620447,-0.3111642506442559,-0.1809019393772084,-0.7649469803593126,-0.7644012276395783,-0.4625736739466726
13,4,-0.1341096692709927,0.6817870254145006,-0.3407379706139738,-0.2367632637219626,-0.4344317989620447,-0.3110444118520887,-0.1809000650808362,-0.7513779892996617,-0.7513629092192567,-0.4721683682966692
13,5,-0.1341095755619187,0.6813082823447602,-0.332066891506155,-0.2367626477616851,-0.4344317989620447,-0.3106814518321339,-0.1809016374789294,-0.8132001548325368,-0.8143065153863235,-0.4308478214025801
15,1,-0.1341096214839915,0.3160273201327117,-0.3494090497217927,-0.236766418702791,-0.2947462614188137,-0.16705810306319,-0.1809017922903428,-0.8634373071108272,-0.8628630115723469,0.199218860244601
15,2,-0.1341096373246711,0.2336835121373349,-0.323395812398336,-0.2367654624117882,-0.1879713587491644,1.2684122732370466,-0.1809028195223888,-0.6783959486132874,-0.6794273593140386,1.4347017037781231
15,3,-0.1341076732719964,0.131870819305842,-0.2278838760257105,-0.2367591035089546,-0.0647411386427242,0.9485900860903972,-0.1809018473847405,-0.6936654920772816,-0.6929152749212657,1.5865573536634463
15,4,-0.1341096676506452,0.4494370555670814,-0.4101933142676034,-0.2367680861103718,-0.3686926006235441,-0.2339005999448666,-0.1809036571793787,-0.7505631412725808,-0.7509133120323492,0.0362900882635269
15,5,-0.1341096686411972,0.1323495623755825,-0.3754656424407886,-0.2367674942160341,-0.2865391205525839,0.0636529224480916,-0.1809038161888415,-0.8276902784445404,-0.827344833806644,0.5550975390440025
16,1,-0.1341097235251163,-2.48286424659386,-0.7052701363066817,-0.2367745218964294,-0.7465904018090943,-0.2995894762697612,-0.1809047575681168,2.059564278728634,2.0599683005140843,-0.2873347280825841
16,2,-0.1341097236147959,-2.4847792188728217,-0.6965990571988627,-0.2367745218964294,-0.7547975426753241,-0.3007520502995212,-0.1809054526824139,2.0548877596166912,2.0550227314581,-0.2919661292861202
16,3,-0.1341097237472771,-2.4847792188728217,-0.7052701363066817,-0.2367745218964294,-0.7465904018090943,-0.2999607010340033,-0.180904712362923,2.049927815104025,2.049627565215209,-0.2895674556986211
16,4,-0.1341097234700856,-2.483662151710094,-0.6965990571988627,-0.2367745218964294,-0.7465904018090943,-0.3013285162135669,-0.1809057180271164,2.059847704129357,2.0599683005140843,-0.294772124803572
16,5,-0.1341097236861319,-2.485417542965809,-0.7052701363066817,-0.2367745218964294,-0.7465904018090943,-0.3006928196321282,-0.180904967120064,2.0687401760770663,2.0689602442522355,-0.289657971683055
17,1,-0.1341096917928028,0.1143169067486878,-0.6705858198754059,-0.2367748921711471,-0.5165852790330047,0.0385005506667906,-0.1809048187981377,-0.4442157112652622,-0.4442880305613529,0.5960560220003558
17,2,-0.1341097211893701,-0.1686202474679838,-0.9830481555256608,-0.2367759623600672,-0.8205367410138246,0.1099072525811803,-0.1809049290155323,-0.4407791782814865,-0.4406912530660923,0.743536732638039
17,3,-0.134109716966276,0.2719829577165799,-0.9222638909798502,-0.2367758258870204,-0.8287438818800544,-0.2103701842299665,-0.1809044925578046,-0.2891820170693532,-0.2891770010782244,0.1389503006090093
17,4,-0.1341097177244763,-0.0034538884074901,-0.9396494045910272,-0.2367758694612798,-0.7712528601121148,0.0809172845357661,-0.1809048818500321,-0.3626600522069937,-0.3629109397310738,0.7208624785373399
17,5,-0.1341097193468619,-0.1381402720278348,-1.0437890646759325,-0.2367760360912919,-0.7794600009783446,0.7405444330586016,-0.1809052082593529,-0.2510967288470949,-0.2514108373779846,1.6081152439561277
18,1,-0.1341096007537353,0.1176681082368718,-0.397143340210336,-0.2367700758311688,-0.2454623805171039,0.0684092827854866,-0.1809040778614424,-0.3246101921598259,-0.3242455816570189,0.6854254706314561
18,2,-0.1341097080431552,-0.1844187687694224,-0.7139845708100396,-0.2367747542072899,-0.5740763008009443,0.1122413541136783,-0.18090477680257,-0.1607548823663889,-0.1610418028095532,0.7325390405293166
18,3,-0.1341096832589731,0.2245873938122642,-0.64452922715641,-0.236774157627548,-0.5740763008009443,-0.2031357780637347,-0.1809042666432992,-0.1175325087560124,-0.1165316813056988,0.1511397865127785
18,4,-0.1341096753855113,-0.0154224651510042,-0.6705858198754059,-0.2367744370054237,-0.5083371024624438,0.1144969405754462,-0.1809046775756513,-0.2137908604768268,-0.2127454793039297,0.797816151303586
18,5,-0.1341097025930809,-0.1282462485865296,-0.7660544008524923,-0.2367751862441542,-0.5165852790330047,0.7450549172534466,-0.1809050741713424,0.0078123747140806,0.0080067394677118,1.6061993222856097
19,1,-0.1341097199664664,-0.183780444676435,-0.7833965590681301,-0.2367752861284535,-0.7547975426753241,-0.1957925527643855,-0.1809050778025415,-0.7902781255490008,-0.7913770588540354,0.1521354623415517
19,2,-0.1341097226935417,-0.1349486515628978,-0.792067638175949,-0.2367753327695228,-0.763045719245885,-0.192983917164053,-0.1809047965478159,-0.838318730971682,-0.8385847634793352,0.1381205707516982
19,3,-0.1341097216622263,-0.1307995449584797,-0.7833965590681301,-0.2367753094489881,-0.763045719245885,-0.18884465773345,-0.1809045631406523,-0.7783034023684205,-0.7778891432468064,0.1448187535998091
19,4,-0.1341097188108224,-0.2053238828147604,-0.7833965590681301,-0.2367752861284535,-0.7547975426753241,-0.1668569942855301,-0.1809050056711013,-0.8013317161772283,-0.8017177941529096,0.2024925216816281
19,5,-0.134109720751163,-0.1443639319344622,-0.792067638175949,-0.2367753327695228,-0.763045719245885,-0.1864134454555751,-0.1809059121862701,-0.7581801989170324,-0.7576572698359637,0.1368835189644346
20,1,-0.1341005189672703,0.70668166504101,0.5879779572289725,-0.2351989892570947,0.5103332218539964,-0.2904273184984948,-0.1807309401608959,-0.7099624526188989,-0.7108991623975706,-0.1597071900307428
20,2,-0.1341032698993828,0.70668166504101,0.5793068781211536,-0.2352700503125256,0.5062296514208816,-0.2909066736671636,-0.180728996126696,-0.6855170118064726,-0.6852721227438371,-0.1627093035144682
20,3,-0.1341024514588381,0.70668166504101,0.5793068781211536,-0.2351989892570947,0.5021260809877665,-0.2901890183715416,-0.1807300522146588,-0.6670943607594269,-0.6672882352675323,-0.1589830621552714
20,4,-0.1341023246396458,0.70668166504101,0.5879779572289725,-0.2351245757949391,0.5062296514208816,-0.2915044901706184,-0.1807302335274863,-0.7163040959600935,-0.7153951342666482,-0.1623170675819211
20,5,-0.1340977170217289,0.70668166504101,0.5879779572289725,-0.2351989892570947,0.5103332218539964,-0.2879692458016858,-0.1807296477149213,-0.7202720515702267,-0.7198911061357239,-0.1523603092941888
21,1,-0.1341097237798879,-1.6391593766877428,-1.113244408329562,-0.2367761492651013,-1.058790040360475,-0.1429119638988791,-0.180904815239618,1.3461116887566915,1.3460079677047851,-1.254075613831768
21,2,-0.1341097237452389,-1.6485746570593072,-1.113244408329562,-0.2367761412147249,-1.0505828994942452,-0.1479754972322889,-0.1809048846039453,1.3597515361665238,1.3599454804989215,-1.2483127628228077
21,3,-0.1341097236311013,-1.4944193886028465,-1.0958588947183854,-0.2367761327384027,-1.0423347229236843,-0.173857921425643,-0.1809054872407292,0.93688083828664,0.936874527618852,-1.191679928561979
21,4,-0.134109723062451,-1.5172394749271465,-1.113244408329562,-0.2367761412147249,-1.0505828994942452,-0.1502827383458529,-0.1809049351477334,1.0978310377226583,1.09783032053178,-1.237330156711491
21,5,-0.1341097237187427,-1.5788377499004322,-1.1045733292217432,-0.2367761238787293,-1.0505828994942452,-0.1645635277457784,-0.1809040428205262,1.218003407629542,1.217872769436114,-1.199238013262212
22,1,-0.1341097237798879,-1.177172314388101,-1.26945389845692,-0.2367762639723157,-1.1162810621284147,0.0600088589460417,-0.1809065044835964,0.6530302994617719,0.6531787026801448,-1.6207558667736188
22,2,-0.134109723698361,-1.20206695401461,-1.2781683329602782,-0.2367762665279907,-1.1327363795652057,-0.0262757601430375,-0.1809032450012107,0.890859638844116,0.8905660173673674,-1.5299381623915755
22,3,-0.1341097236188722,-1.4310657223738454,-1.2781683329602782,-0.2367762665279907,-1.1327363795652057,-0.0072923312435852,-0.1809049546799113,1.4483574020677965,1.4480665291328143,-1.5439832259762405
22,4,-0.1341097234191313,-1.1505222835058762,-1.26945389845692,-0.2367762677419364,-1.1327363795652057,-0.031361332794547,-0.1809043895821125,0.7823785667170882,0.7822130953226312,-1.5138414031597416
22,5,-0.1341097237717352,-1.3624458823776984,-1.2521117402412822,-0.236776258520209,-1.1244882029946446,-0.0132553442469397,-0.1809047909466143,0.9004252461185436,0.9004571554793349,-1.5358820453694038
23,1,-0.1341097239653616,-2.4822259225008723,-0.99171923463348,-0.2367759277306705,-1.0423347229236843,-0.3139632440429198,-0.1809049730860477,2.0603791267557146,2.060417897700993,-0.3684219641379798
23,2,-0.1341097240102014,-2.4809492743148973,-0.99171923463348,-0.2367759277306705,-1.0423347229236843,-0.3139412047248201,-0.1809049842358153,2.066614485571638,2.0667122583176987,-0.3668077624155747
23,3,-0.1341097239572089,-2.48589628603555,-0.9830481555256608,-0.2367759277306705,-1.0423347229236843,-0.3133736922837524,-0.1809051970998078,2.045889003143712,2.0460307877199475,-0.3618595552665198
23,4,-0.1341097239755525,-2.485736705012304,-0.9873836950795704,-0.2367759184663485,-1.0423347229236843,-0.3141643528205797,-0.1809053478941369,2.0646659359416617,2.06446427238316,-0.3708357237228846
23,5,-0.1341097239327508,-2.4846196378495757,-0.9830481555256608,-0.2367759277306705,-1.0423347229236843,-0.3139398272674389,-0.1809050566830685,2.097224428849806,2.0972848670274176,-0.367758180252131
24,1,-0.1341096224358183,0.3289533830157065,-0.6011304762217763,-0.2367731192141874,-0.6767681508896445,-0.3105168456750767,-0.1809042656677496,-0.7380924236407345,-0.7374253964251201,-0.4109493908245212
24,2,-0.1341096197454301,0.3195381026441421,-0.6011304762217763,-0.2367730454403682,-0.6808922391749249,-0.3105023823725737,-0.180904280838431,-0.7461700475613621,-0.7468669373501801,-0.4188393674676788
24,3,-0.1341096141119203,0.3244851143647947,-0.6011304762217763,-0.2367731929880067,-0.6726440626043639,-0.310675942002609,-0.1809044102635536,-0.8026425586555753,-0.8026169885267257,-0.416863101807538
24,4,-0.1341096185164119,0.3292725450622002,-0.6011304762217763,-0.2367730454403682,-0.6808922391749249,-0.3108860042532469,-0.1809041144590176,-0.8101887599498461,-0.8107097378910629,-0.4186734214962166
24,5,-0.1341096231797514,0.3222509800393386,-0.6011304762217763,-0.2367730454403682,-0.6808922391749249,-0.3112165940247427,-0.1809046498513983,-0.8154321298632364,-0.814756112573231,-0.4245117024922051
