f_id,i_id,ic.eps.ratio,ic.eps.max,disp.ratio_median_02,disp.ratio_mean_05,ela_meta.quad_w_interact.adj_r2,ela_meta.lin_simple.coef.min,ela_level.mmce_qda_50,ic.eps.s,ela_level.qda_mda_50,ela_level.mmce_mda_50
3,1,-0.3613556696461425,-0.3825623654258598,-0.8027564129914537,-0.8310026820284113,0.5955933961704907,-0.1763836251063078,-0.1432946148451691,-0.3458433354004652,0.3606653573338513,-0.346667602503982
3,2,-0.1141919403395523,-0.3824802029634102,-0.7545801994322169,-0.703050390670961,0.6399224606764198,-0.1763838636670958,-0.9540428247808233,0.0883746195217453,0.7084602304933122,-1.1393982557918363
3,3,0.0241802413821389,-0.3822185800296235,-0.5118811613130404,-0.4552513829741797,0.6305730579806238,-0.1763709481934816,-0.4613160726395928,0.0094483086872245,0.6832924416016899,-0.6971303269814251
3,4,-0.1636246862008704,-0.3824954202383036,-0.7104944190997071,-0.7047872996034148,0.623802800856082,-0.1763772752404657,-0.4505776857530287,-0.0991061800433281,0.7377028042531014,-0.7069665988742431
3,5,-0.2526135054237425,-0.3825125341770246,-0.8454787155817209,-0.9016369786148756,0.6189669029099804,-0.1763724168981585,0.0198462628545676,-0.2964959043290379,-0.2469569744781634,0.0227390530262956
4,1,0.0241802413821389,-0.3824251518026262,-0.6995865971617659,-0.8049490480415992,0.5299863807017157,-0.1763686365740205,0.1838131703148095,0.1081431708300795,-0.0758160100151347,0.1280235929160882
4,2,0.2120345523276473,-0.381701868493032,-0.5905083777823619,-0.6544169405622458,0.6521734021398763,-0.1763381920685977,-0.559200599259435,0.2561854640443618,1.3851142118366322,-0.8832908802121666
4,3,-0.124117996201815,-0.3824354163330761,-0.7532167216899744,-0.7835271712079986,0.5980113451435414,-0.1763889156239555,0.0528874532747675,-0.0793869268679326,0.3599462776512331,-0.1572282919756345
4,4,0.0884773793556017,-0.3824197777338999,-0.7264016594258697,-0.7974224426676323,0.6154205777495061,-0.1763454858053834,-0.1969865492779939,0.1476309753138091,0.7580767285939376,-0.4836467962706334
4,5,0.0538596422439294,-0.3824954202383036,-0.6914057307083114,-0.7638422033068534,0.6231580144632685,-0.1763696654970711,-0.1383384362821392,0.1870694816646002,0.5219788994677707,-0.3798194818464429
5,1,-0.8062503823980047,-0.382639909948714,0.561175821831855,0.57994634076845,0.6637795572105196,-0.1763879537745178,-1.2105250654176247,-0.9281528816698968,0.529169696293948,-1.3587106883650388
5,2,-0.8062503823980047,-0.382639909948714,0.4370993472877814,0.4919429548574442,0.6637795572105196,-0.1763879537745178,-1.1931784404470198,-0.9281528816698968,0.6063509155615886,-1.341223982777807
5,3,-0.8062503823980047,-0.382639909948714,0.5189080118223361,0.5579454942906983,0.6637795572105196,-0.1763879537745178,-1.2072209463756047,-0.9281528816698968,0.5049606803124832,-1.3547033183346324
5,4,-0.8062503823980047,-0.382639909948714,0.4834575905240285,0.5631562210880612,0.6637795572105196,-0.1763879537745178,-1.1940044702075248,-0.9281528816698968,0.7777315732521566,-1.3547033183346324
5,5,-0.8062503823980047,-0.382639909948714,0.5030007714961717,0.5724197353944832,0.6637795572105196,-0.1763879537745178,-1.1960695446087874,-0.9281528816698968,0.7324295532472374,-1.3536103992354294
6,1,1.1512567236926894,-0.2871021398046898,-0.222823879957618,-0.1478185019298074,0.5851156172872711,-0.1132318264642963,-0.6649324086040752,1.0753725390832325,0.2719788631443262,-0.820265878824851
6,2,1.1216267061933982,-0.29551761184357,-0.3437189064364582,-0.3307729094816372,0.5607749309585608,-0.1446197727297412,-0.4918791737782776,1.0556039877748986,-0.2169953210357565,-0.5463074912915484
6,3,1.1512567236926894,-0.291406842410036,-0.4450707519431552,-0.3747746024371407,0.5704467268507635,0.0243436415083567,-0.559200599259435,1.0753725390832325,-0.158030787061099,-0.6188044582052813
6,4,1.2006894695540076,-0.2566575960367083,-0.2478209718987319,-0.2161369199396679,0.6130026287764554,-0.1213934895767655,-0.6798009442931645,1.1197655077943418,-0.1640231177495808,-0.7448544609799127
6,5,1.032637886970526,-0.3251070939028809,-0.0051219337795555,-0.063288933883708,0.4419730380826712,-0.1481345787107464,-0.2556346622738486,0.9963969301157736,0.031087169467374,-0.3612398571600088
7,1,-0.124117996201815,-0.3823790197528103,0.0971388968886363,0.1648251059119252,0.6552361375057405,-0.1763684588635206,-0.7066469115095777,-0.1682221624230895,0.2405790503366838,-0.8537820645337124
7,2,-0.1735507420631331,-0.3824354163330761,0.0103308139658604,0.0716109932035578,0.6521734021398763,-0.1763438449220508,-0.6166096676145322,-0.2175695934945171,-0.2074075919341862,-0.692758650584617
7,3,-0.1735507420631331,-0.3824452175477261,0.0635064459133205,0.1202444433122717,0.6508838293542494,-0.1763515272709026,-0.6364343818666521,-0.1978010421861829,-1.0175707010168722,-0.4767249753090207
7,4,-0.2624901779235064,-0.3825025187774549,-0.3369015177252462,-0.2705600664898948,0.643468785836894,-0.1763695154457929,-0.5203772005157,-0.3162644556373719,-0.5190087877352197,-0.4821895708050307
7,5,-0.2328601604242149,-0.3824802029634102,-0.2196424318923847,-0.1640296519660462,0.6457255382117412,-0.1763492806506129,-0.5773732539905448,-0.2767766511536423,-0.1218371097026716,-0.6665285922037689
8,1,1.0474528957201716,-0.3195493525897449,-1.0827238427319268,-1.1256982309014525,0.6433075892386907,-0.1542273693733714,-0.0392148650215395,0.9963969301157736,-0.0978677869487465,-0.0865528568939047
8,2,1.1018239778313716,-0.3013175461364172,-0.9877348933556944,-1.0058515145621216,0.6521734021398763,-0.1640316140946721,-0.1391644660426441,1.0457443611872006,-0.1302263726665457,-0.1812725121580786
8,3,1.12656504244328,-0.291406842410036,-0.9668282346413086,-0.9751661234220992,0.6531405817290968,-0.1472211384430194,-0.1560980761329965,1.0457443611872006,-0.1292675997563888,-0.1983949113789107
8,4,1.07219396033208,-0.313454848649675,-1.0495458843373573,-1.0944338701172789,0.6445971620243176,-0.163498116801487,-0.0400408947820444,0.9963969301157736,-0.2754804685553355,-0.0351856592314104
8,5,1.07219396033208,-0.313454848649675,-1.0236398072347486,-1.0394317539228992,0.6460479314081482,-0.1520773018950054,-0.1057102607421917,0.9963969301157736,-0.2354516995562793,-0.120433348969167
9,1,1.0029584861087353,-0.336953192854021,-0.9145615878553446,-0.9068477054122386,-0.1820189935626062,-0.1687382504107074,0.1792700066320321,1.0062565567034711,-1.5808497857341246,1.135330696013937
9,2,0.9930818136089716,-0.336953192854021,-0.9840989527097146,-1.029010300328176,-0.1412362542171517,-0.1726362686862699,0.2065289887286969,0.9963969301157736,-1.5312332876334986,1.103636042137079
9,3,1.0029584861087353,-0.3347972221080288,-0.930468828181507,-0.9080056447005412,-0.209261218658977,-0.1715225528339349,0.199920750644657,1.0062565567034711,-1.5798910128239678,1.1480814188379604
9,4,0.9930818136089716,-0.336953192854021,-0.945921575926923,-0.9161112197186606,-0.1154447985046111,-0.1723635245576144,0.1933125125606171,0.9963969301157736,-1.5590377020280526,1.1101935567322905
9,5,1.0029584861087353,-0.3347972221080288,-0.9781905491599964,-1.0342210271255377,-0.1518752296985746,-0.1738456598612136,0.1805090512727896,1.0062565567034711,-1.578213160231193,1.1043646548698802
10,1,1.9521067133360408,3.615469953569978,0.6079885576488494,0.6071579140435635,0.6350865627303183,2.7560672394174905,-0.9651942265476416,1.9636262983689263,0.1871274605954297,-1.105882070082975
10,2,1.9421806574737777,3.181213650203897,0.7216117028357292,0.7368471143334689,0.6366985287123522,9.974156387486593,-0.8598754320832537,1.9586718360086088,0.5749511027539462,-1.042128455962859
10,3,1.8828712391126965,2.138829431980493,0.8593229548022288,0.8781157075064003,0.6450807518189277,0.582345192136188,-0.8507891047176988,1.924138493885197,-0.6093731345175195,-0.869447238288942
10,4,1.991613403335096,4.425034442435291,0.5484500295709248,0.5081541048936817,0.6310566477752338,1.1114007289256185,-1.1337042976906608,2.067250973805631,0.2317104009177313,-1.2712771604288784
10,5,1.8631178941131683,2.138829431980493,0.7666064683297338,0.8520620735195882,0.6474987007919785,0.3632762540216238,-0.8322034351063363,1.894510315989165,-0.3735149986188906,-0.89604160303619
11,1,1.843315165751142,1.619770103447169,1.835573018247902,1.8253100453380229,0.6515286157470628,0.2219525313957051,-0.8710268338500711,1.894510315989165,3.80002347929464,-1.2446827956816298
11,2,1.83837682950126,1.619770103447169,1.7983046266266054,1.7911508363330928,0.6515286157470628,0.0066344126357469,-0.9201756046001184,1.8846506894014676,4.138710009807609,-1.2712771604288784
11,3,1.872994566612932,1.813162705777468,1.6874084369242104,1.6440925467186471,0.643468785836894,1.6288303957104338,-0.9255447980434016,1.9339981204728949,-0.6225562620321782,-0.9554235407594988
11,4,1.89274791161246,1.9167543057419307,1.6583209117563693,1.6122492162903233,0.6412120334620467,0.6954727956703989,-0.8900255183416861,1.9438577470605929,-0.1354996236724093,-0.9951329346971718
11,5,1.83837682950126,1.619770103447169,1.8310280924404263,1.831099741779536,0.6500778463632326,0.1386661573063855,-0.9466085569362784,1.8846506894014676,3.99633223264929,-1.286213721451306
13,1,-0.2229834879244511,-0.3824635162672393,-0.8295714752555575,-0.7592104461536417,0.6505614361578427,-0.1763210419681277,-0.6050452509674622,-0.3359837088127674,-0.2591813290826658,-0.6621569158069609
13,2,-0.2031807595624246,-0.3824452175477261,-0.6850428345778458,-0.5600448885655757,0.6508838293542494,-0.176312194474558,-0.6979735990242744,-0.3261240822250696,-0.210763297119736,-0.7790992594215754
13,3,-0.2427368329239787,-0.3824802029634102,-0.7891216355690286,-0.7580525068653391,0.6366985287123522,-0.1763101075862741,-0.3857343495533856,-0.3557522601211016,-0.8586540911583451,-0.2053167323405227
13,4,-0.2427368329239787,-0.3824802029634102,-0.7759413507273499,-0.7279460853694693,0.6344417763375048,-0.1763831991542923,-0.3493890400911657,-0.3557522601211016,-0.8529014536974037,-0.1769008357612706
13,5,-0.2328601604242149,-0.3824720520999301,-0.8395703120320028,-0.8327395909608651,0.6339581865428947,-0.1763514069532878,-0.3510410996121758,-0.3557522601211016,-0.8773501629064078,-0.1688860957004566
14,1,-0.5590866530914146,-0.3826230096312681,-0.4291635116169918,-0.267086248624987,0.5232161235771738,-0.1763854741252844,-0.5290505130010026,-0.5037945533353838,0.0871753847115597,-0.6479489675173348
14,2,-0.5393333080918868,-0.3826215954471542,-0.4650684254960459,-0.2352429181966632,0.4650241516257543,-0.1763840669623759,-0.6273480545010971,-0.4643067488516542,1.2815667375396742,-0.9230002741498397
14,3,-0.6283221273147591,-0.3826312760418758,-0.5864179445556347,-0.4118286596628261,0.4526120135640941,-0.1763910467669943,-0.3849083197928806,-0.5630016109945092,-0.3828630344929217,-0.3685259844880221
14,4,-0.6184454548149952,-0.3826302518997734,-0.4714313216265116,-0.3313518791257872,0.2883526799948517,-0.1763984698106418,-0.3803651561101031,-0.5235138065107795,-0.2249051975445521,-0.4195288757841158
14,5,-0.5393333080918868,-0.3826215954471542,-0.4396168409741846,-0.2450854021472352,0.4909768039364982,-0.1763832302709168,-0.5071607243476202,-0.4346785709556224,0.3453249907713385,-0.6705359622341763
15,1,-0.2526135054237425,-0.3825219521133974,-0.8886555107527357,-0.8576352856593734,0.2649791732553619,-0.1763669867014408,-0.2300277396981938,-0.1879414155984851,-0.2738026159625604,-0.2381043053165829
15,2,-0.2229834879244511,-0.3825092977301604,-0.7032225378077477,-0.6897340888554786,0.1818017285824186,-0.1763723608882344,-0.3692137543432857,-0.059667673692537,-0.0863625120268618,-0.4351940495393444
15,3,-0.1141919403395523,-0.3824251518026262,-0.7168573152301717,-0.6063624600976845,0.0789582989286631,-0.1757060267250065,-0.531115587402265,0.0883746195217453,0.1909625522360579,-0.6781863959285903
15,4,-0.3218489796470871,-0.382544016541984,-0.7754868581466025,-0.7348937210992847,0.3997395293533861,-0.1763826494272592,-0.3386506532046008,-0.2767766511536423,-0.1431698069536657,-0.3856483837088535
15,5,-0.2822929062855329,-0.3825361841376608,-0.8527505968736805,-0.8686357088982493,0.0794418887232732,-0.176382985486804,-0.129252108916585,-0.1780817890107873,-0.605298349649352,0.0019735901414576
16,1,-0.6579521448140506,-0.3826291798478863,2.0660007566868948,2.1252163210084274,-2.5622479626336907,-0.1764016056749121,2.7639171272521668,-0.7307631573841871,0.7070220711280768,2.1255153998909537
16,2,-0.6480754723142869,-0.3826291798478863,2.0610013382986714,2.136795713891454,-2.564182321812131,-0.1764016361000561,2.7461574874013084,-0.7406227839718849,0.6619597443506963,2.12332956169255
16,3,-0.6579521448140506,-0.3826291798478863,2.0555474273297016,2.0939519602242536,-2.564182321812131,-0.1764016810462915,2.765156171892925,-0.7307631573841871,0.7103777763136261,2.135351671783772
16,4,-0.6480754723142869,-0.3826291798478863,2.0660007566868948,2.1333218960265468,-2.5630539456247075,-0.1764015870049374,2.725506743388684,-0.7307631573841871,0.6856893738770827,2.140816267279781
16,5,-0.6579521448140506,-0.3826291798478863,2.075090608301844,2.1408485014005123,-2.5648271082049443,-0.1764016603018751,2.733767040993734,-0.7307631573841871,0.691681704565564,2.1164077407309363
17,1,-0.6184454548149952,-0.3826340796097445,-0.4655229180767934,-0.2566647950302637,0.0612266731262913,-0.1763908400143114,-0.4138193614105555,-0.4544471222639564,0.6629185172608533,-0.6563280139445509
17,2,-0.9743513483439852,-0.3826482411784422,-0.4618869774308137,-0.4118286596628274,-0.224574895488298,-0.1764008132382079,0.1821611107937995,-0.8195983929393441,0.0413939782515614,0.0802994589176006
17,3,-0.9051158741206408,-0.3826464352613831,-0.308722977718899,-0.2033995877683381,0.2204889121512294,-0.1763993804905192,-0.411754287009293,-0.8294580195270419,0.5087957719531114,-0.614797088174874
17,4,-0.9249186024826672,-0.3826470118697326,-0.3832597609614922,-0.2751918236431064,-0.0577364163478016,-0.1763996377212819,0.1420986674093072,-0.760391335280219,0.1744237195358495,-0.0009408607897477
17,5,-1.0435374392048309,-0.3826492168471154,-0.2705456009361074,-0.2294532217551489,-0.193786345231453,-0.1764001881397955,0.5906328273635196,-0.7702509618679166,0.0718350181490474,0.4810364619583364
18,1,-0.3069845875349425,-0.3825703460686933,-0.3441733990172057,-0.1756090448490721,0.0646118016885622,-0.1763599536528206,-0.3977117810807081,-0.1287343579393599,0.7007900472120558,-0.6497704993493382
18,2,-0.6678782006763132,-0.3826322539651272,-0.1791925922058558,-0.1819777109347376,-0.2405333587104325,-0.1763963531886944,0.2284187773820785,-0.5235138065107795,-0.0199674879984877,0.1560751831289404
18,3,-0.5887660539532049,-0.3826243595599061,-0.1341978267118512,-0.0117606355542389,0.172613522484826,-0.1763879447852707,-0.3593013972172257,-0.5235138065107795,0.4817104372411757,-0.5674372605427871
18,4,-0.6184454548149952,-0.3826280565043474,-0.231459238991821,-0.1628717126777436,-0.0698261612130551,-0.1763852735959265,0.1557281584576397,-0.4445381975433202,0.2240402176364749,-0.0166060345449764
18,5,-0.7271876190373951,-0.382637971011547,-0.0083033818447878,0.0085033019910589,-0.1837921561428432,-0.1763945041697179,0.5307456697269082,-0.4544471222639564,0.0085560060786832,0.4704715773327166
19,1,-0.7469409640369228,-0.3826392927579589,-0.8163911904138799,-0.8483717713529514,-0.2398885723176191,-0.176400398349881,0.199920750644657,-0.7406227839718849,-1.5647903394889946,1.132416245082731
19,2,-0.7568176365366867,-0.382639909948714,-0.8641129113923692,-0.9942721216790932,-0.1905624132673854,-0.1764013235508499,0.2172673756152618,-0.7505317086925212,-1.5233234111247036,1.124765811388317
19,3,-0.7469409640369228,-0.3826396013533364,-0.8027564129914537,-0.8605301338801299,-0.1863713017140977,-0.1764009736616943,0.1970296464828894,-0.7505317086925212,-1.581089478961664,1.1382451469451422
19,4,-0.7469409640369228,-0.3826392927579589,-0.8268445197710717,-0.913216371497904,-0.2616501130750753,-0.1764000062804122,0.2255276732203118,-0.7406227839718849,-1.543457642238001,1.1484457252043612
19,5,-0.7568176365366867,-0.382639909948714,-0.7823042468578155,-0.8790571624929739,-0.2000730125613847,-0.1764006645698907,0.1825741256740519,-0.7505317086925212,-1.578213160231193,1.120029828625109
20,1,0.8151041751632274,-0.3617805116475358,-0.7350370184600725,-0.806106987329903,0.659588445657232,-0.1732788221420845,-0.4171234804525754,0.7792386545217296,0.0109529383540766,-0.5095125482850809
20,2,0.8052275026634635,-0.3627208465727912,-0.7091309413574648,-0.7099980264007778,0.659588445657232,-0.1742121168906919,-0.411754287009293,0.7743088412278808,0.0042415279829771,-0.5124269992162861
20,3,0.8052275026634635,-0.3617805116475358,-0.6909512381275639,-0.7673160211717625,0.659588445657232,-0.1739344487290774,-0.4150584060513129,0.7693790279340316,-0.0391429462016282,-0.4996762763922627
20,4,0.8151041751632274,-0.3607958150799185,-0.7395819442675493,-0.7962645033793297,0.659588445657232,-0.1738914234266241,-0.4146453911710605,0.7743088412278808,-0.0108591453519959,-0.5131556119490875
20,5,0.8151041751632274,-0.3617805116475358,-0.744126870075024,-0.7557366282887339,0.659588445657232,-0.1723282203269233,-0.4088631828475255,0.7792386545217296,-0.0206865676811059,-0.4989476636594614
21,1,-1.1226495859279393,-0.382650714450619,1.344266538459832,1.1629687724288682,-1.7100015479324295,-0.1764016921099802,1.2233716239103478,-1.1058233527802108,-0.083965579751469,1.2482656695981442
21,2,-1.1226495859279393,-0.3826506079218038,1.3583558084630056,1.18496961890662,-1.7195121472264288,-0.176401680354811,1.1944605822926728,-1.0959637261925133,-0.2368898589215147,1.2868821444366143
21,3,-1.102846857565913,-0.3826504957565432,0.9306782899795888,0.8011127448342691,-1.5637962333619653,-0.1764016416319005,1.2122202221435303,-1.086054801471877,-0.3313289905719819,1.3994528116544214
21,4,-1.1226495859279393,-0.3826506079218038,1.0933866338872011,0.95048691302532,-1.5868473469050484,-0.1764014487088285,1.1593543174712106,-1.0959637261925133,-0.0496894482133554,1.1360593087467383
21,5,-1.1127729134281754,-0.382650378518482,1.2147361529467888,0.9649611541291035,-1.649069233811552,-0.1764016713655639,1.1952866120531778,-1.0959637261925133,-0.2924986877106225,1.3612006431823516
22,1,-1.3005778410111848,-0.3826522323453256,0.6438934715279037,0.5301549513714335,-1.2433373961336491,-0.1764016921099802,0.5175291935588281,-1.174890037027034,-0.5789320946200336,0.76628834685006
22,2,-1.3105038968734477,-0.3826522661639971,0.8838655541625942,0.6760553016975765,-1.268484065453376,-0.1764016644507584,0.544788175655493,-1.194658588335368,-0.2459982015680065,0.6027147883361592
22,3,-1.3105038968734477,-0.3826522661639971,1.447436354289519,1.2046545868077667,-1.499801183875224,-0.1764016374830172,0.6170657796996802,-1.194658588335368,-0.3735149986188906,0.7808606015060867
22,4,-1.3005778410111848,-0.3826522822278662,0.7743328422024417,0.6743183927651214,-1.216417564233685,-0.1764015697179238,0.595175991046297,-1.194658588335368,-0.2606194884479011,0.6708400788530848
22,5,-1.2808244960116573,-0.3826521601988264,0.8938643909390396,0.6951612999545705,-1.4304866466477713,-0.1764016893440581,0.6026102588908427,-1.184749663614732,-0.4145025405281037,0.797254387994117
23,1,-0.984228020843749,-0.3826477829354431,2.066455249267643,2.139690562112209,-2.561603176240877,-0.1764017550347098,2.718898505304644,-1.086054801471877,0.6955167962061917,2.1189578852957416
23,2,-0.984228020843749,-0.3826477829354431,2.072818145398108,2.132163956738244,-2.56031360345525,-0.1764017702472818,2.726332773149189,-1.086054801471877,0.6924007842481822,2.113857596166133
23,3,-0.9743513483439852,-0.3826477829354431,2.051911486683721,2.14374334962127,-2.5653106979995544,-0.1764017522687876,2.751526680844591,-1.086054801471877,0.6876069196973965,2.1313443017533653
23,4,-0.9792896845938672,-0.3826476603427589,2.070545682494369,2.1003206263099177,-2.5651495014013515,-0.1764017584921125,2.7395492493172693,-1.086054801471877,0.6959961826612702,2.125879706257355
23,5,-0.9743513483439852,-0.3826477829354431,2.10372364088894,2.1373746835356044,-2.564021125213928,-0.1764017439710211,2.738310204676512,-1.086054801471877,0.7060632982179199,2.1091216134029227
24,1,-0.5393333080918868,-0.3826106184700244,-0.7618520807241763,-0.8472138320646488,0.2780360977098352,-0.1763673096228553,-0.0862985613703244,-0.6468823841893481,-1.7062093437371555,0.7968900816277159
24,2,-0.5393333080918868,-0.3826096422377066,-0.7713964249198743,-0.8292657730959574,0.2685254984158359,-0.1763663968685362,-0.10860136490396,-0.6518368465496662,-1.802805714435476,0.8515360365878163
24,3,-0.5393333080918868,-0.3826115947023422,-0.8277535049325676,-0.8541614677944657,0.2735225929601408,-0.1763644856163106,-0.1172746773892618,-0.6419279218290299,-1.7553464553827034,0.7976186943605176
24,4,-0.5393333080918868,-0.3826096422377066,-0.8359343713860231,-0.8663198303216428,0.278358490906242,-0.1763659799057677,-0.0891896655320918,-0.6518368465496662,-1.713400140563334,0.7943399370629107
24,5,-0.5393333080918868,-0.3826096422377066,-0.8400248046127503,-0.8645829213891902,0.2712658405852934,-0.1763675620132541,-0.0982759928976466,-0.6518368465496662,-1.779315778136629,0.846435747458207
