f_id,i_id,ela_meta.lin_simple.coef.min,ic.eps.max,ela_meta.quad_w_interact.adj_r2,ic.eps.s,ic.eps.ratio,pca.expl_var_PC1.cov_init,ela_level.lda_qda_10,ic.m0,disp.ratio_mean_02,ela_level.qda_mda_10
4,2,-0.1341095337258417,-0.2367043918821167,0.6898777415915606,0.0697131974298068,0.0599015092631289,0.4391988273757163,-0.2028735515046694,-0.1825861351545799,-0.6137439182126755,0.0910394095814359
4,3,-0.1341096832360124,-0.2367598260489241,0.636424476699998,-0.2105570460537065,-0.2349505086119241,0.4387818257273864,-0.3436217883665333,0.1145346140169831,-0.7664614171313131,0.1969589565251014
4,4,-0.1341095552244891,-0.236758644240911,0.6536058832722859,-0.0209515706252389,-0.048475124896322,0.4391988273757163,-0.5615834085749586,0.0608696328890796,-0.7636762955704872,0.3610892459817167
4,5,-0.1341096264953179,-0.2367643605404868,0.6612420639710808,0.0119874913384471,-0.078839641501348,0.4391988273757163,-1.113710234193839,0.1825975169109108,-0.718185976743658,1.2324500514332914
5,1,-0.134109680400914,-0.2367752796193411,0.7013320126397528,-0.9194468333396836,-0.8332744285337851,0.293873752932696,0.9131410786534278,-1.2323255220955245,0.5606490066023746,-0.8607362360426667
5,2,-0.134109680400914,-0.2367752796193411,0.7013320126397528,-0.9194468333396836,-0.8332744285337851,0.2951247578776865,0.7510441083166047,-1.2218543062656906,0.4376394709992164,-0.8229292589466275
5,3,-0.134109680400914,-0.2367752796193411,0.7013320126397528,-0.9194468333396836,-0.8332744285337851,0.292622747987706,0.6939010911710524,-1.2820637972872402,0.4965912107033707,-0.8418327474946471
5,4,-0.134109680400914,-0.2367752796193411,0.7013320126397528,-0.9194468333396836,-0.8332744285337851,0.294082253756861,0.9054708750097298,-1.287299405202157,0.4812730421188272,-0.9522531250449842
5,5,-0.134109680400914,-0.2367752796193411,0.7013320126397528,-0.9194468333396836,-0.8332744285337851,0.2947077562293565,0.7619102301451774,-1.3422732883087898,0.4831297898260445,-0.9168465909391694
6,1,-0.1339235246136731,-0.2295554959904314,0.6236975088686735,0.7538986882430195,0.8837285296782357,0.4391988273757163,0.4625166145861547,-1.0124299896689906,-0.2168640957949417,-0.4412588235008961
6,2,-0.1340160421269496,-0.2301914527137698,0.5996753570870483,0.737387983433722,0.8577389291603819,0.4391988273757163,0.1119883080691439,-0.8553617522214676,-0.3194494066187059,-0.2804291431558401
6,3,-0.1335180141646285,-0.229880802111252,0.6092205829605417,0.7538986882430195,0.8837285296782357,0.4391988273757163,0.1287349193578853,-0.8475083403490923,-0.448029185343517,-0.2387214462006855
6,4,-0.1339475815165676,-0.2272548036218075,0.6512195768039125,0.7909757198658935,0.9270878465421888,0.4391988273757163,0.6546552158607958,-0.990178656030591,-0.2340390120867035,-0.6942055035958263
6,5,-0.1340264021902128,-0.2324275281197342,0.4824281659409718,0.6879382166607385,0.7796834956050939,0.4391988273757163,-0.1118538015994504,-0.6367751217736659,0.0040888813639365,0.0670349796791887
7,1,-0.1341096229387063,-0.2367555641626951,0.6929003964515001,-0.2847522831269091,-0.2349505086119241,0.4387818257273864,1.8476275559106663,-0.7912255552637304,0.128955164674312,-1.4857515796224283
7,2,-0.1341095503879049,-0.2367598260489241,0.6898777415915606,-0.3259672844089713,-0.2783098254758771,0.4387818257273864,1.1075807410211786,-0.6786599850930065,0.0389029008742643,-1.2030994175234673
7,3,-0.1341095730320054,-0.2367605667261345,0.6886050448084282,-0.3094565795996736,-0.2783098254758771,0.4383648240790563,0.859066142965355,-0.498031512028352,0.0760378550186148,-1.0905786523566838
7,4,-0.1341096260530344,-0.2367648969766698,0.6812870383054168,-0.4083972869730954,-0.356321943030302,0.4375308207823963,0.7897786367172809,-0.5058849239007303,-0.3138791634970542,-0.8661372327706717
7,5,-0.1341095664099818,-0.2367632105719248,0.6835142576758984,-0.3754170511819549,-0.3303323425124481,0.4383648240790563,1.2078047352988364,-0.6838955930079234,-0.1890128801866797,-1.1562907792140855
8,1,-0.1340443609899461,-0.2320075299380118,0.6811279512075252,0.6879382166607385,0.7926782958640209,0.4391988273757163,-0.2349605700808079,0.0962099863147741,-1.1192434815026315,0.0898391880863237
8,2,-0.1340732594828102,-0.2306297534046183,0.6898777415915606,0.7291532179428004,0.8403692128142829,0.4391988273757163,-0.1025217204996177,-0.113214330281923,-1.0129446752644318,-0.0250820200706848
8,3,-0.1340237097801589,-0.229880802111252,0.6908322641789101,0.7291532179428004,0.8620705292466908,0.4391988273757163,-0.1053341285023067,-0.081800682792419,-0.9976265066798872,-0.0175806357262327
8,4,-0.1340716869733351,-0.2315469686363768,0.6824006479906576,0.6879382166607385,0.8143796122964287,0.4391988273757163,-0.1663122474697078,0.0242203774846587,-1.083501088138695,0.0136251231466885
8,5,-0.1340380235604503,-0.2315469686363768,0.6838324318716817,0.6879382166607385,0.8143796122964287,0.4391988273757163,-0.1949476744061815,0.0058957497824469,-1.05843499409126,0.0733361425285285
9,1,-0.1340871325245242,-0.2333227371155581,-0.1333979899972413,0.6961729821516598,0.7536505790863767,0.4391988273757163,-0.9494400394913008,0.0412361032081414,-0.7841005203498791,0.9053896940151724
9,2,-0.1340986221248475,-0.2333227371155581,-0.0931489542306779,0.6879382166607385,0.7449873789137589,0.4391988273757163,-1.0182161988297955,0.0464717111230582,-0.9038607474654052,1.036813947729976
9,3,-0.1340953393926712,-0.2331598105340306,-0.1602837095409142,0.6961729821516598,0.7536505790863767,0.4391988273757163,-0.9375512238435684,0.0085135537399053,-0.8031321843488571,0.8792848764964788
9,4,-0.1340978181981321,-0.2333227371155581,-0.0676950185680289,0.6879382166607385,0.7449873789137589,0.4391988273757163,-0.9727063238771856,0.0608696328890825,-0.8216996614210329,0.946797335596549
9,5,-0.1341021868647365,-0.2331598105340306,-0.1036487026915205,0.6961729821516598,0.7536505790863767,0.4391988273757163,-0.9957169348082804,0.0608696328890796,-0.8755453449303388,0.9921056970370408
10,1,-0.1254661246876917,0.0653616458678219,0.6730145092150557,1.4957687113201374,1.586184115674965,0.4391988273757163,2.798477134274461,-0.940440380838878,0.607996073136419,-1.9274330898237773
10,2,-0.1041904523980742,0.0325449227533209,0.6746053801939714,1.4916307416609496,1.5774775995014838,0.4391988273757163,2.6080004104559547,-0.8396549284767171,0.7505014596653596,-1.960139125565589
10,3,-0.1318732771871929,-0.0462279908537057,0.6828779092843321,1.462788475528997,1.525455082464913,0.4391988273757163,0.7746939028846743,-0.4927959041134351,0.869333312927278,-1.1943978116839022
10,4,-0.1303138600072665,0.1265403863224635,0.6690373317677669,1.5823160966297227,1.620836916365437,0.4391988273757163,3.2845123718301417,-0.9980320679029692,0.5643625020168092,-2.114367587687528
10,5,-0.1325189936421368,-0.0462279908537057,0.6852642157527056,1.4380430052287778,1.5081286821196769,0.4391988273757163,0.9335949550366232,-0.5032671199432689,0.7741749929323828,-1.2694116551284251
11,1,-0.1329355522558721,-0.0854532735552842,0.6892413931999944,1.4380430052287778,1.490758965773578,0.4391988273757163,1.2513970593405217,-0.1014342124733572,1.8445900461432536,-1.4686484233170771
11,2,-0.133570212986542,-0.0854532735552842,0.6892413931999944,1.4298082397378564,1.4864273656872686,0.4391988273757163,1.3718192565465843,-0.0765650748775021,1.8148820828277743,-1.539761546902485
11,3,-0.1287887106501981,-0.0708386060562241,0.6812870383054168,1.4710232410199182,1.5167918822922948,0.4391988273757163,1.6126636509587098,-0.3684502161341484,1.6863023041029643,-1.6795873510830746
11,4,-0.1315398280193688,-0.0630101949849953,0.6790598189349348,1.47925800651084,1.5341182826375306,0.4391988273757163,1.924457429075044,-0.4024816675811108,1.6649497054699638,-1.8161125461521055
11,5,-0.1331810429342173,-0.0854532735552842,0.6878096093189705,1.4298082397378564,1.4864273656872686,0.4391988273757163,1.3525159107099436,-0.0700205649838561,1.849231915411298,-1.5286594980726953
12,1,0.1054414683049052,3.084050848658838,-0.9534919796282124,2.484928742089628,2.193214551770307,0.4391988273757163,0.0085683956066126,-0.6210682980289125,-0.9897353289242128,-0.1829111466779602
12,2,1.5049652201891333,6.393728122113813,-0.1717379805891063,2.4601832717894085,2.288596385670831,0.4391988273757163,-0.0356631120720475,-0.8357282225405294,-0.906645869026232,-0.0808923195934101
12,3,10.218186699810351,4.456885240030518,-0.7557467169490086,2.843470431564349,2.4013046199165906,0.4391988273757163,0.1504671630150302,-0.8946288115833468,-0.6894063872817883,-0.257024824001149
12,4,2.4922411496194385,3.756472319769599,-0.8319494368390637,2.7651578117456865,2.323292502362166,0.4391988273757163,-0.0893545375779351,-0.7349427701783685,-0.9173221683427312,-0.0397847333858116
12,5,0.3714407265286303,5.02880678080718,-1.0215812575257983,2.604435776276626,2.297259585843449,0.4391988273757163,-0.1275777190690315,-0.5765656307521164,-0.9233565983911884,0.0280277810880372
13,1,-0.1341094831750782,-0.2367619495592838,0.6882868706126452,-0.4248668179549384,-0.3216691423398302,0.4383648240790563,0.6120855856382708,-0.8723774779449502,-0.8254131568354675,-0.6711012398149132
13,2,-0.1341094570966563,-0.2367605667261345,0.6886050448084282,-0.4166320524640169,-0.3042994259937311,0.4383648240790563,0.6437890940322235,-0.9482937927112532,-0.6754807794776567,-0.6572986926211213
13,3,-0.1341094509454506,-0.2367632105719248,0.6746053801939714,-0.4413775227642361,-0.338995542685066,0.4375308207823963,0.3194673166311821,-0.4770890803686846,-0.7873498288375094,-0.4694640286360368
13,4,-0.1341096663864373,-0.2367632105719248,0.6723781608234896,-0.4413775227642361,-0.338995542685066,0.4375308207823963,0.3519378453895046,-0.4993404140070841,-0.7771377164478134,-0.4907679601742815
13,5,-0.1341095726773634,-0.2367625946116545,0.6719008995298149,-0.4413775227642361,-0.3303323425124481,0.4375308207823963,0.2469838921982338,-0.4783979823474138,-0.799882875861228,-0.4724645823738174
14,1,-0.1341096730920261,-0.2367740024633531,0.562608063278316,-0.5650225266104224,-0.6164778442140201,0.428356784519135,0.544843467028516,-0.7859899473488136,-0.4002179318826673,-0.5600807515170201
14,2,-0.1341096689443443,-0.2367738955935434,0.5051776209394643,-0.5320422908192818,-0.599151443868784,0.4316927977057754,0.7422233741263512,-0.77028312360406,-0.4127509789063849,-0.7431145295216549
14,3,-0.1341096895176612,-0.2367746271555129,0.4929279144018144,-0.614472293383406,-0.6772068774240722,0.4114682177617683,0.5259236313740602,-0.4993404140070841,-0.5482935615332597,-0.7254112624687475
14,4,-0.1341097113974469,-0.2367745497611549,0.3308181616503191,-0.5814920575922654,-0.6685436772514541,0.4200167515525341,0.6353518700241558,-0.6302306118800169,-0.4512784938311482,-0.6993064449500539
14,5,-0.1341096664781551,-0.2367738955935434,0.5307906437000048,-0.5072968205190627,-0.599151443868784,0.4325268010024354,0.3272653570022748,-0.7872988493275398,-0.3807220809568829,-0.4370580482680033
15,1,-0.1341096185994362,-0.2367663655527156,0.3077505324560435,-0.3012218141087521,-0.347658742857684,0.4383648240790563,-0.0224959291503655,-0.4155706873684029,-0.909430990587058,-0.1991141368619773
15,2,-0.1341096344401158,-0.2367654092617241,0.2256615899440004,-0.1940875150718635,-0.3216691423398302,0.4391988273757163,0.3874764556053067,-0.6485552395822317,-0.7112231728415932,-0.4544612599471319
15,3,-0.1341076703874418,-0.2367590503589663,0.1241640214891876,-0.0704425112256771,-0.226243992438443,0.4391988273757163,0.2249959750862984,-0.7925344572424596,-0.7525358093271816,-0.2885306382478483
15,4,-0.1341096647660899,-0.2367680329602765,0.4407473462933841,-0.3754170511819549,-0.4083877760677361,0.4375308207823963,0.3561564573935385,-0.5137383357731055,-0.7762093425942047,-0.5213736082996461
15,5,-0.1341096657566419,-0.2367674410659458,0.1246412827828622,-0.2929870486178306,-0.3736916593764011,0.4383648240790563,-0.1236147805197876,-0.3422721765595612,-0.8620839240530125,-0.1370026744899128
16,1,-0.1341097206405609,-0.2367744687462573,-2.482478077463957,-0.7545868282114354,-0.7031964779419261,0.1239455812382035,-1.2236498197535135,2.7192495516884025,2.082717939593895,1.4832963439117746
16,2,-0.1341097207302405,-0.2367744687462573,-2.484387122638656,-0.7628215937023569,-0.6945332777693081,0.1237370804140385,-1.2236498197535135,2.6983071200287325,2.0706490794969805,1.4832963439117746
16,3,-0.1341097208627217,-0.2367744687462573,-2.484387122638656,-0.7545868282114354,-0.7031964779419261,0.1254050870073585,-1.2236498197535135,2.6786735903477914,2.0729700141310032,1.4832963439117746
16,4,-0.1341097205855302,-0.2367744687462573,-2.483273512953415,-0.7545868282114354,-0.6945332777693081,0.1256135878315235,-1.2236498197535135,2.727102963560778,2.090144930422765,1.4832963439117746
16,5,-0.1341097208015766,-0.2367744687462573,-2.485023471030221,-0.7545868282114354,-0.7031964779419261,0.1249880853590285,-1.2236498197535135,2.72972076751824,2.0808611918866773,1.4832963439117746
17,1,-0.1341096889082475,-0.2367748390209706,0.1066644407211162,-0.5238075253283603,-0.6685436772514541,0.4254377729808251,-0.2318924886233284,-0.1969840569206042,-0.4703101578301263,0.1555513149437255
17,2,-0.1341097183048148,-0.236775909209878,-0.1753969838406121,-0.8287820652846382,-0.980722095471743,-0.0182519808423413,-0.8516449430341481,0.7480431717219915,-0.4303900821249509,0.7958694825861702
17,3,-0.1341097140817206,-0.2367757727368329,0.2638424934379739,-0.8370168307755594,-0.919993062261691,0.157305713104607,-0.6690940963141291,0.2912363811454471,-0.2971684341320967,0.6776476653176023
17,4,-0.1341097148399209,-0.2367758163110917,-0.0107418375228517,-0.7793322985116545,-0.9373627786077902,0.1858703260152151,-0.688013931968585,0.6066817580192221,-0.3770085855424483,0.7166548639087538
17,5,-0.1341097164623065,-0.2367759829411018,-0.1450113481433251,-0.7875670640025759,-1.041407812680932,0.0787009023943937,-1.0749757057931626,1.0464728228722866,-0.2280045820382463,1.1214295631353977
18,1,-0.13410959786918,-0.2367700226810498,0.1100052697768389,-0.2517720473357686,-0.395349659807946,0.4383648240790563,-0.3010521581440078,-0.1367745658990517,-0.3445155006661431,0.2140621128304527
18,2,-0.1341097051585998,-0.2367747010571151,-0.1911466065318761,-0.5814920575922654,-0.711902994115407,0.4062556971576428,-0.8210919651867497,0.7375719558921578,-0.1412016267258299,0.7346581863354392
18,3,-0.1341096803744177,-0.2367741044773803,0.2165936253641817,-0.5814920575922654,-0.642510760732737,0.4208507548491946,-0.6821334425084158,0.4312888928694873,-0.1152071588247861,0.7175550300300886
18,4,-0.1341096725009559,-0.2367743838552527,-0.0226733698647185,-0.5155315860099843,-0.6685436772514541,0.4237697663875046,-0.5822929584129438,0.6825980727855251,-0.1964398710155497,0.4634081284400455
18,5,-0.1341096997085255,-0.2367751330939743,-0.1351479480740482,-0.5238075253283603,-0.763925511151978,0.4191827482558741,-1.098241990179047,1.1132268237874852,0.0440089570691128,1.154435654250988
19,1,-0.1341097170819111,-0.2367752329782723,-0.19051025814031,-0.7628215937023569,-0.7812519114972141,0.2423740493639358,-0.976541425699035,0.0503984170592459,-0.7033319950859188,0.9542987199410016
19,2,-0.1341097198089864,-0.2367752796193411,-0.1418296061854939,-0.771097533020733,-0.7899151116698321,0.2121414298600077,-1.1014379083639214,0.1106079080807955,-0.8226280352746405,1.2096458430261563
19,3,-0.1341097187776709,-0.2367752562988067,-0.1376933416403136,-0.771097533020733,-0.7812519114972141,0.226110985079064,-0.9861291802536576,0.0857387704849375,-0.69915431274468,0.9732022084890212
19,4,-0.134109715926267,-0.2367752329782723,-0.2119870163556702,-0.7628215937023569,-0.7812519114972141,0.2394550378256253,-1.0050490159081136,0.0634874368465409,-0.7465013792787244,1.0107091302112825
19,5,-0.1341097178666076,-0.2367752796193411,-0.1512157449610958,-0.771097533020733,-0.7899151116698321,0.2181879537607931,-0.9822940784318084,0.0896654764211252,-0.6907989480622002,0.9657008241445686
20,1,-0.1341005160827184,-0.2351989361256974,0.6971957480945724,0.5065675067231924,0.5888765118031829,0.4391988273757163,0.4528010233041368,-0.4443665309004514,-0.7581060524488343,-0.677102347290475
20,2,-0.1341032670148299,-0.2352699971802816,0.6971957480945724,0.5024501239777317,0.580213311630565,0.4391988273757163,0.4475597174809432,-0.4247330012195103,-0.7089022382075717,-0.7167096566291833
20,3,-0.1341024485742855,-0.2351989361256974,0.6971957480945724,0.4983327412322707,0.580213311630565,0.4391988273757163,0.455996941489011,-0.40379056955984,-0.7065813035735491,-0.6756020704215847
20,4,-0.1341023217550933,-0.2351245226644286,0.6971957480945724,0.5024501239777317,0.5888765118031829,0.4391988273757163,0.4476875542083379,-0.4050994715385692,-0.7576418655220301,-0.6813031225233686
20,5,-0.1340977141371782,-0.2351989361256974,0.6971957480945724,0.5065675067231924,0.5888765118031829,0.4391988273757163,0.4319636367387562,-0.4103350794534861,-0.7432520707910941,-0.6831034547660368
21,1,-0.1341097208953325,-0.2367760961149098,-1.6413845909113003,-1.0678373074860892,-1.110800046063602,-2.510462332086845,-1.2332375743081367,0.9522318804037718,1.3042764633429709,1.5058004969451309
21,2,-0.1341097208606836,-0.2367760880645336,-1.6507707296869023,-1.0596025419951678,-1.110800046063602,-2.457711623573095,-1.231575696852002,0.9587763902974208,1.307525771830601,1.5018997770860167
21,3,-0.1341097207465459,-0.2367760795882115,-1.4970925931236594,-1.0513266026767916,-1.0934303297175032,-2.3934933697302685,-1.2331097375807418,0.8435930161692355,0.8586570136107776,1.505500441571353
21,4,-0.1341097201778957,-0.2367760880645336,-1.5198420481221515,-1.0596025419951678,-1.110800046063602,-2.4324830238491275,-1.2251838604822536,0.9247449388504556,1.057793205209852,1.4868970083971111
21,5,-0.1341097208341873,-0.2367760707285381,-1.5812496679082924,-1.0596025419951678,-1.1021368458909842,-2.4433250667057087,-1.2236498197535135,0.9810277239358174,1.174768310764552,1.4832963439117746
22,1,-0.1341097208953325,-0.2367762108221229,-1.180827442515246,-1.1255218397499944,-1.266867597173315,-2.881385298276419,-1.1036111327296363,0.392021833507608,0.5954630261127014,1.2540540383453136
22,2,-0.1341097208138056,-0.2367762133777979,-1.2056450297863286,-1.1420325445592918,-1.275574113346796,-2.957488099096652,-1.0600188086879507,0.3435924602946213,0.8024903954674492,1.1667379245758895
22,3,-0.1341097207343169,-0.2367762133777979,-1.4339350152607115,-1.1420325445592918,-1.275574113346796,-2.977295677392329,-1.1512942320479602,0.4142731671460075,1.335376987438863,1.3113646147369291
22,4,-0.1341097205345759,-0.2367762145917435,-1.154259897167356,-1.1420325445592918,-1.266867597173315,-2.9253789721752383,-0.9968674653548352,0.423435480997112,0.7207934963498813,1.0464157196908752
22,5,-0.1341097208871798,-0.2367762053700162,-1.3655275631673425,-1.1337566052409158,-1.249541196828079,-2.967079137008243,-1.186449332081577,0.4155820691247368,0.8442672188798418,1.3932797317783474
23,1,-0.1341097210808063,-0.2367758745804817,-2.48184172907239,-1.0513266026767916,-0.9893852956443612,-2.280694423856992,-1.2236498197535135,2.7231762576245906,2.0929300519835907,1.4832963439117746
23,2,-0.1341097211256461,-0.2367758745804817,-2.4805690322892584,-1.0513266026767916,-0.9893852956443612,-2.2825709312744764,-1.2236498197535135,2.728411865539507,2.096179360471222,1.4832963439117746
23,3,-0.1341097210726536,-0.2367758745804817,-2.485500732323896,-1.0513266026767916,-0.980722095471743,-2.2746478999562068,-1.2236498197535135,2.6969982180500063,2.062293714814502,1.4832963439117746
23,4,-0.1341097210909971,-0.2367758653161598,-2.485341645226005,-1.0513266026767916,-0.985053695558052,-2.2821539296261464,-1.2236498197535135,2.74542759126299,2.0896807434959617,1.4832963439117746
23,5,-0.1341097210481955,-0.2367758745804817,-2.484228035540764,-1.0513266026767916,-0.980722095471743,-2.274230898307876,-1.2236498197535135,2.7100872378372984,2.131457566908352,1.4832963439117746
