f_id,i_id,ela_meta.lin_simple.coef.min,ic.eps.max,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ela_level.qda_mda_10,ic.eps.s,ela_level.lda_mda_25,ela_level.lda_mda_10,disp.ratio_median_02,ela_level.mmce_qda_50
4,2,-0.1341095365446699,-0.2367044948724893,0.7128004545395865,0.0500913966629579,0.0180508664551123,0.0600655299848929,-0.1429248848116268,0.5943220869150058,-0.5268745745197401,-0.6098949869254242
4,3,-0.1341096860548407,-0.2367599290405767,0.6588785466535019,-0.2469496596726201,0.1245588495576271,-0.2225296390497188,-0.3251726265325661,0.0403630970972022,-0.6881539154144707,0.0197696137912025
4,4,-0.1341095580433173,-0.2367587472325363,0.676210588474029,-0.0590898466089116,0.2896009650167651,-0.0313513294560083,-0.1618498839519113,-0.5489785028486857,-0.6615743592334945,-0.2372797002665297
4,5,-0.1341096293141462,-0.2367644635322441,0.6839137181720414,-0.0896797952634202,1.1658026163756998,0.0018609718849185,-0.2919592530413673,-1.011163847646771,-0.6268857859125617,-0.1769474645703347
6,1,-0.1339235274324322,-0.2295555988157266,0.646039997156815,0.8800346683606743,-0.5172045500430794,0.7499265442126205,-0.0945715120082,1.4755702204175776,-0.162419304173827,-0.7186629611382835
6,2,-0.1340160449457431,-0.2301915555537501,0.6218072349818183,0.8538521160173006,-0.3554813802330286,0.733278878165481,-0.2479586300402055,0.6971527975997487,-0.2822525574643249,-0.5406403783445806
6,3,-0.1335180169832371,-0.229880904944059,0.6314361471043335,0.8800346683606743,-0.3135419761218399,0.7499265442126205,-0.1816265080535083,0.9415139487968236,-0.3827142698093664,-0.6098949869254242
6,4,-0.1339475843353357,-0.2272549063939768,0.6738033604434002,0.92371589318687,-0.771556475695828,0.7873111409095012,-0.1269332605380863,1.477781633550583,-0.1871968565459228,-0.7339584575119661
6,5,-0.1340264050090102,-0.2324276310113484,0.5035320977435908,0.7752171838127007,-0.0060869200837012,0.6834189107774146,-0.1429248848116263,0.7225840486293081,0.0533706519395135,-0.2976119359627246
7,1,-0.1341096257575345,-0.2367556671542493,0.7158496100450497,-0.2469496596726201,-1.567499986813207,-0.2973403478201565,0.3299162187083813,1.2787544515801166,0.1547333661889948,-0.7615753259644505
7,2,-0.1341095532067331,-0.2367599290405767,0.7128004545395865,-0.2906308844988157,-1.2832775503186764,-0.3388972398729914,0.5104607105066953,0.0735342940922814,0.068687684314991,-0.6689525979238122
7,3,-0.1341095758508336,-0.2367606697178042,0.711516599589918,-0.2906308844988157,-1.170131675917988,-0.3222495738258517,0.5654378330092217,-0.0425648953904911,0.1213962957247215,-0.6893465930887233
7,4,-0.1341096288718627,-0.2367649999684395,0.704134433629323,-0.3692221791161766,-0.9444433717800802,-0.4220110239786608,0.2866725956728312,1.0941014549741803,-0.2754950431810269,-0.5699567463941401
7,5,-0.13410956922881,-0.2367633135636555,0.706381179791243,-0.3430396267728027,-1.2362088665679904,-0.3887572072610579,0.2210974736517453,0.9824250917574178,-0.159265797508287,-0.6285894824932592
8,1,-0.1340443638087501,-0.2320076328199278,0.7039739517606145,0.7883084599843877,0.0168439771281718,0.6834189107774146,-0.3640634997658508,0.3322696306538911,-1.014767105773911,-0.0749774887457797
8,2,-0.1340732623016249,-0.2306298562547195,0.7128004545395865,0.836353443534479,-0.0987156759263983,0.7249758028302491,-0.2828752534540305,0.7524381259248775,-0.9206124067599476,-0.1777972143688725
8,3,-0.1340237125989553,-0.229880904944059,0.7137633457518382,0.8582158747411961,-0.0911726176330192,0.7249758028302491,-0.2930947529897842,0.6551359480726495,-0.8998893629578316,-0.1952170852389007
8,4,-0.1340716897921493,-0.2315470715076578,0.705257806710283,0.8101708911911049,-0.0597934951325616,0.6834189107774146,-0.3691732495337279,0.3101554993238366,-0.9818805362618566,-0.0758272385443175
8,5,-0.134038026379252,-0.2315470715076578,0.7067021435286606,0.8101708911911049,0.0002492488827372,0.6834189107774146,-0.3651989997142678,0.5235568666588373,-0.956201981985321,-0.1433823475280853
9,1,-0.134087135343344,-0.2333228400278438,-0.1176932160273449,0.7489909938820876,0.8369252747843637,0.691721986112646,-0.5690212404551319,-1.011163847646771,-0.8480817534525418,0.1497813329675101
9,2,-0.1340986249436717,-0.2333228400278438,-0.0770913032440729,0.7402634764342964,0.9690796560843684,0.6834189107774146,-0.5803762399393027,-1.011163847646771,-0.9170083991421886,0.1778230763192627
9,3,-0.1340953422114942,-0.2331599134425542,-0.1448146518390957,0.7489909938820876,0.8106754319234041,0.691721986112646,-0.560504990842004,-1.011163847646771,-0.8638492867802382,0.1710250779309591
9,4,-0.134097821016956,-0.2333228400278438,-0.0514142042506991,0.7402634764342964,0.8785629565638173,0.6834189107774146,-0.5694943654336392,-1.011163847646771,-0.8791663191557156,0.1642270795426555
9,5,-0.134102189683562,-0.2331599134425542,-0.0876831065788394,0.7489909938820876,0.9241230286558284,0.691721986112646,-0.5746987401972171,-1.011163847646771,-0.9111518867633293,0.1510559576653172
10,1,-0.1254661275033102,0.065361549852547,0.6957893764564764,1.5877054206148349,-2.0116352591273774,1.4979506011636463,0.4539695880729462,1.1914036328264086,0.6610964364841821,-1.0275470129068314
10,2,-0.1041904552057919,0.0325448259802651,0.6973941951435625,1.5789342655798044,-2.0445229932865105,1.4937783058076926,0.664983328487118,0.772340844121927,0.7737216745391611,-0.9192039135932408
10,3,-0.1318732800051907,-0.0462280894457305,0.7057392523164088,1.5265255233058177,-1.274527602698356,1.4646967844460437,2.236420632100641,-1.3351358716320345,0.910223463061797,-0.9098566658093232
10,4,-0.1303138628246851,0.1265402917198852,0.6917773297387619,1.6226154904060002,-2.1996082717983887,1.585215922936932,-0.2422811302981203,1.444610436555508,0.6020808117433735,-1.2008959718085743
10,5,-0.1325189964603743,-0.0462280894457305,0.7081464803470376,1.5090704884102348,-1.3499581856321492,1.439746043063672,2.1381052615668628,-0.8784790596664589,0.818321268808933,-0.8907372953422192
11,1,-0.1329355550742644,-0.0854533730530718,0.7121585270647522,1.4915718159274134,-1.550301813904302,1.439746043063672,3.186077088960116,-1.011163847646771,1.8778995084301788,-0.9306755358735032
11,2,-0.1335702158051699,-0.0854533730530718,0.7121585270647522,1.4872080572035171,-1.621810006525538,1.4314429677284404,3.92074555558596,-1.011163847646771,1.8409584303481457,-0.9812356488865116
11,3,-0.1287887134670504,-0.07083870521654,0.704134433629323,1.517798005858026,-1.762412613114127,1.472999859781275,2.390754000089661,-1.011163847646771,1.731036198006486,-0.9867590225770092
11,4,-0.1315398308372428,-0.063010293964543,0.7018876874674027,1.535253040753609,-1.8996962740536287,1.4813029351165068,1.706520656172675,-0.971358411252677,1.7022041370644114,-0.9502197812398764
11,5,-0.1331810457527006,-0.0854533730530718,0.710714190246375,1.4872080572035171,-1.6106462802513362,1.4314429677284404,3.2497597110671737,-1.011163847646771,1.8733944989079792,-1.0084276424397265
12,1,0.105441465575035,3.084050822349022,-0.944977249220105,2.1992425681815733,-0.2574216224190978,2.495316010431681,-0.2606383794641964,0.5976392066145156,-0.901691366766711,-0.3672914194428373
12,2,1.5049652179789803,6.393728172228749,-0.1563693463861141,2.295332535281756,-0.1548360296291405,2.4703652690493096,-0.2753998787936179,0.922716937166279,-0.803031658230549,-0.5529617504233809
12,3,10.21818670083588,4.456885245421234,-0.745498286415333,2.4088775372775206,-0.3319470383576853,2.85683191052767,0.0058256084310092,0.9592052538608682,-0.6048112392537852,-0.6757505963121159
12,4,2.492241147775913,3.7564723089868695,-0.8223691015267454,2.33028624266016,-0.113500070181422,2.777869664089617,-0.2669782541761916,0.7867150294864569,-0.8242052029848858,-0.4994275131154895
12,5,0.3714407238975397,5.028806799404308,-1.0136634890273797,2.3040600527295467,-0.045310823209273,2.6158143912342315,-0.2224098812008217,0.87627726137317,-0.8138436810838279,-0.2678706930138961
13,1,-0.1341094859939064,-0.2367620525509855,0.7111956358525008,-0.3343121093250114,-0.7483238561522197,-0.4386171746491243,-0.1788823831781671,1.153809609565324,-0.7638380753874165,-0.6570561007442809
13,2,-0.1341094599154845,-0.2367606697178042,0.711516599589918,-0.3168134368421897,-0.7344446288924021,-0.4303140993138926,-0.1830458829890297,1.5142699502451715,-0.6205787725814825,-0.7526529530798011
13,3,-0.1341094537642788,-0.2367633135636555,0.6973941951435625,-0.3517671442205939,-0.5455664492261857,-0.455264840696264,-0.1025200116471194,0.9547824275948532,-0.7237434906398443,-0.431447529232453
13,4,-0.1341096692052656,-0.2367633135636555,0.6951474489816422,-0.3517671442205939,-0.566988734779383,-0.455264840696264,-0.0550182638050055,1.013384875619492,-0.7106789630254662,-0.3940585380967829
13,5,-0.1341095754961916,-0.2367626976033711,0.6946660033755165,-0.3430396267728027,-0.548583672543537,-0.455264840696264,-0.1245676356455507,0.0657943481267616,-0.7737490963362547,-0.3957580376938588
14,1,-0.1341096759108543,-0.2367741054553331,0.584414959572718,-0.6313095280733504,-0.6366865934102071,-0.5799355168547683,-0.0762142628421235,1.4987900583141371,-0.366946736481669,-0.5788791192787888
14,2,-0.1341096717631725,-0.2367739985855209,0.5264810049689186,-0.6138544931777676,-0.8207372157686607,-0.5466817001371652,0.0986527292141051,1.402593587028409,-0.4025363117070425,-0.6799993453048057
14,3,-0.1341096923364895,-0.2367747301475073,0.5141239010783574,-0.6924894253823677,-0.8029355981962856,-0.6297954842428348,-0.0672248882504887,0.6241761642105752,-0.5228200659497613,-0.430597779433915
14,4,-0.1341097142162752,-0.2367746527531475,0.3505928768643086,-0.6837619079345764,-0.776685755335326,-0.5965416675252317,-0.0324028898323653,1.0100677559199822,-0.4088433250381217,-0.4259241555419563
14,5,-0.1341096692969834,-0.2367739985855209,0.5523185858310009,-0.6138544931777676,-0.5129804373987875,-0.5217309587547939,-0.0962747619308254,1.1858750999938985,-0.3773082583827269,-0.5563607496175329
15,1,-0.1341096214182645,-0.2367664685445192,0.3273230059015637,-0.3604946616683853,-0.2737146283327972,-0.31394649849062,-0.1792608831609728,0.4163033297080894,-0.8224031991760063,-0.271269692208048
15,2,-0.134109637258944,-0.2367655122535056,0.2445143616479333,-0.3343121093250114,-0.5304803326394268,-0.2059234883792554,-0.1406538849147925,0.9835307983239178,-0.6385988106702802,-0.4144525332616938
15,3,-0.1341076732062693,-0.236759153350601,0.1421269294118554,-0.2381785046375898,-0.363627883189878,-0.081252812220751,-0.2319670057666653,1.216834883855968,-0.6521138392368763,-0.5810034937751336
15,4,-0.1341096675849181,-0.2367681359521186,0.4614858481419413,-0.4216745589774026,-0.5977644126163697,-0.3887572072610579,-0.2092570067983239,0.918294110900269,-0.7102284620732463,-0.3830117907157894
15,5,-0.1341096685754702,-0.2367675440577743,0.1426083750179811,-0.3867208515989982,-0.2112581056636171,-0.3056434231553883,-0.2156915065060204,-0.0104994049619167,-0.7868136239506318,-0.1676002167864179
16,1,-0.1341097234593892,-0.2367745717382481,-2.487368489378323,-0.7186719777257417,1.4180424857063016,-0.7710723110718025,-0.5751718651757244,-1.011163847646771,2.106303491205677,2.8086484525927804
16,2,-0.1341097235490688,-0.2367745717382481,-2.489294271802826,-0.7099444602779503,1.4180424857063016,-0.7793753864070343,-0.5751718651757244,-1.011163847646771,2.101347980731257,2.790378831924213
16,3,-0.13410972368155,-0.2367745717382481,-2.489294271802826,-0.7186719777257417,1.4180424857063016,-0.7710723110718025,-0.5751718651757244,-1.011163847646771,2.095941969304619,2.809923077290588
16,4,-0.1341097234043585,-0.2367745717382481,-2.488170898721866,-0.7099444602779503,1.4180424857063016,-0.7710723110718025,-0.5751718651757244,-1.011163847646771,2.106303491205677,2.7691350869607647
16,5,-0.1341097236204048,-0.2367745717382481,-2.4899361992776603,-0.7186719777257417,1.4180424857063016,-0.7710723110718025,-0.5751718651757244,-1.011163847646771,2.115313510250074,2.7776325849461445
17,1,-0.1341096917270758,-0.2367749420129699,0.1244739238539107,-0.6837619079345764,0.0829211677781741,-0.5383786248019334,-0.0821756375713135,0.7413810602598527,-0.4029868126592624,-0.4603390223827436
17,2,-0.1341097211236431,-0.236776012201902,-0.1600604293664115,-0.9982579991657368,0.7267966237010274,-0.8458830198422405,-0.4114706226122635,-0.6960374761935276,-0.3993828050415035,0.1527554572623929
17,3,-0.1341097169005489,-0.2367758757288537,0.2830300101379939,-0.9370781018567196,0.60791802499737,-0.854186095177472,-0.4079694977713106,-0.0270850034594564,-0.2475639841433911,-0.4582146478863987
17,4,-0.1341097176587492,-0.2367759193031135,0.0060383047469746,-0.9545767743395414,0.6471419281229418,-0.7960230524541739,-0.4068339978228937,-0.1288100075776943,-0.3214461403074574,0.111542592033302
17,5,-0.1341097192811348,-0.2367760859331275,-0.1294083924430718,-1.0593942588875152,1.0541653536336864,-0.8043261277894055,-0.4537679956907995,-1.0929861335679645,-0.2097219041569182,0.5729567326394123
18,1,-0.1341096006880082,-0.2367701256729378,0.127844043096791,-0.4085396452184766,0.1417570224665319,-0.2640865311025535,-0.1025200116471194,0.5987449131810156,-0.2827030584165447,-0.4437689013112534
18,2,-0.1341097079774281,-0.2367748040491111,-0.1759481343685615,-0.7274431327607719,0.6652452680270521,-0.5965416675252317,-0.3763647492070356,-0.7811768818142308,-0.1191712127607147,0.2003414459805178
18,3,-0.134109683193246,-0.2367742074693626,0.2353668951315438,-0.6575357180039634,0.648047095118148,-0.5965416675252317,-0.3986962481925714,0.0657943481267666,-0.0745716184909428,-0.4042555356792384
18,4,-0.1341096753197842,-0.2367744868472414,-0.0059978354061693,-0.6837619079345764,0.3924882801384581,-0.5300340340900257,-0.4071178728099981,-0.095638810582615,-0.1709788222660055,0.1255634637091784
18,5,-0.1341097025273538,-0.2367752360859803,-0.1194585165831391,-0.7798518750347588,1.0873548101245556,-0.5383786248019334,-0.4177158723285575,-1.1482714618930934,0.0502171452739744,0.5113498722454113
19,1,-0.1341097199007394,-0.2367753359702807,-0.1753062068937272,-0.7973069099303415,0.8861060148571971,-0.7793753864070343,-0.5671287405411033,-1.011163847646771,-0.7507735477730394,0.1710250779309591
19,2,-0.1341097226278147,-0.2367753826113506,-0.1261987550689001,-0.8060344273781329,1.142871719163827,-0.7877199771189421,-0.5896494895180421,-1.011163847646771,-0.7980761477561304,0.1888698237002561
19,3,-0.1341097215964992,-0.2367753592908156,-0.1220262264824769,-0.7973069099303415,0.9051145217565127,-0.7877199771189421,-0.5723331153046816,-1.011163847646771,-0.7372585192064414,0.1680509536360761
19,4,-0.1341097187450953,-0.2367753359702807,-0.1969712591693865,-0.7973069099303415,0.9428298132234088,-0.7793753864070343,-0.573752490240203,-1.011163847646771,-0.7611350696740963,0.1973673216856357
19,5,-0.1341097206854359,-0.2367753826113506,-0.1356671853227067,-0.8060344273781329,0.8975714634631329,-0.7877199771189421,-0.5657093656055824,-1.011163847646771,-0.7169859763565453,0.1531803321616618
20,1,-0.1341005189015433,-0.2351990390813071,0.7201826205001817,0.5829936120250967,-0.7543583027869232,0.5005436765189358,-0.0823648875627163,0.196267722974069,-0.670133877325673,-0.4637380215768953
20,2,-0.1341032698336557,-0.2352701001375321,0.7201826205001817,0.5742660945773054,-0.7941856505759659,0.49639213885132,-0.0909757621715459,0.1100226107868657,-0.6444553230491386,-0.4582146478863987
20,3,-0.1341024513931111,-0.2351990390813071,0.7201826205001817,0.5742660945773054,-0.7528496911282475,0.4922406011837039,-0.0769712628077352,0.2482359315996928,-0.6264352849603418,-0.4616136470805504
20,4,-0.1341023245739188,-0.2351246256183199,0.7201826205001817,0.5829936120250967,-0.7585824154312157,0.49639213885132,-0.066184013297773,0.1575679931464748,-0.6746388868478737,-0.4611887721812815
20,5,-0.134097716956002,-0.2351990390813071,0.7201826205001817,0.5829936120250967,-0.7603927494216266,0.5005436765189358,-0.1065888864622803,0.2161704411711185,-0.6791438963700723,-0.4552405235915158
21,1,-0.1341097237141608,-0.2367761991069382,-1.6389008495160302,-1.1293016736443238,1.440671660586439,-1.0869212968240172,-0.5789568650037813,-1.011163847646771,1.390907979080448,1.2238650783194889
21,2,-0.1341097236795119,-0.2367761910565617,-1.6483692797698368,-1.1293016736443238,1.4367492702738829,-1.0786182214887856,-0.5841612397673596,-1.011163847646771,1.404873508599266,1.1941238353706602
21,3,-0.1341097235653742,-0.2367761825802394,-1.493343794597343,-1.1118030011615023,1.4403699382547046,-1.0702736307768776,-0.5765912401112457,-1.011163847646771,0.9809521125603232,1.2123934560392269
21,4,-0.134109722996724,-0.2367761910565617,-1.5162927018226704,-1.1293016736443238,1.4216631536871234,-1.0786182214887856,-0.5535027411600987,-1.011163847646771,1.142231453455054,1.158009468932797
21,5,-0.1341097236530156,-0.2367761737205659,-1.5782387031441845,-1.1205741561965323,1.4180424857063016,-1.0786182214887856,-0.5822687398533312,-1.011163847646771,1.2625152076977717,1.194973585169198
22,1,-0.1341097237141608,-0.2367763138141539,-1.1743058396046742,-1.2865279004662846,1.1875266242606315,-1.1450843395473156,-0.427746121872908,-0.9558785193216424,0.6966860117095557,0.4977538754688038
22,2,-0.1341097236326339,-0.2367763163698289,-1.1993410111232137,-1.295299055501315,1.0997254257256974,-1.161732005594455,-0.4287869968256238,-0.8165594919423151,0.934550514481672,0.5257956188205564
22,3,-0.1341097235531451,-0.2367763163698289,-1.429632492720034,-1.295299055501315,1.2451555896220494,-1.161732005594455,-0.4867921191905959,-1.0377008052428331,1.4931716952343688,0.6001487261926277
22,4,-0.1341097233534042,-0.2367763175837746,-1.1475053675303402,-1.2865279004662846,0.978734770699894,-1.161732005594455,-0.4297332467826379,-0.8862190056319738,0.8259797849966718,0.5776303565313711
22,5,-0.1341097237060081,-0.236776308362047,-1.3606252891753423,-1.269072865570702,1.3275257861857506,-1.1533874148825471,-0.4893469940745342,-1.011163847646771,0.94446153543051,0.5852781047182135
23,1,-0.1341097238996345,-0.2367759775725049,-2.4867265619034886,-1.0069855166135282,1.4180424857063016,-1.0702736307768776,-0.5751718651757244,-1.011163847646771,2.106753992157898,2.762337088572461
23,2,-0.1341097239444743,-0.2367759775725049,-2.4854427069538203,-1.0069855166135282,1.4180424857063016,-1.0702736307768776,-0.5751718651757244,-1.011163847646771,2.113061005488976,2.7699848367593027
23,3,-0.1341097238914818,-0.2367759775725049,-2.4904176448837863,-0.9982579991657368,1.4180424857063016,-1.0702736307768776,-0.5751718651757244,-1.011163847646771,2.092337961686859,2.7959022056147105
23,4,-0.1341097239098254,-0.2367759683081828,-2.490257163015078,-1.0026217578896326,1.4180424857063016,-1.0702736307768776,-0.5751718651757244,-1.011163847646771,2.110808500727876,2.7835808335359107
23,5,-0.1341097238670238,-0.2367759775725049,-2.489133789934117,-0.9982579991657368,1.4180424857063016,-1.0702736307768776,-0.5751718651757244,-1.011163847646771,2.143695070239931,2.782306208838104
24,1,-0.1341096223700912,-0.2367731690559905,0.3403220372669588,-0.6138544931777676,0.7418827402877856,-0.7004338976573187,-0.4137416225090974,-0.7192573140900822,-0.6967134335066483,-0.1234132272624433
24,2,-0.134109619679703,-0.2367730952821704,0.3308536070131522,-0.6138544931777676,0.7795980317546823,-0.7046061930132725,-0.4191352472640789,-0.7590627504841764,-0.7061739535032664,-0.146356471822969
24,3,-0.1341096140461932,-0.2367732428298105,0.3358285449431185,-0.6138544931777676,0.737658627643493,-0.6962616023013647,-0.4148771224575148,-0.7026717155925475,-0.762036071578537,-0.1552788447076168
24,4,-0.1341096184506848,-0.2367730952821704,0.3406430010043759,-0.6138544931777676,0.6896847768976008,-0.7046061930132725,-0.4215008721566144,-0.7457942716861466,-0.7701450887184956,-0.1263873515573261
24,5,-0.1341096231140243,-0.2367730952821704,0.3335817987811982,-0.6138544931777676,0.7165380644220314,-0.7046061930132725,-0.4128899975477849,-0.7314200863216119,-0.7741995972884744,-0.1357345993412436
