f_id,i_id,ela_meta.lin_simple.coef.min,ic.eps.max,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ic.eps.s,ela_level.lda_qda_10,ela_level.qda_mda_10,ic.m0,ela_distr.kurtosis,ela_meta.lin_simple.coef.max
10,4,-0.1303138646075698,0.126540257773064,0.6221627200474531,1.6301097672362417,1.5889739891674608,3.3255354044068848,-2.161529162904714,-0.9900945267864456,-0.2280494714967184,-0.1412118635768127
10,5,-0.1325189982437772,-0.0462281248241192,0.6393715822631486,1.515195606788659,1.4425919026465528,0.9334093262814616,-1.285210152865626,-0.487180188396553,-0.2096945429405798,-0.1653052069372977
11,1,-0.1329355568577652,-0.0854534087564831,0.6435894406493484,1.4974859302554229,1.4425919026465528,1.2567821066088027,-1.4918421921646152,-0.0787285961063528,-0.2256521773769707,-0.1653170056337697
11,2,-0.1335702175888199,-0.0854534087564831,0.6435894406493484,1.493069552067583,1.4342367607218436,1.3793151553088656,-1.5655948929385022,-0.053449833065594,-0.2248019021794151,-0.1670271915988728
11,3,-0.1287887152495767,-0.0708387407988535,0.6351537238769488,1.5240283631643377,1.4760542460550137,1.62438125270899,-1.7106107518441178,-0.3501426834913749,-0.2439637315708049,-0.1558857047592356
11,4,-0.1315398326204156,-0.0630103294819899,0.6327917231806768,1.5416938759156955,1.484409387979723,1.941640388355967,-1.8522034896167685,-0.3847346750208373,-0.2521463394436371,-0.154902018279077
11,5,-0.1331810475362591,-0.0854534087564831,0.6420710116303167,1.493069552067583,1.4342367607218436,1.3596734458038655,-1.554080758218528,-0.0467975270022364,-0.2057295754403997,-0.1665090216104304
12,1,0.1054414638475517,3.084050812908281,-1.0985547871866588,2.213689980977348,2.504781095534853,-0.0078317994018202,-0.1583809144595402,-0.6069216975370043,4.455410209365043,1.03870081389154
12,2,1.5049652165803784,6.39372819021216,-0.2694925427952061,2.310938628673573,2.479673894051101,-0.0528386304530111,-0.0525753521678896,-0.8251173364151598,1.1387951036105262,1.1972513880034683
12,3,10.218186701484845,4.456885247355868,-0.8888428682248,2.425852789121155,2.868563974936698,0.1365542770918835,-0.2352455435361226,-0.884988090985381,4.99662724041672,8.870910981260412
12,4,2.4922411466093166,3.756472305117847,-0.9696570349043898,2.346313817958167,2.7891065752327124,-0.1074711999371151,-0.0099419344209594,-0.7226718230394411,5.502837718678995,5.149788819151466
12,5,0.371440722232565,5.028806806077912,-1.1707645227584011,2.3197713850492514,2.626035092717198,-0.1463643863079418,0.0603876452199622,-0.5616860163061698,5.262989199328369,2.0546682670043657
13,1,-0.134109487777683,-0.2367620895081481,0.6425771546366605,-0.3504150311003638,-0.4475500792708202,0.6062642971087895,-0.6646916493081184,-0.8623702503699653,-0.3113495900614509,-0.1685193630164721
13,2,-0.1341094616992611,-0.2367607066749554,0.6429145833075566,-0.3327053545671276,-0.4391949373461108,0.6385235286136891,-0.6503767791157187,-0.939537000704922,-0.3126418706653471,-0.1685192266760218
13,3,-0.1341094555480554,-0.2367633505208286,0.628067721788133,-0.3680805438517217,-0.4643021388298625,0.3085167934204214,-0.4555700673669727,-0.4605709641431226,-0.3092669321888959,-0.1685195286393243
13,4,-0.1341096709890423,-0.2367633505208286,0.625705721091861,-0.3680805438517217,-0.4643021388298625,0.3415564902036652,-0.477664758316112,-0.4831888047585414,-0.3091471363311026,-0.168519509409466
13,5,-0.1341095772799682,-0.2367627345605391,0.6251995780855171,-0.3592477874760428,-0.4643021388298625,0.2347628246168809,-0.458681995669668,-0.4619014253557941,-0.3087843063480162,-0.1685195941877166
14,1,-0.134109677694631,-0.2367741424125956,0.5092928296327437,-0.6509937305647174,-0.5897545948293733,0.5378435077072685,-0.5495503021083805,-0.7745598103336362,-0.2258415099108393,-0.1685197402088795
14,2,-0.1341096735469492,-0.2367740355427825,0.4483869545360171,-0.6333282178133596,-0.5562922514209123,0.7386832393345468,-0.7393779285728135,-0.758594275781575,-0.2207212697130898,-0.1685196815772643
14,3,-0.1341096941202662,-0.236774767104775,0.4353959507065214,-0.7129113527582267,-0.6399272220872531,0.5185920308414411,-0.7210175515869092,-0.4831888047585414,-0.2193663372525316,-0.1685197757543347
14,4,-0.1341097160000519,-0.2367746897104146,0.2634760428850136,-0.7040785963825478,-0.6064648786787921,0.6299384105519017,-0.6939437753534575,-0.616234926025705,-0.1022892946456325,-0.1685197837699021
14,5,-0.13410967108076,-0.2367740355427825,0.4755499625431445,-0.6333282178133596,-0.5311850499371609,0.316451523750255,-0.4219612416978602,-0.7758902715463047,-0.2075361520544772,-0.1685196742429161
15,1,-0.1341096232020412,-0.2367665055017184,0.2390124642450542,-0.3769133002274006,-0.3220976232713092,-0.0394406431747665,-0.1751853272940968,-0.3980392871475525,-0.1652124131925092,-0.1685194196655879
15,2,-0.1341096390427207,-0.236765549210697,0.1519558671538881,-0.3504150311003638,-0.2133972268308406,0.3777180481002867,-0.4400104258534942,-0.6348613830031121,1.2697436803715545,-0.1685187989058546
15,3,-0.1341076749900455,-0.2367591903077396,0.0443161211380664,-0.2531222196222605,-0.0879447708313297,0.2123894866376759,-0.2679207907144265,-0.7812121163969938,0.950036075199016,-0.1685180046528879
15,4,-0.1341096693686948,-0.2367681729093316,0.3800576486795787,-0.4388309224209098,-0.3973774520129405,0.345849049234559,-0.5094064270036066,-0.4978238780979281,-0.2320309625634908,-0.1685194627358038
15,5,-0.1341096703592468,-0.2367675810149825,0.0448222641444104,-0.4034557331363158,-0.3137424813465999,-0.1423319823698295,-0.1107684114282975,-0.3235334592379416,0.0654159559996841,-0.1685195419926073
16,1,-0.1341097252431659,-0.2367746086955144,-2.7200682651773493,-0.7394096218852635,-0.7820899619361827,-1.2616492690620136,1.5696728720273394,2.78841531720108,-0.2976963046827268,-0.1685198778822169
16,2,-0.1341097253328455,-0.2367746086955144,-2.722092837202725,-0.7305768655095846,-0.7904451038608921,-1.2616492690620136,1.5696728720273394,2.767127937798333,-0.2988584621997097,-0.1685198779531398
16,3,-0.1341097254653267,-0.2367746086955144,-2.722092837202725,-0.7394096218852635,-0.7820899619361827,-1.2616492690620136,1.5696728720273394,2.747171019608257,-0.2980673964491094,-0.1685198780870195
16,4,-0.1341097251881352,-0.2367746086955144,-2.7209118368545893,-0.7305768655095846,-0.7820899619361827,-1.2616492690620136,1.5696728720273394,2.796398084477109,-0.2994347215846117,-0.1685198780967843
16,5,-0.1341097254041816,-0.2367746086955144,-2.7227676945445167,-0.7394096218852635,-0.7820899619361827,-1.2616492690620136,1.5696728720273394,2.7990590069024552,-0.2987992527527544,-0.1685198779711274
17,1,-0.1341096935108525,-0.2367749789702394,0.0257575442387867,-0.7040785963825478,-0.547937109496203,-0.2525076641627734,0.1926445980845261,-0.1758522646313884,0.0402725955019278,-0.1685197702089898
17,2,-0.1341097229074198,-0.2367760491591803,-0.2733729725105099,-1.0223669723801376,-0.857369790677814,-0.8831236090650054,0.8567300978797724,0.7847407309175536,0.111653714698173,-0.1685198633597346
17,3,-0.1341097186843256,-0.2367759126861309,0.1924473076614072,-0.9604493501866282,-0.8657249326025231,-0.6973728728190506,0.7341201227535645,0.3204097676951437,-0.2085089770375914,-0.1685198531666301
17,4,-0.1341097194425259,-0.2367759562603911,-0.0987536353218341,-0.9781590267198648,-0.8071971634199343,-0.716624349684878,0.7745751906886073,0.6410509199490149,0.0826741328232672,-0.1685198545133934
17,5,-0.1341097210649115,-0.2367761228904064,-0.2411485344399429,-1.0842404307917684,-0.8155523053446436,-1.110369082609601,1.1943743187222469,1.088085887406695,0.7420649582143982,-0.1685198624215486
18,1,-0.1341096024717849,-0.2367701626301674,0.0293005452831946,-0.425537624075513,-0.2719249960134296,-0.3228796167601554,0.2533271999870903,-0.1146510488484897,0.0701706122865818,-0.1685193779606369
18,2,-0.1341097097612048,-0.2367748410063795,-0.2900756917198616,-0.7482865420428207,-0.6064648786787921,-0.8520350754776219,0.793246760504781,0.7740970412161814,0.1139869799973761,-0.168519819364695
18,3,-0.1341096849770227,-0.236774244426626,0.1423391500333522,-0.6775361634736327,-0.6064648786787921,-0.7106407825509041,0.7755087691794166,0.4627691174510109,-0.2012771627257504,-0.1685197735593238
18,4,-0.1341096771035609,-0.2367745238045071,-0.1114072104804339,-0.7040785963825478,-0.5395401918618702,-0.6090502188197489,0.5119284419410965,0.7182176702839718,0.1162417583552663,-0.1685197755053338
18,5,-0.1341097043111305,-0.2367752730432522,-0.2306882456421668,-0.8013272440787726,-0.547937109496203,-1.1340431960527126,1.2286055300518992,1.1559394092529511,0.7465738264482373,-0.1685198019677814
19,1,-0.1341097216845161,-0.2367753729275534,-0.2894008343780697,-0.8189927568301305,-0.7904451038608921,-1.0102093718887433,1.0210399122621012,0.0756049045635579,-0.1939365682671776,-0.1685198685923509
19,2,-0.1341097244115914,-0.2367754195686237,-0.2377742477309829,-0.8278255132058094,-0.798842021495225,-1.137295134712481,1.2858650108214986,0.1368061203464536,-0.1911289389103909,-0.1685198695035553
19,3,-0.1341097233802759,-0.2367753962480885,-0.2333876750093352,-0.8189927568301305,-0.798842021495225,-1.0199651878680476,1.0406450605690836,0.1115273573056918,-0.1869911624429343,-0.1685198700678546
19,4,-0.134109720528872,-0.2367753729275534,-0.3121772696635493,-0.8189927568301305,-0.7904451038608921,-1.039216664733875,1.0795441643527786,0.088909516690276,-0.1650113764656378,-0.1685198708729318
19,5,-0.1341097224692126,-0.2367754195686237,-0.2477283935224147,-0.8278255132058094,-0.798842021495225,-1.0160628614763256,1.032865239812344,0.1155187409437064,-0.1845608211900023,-0.1685198700149194
20,1,-0.1341005206853178,-0.2351990760255185,0.6520251574217484,0.5779518277653689,0.4975000238330546,0.4441876743059468,-0.6709155059135097,-0.4273094338263317,-0.2885374294170737,-0.1684563023309579
20,2,-0.134103271617431,-0.2352701370823324,0.6520251574217484,0.56911907138969,0.4933224528707,0.4388544949039274,-0.7119929595090922,-0.4073525156362561,-0.2890166128482467,-0.1684564468665954
20,3,-0.1341024531768861,-0.2351990760255185,0.6520251574217484,0.56911907138969,0.4891448819083451,0.4474396129657148,-0.6693595417621621,-0.3860651362335088,-0.2882992146653699,-0.1684563571204045
20,4,-0.1341023263576938,-0.2351246625619147,0.6520251574217484,0.5779518277653689,0.4933224528707,0.4389845724503178,-0.6752722055372837,-0.3873955974461803,-0.2896142151733303,-0.1684561194987779
20,5,-0.1340977187397759,-0.2351990760255185,0.6520251574217484,0.5779518277653689,0.4975000238330546,0.4229850342442585,-0.677139362518901,-0.3927174422968664,-0.2860802373684293,-0.1684568963949178
22,1,-0.1341097254979375,-0.2367763507714347,-1.3396475725418453,-1.3141129154688125,-1.1584473299347156,-1.1395064530011236,1.3319215497013936,0.4228552810708624,0.0617731980480513,-0.1685198778303096
22,2,-0.1341097254164106,-0.2367763533271097,-1.3659670088717326,-1.3229898356263694,-1.1751993894937576,-1.095150009681886,1.2413644360929512,0.3736282162020103,-0.024480508045032,-0.168519877718529
22,3,-0.1341097253369219,-0.2367763533271097,-1.608072080239607,-1.3229898356263694,-1.1751993894937576,-1.1880253778048635,1.3913593802828803,0.4454731216862811,-0.0055038802958629,-0.1685198781808124
22,4,-0.1341097251371809,-0.2367763545410554,-1.31147227852203,-1.3141129154688125,-1.1751993894937576,-1.0308917017648682,1.1165761111548569,0.4547863501749817,-0.0295642586998905,-0.168519877509101
22,5,-0.1341097254897848,-0.2367763453193278,-1.5355249159969686,-1.2964474027174544,-1.1668024718594248,-1.2237967030623125,1.4763150229464703,0.4468035828989526,-0.0114647569439892,-0.1685198782275804
23,1,-0.1341097256834112,-0.2367760145297829,-2.719393407835557,-1.0311997287558166,-1.083167501193084,-1.2616492690620136,1.5696728720273394,2.792406700839095,-0.3120649227985038,-0.168519878936038
23,2,-0.134109725728251,-0.2367760145297829,-2.718043693151973,-1.0311997287558166,-1.083167501193084,-1.2616492690620136,1.5696728720273394,2.797728545689781,-0.3120428913763809,-0.1685198789645613
23,3,-0.1341097256752585,-0.2367760145297829,-2.723273837550861,-1.0223669723801376,-1.083167501193084,-1.2616492690620136,1.5696728720273394,2.7657974765856648,-0.3114755822567163,-0.1685198789709855
23,4,-0.1341097256936021,-0.2367760052654608,-2.7231051232154133,-1.026783350567977,-1.083167501193084,-1.2616492690620136,1.5696728720273394,2.815024541454514,-0.3122659595253753,-0.1685198789553105
23,5,-0.1341097256508005,-0.2367760145297829,-2.721924122867277,-1.0223669723801376,-1.083167501193084,-1.2616492690620136,1.5696728720273394,2.77910208871238,-0.3120415144124982,-0.1685198789388646
24,1,-0.1341096241538679,-0.2367732060132452,0.2526783254163415,-0.6333282178133596,-0.7110085920117178,-0.8928794250443095,0.8722897393932502,0.4228552810708624,-0.3086197591640358,-0.1685198536379073
24,2,-0.1341096214634797,-0.2367731322394245,0.2427241796249097,-0.6333282178133596,-0.7152070508288842,-0.917203926219375,0.911188843176946,0.4255162034962054,-0.3086053010432676,-0.1685198555407469
24,3,-0.1341096158299699,-0.2367732797870659,0.2479543240237977,-0.6333282178133596,-0.7068101331945513,-0.8905380292092762,0.8679330397694761,0.3962460568174291,-0.3087787984924854,-0.1685198544897524
24,4,-0.1341096202344615,-0.2367731322394245,0.2530157540872375,-0.6333282178133596,-0.7152070508288842,-0.8643924423847409,0.8184533797566156,0.4095506689441442,-0.3089887854845943,-0.1685198540624166
24,5,-0.134109624897801,-0.2367731322394245,0.2455923233275257,-0.6333282178133596,-0.7152070508288842,-0.8689451565084165,0.8461495416506071,0.4015679016681152,-0.3093192568164377,-0.1685198540421162
