f_id,i_id,ela_meta.lin_simple.coef.min,ic.eps.max,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ela_level.qda_mda_10,ic.eps.s,ela_level.lda_qda_10,ela_meta.lin_w_interact.adj_r2,ic.m0,ela_level.lda_mda_10
12,5,0.371443180873252,5.028763650342325,-1.0138528537149836,2.380482374421997,-0.0056057023070651,2.671283151027573,-0.0959717233804537,-0.7478458492677009,-0.592006646889756,0.8321304606216008
13,1,-0.1341068537512671,-0.2365026871707537,0.7101560284601227,-0.2621059631478836,-0.6955680050990896,-0.3652788140498167,0.6329580875927631,0.98994069275492,-0.8869715214687622,1.103567298070381
13,2,-0.1341068276728543,-0.2365013044170182,0.7104768339834154,-0.2445793274097131,-0.6819464317392472,-0.357024314902495,0.6642015361101079,1.1197535369518117,-0.9626704715819592,1.4561107602548504
13,3,-0.1341068215216507,-0.2365039481109768,0.6963613909585357,-0.2795888915650111,-0.4965745855813901,-0.381829084840197,0.3445860970435592,0.5826568421663757,-0.4928149191552221,0.9089113987047204
13,4,-0.1341070369625628,-0.2365039481109768,0.6941157522954865,-0.2795888915650111,-0.5175991879411473,-0.381829084840197,0.3765854354443882,0.5611792913016831,-0.5150025424642628,0.966226746851276
13,5,-0.1341069432535213,-0.2365033321860801,0.6936345440105474,-0.2708474273564474,-0.4995357971813555,-0.381829084840197,0.2731545030543072,0.4226806728580411,-0.4941200734675184,0.0394483815381134
14,1,-0.1341070436681492,-0.2365147393826447,0.5834378467594963,-0.5595779901653098,-0.5860031759003563,-0.5057703895372333,0.5666917411406525,0.9757276076238736,-0.8008313368571947,1.4409708569708566
14,2,-0.1341070395204689,-0.2365146325189724,0.5255324498051593,-0.5420950617481822,-0.7666370834982681,-0.4727111204522096,0.761207404490574,0.9534604409185672,-0.7851694851096356,1.3468871722774534
14,3,-0.1341070600937787,-0.2365153640389296,0.5131814371583893,-0.6208556542673421,-0.74916593505847,-0.5553386569169005,0.5480464573480431,0.5125389555198796,-0.5150025424642628,0.5855663214250988
14,4,-0.1341070819735569,-0.2365152866490162,0.3497310230407459,-0.6121141900587783,-0.723403394138768,-0.5222793878318768,0.6558867473917827,0.6538801909897313,-0.6455179736939091,0.9629824818618464
14,5,-0.1341070370542806,-0.2365146325189724,0.5513572944302237,-0.5420950617481822,-0.46459350030176,-0.4479063505145077,0.3522709775256475,0.8909228663419625,-0.8021364911694882,1.134928526301514
15,1,-0.1341069891755783,-0.2365071029105823,0.3264726226020233,-0.2883303557735749,-0.2297694204244741,-0.2413375093527804,0.0075851906568747,0.2706006619558433,-0.431472666477285,0.3822590487543034
15,2,-0.1341070050162524,-0.2365061466745091,0.2437047975925001,-0.2621059631478836,-0.4817685275815609,-0.1339464754461244,0.411608333379154,0.4800067828865954,-0.6637901340660638,0.9370283619464234
15,3,-0.1341050409642586,-0.2364997881369324,0.1413678356621205,-0.1658187348905532,-0.3180135261034542,-0.010005170749088,0.2514856597277611,0.4648461587468124,-0.8073571084186764,1.1652083328695018
15,4,-0.134107035342216,-0.2365087702223867,0.4605693313383824,-0.3496080198756072,-0.5478035462607975,-0.3157105466701496,0.3807428298035508,0.5060641056268477,-0.5293592398995227,0.8732244838210178
15,5,-0.1341070363327676,-0.2365081783620476,0.1418490439470596,-0.3145984557203092,-0.1684723403051828,-0.2330830102054587,-0.0920662923157858,0.0433492230272219,-0.3583840249886838,-0.0351697132187212
16,1,-0.1341070912166676,-0.2365152056387711,-2.4868314139135324,-0.6470800468930336,1.4305819236763324,-0.6957889599085804,-1.176138366879307,-1.7517634290239532,2.6943719114728077,-1.0138563183627252
16,2,-0.1341070913063472,-0.2365152056387711,-2.4887562470532885,-0.6383385826844697,1.4305819236763324,-0.7040434590559022,-1.176138366879307,-1.7530268143689351,2.673489442476063,-1.0138563183627252
16,3,-0.1341070914388284,-0.2365152056387711,-2.4887562470532885,-0.6470800468930336,1.4305819236763324,-0.6957889599085804,-1.176138366879307,-1.753816430209549,2.6539121277916147,-1.0138563183627252
16,4,-0.134107091161637,-0.2365152056387711,-2.487633427721764,-0.6383385826844697,1.4305819236763324,-0.6957889599085804,-1.176138366879307,-1.7520792753601988,2.7022028373465856,-1.0138563183627252
16,5,-0.1341070913776832,-0.2365152056387711,-2.4893978580998737,-0.6470800468930336,1.4305819236763324,-0.6957889599085804,-1.176138366879307,-1.751289659519585,2.704813145971181,-1.0138563183627252
17,1,-0.1341070594843652,-0.2365155758922202,0.1237235318810204,-0.6121141900587783,0.12024579069148,-0.4644566213048878,-0.1987727475342988,0.3486147070084762,-0.2135118963237748,0.7001970177182104
17,2,-0.1341070888809223,-0.2365166460196684,-0.1606705645179802,-0.9271128528143748,0.7521683461241752,-0.7701619972259495,-0.8095317733894934,-0.1099941732199576,0.7288095171542918,-0.7056511443670976
17,3,-0.1341070846578296,-0.2365165095544606,0.2822014603876271,-0.8658351887123428,0.6354966090855236,-0.7784164963732713,-0.629629981120265,0.7667952561974896,0.2733106621628175,-0.05139103816586
17,4,-0.1341070854160297,-0.2365165531262171,0.005346293786005,-0.8833618244505133,0.6739923598850783,-0.7205937298462823,-0.6482752649128742,0.2173805542984801,0.5878528514262719,-0.1508818311749728
17,5,-0.1341070870384147,-0.2365167197466579,-0.1300336370435251,-0.9883468095953644,1.0734598047204609,-0.728848228993604,-1.0296217111306292,-0.0190304283812601,1.0263847003578936,-1.0938815214352744
18,1,-0.1341069684453292,-0.2365107598288937,0.127091989875594,-0.3364521162417187,0.177989416890812,-0.1917692419731133,-0.26692881869512,0.3906222697291251,-0.1534747979581342,0.5606936231728206
18,2,-0.1341070757347119,-0.2365154379362876,-0.1765504379209702,-0.6558652184226401,0.6917596294848729,-0.5222793878318768,-0.7794221596973745,-0.1177324084579717,0.718368282655921,-0.7889206124290764
18,3,-0.1341070509505384,-0.2365148413908135,0.2345618401786573,-0.585846090112044,0.6748807233650687,-0.5222793878318768,-0.6424801091394953,0.739790394448501,0.4129621735785411,0.0394483815381182
18,4,-0.1341070430770793,-0.2365151207526416,-0.0066839133374722,-0.6121141900587783,0.4240661008479673,-0.4561608496618295,-0.5440884426393087,0.2364892576413319,0.6635518015394687,-0.1184391812806952
18,5,-0.1341070702846395,-0.2365158699483357,-0.1200886658214503,-0.7083577109950658,1.1060331323200845,-0.4644566213048878,-1.0525503709296482,-0.0079758066126685,1.092947570285016,-1.1479526045924004
19,1,-0.134107087658019,-0.2365159698268975,-0.1759088268743848,-0.7258406394121935,0.9085203186023676,-0.7040434590559022,-0.9326158427501632,-1.2097711160267133,0.0331622687002636,-1.0138563183627252
19,2,-0.1341070903850934,-0.2365160164652878,-0.1268255818105979,-0.7345821036207573,1.1605194257594544,-0.7123392306989605,-1.055699912110832,-1.232038282732019,0.0931993670659013,-1.0138563183627252
19,3,-0.1341070893537783,-0.2365159931460927,-0.1226551100077925,-0.7258406394121935,0.927175951682152,-0.7123392306989605,-0.9420644662937148,-1.2162459659197455,0.0684014351322679,-1.0138563183627252
19,4,-0.1341070865023754,-0.2365159698268975,-0.1975631996966438,-0.7258406394121935,0.964191096681724,-0.7040434590559022,-0.960709750086324,-1.2276164340245823,0.04621381182323,-1.0138563183627252
19,5,-0.1341070884427153,-0.2365160164652878,-0.1362893447477333,-0.7345821036207573,0.919772922682237,-0.7123392306989605,-0.9382850168762938,-1.188925257834511,0.0723168980691569,-1.0138563183627252
20,1,-0.1340978866620128,-0.2349397634984289,0.7191385831123192,0.6566656324932152,-0.7014904282990211,0.5683875845037482,0.4759849551225541,0.5744448374239935,-0.4601860613478105,0.1670561377889341
20,2,-0.1341006375931716,-0.2350108204720949,0.7191385831123192,0.6479241682846514,-0.7405784214185696,0.5642603349300873,0.4708197075854127,0.5706546813890475,-0.4406087466633624,0.0827052480638152
20,3,-0.1340998191529106,-0.2349397634984289,0.7191385831123192,0.6479241682846514,-0.7000098224990384,0.5601330853564261,0.479134496303738,0.5660749095134883,-0.4197262776666179,0.2178829559566353
20,4,-0.1340996923337623,-0.2348653543106013,0.7191385831123192,0.6566656324932152,-0.7056361245389734,0.5642603349300873,0.4709456892326598,0.5847098433519715,-0.4210314319789143,0.129206379578942
20,5,-0.1340950847174429,-0.2349397634984289,0.7191385831123192,0.6566656324932152,-0.7074128514989526,0.5683875845037482,0.4554499466212344,0.568127910699084,-0.4262520492280996,0.1865217277255026
21,1,-0.1341070914714391,-0.2365168329139666,-1.6387820130892128,-1.0583659379059605,1.4527910106760753,-1.0097901074727005,-1.185586990422859,-1.4007002262871044,0.9324135898725452,-1.0138563183627252
21,2,-0.1341070914367902,-0.2365168248640526,-1.6482457760263485,-1.0583659379059605,1.4489414355961208,-1.0015356083253784,-1.1839492290086433,-1.3774855205730616,0.9389393614340296,-1.0138563183627252
21,3,-0.1341070913226526,-0.2365168163882173,-1.4932967082759616,-1.0408393021677902,1.4524948895160794,-0.9932398366823202,-1.1854610087756117,-1.449340562068908,0.8240857819519367,-1.0138563183627252
21,4,-0.1341070907540026,-0.2365168248640526,-1.5162343031913916,-1.0583659379059605,1.434135377596291,-1.0015356083253784,-1.1776501466462754,-1.3635882817782603,0.9050053493143188,-1.0138563183627252
21,5,-0.134107091410294,-0.2365168075290528,-1.5781497691868875,-1.0496244736973968,1.4305819236763324,-1.0015356083253784,-1.176138366879307,-1.504613670911867,0.9611269847430676,-1.0138563183627252
22,1,-0.1341070914714391,-0.2365169476145922,-1.1744160181229928,-1.2158434156232374,1.2043453574389476,-1.0676128739996893,-1.0578416001140378,-1.0284753190218083,0.3738075442096478,-0.959785235205599
22,2,-0.1341070913899123,-0.2365169501701204,-1.199438848939825,-1.224628587152844,1.118174099879944,-1.0841631447900697,-1.0148818584026875,-0.9986278402466108,0.3255168346546772,-0.8235261056496389
22,3,-0.1341070913104236,-0.2365169501701204,-1.4296168119023556,-1.224628587152844,1.2609044989982945,-1.0841631447900697,-1.104832754537302,-1.0700091122380888,0.3959951675186886,-1.0398104382781457
22,4,-0.1341070911106827,-0.2365169513839963,-1.14762875692805,-1.2158434156232374,0.9994295147213168,-1.0841631447900697,-0.9526469246624928,-0.8950302419580938,0.405131247704763,-0.8916556704276142
22,5,-0.1341070914632864,-0.2365169421627986,-1.3606436243944198,-1.1983604872061098,1.3417455756773593,-1.0758673731470112,-1.1394777075303255,-1.1879777188257747,0.3973003218309849,-1.0138563183627252
23,1,-0.1341070916569128,-0.2365166113922608,-2.4861898028669467,-0.9358543170229388,1.4305819236763324,-0.9932398366823202,-1.176138366879307,-1.7516055058558306,2.698287374409696,-1.0138563183627252
23,2,-0.1341070917017526,-0.2365166113922608,-2.484906580773776,-0.9358543170229388,1.4305819236763324,-0.9932398366823202,-1.176138366879307,-1.7516055058558306,2.703507991658882,-1.0138563183627252
23,3,-0.1341070916487601,-0.2365166113922608,-2.489879066384813,-0.9271128528143748,1.4305819236763324,-0.9932398366823202,-1.176138366879307,-1.7541322765457945,2.6721842881637694,-1.0138563183627252
23,4,-0.1341070916671037,-0.236516602128471,-2.489718663623167,-0.931483584918657,1.4305819236763324,-0.9932398366823202,-1.176138366879307,-1.7522371985283214,2.720474997718737,-1.0138563183627252
23,5,-0.1341070916243021,-0.2365166113922608,-2.488595844291642,-0.9271128528143748,1.4305819236763324,-0.9932398366823202,-1.176138366879307,-1.7530268143689351,2.685235831286733,-1.0138563183627252
24,1,-0.1341069901274047,-0.2365138030370996,0.3394652462953784,-0.5420950617481822,0.7669744041240038,-0.6255638084127404,-0.8189803969330451,-0.7742190183441984,0.3738075442096478,-0.728360999293091
24,2,-0.1341069874370175,-0.2365137292675179,0.330001483358243,-0.5420950617481822,0.8039895491235763,-0.6297116942342695,-0.8425389649683012,-0.8133839640386378,0.3764178528342405,-0.7672921791662232
24,3,-0.1341069818035096,-0.2365138768066813,0.3349739689692804,-0.5420950617481822,0.7628287078840514,-0.6214159225912113,-0.8167127272825924,-0.78353648526344,0.347704457963718,-0.7121396743459569
24,4,-0.1341069862079996,-0.2365137292675179,0.3397860518186711,-0.5420950617481822,0.7157454434445957,-0.6297116942342695,-0.7913904161858736,-0.7849577937765447,0.3607560010866814,-0.754315119208514
24,5,-0.1341069908713375,-0.2365137292675179,0.3327283303062312,-0.5420950617481822,0.7421002266842914,-0.6297116942342695,-0.7957997738395315,-0.8163845042329698,0.3529250752129034,-0.74025663758766
