f_id,i_id,ic.eps.max,ela_meta.lin_simple.coef.min,ela_meta.quad_w_interact.adj_r2,ela_level.qda_mda_10,ic.eps.ratio,ela_meta.lin_simple.intercept,ela_level.lda_qda_10,ic.eps.s,disp.ratio_median_02,ic.m0
5,4,-0.2364582483148766,-0.1340997971907264,0.7174016441401084,-0.9917813326644698,-0.7778411978793149,-0.1808573419107508,0.9424521402297096,-0.8604912053194068,0.5027045767073545,-1.362345426038917
5,5,-0.2364582483148766,-0.1340997971907264,0.7174016441401084,-0.9566985093386348,-0.7778411978793149,-0.1808589374549796,0.8005535109735363,-0.8604912053194068,0.5219811949227259,-1.418169307740137
7,1,-0.2364385342382239,-0.1340997397285935,0.7089222619363075,-1.5204021790486628,-0.1730748804411392,-0.1808564060662598,1.8737013812074472,-0.2233814895498583,0.1216551468686154,-0.8586013506874275
7,2,-0.23644279582614,-0.1340996671778864,0.7058824834104166,-1.2403342165661486,-0.2169010647425665,-0.1808572147563278,1.1422221605805647,-0.2647533238336935,0.0360310985166168,-0.744295307203977
7,3,-0.2364435364515063,-0.1340996898219575,0.7046025766626732,-1.128842193284893,-0.2169010647425665,-0.1808573741089285,0.8965846403009552,-0.2481797918178913,0.0884814318003023,-0.5608739816142494
7,4,-0.2364478663989436,-0.1340997428429176,0.6972431128631481,-0.9064527708465484,-0.2957531705636158,-0.1808576721070254,0.8280992822806116,-0.3474969924013636,-0.3064650948913804,-0.568848821857283
7,5,-0.2364461801122392,-0.1340996831999425,0.699482949671699,-1.1939535348811467,-0.2694837294238992,-0.1808574482436735,1.241285851886745,-0.3143912588735396,-0.1908053855991501,-0.7496118673659974
8,1,-0.2316908323545753,-0.1340344778646835,0.6970831245196802,0.0407834589509989,0.865618822223255,-0.1804104907853606,-0.1847764186254334,0.753010331750162,-1.042114641203581,0.0425555967751313
8,2,-0.2303131522593406,-0.1340633763199752,0.7058824834104166,-0.0730870608269233,0.913823246714635,-0.1802566460119309,-0.0538708265422668,0.7943821660339968,-0.9484213108079378,-0.1701068097057084
8,3,-0.2295642533891954,-0.1340138266817459,0.7068424134712245,-0.0656542592748398,0.9357582300662982,-0.180191178515057,-0.0566506750227971,0.7943821660339968,-0.9277998122519592,-0.138207448733583
8,4,-0.2312303032901594,-0.1340618038125446,0.6983630312674236,-0.0347338048181717,0.8875538055749183,-0.1803717336646411,-0.116922844350664,0.753010331750162,-1.0093892195821363,-0.030547105452658
8,5,-0.2312303032901594,-0.1340281404434272,0.6998029263586352,0.0244312955364146,0.8875538055749183,-0.1803542100446281,-0.14522675615243,0.753010331750162,-0.9838364931105972,-0.0491550660197323
9,1,-0.2330059474735361,-0.1340772493436522,-0.1220571940361705,0.8488776436935388,0.8261708781117804,-0.1805614263479935,-0.8909842894293103,0.7612764325061728,-0.8762460658620128,-0.0132682849260887
9,2,-0.2330059474735361,-0.1340887389290374,-0.081580143138782,0.9791003268860456,0.8174143977318751,-0.1805683340528892,-0.9589642204531944,0.753010331750162,-0.9448349632329852,-0.0079517247640683
9,3,-0.2328430322961364,-0.1340854562011291,-0.1490952240822522,0.8230114942922878,0.8261708781117804,-0.1805603693294371,-0.8792331117616128,0.7612764325061728,-0.8919363365024308,-0.0464967859387221
9,4,-0.2330059474735361,-0.1340879350033672,-0.0559820081839116,0.889906708261041,0.8174143977318751,-0.1805702861792213,-0.9139812177682451,0.753010331750162,-0.9071783136959808,0.0066688156814907
9,5,-0.2328430322961364,-0.1340923036642917,-0.0921393738076659,0.9348008296356268,0.8261708781117804,-0.1805629582625794,-0.9367254326089496,0.7612764325061728,-0.9390071484236866,0.0066688156814877
10,1,0.0656575289467888,-0.1254562527153997,0.6889237190028151,-1.9580455344353516,1.6676686426207024,-0.1410751423195144,2.813542881125007,1.5639148159148415,0.6255369811494897,-1.0101233153050266
10,2,0.0328431028552663,-0.1041806080872897,0.6905236024374947,-1.990452549202436,1.6588683798388972,-0.1459188311309788,2.6252713249436197,1.5597611002849463,0.7376103428667655,-0.9077795321861222
10,3,-0.0459242970022,-0.131863396884659,0.6988429962978273,-1.2317121667657311,1.6062857151575645,-0.1584361156663997,0.8131891858850385,1.5308090823870175,0.8734432572681053,-0.5555574214522291
10,4,0.1268319871648361,-0.1303039817322045,0.6849240104161167,-2.143270949113277,1.7026945641403244,-0.1311407106060371,3.2939512412603347,1.6507915348605176,0.5668105396096375,-1.068605477087257
10,5,-0.0459242970022,-0.1325091125000763,0.7012428214498465,-1.3060401822865686,1.5887727543977537,-0.1606711877466069,0.970250625035015,1.5059694496152043,0.7819913941068071,-0.5661905417762698
11,1,-0.0851468341104603,-0.1329256705722241,0.7052425300365449,-1.5034553915099118,1.571216011236043,-0.1670921972717411,1.2843735033349686,1.5059694496152043,1.8363775811429424,-0.1581445493411595
11,2,-0.0851468341104603,-0.1335603304777416,0.7052425300365449,-1.5739183502236658,1.56683777104609,-0.1673686555493034,1.403401561001323,1.4977033488591938,1.7996175184996757,-0.1328908885715626
11,3,-0.0705331895723751,-0.1287788343580549,0.6972431128631481,-1.7124657711545055,1.5975292347776588,-0.1608855472062524,1.6414576763340307,1.5390751831430285,1.6902339174636145,-0.4292891176042326
11,4,-0.0627053264547019,-0.1315299481503679,0.6950032760545969,-1.8477427594024287,1.61504219553747,-0.1584987999230174,1.9496417874255776,1.5473412838990397,1.6615431368639917,-0.4638467586573682
11,5,-0.0851468341104603,-0.1331711609313952,0.7038026349453336,-1.5629178039265814,1.56683777104609,-0.1672308788203647,1.3843216918849537,1.4977033488591938,1.8318946466742507,-0.1262451883690371
12,1,3.0841354370744165,0.105451040063318,-0.9467971046133992,-0.2294732054827644,2.281235222840683,1.3496109956226738,0.0559331884386908,2.556838838726884,-0.9295929860394354,-0.6858131454217437
12,2,6.393581048010185,1.504972972360545,-0.160614384811944,-0.1283871043744266,2.377644071823443,1.8343723287181115,0.0122137532448917,2.5319992059550707,-0.8314167211751013,-0.9037921120646067
12,3,4.456873736214957,10.218183123510544,-0.7479315936827505,-0.3029092848173519,2.4915658815660136,8.435333273794155,0.1961891799563688,2.916744865643603,-0.6341676045526949,-0.9636034138873394
12,4,3.7565098417073615,2.4922476181867346,-0.8245660102038933,-0.0876553518690078,2.4127137757449644,5.383493774901833,-0.0408560813834186,2.8381342474539384,-0.8524865131779499,-0.8014483289457023
12,5,5.028755245056788,0.3714499524488307,-1.0152721156176774,-0.0204628258381706,2.386400552203348,2.492217619248383,-0.0786367493688113,2.676800625948494,-0.8421757638999606,-0.6406223840445673
13,1,-0.2364449191878636,-0.1340995999651471,0.7042825999757374,-0.7131999304923722,-0.2607272490439937,-0.1808552887480046,0.6524634010107259,-0.3640291939133856,-0.7924151912974895,-0.9410080331987526
13,2,-0.2364435364515063,-0.1340995738867591,0.7046025766626732,-0.6995235756365383,-0.2431705058822831,-0.1808550803341951,0.6837998747912521,-0.3557630931573746,-0.6498578751931139,-1.0180981555480573
13,3,-0.2364461801122392,-0.1340995677355614,0.6905236024374947,-0.5134062247723624,-0.2782402098038047,-0.1808561381027609,0.3632328022864327,-0.3806027259291878,-0.7525170745261396,-0.5396077409661678
13,4,-0.2364461801122392,-0.134099783176268,0.6882837656289434,-0.5345153811802804,-0.2782402098038047,-0.180854263821378,0.395327416561649,-0.3806027259291878,-0.7395165645669349,-0.5622031216547575
13,5,-0.2364455641950835,-0.1340996894673159,0.6878038005985396,-0.5163793453931956,-0.2694837294238992,-0.1808558362068963,0.2915885255382135,-0.3806027259291878,-0.8022776471286097,-0.5409368810066729
14,1,-0.2364569712482837,-0.1340997898818481,0.5778918086360652,-0.6031944675215336,-0.558710276372179,-0.1808589754314483,0.5859997509762225,-0.5047182287806931,-0.3974686646058077,-0.8532847905254071
14,2,-0.2364568643859544,-0.1340997857341717,0.520136016644139,-0.7845548253923759,-0.5411973156123678,-0.1808591447830068,0.7810945716098217,-0.4716124952528689,-0.4328838469084671,-0.8373351100393429
14,3,-0.2364575958967179,-0.1340998063074618,0.5078169141971075,-0.7670134137294582,-0.6200932038353167,-0.1808588710782896,0.5672989521071985,-0.5543561638205392,-0.5525781972225189,-0.5622031216547575
14,4,-0.2364575185077772,-0.1340998281872191,0.3447887922032773,-0.7411472643282071,-0.6113367234554112,-0.1808589071246146,0.6754603293496608,-0.521250430292715,-0.4391599551646348,-0.6951171257052794
14,5,-0.2364568643859544,-0.1340997832679857,0.5458941399424773,-0.481296522067361,-0.5411973156123678,-0.1808589143721256,0.3709405639824487,-0.4467728624810559,-0.4077794138837969,-0.8546139305659093
15,1,-0.2364493348721956,-0.1340997353893291,0.3215904824004261,-0.2455280568352655,-0.2869966901837102,-0.1808559910170716,0.0252284984037393,-0.2399136910618803,-0.8506933393904736,-0.4771381590624192
15,2,-0.2364483786481402,-0.134099751229988,0.2390364971709691,-0.4985406216681947,-0.2607272490439937,-0.1808570182409025,0.4304545928156261,-0.1323717202261772,-0.6677896130678791,-0.7137250862723568
15,3,-0.2364420201904769,-0.1340977871798676,0.1369639340384235,-0.3341270513361034,-0.1642746176593342,-0.1808560461110287,0.2698551646904287,-0.0082562173746719,-0.6812384164739508,-0.8599304907279326
15,4,-0.2364510021630455,-0.1340997815559227,0.4553407375396234,-0.5648412115127813,-0.348379617646848,-0.1808578558911934,0.3994971892824446,-0.3143912588735396,-0.7390682711200659,-0.5768236621003136
15,5,-0.2364504103101448,-0.1340997825464734,0.1374438990688273,-0.1839844599840125,-0.3133099137253264,-0.1808580148993845,-0.0747196901462457,-0.2316475903058693,-0.8152781570878134,-0.4027063167941276
16,1,-0.2364574374985503,-0.1340998374303211,-2.4844450736837667,1.4215006752660675,-0.6463626449750334,-0.1808589562711314,-1.16201951628104,-0.6950038681840665,2.0636623587055785,2.7061522379476464
16,2,-0.2364574374985503,-0.1340998375200006,-2.486364933805382,1.4215006752660675,-0.6376061645951279,-0.1808596513798694,-1.16201951628104,-0.7032699689400775,2.058731130790018,2.6848859972995616
16,3,-0.2364574374985503,-0.1340998376524816,-2.486364933805382,1.4215006752660675,-0.6463626449750334,-0.1808589110662991,-1.16201951628104,-0.6950038681840665,2.053351609427589,2.6649488966919823
16,4,-0.2364574374985503,-0.1340998373752905,-2.4852450154011065,1.4215006752660675,-0.6376061645951279,-0.1808599167224499,-1.16201951628104,-0.6950038681840665,2.0636623587055785,2.714127078190677
16,5,-0.2364574374985503,-0.1340998375913365,-2.4870048871792534,1.4215006752660675,-0.6463626449750334,-0.1808591658214027,-1.16201951628104,-0.6950038681840665,2.0726282276429595,2.71678535827169
17,1,-0.236457807747346,-0.1340998056980489,0.11936521625695,0.1058948005472523,-0.6113367234554112,-0.1808590175006626,-0.1817438566466725,-0.4633463944968579,-0.4333321403553361,-0.2551717722980466
17,2,-0.236458877861345,-0.134099835094578,-0.1642941167117065,0.7403587410331175,-0.926876493945307,-0.1808591277171758,-0.7943213763563161,-0.7694814359957256,-0.4297457927803836,0.7044673369467426
17,3,-0.2364587413978523,-0.1340998308714893,0.2774336996032747,0.6232177885722779,-0.8654935664821694,-0.1808586912629385,-0.6138839386200593,-0.7777475367517367,-0.278670901185495,0.2405974628104121
17,4,-0.2364587849690611,-0.1340998316296886,0.0012938187776108,0.6618683566431129,-0.8830503096438799,-0.1808590805520527,-0.6325847374890833,-0.7198435009558796,-0.3521910264720281,0.560920212572177
17,5,-0.2364589515874079,-0.1340998332520721,-0.1337363431093302,1.0629423283935495,-0.9882156390065452,-0.1808594069587632,-1.0150666170602658,-0.7281096017118905,-0.2410142516484903,1.007511266181941
18,1,-0.2364529917445473,-0.1340997146590998,0.1227249714697767,0.1638706526535047,-0.3352011146750902,-0.1808582765698928,-0.2501028579179014,-0.1902757560220343,-0.3136377900412853,-0.1940313304348031
18,2,-0.2364576697931473,-0.1340998219483801,-0.1801329627150326,0.6797070803681139,-0.6551629077568384,-0.1808589755054307,-0.7641221133178246,-0.521250430292715,-0.1509072688278002,0.6938342166227017
18,3,-0.2364570732551704,-0.1340997971642302,0.2299171615932965,0.6627602928293636,-0.5850234999137951,-0.1808584653502399,-0.6267723270297917,-0.521250430292715,-0.1065262175877587,0.3828154471444727
18,4,-0.2364573526134876,-0.1340997892907787,-0.0107053069824847,0.410936976244767,-0.6113367234554112,-0.1808588762793056,-0.5280877059709572,-0.4550389632370669,-0.2024610152177476,0.6380103349214816
18,5,-0.2364581017997659,-0.1340998164983129,-0.1238170658143176,1.0956466552227184,-0.7077455724381712,-0.180859272871825,-1.0380635453992,-0.4633463944968579,0.0176510671949835,1.07529740824771
19,1,-0.2364582016770724,-0.1340998338716759,-0.1794930093411609,0.8973395098131252,-0.7252585331979822,-0.180859276502995,-0.9177719202416962,-0.7032699689400775,-0.7794146813382858,-0.003964304642553
19,2,-0.2364582483148766,-0.1340998365987476,-0.1305365762399714,1.1503520746460545,-0.7340150135778878,-0.1808589952505187,-1.0412224641270755,-0.7115774001998686,-0.8264854932595417,0.0571761372206875
19,3,-0.2364582249959745,-0.1340998355674335,-0.1263768793098051,0.916070169724376,-0.7252585331979822,-0.1808587618452218,-0.9272486764253228,-0.7115774001998686,-0.7659658779322123,0.0319224764510876
19,4,-0.2364582016770724,-0.1340998327160333,-0.2010914357093328,0.9532341774847944,-0.7252585331979822,-0.1808592043721318,-0.9459494752943468,-0.7032699689400775,-0.7897254306162742,0.0093270957625009
19,5,-0.2364582483148766,-0.1340998346563714,-0.1399758885045799,0.908637368172292,-0.7340150135778878,-0.1808601108800509,-0.923457973951872,-0.7115774001998686,-0.7457926728231027,0.0359098965726029
20,1,-0.2348820151581857,-0.1340906328844458,0.713241947209942,-0.7191461717340392,0.6596226212859774,-0.1806851402539817,0.495022891613404,0.5709494625990195,-0.699170154348715,-0.5063792399535374
20,2,-0.2349530712388157,-0.1340933838129807,0.713241947209942,-0.7583913639290414,0.6508661409060719,-0.1806831962353288,0.4898422648996883,0.5668164122210141,-0.6736174278771768,-0.4864421393459578
20,3,-0.2348820151581857,-0.1340925653735004,0.713241947209942,-0.7176596114236226,0.6508661409060719,-0.1806842523148457,0.4981818103412796,0.5626833618430083,-0.6556856900024126,-0.4651758986978733
20,4,-0.2348076069055243,-0.1340924385544731,0.713241947209942,-0.7233085406032063,0.6596226212859774,-0.1806844336262232,0.489968621648803,0.5668164122210141,-0.7036530888174075,-0.4665050387383784
20,5,-0.2348820151581857,-0.1340878309425485,0.713241947209942,-0.7250924129757061,0.6596226212859774,-0.1806838478183432,0.4744267415076546,0.5709494625990195,-0.708136023286098,-0.4718215989003988
21,1,-0.2364590647532943,-0.1340998376850923,-1.63858670176877,1.4437990799223184,-1.0583550468495886,-0.1808590139421714,-1.1714962724646671,-1.009446340942725,1.3517723650774394,0.911813183265562
21,2,-0.2364590567034815,-0.1340998376504435,-1.6480260140333782,1.439934023115236,-1.0583550468495886,-0.1808590833059439,-1.1698536347261717,-1.0011802401867145,1.3656694619303822,0.9184588834680903
21,3,-0.2364590482277528,-0.1340998375363059,-1.4934772742433489,1.4435017678602358,-1.040798303687878,-0.1808596859379084,-1.1713699157155522,-0.9928728089269232,0.943825328426554,0.8014945599036267
21,4,-0.2364590567034815,-0.1340998369676564,-1.516355607359264,1.4250684200110677,-1.0583550468495886,-0.1808591338493278,-1.1635357972704206,-1.0011802401867145,1.1043143824056938,0.8839012424149518
21,5,-0.2364590393686995,-0.1340998376239472,-1.578111107937889,1.4215006752660675,-1.0495985664696832,-0.1808582415292568,-1.16201951628104,-1.0011802401867145,1.2240087327197446,0.9410542641566771
22,1,-0.2364591794524784,-0.1340998376850923,-1.175420447429085,1.1943542598343897,-1.216103040893587,-0.1808607031726403,-1.0433705288620316,-1.0673503767385824,0.660952163452149,0.3429412459293167
22,2,-0.2364591820079745,-0.1340998376035655,-1.2003786290100835,1.1078364497681357,-1.2249033036753918,-0.1808574437163217,-1.0002828774138073,-1.0839239087543844,0.8976511033990363,0.293763064430622
22,3,-0.2364591820079745,-0.1340998375240769,-1.4299619018865768,1.2511408636923096,-1.2249033036753918,-0.1808591533813495,-1.0905015962819358,-1.0839239087543844,1.453534977516726,0.3655366266179063
22,4,-0.2364591832218351,-0.1340998373243362,-1.148702394069939,0.988614312872713,-1.216103040893587,-0.1808585882880699,-0.9378626433509848,-1.0839239087543844,0.7896123827035819,0.3748406069014421
22,5,-0.2364591740007533,-0.1340998376769397,-1.3611669141953628,1.3323070566410633,-1.1985900801337757,-0.1808589896493619,-1.1252497022885677,-1.075616477494593,0.9075135592301564,0.3668657666584115
23,1,-0.2364588432343726,-0.1340998378705658,-2.4838051203098948,1.4215006752660675,-0.9356329743252126,-0.1808591717873387,-1.16201951628104,-0.9928728089269232,2.0641106521524484,2.7101396580691617
23,2,-0.2364588432343726,-0.1340998379154056,-2.4825252135621514,1.4215006752660675,-0.9356329743252126,-0.1808591829370171,-1.16201951628104,-0.9928728089269232,2.0703867604086152,2.715456218231182
23,3,-0.2364588432343726,-0.1340998378624132,-2.4874848522096573,1.4215006752660675,-0.926876493945307,-0.1808593957993073,-1.16201951628104,-0.9928728089269232,2.049765261852636,2.68355685725906
23,4,-0.2364588339706992,-0.1340998378807567,-2.48732486386619,1.4215006752660675,-0.93125473413526,-0.1808595465924305,-1.16201951628104,-0.9928728089269232,2.0681452931742688,2.732735038757751
23,5,-0.2364588432343726,-0.1340998378379551,-2.486204945461914,1.4215006752660675,-0.926876493945307,-0.180859255383691,-1.16201951628104,-0.9928728089269232,2.100870714795715,2.69684825766411
24,1,-0.2364560349145065,-0.1340997363411546,0.3345495382213289,0.7552243441372846,-0.5411973156123678,-0.180858464374698,-0.8037981325399428,-0.6246800160023028,-0.7256194677139922,0.3429412459293167
24,2,-0.236455961145852,-0.1340997336507699,0.3251102259567204,0.7923883518977036,-0.5411973156123678,-0.1808584795452581,-0.8274268446244525,-0.6288337316321982,-0.7350336300982434,0.3455995260103269
24,3,-0.236456108683161,-0.1340997280172674,0.3300698646042266,0.7510619752681175,-0.5411973156123678,-0.1808586089693457,-0.8015237110558721,-0.6205263003724072,-0.7906220175100133,0.3163584451192117
24,4,-0.236455961145852,-0.1340997324217532,0.3348695149082647,0.7037893573968651,-0.5411973156123678,-0.1808583131671753,-0.7761260044837521,-0.6288337316321982,-0.7986912995536573,0.3296498455242627
24,5,-0.236455961145852,-0.1340997370850867,0.3278300277956754,0.7302501309222834,-0.5411973156123678,-0.1808588485552743,-0.7805484907027784,-0.6288337316321982,-0.8027259405754787,0.3216750052812321
