f_id,i_id,ela_meta.lin_simple.coef.min,ic.eps.max,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ela_level.qda_mda_10,ic.m0,ela_meta.lin_simple.intercept,pca.expl_var_PC1.cor_init,ela_level.lda_qda_10,ic.eps.s
7,2,-0.1341095463753999,-0.2367593333687102,0.7113357871084266,-0.2650415882660712,-1.2551496556014203,-0.7296580506726859,-0.1809028525479138,0.6490076333771196,1.1525946141348724,-0.3130624144955532
7,3,-0.1341095690195004,-0.2367600740458387,0.7100528195455658,-0.2650415882660712,-1.1432381932689442,-0.5475390367196528,-0.1809030119017843,-0.2245435773286545,0.9064457445696628,-0.2966514312551342
7,4,-0.1341096220405294,-0.2367644042958958,0.7026757560591153,-0.3426352316215976,-0.9200121297364304,-0.5554572547176126,-0.1809033099022559,0.2417724071302252,0.837817819001585,-0.3949945552619338
7,5,-0.1341095623974768,-0.236762717891337,0.7049209492941216,-0.3167850450511836,-1.2085944872711103,-0.7349368626713237,-0.1809030860371201,0.7312986894580986,1.251864528609731,-0.362213513926334
8,1,-0.1340443569774756,-0.23200703778273,0.7025153851137577,0.8002015166564109,0.0307876542402902,0.0516061251258202,-0.180456125017123,0.6046970647181312,-0.177166408588293,0.6947192869890253
8,2,-0.1340732554703244,-0.2306292614015237,0.7113357871084266,0.8476366090131209,-0.0835112526219457,-0.1595463548197216,-0.1803022790177456,0.7481789060900936,-0.0459883073179444,0.7356853573722154
8,3,-0.1340237057676993,-0.2298803101908856,0.7122980127805725,0.8692215147994165,-0.0760504884664475,-0.1278734828278909,-0.1802368109991787,0.6616677958511161,-0.0487739426731059,0.7356853573722154
8,4,-0.1340716829608501,-0.2315464765319679,0.7037983526766185,0.8217864224427065,-0.0450137095795741,-0.0209775398554604,-0.1804173675875584,0.6046970647181312,-0.1091715819645692,0.6947192869890253
8,5,-0.1340380195479832,-0.2315464765319679,0.7052416911848373,0.8217864224427065,0.0143739730981935,-0.0394533818506962,-0.1803998438279044,0.80092958306508,-0.1375344146716719,0.6947192869890253
9,1,-0.134087128512031,-0.2333222448150003,-0.1185838551172635,0.7613831531565055,0.8419219332260797,-0.0038214008598841,-0.1806070617825209,-1.1930460065894046,-0.8848444085882705,0.7029043160366156
9,2,-0.1340986181123483,-0.2333222448150003,-0.0780100059417855,0.752766424299701,0.9726345212304124,0.0014574111387537,-0.1806139695424622,-1.1909359795104049,-0.952965855000865,0.6947192869890253
9,3,-0.1340953353801737,-0.2331593182514694,-0.1456865448827014,0.7613831531565055,0.8159584739649454,-0.0368139758513772,-0.1806060047555414,-1.2690069814333849,-0.8730687682232681,0.7029043160366156
9,4,-0.1340978141856334,-0.2333222448150003,-0.0523506546845661,0.752766424299701,0.8831053513644311,0.0159741441350111,-0.1806159216843503,-1.2162563044583985,-0.9078892101627914,0.6947192869890253
9,5,-0.1341021828522354,-0.2331593182514694,-0.0885944883353884,0.7613831531565055,0.928168366863642,0.0159741441350081,-0.1806085937093142,-1.1107549505084298,-0.93068077215957,0.7029043160366156
10,1,-0.1254661206797557,0.0653621051761138,0.6943364669005188,1.5894507962954385,-1.9755610424563492,-0.9935986506046132,-0.141120463098428,1.1068835095200011,2.827394561531493,1.4976706365576518
10,2,-0.1041904484013847,0.0325453856865028,0.6959401763540952,1.5807909837943497,-2.0080899741743226,-0.8919815196308207,-0.1459641905079503,1.0288125075970218,2.638731076113714,1.4935576594612376
10,3,-0.13187327317587,-0.0462275192193761,0.7042794655126913,1.5290475270092372,-1.2464951691810418,-0.5422602247210148,-0.1584815747902566,0.1911317572342333,0.8228766839148078,1.464889595222052
10,4,-0.1303138559967679,0.1265408388730358,0.6903271932665783,1.623917711722657,-2.161483285211371,-1.0516655825896366,-0.1311859522201271,1.1490840510999856,3.3088029988190075,1.583695291847828
10,5,-0.1325189896304726,-0.0462275192193761,0.7066850296930557,1.5118140692956277,-1.3211028107360263,-0.5528178487182906,-0.1607166646811541,-0.982043298689459,0.9802650814814516,1.4402935829340424
11,1,-0.1329355482439877,-0.0854527975881839,0.7106943033269961,1.4945375279377344,-1.519260706706065,-0.1476690278227832,-0.1671377253735922,-1.1529554920884189,1.2950418766147396,1.4402935829340424
11,2,-0.1335702089743221,-0.0854527975881839,0.7106943033269961,1.4902291635093317,-1.5899887509001909,-0.1225946708292529,-0.1674141858541764,-1.446249256069339,1.4143177177312152,1.432108553886452
11,3,-0.1287887066405058,-0.0708381317034399,0.7026757560591153,1.5204307981524323,-1.7290573947586811,-0.4168884397533515,-0.1609310258489728,0.5941469293231293,1.6528693999641648,1.4730746242696422
11,4,-0.1315398240082222,-0.0630097214969265,0.7004305628241084,1.5376642558660416,-1.8648433023887527,-0.4512007177445011,-0.1585442595463883,0.7713892039590874,1.961695065020516,1.4812596533172329
11,5,-0.1331810389222031,-0.0854527975881839,0.7092509648187777,1.4902291635093317,-1.5789468199500527,-0.1159961558309554,-0.1672764080273319,-1.378728389541357,1.3951981296116946,1.432108553886452
12,1,0.1054414721907816,3.084050974526874,-0.9452960784358015,2.193224987291744,-0.2404857304536328,-0.6715911186876594,1.3495775537220422,-0.7921408615795086,0.0640442892109487,2.4808563257542207
12,2,1.5049652233352102,6.393727882399452,-0.1572332529484502,2.288095172005164,-0.1390193379388546,-0.8880224106318422,1.8343427497506115,-0.0325311131397041,0.020233842261585,2.456260313466211
12,3,10.218186698350548,4.456885214257158,-0.7459549933562785,2.400198814432193,-0.3141980803099579,-0.9474090456165222,8.43535629611516,-0.722509967972526,0.2045922548577503,2.83723249048631
12,4,2.492241152243633,3.756472371362885,-0.8227726761825788,2.322605171076667,-0.098134350366723,-0.7864052796580497,5.383492477931861,-0.6739793451555393,-0.0329464690642316,2.759392864243725
12,5,0.3714407302738973,5.028806691860153,-1.0139348430488633,2.2967119008619683,-0.0306890424010167,-0.6267212166992339,2.49219328247368,-0.8828720259764845,-0.0708057859366585,2.599641559807378
14,1,-0.134109669079521,-0.2367735097815732,0.5830390308223298,-0.601395599191443,-0.6156129521920947,-0.8378736966447757,-0.1809046132370646,0.805149637223075,0.5952143035247628,-0.550673807747105
14,2,-0.1341096649318392,-0.2367734029117754,0.5251451195482284,-0.5841621414778336,-0.7976555975862563,-0.822037260648859,-0.1809047825899727,0.7228585811421006,0.7907152575415753,-0.517892766411505
14,3,-0.1341096855051561,-0.2367741344736641,0.5127965567556915,-0.6617988684776441,-0.78004819417928,-0.5488587397193151,-0.1809045088830744,0.2502125154462221,0.5764745747718557,-0.5998249071778858
14,4,-0.1341097073849419,-0.2367740570793146,0.3493785634362755,-0.6531821396208394,-0.7540847349181455,-0.6808290396852759,-0.1809045449296866,0.2291122446562275,0.6848611140454258,-0.5670438658422858
14,5,-0.1341096624656501,-0.2367734029117754,0.5509648417508054,-0.5841621414778336,-0.4932564200419205,-0.8391933996444323,-0.1809045521772553,0.6890981478781095,0.3797074228663328,-0.4932967541234956
15,1,-0.1341096145869312,-0.2367658728717793,0.3261247763594205,-0.3340185027647929,-0.2566009810295097,-0.464397747741096,-0.1809016287989059,0.4738753858201642,0.0332756805152972,-0.2884664022075437
15,2,-0.1341096304276108,-0.2367649165808935,0.2433733685548878,-0.3081683161943788,-0.5105653928826763,-0.6993048816805146,-0.1809026560309226,0.3620439506331937,0.4393453434245707,-0.1819791742983916
15,3,-0.1341076663749378,-0.236758557678838,0.1410567054167252,-0.2132550478366749,-0.3455332897630511,-0.8444722116430732,-0.1809016838933021,0.397914410976184,0.2784115917695391,-0.0590809631488204
15,4,-0.1341096607535848,-0.236767540279156,0.4601948866783918,-0.394421772050994,-0.5771154091497223,-0.5633754727155695,-0.1809034936878884,0.64478757921912,0.4083234951511773,-0.362213513926334
15,5,-0.1341096617441368,-0.2367669483848908,0.141537818252798,-0.359911772979491,-0.1948258538219827,-0.3904943797601587,-0.1809036526973466,-0.047301302692701,-0.0668805724816579,-0.2802813731599532
16,1,-0.1341097166280558,-0.236773976064426,-2.4866212342679,-0.6876490550480583,1.4166992037656796,2.6962909364437286,-0.180904594076595,-1.524320257992319,-1.15644385571655,-0.7390931764226379
16,2,-0.1341097167177354,-0.236773976064426,-2.4885456856121912,-0.6790323261912535,1.4166992037656796,2.675175688449174,-0.1809052891908722,-1.5137701225973217,-1.15644385571655,-0.7472782054702284
16,3,-0.1341097168502167,-0.236773976064426,-2.4885456856121912,-0.6876490550480583,1.4166992037656796,2.6553801434542788,-0.1809045488714026,-1.5116600955183224,-1.15644385571655,-0.7390931764226379
16,4,-0.1341097165730252,-0.236773976064426,-2.487423088994688,-0.6790323261912535,1.4166992037656796,2.7042091544416857,-0.1809055545355671,-1.5116600955183224,-1.15644385571655,-0.7390931764226379
16,5,-0.1341097167890715,-0.236773976064426,-2.4891871693936216,-0.6876490550480583,1.4166992037656796,2.7068485604410077,-0.1809048036285362,-1.5348703933873162,-1.15644385571655,-0.7390931764226379
17,1,-0.1341096848957425,-0.2367743463390984,0.1234159014273867,-0.6531821396208394,0.0961439482424566,-0.2440073467979407,-0.1809046553066142,0.2924130570262112,-0.1741275336553889,-0.5097077373639145
17,2,-0.1341097142923097,-0.2367754165278875,-0.1609217846916755,-0.963685963975797,0.7329947765558033,0.7088182189563167,-0.1809047655240056,-0.1274823316946797,-0.7879802701019614,-0.8128402881414282
17,3,-0.1341097100692155,-0.2367752800548575,0.2818623954407169,-0.903282694689596,0.6154131334651476,0.2482418720751048,-0.1809043290662904,0.7840493664330804,-0.6071672115941835,-0.8210253171890187
17,4,-0.1341097108274158,-0.2367753236291115,0.0050621437534624,-0.9205592360474896,0.6542091070737391,0.5662902949930771,-0.1809047183585067,0.0603100783362721,-0.6259069403470906,-0.7636891887106473
17,5,-0.1341097124498014,-0.2367754902591032,-0.13029093412837,-1.024046149617714,1.0567919409044348,1.0097105028787157,-0.1809050447678182,-0.311054687567632,-1.0091850412595855,-0.7718742177582377
18,1,-0.134109593856675,-0.2367695299997095,0.1267836912798967,-0.3814535951215029,0.154337908655344,-0.1833010088135953,-0.1809039143699401,0.3008531653422093,-0.242628839434596,-0.2393153027767629
18,2,-0.1341097011460947,-0.2367742083752581,-0.17679850828208,-0.6963088675491469,0.6721149410469355,0.6982605949590408,-0.1809046133110476,-0.195003198222663,-0.7577181405617939,-0.5670438658422858
18,3,-0.1341096763619127,-0.2367736117955892,0.2342322246695033,-0.6272888694061413,0.6551043987723996,0.3894500930386849,-0.1809041031517915,0.8178097996970761,-0.6200824300590244,-0.5670438658422858
18,4,-0.1341096684884509,-0.2367738911734307,-0.0069656771483592,-0.6531821396208394,0.4023337091841119,0.6428330689733364,-0.1809045140841318,0.1510412427332481,-0.5211923749507796,-0.5014817831710862
18,5,-0.1341096956960205,-0.2367746404120695,-0.1203479355161971,-0.7480523243342592,1.0896193031886283,1.0770153558613584,-0.1809049106798116,-0.2519739293556479,-1.032229842834106,-0.5097077373639145
19,1,-0.134109713069406,-0.2367747402963565,-0.1761570245006496,-0.7652857820478687,0.8905661155199301,0.0054165201377322,-0.1809049143110105,-1.3365278479613676,-0.9116878038289216,-0.7472782054702284
19,2,-0.1341097157964813,-0.2367747869374202,-0.1270835152212176,-0.7739025109046733,1.1445305273730968,0.0661228581220746,-0.180904633056293,-1.2500167377223943,-1.0353953375558809,-0.7555041596630568
19,3,-0.1341097147651658,-0.2367747636168884,-0.1229138706419195,-0.7652857820478687,0.909367241191786,0.0410485011285414,-0.1809043996491361,-1.2690069814333849,-0.9211842879942456,-0.7555041596630568
19,4,-0.134109711913762,-0.2367747402963565,-0.1978071021239286,-0.7652857820478687,0.946671061969278,0.01861355013433,-0.1809048421795724,-1.3639581999883603,-0.9399240167471528,-0.7472782054702284
19,5,-0.1341097138541025,-0.2367747869374202,-0.1365454009973172,-0.7739025109046733,0.9019064770362872,0.0450076101275198,-0.1809057486947153,-1.277447089749383,-0.9173856943281156,-0.7555041596630568
20,1,-0.1341005120702182,-0.2351984436178973,0.7187128505948774,0.5974929703000802,-0.73200087301787,-0.4934312137336107,-0.180730776674352,0.9275312078050474,0.504048055537648,0.5144440222158448
20,2,-0.1341032630023282,-0.2352695046646321,0.7187128505948774,0.5888762414432754,-0.771393707758902,-0.4736356687387154,-0.1807288326402079,0.8325799892500718,0.4988566441939375,0.5103515076920497
20,3,-0.1341024445617843,-0.2351984436178973,0.7187128505948774,0.5888762414432754,-0.7305087201867705,-0.4525204207441606,-0.1807298887281403,0.8389100704870707,0.5072135502594227,0.5062589931682542
20,4,-0.1341023177425921,-0.235124030164848,0.7187128505948774,0.5974929703000802,-0.7361789009449493,-0.4538401237438201,-0.1807300700409627,0.9043209099360536,0.4989832639828082,0.5103515076920497
20,5,-0.1340977101246794,-0.2351984436178973,0.7187128505948774,0.5974929703000802,-0.7379694843422687,-0.4591189357424581,-0.1807294842284145,0.8579003141980649,0.4834090299516759,0.5144440222158448
21,1,-0.1341097168828274,-0.2367756034328987,-1.6387400461621564,-1.0930661477607198,1.4390814962321743,0.9146918869032206,-0.1809046517480946,-1.311207523013374,-1.1659403398818746,-1.05045168139298
21,2,-0.1341097168481785,-0.2367755953825234,-1.648201931938256,-1.0930661477607198,1.4352018988713162,0.921290401901521,-0.1809047211124199,-1.3977186332523517,-1.1642942826265517,-1.0422666523453894
21,3,-0.1341097167340408,-0.2367755869062022,-1.4932835987227937,-1.0757896064028265,1.438783065665955,0.8051565379314712,-0.1809053237491865,-1.4082687686473487,-1.1658137200930037,-1.034040698152561
21,4,-0.1341097161653906,-0.2367755953825234,-1.5162166439089335,-1.0930661477607198,1.4202803705603184,0.8869781239103683,-0.1809047716562065,-1.1529554920884149,-1.157963293183002,-1.0422666523453894
21,5,-0.1341097168216822,-0.2367755780465298,-1.578119828816975,-1.084449418903915,1.4166992037656796,0.9437253528957324,-0.1809038793290249,-1.3681782541463594,-1.15644385571655,-1.0422666523453894
22,1,-0.1341097168828274,-0.2367757181400991,-1.1744661593518424,-1.2482965181160566,1.1886982511736472,0.3498590030488973,-0.1809063409920246,-0.9356227029514708,-1.0375478739666883,-1.1077878098713514
22,2,-0.1341097168013005,-0.2367757206957738,-1.1994840268276312,-1.2569563306171452,1.1018549564036455,0.3010299920614903,-0.1809030815097322,-0.8026909969745059,-0.9943705259616792,-1.12419879311177
22,3,-0.1341097167218118,-0.2367757206957738,-1.4296163334158178,-1.2569563306171452,1.2456984893216556,0.3722939540431115,-0.1809047911883839,-1.1086449234294264,-1.0847770552155682,-1.12419879311177
22,4,-0.1341097165220708,-0.2367757219097193,-1.1476842114771195,-1.2482965181160566,0.9821842993494508,0.3815318750407279,-0.1809042260906012,-0.8343414031594977,-0.931820350259409,-1.12419879311177
22,5,-0.1341097168746747,-0.236775712687993,-1.3606568269120407,-1.231063060402447,1.327170033899698,0.373613657042771,-0.1809046274550916,-1.1824958711944074,-1.119597497155091,-1.1159728389189418
23,1,-0.1341097170683012,-0.2367753818984951,-2.4859797504864694,-0.9723026928326016,1.4166992037656796,2.700250045442707,-0.1809048095945197,-1.5306503392293171,-1.15644385571655,-1.034040698152561
23,2,-0.134109717113141,-0.2367753818984951,-2.4846967829236086,-0.9723026928326016,1.4166992037656796,2.705528857441345,-0.180904820744287,-1.5306503392293171,-1.15644385571655,-1.034040698152561
23,3,-0.1341097170601485,-0.2367753818984951,-2.4896682822296947,-0.963685963975797,1.4166992037656796,2.673855985449517,-0.1809050336082734,-1.52010020383432,-1.15644385571655,-1.034040698152561
23,4,-0.134109717078492,-0.2367753726341742,-2.489507911284337,-0.9679943284041994,1.4166992037656796,2.722684996436921,-0.1809051844025982,-1.5053300142813235,-1.15644385571655,-1.034040698152561
23,5,-0.1341097170356904,-0.2367753818984951,-2.488385314666834,-0.963685963975797,1.4166992037656796,2.687053015446112,-0.1809048931915382,-1.5433105017033142,-1.15644385571655,-1.034040698152561
24,1,-0.1341096155387579,-0.2367725733823557,0.3391148229333875,-0.5841621414778336,0.7479163048667998,0.3498590030488973,-0.1809041021762419,-0.6381088848125478,-0.7974767542672856,-0.6694590418002618
24,2,-0.1341096128483698,-0.2367724996085455,0.3296529371572878,-0.5841621414778336,0.7852201256442926,0.3524984090482163,-0.1809041173469228,-0.6212286681805528,-0.8211546547861612,-0.6735720188966761
24,3,-0.13410960721486,-0.2367726471561659,0.3346244364633742,-0.5841621414778336,0.7437382769397205,0.3234649430557045,-0.1809042467720417,-0.6106785327855555,-0.7951975980676075,-0.6653460647038476
24,4,-0.1341096116193515,-0.2367724996085455,0.3394355648241027,-0.5841621414778336,0.6962878169107504,0.3366619730522994,-0.1809039509675142,-0.5937983161535594,-0.7697470205045382,-0.6735720188966761
24,5,-0.134109616282691,-0.2367724996085455,0.3323792432283674,-0.5841621414778336,0.7228481373043252,0.3287437550543425,-0.1809044863598796,-0.6444389660495465,-0.7741787131150233,-0.6735720188966761
