f_id,i_id,ic.eps.max,ela_meta.lin_simple.coef.min,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ela_level.qda_mda_10,ela_meta.lin_simple.intercept,ic.eps.s,ela_level.lda_qda_10,ic.m0,ela_level.lda_mda_10
8,2,-0.2306292114434037,-0.1340732609542547,0.7100789948185228,0.8494568773192674,-0.0719786768881282,-0.1803023397228918,0.741946584918076,-0.0557204429297795,-0.1427956809051518,0.7450608827539171
8,3,-0.2298802602411643,-0.1340237112515939,0.7110406629109947,0.8710346619396898,-0.0645500702164348,-0.1802368717036287,0.741946584918076,-0.0584998187428022,-0.1113544300636514,0.6480395080711715
8,4,-0.2315464265635622,-0.1340716884447794,0.7025459280941624,0.8236152190912164,-0.0336470664621893,-0.1804174282939286,0.7010673737719615,-0.1187617397797106,-0.0052402084735858,0.3040546341959781
8,5,-0.2315464265635622,-0.134038025031888,0.7039884302328699,0.8236152190912164,0.0254846426444921,-0.1803999045340882,0.7010673737719615,-0.1470608389668545,-0.0235809381311289,0.5168401491251822
9,1,-0.233322194826681,-0.1340871339959714,-0.1193597349381979,0.7632318776983376,0.8494656946687503,-0.1806071224909084,0.7092350483266295,-0.8926915684423984,0.0117904690655615,-1.0134515333708627
9,2,-0.233322194826681,-0.134098623596297,-0.0788093970389806,0.7546179916223208,0.9796148835568232,-0.1806140302509232,0.7010673737719615,-0.9606599405972348,0.0170306775391444,-1.0134515333708627
9,3,-0.2331592682649773,-0.13409534086412,-0.1464467195428134,0.7632318776983376,0.8236141434512567,-0.1806060654639177,0.7092350483266295,-0.8809423888691645,-0.0209608338943374,-1.0134515333708627
9,4,-0.233322194826681,-0.1340978196695815,-0.0531649145730723,0.7546179916223208,0.8904716034964993,-0.1806159823928321,0.7010673737719615,-0.9156845865319528,0.0314412508415003,-1.0134515333708627
9,5,-0.2331592682649773,-0.1341021883361866,-0.0893877460561677,0.7632318776983376,0.9353403877935292,-0.1806086544177181,0.7092350483266295,-0.9384249340930502,0.0314412508414974,-1.0134515333708627
10,1,0.0653621518149795,-0.1254661261574678,0.6930895251848587,1.5910263296035667,-1.955873328829636,-0.1411205233868821,1.5023162475849186,2.8112057082034845,-0.9707486197313452,1.1827595844476697
10,2,0.032545432693376,-0.104190453863726,0.6946923053389781,1.5823693740971696,-1.98826205391822,-0.1459642508479167,1.498211991121198,2.622966164503288,-0.8698746066148624,0.7649061639390271
10,3,-0.0462274713291417,-0.131873278658211,0.703026762140398,1.5306429882106878,-1.2299498848717327,-0.1584816352633433,1.4696047109934722,0.811192140204952,-0.5227107952399537,-1.336488610439554
10,4,0.1265408848258418,-0.1303138614779823,0.6890825747995606,1.6254818739076344,-2.1409942070882417,-0.1311860124029294,1.5881585071544824,3.291532382799557,-1.028390912940763,1.4352356617470934
10,5,-0.0462274713291417,-0.13251899511328,0.7054309323715771,1.5134152160586538,-1.3042359515886697,-0.1607167251780106,1.445060848956694,0.9682268736407535,-0.5331912121871195,-0.8811496588034811
11,1,-0.0854527492580762,-0.1329355537270961,0.7094378827568751,1.49614437447624,-1.5015397447888528,-0.1671377859387356,1.445060848956694,1.2822963405123569,-0.1310052118395873,-1.0134515333708627
11,2,-0.0854527492580762,-0.133570214457889,0.7094378827568751,1.4918374314382312,-1.5719629360365088,-0.1674142464222599,1.436893174402026,1.4013041594154347,-0.1061142215900685,-1.0134515333708627
11,3,-0.0708380835372214,-0.1287887121206183,0.701423981986279,1.5220291021346706,-1.710432164396878,-0.1609310863481089,1.4777723855481404,1.639319797221589,-0.3982558439923479,-1.0134515333708627
11,4,-0.0630096734184961,-0.1315398294903223,0.6991800897705119,1.5392568742867043,-1.8456328058217024,-0.1585443200201416,1.4859400601028088,1.947451506674461,-0.4323171990706397,-0.9737609710006476
11,5,-0.0854527492580762,-0.1331810444054888,0.707995380618168,1.4918374314382312,-1.560968598162402,-0.1672764685939502,1.436893174402026,1.382227534516958,-0.0995639609980898,-1.0134515333708627
12,1,3.0840509873140896,0.1054414668798905,-0.9455929043866804,2.194601326950074,-0.2282765612605624,1.349577509286913,2.483417315091671,0.0540649016846309,-0.6510959028427497,0.5907086957586409
12,2,6.393727858071871,1.5049652190354152,-0.1579867366524723,2.289440212647021,-0.1272475105255295,1.83434271047088,2.458873453054893,0.010352900261632,-0.8659444502596753,0.9148482884487243
12,3,4.456885211649376,10.218186700345685,-0.7463673312296558,2.401506870496001,-0.3016711951768961,8.435356327036107,2.8390378652019272,0.1942970449780657,-0.924896795587486,0.9512313039547576
12,4,3.756472376609551,2.4922411486571034,-0.8231405006119684,2.3239388263814686,-0.0865387459646482,5.383492476396745,2.7613632801870325,-0.042707910714262,-0.7650704371431926,0.7792388670171561
12,5,5.02880668283883,0.3714407251551794,-1.0141918949829851,2.2980540987230373,-0.0193841416525371,2.4921932501900788,2.6019506920662945,-0.0804821547185297,-0.6065541308172919,0.8685426323501411
13,1,-0.2367614068519487,-0.1341094846465297,0.7084762146644037,-0.3059667314872661,-0.7117302834543847,-0.1809009872357555,-0.4026713271731352,0.6504936841065289,-0.9026259095747584,1.1452740533202488
13,2,-0.2367600240189676,-0.1341094585681079,0.7087967706952275,-0.2886958899048521,-0.6980616471784686,-0.180900778820283,-0.3945036526184669,0.6818248296351521,-0.9786089324417194,1.5046941458949683
13,3,-0.2367626678644362,-0.1341094524169022,0.6946923053389781,-0.3231945036392999,-0.51204933611926,-0.1809018365972891,-0.4190475146552452,0.3613122642879048,-0.506990169819205,0.946821241469174
13,4,-0.2367626678644362,-0.1341096678578889,0.692448413123211,-0.3231945036392999,-0.5331465790668701,-0.1808999623009506,-0.4190475146552452,0.3934014214018979,-0.5292610558319353,1.0052545694031016
13,5,-0.2367620519042409,-0.1341095741488149,0.6919675790769753,-0.3145806175632831,-0.5150207787879371,-0.1809015346990156,-0.4190475146552452,0.2896801694704477,-0.5083002219376007,0.0603986818677169
14,1,-0.2367734597545514,-0.1341096745634777,0.5818565824889816,-0.5990972746541229,-0.6017869047133191,-0.1809046739486166,-0.5416851480935891,0.5840413351224326,-0.8161624697606318,1.4892589271954422
14,2,-0.2367733528847548,-0.1341096704157959,0.523996218925276,-0.5818695025020889,-0.7830449075026438,-0.1809048433015264,-0.5089736115021427,0.7791029830909584,-0.8004418443398801,1.3933400681340888
14,3,-0.2367740844466353,-0.1341096909891128,0.5116548117385576,-0.6594806160470017,-0.7655133957574467,-0.1809045695946252,-0.5907320337943722,0.5653437160166411,-0.5292610558319353,0.6171690706721144
14,4,-0.2367740070522867,-0.1341097128688985,0.3483315140338044,-0.6508667299709847,-0.7396618445399531,-0.1809046056412378,-0.5580204972029257,0.6734867021960834,-0.6602662676715197,1.001947022538915
14,5,-0.2367733528847548,-0.1341096679496067,0.5498009794065962,-0.5818695025020889,-0.4799577552975436,-0.1809046128888067,-0.4844297494653646,0.3690187154058317,-0.8174725218790245,1.1772470063406983
15,1,-0.2367658228448431,-0.1341096200708878,0.3250912017990751,-0.3318083897153169,-0.2443223516714209,-0.1809016895104262,-0.2800336937347911,0.0233654324771489,-0.445417720254597,0.4098961338498864
15,2,-0.236764866553968,-0.1341096359115674,0.2423877458465207,-0.3059667314872661,-0.4971921227758722,-0.1809027167424537,-0.173772247778557,0.4285226248573708,-0.6786069973290657,0.9754866476254368
15,3,-0.2367585076519839,-0.134107671858893,0.1401303720137113,-0.2110847763599393,-0.3328713431980092,-0.1809017446048229,-0.0511346143402129,0.2679505040231763,-0.8227127303526104,1.2081174437397506
15,4,-0.2367674902522012,-0.1341096662375415,0.4590836226834457,-0.3921917311081958,-0.5634552942873795,-0.1809035543994285,-0.3536244414723523,0.3975704851214323,-0.5436716291342882,0.9104382259631456
15,5,-0.2367668983579426,-0.1341096672280935,0.1406112060599471,-0.3576931173737478,-0.1828134884297977,-0.1809037134088884,-0.2718660191801229,-0.0765657615274519,-0.3720548016244304,-0.0156748960085263
16,1,-0.236773926037399,-0.1341097221120125,-2.4860249105107086,-0.6853222742750525,1.4217655526560289,-0.1809046547881468,-0.7297050163420528,-1.1636807102121447,2.692157103303515,-1.0134515333708627
16,2,-0.236773926037399,-0.1341097222016921,-2.487948246695652,-0.6767083881990357,1.4217655526560289,-0.1809053499024313,-0.737872690896721,-1.1636807102121447,2.6711962694091804,-1.0134515333708627
16,3,-0.236773926037399,-0.1341097223341734,-2.487948246695652,-0.6853222742750525,1.4217655526560289,-0.1809046095829538,-0.7297050163420528,-1.1636807102121447,2.651545487633242,-1.0134515333708627
16,4,-0.236773926037399,-0.1341097220569818,-2.486826300587768,-0.6767083881990357,1.4217655526560289,-0.1809056152471291,-0.7297050163420528,-1.1636807102121447,2.700017416013889,-1.0134515333708627
16,5,-0.236773926037399,-0.1341097222730282,-2.488589358757299,-0.6853222742750525,1.4217655526560289,-0.1809048643400902,-0.7297050163420528,-1.1636807102121447,2.702637520250684,-1.0134515333708627
17,1,-0.2367742963120672,-0.1341096903796991,0.1224997903183992,-0.6508667299709847,0.1069021717662546,-0.1809047160181666,-0.5008059369474744,-0.1835717303288392,-0.22663901648249,0.7340357265399698
17,2,-0.2367753665008443,-0.1341097197762664,-0.1616731310069465,-0.9612681147202556,0.7410080372620239,-0.1809048262355592,-0.8032957640796139,-0.7960450913077339,0.7192186129993304,-0.6992345812733294
17,3,-0.2367752300278158,-0.1341097155531722,0.2808544695453832,-0.9008847733273766,0.6239331961161318,-0.1809043897778393,-0.8114634386342822,-0.6156383339896928,0.2620104236791718,-0.0322126303294497
17,4,-0.2367752736020693,-0.1341097163113725,0.0042146149443974,-0.9181556149097908,0.6625619508089385,-0.1809047790700598,-0.7542488783788309,-0.6343359530954843,0.5777329842125772,-0.1336440674977742
17,5,-0.2367754402320592,-0.1341097179337581,-0.1310600300632687,-1.021608386682754,1.0634095668135275,-0.1809051054793748,-0.7624165529334992,-1.016752797914609,1.0179104959935914,-1.095037689354082
18,1,-0.2367694799727324,-0.1341095993406316,0.1258656286420496,-0.3792278325637902,0.1648453038054646,-0.1809039750814846,-0.2309868080340082,-0.2519191082763603,-0.1663766190362778,0.5918112113800332
18,2,-0.2367741583482284,-0.1341097066300514,-0.1775406545327273,-0.6939792297814495,0.6803906068210033,-0.1809046740225996,-0.5580204972029257,-0.7658509631571652,0.7087381960521646,-0.7841282841207354
18,3,-0.2367735617685662,-0.1341096818458693,0.2332518989680408,-0.6249820023125539,0.6634533836095423,-0.180904163863338,-0.5580204972029257,-0.6285245309409812,0.4021860003475292,0.0603986818677218
18,4,-0.2367738411464046,-0.1341096739724075,-0.0078062362114971,-0.6508667299709847,0.411772189572561,-0.1809045747956827,-0.4925974240200329,-0.5298566895786638,0.6537160070795381,-0.1005685988559275
18,5,-0.2367745903850351,-0.1341097011799772,-0.1211227931077289,-0.7457056156679314,1.09609543616898,-0.1809049713913667,-0.5008059369474744,-1.0397458160041628,1.084723154031782,-1.1501634704238233
19,1,-0.2367746902693209,-0.1341097185533627,-0.1768995424710797,-0.7629333878199652,0.8979002101681935,-0.1809049750225657,-0.737872690896721,-0.9194746444588028,0.0209608338943316,-1.0134515333708627
19,2,-0.2367747369103841,-0.134109721280438,-0.1278544697550302,-0.7715472738959822,1.1507699812726448,-0.1809046937678451,-0.7460812038241627,-1.0429041976098707,0.0812232313405409,-1.0134515333708627
19,3,-0.2367747135898525,-0.1341097202491225,-0.1236872413543202,-0.7629333878199652,0.9166202989808614,-0.1809044603606858,-0.7460812038241627,-0.9289497892759264,0.0563322410910192,-1.0134515333708627
19,4,-0.2367746902693209,-0.1341097173977187,-0.1985370745516899,-0.7629333878199652,0.9537633323393294,-0.1809049028911268,-0.737872690896721,-0.947647408381718,0.0340613550782918,-1.0134515333708627
19,5,-0.2367747369103841,-0.1341097193380593,-0.1373108726643339,-0.7715472738959822,0.9091916923091672,-0.1809058094062793,-0.7460812038241627,-0.9251597313490768,0.0602623974462064,-1.0134515333708627
20,1,-0.2351983936085383,-0.1341005175541682,0.7174517835274717,0.5993957645324954,-0.7176731687917397,-0.1807308373840553,0.5211743417053928,0.4930799448780422,-0.4742388668593089,0.1904955251923092
20,2,-0.2352694546544763,-0.1341032684862802,0.7174517835274717,0.5907818784564784,-0.7568962120182824,-0.1807288933498904,0.5170905044280587,0.4879001990446814,-0.45458808508337,0.1044993067235108
20,3,-0.2351983936085383,-0.1341024500457357,0.7174517835274717,0.5907818784564784,-0.7161874474574011,-0.1807299494378341,0.5130066671507243,0.4962383264837501,-0.4336272511890354,0.2423137593978686
20,4,-0.2351239801563235,-0.1341023232265434,0.7174517835274717,0.5993957645324954,-0.7218331885278884,-0.1807301307506584,0.5170905044280587,0.4880265343089094,-0.4349373033074312,0.1519074784434865
20,5,-0.2351983936085383,-0.1340977156086275,0.7174517835274717,0.5993957645324954,-0.7236160541290946,-0.180729544938104,0.5211743417053928,0.4724872968088258,-0.4401775117810141,0.2103408063774191
21,1,-0.2367755534058535,-0.1341097223667841,-1.638635043027852,-1.09060561415165,1.4440513726711093,-0.180904712459647,-1.040403356401634,-1.173155855029269,0.9235867434690872,-1.0134515333708627
21,2,-0.2367755453554782,-0.1341097223321352,-1.6480914459371558,-1.09060561415165,1.4401884972018295,-0.180904781823973,-1.0322356818469651,-1.1715134965943006,0.9301370040610688,-1.0134515333708627
21,3,-0.2367755368791571,-0.1341097222179975,-1.4932628830492345,-1.0733347725692362,1.4437542284042422,-0.180905384460746,-1.024027168919524,-1.1730295197650404,0.8148524176422302,-1.0134515333708627
21,4,-0.2367755453554782,-0.1341097216493473,-1.51618263925314,-1.09060561415165,1.425331283858441,-0.1809048323677602,-1.0322356818469651,-1.1651967333828848,0.896075648982774,-1.0134515333708627
21,5,-0.2367755280194849,-0.1341097223056389,-1.5780499532021437,-1.081991728075633,1.4217655526560289,-0.180903940040569,-1.0322356818469651,-1.1636807102121447,0.9524078900737962,-1.0134515333708627
22,1,-0.2367756681130526,-0.1341097223667841,-1.1746301884103238,-1.2457847718110953,1.194747332769071,-0.1809064017035949,-1.097617916657085,-1.0450518971017528,0.3628844367956545,-0.9583257523011216
22,2,-0.2367756706687272,-0.1341097222852572,-1.1996335588145843,-1.2544417273174924,1.1082783511105574,-0.1809031422212679,-1.1139941041391948,-1.0019715719998952,0.3144125084150067,-0.8194087840053715
22,3,-0.2367756706687272,-0.1341097222057685,-1.429632510930699,-1.2544417273174924,1.2515018877408108,-0.1809048518999378,-1.1139941041391948,-1.0921749506589158,0.3851553228083848,-1.0399119082843389
22,4,-0.2367756718826727,-0.1341097220060275,-1.147863759836532,-1.2457847718110953,0.9891235000965912,-0.1809042868021491,-1.1139941041391948,-0.9395619514711052,0.3943256876371549,-0.8888672681532417
22,5,-0.2367756626609465,-0.1341097223586314,-1.360712964303571,-1.2285569996590615,1.3326222725957049,-0.1809046881666437,-1.1057855912117531,-1.1269171483217035,0.3864653749267805,-1.0134515333708627
23,1,-0.2367753318714523,-0.1341097225522579,-2.4853837984490608,-0.9698820007962724,1.4217655526560289,-0.1809048703060737,-1.024027168919524,-1.1636807102121447,2.6960872596587024,-1.0134515333708627
23,2,-0.2367753318714523,-0.1341097225970977,-2.484101574325765,-0.9698820007962724,1.4217655526560289,-0.1809048814558412,-1.024027168919524,-1.1636807102121447,2.7013274681322854,-1.0134515333708627
23,3,-0.2367753318714523,-0.1341097225441052,-2.4890701928035357,-0.9612681147202556,1.4217655526560289,-0.1809050943198298,-1.024027168919524,-1.1636807102121447,2.669886217290788,-1.0134515333708627
23,4,-0.2367753226071315,-0.1341097225624487,-2.4889099147881235,-0.965575057758264,1.4217655526560289,-0.1809052451141563,-1.024027168919524,-1.1636807102121447,2.7183581456714325,-1.0134515333708627
23,5,-0.2367753318714523,-0.1341097225196471,-2.48778796868024,-0.9612681147202556,1.4217655526560289,-0.1809049539030931,-1.024027168919524,-1.1636807102121447,2.682986738474745,-1.0134515333708627
24,1,-0.2367725233553444,-0.1341096210227146,0.3380737210474408,-0.5818695025020889,0.7558652506054109,-0.1809041628877884,-0.6602185250682124,-0.8055202361248577,0.3628844367956545,-0.722387409322621
24,2,-0.236772449581535,-0.1341096183323264,0.3286173181381371,-0.5818695025020889,0.7930082839638797,-0.1809041780584695,-0.6643227815319332,-0.8291449305355535,0.3655045410324459,-0.7620779716928361
24,3,-0.2367725971291538,-0.1341096126988166,0.333585936615907,-0.5818695025020889,0.7517052308692622,-0.1809043074835898,-0.6561142686044916,-0.8032462013687477,0.336683394427737,-0.7058496750017026
24,4,-0.236772449581535,-0.1341096171033081,0.3383942770782646,-0.5818695025020889,0.7044592924372907,-0.1809040116790591,-0.6643227815319332,-0.7778528132588556,0.3497839156116943,-0.7488477842360993
24,5,-0.236772449581535,-0.1341096217666477,0.3313420444001399,-0.5818695025020889,0.7309051321885204,-0.1809045470714302,-0.6643227815319332,-0.7822745475068472,0.3419236029013199,-0.7345150811579655
