f_id,i_id,ic.eps.max,ela_meta.lin_simple.coef.max,ic.eps.s,ela_level.qda_mda_10,ic.eps.ratio,ela_level.lda_mda_25,ela_meta.lin_simple.coef.min,disp.ratio_median_10,pca.expl_var_PC1.cov_init,ela_level.lda_qda_25
4,4,-0.2266966544523953,-0.167510482727057,0.0742011500728974,0.2829739390432861,0.0470652392719904,-0.0085132579398778,-0.1340958862539001,-0.6914044850574366,0.4416545473180049,-0.0511273855684226
4,5,-0.2267023641737389,-0.1675103841461382,0.1084981331402381,1.1805905715115967,0.0151146513703176,-0.1647889616481638,-0.1340959575246008,-0.6610872560985527,0.4416545473180049,-0.0364914791893612
5,1,-0.2267132706870804,-0.1675144547045334,-0.8613348055464877,-0.9756675648861072,-0.7787275590197443,-1.7198174548385383,-0.1340960114300999,0.7172890837762217,0.2962038032754935,-1.4763168829750373
5,2,-0.2267132706870804,-0.1675144547045334,-0.8613348055464877,-0.93672138868397,-0.7787275590197443,-1.7069744333701484,-0.1340960114300999,0.6242222413908142,0.2974558900247838,-1.4933438037625593
5,3,-0.2267132706870804,-0.1675144547045334,-0.8613348055464877,-0.9561944767850384,-0.7787275590197443,-1.7250455874716886,-0.1340960114300999,0.6573596776947085,0.2949517165262038,-1.5052264208227872
5,4,-0.2267132706870804,-0.1675144547045334,-0.8613348055464877,-1.0699420390262016,-0.7787275590197443,-1.7860783532108515,-0.1340960114300999,0.6580647295309631,0.2964124844003751,-1.5421060066987389
5,5,-0.2267132706870804,-0.1675144547045334,-0.8613348055464877,-1.0334686359162633,-0.7787275590197443,-1.6775377735443695,-0.1340960114300999,0.7313901205012817,0.2970385277750205,-1.5049366008944889
6,1,-0.2195017954773505,-0.1671050861471176,0.8809948055032526,-0.5435504670242964,1.0279619614287636,0.072295487759461,-0.1339098559776631,-0.0646134026284457,0.4416545473180049,-0.0980057589706637
6,2,-0.2201370203511891,-0.1672628570087904,0.8638034427407482,-0.3778746698469503,1.0006148105856774,-0.1119393600304521,-0.1340023733245454,-0.2845895755394079,0.4416545473180049,-0.028448976179085
6,3,-0.2198267272407454,-0.1672396159213516,0.8809948055032526,-0.3349102373699891,1.0279619614287636,-0.0322671649035369,-0.1335043462579355,-0.240171309855464,0.4416545473180049,-0.0648213771805149
6,4,-0.2172037507111459,-0.1670756783561259,0.9196003470684276,-0.8041189316147873,1.0735861247519796,0.033425458182564,-0.1339339128372909,-0.1139670311661622,0.4416545473180049,0.1331980888292605
6,5,-0.2223705225149698,-0.1673598573955957,0.812315096910903,-0.0199407647511156,0.9184822008869408,0.0142177535086005,-0.1340127333691759,-0.0244254479620197,0.4416545473180049,-0.1045991623394488
7,1,-0.2266935779186874,-0.1675135643617843,-0.200474813067667,-1.6195158587674738,-0.1491505680271551,0.5821520745488213,-0.1340959539679955,0.1962557767851939,0.4412371850682417,0.7902198662813795
7,2,-0.2266978349004014,-0.1675138468329306,-0.2433889131306771,-1.328346827161018,-0.194774731350371,0.7990059237673006,-0.1340958814173246,0.0989586233822684,0.4412371850682417,1.354064536785613
7,3,-0.2266985747252515,-0.1675141328959288,-0.2261975503681725,-1.2124355884641806,-0.194774731350371,0.8650395120251291,-0.1340959040613844,0.1899103102589153,0.4408198228184784,1.2784215354997714
7,4,-0.2267028999925992,-0.167514177254015,-0.3292171132566971,-0.9812313043435548,-0.2768617624643689,0.5302117133890493,-0.134095957082318,-0.1936378886627595,0.4399850983189519,0.7862348422672789
7,5,-0.2267012155285435,-0.1675139336439828,-0.2948772589605223,-1.280127751863134,-0.2495146116212825,0.451448758720073,-0.1340958974393727,-0.0667285581372062,0.4408198228184784,0.9215807487825588
8,1,-0.2219510076608828,-0.167314385572172,0.812315096910903,0.0035505796247769,0.9321557763084842,-0.2513941152668643,-0.13403069213661,-1.0051525521900562,0.4416545473180049,-0.1558972896482378
8,2,-0.2205748166521481,-0.1672757205447165,0.8552291969739128,-0.1148334321642597,0.982337798105548,-0.1538780761528941,-0.1340595905774997,-0.8690775477932123,0.4416545473180049,-0.0793848285775015
8,3,-0.2198267272407454,-0.1673198379211291,0.8552291969739128,-0.1071060162511374,1.0051726690595248,-0.1661528223350724,-0.1340100409639643,-0.8253643339455198,0.4416545473180049,-0.1430003028389661
8,4,-0.2214909763663156,-0.1673484247977105,0.812315096910903,-0.0749599660525479,0.9549906472624612,-0.2575314883579537,-0.1340580180708528,-0.9656696493598848,0.4416545473180049,-0.1495937062077512
8,5,-0.2214909763663156,-0.167364718348194,0.812315096910903,-0.0134497353840927,0.9549906472624612,-0.2527579759537728,-0.1340243547185122,-0.9106756061321444,0.4416545473180049,-0.1758224097187423
9,1,-0.2232647013176504,-0.1674841452389881,0.8208893426777379,0.843675237699455,0.8910894714591158,-0.4975709692538804,-0.1340734635942628,-1.0538011288915197,0.4416545473180049,-0.3061689224708775
9,2,-0.2232647013176504,-0.1674754927719798,0.812315096910903,0.9790595644973612,0.8819737545114205,-0.5112095761229672,-0.1340849531739219,-1.1264214680255868,0.4416545473180049,-0.3297167916451096
9,3,-0.2231019622295998,-0.1674787668932279,0.8208893426777379,0.8167838303217888,0.8910894714591158,-0.4873420141020654,-0.1340816704476496,-1.0488657660377487,0.4416545473180049,-0.3151533402481227
9,4,-0.2232647013176504,-0.1674838651791101,0.812315096910903,0.8863305735398912,0.8819737545114205,-0.4981392445400925,-0.1340841492486524,-1.078477943160378,0.4416545473180049,-0.3066761073453992
9,5,-0.2231019622295998,-0.1674758938099515,0.8208893426777379,0.9330041656551517,0.8910894714591158,-0.5043902726884235,-0.1340885179073996,-1.1384073492418896,0.4416545473180049,-0.3066761073453992
10,1,0.0750759601383465,-0.1467718488970975,1.6534486066374328,-2.0745061077321267,1.7671098701326529,0.7311538545935942,-0.1254524712624485,0.6827415437998198,0.4416545473180049,0.8863676274943219
10,2,0.0422970020187205,-0.1516324057670826,1.6491400481395984,-2.1081976411133407,1.7579485746002188,0.984604632244123,-0.1041768372374623,0.7680528159864441,0.4416545473180049,1.416158456423512
10,3,-0.0363852608957223,-0.1574657090117346,1.6191087523412582,-1.3193830247017952,1.7032086943293074,2.872074167868488,-0.1318596122385852,0.952071345248497,0.4416545473180049,2.363289982102173
10,4,0.1361842970121164,-0.1402106322150666,1.7435639296468703,-2.26707331228714,1.8035727379234348,-0.105120056595909,-0.130300197863295,0.5318604508416613,0.4416545473180049,-0.3576844147258899
10,5,-0.0363852608957223,-0.164300321386731,1.5933431438119183,-1.3966571838330208,1.6849772604339164,2.753986563393645,-0.1325053275321978,0.954891552593509,0.4416545473180049,1.9723228988278416
11,1,-0.0755654037277583,-0.1643121182937184,1.5933431438119183,-1.6018973504855545,1.6667002479537871,4.01271632235311,-0.132921885396746,1.8376164515823683,0.4416545473180049,2.3504654502749758
11,2,-0.0755654037277583,-0.1660220448783636,1.5847688980450834,-1.6751532533419564,1.662142389479939,4.895134186783024,-0.1335565449859685,1.7755718899920965,0.4416545473180049,2.4550904443906414
11,3,-0.0609675545698007,-0.1548822478455766,1.6276829981080931,-1.8191922859625596,1.6940929773816118,3.0574455662308258,-0.1287750512492318,1.6366766782502389,0.4416545473180049,4.96471365850721
11,4,-0.0531481523171231,-0.1538987105591636,1.6362572438749283,-1.9598312555813888,1.7123244112770026,2.2356058473111053,-0.1315261636704747,1.5696967538061972,0.4416545473180049,5.31561313669431
11,5,-0.0755654037277583,-0.1655039534797188,1.5847688980450834,-1.6637166777905346,1.662142389479939,4.089206175877239,-0.1331673756335722,1.8474871772899104,0.4416545473180049,2.4284270109872037
12,1,3.090291300475911,1.0395230902759378,2.683387008149673,-0.2774182629763572,2.4058481566576755,-0.1271691377009327,0.1054547064392104,-0.8126734008929658,0.4416545473180049,-0.180459528571514
12,2,6.396159846751331,1.1980496173418935,2.657621399620333,-0.1723254065578917,2.5062122002518032,-0.1448993266307451,1.5049759412579569,-0.5377031847542629,0.4416545473180049,-0.2123397206843209
12,3,4.461545854531916,8.87054536211673,3.056709668837676,-0.353765132198008,2.624807677741321,0.1928835034936366,10.218181750013288,-0.3557998110009692,0.4416545473180049,-0.0751099846351023
12,4,3.761938958999664,5.149987575105151,2.975168591595074,-0.1299791673539803,2.5427206466273238,-0.1347840265361727,2.4922500950569737,-0.5919921761457521,0.4416545473180049,-0.1328566053485274
12,5,5.032809236540532,2.055336453653115,2.8078207498408685,-0.0601233274993523,2.515327917199498,-0.0812524945750073,0.3714534862590856,-0.5821214504382084,0.4416545473180049,-0.0943830098669357
13,1,-0.2266999559670571,-0.1675139899813319,-0.3463656047903674,-0.7803184906023699,-0.240398894673587,-0.0289711682435078,-0.1340958142046188,-0.5997477463445335,0.4408198228184784,0.1314591692594709
13,2,-0.2266985747252515,-0.16751385366156,-0.3377913590235322,-0.7661000453222246,-0.2221218821934575,-0.0339719907621728,-0.1340957881262438,-0.441111083187592,0.4408198228184784,0.0770454777214756
13,3,-0.2267012155285435,-0.1675141555790644,-0.363556967552872,-0.5726055508576372,-0.2586303285689779,0.0627484629511003,-0.1340957819750492,-0.6716630336423494,0.4399850983189519,0.4864885814248199
13,4,-0.2267012155285435,-0.1675141363521227,-0.363556967552872,-0.5945514120509054,-0.2586303285689779,0.1198033016867797,-0.1340959974156484,-0.6639074634435648,0.4399850983189519,0.4515652800648814
13,5,-0.2267006002771112,-0.1675142211175151,-0.363556967552872,-0.5756965172228858,-0.2495146116212825,0.0362668346136237,-0.134095903706743,-0.840170422506836,0.4399850983189519,0.4723598599202803
14,1,-0.2267119950008244,-0.1675143671165313,-0.492299267741902,-0.6659527350881571,-0.5506067424036646,0.0943445688644852,-0.1340960041212251,-0.0998659944411005,0.4308031288241589,0.0788568522733396
14,2,-0.2267118882539989,-0.1675143084938086,-0.4579594134457271,-0.854501683368346,-0.5323753085082736,0.3043791146484214,-0.1340959999735508,-0.0780093875172543,0.4341420268222654,0.2534009040909569
14,3,-0.2267126189740978,-0.1675144026565954,-0.5437876135717472,-0.8362649818133768,-0.61450791820701,0.1051417993025118,-0.1340960205468307,-0.2641430722880677,0.4138999577087451,0.4490293556922716
14,4,-0.226712541668804,-0.1675144106709471,-0.5094477592755724,-0.8093735744357107,-0.6053922012593146,0.1469668603677111,-0.1340960424265771,-0.2049187180428091,0.4224558838288928,0.4239599318944737
14,5,-0.2267118882539989,-0.1675143011605728,-0.4321938049163875,-0.5392231141129483,-0.5323753085082736,0.0702496967290982,-0.134095997507366,-0.0892902168973039,0.4349767513217919,0.1138526086153527
15,1,-0.2267043668786295,-0.1675140466218559,-0.2176233046013374,-0.294109481348702,-0.2677460455166734,-0.0294257884724773,-0.1340959496287333,-0.7696652388815278,0.4408198228184784,0.1131280587946072
15,2,-0.2267034116881235,-0.1675134259562719,-0.1060723671748119,-0.5571507190313919,-0.240398894673587,0.0169454748824176,-0.1340959654693843,-0.5482789622980596,0.4416545473180049,0.142182506606506
15,3,-0.226697060103096,-0.167512631823768,0.022669933014218,-0.3862202790331224,-0.1399892724947211,-0.0927316553564886,-0.1340940014202427,-0.4523919125676416,0.4416545473180049,-0.0394621334544184
15,4,-0.2267060323673627,-0.1675140896855394,-0.2948772589605223,-0.6260792689764445,-0.3316472213200189,-0.0654544416183151,-0.1340959957953039,-0.6194891977596207,0.4399850983189519,0.1227645714105235
15,5,-0.2267054411541753,-0.1675141689303222,-0.2090490588345022,-0.2301264775880478,-0.2951387749444984,-0.0731829855107973,-0.1340959967858541,-0.8281845412905334,0.4408198228184784,0.1468920804413524
16,1,-0.2267124607471372,-0.167514504768988,-0.6896784052944477,1.438995359646413,-0.6418550690500966,-0.5049585479746357,-0.1340960516696744,2.2049484582702226,0.1261286864969476,-0.8007466301118307
16,2,-0.2267124607471372,-0.1675145048399001,-0.6982526510612828,1.438995359646413,-0.6327393521024011,-0.5049585479746357,-0.1340960517593539,2.2028333027614653,0.1259200053720659,-0.8007466301118307
16,3,-0.2267124607471372,-0.1675145049737596,-0.6896784052944477,1.438995359646413,-0.6418550690500966,-0.5049585479746357,-0.1340960518918349,2.182386799510125,0.127589454371119,-0.8007466301118307
16,4,-0.2267124607471372,-0.1675145049835228,-0.6896784052944477,1.438995359646413,-0.6327393521024011,-0.5049585479746357,-0.1340960516146438,2.2190494949952857,0.1277981354960006,-0.8007466301118307
16,5,-0.2267124607471372,-0.1675145048578851,-0.6896784052944477,1.438995359646413,-0.6418550690500966,-0.5049585479746357,-0.1340960518306898,2.2063585619427286,0.1271720921213557,-0.8007466301118307
17,1,-0.2267128305957439,-0.1675143971120916,-0.449385167678892,0.0712427430237301,-0.6053922012593146,0.0871843002582142,-0.1340960199374181,-0.0364113291783224,0.4278815930758161,-0.1371314492909265
17,2,-0.2267138995530938,-0.1675144902487084,-0.7669323596536325,0.7308549653678671,-0.9338770614695217,-0.3083352989453015,-0.1340960493339325,-0.3409937224396545,-0.0161918406723389,-0.3989112995263153
17,3,-0.2267137632370998,-0.1675144800571498,-0.7755066054204677,0.6090708905770562,-0.8699758856661762,-0.3041300618273329,-0.1340960451108459,-0.050512365903384,0.1595176664780119,-0.4970878002373457
17,4,-0.226713806761214,-0.1675144814037089,-0.7154440138237873,0.6492534533252928,-0.8882528981463057,-0.3027662011404243,-0.1340960458690449,-0.1576802450138516,0.1881069805867982,-0.451151341602074
17,5,-0.2267139731994689,-0.1675144893106647,-0.7240182595906224,1.0662248159973833,-0.9977326586881284,-0.3591391095326499,-0.1340960474914276,-0.1922277849902534,0.080844882397629,-0.4631788686264511
18,1,-0.2267080197983951,-0.1675140049232302,-0.1661349587714922,0.1315165871460852,-0.3179280673137372,0.0627484629511003,-0.1340959288985143,0.0700514980958921,0.4408198228184784,-0.1931391504345622
18,2,-0.2267126927906551,-0.1675144462603414,-0.5094477592755724,0.6677992515167869,-0.6510163645825304,-0.2661692727083748,-0.1340960361877412,-0.1654358152126362,0.4086829295867039,-0.325224582756487
18,3,-0.2267120968974554,-0.1675144004619174,-0.5094477592755724,0.6501807432348682,-0.5779994718314896,-0.2929918662175789,-0.1340960114036037,0.1335061633586687,0.4232906083284197,-0.5204907594474287
18,4,-0.2267123759538238,-0.1675144024076323,-0.4407680506832227,0.3883758920982771,-0.6053922012593146,-0.3031071663121517,-0.134096003530156,-0.0822396985347723,0.4262121440767625,-0.4317334064060915
18,5,-0.2267131243303327,-0.1675144288660663,-0.449385167678892,1.1002254460151226,-0.7057562448534419,-0.3158365327232995,-0.1340960307376767,0.0101220920143805,0.4216211593293663,-0.3536269357297147
19,1,-0.2267132240996854,-0.167514495480531,-0.6982526510612828,0.8940579894530143,-0.7239876787488329,-0.4952978681090323,-0.134096048111031,-1.0277142109501554,0.2446595654297256,-0.3145012454094519
19,2,-0.2267132706870804,-0.1675144963915973,-0.7068697680569521,1.157099227135704,-0.7331033956965284,-0.5223477717327214,-0.1340960508381014,-1.0925789798854395,0.2144008023218862,-0.3706538565172367
19,3,-0.2267132473933829,-0.1675144969558109,-0.7068697680569521,0.9135310775540828,-0.7239876787488329,-0.5015488962573639,-0.1340960498067878,-1.0248940036051437,0.2283824376889568,-0.3179066295669563
19,4,-0.2267132240996854,-0.167514497760766,-0.6982526510612828,0.9521681571196952,-0.7239876787488329,-0.5032537221159998,-0.1340960469553891,-1.0679021656165812,0.2417380296813824,-0.3155880701405703
19,5,-0.2267132706870804,-0.1675144969028838,-0.7068697680569521,0.9058036616409598,-0.7331033956965284,-0.4935930422503969,-0.1340960488957261,-1.041110195838964,0.2204525549434539,-0.3060240125067284
20,1,-0.2251387412259881,-0.1674509388601047,0.6234673338963583,-0.7865004233328678,0.7177085351139478,0.0869569901437294,-0.1340868471283865,-0.7463985282851772,0.4416545473180049,0.1816704718371417
20,2,-0.2252097205045718,-0.1674510833738208,0.6191802110129409,-0.827301179354155,0.7085928181662523,0.0766143799346719,-0.1340895980555503,-0.640640752847214,0.4416545473180049,0.192176444237953
20,3,-0.2251387412259881,-0.1674509936412416,0.614893088129523,-0.7849549401502436,0.7085928181662523,0.0934353284065457,-0.1340887796164779,-0.6801236556773854,0.4416545473180049,0.2015955919076459
20,4,-0.2250644133986191,-0.1674507560556545,0.6191802110129409,-0.7908277762442167,0.7177085351139478,0.1063920049321782,-0.1340886527975138,-0.73370759523262,0.4416545473180049,0.1894231549191197
20,5,-0.2251387412259881,-0.1674515328339641,0.6234673338963583,-0.7926823560633659,0.7177085351139478,0.0578612954896779,-0.1340840451878856,-0.6491013748822501,0.4416545473180049,0.1836992113352292
21,1,-0.2267140862430382,-0.1675145046993606,-1.0158427142648574,1.46217760738578,-1.0707495514391694,-0.5095047502643313,-0.1340960519244456,1.0740453129202807,-2.5105573263827217,-0.7396670802229759
21,2,-0.2267140782019262,-0.1675145047116931,-1.0072684684980222,1.4581593511109574,-1.0707495514391694,-0.5157557784126627,-0.1340960518897967,1.141025237364324,-2.4577610017876634,-0.7509700574266072
21,3,-0.2267140697353585,-0.1675145050886063,-0.9986513515023528,1.4618685107492555,-1.05247253895904,-0.5066633738332716,-0.1340960517756592,0.7356204315188013,-2.393487215324115,-0.7249587188618398
21,4,-0.2267140782019262,-0.1675145044545083,-1.0072684684980222,1.4427045192847112,-1.0707495514391694,-0.4789315398661286,-0.13409605120701,0.8724004877518997,-2.4325105856769835,-0.6982952854584015
21,5,-0.2267140608858807,-0.1675145052170703,-1.0072684684980222,1.438995359646413,-1.061633834491474,-0.513482677267815,-0.1340960518633005,0.8293923257404618,-2.443362004170829,-0.7719095472461553
22,1,-0.2267142008182479,-0.1675145047170886,-1.0759053058615378,1.202845529341389,-1.2349691922519035,-0.3278839687909924,-0.1340960519244456,0.4620603190526061,-2.88180104754718,-0.4457896729285564
22,2,-0.2267142033709819,-0.167514504605325,-1.0930966686240422,1.1128984081126434,-1.2441304877843378,-0.3291341744206588,-0.1340960518429188,0.6080060491569935,-2.9579696581289827,-0.422386713718473
22,3,-0.2267142033709819,-0.1675145050675383,-1.0930966686240422,1.261882986917645,-1.2441304877843378,-0.3988047245102438,-0.1340960517634302,1.1635868961244216,-2.97779436499274,-0.4178945048298504
22,4,-0.2267142045835305,-0.1675145043959288,-1.0930966686240422,0.9889506568661584,-1.2349691922519035,-0.3302707249930826,-0.1340960515636896,0.6679354552385052,-2.925832764897208,-0.4249950930731573
22,5,-0.2267141953724154,-0.1675145051142991,-1.084479551628373,1.346266368688943,-1.2167377583565129,-0.4018734110557883,-0.1340960519162929,0.6460788483146604,-2.9675689898735387,-0.4885381123525475
23,1,-0.2267138649635486,-0.1675145058226493,-0.9986513515023528,1.438995359646413,-0.9429927784172172,-0.5049585479746357,-0.134096052109919,2.23879094641037,-2.2805907267631413,-0.8007466301118307
23,2,-0.2267138649635486,-0.1675145058511683,-0.9986513515023528,1.438995359646413,-0.9429927784172172,-0.5049585479746357,-0.1340960521547587,2.1978979399076923,-2.282468856887076,-0.8007466301118307
23,3,-0.2267138649635486,-0.1675145058575915,-0.9986513515023528,1.438995359646413,-0.9338770614695217,-0.5049585479746357,-0.1340960521017663,2.2042434064339718,-2.2745389741415742,-0.8007466301118307
23,4,-0.2267138557098879,-0.1675145058419189,-0.9986513515023528,1.438995359646413,-0.9384349199433694,-0.5049585479746357,-0.1340960521201098,2.183796903182631,-2.2820514946373125,-0.8007466301118307
23,5,-0.2267138649635486,-0.1675145058254755,-0.9986513515023528,1.438995359646413,-0.9338770614695217,-0.5049585479746357,-0.1340960520773083,2.1908474215451608,-2.2741216118918097,-0.8007466301118307
24,1,-0.2267110596790977,-0.1675144805283555,-0.6167330094330974,0.7463097971941118,-0.5323753085082736,-0.3110630203191186,-0.1340959505805583,-0.9416978869272796,0.3936578885952252,-0.342686233436456
24,2,-0.2267109859901772,-0.1675144824309066,-0.621041567930932,0.7849468767597249,-0.5323753085082736,-0.3175413585819354,-0.134095947890175,-0.9113806579683972,0.3932405263454615,-0.3690598469115962
24,3,-0.2267111333680183,-0.1675144813800715,-0.6124244509352628,0.7419824442827629,-0.5323753085082736,-0.3124268810060276,-0.1340959422566753,-0.9416978869272796,0.3944926130947517,-0.3611622538654692
24,4,-0.2267109859901772,-0.1675144809528004,-0.621041567930932,0.6928360790753038,-0.5323753085082736,-0.3203827350129951,-0.1340959466611589,-0.9797706860849448,0.3944926130947517,-0.343048508346829
24,5,-0.2267109859901772,-0.1675144809325031,-0.621041567930932,0.7203456797260203,-0.5323753085082736,-0.3100401248039375,-0.1340959513244901,-0.9402877832547736,0.3936578885952252,-0.3447874279166182
