f_id,i_id,ic.eps.max,disp.diff_mean_05,ela_level.mmce_lda_10,ic.eps.s,ela_meta.lin_simple.coef.max,ela_level.mmce_mda_10,disp.ratio_mean_25,disp.ratio_median_02,disp.diff_median_25,disp.diff_median_05
9,1,-0.2332505006495489,-0.9053129847157236,0.5000150503199852,0.7453642193904476,-0.1684866765813569,0.6777630016161894,-1.2805169912491778,-0.9045827573055364,-1.3156053850545366,-1.0093176141450118
9,2,-0.2332505006495489,-1.0270948616352809,0.5000150503199852,0.7371572486472838,-0.1684780228058698,0.6777630016161894,-1.3432275180677218,-0.9737947732681336,-1.3528854714751954,-1.0777765252844842
9,3,-0.2330875767000604,-0.9069111720768728,0.5000150503199852,0.7453642193904476,-0.1684812974222505,0.6777630016161894,-1.2967352309436293,-0.9204155714146268,-1.3188471316998114,-1.0165966764514267
9,4,-0.2332505006495489,-0.9147651213945194,0.5000150503199852,0.7371572486472838,-0.1684863964791265,0.6777630016161894,-1.3140346866177084,-0.9357960194063154,-1.3407715761165373,-1.0158375104440094
9,5,-0.2330875767000604,-1.032072073702859,0.5000150503199852,0.7453642193904476,-0.1684784239044889,0.6777630016161894,-1.3724203495177327,-0.9679140137418994,-1.3765160983368034,-1.099256457612003
10,1,0.0654290571607982,0.6075311713479599,0.9121565811287892,1.5422610785516664,-0.1477712479998486,0.4649500454773173,0.7154077071479228,0.6108437359931701,0.7130455419094838,0.6029277014899409
10,2,0.0326128641924194,0.7367560351208682,1.6214234015904627,1.538137075753227,-0.1526325399128506,1.1565921529286505,0.6862148756979094,0.7239352653438195,0.6827608035128385,0.7332363138219573
10,3,-0.0461587768574864,0.8777618228702464,0.7236577414565483,1.5093921607252947,-0.1584667253051517,0.9674250808052084,0.8743464561535416,0.8610021989168078,0.8638720700370022,0.8816309398600968
10,4,0.1266068092878757,0.5089001799170475,0.0782888327481786,1.6285163410623196,-0.1412090390906647,-0.2060019134605142,0.5651186859793434,0.5515837746134302,0.5511288278902361,0.5130781716708808
10,5,-0.0461587768574864,0.8519625126116976,0.74282711498254,1.484730213642087,-0.1653023712518632,0.8728415447434883,0.9024580716239226,0.7687195109666768,0.8938155719446712,0.8358130384712521
11,1,-0.0853834258842325,1.824299703134775,0.5000150503199852,1.484730213642087,-0.1653141699428507,0.6777630016161894,1.67768992901868,1.8326846190975892,1.6854842263696548,1.81580704039932
11,2,-0.0853834258842325,1.789915843622054,0.5000150503199852,1.4765232428989232,-0.1670243551130097,0.6777630016161894,1.6171418341593955,1.7955905974705764,1.6280711870993945,1.783386186200196
11,3,-0.0707689944815455,1.6438415188130318,0.50320994590765,1.5175991314684585,-0.1558828734522596,0.689585943623904,1.4149544459685743,1.6852132648243423,1.424267694058308,1.6385641060793157
11,4,-0.0629407098763797,1.611832109094018,0.6437853517649182,1.5258061022116227,-0.1548991874293471,0.7989481571952689,1.2776400165555546,1.6562618333105763,1.2933181914136582,1.6123058935874628
11,5,-0.0853834258842325,1.8297335401626815,0.5000150503199852,1.4765232428989232,-0.1665061853654278,0.6777630016161894,1.6647153372631185,1.828160957923563,1.6794272786903257,1.8231307595297004
12,1,3.0840694937672857,-0.9563636552804272,0.2987366282970707,2.528082404220519,1.038703089919968,0.0895716367323568,-0.6404371313081804,-0.9584143252764448,-0.6168383647533465,-0.9158062247607616
12,2,6.393693300196739,-0.7778232957920629,-0.4840127906808961,2.5034204571373118,1.1972535903329795,-0.6050262062208991,-0.2176816832728235,-0.8593461455652757,-0.2090607604266847,-0.7523175922222034
12,3,4.456881707335702,-0.5737119385253137,-1.0718735788112923,2.885413910377877,8.870909616649822,-1.1311471255642205,-0.0230628069394117,-0.660305053908132,-0.0165180715218155,-0.5398404237932332
12,4,3.756480102073916,-0.8053577808998591,-0.2635649951320032,2.807365618610388,5.149789184226654,-0.3981247210858847,-0.2857982899895173,-0.8806073530831985,-0.2837062423902475,-0.7825949188709721
12,5,5.028794008859986,-0.8085998181181902,-0.4872076862685609,2.647186067130686,2.0546700707815804,-0.6138934127266853,-0.3733767843395525,-0.8702029323829388,-0.3681622734118781,-0.7661165508276156
13,1,-0.2366896575336401,-0.7580057725138146,-0.8514257832623932,-0.3718917427301754,-0.1685165258370043,-0.9863160859697108,-0.5344779653044336,-0.8199902933512498,-0.5350269165212821,-0.7513351420949574
13,2,-0.2366882747228301,-0.5586889773305128,-1.094237847924948,-0.3636847719870114,-0.1685163894966174,-1.2523322811433006,-0.3182347693784205,-0.6761378680172232,-0.3332708424140527,-0.5435022833584237
13,3,-0.2366909185259097,-0.7567272226248956,0.1964999694917912,-0.3883467190702191,-0.1685166914597796,-0.0345692543486454,-0.6955791462693147,-0.779729708902419,-0.7066688704763536,-0.7688852739134912
13,4,-0.2366909185259097,-0.7267269627313265,0.1581612224398086,-0.3883467190702191,-0.1685166722299303,-0.1084626418968648,-0.7053100900859819,-0.7666110914977431,-0.7253515682478053,-0.725210900075002
13,5,-0.2366903025755901,-0.8308831161822111,0.7108781591058879,-0.3883467190702191,-0.1685167570081414,0.5920466720602545,-0.8437057354786317,-0.8299423479341069,-0.8577513259706044,-0.8718192531545118
14,1,-0.2367017102429977,-0.2659467152640412,-0.6852912127038034,-0.5115743847788257,-0.1685169030292364,-0.9272013759311352,0.0461350157569119,-0.42145574391956,0.0280132902895898,-0.2873507410909642
14,2,-0.2367016033749144,-0.2339373055450275,-0.0654814686967553,-0.4787054669524541,-0.1685168443976485,-0.415859134097457,0.1185764863921255,-0.4571926671943654,0.1038530999645695,-0.2763205055714275
14,3,-0.2367023349250658,-0.4105598402000131,0.6246159782389274,-0.5608572440915252,-0.1685169385746752,0.3644550384117394,-0.0663114461246143,-0.57797442054086,-0.1082253779341926,-0.4478920232477836
14,4,-0.236702257531958,-0.3305591471504952,0.3690243312257114,-0.5279883262651536,-0.1685169465902388,0.1279961982574373,-0.0381998306542333,-0.4635257928380021,-0.0808411496938455,-0.3594268549716613
14,5,-0.2367016033749144,-0.2442570296484469,-0.8354513053240672,-0.4540435198692465,-0.1685168370633037,-0.9744931439619952,0.0612720394717336,-0.4318601646198197,0.0375679119809258,-0.2844927043571571
15,1,-0.2366940734557326,-0.8564541139605958,0.3370753753490594,-0.2486640770215688,-0.1685165824860938,0.1871109082960128,-0.7950510163952793,-0.8787978886135882,-0.7983761768887307,-0.831092229697761
15,2,-0.2366931171801898,-0.6880508285915194,-0.0654814686967553,-0.141891387653006,-0.1685159617266491,-0.2858067720125914,-0.5042039178747904,-0.6942325127133282,-0.5083251612588875,-0.6686753609343807
15,3,-0.2366867583801584,-0.6051277357959007,-0.6245881965381643,-0.0186637219443994,-0.1685151674740516,-0.83261783986942,-0.2793109941117376,-0.7078034962354046,-0.2849858792239083,-0.5959740515181629
15,4,-0.2366957408363569,-0.7335763371362509,0.375414122401042,-0.3226088834174759,-0.1685166255562897,0.0807044302265763,-0.6047570039803873,-0.7661587253803405,-0.6075396704287425,-0.7301678075351985
15,5,-0.2366951489515882,-0.8668651630560811,0.6725394120539054,-0.2404571062784048,-0.1685167048130564,0.5506663750332456,-0.8826295107453146,-0.8430609653387818,-0.8935811573131143,-0.8606997039870438
16,1,-0.2367021765183692,2.1240739895903027,0.5000150503199852,-0.7004988512864596,-0.1685170407025098,0.6777630016161894,2.198836031200371,2.062034240620707,2.2063817267919554,2.1084432078467854
16,2,-0.2367021765183692,2.1357179260786743,0.5000150503199852,-0.7087058220296236,-0.1685170407734327,0.6777630016161894,2.199917247180001,2.057058213329278,2.212097437982308,2.111077960460764
16,3,-0.2367021765183692,2.092521204831617,0.5000150503199852,-0.7004988512864596,-0.1685170409073123,0.6777630016161894,2.2118106229559333,2.0516298199204472,2.221481441429156,2.077228087894736
16,4,-0.2367021765183692,2.132201913884146,0.5000150503199852,-0.7004988512864596,-0.1685170409170771,0.6777630016161894,2.209648190996673,2.062034240620707,2.219604640739786,2.121706284564609
16,5,-0.2367021765183692,2.14001020070576,0.5000150503199852,-0.7004988512864596,-0.1685170407914203,0.6777630016161894,2.202079679139261,2.071081562968758,2.2089410004592773,2.128583435455332
17,1,-0.2367025467871009,-0.2557639786487203,-1.28593158318486,-0.4704984962092901,-0.1685169330293328,-1.3203141976876622,0.136957158045837,-0.457645033311768,0.1277396541929095,-0.2486332747126713
17,2,-0.2367036169587195,-0.4104685152079472,0.6821240988169008,-0.7744436576823667,-0.1685170261800343,0.7753022731798322,-0.3322905771136098,-0.4540261043725476,-0.352550704041213,-0.4333785554589197
17,3,-0.2367034804878791,-0.2025215082744404,-0.0782610510474155,-0.7826506284255307,-0.1685170159869345,-0.0877724933833632,0.165068773516218,-0.3015787228078715,0.1523086813992021,-0.2005378753015743
17,4,-0.236703524061434,-0.2744856020221803,0.0303653989332006,-0.7251607983696673,-0.1685170173336972,-0.0197905768390015,-0.1063164373709271,-0.3757667660618976,-0.1113818154572228,-0.272703302830203
17,5,-0.2367036906887523,-0.2278185310766283,0.5575231708979586,-0.7333677691128312,-0.1685170252418487,0.7398334471566933,-0.2706612662746981,-0.2635799689460534,-0.2930902458370951,-0.2373350982493403
18,1,-0.2366977305249868,-0.1746673856944146,-1.282736687597195,-0.1993812177088693,-0.1685165407811623,-1.2405093391355853,0.2169671405384625,-0.3368632799652743,0.2028969908899364,-0.1732972126824756
18,2,-0.236702408825474,-0.1814254351072731,0.678929203229236,-0.5279883262651536,-0.1685169821850151,0.7871252151875534,-0.1755142600672508,-0.172654379348131,-0.1964350103345623,-0.2065218897129828
18,3,-0.2367018122553769,-0.0108760124246539,-0.0271427216447727,-0.5279883262651536,-0.1685169363796652,-0.0434364608544315,0.3650937297477819,-0.1278701337252736,0.3682260697989469,-0.0141402920685935
18,4,-0.236702091628736,-0.162429836757616,0.1134326842124963,-0.4622504906124104,-0.1685169383256744,0.1132175207477934,-0.024144022919044,-0.2246764828494301,-0.0406605531168875,-0.1764231903600769
18,5,-0.2367028408553538,0.0094894608059881,0.5064048414953148,-0.4704984962092901,-0.1685169647881096,0.7250547696470494,-0.0836109017986959,-0.0025647192047535,-0.1144529438580094,-0.0219998930865633
19,1,-0.2367029407380382,-0.8463170398413077,0.5000150503199852,-0.7087058220296236,-0.1685170314126481,0.6777630016161894,-1.2686236154732484,-0.8068716759465749,-1.2939368680045422,-0.9513083998135212
19,2,-0.2367029873783536,-0.9923457021542972,0.5000150503199852,-0.7169538276265034,-0.1685170323238522,0.6777630016161894,-1.3735015654973626,-0.8543701182738476,-1.365511221567318,-1.0212409861438632
19,3,-0.2367029640581959,-0.8590112137384344,0.5000150503199852,-0.7169538276265034,-0.1685170328881512,0.6777630016161894,-1.278354559289918,-0.7933006924244964,-1.3138138934874108,-0.9477358538962622
19,4,-0.2367029407380382,-0.911340434192057,0.5000150503199852,-0.7087058220296236,-0.168517033693228,0.6777630016161894,-1.2913291510454796,-0.8172760966468335,-1.3127048748982373,-0.986989202162144
19,5,-0.2367029873783536,-0.8773675371436318,0.5000150503199852,-0.7169538276265034,-0.168517032835216,0.6777630016161894,-1.275110911351028,-0.7729442171413797,-1.315434766810048,-0.9581408938802786
21,1,-0.236703803860732,1.1628327856032028,0.5000150503199852,-1.012692018356416,-0.1685170406328719,0.6777630016161894,0.6808087957997597,1.34367684618538,0.693083207304371,1.191192043590576
21,2,-0.2367037958104858,1.184476808722764,0.5000150503199852,-1.004485047613252,-0.1685170406452062,0.6777630016161894,0.7316259468423719,1.357700195824861,0.7431596620616411,1.2190132449212292
21,3,-0.2367037873343007,0.8013684670073222,0.5000150503199852,-0.9962370420163722,-0.1685170410221765,0.6777630016161894,0.3715810256255616,0.9320236793490152,0.3924538605162632,0.837152743190224
21,4,-0.2367037958104858,0.950045554090216,0.5000150503199852,-1.004485047613252,-0.1685170403879825,0.6777630016161894,0.4786214076089382,1.0939707493791455,0.4934598612532437,0.9891199151456224
21,5,-0.2367037784747704,0.96511417778105,0.5000150503199852,-1.004485047613252,-0.1685170411506598,0.6777630016161894,0.3532003539718501,1.2147525027256392,0.3585861389853669,0.9953718705008254
22,1,-0.236703918566092,0.5309095030048715,0.5064048414953148,-1.0701818484122794,-0.1685170406506025,0.6688957951104024,0.1910179570273415,0.6465806592679755,0.1537589364773513,0.5037002386380762
22,2,-0.2367039211217257,0.6762988903734015,0.519184423845976,-1.086636824752323,-0.168517040538822,0.6600285886046162,0.3131953627255374,0.8854299692565475,0.2911066232903064,0.7314500408633281
22,3,-0.2367039211217257,1.2042943320010122,0.5000150503199852,-1.086636824752323,-0.1685170410011052,0.6836744726200462,0.6797275798201298,1.4463639548357694,0.6991401549837003,1.2793892709229038
22,4,-0.2367039223356517,0.6744723905320883,0.5319640061966372,-1.086636824752323,-0.1685170403293941,0.6748072661142601,0.3856368333607509,0.7764097349625212,0.3826433114581951,0.708987658408563
22,5,-0.2367039131140734,0.6957511136833868,0.5000150503199852,-1.0783888191554434,-0.1685170410478731,0.6777630016161894,0.2212920044569823,0.8953820238394046,0.2033235365011569,0.7415871399035499
23,1,-0.2367035823298827,2.138412013344611,0.5000150503199852,-0.9962370420163722,-0.1685170417563305,0.6777630016161894,2.220460350792968,2.0624866067381102,2.226258752274824,2.123760498467033
23,2,-0.2367035823298827,2.131379988955556,0.5000150503199852,-0.9962370420163722,-0.1685170417848538,0.6777630016161894,2.210729406976301,2.068819732381746,2.222078605284864,2.120009325253911
23,3,-0.2367035823298827,2.14274995046773,0.5000150503199852,-0.9962370420163722,-0.1685170417912779,0.6777630016161894,2.1977548152207413,2.048010890981226,2.212097437982308,2.119294816070459
23,4,-0.2367035730657105,2.0990966042603447,0.5000150503199852,-0.9962370420163722,-0.1685170417756029,0.6777630016161894,2.1934299513022197,2.066557901794732,2.20459023522483,2.0818723975871727
23,5,-0.2367035823298827,2.136220213535035,0.5000150503199852,-0.9962370420163722,-0.1685170417591571,0.6777630016161894,2.1966735992411115,2.0995806283651235,2.2051020899582943,2.110676049045072
24,1,-0.236700773858804,-0.845906077377012,0.5064048414953148,-0.6306780476889924,-0.1685170164582115,0.6275154980833942,-1.226456192267673,-0.752587741858262,-1.2194620042854678,-0.890575119220121
24,2,-0.2367007000861774,-0.8272757789956174,0.5064048414953148,-0.6348020504874322,-0.1685170183610503,0.6156925560756845,-1.1767202572046909,-0.7620874303237165,-1.1766368249189438,-0.8732482715214152
24,3,-0.2367008476314306,-0.8522531643255755,0.50320994590765,-0.6265540448905524,-0.1685170173100563,0.5920466720602545,-1.2069943046343343,-0.8181808288816397,-1.2120401106502334,-0.918083722783014
24,4,-0.2367007000861774,-0.8646277007504723,0.5000150503199852,-0.6348020504874322,-0.1685170168827206,0.6097810850718268,-1.2286186242269332,-0.8263234189948865,-1.2192913860409793,-0.9261666079208118
24,5,-0.2367007000861774,-0.8628012009091589,0.5127946326706454,-0.6348020504874322,-0.1685170168624202,0.6156925560756845,-1.1983445767972922,-0.8303947140515094,-1.1905422118447273,-0.9030343731065608
