f_id,i_id,disp.ratio_median_05,disp.diff_median_02,disp.diff_median_25,ela_meta.lin_simple.coef.max,ic.eps.max,disp.diff_mean_10,ela_meta.lin_simple.intercept,ic.eps.s,disp.diff_mean_25,ela_level.lda_qda_50
7,3,0.2523443823482053,0.2087316526882905,0.2856019920511018,-0.1685195059977141,-0.236760696950737,0.324433718711932,-0.1809031910163819,-0.3299570364896315,0.3136537910977676,1.387596597612908
7,4,-0.175180772948704,-0.2292511525875105,-0.1117319684691039,-0.1685195503625291,-0.2367650272013987,-0.1188759451808201,-0.1809034890168628,-0.4303042241206366,-0.0658428253744532,0.597581357686674
7,5,-0.0628063195006172,-0.1011521945430348,0.0426004022034009,-0.1685193067155434,-0.2367633407966045,0.0394309074674738,-0.18090326515172,-0.3968551615769683,0.0835803754576173,0.1302452825810356
8,1,-1.0528315322806885,-1.048069760978037,-0.9945898156080888,-0.1683197283740863,-0.2320076600238394,-1.0971731752771945,-0.1804563041176992,0.6816161108984119,-1.0293351184320176,-0.3130624345298708
8,2,-0.9291568544635216,-0.9450242374666692,-0.7976003611161651,-0.1682810574814943,-0.2306298834502188,-0.9352698736050052,-0.1803024581134948,0.72341699929568,-0.8257938993498699,-0.3176645509782171
8,3,-0.892745020385369,-0.9221339723202502,-0.8354645141693571,-0.1683251815501157,-0.2298809321349852,-0.8869386463716081,-0.1802369900928738,0.72341699929568,-0.8530923687326523,-0.2598283375360176
8,4,-1.0302310835425257,-1.011531863519235,-0.9826074886925212,-0.168353772763069,-0.2315470987087573,-1.0422169103682013,-0.1804175466869186,0.6816161108984119,-1.0175536737510276,-0.2823521574610976
8,5,-0.9586629958716764,-0.9849445452392022,-0.9231751471913088,-0.1683700687851375,-0.2315470987087573,-0.9882701750097748,-0.1804000229267147,0.6816161108984119,-0.957592825212004,-0.3181513132948692
9,1,-0.980007864124386,-0.8648296487492335,-1.3361340620094142,-0.1684895137919158,-0.2333228672397859,-1.0050536037879518,-0.1806072408878328,0.6899679367520117,-1.2959980614554063,0.430931640912899
9,2,-1.0559704834943218,-0.9414058450380256,-1.378024276906236,-0.1684808600124062,-0.2333228672397859,-1.1366710189431295,-0.1806141486479909,0.6816161108984119,-1.3648668315824948,0.3892913372793036
9,3,-0.9887969275225608,-0.8829609412449358,-1.3397766893917469,-0.168484134630309,-0.2331599406535014,-1.0174203407823978,-0.1806061838608202,0.6899679367520117,-1.3138139046315371,0.431064394271986
9,4,-0.9869135567943808,-0.8991650464688609,-1.3644123535301522,-0.1684892336895553,-0.2333228672397859,-1.0574229492236171,-0.1806161007899403,0.6816161108984119,-1.3325875888386431,0.4204883766647287
9,5,-1.0804543029606646,-0.9338937477133412,-1.404577113351133,-0.1684812611112117,-0.2331599406535014,-1.138879364834995,-0.1806087728146742,0.6899679367520117,-1.3991575404913932,0.4197361076299026
10,1,0.8060553764331909,0.8077329210387258,0.943383810408074,-0.1477740755811169,0.065361524464315,0.8356342448803178,-0.1411206409648253,1.500930227136581,0.9451583828194616,-0.4013876694423652
10,2,0.949819342017614,0.9324101384169848,0.9093540019678636,-0.1526353697538257,0.0325448003916605,0.9399312665732752,-0.1459643685263223,1.496733434645147,0.9120170831477332,-0.3736864685128956
10,3,1.1143003856120215,1.083674674075276,1.1128618423018553,-0.15846955785807,-0.0462281155153076,1.1584313186741293,-0.1584817532013687,1.467481164592913,1.1232210304776795,1.7153646411985024
10,4,0.7056089375969123,0.7419725716833796,0.761444158522103,-0.1412118636215777,0.126540266705199,0.696319166902066,-0.1311861297748234,1.588707916857918,0.7760994408524071,-0.563612274246576
10,5,1.0640771661938822,0.9814157576136128,1.1465082162807678,-0.1653052069822403,-0.0462281155153076,1.1424050370588774,-0.1607168431623934,1.4423839279028443,1.1547340003967508,3.223619804904645
11,1,2.148898705625689,2.1556627614133896,2.03607616649247,-0.1653170056787123,-0.0854533993621509,2.1472024178576365,-0.167137904056296,1.4423839279028443,2.023495815490906,4.324808918530609
11,2,2.1131146617902647,2.114680534123754,1.9715633183790569,-0.1670271916438281,-0.0854533993621509,2.0666293406030043,-0.1674143645455543,1.4340321020492444,1.9556806704978893,5.845542897990921
11,3,1.95240035965222,1.9928744324769183,1.7425570863687383,-0.1558857048041088,-0.0708387314363848,1.9016343546822037,-0.1609312043369378,1.4758329904465126,1.7294386189816386,0.3538019392834013
11,4,1.9235220084867888,1.9611348380213176,1.5954141118455742,-0.154902018323943,-0.063010320136589,1.8215029466059445,-0.1585444379594672,1.4841848163001128,1.5752262129946937,-0.4175393281312733
11,5,2.1570599787811373,2.150785797705218,2.029270204804428,-0.1665090216553819,-0.0854533993621509,2.145561932337965,-0.167276586714387,1.4340321020492444,2.009511336438674,5.385331253156281
12,1,-0.8783058448026542,-0.9239824988870576,-0.5509561438861318,1.038700813855469,3.084050815392333,-0.8625206503672675,1.3495774226271493,2.5041515486710244,-0.5771383677088087,-0.2467300061061087
12,2,-0.6949910939264465,-0.8158633599050904,-0.0927519626348451,1.1972513879685656,6.393728185480321,-0.5573272481114688,1.834342633865505,2.479054311980956,-0.1030070573762761,-0.3766955446521991
12,3,-0.4595697529039182,-0.5936468683633992,0.1236009321526344,8.87091098128205,4.456885246846811,-0.3544749040444037,8.435356387340635,2.867790046336772,0.1155722658921763,-0.2823964085807933
12,4,-0.7288917670336896,-0.8390682678713913,-0.1766282510438152,5.149788819145686,3.7564723061358585,-0.5987179596847175,5.3834924734033605,2.7883641824690355,-0.1784849306170911,-0.3181070621751735
12,5,-0.7113136402373414,-0.8264038943711394,-0.2715282802151065,2.05466826697578,5.028806804321929,-0.6019989307240605,2.4921931872290104,2.625357421371396,-0.2780046137353741,-0.1920798732819952
13,1,-0.6937355134409932,-0.7719313561790608,-0.459027731789901,-0.1685193630614384,-0.2367620797839267,-0.5946798414824492,-0.1809011056387748,-0.4470078758278368,-0.4583660798679317,-0.2248699529764633
13,2,-0.4652198650884597,-0.6113848573342495,-0.2323221065473708,-0.168519226720988,-0.236760696950737,-0.4143526255124113,-0.180900897223298,-0.4386560499742367,-0.2165112195467914,-0.3075752956876115
13,3,-0.7131970109655215,-0.7273700668132665,-0.6518952658228688,-0.1685195286842906,-0.2367633407966045,-0.6522861214616813,-0.1809019550003261,-0.4637532866643051,-0.6386317618973917,0.1615750753255476
13,4,-0.6654849525182888,-0.7123065418114141,-0.6728883025789425,-0.1685195094544323,-0.2367633407966045,-0.648563481243965,-0.1809000807039487,-0.4637532866643051,-0.6493595814443092,0.1772842228174994
13,5,-0.8287104156272415,-0.7809380068981843,-0.821660873562624,-0.1685195942326828,-0.2367627248363162,-0.8175965853670341,-0.1809016531020463,-0.4637532866643051,-0.8042424761529366,0.2035693879167085
14,1,-0.1814586753759721,-0.3310381048193507,0.1736391293520427,-0.1685197402538458,-0.2367741326883479,-0.0171027473642804,-0.1809047923517124,-0.5891559518561105,0.1933489576073311,-0.2266842488839844
14,2,-0.1682750802787106,-0.3717450196415899,0.2588574383755562,-0.1685196816222305,-0.2367740258185351,0.0287046559926991,-0.1809049617046257,-0.555706889312442,0.2752443657556778,-0.0880897419972445
14,3,-0.3591233140676396,-0.5043669682218703,0.0205529206787569,-0.168519775799301,-0.2367747573805259,-0.1790060490364701,-0.1809046879977189,-0.6393086661069791,0.0684464871682152,0.1026325838909571
14,4,-0.2618158264449958,-0.3779198849817749,0.0513235361979335,-0.1685197838148684,-0.2367746799861657,-0.1073294509462102,-0.1809047240443322,-0.6058596035633107,0.0978522068191423,0.0617888004118828
14,5,-0.1776919339196106,-0.34323051408978,0.1843752942683909,-0.1685196742878824,-0.2367740258185351,-0.0005717009737455,-0.1809047312919012,-0.5306096526223738,0.2093449028246102,-0.1742466720446528
15,1,-0.7828817279081889,-0.836708446722276,-0.7549432772967464,-0.1685194197105542,-0.2367664957774874,-0.7931154937657833,-0.1809018079134601,-0.3216052106360314,-0.7502202420059572,-0.2274365179188103
15,2,-0.6039615087310695,-0.6312860156917883,-0.4290239851933206,-0.1685187989508209,-0.236765539486468,-0.5483045777532762,-0.1809028351455089,-0.2129479562806943,-0.4235006663404485,-0.2795643369202726
15,3,-0.5229765674193191,-0.6482373976129335,-0.1780661302736829,-0.1685180046978542,-0.2367591805835245,-0.4237538694520668,-0.180901863007858,-0.0875452910888889,-0.1723547480188526,-0.4248407628810536
15,4,-0.6705072744601022,-0.7114019437042531,-0.5405075548157569,-0.1685194627807701,-0.236768163185097,-0.6209907053941031,-0.1809036728025011,-0.3968551615769683,-0.5371963967171588,-0.289166829894226
15,5,-0.8161546107727067,-0.7970241210646538,-0.8619214919989293,-0.1685195420375736,-0.2367675712907491,-0.8575991938082534,-0.1809038318119643,-0.3132533847824313,-0.8488778681963631,-0.0075527041511825
16,1,2.4734662611154143,2.408242285073698,2.621388871664093,-0.1685198779271832,-0.2367745989712657,2.55202376763502,-0.1809047731912422,-0.7814149830059847,2.608353549004127,-0.6566281278468081
16,2,2.4759774220863213,2.4030506785456445,2.6278113988908367,-0.168519877998106,-0.2367745989712657,2.553979731139244,-0.1809054683055412,-0.7897668088595847,2.609790310550589,-0.6551678408968521
16,3,2.438937797765443,2.3975444291977084,2.638355846576536,-0.1685198781319858,-0.2367745989712657,2.5260283817079188,-0.1809047279860483,-0.7814149830059847,2.622912732674944,-0.6599469618239809
16,4,2.4879054366981266,2.40855692789358,2.636246957039396,-0.1685198781417505,-0.2367745989712657,2.571961976258719,-0.1809057336502445,-0.7814149830059847,2.6209970506129947,-0.6495036975758104
16,5,2.495438919610852,2.418428846367379,2.624264630123829,-0.1685198780160937,-0.2367745989712657,2.555430929868184,-0.18090498274319,-0.7814149830059847,2.6129511859528063,-0.6508312311666794
17,1,-0.1375133583851009,-0.3713123857642521,0.2856978506664266,-0.1685197702539561,-0.2367749692459899,0.0317963402413107,-0.1809048344212633,-0.547355063458842,0.2956463797154409,-0.204337433437687
17,2,-0.3428007677567448,-0.3674973415731825,-0.2539861536107163,-0.1685198634047009,-0.2367760394349284,-0.2870888065440538,-0.1809049446386582,-0.8566649339469214,-0.2312619714238036,-0.3403211242623841
17,3,-0.0854067682387802,-0.1992027632887757,0.3133051318798932,-0.1685198532115964,-0.2367759029618793,0.0153283894476858,-0.1809045081809293,-0.8650167598005217,0.3267762132221226,-0.538035127062497
17,4,-0.1638805485796239,-0.2807739143431948,0.0170061519117496,-0.1685198545583597,-0.2367759465361394,-0.0866971907564956,-0.1809048974731578,-0.806512219696053,0.0222785494752296,-0.432982968905051
17,5,-0.1255853437732927,-0.1569226343671265,-0.187172698729514,-0.1685198624665149,-0.2367761131661544,-0.1255009828564166,-0.1809052238824796,-0.814864045549653,-0.1616269284719345,-0.3802798853475457
18,1,-0.0546450463451705,-0.2385331157740307,0.3701492907673435,-0.1685193780056032,-0.2367701529059283,0.1619625566675485,-0.180904093484566,-0.2714524963851629,0.3853003002146837,-0.2307996030156788
18,2,-0.0910568804233216,-0.0566302355297256,-0.0785648875668139,-0.1685198194096613,-0.2367748312821302,-0.0736364021960352,-0.1809047924256955,-0.6058596035633107,-0.0559770627554126,-0.3408521376987317
18,3,0.1223918021037703,-0.0086472054977148,0.5559232872662959,-0.1685197736042901,-0.236774234702378,0.2367939346033306,-0.1809042822664233,-0.6058596035633107,0.5511025826764238,-0.5459560774880163
18,4,-0.0577839975588038,-0.1155077732001526,0.0964729440157907,-0.1685197755503001,-0.2367745140802586,-0.0046098191760132,-0.1809046931987765,-0.538961478475974,0.1145186407581039,-0.4527189682893059
18,5,0.1129749484628702,0.130503581595118,0.0135552417600662,-0.1685198020127477,-0.2367752633190021,0.1152087193569123,-0.1809050897944687,-0.547355063458842,0.0467992798681847,-0.330408873450561
19,1,-0.915345469123532,-0.7554912688402241,-1.3117859737169817,-0.1685198686373172,-0.236775363203303,-0.9942642567162666,-0.1809050934256678,-0.7897668088595847,-1.2821093665062706,0.4266835334221178
19,2,-0.9938192494643744,-0.8088232268102301,-1.3922113519742678,-0.1685198695485217,-0.2367754098443732,-1.128973356120056,-0.1809048121709414,-0.7981603938424529,-1.3994448928006855,0.3820341536492189
19,3,-0.9122065179098986,-0.7421976097002074,-1.3341210310875984,-0.1685198701128209,-0.2367753865238381,-0.981582041737268,-0.1809045787637772,-0.7981603938424529,-1.2924540496407984,0.4344717304885501
19,4,-0.9555240446580432,-0.7677623388156237,-1.332874869088379,-0.1685198709178981,-0.236775363203303,-1.053384831021349,-0.1809050212942274,-0.7897668088595847,-1.307587937930201,0.3977433011411705
19,5,-0.9228789520362534,-0.7198579694885828,-1.3359423447787646,-0.1685198700598857,-0.2367754098443732,-1.0087762440056676,-0.1809059278093987,-0.7981603938424529,-1.2902510152695572,0.4415519096398523
20,1,-0.7357974597036844,-0.6663293597561507,-0.6976198253326732,-0.1684563023759237,-0.2351990663047048,-0.7666784386603094,-0.1807309557835456,0.4976671464728697,-0.6939949734877356,-0.2265514955248976
20,2,-0.6322120696537724,-0.6391914165413247,-0.5952428241660676,-0.1684564469115612,-0.2352701273613638,-0.6607409314476802,-0.1807290117493404,0.4934912335460698,-0.5900692216269686,-0.228808302629375
20,3,-0.6824352890719103,-0.6187396332489922,-0.6259175810699195,-0.1684563571653703,-0.2351990663047048,-0.7031411725714963,-0.180730067837306,0.4893153206192694,-0.6317353064743725,-0.2250469574552457
20,4,-0.7125692207227947,-0.6733694928510113,-0.7013583113303304,-0.1684561195437437,-0.2351246528412633,-0.7474342816026252,-0.1807302491501341,0.4934912335460698,-0.7067342591997008,-0.2298703295020704
20,5,-0.6673683232464702,-0.6777744923293602,-0.5785634250995983,-0.1684568964398836,-0.2351990663047048,-0.6658516747974257,-0.1807296633375675,0.4976671464728697,-0.5839390390287297,-0.2376142754488072
21,1,1.4570738581408202,1.6162076467256303,0.9209528944221324,-0.1685198778575452,-0.2367762263399657,1.2600783252968484,-0.1809048308627436,-1.0991184384769324,0.905791116446397,-0.3766955446521991
21,2,1.4872077897917049,1.6313498324324534,0.9772219016176356,-0.1685198778698796,-0.2367762182895892,1.315665546174946,-0.1809049002270711,-1.090766612623332,0.9629742259955936,-0.3107613763056975
21,3,1.0647049564366071,1.1619027451684485,0.5831471340184644,-0.16851987824685,-0.2367762098132669,0.8687594332582987,-0.1809055028638566,-1.082373027640464,0.5596273678520997,-0.2659792431737114
21,4,1.2335805317301016,1.3405805365089625,0.696643734562716,-0.1685198776126557,-0.2367762182895892,1.0355841914895023,-0.1809049507708593,-1.090766612623332,0.677729166971294,-0.4092201176284932
21,5,1.2398584341573684,1.4739890921389478,0.5450912637346235,-0.1685198783753334,-0.2367762009535933,0.9836565152322104,-0.1809040584436496,-1.090766612623332,0.5383632969644586,-0.3036369460346999
22,1,0.6955642937132855,0.8467879610565844,0.3149347283404103,-0.1685198778752759,-0.2367763410471822,0.6171341927794636,-0.1809065201067266,-1.157622978581401,0.3565650692854391,-0.1709720891871755
22,2,0.9473081810467072,1.110812617290102,0.4692670990129148,-0.1685198777634953,-0.2367763436028572,0.7515909097956114,-0.1809032606243319,-1.174368389417869,0.4928658479931551,-0.3048759773861776
22,3,1.5543813457634656,1.7297150439980764,0.9277588561101748,-0.1685198782257787,-0.2367763436028572,1.312952435507797,-0.1809049703030373,-1.174368389417869,0.9044501390030322,-0.2215068678795946
22,4,0.923452151823091,0.9903830779802508,0.5721233932561428,-0.1685198775540673,-0.2367763448168029,0.8143079331245889,-0.1809044052052369,-1.174368389417869,0.5739949833167216,-0.3193903446463472
22,5,0.9586084054157888,1.121431812461121,0.3706285838439663,-0.1685198782725467,-0.2367763355950753,0.7714029272254895,-0.1809048065697398,-1.1659748044350011,0.3894190166478752,-0.1518556054786596
24,1,-0.8494274936372245,-0.6975576596294435,-1.2281014025386607,-0.1685198536828736,-0.2367731962889996,-0.938298462256706,-0.1809042812908736,-0.7103618245564819,-1.2346962354730182,0.3161884875421086
24,2,-0.8293382058699682,-0.7065249799960813,-1.179980377645743,-0.1685198555857132,-0.236773122515179,-0.9144483266245598,-0.1809042964615551,-0.7145586170479159,-1.1788541033671858,0.3564127553454442
24,3,-0.8801892155308355,-0.7692175618575776,-1.219761703005426,-0.1685198545347187,-0.2367732700628201,-0.936531785543214,-0.180904425886678,-0.7061650320650478,-1.2129532440698891,0.3485803071593163
24,4,-0.8896060691717356,-0.777594926936937,-1.2279096853080114,-0.1685198541073828,-0.236773122515179,-0.9821499021094616,-0.1809041300821412,-0.7145586170479159,-1.2370908380504548,0.30379817402733
24,5,-0.862611088734486,-0.7834158191047551,-1.1956053319436424,-0.1685198540870825,-0.236773122515179,-0.936531785543214,-0.1809046654745234,-0.7145586170479159,-1.2032790496570436,0.3532266747273582
