f_id,i_id,ela_meta.lin_simple.coef.min,ic.eps.s,ela_meta.lin_simple.coef.max,ela_level.qda_mda_10,disp.diff_mean_25,ic.eps.max,disp.ratio_mean_25,disp.ratio_median_02,ela_level.lda_qda_25,ela_level.lda_mda_25
6,2,-0.1340160460800298,0.7343386757100873,-0.1682681902985981,-0.3188202908428016,-0.3203125046057444,-0.2301915392484086,-0.3195397872414787,-0.3590704569932621,-0.0809207275174498,-0.1863592925685008
6,3,-0.1335180181174494,0.7509400566230107,-0.168244945685702,-0.2776220794079763,-0.1943976994158379,-0.2298808886398548,-0.195331132543652,-0.4615872051489925,-0.1161500840947961,-0.1231350085418628
6,4,-0.1339475854696122,0.7882207137603863,-0.168080983252669,-0.727542115077506,-0.0946898350717973,-0.2272548900993868,-0.0942055021702024,-0.262070305150845,0.0756463930484047,-0.071004286477103
6,5,-0.1340264061432984,0.6846173328761193,-0.168365205399462,0.0243993411106345,-0.11933477282089,-0.2324276146978202,-0.1194869097635648,-0.0165817692084226,-0.1546778067261964,-0.0862466602296017
7,1,-0.1341096268918352,-0.2934151426523242,-0.168518935681571,-1.5094189623082173,0.1915038434370324,-0.2367556508248756,0.1915843227982462,0.0868544116661931,0.7120205074774365,0.3644405684167746
7,2,-0.1341095543410338,-0.3348564950060312,-0.1685192181955655,-1.2302195725844376,0.138482516096555,-0.2367599127111874,0.1388231243425336,-0.0009514129873692,1.2581457124274502,0.5365260661668818
7,3,-0.1341095769851343,-0.3182551140931076,-0.1685195043019568,-1.119073318713507,0.1390031837954795,-0.2367606533884121,0.1388231243425336,0.0528354010674312,1.1848798792267543,0.5889273629136389
7,4,-0.1341096300061634,-0.417739199713445,-0.1685195486667717,-0.8973735909922886,-0.2048110533943277,-0.2367649836390316,-0.2052238572540997,-0.3521747116016218,0.7081607174141817,0.3232230251925612
7,5,-0.1341095703631107,-0.3845778378399992,-0.1685193050197861,-1.1839827309741309,-0.0694374516739596,-0.2367632972342538,-0.06892409457684,-0.2335678908653943,0.8392532235625529,0.2607202736512485
8,1,-0.1340443649430411,0.6846173328761193,-0.1683197266783845,0.0469249818951434,-1.0777104506412416,-0.2320076165079373,-1.0779820150423605,-1.1065692574471535,-0.2043638315404611,-0.2970243375052838
8,2,-0.1340732634359202,0.726058685229826,-0.1682810557858033,-0.0665923920583677,-0.8933073072721501,-0.2306298399477734,-0.8933178204473639,-1.010488538323621,-0.1302558623259644,-0.219639978454135
8,3,-0.1340237137332431,0.726058685229826,-0.1683251798544124,-0.0591826418003057,-0.9180390229710638,-0.2298808886398548,-0.9175000364062325,-0.9893415857892554,-0.1918721473357449,-0.229380667006028
8,4,-0.1340716909264443,0.6846173328761193,-0.1683537710673578,-0.0283580807267676,-1.0670367628132895,-0.2315470551973535,-1.0669900986974217,-1.0730099632078336,-0.1982583454404034,-0.3018946817812304
8,5,-0.134038027513542,0.6846173328761193,-0.1683700670894217,0.0306235313274066,-1.0127137662255006,-0.2315470551973535,-1.0131297086072124,-1.0468061307195973,-0.2236627818567366,-0.2981066362332717
9,1,-0.1340871364776414,0.6928973233563802,-0.1684895120961669,0.8525130299516528,-1.3193002629422077,-0.2333228237110382,-1.318704982996554,-0.9364742044533412,-0.3499130059257516,-0.4923792579071353
9,2,-0.1340986260779708,0.6846173328761193,-0.1684808583166596,0.9823318544729006,-1.3816936088633254,-0.2333228237110382,-1.382458097797208,-1.0068108074480795,-0.3727208562995312,-0.5032022451870163
9,3,-0.1340953433457927,0.6928973233563802,-0.1684841329345615,0.8267270990535969,-1.335440961608866,-0.233159897126345,-1.335192857513965,-0.9525642770338364,-0.3586150780683626,-0.4842620174472247
9,4,-0.134097822151255,0.6846173328761193,-0.1684892319938064,0.8934148513761555,-1.3524494397737326,-0.2333228237110382,-1.3527799236658675,-0.9681946332548896,-0.350404251933802,-0.4928302157104638
9,5,-0.1341021908178616,0.6928973233563802,-0.1684812594154651,0.9381697429348508,-1.4127601148991535,-0.233159897126345,-1.4121362719285462,-1.0008344947753236,-0.350404251933802,-0.4977907515470756
10,1,-0.1254661286363193,1.4968843989897351,-0.1477740738911243,-1.945705057502913,0.7111302069636773,0.0653615650758231,0.710402774279431,0.6035755996798304,0.805146715003608,0.4826817044494741
10,2,-0.1041904563356217,1.492723703773404,-0.1526353680624822,-1.9780115686280637,0.6811050363256983,0.0325448413236883,0.6807246001480906,0.7185046895405144,1.318288259413079,0.6838088847339286
10,3,-0.1318732811391572,1.4637230371162893,-0.1584695561651053,-1.2216242622850852,0.8724504156804497,-0.0462280738139075,0.8719839445500531,0.8577987464516649,2.2356550904470778,2.181620132708789
10,4,-0.1303138639584186,1.5839070989372797,-0.1412118619334086,-2.13035603393382,0.5579671255300553,0.1265403067191765,0.5576151370847603,0.5433527565928323,-0.3998095647434664,-0.1809477989285605
10,5,-0.1325189975944374,1.4388416657231045,-0.1653052052873762,-1.2957217648657064,0.901000361171476,-0.0462280738139075,0.9005629270468972,0.7640166091253455,1.8569745962411828,2.0879111011771525
11,1,-0.1329355562083897,1.4388416657231045,-0.1653170039838449,-1.4925247317198356,1.688076366045669,-0.085453357277639,1.6886833289791194,1.8452694865346648,2.223233584243511,3.0867826355495
11,2,-0.13357021693939,1.4305616752428436,-0.1670271899484855,-1.5627691641662649,1.626637577572579,-0.085453357277639,1.6271285974474532,1.8075727450603605,2.324570617904244,3.787029912557799
11,3,-0.128788714600556,1.4720030275965503,-0.1558857031118621,-1.7008869089765415,1.42166806009597,-0.0708386894946138,1.4215797617970698,1.6954019533563325,4.755326043739971,2.3287225681545043
11,4,-0.1315398319711595,1.4802830180768116,-0.1549020166319697,-1.8357443636732715,1.281955560884564,-0.0630102782712778,1.281982424216326,1.6659801063519972,5.0951981033098654,1.67654739298101
11,5,-0.1331810468868626,1.4305616752428436,-0.1665090199601832,-1.5518027337843323,1.6754067853718395,-0.085453357277639,1.6754930293651902,1.8406723229402369,2.29874511348101,3.147481555877499
12,1,0.1054414644765312,2.491476855478701,1.0387008152157673,-0.2224935374879939,-0.668031749537486,3.084050826520412,-0.6679835353760877,-0.991180451227026,-0.2281541739303423,-0.1984449616977015
12,2,1.504965217089612,2.466595484085516,1.1972513892848062,-0.1217209339783501,-0.2384808979247785,6.393728164282901,-0.2381996062889194,-0.8905025685090664,-0.2590324944363826,-0.2125148451615464
12,3,10.218186701248555,2.851987640989269,8.870910980465954,-0.2957018700376478,-0.0404536164338292,4.456885244566466,-0.0403451120799934,-0.6882273703542617,-0.1261153602581089,0.0555344731368384
12,4,2.492241147034077,2.7732449315219867,5.149788819363606,-0.0811155025641697,-0.3068619223835285,3.756472310696421,-0.3074486792620432,-0.9121092374028756,-0.1820472271747319,-0.2044877962623017
12,5,0.371440722838785,2.6116402173234903,2.054668268053764,-0.014131360231288,-0.3970242122472865,5.028806796455648,-0.3964832016560597,-0.9015357611356928,-0.1447827085640335,-0.162007571188769
13,1,-0.134109487128207,-0.4342991806739672,-0.1685193613656811,-0.7047200842826746,-0.5604270917597571,-0.2367620362215884,-0.5602627551956721,-0.8505072452375486,0.0739621210208024,-0.1205194532825583
13,2,-0.1341094610497852,-0.4260191901937061,-0.1685192250252308,-0.6910861438078405,-0.3413127684623661,-0.2367606533884121,-0.3404244282968654,-0.7043174429347578,0.0212584421570836,-0.124487881951848
13,3,-0.1341094548985795,-0.4509005615868908,-0.1685195269885332,-0.505545997345966,-0.7237431933224068,-0.2367632972342538,-0.7240423087352844,-0.8095924892471453,0.417834326656252,-0.047734863825359
13,4,-0.1341096703395663,-0.4509005615868908,-0.168519507758675,-0.5265896880788626,-0.7334623237023304,-0.2367632972342538,-0.7339350334457272,-0.7962607148233054,0.3840085301019078,-0.0024587003711905
13,5,-0.1341095766304923,-0.4509005615868908,-0.1685195925369255,-0.5085098974491905,-0.8737822685624816,-0.2367626812739716,-0.874631562660965,-0.8606210051452887,0.4041496164319839,-0.0687494974604611
14,1,-0.134109677045155,-0.5752246186480114,-0.1685197385580884,-0.5950557804633559,0.0300100788206188,-0.2367740891258918,0.0300031525276242,-0.4454971325684965,0.0230128921858358,-0.022661609960301
14,2,-0.1341096728974733,-0.5420632567745657,-0.1685196799264732,-0.7758536867600707,0.1042052259173593,-0.23677398225608,0.1036489920387235,-0.4818147249644728,0.1920716969564067,0.1440123941498658
14,3,-0.1341096934707902,-0.6249459614819796,-0.1685197741035436,-0.7583666761510441,-0.083148367745638,-0.2367747138180638,-0.0843127774597547,-0.6045589929356845,0.3815523000616543,-0.0140934116970623
14,4,-0.1341097153505759,-0.5917845996085337,-0.168519782119111,-0.7325807452529882,-0.0565075371506677,-0.2367746364237042,-0.0557337949629106,-0.4882507539966714,0.3572707116637228,0.0190970826279059
14,5,-0.1341096704312841,-0.5171818853813811,-0.168519672592125,-0.473535876231138,0.0445019964406836,-0.23677398225608,0.0453918354105414,-0.4560706088356793,0.0569088667413303,-0.0417822208214244
15,1,-0.1341096225525652,-0.3099751236128464,-0.1685194180147969,-0.2384985980454082,-0.8248395048635792,-0.2367664522151059,-0.8251679391087341,-0.9102703719651052,0.0562070867298294,-0.120880219525221
15,2,-0.1341096383932447,-0.2022524474646494,-0.1685187972550637,-0.4907264968298415,-0.5288399180250045,-0.2367654959240959,-0.5294853894298377,-0.7227060973124684,0.0843484651910161,-0.0840820627736258
15,3,-0.1341076743405697,-0.0779283904035286,-0.1685180030020973,-0.3268228211215084,-0.3013081335950008,-0.2367591370212144,-0.3008535294550797,-0.736497588095749,-0.0915877836922639,-0.1711169188160021
15,4,-0.1341096687192189,-0.3845778378399992,-0.1685194610850128,-0.5568214691317552,-0.6318453444622336,-0.2367681196226992,-0.6317102114377837,-0.7958009984638627,0.0655407608827914,-0.1494709442562402
15,5,-0.1341096697097709,-0.3016951331325853,-0.1685195403418163,-0.1771458659086543,-0.9142207931789508,-0.2367675277283571,-0.9142024615027506,-0.8739527795691276,0.088910035265772,-0.1556039703815057
16,1,-0.1341097245936899,-0.7658299995036225,-0.1685198762314258,1.423360189832756,2.2179425276511626,-0.2367745554088051,2.2184936968052438,2.078345680772133,-0.8289480417762776,-0.4982417093504041
16,2,-0.1341097246833695,-0.7741099899838837,-0.1685198763023486,1.423360189832756,2.2192441968984733,-0.2367745554088051,2.2195928884397373,2.0732888008182617,-0.8289480417762776,-0.4982417093504041
16,3,-0.1341097248158508,-0.7658299995036225,-0.1685198764362284,1.423360189832756,2.231132776023916,-0.2367745554088051,2.231683996419173,2.0677722045049496,-0.8289480417762776,-0.4982417093504041
16,4,-0.1341097245386592,-0.7658299995036225,-0.1685198764459931,1.423360189832756,2.2293972170275014,-0.2367745554088051,2.229485613150185,2.078345680772133,-0.8289480417762776,-0.4982417093504041
16,5,-0.1341097247547056,-0.7658299995036225,-0.1685198763203363,1.423360189832756,2.222107869242558,-0.2367745554088051,2.221791271708725,2.0875400079609863,-0.8289480417762776,-0.4982417093504041
17,1,-0.1341096928613765,-0.5337832662943045,-0.1685197685581987,0.1118343941557673,0.1226889292291785,-0.2367749256835256,0.1223352498251225,-0.4822744413239155,-0.1861877292425874,-0.0283436782822389
17,2,-0.1341097222579438,-0.8404327137307752,-0.1685198617089435,0.744330676183947,-0.3546765727347615,-0.2367759958724538,-0.3547139195452862,-0.478596710448374,-0.4397408473978687,-0.3422103093987868
17,3,-0.1341097180348496,-0.8487127042110362,-0.168519851515839,0.6275530121168883,0.1508917629209221,-0.236775859399406,0.1509142323219666,-0.3236722973161712,-0.5348320389562433,-0.3388732216541566
17,4,-0.1341097187930499,-0.7907113708968072,-0.1685198528626023,0.6660837134588108,-0.1249753395592386,-0.2367759029736656,-0.1249828679360343,-0.39906578026478,-0.490339186227085,-0.3377909229261686
17,5,-0.1341097204154355,-0.7989913613770683,-0.1685198607707575,1.065913837383841,-0.2915890032150768,-0.236776069603679,-0.2920599963791284,-0.2850561231229814,-0.5019887344180002,-0.3825259370163436
18,1,-0.1341096018223089,-0.2602537807788785,-0.1685193763098459,0.1696304461686512,0.2039130902613999,-0.2367701093435112,0.2036754307776817,-0.3595301733527048,-0.2404353241316084,-0.047734863825359
18,2,-0.1341097091117288,-0.5917845996085337,-0.1685198177139039,0.6838671140781598,-0.1958729245627906,-0.2367747877196673,-0.195331132543652,-0.1926531348749911,-0.3683698202282257,-0.3087492403918214
18,3,-0.1341096843275467,-0.5917845996085337,-0.1685197719085327,0.6669728834897788,0.3541257214011161,-0.236774191139921,0.3542646847033647,-0.14714121529016,-0.5574995333277227,-0.3300344487089207
18,4,-0.1341096764540849,-0.5254618758616422,-0.1685197738545427,0.4159305447466347,-0.0414081738818575,-0.2367744705177988,-0.0414443037144898,-0.2455205162109062,-0.4715314819188603,-0.3380614976081658
18,5,-0.1341097036616546,-0.5337832662943045,-0.1685198003169903,1.0985167385193144,-0.102760184405127,-0.2367752197565349,-0.1018998436116598,-0.0197997837245214,-0.3958795966790614,-0.3481629524027215
19,1,-0.1341097210350401,-0.7741099899838837,-0.1685198669415597,0.9008246016342182,-1.306717460218198,-0.2367753196408349,-1.306613875017121,-0.8371754708137096,-0.357983476058012,-0.4905754266938216
19,2,-0.1341097237621154,-0.782431380416546,-0.1685198678527642,1.1530525004186514,-1.413020448748616,-0.2367753662819046,-1.4132354635630402,-0.8854456885551969,-0.4123714269493331,-0.5120410181322524
19,3,-0.1341097227307999,-0.782431380416546,-0.1685198684170634,0.9194971722845344,-1.3160894787988386,-0.2367753429613698,-1.3165065997275662,-0.823383980030427,-0.3612818421120664,-0.4955359625304338
19,4,-0.1341097198793961,-0.7741099899838837,-0.1685198692221406,0.9565459235748448,-1.3298003948705177,-0.2367753196408349,-1.3296968993414957,-0.8477489470808914,-0.3590361460752634,-0.4968888359404189
19,5,-0.1341097218197366,-0.782431380416546,-0.1685198683641283,0.912087422026472,-1.3140935859529623,-0.2367753662819046,-1.3132090248240844,-0.802696743855504,-0.3497726499234514,-0.4892225532838368
20,1,-0.1341005200358426,0.5022505425483681,-0.1684563006801839,-0.7106478844891243,-0.7739008483187996,-0.2351990227576324,-0.7735059322875129,-0.7548862424734585,0.1225954758178161,-0.0285240614035703
20,2,-0.1341032709679555,0.4981105473082376,-0.1684564452158214,-0.7497713658516924,-0.6797467727632871,-0.2352700838135973,-0.6800746433555207,-0.7286824099852233,0.1327712859845793,-0.0367314934241468
20,3,-0.1341024525274107,0.4939705520681067,-0.1684563554696306,-0.709165934437512,-0.7174951809353124,-0.2351990227576324,-0.7174471589283186,-0.7102937556075137,0.1418944261340912,-0.0233831424456268
20,4,-0.1341023257082184,0.4981105473082376,-0.168456117848004,-0.7147973446336392,-0.7854423156449593,-0.2351246092949176,-0.7855970402669483,-0.7594834060678873,0.1301045219408758,-0.0131013045297398
20,5,-0.1340977180903009,0.5022505425483681,-0.1684568947441437,-0.716575684695574,-0.674192983974759,-0.2351990227576324,-0.6745786851830511,-0.7640805696623142,0.1245604598500184,-0.0516131009339828
21,1,-0.1341097248484615,-1.0808008373727551,-0.1685198761617878,1.4455894406069418,0.6754644695873496,-0.2367761827774893,0.6752286419756209,1.3483161019770649,-0.7697879868067503,-0.5018493717770312
21,2,-0.1341097248138126,-1.0725208468924945,-0.1685198761741222,1.4417363704727506,0.7272709056303368,-0.2367761747271128,0.7268906487968397,1.3625673091197903,-0.7807357549861643,-0.5068099076136433
21,3,-0.1341097246996749,-1.0641994564598318,-0.1685198765510926,1.44529305059662,0.3618489589351629,-0.2367761662507906,0.3608598345103281,0.929974214884174,-0.7555418525732815,-0.4995945827603893
21,4,-0.1341097241310247,-1.0725208468924945,-0.1685198759168983,1.4269168699566257,0.4688461710641464,-0.2367761747271128,0.4696798063252376,1.0945526715646745,-0.7297163481500478,-0.4775878419579646
21,5,-0.1341097247873163,-1.0725208468924945,-0.168519876679576,1.423360189832756,0.3425842540749564,-0.2367761573911171,0.3421735767239292,1.2172969395358848,-0.8010171973185409,-0.5050060764003298
22,1,-0.1341097248484615,-1.1388021706869846,-0.1685198761795185,1.1969182219463788,0.1778797053151749,-0.2367762974847045,0.1772948315498254,0.6398931920758067,-0.4851460141419782,-0.3577232578332828
22,2,-0.1341097247669346,-1.1554035515999082,-0.1685198760677379,1.1106687289425363,0.3013647279101008,-0.2367763000403795,0.3015034862476496,0.882623429861572,-0.4624785197704984,-0.3587153650006053
22,3,-0.1341097246874459,-1.1554035515999082,-0.1685198765300213,1.2535287139179734,0.6742495782898591,-0.2367763000403795,0.674129450341127,1.4526717155705662,-0.4581274836991929,-0.414002791688664
22,4,-0.1341097244877049,-1.1554035515999082,-0.1685198758583099,0.9918163348032204,0.374865651408275,-0.2367763012543252,0.375149325758749,0.7718317872358722,-0.4650049278119018,-0.3596172806072619
22,5,-0.1341097248403088,-1.1470821611672457,-0.1685198765767892,1.334443186736011,0.2076445421036918,-0.2367762920325977,0.2080721973156573,0.8927371897693122,-0.5265510348205324,-0.4164379638266371
23,1,-0.1341097250339353,-1.0641994564598318,-0.1685198772852469,1.423360189832756,2.24085190640384,-0.2367759612430568,2.240477529495119,2.078805397131576,-0.8289480417762776,-0.4982417093504041
23,2,-0.1341097250787751,-1.0641994564598318,-0.1685198773137702,1.423360189832756,2.231132776023916,-0.2367759612430568,2.2305848047846766,2.085241426163773,-0.8289480417762776,-0.4982417093504041
23,3,-0.1341097250257826,-1.0641994564598318,-0.1685198773201944,1.423360189832756,2.21759541585188,-0.2367759612430568,2.2173945051707493,2.064094473629407,-0.8289480417762776,-0.4982417093504041
23,4,-0.1341097250441261,-1.0641994564598318,-0.1685198773045194,1.423360189832756,2.212215182962993,-0.2367759519787348,2.2129977386327715,2.0829428443665594,-0.8289480417762776,-0.4982417093504041
23,5,-0.1341097250013245,-1.0641994564598318,-0.1685198772880735,1.423360189832756,2.216380524554389,-0.2367759612430568,2.216295313536256,2.1165021386058807,-0.8289480417762776,-0.4982417093504041
24,1,-0.1341096235043919,-0.695387980492801,-0.1685198519871162,0.7591501767000709,-1.263762375056928,-0.2367731527265526,-1.263745401271851,-0.7820095076805801,-0.3852827185053976,-0.3443749068547628
24,2,-0.1341096208140038,-0.6995486757091322,-0.1685198538899558,0.7961989279903818,-1.2131708303114306,-0.2367730789527328,-1.2131825860851262,-0.7916635512288775,-0.410827510924031,-0.3495158258127067
24,3,-0.1341096151804939,-0.6912272852764698,-0.1685198528389613,0.7550007165555559,-1.2440637804476171,-0.2367732265003725,-1.2439599518509608,-0.8486683797997778,-0.403178108798671,-0.3454572055827511
24,4,-0.1341096195849855,-0.6995486757091322,-0.1685198524116254,0.707874704914281,-1.2659318238024464,-0.2367730789527328,-1.2659437845408388,-0.8569432742697473,-0.3856336085111482,-0.3517706148293485
24,5,-0.134109624248325,-0.6995486757091322,-0.1685198523913251,0.7342534158329824,-1.2352992075157216,-0.2367730789527328,-1.2351664187750069,-0.8610807215047314,-0.3873178805387502,-0.343563182808772
