f_id,i_id,ic.eps.max,ela_meta.lin_simple.coef.min,ic.eps.ratio,disp.diff_median_25,nbc.dist_ratio.coeff_var,ela_level.lda_qda_50,disp.diff_mean_02,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_50,ela_level.qda_mda_50
4,3,-0.236598483554584,-0.1341090902870806,-0.177378235430446,-0.706397370033307,-0.5730866633845566,-0.3881561848874292,-0.7753822940838522,0.6167504526668339,-0.2103848149775547,0.2941616469227974
4,4,-0.2365973017890067,-0.1341089622755672,0.0102549699995446,-0.6618377047084213,-0.4627439129107867,-0.2927293273256321,-0.7729529740769272,0.6339025109524478,-0.3760178477960698,0.7158005515553924
4,5,-0.2366030178833243,-0.1341090335463905,-0.0202980792470113,-0.7633493683183682,-0.4820538942436922,-0.2458529762426442,-0.7273112042498491,0.6415256479682765,-0.2340466768087718,0.4657618272549075
5,1,-0.2366139365701016,-0.1341090874519823,-0.7794171359192872,0.7378806975876971,0.508272291258434,-0.824978573033882,0.5572837691090358,0.6815471173013756,-1.7014518269353027,0.4733772198731961
5,2,-0.2366139365701016,-0.1341090874519823,-0.7794171359192872,0.7484273639367823,0.5055137224965953,-0.7868254526975403,0.4338301433025687,0.6815471173013756,-1.684444863744116,0.555115767309497
5,3,-0.2366139365701016,-0.1341090874519823,-0.7794171359192872,0.7498335861166605,0.4972380162110623,-0.8188106321019101,0.4932748677144484,0.6815471173013756,-1.6970152278419497,0.4477387313916235
5,4,-0.2366139365701016,-0.1341090874519823,-0.7794171359192872,0.7580951414234441,0.4999965849729063,-0.8111447626578874,0.4779627900950417,0.6815471173013756,-1.6896208960196946,0.736615958045382
5,5,-0.2366139365701016,-0.1341090874519823,-0.7794171359192872,0.7867469183384594,0.4999965849729063,-0.8311024572449115,0.4798767997974676,0.6815471173013756,-1.6896208960196946,0.6886389845501621
6,1,-0.2293944121857059,-0.1339229316792822,0.9482466573535115,-0.0614687227867344,-0.2999883559619634,-0.3307943342200885,-0.2236321894807094,0.6040452243071198,-0.9712615594876082,0.2010000105590633
6,2,-0.2300303460734166,-0.1340154491853322,0.9220956879556036,-0.3643338247779701,-0.515156719385825,-0.2037788077424058,-0.3266942503805624,0.5800641057781594,-0.646280675899495,-0.3168466874845814
6,3,-0.229719706625591,-0.1335174212619124,0.9482466573535115,-0.2092099405601724,-0.4682610504344703,-0.2142202506058156,-0.4559267131732,0.5895930270479449,-0.7257697429887384,-0.254400468014612
6,4,-0.2270938024292358,-0.1339469885802977,0.9918751912990218,-0.1245729431087622,-0.3910211251028277,-0.1589731225437229,-0.240858276802542,0.6315202806350013,-0.8614557319271193,-0.2607466285298532
6,5,-0.232266341187462,-0.1340258092477861,0.8435556098638863,-0.1504122756640213,-0.4268825190068046,-0.1354468335603434,-0.0009813300581333,0.4630171895142937,-0.270648619328934,-0.0541156421536141
7,1,-0.2365942218213887,-0.1341090299897792,-0.177378235430446,0.1464763820627329,-0.2530926870106087,0.1077903227640706,0.123907803025153,0.6731299035130649,-0.7202239941220462,0.1677461294592021
7,2,-0.236598483554584,-0.1341089574389834,-0.221006769375956,0.0797687174047678,-0.371711143769917,0.3567548528110302,0.0338021154955671,0.6701124117776328,-0.3686235159738146,-0.3066928306601962
7,3,-0.2365992242051984,-0.1341089800830822,-0.221006769375956,0.102619827827786,-0.4020554001502048,1.427949965810814,0.0707572259039429,0.6688418889416615,0.4270065881008381,-1.1646937323207447
7,4,-0.2366035543002452,-0.134109033104107,-0.2995032625186768,-0.2616796056468726,-0.5758452321464007,0.641405326821543,-0.3206209503632497,0.6615363826348261,0.0746666767703807,-0.6366931774527153
7,5,-0.2366018679560548,-0.1341089734610591,-0.2733522931207688,-0.1201784987966429,-0.4627439129107814,0.176122296946133,-0.1956582015221776,0.6637597975977757,-0.4351725023741116,-0.2160696585025581
8,1,-0.2318463580868321,-0.1340437680461167,0.8566310945628405,-1.0711362479391775,-0.8599778146163722,-0.2652379334574137,-1.129584512669312,0.6613775672803296,-0.1382900797105671,-0.1906850164415957
8,2,-0.2304686310259749,-0.1340726665367234,0.904618123408002,-0.8905245867110896,-0.8185992831887065,-0.26981983243545,-1.0230625111535356,0.6701124117776328,-0.2621451377333407,-0.2249542832238953
8,3,-0.229719706625591,-0.1340231168379425,0.9264541828552548,-0.925240696776829,-0.7854964580465738,-0.2122376981633962,-1.0075663941396644,0.6710653039046116,-0.2196277297553737,-0.2239388975414569
8,4,-0.2313858133228105,-0.1340710940273712,0.8784671540100936,-1.06015013715888,-0.8599778146163722,-0.234662569123209,-1.0936968307488282,0.6626480901163009,-0.0972515380970511,-0.3787852141133316
8,5,-0.2313858133228105,-0.1340374306171159,0.8784671540100936,-1.0056590276886055,-0.8434264020453058,-0.2703044563658193,-1.069145975527327,0.6640774283067689,-0.2499444902266197,-0.336392861871523
10,1,0.0655121399298259,-0.1254655324139141,1.6550637752299715,0.7057133652229866,0.248966827645068,-0.3531751484589588,0.6054284747008243,0.6532779842010117,-1.3365415515070118,0.1111383776632547
10,2,0.0326965951824166,-0.1041898617861537,1.646303200481672,0.6745128106069423,0.2544839651687569,-0.3255956411488551,0.7483534684415852,0.6548661377459761,-1.1923520809730377,0.5218618862096357
10,3,-0.0460734898847589,-0.1318726844129483,1.5939576767368595,0.8611009160995116,0.2324154150739966,1.754278097833081,0.867353340902023,0.6631245361797901,-0.050297531025731,-0.732393278022546
10,4,0.126688683607714,-0.1303132673548289,1.6899317344271825,0.5389002591349523,0.3234481842148664,-0.5146870874347426,0.5608909412405307,0.6493076003386011,-1.572051020045838,0.1583538118966457
10,5,-0.0460734898847589,-0.1325184008174548,1.576523697138254,0.8919499151705863,0.2158640025029352,3.255907374442633,0.7720577424485515,0.6655067664972366,0.8599447162938763,-0.4826084001426695
11,1,-0.0852973641037739,-0.1329349593986525,1.5590461325906522,1.707558779499858,1.1979144817195346,4.352258875100674,1.8470318455129136,0.6694771503596472,1.2533231692378493,3.937365475512206
11,2,-0.0852973641037739,-0.1335696200797486,1.5546876376910006,1.648409559058737,1.233775875623511,5.866312147016053,1.8175487345197767,0.6694771503596472,1.702528827439849,4.296050467833612
11,3,-0.0706832213811572,-0.128788118116891,1.5852406869375566,1.4384430098256953,1.1123988501023585,0.3986968511484405,1.6879850008171045,0.6615363826348261,-0.9346596169674454,-0.7463548311560751
11,4,-0.0628550914087435,-0.1315392352711701,1.602674666536162,1.3035335694436443,1.0544689061036263,-0.369255851603029,1.666599623180385,0.659312967671876,-1.2348694889510037,-0.2305389044773071
11,5,-0.0852973641037739,-0.1331804500578221,1.5546876376910006,1.7013186685766488,1.2503272881945773,5.408122249212412,1.85144879098005,0.6680478121691795,1.316174989727018,4.145265693991492
12,1,3.084092949082506,0.105442042542335,2.2658632504671115,-0.6643864824094501,-0.7441179266189084,-0.1991969087643695,-1.0004256656344606,-0.970450200170446,-0.4436759839697042,0.2464385198481872
12,2,6.39365138023962,1.5049656851088182,2.361837308157434,-0.2442776061708812,-0.4958467380529141,-0.3285914981729558,-0.916614125395544,-0.1900315481750094,-0.780118081882313,0.2799462473686586
12,3,4.456878045377908,10.218186484134428,2.4752453454463623,-0.0459123899218334,-0.4020554001502048,-0.2347066258441517,-0.6976808617411414,-0.7730427145313891,-0.8355755705492264,0.4347925639405327
12,4,3.7564902752068665,2.4922415374223346,2.396748852303641,-0.3211803816329626,-0.5206738569095131,-0.2702603996448766,-0.9275092575478144,-0.8491152693351768,-0.650717274992848,0.1484538014928701
12,5,5.028779049871275,0.3714412799886785,2.370554297956737,-0.408190379012917,-0.6061894885266894,-0.144786858400187,-0.932993631502842,-1.0384231718949164,-0.2321980938532072,0.1730769042920043
13,1,-0.2366006069886937,-0.134108890226162,-0.2646353033214661,-0.5801010405030094,-0.8213578519505563,-0.1774328886186965,-0.8351582894057671,0.6685242582326687,-0.7727237500600579,-0.3615236575118764
13,2,-0.2365992242051984,-0.1341088641477421,-0.2471577387738642,-0.3722438245397841,-0.6337751761451331,-0.259774900060524,-0.684025138671911,0.6688418889416615,-0.9627580778920146,-0.3102466805487311
13,3,-0.2366018679560548,-0.1341088579965369,-0.2820692829200714,-0.7569334796226743,-0.9510105837572366,0.2073144553735346,-0.7969517111150358,0.6548661377459761,-0.0769171255858494,-0.99639355545656
13,4,-0.2366018679560548,-0.1341090734375068,-0.2820692829200714,-0.7761811457097553,-0.9317006024243256,0.2229545913081783,-0.7862038104783368,0.6526427227830262,-0.0159138880522445,-0.9903012413619297
13,5,-0.2366012520179021,-0.1341089797284402,-0.2733522931207688,-0.9125846971579268,-1.0199748028033462,0.249124283548117,-0.8095400056963752,0.6521662767195369,0.0243852203790457,-1.016193576264112
14,1,-0.2366126594599731,-0.134109080143095,-0.561274466191737,-3.439130331188335e-05,-0.3496425936751621,-0.1792392141773454,-0.4076715839447331,0.5430601281804923,-0.6839917681929961,0.0052844202690389
14,2,-0.2366125525940008,-0.1341090759954135,-0.5438404865931316,0.0780988285661626,-0.3027469247238074,-0.0412535641849409,-0.4202966864049651,0.4857277852072825,-0.7080233466153254,1.270201134166825
14,3,-0.2366132841297017,-0.1341090965687289,-0.6223805646848489,-0.1403929426323905,-0.5123981506239801,0.1486309030779144,-0.5558969122460575,0.4734990029110577,-0.1497512940350625,-0.492508410546445
14,4,-0.2366132067381228,-0.1341091184485129,-0.6136635748855462,-0.1121806101485868,-0.4792953254818481,0.1079665496478412,-0.4589817671213026,0.3116661566791999,-0.2011419001997358,-0.3252236193646994
14,5,-0.2366125525940008,-0.1341090735292246,-0.5438404865931316,0.0098091639558345,-0.3165397685330293,-0.1270319998602958,-0.3880529844948681,0.5112970572812071,-0.6015449683748515,0.27867701526561
15,1,-0.236605022823558,-0.1341090256505095,-0.2907862727193742,-0.8514140323332314,-0.8020478706176402,-0.1799881784333706,-0.9191538690391476,0.2886379302772183,-0.2658423036444683,-0.3770082891690638
15,2,-0.2366040665669046,-0.1341090414911878,-0.2646353033214661,-0.5525918191091447,-0.6365337449069772,-0.2318869957038218,-0.719986436350181,0.2066892073570624,-0.5072672376410984,-0.1785003882523331
15,3,-0.2365977078924792,-0.1341070774386672,-0.1686176606821468,-0.322498714926598,-0.515156719385825,-0.3765252105585674,-0.7614689158623721,0.1053650111883425,-0.845557918509271,0.1151999203930089
15,4,-0.2366066901712465,-0.1341090718171595,-0.3518923712124861,-0.6548065938090306,-0.7661864767136634,-0.2414473041483784,-0.7853204213849095,0.4214075666362301,-0.4895208412676862,-0.2386619899368155
15,5,-0.2366060982981693,-0.1341090728077114,-0.3169808270662788,-0.9494980293797254,-0.862736383378222,0.0389296679306964,-0.8715612816307508,0.1058414572518318,0.1478705618107058,-0.7280778888721822
16,1,-0.2366131257261342,-0.1341091276916261,-0.6485315340827571,2.2442083188958204,2.6020259814983238,-0.6072943148562094,2.085988595285002,-2.496824572235595,1.8866476898140008,0.6617312639655422
16,2,-0.2366131257261342,-0.1341091277813058,-0.6398145442834544,2.2500968742740595,2.596508843974634,-0.6058404430651018,2.0741732661604115,-2.498730356489552,1.8788836414006345,0.6140081368909314
16,3,-0.2366131257261342,-0.134109127913787,-0.6485315340827571,2.259764651760721,2.593750275212789,-0.6105985689269088,2.076455354651765,-2.498730356489552,1.8899751391340165,0.6652851138540765
16,4,-0.2366131257261342,-0.1341091276365955,-0.6398145442834544,2.2578310962633887,2.621335962831233,-0.6002011827844417,2.0938654813680624,-2.497618649008077,1.8866476898140008,0.6391389325312847
16,5,-0.2366131257261342,-0.1341091278526418,-0.6485315340827571,2.246844985483092,2.5909917064509456,-0.6015228844127212,2.0842218170981472,-2.4993656179075376,1.8822110907206488,0.6454850930465253
17,1,-0.2366134959875519,-0.1341090959593152,-0.6136635748855462,0.1027077167140286,0.0917284082199327,-0.1569905701013032,-0.4782322877822397,0.0878953221937355,-0.4991334726366178,0.6150235225733698
17,2,-0.2366145661380314,-0.1341091253558802,-0.9277803023034192,-0.3921067128305618,0.226898277550313,-0.2923768735580909,-0.4377804288790471,-0.1936843013284271,0.0661631951747874,-0.0432002460674006
17,3,-0.2366144296698867,-0.1341091211327864,-0.8666742038103071,0.1280197159518335,0.4558594847833965,-0.4892223027298864,-0.3040942127403803,0.2448048924362046,-0.8263326557714075,0.4518002741213777
17,4,-0.2366144732425809,-0.1341091218909866,-0.8841517683579091,-0.1436448314233579,0.3620681468806873,-0.3846316472120163,-0.383893694179981,-0.0293104094246265,-0.1053853031015317,0.0976845173709447
17,5,-0.2366146398666078,-0.1341091235133721,-0.9888428158475344,-0.330848159119624,0.4613766223070855,-0.332160092569311,-0.2343432822385154,-0.16335056861961,0.4961435906389234,-0.0109617506499772
18,1,-0.2366086798205738,-0.1341090049202548,-0.3387733015645355,0.1801378254935638,0.1441412146949816,-0.1833364892250126,-0.3518340316643483,0.0912304446381604,-0.5006123390010688,0.6551312570296913
18,2,-0.2366133580286503,-0.1341091122096663,-0.6572921088310563,-0.2312700510070095,0.2931039278345785,-0.2929055542094028,-0.1475134959303891,-0.2094070214235733,0.1460219788551427,-0.1081849297434655
18,3,-0.2366127614703372,-0.1341090874254861,-0.5874690205386416,0.3504664870312932,0.6103393354466816,-0.4971084557786221,-0.121747980705426,0.197636732150766,-0.773832899833396,0.4231156285924898
18,4,-0.2366130408381778,-0.1341090795520249,-0.6136635748855462,-0.0707849447284263,0.3813781282135981,-0.404280944752442,-0.2034246639685596,-0.0412215610118585,-0.1209133999282676,0.1502307264371374
18,5,-0.2366137900499961,-0.1341091067595924,-0.709637632575869,-0.1468088313280836,0.4972380162110623,-0.2825081680669355,0.0387711791460953,-0.1535040166408312,0.5379215654346649,-0.07797720569092
19,1,-0.2366138899307075,-0.1341091241329766,-0.7270716121744744,-1.3619605725152075,-0.9151491898532594,0.471258270540998,-0.7120727423882282,-0.2087717600055877,1.3402065681493465,-1.7442251105725302
19,2,-0.2366139365701016,-0.1341091268600517,-0.7357886019737772,-1.435699348072563,-0.9427348774717031,0.4268050391098565,-0.8319928118209861,-0.1601742615296814,1.3416854345137983,-1.7003096798070645
19,3,-0.2366139132504046,-0.1341091258287363,-0.7270716121744744,-1.3824386830096818,-0.9261834649006372,0.4790122534269058,-0.7080974914678051,-0.1560450623127745,1.348340333153828,-1.7614866671739846
19,4,-0.2366138899307075,-0.1341091229773327,-0.7270716121744744,-1.3812961274885305,-0.9399763087098592,0.4424451750445,-0.7557268867550945,-0.2302118328626053,1.343164300878249,-1.7216327791382733
19,5,-0.2366139365701016,-0.1341091249176731,-0.7357886019737772,-1.3841085718482868,-0.9289420336624812,0.486061328777731,-0.6991163690179607,-0.1695443674449706,1.3450128838338131,-1.7584405101266696
20,1,-0.2350376496790411,-0.1340999231345026,0.6515639095342445,-0.7988564783602891,-0.7854964580465795,-0.1791070440145176,-0.7672109449696496,0.6774179180844686,-0.5268622169700746,-0.0754387414848229
20,2,-0.235108708181999,-0.1341026740663992,0.6428469197349417,-0.7049911478534288,-0.7413593578570635,-0.181353936782593,-0.7176675399799345,0.6774179180844686,-0.51687986901003,-0.0825464412618929
20,3,-0.2350376496790411,-0.1341018556259187,0.6428469197349417,-0.7331155914509899,-0.7689450454755073,-0.177609115502467,-0.7152750278519022,0.6774179180844686,-0.515401002645579,-0.1284926433922359
20,4,-0.2349632388897749,-0.1341017288067365,0.6515639095342445,-0.802284144923742,-0.7827378892847293,-0.1824112980852168,-0.7665484031495791,0.6774179180844686,-0.5287107999256384,-0.0985387657602995
20,5,-0.2350376496790411,-0.1340971211891813,0.6515639095342445,-0.689698481647255,-0.7523936329044414,-0.190121224250182,-0.7518988673502429,0.6774179180844686,-0.5098552537788884,-0.1089464690052949
21,1,-0.236614753036352,-0.1341091279463977,-1.058665904139949,0.6851473658422699,0.8061977175376324,-0.3285914981729558,1.3040420160862582,-1.657167793012991,1.2810519135713054,-0.1759619240462365
21,2,-0.2366147449862648,-0.1341091279117488,-1.058665904139949,0.7367381420665462,0.7648191861099666,-0.2629469839683954,1.307317917307718,-1.6665378989282806,1.3812451097628633,-0.3379159403951806
21,3,-0.2366147365102471,-0.1341091277976111,-1.0411883395923474,0.3754269307241286,0.5855122165900827,-0.2183615823744256,0.856789479659788,-1.5131222664847332,1.5346774950746571,-0.437931430115375
21,4,-0.2366147449862648,-0.1341091272289609,-1.058665904139949,0.4794873720351045,0.676544985730947,-0.3609731880658092,1.0570979565944314,-1.5358328621777222,1.0965633346060404,-0.1396618858990595
21,5,-0.2366147276508919,-0.1341091278852526,-1.0499489143406464,0.3405350428859045,0.635166454303276,-0.2558538518966275,1.1742942429891217,-1.5971355890133427,1.403428105229629,-0.396808309976615
22,1,-0.2366148677394462,-0.1341091279463977,-1.2157024753743872,0.129513827017954,0.1993125899318693,-0.1237718025105391,0.5924352934516645,-1.1973973417458388,0.8148392921781199,-0.7001547826051225
22,2,-0.2366148702950294,-0.1341091278648708,-1.2244630501226863,0.2710149338681832,0.2986210653582667,-0.2570874400830218,0.8002893855593326,-1.2221725370472811,0.6004036693327208,-0.3475621043783466
22,3,-0.2366148702950294,-0.1341091277853821,-1.2244630501226863,0.6913874767654791,0.3731024219280651,-0.1740845778270543,1.33595444708632,-1.4500725707496522,0.875472813120612,-0.4826084001426695
22,4,-0.2366148715089314,-0.1341091275856412,-1.2157024753743872,0.3653197088062552,0.2793110840253566,-0.2715380445522138,0.7185758944173062,-1.1708751775449355,0.6403330611728987,-0.363046736035534
22,5,-0.2366148622875353,-0.1341091279382451,-1.198268495775782,0.1805772699247759,0.1827611773608033,-0.1047392990633108,0.8427656778016294,-1.3817819683161892,1.0011764540989494,-0.5260161380669165
23,1,-0.2366145315098786,-0.1341091281318715,-0.9364972921027218,2.264686429390294,2.588233137689101,-0.6066775207630122,2.096773303800594,-2.496189310817609,1.870010443213928,0.649546635776279
23,2,-0.2366145315098786,-0.1341091281767113,-0.9364972921027218,2.2603798739644176,2.6240945315930784,-0.6012585440870654,2.0999019735064826,-2.494918787981638,1.9051335193696397,0.6462466323083547
23,3,-0.2366145315098786,-0.1341091281237188,-0.9277803023034192,2.2500968742740595,2.596508843974634,-0.6065894073211269,2.0657442618939594,-2.499842063971027,1.8844293902673248,0.6411697038961616
23,4,-0.2366145222458894,-0.1341091281420623,-0.9321387972030704,2.24236265228473,2.596508843974634,-0.604386571273994,2.0929452843957423,-2.499683248616531,1.877774491627296,0.6500543286174982
23,5,-0.2366145315098786,-0.1341091280992607,-0.9277803023034192,2.2428899856021847,2.604784550260167,-0.6081754492750626,2.135347960880253,-2.4985715411350555,1.879992791173972,0.6607158782831037
24,1,-0.2366117230942759,-0.1341090266023361,-0.5438404865931316,-1.2852335748256114,-0.8048064393794846,0.3612486383471814,-0.6842091780663748,0.3015019739914284,0.6092768675194264,-1.8939944987322117
24,2,-0.2366116493231065,-0.1341090239119481,-0.5438404865931316,-1.2411133539319372,-0.8048064393794846,0.4012961976840576,-0.7001101817480664,0.2921318680761393,0.6743469875552722,-1.9962946062378923
24,3,-0.2366117968654452,-0.1341090182784388,-0.5438404865931316,-1.2775872417225242,-0.8020478706176402,0.3934981580772073,-0.7096434223813028,0.2970551440655286,0.6281324136661778,-1.9460330149571856
24,4,-0.2366116493231065,-0.13410902268293,-0.5438404865931316,-1.2850577970531265,-0.824116420712395,0.3489127564832374,-0.7610272213156585,0.3018196047004212,0.6318295795773046,-1.901609891350501
24,5,-0.2366116493231065,-0.1341090273462691,-0.5438404865931316,-1.2554392423894447,-0.8213578519505563,0.3981241137761862,-0.7279737460699197,0.2948317291025785,0.6676920889152426,-1.9714176570181483
