f_id,i_id,ic.eps.max,ic.eps.s,ela_meta.quad_w_interact.adj_r2,ela_meta.lin_simple.coef.max,disp.diff_median_25,ela_level.lda_qda_50,disp.ratio_median_05,ela_level.qda_mda_10,ela_meta.lin_simple.coef.min,ela_level.mmce_qda_50
3,1,-0.2367695215054391,-0.4377829608273271,0.6122101980289485,-0.1685196938536272,-0.8779192217964916,0.0770023276459305,-0.8155248963937999,-0.1188814716252481,-0.1341096721201571,-0.1155379482140293
3,2,-0.2367633124928783,-0.0741825050293244,0.6559008152863187,-0.168515880639347,-0.3885707425345485,-0.5863838940255297,-0.6720426600918479,-0.4567900486181703,-0.1341096728233267,-0.923809481870978
3,3,-0.2367435416628221,-0.1402729148536435,0.6466860669193096,-0.1685174283710631,-0.3926961915973847,-0.234909908337197,-0.4553901996996595,-0.5733624519714632,-0.1341096347543339,-0.4325879130208814
3,4,-0.2367644624614666,-0.2311730288031442,0.6400133181018205,-0.1685187766386761,-0.6018652366343729,-0.1052548644814987,-0.6937650703686374,-0.3523290637950897,-0.1341096534036156,-0.4218823297936379
3,5,-0.2367657557608313,-0.3964609744224906,0.6352470689464708,-0.1685194643729678,-1.0414450006063571,-0.1990488122792501,-0.8881234781083326,0.0727817266153604,-0.1341096390834131,0.0471045661998751
4,1,-0.2367591522798247,-0.0576289420439702,0.5475480844880408,-0.1685178079013551,-0.8661573031918101,-0.2003704742961276,-0.7880860623599598,0.9102863179795376,-0.134109627940722,0.2105705870158755
4,2,-0.2367044938017262,0.0663370171705395,0.667975313146537,-0.1685132191066053,-0.4333362536419196,0.0638297628777165,-0.6440321836823042,0.1015463456246147,-0.1341095382040469,-0.5301734216692241
4,3,-0.2367599279698004,-0.2146607465234893,0.6145933226066232,-0.1685185065772957,-0.7045625856453999,-0.3882227022950058,-0.7629337978289407,0.2084296141537375,-0.1341096877142177,0.0800448222837039
4,4,-0.2367587461617602,-0.0245630967789612,0.6317518195658812,-0.1685158548663415,-0.660060401073955,-0.2927987046764386,-0.777224857221565,0.37405326255439,-0.1341095597026943,-0.1690658643502511
4,5,-0.2367644624614666,0.0084614677803487,0.6393778182144406,-0.1685157562704689,-0.761441117405353,-0.2459237584778444,-0.7349233214193956,1.2533422478478,-0.1341096309735232,-0.1105969098014551
5,1,-0.2367753815405704,-0.9253906565455388,0.6794143111193759,-0.1685198274463309,0.7378524026436603,-0.8250319988730723,0.5878571359619391,-0.8588891438212171,-0.1341096848791193,-1.179508219721699
5,2,-0.2367753815405704,-0.9253906565455388,0.6794143111193759,-0.1685198274463309,0.7483854640806885,-0.7868800219858705,0.4963943558491414,-0.8207381754510487,-0.1341096848791193,-1.1622145852776888
5,3,-0.2367753815405704,-0.9253906565455388,0.6794143111193759,-0.1685198274463309,0.7497898722722923,-0.81886424279431,0.5684212951879692,-0.8398136596361329,-0.1341096848791193,-1.176214194113316
5,4,-0.2367753815405704,-0.9253906565455388,0.6794143111193759,-0.1685198274463309,0.7580407703979646,-0.8111986030964194,0.5587033748009843,-0.9512387101140856,-0.1341096848791193,-1.163038091679785
5,5,-0.2367753815405704,-0.9253906565455388,0.6794143111193759,-0.1685198274463309,0.7866555873018917,-0.8311556995512721,0.5758526460721345,-0.9155100254499592,-0.1341096848791193,-1.1650968576850238
6,1,-0.2295555977466798,0.7522985037731066,0.6018833248590247,-0.1681103967914173,-0.060465878771115,-0.3308625707625152,-0.1547063100788374,-0.4355950661902985,-0.1339235290917686,-0.635582241137477
6,2,-0.2301915544845506,0.7357449407877525,0.5778932041104322,-0.1682681915854991,-0.3629402930377795,-0.203850850940572,-0.3519229296970571,-0.2733020578854547,-0.1340160466050997,-0.4630576498984229
6,3,-0.2298809038749341,0.7522985037731066,0.5874257024211312,-0.1682449469725981,-0.2080165144014873,-0.2142919808739055,-0.3810766908580107,-0.2312148784929671,-0.1335180186424848,-0.5301734216692241
6,4,-0.2272549053254823,0.7894717792551799,0.6293686949882064,-0.1680809845395305,-0.1234886963693348,-0.1590465085684195,-0.2433108783131092,-0.6908432117145218,-0.1339475859946773,-0.6504053563751993
6,5,-0.2324276299416121,0.6861668132430886,0.4608023498606807,-0.1683652066863834,-0.1492946968900542,-0.135520924667997,-0.067816668971679,0.0773235085641902,-0.134026406668369,-0.2275348188990472
7,1,-0.2367556660834739,-0.2890485781933348,0.6709939376115917,-0.1685189369685249,0.1472109825622944,0.1077089418380549,0.1414044405363453,-1.48959126378202,-0.1341096274169116,-0.677169314443311
7,2,-0.2367599279698004,-0.3303705645981716,0.667975313146537,-0.1685192194825195,0.0805893689730901,0.3566660104172433,0.0413670247879737,-1.2043673573955211,-0.1341095548661101,-0.5874071166148767
7,3,-0.2367606686470276,-0.3138170016128174,0.6667043133717773,-0.1685195055889108,0.1034110020866514,1.4278290196960242,0.0945297657285366,-1.0908228086747818,-0.1341095775102107,-0.6071712702651739
7,4,-0.2367649988976619,-0.4130145374078446,0.6593960646669083,-0.1685195499537257,-0.2604184950507038,0.641307953452129,-0.2947586921265573,-0.864339282159812,-0.1341096305312397,-0.4914686207707253
7,5,-0.2367633124928783,-0.3799486921428356,0.6616203142727377,-0.1685193063067401,-0.1190999207705727,0.1760388681106299,-0.1924347068753648,-1.1571328251276938,-0.134109570888187,-0.5482905625153299
8,1,-0.2320076317502923,0.6861668132430886,0.6592371896950633,-0.1683197279652964,-1.068830960342631,-0.2653081347253834,-1.0939147333621275,0.1003352037715936,-0.1340443654681129,-0.0117761415499686
8,2,-0.2306298551854148,0.7274887996479249,0.667975313146537,-0.168281057072707,-0.88845228323352,-0.2698898963838925,-0.9813011853482464,-0.0156316286551886,-0.134073263960994,-0.1114204162035507
8,3,-0.2298809038749341,0.7274887996479249,0.6689285629776072,-0.1683251811413254,-0.9231236104637384,-0.2123094878485891,-0.9481459275573558,-0.0080619920738061,-0.1340237142583135,-0.1283022974465129
8,4,-0.2315470704381328,0.6861668132430886,0.660508189469823,-0.1683537723542768,-1.0578590213457264,-0.2347336867349467,-1.0733356078367478,0.0234276961047456,-0.134071691451518,-0.0125996479520643
8,5,-0.2315470704381328,0.6861668132430886,0.661938064216428,-0.1683700683763442,-1.00343820392108,-0.270374505790081,-1.008168377006379,0.0836820032925516,-0.1340380280386134,-0.0780684069186741
9,1,-0.2333228389578926,0.6944229543829159,-0.1542026661512448,-0.1684895133831145,-1.3815751095103987,0.4753953149334197,-1.0276042177803488,0.9233060928995156,-0.1340871370027162,0.2060413018043491
9,2,-0.2333228389578926,0.6861668132430886,-0.1140072982744645,-0.1684808596036054,-1.4199330082435766,0.4339391830040242,-1.096772945240652,1.0559261258053398,-0.1340986266030463,0.2332170130735078
9,3,-0.233159912372642,0.6944229543829159,-0.1810525363930466,-0.1684841342215081,-1.384910578965458,0.4755274811351075,-1.035607211040219,0.8969637575963041,-0.1340953438708681,0.2266289618567421
9,4,-0.2333228389578926,0.6861668132430886,-0.0885873027792673,-0.168489233280754,-1.4074688855430932,0.4649982404006492,-1.0338922839131044,0.965090486828748,-0.1340978226763305,0.2200409106399764
9,5,-0.233159912372642,0.6944229543829159,-0.1244930464162332,-0.168481260702411,-1.4442468250607172,0.4642492985910849,-1.119066997893147,1.0108110917802997,-0.1341021913429374,0.2072765614074928
10,1,0.0653615508507916,1.4960942590601654,0.651134566130969,-0.1477740751737033,0.7057265652607236,-0.3532427142483103,0.598718341100334,-1.9352914656938307,-0.1254661291607977,-0.934926818299271
10,2,0.0325448269863882,1.4919455481374022,0.652723315849419,-0.1526353693460864,0.6745662585095148,-0.3256640334961299,0.729624445136775,-1.9682950811886588,-0.1041904568586284,-0.8299297520320661
10,3,-0.046228088420696,1.4630284137951564,0.6609848143853578,-0.1584695574499399,0.8609136704329416,1.7541473716631186,0.8793947475714825,-1.1955865789611169,-0.1318732816640788,-0.8208711816090131
10,4,0.1265402927034423,1.5828663024397525,0.6471626918348445,-0.1412118632146038,0.539128643531725,-0.5147498127107604,0.5072555609875362,-2.123926809301887,-0.1303138644832324,-1.102922124326798
10,5,-0.046228088420696,1.4382187096699748,0.6633679389630327,-0.1653052065736523,0.8917228751362496,3.255731644438391,0.8336633575150836,-1.271282944774944,-0.1325189981194036,-0.8023422875618594
11,1,-0.0854533720186203,1.4382187096699748,0.6673398132591571,-0.1653170052701235,1.7062796262664437,4.352050287438409,1.8214613827332973,-1.4723324923764671,-0.1329355567333848,-0.8410470884603582
11,2,-0.0854533720186203,1.4299625685301474,0.6673398132591571,-0.1670271912351247,1.6472067067071094,5.866058183172331,1.7888777673181129,-1.5440926471679757,-0.1335702174644291,-0.8900457193850535
11,3,-0.0708387041855972,1.4712845549349838,0.6593960646669083,-0.1558857043961518,1.4375110085982696,0.3986067517528278,1.6425373191376376,-1.6851906730449475,-0.1287887151252643,-0.8953985109986765
11,4,-0.0630102929354795,1.4795406960748114,0.6571718150610784,-0.1549020179160519,1.3027755977162818,-0.3693229354536552,1.6162417698552072,-1.822958058826112,-0.131539832496058,-0.8599877357085598
11,5,-0.0854533720186203,1.4299625685301474,0.6659099385125525,-0.1665090212467132,1.7000475649162017,5.407882017321409,1.8288927336174623,-1.5328895850275286,-0.1331810474118747,-0.9163979242521164
12,1,3.084050822622555,2.487821932776244,-0.9732031460121272,1.0387008141834018,-0.6626058909212368,-0.1992690892820629,-0.9349981529161412,-0.1748967823274796,0.1054414639680255,-0.2950623438708963
12,2,6.393728171707712,2.463012228651062,-0.1924915343658854,1.197251388285877,-0.2430389436796065,-0.328659800734386,-0.7680785792102862,-0.0719497248206761,1.5049652166779162,-0.4749984927288108
12,3,4.456885245365184,2.8472943180043324,-0.7757215560088149,8.87091098108531,-0.0449296131514981,-0.2347777421355094,-0.5537126883209162,-0.2496847917515408,10.218186701439585,-0.5939951678316423
12,4,3.7564723090989705,2.7687784157645736,-0.851822667522561,5.14978881919822,-0.3198425166579387,-0.2703304503895183,-0.7989472674983545,-0.030468116354699,2.492241146690674,-0.4231175893967805
12,5,5.028806799210953,2.60763918106799,-1.0412016339617796,2.054668267235654,-0.4067402735134225,-0.1448606695872659,-0.7829412809786155,0.0379613983410007,0.3714407223486794,-0.198712094825697
13,1,-0.2367620514802086,-0.4295268196874997,0.6663865634280873,-0.168519362652635,-0.5784291749369852,-0.1775057214041442,-0.7669352944588764,-0.6675287310438631,-0.1341094876532834,-0.5758780269855366
13,2,-0.2367606686470276,-0.4212706785476722,0.6667043133717773,-0.1685192263121847,-0.3708400891155507,-0.2598452650556222,-0.5588574697022618,-0.6536005997341192,-0.1341094615748615,-0.668522497221305
13,3,-0.2367633124928783,-0.4460803826728539,0.652723315849419,-0.1685195282754872,-0.7550335050311605,0.2072300917089426,-0.7846562081057302,-0.4640568997362975,-0.1341094554236558,-0.357237077229123
13,4,-0.2367633124928783,-0.4460803826728539,0.6504990662435891,-0.168519509045629,-0.7742563421537373,0.2228697589086617,-0.7412113875521511,-0.4855546676274246,-0.1341096708646426,-0.3210027955369113
13,5,-0.236762696532594,-0.4460803826728539,0.6500224413280543,-0.1685195938238795,-0.9104839367393044,0.2490386668428392,-0.8898384052354473,-0.4670847543688503,-0.1341095771555686,-0.3226498083411028
14,1,-0.2367741043845533,-0.5700463418873636,0.5408753356705517,-0.1685197398450424,0.0008892040995752,-0.1793119928272102,-0.3004751158836078,-0.5554981096394,-0.1341096775702314,-0.5001154379927304
14,2,-0.2367739975147411,-0.5369804966223545,0.4835214708345131,-0.1685196812134272,0.0789216342455606,-0.0413304782651824,-0.2884706259938031,-0.7401972422251367,-0.1341096734225496,-0.598112699842121
14,3,-0.2367747290767274,-0.6196244694320278,0.4712880980024494,-0.1685197753904977,-0.1392882885248776,0.1485482981595745,-0.4622499082081185,-0.7223328998930736,-0.1341096939958665,-0.3564135708270273
14,4,-0.2367746516823676,-0.5865586241670186,0.3093945016924129,-0.168519783406065,-0.1111123491808265,0.1078851634403052,-0.3736453399738467,-0.6959905645898622,-0.1341097158756523,-0.3518842856155008
14,5,-0.2367739975147411,-0.5121707924971729,0.5091003413015552,-0.168519673879079,0.0107200614408018,-0.1271063431605426,-0.297045261629377,-0.4313560697047247,-0.1341096709563604,-0.4782925183371938
15,1,-0.2367664674737412,-0.3055608604729898,0.2863576307748905,-0.1685194193017509,-0.84939218040454,-0.1800609346367742,-0.848108511808983,-0.1912471973432664,-0.1341096230776415,-0.2020061204340799
15,2,-0.2367655111827279,-0.1981484642438342,0.2043781453028796,-0.1685187985420176,-0.550955439688736,-0.2319581964995038,-0.6851904347330636,-0.4489176265735319,-0.1341096389183211,-0.3407669491872086
15,3,-0.2367591522798247,-0.0741825050293244,0.103015913265781,-0.168518004289051,-0.3211591493375669,-0.3765920765464822,-0.6114485682671198,-0.2814772653933478,-0.1341076748656459,-0.5021742039979696
15,4,-0.2367681348813402,-0.3799486921428356,0.4191771072372954,-0.1685194623719668,-0.6530383601159357,-0.2415182184215854,-0.7457845265577905,-0.5164387848794652,-0.1341096692442952,-0.310297212309667
15,5,-0.2367675429869961,-0.2973047193331624,0.1034925381813159,-0.1685195416287703,-0.9473496517689036,0.0388503507587288,-0.8784055577213477,-0.1285706064494181,-0.1341096702348472,-0.1015383393784029
16,1,-0.2367745706674681,-0.7601027109261925,-2.5001505004142497,-0.1685198775183798,2.242236902387237,-0.6073542646933218,2.117000490972775,1.5064708951292356,-0.1341097251187662,2.7827928339618557
16,2,-0.2367745706674681,-0.7683588520660201,-2.5020570000763893,-0.1685198775893027,2.248117861689578,-0.6059004364747563,2.1192870604755947,1.5064708951292356,-0.1341097252084458,2.7650874463167967
16,3,-0.2367745706674681,-0.7601027109261925,-2.5020570000763893,-0.1685198777231824,2.257773168006854,-0.6106584197355159,2.0855601603090004,1.5064708951292356,-0.1341097253409271,2.7840280935649995
16,4,-0.2367745706674681,-0.7601027109261925,-2.500944875273474,-0.1685198777329472,2.2558421067433985,-0.600261345202745,2.130148265613987,1.5064708951292356,-0.1341097250637356,2.7444997862644045
16,5,-0.2367745706674681,-0.7601027109261925,-2.502692499963769,-0.1685198776072904,2.244870167746494,-0.6015830072196225,2.1370079741224512,1.5064708951292356,-0.1341097252797819,2.752734850285361
17,1,-0.2367749409421899,-0.5287243554825269,0.0855396663628328,-0.1685197698451528,0.1034987775986268,-0.1570640155431029,-0.2604601495842594,0.1666452202245058,-0.1341096933864528,-0.3852362949003775
17,2,-0.2367760111311217,-0.8344905425960382,-0.19614565871832,-0.1685198629958976,-0.3906773548219543,-0.292446261471938,-0.4473872064397893,0.8127893988113295,-0.1341097227830201,0.208923574211684
17,3,-0.2367758746580735,-0.8427466837358658,0.2425081385456754,-0.168519852802793,0.1287781250474948,-0.4892857911855842,-0.2130138324007445,0.6934919262887386,-0.1341097185599259,-0.3831775288951382
17,4,-0.2367759182323333,-0.7849124150513742,-0.0317100628587637,-0.1685198541495564,-0.1425359824679608,-0.3846982702499985,-0.2844691293638687,0.732854036511928,-0.1341097193181263,0.1689835137100417
17,5,-0.2367760848623472,-0.7931685561912016,-0.1658005390959286,-0.1685198620577116,-0.3294978229752144,-0.3322282881799556,-0.2495989444458646,1.1413116264433365,-0.1341097209405118,0.6161474900480166
18,1,-0.236770124602159,-0.2559827329283258,0.0888760407715774,-0.1685193775967999,0.1808290036488099,-0.183409145079531,-0.1850033559912008,0.2256883855592901,-0.1341096023473852,-0.369177920059511
18,2,-0.2367748029783312,-0.5865586241670186,-0.2118742809309732,-0.1685198190008579,-0.2300481679072718,-0.292974926278689,-0.2181586137820901,0.7510211643072464,-0.1341097096368051,0.2550399327290436
18,3,-0.2367742063985828,-0.5865586241670186,0.1953222719077156,-0.1685197731954867,0.3509379458568181,-0.4971717078862875,-0.0238002060423949,0.7337623929016945,-0.134109684852623,-0.33088487236206
18,4,-0.2367744857764616,-0.5204269336370004,-0.0436256857471374,-0.1685197751414968,-0.0697700830404898,-0.4043469789009132,-0.1878615678697254,0.4773031055244495,-0.1341096769791612,0.1825713693446212
18,5,-0.2367752350152003,-0.5287243554825269,-0.1559502908415394,-0.1685198016039444,-0.1456959008990694,-0.282577851745918,-0.0323748416779687,1.1746180274014202,-0.1341097041867309,0.5564432758960778
20,1,-0.2351990380109054,0.504325304638388,0.6752835618514065,-0.1684563019671246,-0.7969024242433486,-0.1791798266255225,-0.80523533363111,-0.6735844403089692,-0.1341005205609183,-0.3885303205087603
20,2,-0.2352700990671134,0.5001972340684744,0.6752835618514065,-0.1684564465027621,-0.7031581774537958,-0.1814266520542144,-0.7109143416397876,-0.71355212145867,-0.1341032714930314,-0.3831775288951382
20,3,-0.2351990380109054,0.4960691634985603,0.6752835618514065,-0.1684563567565713,-0.7312463412858715,-0.1776819430063943,-0.7566457316961852,-0.6720705129926929,-0.1341024530524865,-0.386471554503521
20,4,-0.2351246245479361,0.5001972340684744,0.6752835618514065,-0.1684561191349446,-0.800325669210383,-0.1824839816677166,-0.7840845657300254,-0.6778234367945437,-0.1341023262332942,-0.3860598013024732
20,5,-0.2351990380109054,0.504325304638388,0.6752835618514065,-0.1684568960310845,-0.6878852383701048,-0.1901936767661697,-0.7429263146792672,-0.6796401495740754,-0.1340977186153764,-0.3802952564878031
21,1,-0.2367761980361579,-1.0741663198852305,-1.66017852426983,-0.1685198774487418,0.6851870954585182,-0.328659800734386,1.191511484706403,1.5291798048733831,-0.1341097253735378,1.2469533940533384
21,2,-0.2367761899857814,-1.0659101787454028,-1.669552147608684,-0.1685198774610762,0.7367113209879822,-0.2630172538961287,1.218950318740243,1.5252435938510651,-0.1341097253388889,1.2181306699799883
21,3,-0.2367761815094591,-1.057612756899876,-1.516078924806431,-0.1685198778380466,0.3758661912577852,-0.2184331885267889,0.8342349998907873,1.5288770194101289,-0.1341097252247512,1.2358360576250464
21,4,-0.2367761899857814,-1.0659101787454028,-1.5387980457802637,-0.1685198772038524,0.479792397436465,-0.3610405201478885,0.9880067989554292,1.510104320688299,-0.134109724656101,1.1831316478909204
21,5,-0.2367761726497856,-1.0659101787454028,-1.600123784912426,-0.1685198779665301,0.3410193130036165,-0.255924334405552,0.9937232227124784,1.5064708951292356,-0.1341097253123926,1.218954176382084
22,1,-0.2367763127433735,-1.132000588569722,-1.2002354807786066,-0.1685198774664725,0.1302703087510739,-0.123846243518911,0.4981092829762574,1.2751428012021817,-0.1341097253735378,0.5432671734625462
22,2,-0.2367763152990486,-1.148554151555076,-1.2250199763864238,-0.1685198773546919,0.2715888830312045,-0.2571578856213043,0.7273378756339554,1.1870322313948878,-0.1341097252920109,0.5704428847317049
22,3,-0.2367763152990486,-1.148554151555076,-1.453005560983973,-0.1685198778169753,0.6914191568087603,-0.1741575109613872,1.280116052940676,1.3329748246839457,-0.1341097252125222,0.6424996949150804
22,4,-0.2367763165129942,-1.148554151555076,-1.1737033604804947,-0.1685198771452639,0.3657720073806332,-0.2716080570058335,0.7056154653571658,1.06561526062951,-0.1341097250127813,0.620676775259543
22,5,-0.2367763072912667,-1.1402567297095494,-1.3846893230906308,-0.1685198778637433,0.1812678812086863,-0.1048143104758726,0.7376274383966452,1.4156352561526435,-0.1341097253653851,0.6280883328784053
23,1,-0.2367759765017247,-1.057612756899876,-2.49951500052687,-0.168519878572201,2.2626885966774672,-0.6067374890854454,2.131863192741103,1.5064708951292356,-0.1341097255590116,2.7379117350476383
23,2,-0.2367759765017247,-1.057612756899876,-2.49824400075211,-0.1685198786007243,2.2583875965906803,-0.601318674816247,2.128433338486873,1.5064708951292356,-0.1341097256038514,2.7453232926665
23,3,-0.2367759765017247,-1.057612756899876,-2.503169124879304,-0.1685198786071484,2.248117861689578,-0.6066493782843203,2.12786169611117,1.5064708951292356,-0.1341097255508589,2.770440237930419
23,4,-0.2367759672374026,-1.057612756899876,-2.50301024990746,-0.1685198785914735,2.240393616635757,-0.6044466082561908,2.09013329931464,1.5064708951292356,-0.1341097255692024,2.7584993951000314
23,5,-0.2367759765017247,-1.057612756899876,-2.501898125104544,-0.1685198785750276,2.2409202697076087,-0.6082353727045735,2.1192870604755947,1.5064708951292356,-0.1341097255264008,2.757264135496888
24,1,-0.2367731679852109,-0.6898635901791101,0.2992265034943338,-0.1685198532740703,-1.2826521075143071,0.3611596612746275,-0.9087026036337124,0.8279286719740945,-0.1341096240294682,-0.0587160064694247
24,2,-0.2367730942113908,-0.6940123011018734,0.2898528801554798,-0.1685198551769099,-1.2385888005027383,0.4012060203860207,-0.8904100476111523,0.8657768548810083,-0.1341096213390801,-0.0809506793260099
24,3,-0.236773241759031,-0.6857148792563468,0.2947780042826743,-0.1685198541259154,-1.2750156379724615,0.3934082144864427,-0.9367130800432574,0.82368967548852,-0.1341096157055702,-0.0895974965480142
24,4,-0.2367730942113908,-0.6940123011018734,0.2995442534380236,-0.1685198536985795,-1.2824765564903562,0.3488241491171028,-0.9452877156788312,0.7755467868309263,-0.1341096201100618,-0.0615982788767597
24,5,-0.2367730942113908,-0.6940123011018734,0.2925537546768445,-0.1685198536782791,-1.2528962089547016,0.3980340315455143,-0.920707093523517,0.8024946930606489,-0.1341096247734013,-0.0706568492998125
