f_id,i_id,ela_meta.quad_w_interact.adj_r2,ic.eps.max,ic.eps.ratio,ela_meta.lin_simple.coef.max,disp.diff_mean_05,disp.ratio_mean_02,ela_level.lda_qda_50,disp.ratio_median_02,disp.ratio_mean_10,ela_level.lda_mda_25
3,1,0.6031882726659062,-0.2367694853444123,-0.44869420716249,-0.1685196942197254,-0.780209172349562,-0.7801545494966158,0.0307827218169111,-0.7414305510928227,-0.806666305956726,0.1404871449868801
3,2,0.654701129724439,-0.2367632763319018,-0.2312771026253965,-0.1685158810054449,-0.6384458137947141,-0.7104023248434597,-0.6355445558826938,-0.6885749797730681,-0.564641409445143,-0.1531451827893474
3,3,0.6438365998720939,-0.2367435055020059,-0.1095582760693655,-0.1685174287371612,-0.3642856043038212,-0.4467799463749196,-0.2825123456630463,-0.4223025733131702,-0.3306041332804778,0.0577814600600784
3,4,0.6359691817031544,-0.2367644263004808,-0.2747605235328152,-0.1685187770047743,-0.6403191153184747,-0.6852710086081323,-0.1522824892232844,-0.6402071456408394,-0.6221522759429456,-0.0944187172341021
3,5,0.6303495972967688,-0.236765719599835,-0.3530393691623542,-0.1685194647390659,-0.8583309088674658,-0.8155435458279953,-0.2464922630460006,-0.7883024728292095,-0.920889276917638,-0.1849063375041262
4,1,0.5269492442192782,-0.236759116118882,-0.1095582760693655,-0.1685178082674531,-0.7509957945330811,-0.6591139243631999,-0.2478197845183731,-0.6282398464741016,-0.7675269662568337,-0.2461664564269323
4,2,0.6689374102206148,-0.2367044576412266,0.0556874113750108,-0.1685132194727031,-0.5848795161693469,-0.5442279072874147,0.0175517578089298,-0.5085668548067329,-0.5063317809126486,-0.0945092048543723
4,3,0.605998064869099,-0.2367598918088513,-0.2400085387916214,-0.1685185069433938,-0.7276048403715313,-0.7129667448674735,-0.4365048364582799,-0.6870790673772262,-0.6748705702325969,-0.2687883614944383
4,4,0.6262285687320862,-0.2367587100008208,-0.0529994209030725,-0.1685158552324395,-0.7434519586671267,-0.7098894408386582,-0.3406577861529707,-0.6576594569256633,-0.7323814367303996,-0.1126067289083771
4,5,0.6352199037823031,-0.2367644263004808,-0.0834508475325436,-0.1685157566365668,-0.7056315197955298,-0.6596268083680014,-0.2935750245994857,-0.6192643720990498,-0.6996321933080384,-0.2370272067796603
5,1,0.6824244127959399,-0.2367753453794961,-0.8400449953292582,-0.168519827812429,0.7826305961758105,0.7533686248631846,-0.8752506830774578,0.7549804822145781,0.8619475845142219,-1.4750788273141289
5,2,0.6824244127959399,-0.2367753453794961,-0.8400449953292582,-0.168519827812429,0.6848138787729653,0.6174543635904924,-0.8369295632416325,0.6188524541929447,0.763699854247142,-1.464853726223616
5,3,0.6824244127959399,-0.2367753453794961,-0.8400449953292582,-0.168519827812429,0.7581257870541867,0.6825906322004233,-0.869055582873052,0.708607197943473,0.8044367180164192,-1.47924125784655
5,4,0.6824244127959399,-0.2367753453794961,-0.8400449953292582,-0.168519827812429,0.7638975809382055,0.6656654600419379,-0.8613559583332902,0.6697134756515767,0.8132231003980287,-1.5278331099315527
5,5,0.6824244127959399,-0.2367753453794961,-0.8400449953292582,-0.168519827812429,0.773972905349782,0.6677169960611482,-0.881401532566118,0.691154886658647,0.8859104455549718,-1.4414174325736795
6,1,0.5910125064520714,-0.2295555616441399,0.8818724086159656,-0.168110397157491,-0.0230915781248501,-0.1057120831811851,-0.3788904045573045,-0.1051691453946413,0.0048759212900354,-0.0482700308963901
6,2,0.5627272649399315,-0.2301915183768547,0.8558084200600705,-0.1682681919515822,-0.2260663297128447,-0.2190594482425604,-0.2513155910622878,-0.2378067111593091,-0.2139848762154892,-0.1949504633540988
6,3,0.5739664337527023,-0.2298808677697568,0.8818724086159656,-0.1682449473386798,-0.2748734288724419,-0.3611283175728844,-0.2618030106940321,-0.3490028659169066,-0.1900220151747393,-0.1315186415448118
6,4,0.6234187765288934,-0.2272548692415953,0.9253558295233844,-0.1680809849056024,-0.0992893833480804,-0.1246887913588818,-0.2063126131488534,-0.1325942059850805,-0.0422510387567763,-0.0792167970287381
6,5,0.4246728080230647,-0.2324275938157872,0.7775295744305315,-0.1683652070524723,0.0703203492086125,0.1384207031048556,-0.1826827309406191,0.1336782004748173,0.0599905016837615,-0.0945092048543719
7,1,0.6724964803446589,-0.2367556299225594,-0.2400085387916214,-0.168518937334623,0.3229122762908038,0.276386500396758,0.0616254706917036,0.2458716301629762,0.322783211097328,0.357657433634938
7,2,0.6689374102206148,-0.2367598918088513,-0.2834919596990402,-0.1685192198486176,0.2192731352330276,0.1768870034650515,0.3116862653709747,0.1506318742943617,0.208560240136416,0.5303078131101437
7,3,0.6674388543789123,-0.2367606324860726,-0.2834919596990402,-0.168519505955009,0.2736495091929943,0.2179177238492614,1.3875981680133038,0.2089724577322046,0.3243807351667112,0.5828811204870277
7,4,0.6588221582891215,-0.2367649627366718,-0.3617273653476526,-0.1685195503198239,-0.1591337725665911,-0.2129048401849298,0.5975901398043093,-0.2303271491800993,-0.1189321940871793,0.3163045911715369
7,5,0.661444631012101,-0.2367632763319018,-0.3356633767917573,-0.1685193066728383,-0.0417739635915422,-0.0749390428930286,0.1302583308133723,-0.1016786831376757,0.0392226887817762,0.2535966703244101
8,1,0.6586348388089087,-0.2320075956278725,0.7905615687084793,-0.1683197283313826,-1.1067711947348366,-1.102758588517455,-0.3130453395276187,-1.0485912297057385,-1.0966169245498103,-0.3059787734254183
8,2,0.6689374102206148,-0.2306298190741654,0.8383889877085472,-0.1682810574387908,-0.974475603340616,-0.985308151417658,-0.3176474139651772,-0.9443759994620702,-0.9352669935420886,-0.2283403952337378
8,3,0.6700613271018923,-0.2298808677697568,0.8601524181527196,-0.1683251815074119,-0.9400979888910656,-0.9683829792591716,-0.2598117284854732,-0.921438676059158,-0.8865425094258953,-0.2381130582229005
8,4,0.6601333946506113,-0.2315470343194471,0.8123249991526517,-0.168353772720365,-1.0716341337215995,-1.063266520147654,-0.2823353428000633,-1.0121906947402466,-1.0423011061907743,-0.3108651049199998
8,5,0.661819269972527,-0.2315470343194471,0.8123249991526517,-0.1683700687424334,-1.0109796681684895,-1.035570783888314,-0.3181341718383806,-0.983768359219246,-0.9879852878317416,-0.3070646248686585
9,1,-0.30044089988086,-0.2333228028248098,0.7514221458937096,-0.1684895137492109,-0.8644571111478717,-0.7324563370499727,0.4309419443057891,-0.8640953675518774,-1.0039605285255735,-0.5019749589302904
9,2,-0.2530490713870103,-0.2333228028248098,0.7427341497084113,-0.1684808599697013,-0.9994867101713644,-0.8647804102890447,0.3893020207890323,-0.9403868997398248,-1.1365550262843962,-0.5128334733626934
9,3,-0.3320978920368307,-0.2331598762408802,0.7514221458937096,-0.1684841345876041,-0.8662291531298073,-0.7534845812468786,0.4310746964530265,-0.8815476788367014,-1.016740721080643,-0.4938310731059884
9,4,-0.223077954552955,-0.2333228028248098,0.7427341497084113,-0.1684892336468503,-0.8749374737267479,-0.773999941438984,0.4204987753897908,-0.8985013526562458,-1.0566788228152268,-0.5024273970316407
9,5,-0.265412157081058,-0.2331598762408802,0.7514221458937096,-0.1684812610685069,-1.005005355200821,-0.8334944859960857,0.4197465132221128,-0.9339046126911754,-1.1381525503537795,-0.5074042161464917
10,1,0.6490815453180534,0.0653615845622879,1.5863385793008895,-0.1477740755385569,0.8129578289523655,0.8056827933530494,-0.401369768156149,0.8063401411384907,0.8347896753347037,0.4762867038089395
10,2,0.6509547401201821,0.0325448609639464,1.5776071431346648,-0.1526353697112317,0.9562400806345864,0.9631381828274498,-0.3736688200993054,0.930999507458667,0.9394275018793148,0.678074097011093
10,3,0.6606953530912497,-0.0462280538044857,1.5254357260419475,-0.1584695578154352,1.1125848132122187,1.0944364880569175,1.7153632195421242,1.0820866594387222,1.1574895373501477,2.1808020068353824
10,4,0.6443985583127323,0.1265403259189313,1.6210905640420836,-0.1412118635790637,0.7035975237814827,0.757471696901605,-0.5635928920800932,0.7410186331867188,0.6958050812983485,-0.1895212061378975
10,5,0.6635051452944425,-0.0462280538044857,1.5080597336713508,-0.1653052069395577,1.083978992646687,0.9892952670723834,3.223604615020496,0.980364616521457,1.141514296656314,2.086785369374827
11,1,0.6681881322997636,-0.0854533370843906,1.4906403013198275,-0.1653170056360296,2.162089334456305,2.172005782147197,4.324783676353652,2.15315993486168,2.145558174263772,3.088935763865343
11,2,0.6681881322997636,-0.0854533370843906,1.486296303227178,-0.1670271916011334,2.123965116959233,2.1391812058398307,5.845503773672328,2.112271662708661,2.065681970794602,3.7914816476418105
11,3,0.6588221582891215,-0.070838669369856,1.516747729856649,-0.155885704761492,1.9620004798103197,1.997112336509508,0.3538129467609353,1.9906041211801693,1.900338229613422,2.3283873154957915
11,4,0.6561996855661415,-0.0630102581832073,1.534123722227246,-0.1549020182813331,1.926509010400695,1.973519672288588,-0.4175212794033503,1.9586913234022043,1.8204620261442528,1.674071333323247
11,5,0.6665022569778482,-0.0854533370843906,1.486296303227178,-0.1665090216126908,2.168114277194886,2.177134622195224,5.385296329916458,2.148173560208872,2.1439606501943884,3.149833932307069
12,1,-1.2660728203780784,3.084050831859999,2.195106472004751,1.038700813889726,-0.921061195027986,-0.959663951177527,-0.2467135166247293,-0.9234332259202804,-0.8625796483851454,-0.2070758044702823
12,2,-0.3455848946121557,6.393728154111915,2.290761310004887,1.1972513880017133,-0.7230987907603234,-0.8678577143178612,-0.3766778687700169,-0.8142316210238056,-0.5574525511329185,-0.2211918732324057
12,3,-1.0332347064735117,4.456885243472359,2.4037921403756197,8.870910981261499,-0.4967837147816912,-0.6278280000702409,-0.2823795935158092,-0.5948311363002945,-0.3545669943212277,0.0477373342101054
12,4,-1.1229607374954644,3.756472312884751,2.325556734727007,5.149788819151175,-0.7536285426205279,-0.8796540464283199,-0.3180899211226348,-0.8376675818919996,-0.5989881769368856,-0.2131384750283738
12,5,-1.346245557909176,5.02880679268127,2.2994493061901853,2.054668267002928,-0.7572232563553117,-0.8863215384907542,-0.1920638826787197,-0.8261989201905435,-0.6021832250756519,-0.1705188058811926
13,1,0.6670642154184866,-0.2367620153192423,-0.3269753806064589,-0.1685193630187332,-0.7011254701843218,-0.7781030134774044,-0.2248536630463255,-0.7708501615443846,-0.5941956047287359,-0.1288945005569813
13,2,0.6674388543789123,-0.2367606324860726,-0.3095559482549355,-0.1685192266782829,-0.4801265201514967,-0.612441479926162,-0.3075582507751446,-0.6122834475851195,-0.4136753848884136,-0.1328759558488623
13,3,0.6509547401201821,-0.2367632763319018,-0.3443513729770557,-0.1685195286415854,-0.6997078365987736,-0.7360465250835906,0.161587837561368,-0.7264714271344022,-0.6517064712265386,-0.0558709909990721
13,4,0.6483322673972021,-0.2367632763319018,-0.3443513729770557,-0.1685195094117272,-0.6664440771092969,-0.7247630769779333,0.1772968416511117,-0.712010940641261,-0.6485114230877703,-0.0104462056235202
13,5,0.6477703089565636,-0.2367626603716225,-0.3356633767917573,-0.1685195941899777,-0.7819305845605852,-0.7498943932132618,0.2035817668040911,-0.78182018578056,-0.8178489744424102,-0.0769546065219875
14,1,0.5190818260503388,-0.2367740682234893,-0.6226278907921647,-0.1685197402111406,-0.1555390588318077,-0.3083012650782158,-0.2266679423919014,-0.3315505546320816,-0.017489415681333,-0.0307154325640049
14,2,0.4514594936935016,-0.236773961353678,-0.6052518984215678,-0.1685196815795254,-0.1200475894221833,-0.3221491332078858,-0.0880747006761912,-0.3709429143892575,0.0280400202960937,0.1365056896949995
14,3,0.4370358937171124,-0.2367746929156583,-0.6835307440511068,-0.1685197757565959,-0.3158835433115231,-0.4719112626102469,0.10264588418802,-0.5040791176192071,-0.178839346689055,-0.022119108638353
14,4,0.2461573433802231,-0.2367746155212992,-0.6748427478658083,-0.1685197837721632,-0.2271801846729182,-0.3647185056065034,0.0618024735546866,-0.3779238389031877,-0.107749525601495,0.0111803356210157
14,5,0.4816179300077697,-0.236773961353678,-0.6052518984215678,-0.1685196742451772,-0.1314899176483959,-0.2867601368765052,-0.1742308442331797,-0.3430192163335377,-0.0007154129528075,-0.0498988080612503
15,1,0.2189960187493606,-0.2367664313127391,-0.3530393691623542,-0.168519419667849,-0.8102832562715548,-0.8709350183466765,-0.2274202045595793,-0.8356730320308771,-0.7922885893322753,-0.1292564510380613
15,2,0.1223391669595321,-0.2367654750217336,-0.3269753806064589,-0.1685187989081157,-0.6235606611464551,-0.6519335482959631,-0.2795475477080809,-0.632228946196349,-0.5478674067166175,-0.0923375019678915
15,3,0.0028293385837366,-0.236759116118882,-0.2312771026253965,-0.1685180046551491,-0.531616997169454,-0.6975802247233946,-0.4248226475014,-0.6471880701547685,-0.4240592913394044,-0.179658055528465
15,4,0.3755951042072992,-0.2367680987203246,-0.4139422224212962,-0.168519462738065,-0.6740385427461636,-0.7237373089683282,-0.2891499530249099,-0.7115123031759804,-0.6205547518735625,-0.1579410266636592
15,5,0.0033912970243751,-0.2367675068259853,-0.379146797699176,-0.1685195419948685,-0.8218268440395925,-0.8186208498568105,-0.007538398018914,-0.7962806722737,-0.8569883141423041,-0.1640941848420205
17,1,-0.0177758042396765,-0.2367749047811192,-0.6748427478658083,-0.168519770211251,-0.1442486199183326,-0.3857467498034091,-0.2043213309402942,-0.3714415518545382,0.0312350684348601,-0.0364161526410168
17,2,-0.3498932426570511,-0.2367759749700423,-0.9879146904030376,-0.1685198633619958,-0.315782283769698,-0.3416387253903851,-0.3403037804270047,-0.367452452132293,-0.2866722213724342,-0.3513130711807004
17,3,0.1672958422106151,-0.2367758384969951,-0.9270118371440954,-0.1685198531688912,-0.0852143070344205,-0.1944410160120357,-0.5380159783790459,-0.1994116263326945,0.0144610657063347,-0.3479650292307092
17,4,-0.1560175806367562,-0.2367758820712546,-0.944431269495619,-0.1685198545156546,-0.165006825992435,-0.2826570648380848,-0.4329647791986192,-0.2811881706387302,-0.0869817126995115,-0.3468791777874691
17,5,-0.3141152219363978,-0.2367760487012672,-1.048774103681053,-0.1685198624238097,-0.1132632001199156,-0.1180212992964475,-0.3802621767454231,-0.1575260792491153,-0.1253222903647121,-0.3917610374414013
18,1,-0.0138420951552068,-0.2367700884411273,-0.4008667881624221,-0.1685193779628981,-0.0543301467778291,-0.2467551845019028,-0.2307832589562568,-0.2383053486245898,0.1622320421242976,-0.0558709909990721
18,2,-0.3684378711981229,-0.2367747668172615,-0.718326168773227,-0.1685198193669561,-0.0618233528728707,-0.0221119903983601,-0.3408347890159537,-0.0572999487276932,-0.0742015201444423,-0.3177421640605213
18,3,0.1116619565873999,-0.236774170237518,-0.6487353193289865,-0.1685197735615849,0.1272788414851137,0.006609513870585,-0.5459368564975363,-0.0079348396649032,0.2365169113506258,-0.339097242444247
18,4,-0.1700665416527197,-0.2367744496153945,-0.6748427478658083,-0.168519775507595,-0.0407613681732934,-0.0831451869698706,-0.4527005984212268,-0.1146432572349748,-0.0047092231262673,-0.3471506406482793
18,5,-0.302501414163201,-0.2367751988541271,-0.7704975858659442,-0.1685198019700425,0.1498597193120645,0.1825287275178807,-0.3303916200999551,0.1301877382178528,0.114306320042796,-0.3572852541185221
19,1,-0.3676885932772716,-0.2367752987384266,-0.787873578236541,-0.168519868594612,-0.799043447128992,-0.6432145202143186,0.4266938755941965,-0.7563896750512445,-0.9935766220745827,-0.5001652065248898
19,2,-0.3103688323321409,-0.2367753453794961,-0.7965615744218395,-0.1685198695058165,-0.9609574545069932,-0.775025709448588,0.3820449034067283,-0.8087466089057185,-1.1293661679721718,-0.5217012601491557
19,3,-0.3054985258466071,-0.2367753220589614,-0.787873578236541,-0.1685198700701157,-0.8131185234426519,-0.6385985641710955,0.4344820015654496,-0.7414305510928227,-0.981595191554207,-0.5051420256397412
19,4,-0.3929767231060058,-0.2367752987384266,-0.787873578236541,-0.1685198708751929,-0.8711402409083143,-0.6909127326609604,0.3977539074964719,-0.7678583367526995,-1.0534837746764605,-0.5064993399437916
19,5,-0.3214206816646988,-0.2367753453794961,-0.7965615744218395,-0.1685198700171806,-0.8334716913494549,-0.6293666520846474,0.4415621160847707,-0.7189918651551912,-1.0087531007337251,-0.4988078922208397
20,1,0.677554106310406,-0.2351990018626113,0.5861764584493335,-0.168456302333219,-0.7524134281186294,-0.7037348327810264,-0.2265351902446642,-0.6671335687659968,-0.7667282042221422,-0.0365971278815568
20,2,0.677554106310406,-0.2352700629182431,0.5774884622640352,-0.1684564468688565,-0.6459390198897565,-0.6493691282719503,-0.2287919767476977,-0.6387112332449975,-0.6604928536081462,-0.0448315013261291
20,3,0.677554106310406,-0.2351990018626113,0.5774884622640352,-0.1684563571226656,-0.7097831610103501,-0.6468047082479363,-0.2250306659093083,-0.6187657346337692,-0.7028272414468066,-0.0314393335261654
20,4,0.677554106310406,-0.2351245884002453,0.5861764584493335,-0.168456119501039,-0.7423887334779651,-0.7032219487762239,-0.2298539939255959,-0.6721199434188055,-0.7467591533548484,-0.0211237448153826
20,5,0.677554106310406,-0.2351990018626113,0.5861764584493335,-0.1684568963971789,-0.6963662717185523,-0.6873225446273425,-0.2375978691811034,-0.677106318071612,-0.6652854258162977,-0.0597619586706829
21,1,-2.076042252818422,-0.2367761618750769,-1.1183649531252935,-0.16851987781484,1.428666473018617,1.5750088005569622,-0.3766778687700169,1.6141328348932351,1.2597310777906838,-0.511476159058643
21,2,-2.08709410215098,-0.2367761538247005,-1.1183649531252935,-0.1685198778271744,1.452664984431116,1.5785989885905802,-0.3107443023088392,1.6295905963169377,1.3140468961497185,-0.5164529781734943
21,3,-1.906143484265371,-0.2367761453483783,-1.1009455207737704,-0.1685198782041448,1.027881206475697,1.082640155946458,-0.2659625779741334,1.1603727414877922,0.8675389187570631,-0.5092139685518924
21,4,-1.932930169935808,-0.2367761538247005,-1.1183649531252935,-0.1685198775699506,1.1927317405666202,1.3026673940067777,-0.409202144843148,1.3388849540582854,1.035278946042318,-0.4871349892060065
21,5,-2.0052354892979665,-0.2367761364887048,-1.1096769569399951,-0.1685198783326283,1.2094395649677274,1.4319141632170345,-0.3036199370737724,1.472021157288234,0.9825606517526668,-0.5146432257680938
22,1,-1.5337523576022345,-0.2367762765822917,-1.274879204403445,-0.1685198778325707,0.7280010733612815,0.7918349252233793,-0.1709562912679936,0.8457325008956667,0.6167276398638707,-0.3668769418671444
22,2,-1.5629741965154382,-0.2367762791379667,-1.28361064056967,-0.1685198777207902,0.8892062639465085,1.0205811913653424,-0.3048589571146535,1.1090130825638795,0.7509196616920746,-0.3678723056901147
22,3,-1.8317776506208716,-0.2367762791379667,-1.28361064056967,-0.1685198781830735,1.4746383050071177,1.6093720288787368,-0.2214906086496477,1.7273235395119553,1.3116506100456435,-0.4233412169156396
22,4,-1.5024700044066892,-0.2367762803519123,-1.274879204403445,-0.1685198775113622,0.8871810731100107,0.9303136065200842,-0.3193731918792619,0.9888414534312292,0.8140218624327185,-0.3687771818928149
22,5,-1.751230274129348,-0.2367762711301849,-1.257503212032848,-0.1685198782298415,0.9107745463552102,1.0667407517975769,-0.1518399820658267,1.119983106800055,0.7708887125593682,-0.4257843826629301
23,1,-3.065651066782884,-0.2367759403406455,-0.996602686588336,-0.1685198789382992,2.5103715285630184,2.4463987247165933,-0.6559883865572332,2.40646776722428,2.60165129607273,-0.507856654247842
23,2,-3.064152510941182,-0.2367759403406455,-0.996602686588336,-0.1685198789668225,2.5025745438425018,2.449988912750212,-0.6505455485205052,2.4134486917382083,2.546536715679002,-0.507856654247842
23,3,-3.06995941482778,-0.2367759403406455,-0.9879146904030376,-0.1685198789732467,2.515181356799701,2.4125483803996213,-0.6558998851257417,2.390511368335295,2.558518146199376,-0.507856654247842
23,4,-3.069772095347567,-0.2367759310763235,-0.9922586884956868,-0.1685198789575717,2.4667792958074024,2.4428085366829766,-0.6536873493384538,2.4109555044118043,2.534555285158626,-0.507856654247842
23,5,-3.068460858986077,-0.2367759403406455,-0.9879146904030376,-0.1685198789411258,2.5079412995592207,2.4889680971152086,-0.657492910892589,2.447356039377297,2.534555285158626,-0.507856654247842
24,1,0.2341688966466006,-0.2367731318241545,-0.6052518984215678,-0.1685198536401684,-0.7985877791907797,-0.612441479926162,0.3161998383770421,-0.6965531792175585,-0.938462041680855,-0.3534847740671807
24,2,0.2231170473140427,-0.236773058050335,-0.6052518984215678,-0.1685198555430081,-0.7779308326585019,-0.629879536089451,0.3564237389899351,-0.7070245659884533,-0.9137004186054136,-0.3586425684225725
24,3,0.2289239512006411,-0.236773205597974,-0.6052518984215678,-0.1685198544920136,-0.8056253173476099,-0.6406501001903058,0.3485913623029363,-0.7688556116832619,-0.9360657555767802,-0.3545706255104213
24,4,0.2345435356070263,-0.236773058050335,-0.6052518984215678,-0.1685198540646777,-0.8193459852648826,-0.6975802247233946,0.3038096379682303,-0.7778310860583147,-0.981595191554207,-0.360904758929323
24,5,0.2263014784776612,-0.236773058050335,-0.6052518984215678,-0.1685198540443773,-0.8173207944283846,-0.6606525763776064,0.3532376874562406,-0.7823188232458407,-0.9368645176114718,-0.3526703854847507
