f_id,i_id,ela_meta.quad_w_interact.adj_r2,disp.diff_median_05,disp.ratio_median_05,ela_level.lda_qda_50,ela_meta.quad_simple.adj_r2,disp.ratio_mean_10,pca.expl_var_PC1.cor_init,disp.ratio_median_02,disp.diff_median_02,ela_meta.lin_simple.adj_r2
4,4,0.6746292808838779,-0.6978388465622218,-0.6982216998782025,-0.2971311085635841,0.929629399593397,-0.7208925279723774,0.6440528710812872,-0.6568413708384295,-0.6561416851368873,0.5540316442689294
4,5,0.6823265647474481,-0.6557551709972931,-0.6562240700483061,-0.2473275279899183,0.8791773022113296,-0.6914475691260042,0.5614347568805739,-0.621946180421018,-0.6226807375390435,0.4035627523778715
5,1,0.7227373050311902,0.6572465621703417,0.6570531654433066,-0.8626170643064955,1.1982983193909114,0.71257424903635,1.5888651514279168,0.6270297259476633,0.6268731764376413,1.9996018198616037
5,2,0.7227373050311902,0.5668180903400697,0.5662474793246124,-0.8220814432756735,1.1982983193909114,0.6242393724972337,1.6206413491974223,0.5033104144677463,0.5038854458859078,1.9996018198616037
5,3,0.7227373050311902,0.6378818102897741,0.6377569571430838,-0.8560639615994343,1.1982983193909114,0.660866028623209,1.5655626063969463,0.584883586872088,0.5850202088979688,1.9996018198616037
5,4,0.7227373050311902,0.6276851280062419,0.6281088529929723,-0.8479193910920866,1.1982983193909114,0.6687658956307728,1.637588654674491,0.5495352121635392,0.5497380144191325,1.9996018198616037
5,5,0.7227373050311902,0.6451715436766852,0.6451349191402281,-0.8691233591370778,1.1982983193909114,0.7341193408751577,1.6418254810437594,0.5690221366823538,0.5693432014321701,1.9996018198616037
6,1,0.6444815857515623,-0.079463732814857,-0.0801754987328419,-0.337573113841448,0.8112433230616157,-0.0580218690650337,1.1884850595321474,-0.1547131762606008,-0.1551916606944612,1.3584807588518677
6,2,0.6202672135974151,-0.2763759788428925,-0.275975259426276,-0.2026260059524642,0.669548070839639,-0.2548003745261521,0.9999462860997492,-0.2752601977025705,-0.2752511119473437,1.0627200401625625
6,3,0.6298888184268775,-0.3045510219947575,-0.3049195718766091,-0.2137194726779893,0.8112433230616154,-0.2332552826873443,1.0762091607465574,-0.3763202946257257,-0.3761339048650691,1.2267161021348365
6,4,0.6722238796765122,-0.1679691461442874,-0.168143507160326,-0.1550223955733119,0.8284185051491278,-0.1003938830146922,1.2223796704862864,-0.1796383122730384,-0.1798320596725959,1.3452875929701875
6,5,0.5020818342755183,0.0061794539086698,0.006089903079918,-0.1300269895335208,0.3557942980624049,-0.0084681578357749,0.6758290688507927,0.0623620991931723,0.0622509326067886,0.5385004489904963
7,1,0.7142382207651649,0.2138697719995619,0.2138079100764306,0.1283992965070894,0.4683530806716374,0.2278096826631578,0.9215649982683016,0.1643285646985978,0.1645621544507826,0.9431465367286028
7,2,0.7111913792358351,0.1142285082815369,0.1144891908841098,0.3929106064899709,0.2337278253690135,0.1251114115648374,0.6398160447120202,0.0777703650917703,0.0782493365809977,0.5642187723547835
7,3,0.7099084985919069,0.1673138673629081,0.1672699959406,1.5309973152006031,-0.5718188845033281,0.2292460221190782,-0.2372070137263303,0.1307929271545918,0.1300298851582375,-0.4463109333419897
7,4,0.7025319348893191,-0.218728946108362,-0.2192217056020908,0.6953362964208503,-0.0757321518863424,-0.1693381768988798,0.230962300077717,-0.2684624333355429,-0.2676447279149629,-0.0106024550470166
7,5,0.7047769760161934,-0.1177012913781025,-0.1176328442568016,0.2009983129260329,0.4108468906464843,-0.0271405707627434,0.7224341589127348,-0.1515408862226535,-0.1513349025935358,0.706504561357205
8,1,0.7023715748088281,-1.0120129388508772,-1.0126363880641815,-0.2679229936406824,0.95462542352433,-1.0483779239222657,0.5953293678347128,-1.0121378550884472,-1.0111062733146543,0.4970839282480076
8,2,0.7111913792358351,-0.9004755458020649,-0.9008318870305404,-0.2727910127944992,1.005690920266666,-0.9033076388742884,0.7393814643898037,-0.9174223382411844,-0.917544178644056,0.6846272862875841
8,3,0.7121535397187816,-0.8680966073227786,-0.8679148258125123,-0.211613118236434,0.998023428263312,-0.8594992854687111,0.6525265238198222,-0.8965758608489645,-0.8967605377668465,0.6437117718443992
8,4,0.7036544554527563,-0.991977352609551,-0.9922051086874752,-0.2354383273642498,0.9271758021523238,-0.9995423824209654,0.5953293678347128,-0.9790554018355754,-0.977931011502064,0.4643515166934598
8,5,0.7050976961771759,-0.927935032302454,-0.9275060573279053,-0.2733058994357684,0.9816149953761352,-0.9507068409196684,0.7923417940056462,-0.9532238972408674,-0.9537905626481232,0.6644200322156436
9,1,-0.1186720373052999,-0.9473892287644562,-0.946802265628128,0.519057833600901,-0.0950542317347937,-0.9650702354788724,-1.209558665473198,-0.8444596673684143,-0.8447300141275099,-1.1874662521128176
9,2,-0.0781009369410668,-1.0159485004339948,-1.0154740657553905,0.4750116218341536,-0.0487425800345373,-1.0842864103202807,-1.207440252288564,-0.9137968639121032,-0.9142587921136384,-1.1640859581452836
9,3,-0.1457728909082856,-0.9546789621513676,-0.9547477631635142,0.5191982572303381,-0.1110026151017697,-0.9765609511262388,-1.2858215401200108,-0.8603211175581463,-0.8611926575027561,-1.1787821429248766
9,4,-0.0524433240625003,-0.9539186832091744,-0.9530451565487889,0.5080111747518551,-0.0761922014065436,-1.0124694375242522,-1.2328612105041683,-0.8757293834567443,-0.8759054754433235,-1.1697640295373992
9,5,-0.0886847022534754,-1.0374599222689902,-1.0376079517468222,0.5072154408517118,-0.0591703691590982,-1.085722749776201,-1.1269405512724875,-0.9079054681273449,-0.9074380439907048,-1.152729815361053
11,1,0.710549938913871,1.8818770488806973,1.8817948569691936,4.637916924371325,-1.2119011169432965,1.8666730018685245,-1.1693088149651616,1.897758478290835,1.8977821028620423,-1.114820338713694
11,2,0.710549938913871,1.8494086658199769,1.8494453312894088,6.246516407448958,-1.4298112396786091,1.794856029072496,-1.4637682476292413,1.8605973664177464,1.860571529332744,-1.2801524174841132
11,3,0.7025319348893191,1.7043742770239472,1.7041562334994989,0.4374717048979878,-0.0970477796556658,1.646194895384718,0.5847373019115396,1.7500203993807515,1.7499754197163908,0.4172569245588556
11,4,0.7002868937624445,1.678077570082206,1.6780495987403734,-0.3784363900076233,0.0823715332228111,1.5743779225886894,0.7626840094207742,1.7210166047480977,1.72115686612892,0.6714341204059038
11,5,0.7091066981894517,1.889211504558326,1.889172818966338,5.759714492067262,-1.4348717844008227,1.865236662412604,-1.3959790257209634,1.8932266353794824,1.8933539731906095,-1.252931075221913
12,1,-0.9453282522366144,-0.8537407520025426,-0.8548615084329503,-0.1977579867986474,-1.2836688420946871,-0.8379541936299034,-0.8070601603927957,-0.8983885980135051,-0.8984389417552127,-0.8730012982494855
12,2,-0.1573188167036407,-0.6900124456867037,-0.6891411312663341,-0.3352327200174979,-0.7168878332067804,-0.563613357549075,-0.0444314139246639,-0.7991412382548907,-0.8002701637973968,-0.2669506781910502
12,3,-0.7460006721862511,-0.4772237864540455,-0.4763153044256443,-0.2354851352407289,-1.2839755417748215,-0.3811982466471624,-0.7371525252998832,-0.5997401501553914,-0.5985045779619459,-0.8090394940383031
12,4,-0.8228131507414593,-0.7203341587929968,-0.7197880503313925,-0.2732590915592893,-1.3253799985929315,-0.6009581834030089,-0.6884290220533088,-0.8204408999382469,-0.8213394904598602,-0.8549650714745304
12,5,-1.0139623666867796,-0.7038316335183328,-0.7038970552606215,-0.1399502593470709,-1.3773655943756695,-0.6038308623148497,-0.8981519273320441,-0.8100176612421369,-0.8098406376033975,-0.947651236845826
13,1,0.7095877784309248,-0.6890285552909245,-0.6880060601898506,-0.1746348958180168,0.9020264283813236,-0.5966491650352477,1.169419340870444,-0.7597142049261264,-0.7603812860313443,1.2682996249770937
13,2,0.7099084985919069,-0.4808910142928599,-0.4814231242698215,-0.262118816957285,0.9590725688862756,-0.4343428065162239,1.292287305579199,-0.6156016003451245,-0.6146101141056255,1.470873171995799
13,3,0.6957968115086954,-0.706604415542802,-0.7055996618753468,0.2341382894731714,0.4517912979443935,-0.6483573854483887,0.5233033195571668,-0.7193808030150918,-0.7199210366947837,0.3840235067050037
13,4,0.6935517703818207,-0.6628660152213353,-0.6624669609689668,0.2507550856232198,0.4430503570605701,-0.6454847065365463,0.4745798163105912,-0.7062384585721696,-0.7062438297257613,0.3269087885843135
13,5,0.6930706901403477,-0.8096892956460547,-0.810026200911845,0.2785589642517512,0.4836880646783448,-0.7977366888641272,0.3390013724940354,-0.7696842593311013,-0.7685590416342325,0.2111763334450202
14,1,0.5829033148430028,-0.224363954738735,-0.2248970609845099,-0.1765540187536561,0.3625416910253561,-0.0781306214479227,0.7965786203749096,-0.3604588444359926,-0.3600640794445465,0.8033657792227031
14,2,0.5250133257857371,-0.2133175489315751,-0.2129788146814313,-0.0299517496213989,0.1420246210089029,-0.0371949469541862,0.7139605061741997,-0.3962604034356755,-0.3970246779117488,0.6230035114731549
14,3,0.5126655995879269,-0.3851405898672355,-0.3855096183069501,0.171790198003131,-0.0470557317937996,-0.2232009064958999,0.2394359528162508,-0.5172606091687814,-0.5174412363961985,0.1213292037697823
14,4,0.3492586775675567,-0.2965457319563704,-0.297541609879466,0.1285865280130055,-0.2810675877361552,-0.1592838007074353,0.2182518209699138,-0.4026049835115689,-0.4026312614473533,0.0543613617627743
14,5,0.5508312987447946,-0.2215017281328312,-0.2214918477550579,-0.12108668512603,0.1585864037361472,-0.0630490571607568,0.6800658952200608,-0.3708820831321026,-0.371134403623129,0.5919411209162884
15,1,0.3260064658963559,-0.7689025665119262,-0.7685961066201903,-0.1773497526537993,0.1674806944600372,-0.7747552575693974,0.4639877503874227,-0.8186281627737062,-0.8191968470704571,0.2323856001155688
15,2,0.2432606643629788,-0.6062475951733015,-0.6068484782212679,-0.2324894311460724,-0.1597678642430992,-0.5549953208135511,0.3517118516018374,-0.6337289719905346,-0.632679740022924,0.1782769197907044
15,3,0.1409509330096947,-0.5334397058856242,-0.5336363937880699,-0.3861596896266598,-0.177863145371014,-0.4436790129797066,0.3877248757406098,-0.6473245007245898,-0.6480710617034694,0.2736351187582896
15,4,0.4600674931868657,-0.6678301894909496,-0.6670072452749011,-0.2426467403420172,0.4097734417660149,-0.6203487660579377,0.6355792183427522,-0.7057852742810344,-0.7054224830931568,0.5356614132944385
15,5,0.1414320132511678,-0.7985534452574606,-0.7986754901470082,0.0552385855703979,-0.2178874536285204,-0.832927005534182,-0.0592603062171005,-0.7828266037740224,-0.7831647274053299,-0.2220271133534314
16,1,-2.4865489858360057,2.174942219950813,2.175210730240224,-0.6313393466237105,-1.869311881310844,2.230785053944388,-1.5421495354606882,2.127522913896394,2.1271163669744797,-1.3407741796999335
16,2,-2.488473306801898,2.17758083510313,2.1774808723931915,-0.6297946866999033,-1.869925280671112,2.2322213934003083,-1.5315574695375198,2.122537886693906,2.1224025515177924,-1.3409411817997017
16,3,-2.488473306801898,2.1436813387394573,2.143996275636923,-0.6348499373596362,-1.8696185809909784,2.2070854529216994,-1.5294390563528864,2.117099675200284,2.1174030502758523,-1.3414421880990062
16,4,-2.487350786238461,2.188224740293835,2.188264047619784,-0.6238032785105901,-1.869311881310844,2.248739297143398,-1.5294390563528864,2.127522913896394,2.1274020527597326,-1.3414421880990062
16,5,-2.489114747123862,2.1951119730642907,2.1950744740786905,-0.6252075148049603,-1.8691585314707773,2.2336577328562286,-1.5527416013838569,2.1365865997190974,2.1363654442720685,-1.3407741796999335
17,1,0.1233113241556801,-0.1855897286868823,-0.1851695733075818,-0.1529160411317564,-0.2801474886957529,-0.0343222680423454,0.2818042165089248,-0.3967135877268106,-0.3966318599570248,0.0780756599298441
17,2,-0.1610070985549345,-0.3706058453841305,-0.3707536943126626,-0.2967566455517521,-0.5767260793854744,-0.3201538197705387,-0.1397600072331803,-0.3930881133977292,-0.3931679198108234,-0.3517877448732451
17,3,0.2817470836808285,-0.1374238215844082,-0.1380641236335081,-0.5058942376599657,0.1964638142327145,-0.0494038323295113,0.7753944885285726,-0.240365007285158,-0.2403617354232313,0.7502591114964472
17,4,0.0049655847532923,-0.2096950433834783,-0.2090060659137389,-0.3947723388987973,-0.4256764869194063,-0.1406113877804684,0.0487787661992191,-0.3146872310313348,-0.3144257752502623,-0.084751387344053
17,5,-0.130378323181146,-0.1742749891354191,-0.1743863980809868,-0.3390241580122975,-0.8154917803699093,-0.1750835347225614,-0.3240619542963117,-0.2022975268297992,-0.2019727080297605,-0.4915685023791448
18,1,0.1266788858459919,-0.110143224246888,-0.1102548822596585,-0.180907151266204,-0.2856680829381673,0.0834575673431408,0.2902778692474599,-0.2757133819937057,-0.2760724585799482,0.0764056389321635
18,2,-0.1768827465235476,-0.1434166085405192,-0.1431719434776853,-0.2973183400695001,-0.6077027470790235,-0.129120672133102,-0.2075492291414594,-0.1112074843116189,-0.1109103639801319,-0.3641459002560844
18,3,0.2341201397749894,0.0492470198693781,0.0497901395245398,-0.5142728475497084,0.1596598526166166,0.1502473520434478,0.8092890994827162,-0.0663422394892315,-0.0673432817289375,0.7123496348490886
18,4,-0.0070614212835358,-0.1132737845970951,-0.1130925599508674,-0.4156486518084357,-0.4221494405978634,-0.0666399058005594,0.1398705331384674,-0.1633236777921701,-0.1643693165457373,-0.0563610303834764
18,5,-0.1204359981907011,0.0413758967031424,0.0412771064509131,-0.2862716812204539,-0.7947895519608545,0.0403673836655237,-0.2647463851265689,0.0591898091552261,0.0590012567995274,-0.4623431349197272
19,1,-0.1762413062015835,-0.8892949731227532,-0.8883461051892189,0.5145642774589161,-0.1430527316757878,-0.9557340290153896,-1.3536107620282891,-0.7465718604832052,-0.7454542037518365,-1.1901382857091074
19,2,-0.1271711215713251,-0.959330080385961,-0.9592880474694484,0.467335130091596,-0.0580969202786291,-1.077822882768639,-1.266755821458312,-0.7941562110524037,-0.7938779443523448,-1.1849612206162965
19,3,-0.1230017594785582,-0.8857171898653735,-0.88550842749801,0.5228024637192217,-0.1080889681404953,-0.944961483095985,-1.2858215401200108,-0.732976331749148,-0.7333839793248658,-1.1954823529016865
19,4,-0.1978899170678741,-0.9250280834058332,-0.9246683796366962,0.4839519262416443,-0.1450462795966599,-1.0095967586124115,-1.3811501334285274,-0.7569950991793143,-0.7565959493767322,-1.187132247913282
19,5,-0.1366323663202966,-0.8961374836024918,-0.8951565316481214,0.5302917239558632,-0.1248041007078063,-0.9693792538466351,-1.294295192858546,-0.712583038648063,-0.7131002885718508,-1.1829571954190792
20,1,0.7185679429384232,-0.725298333062611,-0.7260309412520534,-0.1764135951242192,0.956618971445202,-0.7517738262746694,0.9194465850836682,-0.6654518723699988,-0.664497994355559,0.8634865351392191
20,2,0.7185679429384232,-0.6317840231728489,-0.6323875774421502,-0.1788007968246485,0.9535519746438608,-0.656257252455951,0.8241179917751517,-0.6396203677752919,-0.6398575953774243,0.8588104763457122
20,3,0.7185679429384232,-0.6773560374137231,-0.6777904205014961,-0.1748221273239326,0.9584591695260068,-0.6943202480378466,0.8304732313290533,-0.6214929961298827,-0.6212880193359316,0.8581424679466398
20,4,0.7185679429384232,-0.7047260793326776,-0.7050321263371051,-0.1799241858601448,0.960606067286946,-0.7338195830756611,0.8961440400526977,-0.6699837152813526,-0.6708902138006113,0.8803537472157973
20,5,0.7185679429384232,-0.6638051833263973,-0.6641695675836935,-0.1881155642439715,0.9541653740041288,-0.6605662708237138,0.8495389499907556,-0.6745155581927044,-0.6748898147941639,0.8563054448491906
21,1,-1.6387252402798742,1.2563463686185734,1.2563706938266874,-0.3352327200174979,-1.3934673275827123,1.07022277356057,-1.328189803812685,1.407866259573656,1.407973824044512,-1.2086755187833664
21,2,-1.6481864850288457,1.2842083557354178,1.2836123996622963,-0.2654889840637738,-1.4360985831213593,1.1190583150618687,-1.4150447443826664,1.4219149725988485,1.4217224524598482,-1.2472530038297975
21,3,-1.4932786472745,0.9017880478122444,0.9016609824255384,-0.2181194130670163,-1.2862757893758274,0.7176014371320715,-1.4256368103058348,0.9954685546406012,0.995479260861274,-1.266124241103593
21,4,-1.5162101387847189,1.0539780031230337,1.0543280422125938,-0.3696365092295695,-1.2364370913540284,0.8684170800037303,-1.1693088149651574,1.157708530867012,1.1577130761622394,-1.105301219026913
21,5,-1.5781091298542609,1.0602391238234483,1.0600033975950116,-0.2579529159506534,-1.303604321303407,0.821017877958352,-1.3853869597977948,1.2787087366001169,1.2788438491098235,-1.2672932558019696
22,1,-1.1744828072583116,0.5678467030265661,0.567950085939339,-0.1176229022665833,-1.2565259204028152,0.4920961425525417,-0.9511122569478864,0.7095092669342743,0.7093649469296575,-1.0171241103493558
22,2,-1.1994989798149138,0.7959303856845227,0.795531836774315,-0.2592635364920655,-1.202700126539272,0.6127486568498689,-0.8176522263159641,0.9487905726536732,0.9490910314806988,-0.8988866237135408
22,3,-1.429615695319557,1.3446728927851348,1.3443387022541726,-0.1710774972056119,-1.4618613562526277,1.116903805877988,-1.12482213808785,1.5107390936613518,1.5110349710747972,-1.0929430636440731
22,4,-1.1477026738163076,0.7734350734537477,0.773965486321125,-0.2746165199771807,-1.2051537239803454,0.6694840653587314,-0.8494284240854697,0.8395731584900836,0.8397447971748313,-0.8843574410337162
22,5,-1.3606608607084096,0.8060823456773374,0.8057474764626683,-0.0974018996276512,-1.3126519618673642,0.6307029000488772,-1.1989665995500294,0.9587606270586478,0.9587329267330122,-1.1250074667995484
23,1,-2.4859075455140416,2.1902819656668284,2.18996665423451,-0.6306840363530044,-1.868238432430375,2.276747916533848,-1.5485047750145893,2.1279760981875304,2.1279377136070834,-1.3404401755003974
23,2,-2.4846246648701134,2.1865252932465795,2.18656144100506,-0.6249266675460863,-1.87007863051118,2.227194205304587,-1.5485047750145893,2.1343206782634225,2.134222800882666,-1.3414421880990062
23,3,-2.489595827365336,2.185809736595104,2.185993905466819,-0.6305904206000463,-1.869311881310844,2.23796675122399,-1.5379127090914209,2.113474200871201,2.113332027835986,-1.3411081838994698
23,4,-2.489435467284845,2.1483324569740514,2.148536559942857,-0.6282500267760959,-1.8696185809909784,2.2164216593851824,-1.5230838167989849,2.132054756807746,2.1322587111090465,-1.3414421880990062
23,5,-2.488312946721407,2.1771783344866757,2.1774808723931915,-0.6322755041532907,-1.8694652311509112,2.2164216593851824,-1.5612152541223918,2.1651372100606188,2.1650768656900694,-1.3411081838994698
24,1,0.3389956324161298,-0.8284726577472985,-0.828754873673826,0.39768500989083,0.416060785208765,-0.9061803177861292,-0.6524159979145352,-0.6921897455469772,-0.6928523085419925,-0.7711300173909443
24,2,0.3295343876671584,-0.8111204089490065,-0.8105937364500867,0.4402333696102496,0.4027193491229296,-0.8839170562193613,-0.6354686924374663,-0.7017066156608169,-0.7009943534217237,-0.8103755108364478
24,3,0.3345055501623808,-0.856021588829122,-0.8565641150476768,0.4319483754734651,0.4068597948047405,-0.9040258086022486,-0.6248766265142978,-0.7579014677615856,-0.7579172461335302,-0.8006893890498981
24,4,0.3393163525771118,-0.8641163234489434,-0.8650771481213035,0.3845788044767075,0.4412101589797651,-0.944961483095985,-0.6079293210372277,-0.7660587850020198,-0.765523630165911,-0.7734680467876976
24,5,0.3322605090355061,-0.8409501768574098,-0.8406731199769046,0.4368632025037609,0.4229615280117836,-0.9047439783302088,-0.6587712374684367,-0.7701374436222365,-0.7708088171931055,-0.7993533722517532
