f_id,i_id,ela_level.qda_mda_10,ela_meta.lin_simple.coef.min,ic.eps.s,ela_meta.lin_simple.coef.max,ic.eps.ratio,ic.eps.max,ela_meta.quad_w_interact.adj_r2,disp.diff_median_25,ela_meta.quad_simple.adj_r2,ela_meta.lin_simple.intercept
12,1,-0.2737025422718026,0.1054414695457585,2.4812709997627103,1.0387008344768962,2.193773666681083,3.0840509920481205,-0.9451770081207672,-0.5802741939095346,-1.2682482041365053,1.3495774912279932
12,2,-0.1696047901894389,1.5049652211937503,2.4567103777295496,1.1972514079221033,2.288609218152501,6.393727849037937,-0.1569180802790317,-0.176351266011782,-0.7062788093152794,1.8343426945071384
12,3,-0.3493264974610501,10.2181866993442,2.837134388555992,8.870910968910529,2.4006719361037416,4.456885210672538,-0.7457863188030471,0.0143713382278049,-1.2685523001293737,8.435356339602265
12,4,-0.1276595194974272,2.4922411504574065,2.7594067627538768,5.149788822449279,2.3231066190283443,3.756472378546368,-0.82262311701961,-0.2502911325202621,-1.3096052591666385,5.3834924757726
12,5,-0.058465131348561,0.3714407277245836,2.5998853183172006,2.054668283317475,2.297222801392412,5.028806679482849,-1.0138328528737712,-0.3339488100555705,-1.361149529957871,2.492193237069599
13,1,-0.7718409029718226,-0.1341094818937894,-0.4067884340234645,-0.1685193373546326,-0.3067064799488403,-0.2367613883036309,0.7102629868582129,-0.4992361002162409,0.8988918890417767,-0.1809010119094773
13,2,-0.757757089454797,-0.1341094558153675,-0.3986151820989518,-0.1685192010141829,-0.2894362455528191,-0.2367600054706555,0.7105838085626661,-0.2993872038818924,0.955453743715342,-0.1809008034940039
13,3,-0.5660947576796205,-0.1341094496641618,-0.4231758041321125,-0.1685195029774842,-0.323933646428662,-0.2367626493161131,0.6964676535667215,-0.6692555418334534,0.4524789715106301,-0.1809018612710146
13,4,-0.587832817673291,-0.1341096651051485,-0.4231758041321125,-0.168519483747626,-0.323933646428662,-0.2367626493161131,0.6942219016355483,-0.6877616341367186,0.4438122357138742,-0.180899986974668
13,5,-0.5691564562702779,-0.1341095713960746,-0.4231758041321125,-0.1685195685258761,-0.3153200631887512,-0.2367620333559204,0.6937406690788684,-0.8189098316466167,0.4841049547689674,-0.1809015593727397
14,1,-0.6585580551174852,-0.1341096718107372,-0.5458971817786702,-0.1685197145470384,-0.5998267176030069,-0.2367734412061835,0.5835384135991631,0.0584817500191494,0.3639870375858591,-0.1809046986223543
14,2,-0.8453216691476092,-0.1341096676630555,-0.513163307820997,-0.1685196559154235,-0.5825995511231852,-0.2367733343363872,0.5256300959453442,0.133604654391765,0.1453420187133149,-0.1809048679752649
14,3,-0.8272576474627283,-0.1341096882363724,-0.5949775595853688,-0.1685197500924936,-0.6602079361147821,-0.2367740658982647,0.5132784603238923,-0.076469069196899,-0.0421331608901945,-0.1809045942683625
14,4,-0.8006208697240059,-0.1341097101161581,-0.5622436856276956,-0.1685197581080609,-0.6515943528748712,-0.2367739885039164,0.3498198019049409,-0.0493437010263594,-0.2741584034489583,-0.1809046303149752
14,5,-0.5330284129005167,-0.1341096651968663,-0.4886026857878364,-0.1685196485810753,-0.5825995511231852,-0.2367733343363872,0.551456243153834,0.0679460529322349,0.1617632023282211,-0.1809046375625441
15,1,-0.2902357146613548,-0.1341096173181474,-0.2840670563769067,-0.1685193940037482,-0.3325472296685728,-0.2367658042965069,0.3265602283320774,-0.7600959492581574,0.170581986121411,-0.180901714184151
15,2,-0.5507862647263312,-0.134109633158827,-0.177733048838997,-0.1685187732440175,-0.3067064799488403,-0.2367648480056358,0.2437882285831283,-0.47278675368235,-0.1538884382694154,-0.180902741416183
15,3,-0.3814743326629566,-0.1341076691061533,-0.0550116711924392,-0.1685179789910542,-0.2118278605612222,-0.2367584891036781,0.1414461048625284,-0.2515586730889786,-0.1718301018486645,-0.1809017692785479
15,4,-0.6190621432979996,-0.1341096634848011,-0.3577080562167659,-0.168519437073964,-0.392928448180348,-0.236767471703858,0.4606637007935528,-0.5710633991101922,0.4108178204876279,-0.1809035790731614
15,5,-0.226858553834739,-0.1341096644753531,-0.275893804452394,-0.1685195163307671,-0.358431047304505,-0.2367668798096019,0.1419273374192083,-0.8544009675706868,-0.2115146289180206,-0.180903738082622
16,1,1.4264586851204588,-0.1341097193592721,-0.7340454410809519,-0.1685198522203753,-0.6860486858345147,-0.2367739074890291,-2.486885708871056,2.216258311498042,-1.8489195025191512,-0.1809046794618844
16,2,1.4264586851204588,-0.1341097194489517,-0.7422186930054646,-0.1685198522912981,-0.6774351025946038,-0.2367739074890291,-2.488810639097775,2.2219199927049766,-1.849527694504888,-0.180905374576172
16,3,1.4264586851204588,-0.1341097195814329,-0.7340454410809519,-0.1685198524251779,-0.6860486858345147,-0.2367739074890291,-2.488810639097775,2.2312152902089,-1.84922359851202,-0.1809046342566913
16,4,1.4264586851204588,-0.1341097193042414,-0.7340454410809519,-0.1685198524349426,-0.6774351025946038,-0.2367739074890291,-2.4876877631321888,2.2293562307081154,-1.8489195025191516,-0.1809056399208709
16,5,1.4264586851204588,-0.1341097195202877,-0.7340454410809519,-0.1685198523092858,-0.6860486858345147,-0.2367739074890291,-2.4894522825066816,2.2187933926354755,-1.848767454522717,-0.1809048890138287
17,1,0.0716570587543942,-0.1341096876269587,-0.5049900558964843,-0.1685197445471487,-0.6515943528748712,-0.2367742777636958,0.1238009111175972,0.1572654116744786,-0.2732461154703525,-0.1809047406919045
17,2,0.7250235380007634,-0.134109717023526,-0.807686440920811,-0.1685198376978931,-0.9619848249250592,-0.2367753479524685,-0.1606075298802445,-0.3184848151172256,-0.5673069405743161,-0.1809048509092976
17,3,0.6043926135288467,-0.1341097128004318,-0.8158596928453237,-0.1685198275047886,-0.901603606413284,-0.2367752114794405,0.2822868331175232,0.181602190593841,0.1993190574474966,-0.1809044144515758
17,4,0.6441946952073975,-0.1341097135586321,-0.7586060631141125,-0.1685198288515519,-0.9188738408093052,-0.2367752550536938,0.0054177021743332,-0.0795956692663999,-0.4175396640865166,-0.180904803743798
17,5,1.0572178350871313,-0.1341097151810177,-0.7667793150386251,-0.1685198367597071,-1.022322975520635,-0.236775421683683,-0.1299690571049555,-0.259586430024185,-0.8040456710225435,-0.1809051301531143
18,1,0.1313601812722204,-0.1341095965878912,-0.2349866785702082,-0.1685193522987974,-0.3799650054042822,-0.236769461424381,0.1271695390143568,0.2317122944104449,-0.2787198433419875,-0.1809039997552194
18,2,0.6625648867513442,-0.134109703877311,-0.5622436856276956,-0.1685197937028536,-0.6947053369906251,-0.2367741397998575,-0.1764882042506824,-0.1638448657337766,-0.5980206358540476,-0.1809046986963373
18,3,0.6451132047845953,-0.1341096790931289,-0.5622436856276956,-0.1685197478974826,-0.625710535238939,-0.2367735432201979,0.2346448100062094,0.395478535888655,0.1628275383032612,-0.1809041885370736
18,4,0.3857873341558813,-0.1341096712196671,-0.496775937712349,-0.1685197498434927,-0.6515943528748712,-0.2367738225980351,-0.0066131117426652,-0.0095429271686517,-0.4140425601685272,-0.18090459946942
18,5,1.0908965195843672,-0.1341096984272367,-0.5049900558964843,-0.1685197763059401,-0.7464299043462898,-0.2367745718366624,-0.1200235842669031,-0.0826377666313203,-0.7835191915039114,-0.1809049960651057
19,1,0.8866812235874937,-0.1341097158006223,-0.7422186930054646,-0.1685198429305093,-0.7636570708261116,-0.2367746717209478,-0.1758465608417759,-1.250972160169882,-0.1373152066580749,-0.1809049996963047
19,2,1.14723177365247,-0.1341097185276976,-0.7504328111895998,-0.1685198438417138,-0.7722706540660224,-0.2367747183620108,-0.1267608400604225,-1.3218699293134415,-0.0530806166334653,-0.1809047184415829
19,3,0.9059699247086376,-0.1341097174963821,-0.7504328111895998,-0.168519844406013,-0.7636570708261116,-0.2367746950414793,-0.1225901579025298,-1.270661290337283,-0.1026482634710517,-0.1809044850344226
19,4,0.9442411570918596,-0.1341097146449782,-0.7422186930054646,-0.1685198452110902,-0.7636570708261116,-0.2367746717209478,-0.1975020258923732,-1.269562755177728,-0.1392918306117211,-0.1809049275648656
19,5,0.8983156782319925,-0.1341097165853188,-0.7504328111895998,-0.1685198443530778,-0.7722706540660224,-0.2367747183620108,-0.1362250803417946,-1.272266841724324,-0.1192214950823918,-0.1809058340800219
20,1,-0.7779643001531381,-0.1341005148014311,0.5176880911581637,-0.1684562766693836,0.5986241864819908,-0.2351983750667225,0.7192459945829051,-0.7095633319186477,0.9530209757723928,-0.1807308620570417
20,2,-0.818378721549821,-0.1341032657335421,0.5136014651959074,-0.1684564212050205,0.5900106032420799,-0.2352694361123648,0.7192459945829051,-0.6193144434260117,0.9499800158437064,-0.1807289180228684
20,3,-0.7764334508578095,-0.1341024472929979,0.5095148392336508,-0.16845633145883,0.5900106032420799,-0.2351983750667225,0.7192459945829051,-0.64635530889197,0.9548455517296044,-0.1807299741108167
20,4,-0.7822506781800592,-0.1341023204738057,0.5136014651959074,-0.1684560938372044,0.5986241864819908,-0.2351239616148172,0.7192459945829051,-0.7128589373973117,0.9569742236796848,-0.1807301554236418
20,5,-0.7840876973344537,-0.1340977128558914,0.5176880911581637,-0.168456870733341,0.5986241864819908,-0.2351983750667225,0.7192459945829051,-0.604610972828897,0.9505882078294436,-0.1807295696110848
21,1,1.4494214245503916,-0.1341097196140437,-1.044955944289414,-0.1685198521507373,-1.0913177772723206,-0.2367755348574768,-1.6387935331487813,0.7172648349335587,-1.377114569583474,-0.1809047371333849
21,2,1.4454412163825376,-0.1341097195793948,-1.036782692364901,-0.1685198521630717,-1.0913177772723206,-0.2367755268071015,-1.6482577734301531,0.7668679225226762,-1.4193839125922136,-0.1809048064977112
21,3,1.4491152546913266,-0.1341097194652571,-1.028568574180766,-0.1685198525400421,-1.0740475428762994,-0.2367755183307805,-1.4933008901792142,0.4194773039896929,-1.2708330200758884,-0.1809054091344868
21,4,1.4301327234292478,-0.1341097188966069,-1.036782692364901,-0.1685198519058479,-1.0913177772723206,-0.2367755268071015,-1.5162396420476243,0.5195285062137386,-1.2214174212347364,-0.1809048570414985
21,5,1.4264586851204588,-0.1341097195528985,-1.036782692364901,-0.1685198526685255,-1.0827041940324098,-0.2367755094711083,-1.5781582310071094,0.3859297302709886,-1.288014443672966,-0.1809039647143036
22,1,1.192544912794205,-0.1341097196140437,-1.1022095740206252,-0.168519852168468,-1.246491479339315,-0.2367756495646754,-1.1744041159526433,0.1830387365717201,-1.2413357087676316,-0.1809064263773401
22,2,1.103449483806064,-0.1341097195325168,-1.118596944129273,-0.1685198520566874,-1.2551481304954253,-0.2367756521203501,-1.1994282089,0.3190880909473229,-1.1879668620191872,-0.180903166894999
22,3,1.2510233558757686,-0.134109719453028,-1.118596944129273,-0.1685198525189708,-1.2551481304954253,-0.2367756521203501,-1.4296177818452358,0.7232645269588185,-1.4449279759931783,-0.1809048765736762
22,4,0.9806753703206872,-0.1341097192532871,-1.118596944129273,-0.1685198518472594,-1.246491479339315,-0.2367756533342956,-1.1476155036307931,0.4097594929628643,-1.1903996299621362,-0.1809043114758851
22,5,1.3346077274007255,-0.134109719605891,-1.1103828259451378,-0.1685198525657388,-1.2292643128594931,-0.2367756441125694,-1.3606411153877784,0.2321348079333507,-1.2969852754625906,-0.1809047128403814
23,1,1.4264586851204588,-0.1341097197995174,-1.028568574180766,-0.1685198532741964,-0.97059840816497,-0.2367753133230765,-2.4862440654621487,2.235947441665443,-1.8478551665441116,-0.1809048949798123
23,2,1.4264586851204588,-0.1341097198443572,-1.028568574180766,-0.1685198533027197,-0.97059840816497,-0.2367753133230765,-2.484960778644336,2.231806809140968,-1.849679742501323,-0.1809049061295798
23,3,1.4264586851204588,-0.1341097197913647,-1.028568574180766,-0.1685198533091439,-0.9619848249250592,-0.2367753133230765,-2.489933515063361,2.2219199927049766,-1.8489195025191516,-0.1809051189935694
23,4,1.4264586851204588,-0.1341097198097083,-1.028568574180766,-0.1685198532934689,-0.9662916165450146,-0.2367753040587558,-2.4897731042111357,2.2144837547018383,-1.84922359851202,-0.1809052697878964
23,5,1.4264586851204588,-0.1341097197669067,-1.028568574180766,-0.168519853277023,-0.9619848249250592,-0.2367753133230765,-2.4886502282455485,2.214990770929325,-1.8490715505155857,-0.180904978576832
24,1,0.7403320309540519,-0.1341096182699742,-0.6645115003331603,-0.1685198279760658,-0.5825995511231852,-0.2367725048069803,0.3395535073624354,-1.1772012990705647,0.4170517883414347,-0.1809041875615239
24,2,0.7786032633372746,-0.134109615579586,-0.668618559425228,-0.1685198298789054,-0.5825995511231852,-0.2367724310331712,0.3300892670810633,-1.1347809413708425,0.4038236126516495,-0.1809042027322051
24,3,0.7360456529271308,-0.1341096099460762,-0.6604044412410927,-0.168519828827911,-0.5825995511231852,-0.2367725785807894,0.3350620035000894,-1.169849563772007,0.4079289085553759,-0.180904332157326
24,4,0.6873646453356721,-0.1341096143505677,-0.668618559425228,-0.1685198284005751,-0.5825995511231852,-0.2367724310331712,0.3398743290668886,-1.177032293661402,0.4419876597566622,-0.180904036352794
24,5,0.7146137627925266,-0.1341096190139073,-0.668618559425228,-0.1685198283802747,-0.5825995511231852,-0.2367724310331712,0.3328162515689163,-1.1485548822175646,0.4238939481809791,-0.1809045717451674
