f_id,i_id,disp.ratio_mean_10,disp.diff_mean_10,disp.diff_median_25,ela_distr.skewness,ela_meta.lin_simple.coef.min,ela_level.mmce_mda_10,ela_level.lda_mda_10,ic.eps.s,ela_level.mmce_lda_50,ela_level.mmce_qda_50
13,4,-0.7061102053903515,-0.7060399477821921,-0.7210966306652444,-0.4561670434867137,-0.1341096501905856,-0.1499300081337852,0.9823049337267036,-0.418736005336588,-0.0879235879696429,-0.3441801362398066
13,5,-0.857931060910388,-0.8575038347223342,-0.8533323537119704,-0.4139567141246397,-0.1341095564815118,0.541381507969465,0.0479254071999681,-0.418736005336588,-0.0487676503848391,-0.3458293499052647
14,1,-0.1403626777449359,-0.1402129300528375,0.0313348578822005,0.1319111487209332,-0.1341096568961743,-0.957918573368386,1.4609427541995612,-0.5413447110359207,-0.7370500027929524,-0.5235321223583738
14,2,-0.0995429194211524,-0.0991667255293052,0.1070807069727542,0.1360566684720824,-0.1341096527484926,-0.4532903358752957,1.3660874230352351,-0.5086408904348,-0.7603998738297622,-0.6216603354531299
14,3,-0.2850221721555359,-0.2852880826800885,-0.1047350195054422,0.1324042960519249,-0.1341096733218094,0.3167781883916162,0.598522444418172,-0.5903800275676885,-0.2179644082054139,-0.3796382300471555
14,4,-0.2212860582815593,-0.2210615147204016,-0.0773847185402365,0.4046986770298313,-0.1341096952015951,0.0834240901289154,0.9790340602382764,-0.5576762069665677,-0.2678972093456686,-0.3751028924671458
14,5,-0.1253238194151211,-0.1254001124424171,0.0408776420195931,0.2103061634945258,-0.1341096502823034,-1.0045893930209258,1.152390355124803,-0.4841028177990028,-0.6569419836974362,-0.5016800412910541
16,1,2.162014918938623,2.1618798465162934,2.2070044377779103,-0.2673532591332522,-0.1341097044447091,0.6259723685896944,-1.0140181853753394,-0.7293202291976684,1.7606677405753204,2.763763016315961
16,2,2.16344719116051,2.1636325081419536,2.212713067574386,-0.2720843913399542,-0.1341097045343887,0.6259723685896944,-1.0140181853753394,-0.7374859771629919,1.7531239360865056,2.7460339694122857
16,3,2.1383824272774867,2.1385864081365478,2.2220854448521825,-0.2696340655390891,-0.1341097046668699,0.6259723685896944,-1.0140181853753394,-0.7293202291976684,1.763900799641956,2.7649999265650558
16,4,2.179918321712215,2.179745687603671,2.220210969396623,-0.2749508102013437,-0.1341097043896784,0.6259723685896944,-1.0140181853753394,-0.7293202291976684,1.7606677405753204,2.72541879859406
16,5,2.1648794633823973,2.16493286999325,2.2095605406718546,-0.26972653066365,-0.1341097046057247,0.6259723685896944,-1.0140181853753394,-0.7293202291976684,1.7563569951531406,2.7336648669213504
17,1,-0.0966783749773785,-0.0963963894113257,0.1309376673162357,0.6350601240193468,-0.1341096727123958,-1.3458697617301258,0.7140933076758562,-0.5004751424694764,-0.5574356102021087,-0.408499469192672
17,2,-0.3817005471329175,-0.3821367718657781,-0.3487576424473377,0.7857166336373224,-0.134109702108963,0.7222309341230518,-0.7032852039749647,-0.8028936183652333,-0.0081747976593083,0.1864543606213332
17,3,-0.1117172333071933,-0.1111526695499509,0.1554762550981022,0.1681112449865454,-0.1341096978858688,-0.1295115245357987,-0.0436590504759307,-0.8110593663305569,-0.875353085087902,-0.4064379521108494
17,4,-0.2026665193970271,-0.2025737614432728,-0.1078875464079731,0.7625541199348045,-0.1341096986440691,-0.0624222212852724,-0.1439658374542952,-0.7538583018334656,-0.1748569539836113,0.1464609292339746
17,5,-0.2370410527223176,-0.237344306597505,-0.2893708518780285,1.6689126817353372,-0.1341097002664547,0.6872278193836531,-1.094699731423156,-0.762024049798789,0.409608279506994,0.5942224394058448
18,1,0.0207679472173658,0.0202404149027886,0.206001888968404,0.7263540236691921,-0.1341095816733284,-1.267112753566464,0.5734457476735808,-0.2307196584350137,-0.5588725253428355,-0.3924196359544558
18,2,-0.1912083416219281,-0.1908705047816051,-0.192835365916727,0.774482121003167,-0.134109688962748,0.7338986390361929,-0.7872376235112086,-0.5576762069665677,0.0694186199399359,0.2326323432541589
18,3,0.0873686055351179,0.0872938564522507,0.3711261359172148,0.1805632150940867,-0.134109664178566,-0.0857576311115424,0.0479254071999729,-0.5576762069665677,-0.8243425975921024,-0.3540754182325552
18,4,-0.1289044999698401,-0.1290185106373287,-0.0372539031053084,0.8411648866657061,-0.1341096563051042,0.0688394589874966,-0.1112571025700442,-0.4922685657643263,-0.1899445629612423,0.1600669419740039
18,5,-0.022200219439248,-0.0216538516976761,-0.1109548698807065,1.6669555032654642,-0.1341096835126738,0.6726431882422342,-1.1492142895635713,-0.5004751424694764,0.4502011322325246,0.53443844403299
19,1,-1.0154810053179724,-1.0158087557497315,-1.2889774902699014,0.1815803314642572,-0.1341097008860593,0.6259723685896944,-1.0140181853753394,-0.7374859771629919,1.229727596076786,0.2041834075250078
19,2,-1.1372241441783792,-1.136516258033122,-1.3604631678705474,0.1672636480114032,-0.1341097036131346,0.6259723685896944,-1.0140181853753394,-0.745692553868142,1.2311645112175134,0.2215001510123176
19,3,-1.0047389636538184,-1.004444723918836,-1.3088298894128698,0.1741060672289137,-0.1341097025818191,0.6259723685896944,-1.0140181853753394,-0.745692553868142,1.237630629350784,0.2012972836104559
19,4,-1.06919121363874,-1.0687843668221142,-1.3077222448254937,0.2330217624283328,-0.1341096997304152,0.6259723685896944,-1.0140181853753394,-0.7374859771629919,1.23260142635824,0.2297462193396081
19,5,-1.0290875914259,-1.0288123742626962,-1.3104487545790346,0.165999957975737,-0.1341097016707558,0.6259723685896944,-1.0140181853753394,-0.745692553868142,1.2343975702841483,0.1868666640376977
20,1,-0.8120983498100002,-0.8118780949833667,-0.7430791155531669,-0.1369774335023116,-0.1341004998868862,0.8855788029069486,0.1765797644113508,0.5212640716916301,-0.5843777690907352,-0.4117978965235882
20,2,-0.7168522470545055,-0.7169516798387237,-0.6520818525287446,-0.1400441934669165,-0.1341032508189918,0.905997286504935,0.0915370537123011,0.5171811977089684,-0.5746785918908296,-0.4064379521108494
20,3,-0.7548074609345149,-0.7549448608852993,-0.679346950064152,-0.1362377125058241,-0.1341024323784492,0.8447418357109756,0.2278234490633436,0.5130983237263064,-0.5732416767501028,-0.4097363794417656
20,4,-0.7941949470364098,-0.7946341660857396,-0.7464020493152949,-0.1396435112604857,-0.1341023055592572,0.8768280242220974,0.1384195737130563,0.5171811977089684,-0.5861739130166437,-0.4093240760254011
20,5,-0.721149063720168,-0.7215312150541588,-0.6372564557438669,-0.1294723475587812,-0.134097697941352,0.9089142127332184,0.1962050053419033,0.5212640716916301,-0.5678532449723783,-0.4035518281962977
21,1,1.004738963653823,1.0042185740316545,0.6955807965885623,-1.2549116111523932,-0.1341097046994807,0.6259723685896944,-1.0140181853753394,-1.0399452817985753,1.172250990447716,1.2258712732762933
21,2,1.053436219197985,1.054028086683489,0.7455952098800753,-1.2490246648886796,-0.1341097046648318,0.6259723685896944,-1.0140181853753394,-1.031779533833252,1.269601991231954,1.1970100341307768
21,3,0.6531161331805336,0.6535731739559693,0.3953239099798888,-1.1911723186217114,-0.1341097045506941,0.6259723685896944,-1.0140181853753394,-1.0235729571281018,1.4186819370823545,1.2147390810344516
21,4,0.8035047164786815,0.8030582493832689,0.496204770860896,-1.2378055631086176,-0.1341097039820439,0.6259723685896944,-1.0140181853753394,-1.031779533833252,0.9929958266420544,1.1619642437397926
21,5,0.7562397331564067,0.7565279100955731,0.3614981483500242,-1.198893156522551,-0.1341097046383355,0.6259723685896944,-1.0140181853753394,-1.031779533833252,1.2911557183428557,1.1978346409635057
22,1,0.4282493943442537,0.4281017364355189,0.1569247134046708,-1.629487830748805,-0.1341097046994807,0.6172215899048424,-0.9595036272349244,-1.0971463462956668,0.7192634923336089,0.5212447347093251
22,2,0.548560260982772,0.5485830888317274,0.2941022353796891,-1.5367144891059843,-0.1341097046179538,0.6084708112199914,-0.8221269407210761,-1.1135186709661404,0.5109107969282299,0.5484567601893836
22,3,1.0512878108651549,1.0515969753962826,0.7016302401042311,-1.5510619942670254,-0.134109704538465,0.6318062210462613,-1.0401851732827387,-1.1135186709661404,0.7781770131034055,0.620609858053175
22,4,0.6051350137473137,0.6047813357964535,0.3855255155531019,-1.5202711077882285,-0.1341097043387241,0.6230554423614102,-0.8908152839779954,-1.1135186709661404,0.5497075057278523,0.5987577769858545
22,5,0.5664636637563624,0.5663358549755141,0.2064279061173948,-1.54278636561882,-0.134109704691328,0.6259723685896944,-1.0140181853753394,-1.1053120942609902,0.9003148000651794,0.6061792384804168
23,1,2.2078476300390126,2.2079578860296247,2.2268568369208785,-0.3501865998857706,-0.1341097048849544,0.6259723685896944,-1.0140181853753394,-1.0235729571281018,1.744502445242145,2.718821943932228
23,2,2.1584342383839057,2.1586006731521543,2.222681868860769,-0.3485376384977671,-0.1341097049297942,0.6259723685896944,-1.0140181853753394,-1.0235729571281018,1.7786291798344052,2.726243405426789
23,3,2.169176280048058,2.168777418075344,2.212713067574386,-0.3434828783551018,-0.1341097048768017,0.6259723685896944,-1.0140181853753394,-1.0235729571281018,1.7585123678642305,2.7513939138250247
23,4,2.147692196719752,2.147745478567418,2.2052151657521493,-0.3526523365407293,-0.1341097048951453,0.6259723685896944,-1.0140181853753394,-1.0235729571281018,1.7520462497309608,2.739437114750454
23,5,2.147692196719752,2.1479716284546004,2.2057263863309378,-0.349508522305657,-0.1341097048523437,0.6259723685896944,-1.0140181853753394,-1.0235729571281018,1.7542016224420507,2.7382002045013607
24,1,-0.9660676136628654,-0.9656600182671238,-1.2145948960561184,-0.393629797575324,-0.1341096033554114,0.5763846227088647,-0.7261813183939395,-0.6598501283826784,0.5195322877725899,-0.0815428600156061
24,2,-0.9438673942236158,-0.9442888539284252,-1.171822774297448,-0.4016896742662202,-0.1341096006650232,0.564716917795735,-0.7654318002550397,-0.6639534167352535,0.5827565539645675,-0.103807244499291
24,3,-0.963919205330035,-0.96407696905685,-1.2071821976636792,-0.3996708523799728,-0.1341095950315134,0.541381507969465,-0.7098269509518188,-0.6557468400301033,0.5378529558168567,-0.1124656162429453
24,4,-1.0047389636538184,-1.0049535611649956,-1.2144244891965217,-0.4015201548711918,-0.1341095994360049,0.5588830653391673,-0.7523483063013412,-0.6639534167352535,0.5414452436686727,-0.0844289839301577
24,5,-0.9646353414409784,-0.96407696905685,-1.1857109333545457,-0.4074841554053731,-0.1341096040993445,0.564716917795735,-0.7381745211848322,-0.6639534167352535,0.576290435831297,-0.0934996590901771
