f_id,i_id,ic.eps.max,ela_meta.lin_simple.coef.min,ic.eps.ratio,disp.diff_median_25,nbc.dist_ratio.coeff_var,disp.diff_mean_02,ela_level.lda_qda_50,ela_meta.quad_w_interact.adj_r2,disp.ratio_mean_10,ela_level.mmce_lda_50
3,1,-0.2365101567668225,-0.1341070382180769,-0.3845738767098625,-0.8436569233040355,-0.7393925626195498,-0.8531474293982065,0.0459380812910631,0.655458686738713,-0.8710046146610935,0.0863526865942605
3,2,-0.2365039481109768,-0.1341070389212463,-0.1658187348905532,-0.3639497153592249,-0.4854652792974738,-0.7895516666379225,-0.6156135352091021,0.6995694461914629,-0.6515482577056582,-1.4419754917048162
3,3,-0.2364841784167783,-0.1341070008522666,-0.0433508213285744,-0.3679938837490736,-0.449970067650302,-0.5484672622487613,-0.2651115564311554,0.6902660860159738,-0.4393346848081588,-0.6856746438842262
3,4,-0.236505098013498,-0.1341070195015419,-0.2095697632544151,-0.5730418257279942,-0.572838107967441,-0.7667433732180543,-0.1358150756661146,0.6835291700268266,-0.7036963029227921,-0.5566460020774051
3,5,-0.2365063912385611,-0.1341070051813443,-0.2883303557735749,-1.0039608745867588,-0.7858093778504667,-0.8869141048357637,-0.2293496348060305,0.6787170871774355,-0.974576426689566,-0.0387443345480868
4,1,-0.2364997881369324,-0.1341069940386571,-0.0433508213285744,-0.8321267410861694,-0.4936564819852825,-0.7429321092406349,-0.2306676417455312,0.5901747627486434,-0.8355149727772119,0.1564070184339747
4,2,-0.2364451327990283,-0.1341069043020131,0.1229118279183092,-0.4078332446958807,-0.3871708470437665,-0.6373601712939482,0.0328019454607039,0.7117600560765862,-0.5986759340827309,-0.5673686038896063
4,3,-0.2365005637823437,-0.1341070538121321,-0.1746039064201598,-0.6737158047944392,-0.5564557025918173,-0.792077666560644,-0.4180003614132631,0.6578647281634086,-0.7514986777051637,-0.2671357531479723
4,4,-0.2364993820421999,-0.1341069258006531,0.013556110669176,-0.6300904138656466,-0.4472396667543706,-0.7896259607532968,-0.3228402603812961,0.6751882264212156,-0.8036467229222974,-0.4272599402101767
4,5,-0.236505098013498,-0.1341069970714573,-0.01708272138184,-0.7294737008927776,-0.4663524730259195,-0.7435636092213151,-0.2760949475936633,0.6828875589802412,-0.7739513082847618,-0.2900106370140021
5,1,-0.2365160164652878,-0.1341070509770346,-0.7783331319846191,0.7402803473413586,0.5138614486152063,0.552868704057841,-0.8536016549183193,0.7233090549151244,0.6420129750415624,-1.7086108567682192
5,2,-0.2365160164652878,-0.1341070509770346,-0.7783331319846191,0.7506058836558656,0.5111310477192756,0.4282774725753686,-0.8155551879313925,0.7233090549151244,0.5529267311289584,-1.6921695339895106
5,3,-0.2365160164652878,-0.1341070509770346,-0.7783331319846191,0.7519826218311332,0.5029398450314669,0.4882699707400058,-0.847450955867315,0.7233090549151244,0.5898649298244285,-1.7043218160433384
5,4,-0.2365160164652878,-0.1341070509770346,-0.7783331319846191,0.7600709586108305,0.505670245927403,0.4728167947421798,-0.8398065156182095,0.7233090549151244,0.5978319922881579,-1.697173414835205
5,5,-0.2365160164652878,-0.1341070509770346,-0.7783331319846191,0.7881219989319083,0.505670245927403,0.4747484417419081,-0.8597084204046735,0.7233090549151244,0.663741327215367,-1.697173414835205
6,1,-0.2292966474565424,-0.1339208952542621,0.954181366831684,-0.0423092591623279,-0.2861460138941239,-0.2352432718312873,-0.3607988602389227,0.6450325072316996,-0.1351377543748801,-1.002706237464974
6,2,-0.2299325676579441,-0.1340134127354985,0.9279569742059928,-0.3388242436605909,-0.4991172837771553,-0.3392550333551163,-0.2341383933528836,0.6208116902230986,-0.3335900375623042,-0.6885340043674791
6,3,-0.2296219348955736,-0.1335153849456516,0.954181366831684,-0.1869528137013819,-0.452700468546238,-0.4696783528944609,-0.2445506481749409,0.6304358559218803,-0.3118616853884995,-0.7653793173549217
6,4,-0.2269960872128543,-0.1339449521488254,0.997932395195546,-0.1040903847774624,-0.3762492434600217,-0.2526280948288417,-0.1894579581038023,0.6727821849965201,-0.1778701803166993,-0.8965524795241822
6,5,-0.2321685146498175,-0.1340237727951739,0.8491963816868329,-0.1293879487480047,-0.4117444551071935,-0.010540719882129,-0.1659974345806857,0.5025948548897294,-0.0851625443751281,-0.3253952229942653
7,1,-0.2364963021408677,-0.1341069935148468,-0.1746039064201598,0.1612758985053711,-0.2397291986632066,0.1154992468501395,0.0765597758521347,0.7148077085478671,0.1531250511309381,-0.7600180164488203
7,2,-0.2365005637823437,-0.1341069209640705,-0.2183549347840217,0.0959668813161136,-0.3571364371884674,0.0245632496321633,0.3248283496894592,0.7117600560765862,0.0495532391024654,-0.4201115390020426
7,3,-0.2365013044170182,-0.1341069436081633,-0.2183549347840217,0.1183388766642122,-0.3871708470437665,0.0618588955499933,1.3930290405903103,0.7104768339834154,0.154573607942525,0.3490564309931897
7,4,-0.2365056344188744,-0.1341069966291739,-0.2970718199821388,-0.2383223568660552,-0.5591861034877533,-0.3331257688367479,0.608683110893309,0.7030983069476828,-0.2474009072728772,0.0084351134255983
7,5,-0.2365039481109768,-0.1341069369861419,-0.2708474273564474,-0.0997880779797508,-0.4472396667543653,-0.2070115079891049,0.1447007346243326,0.7053439456107317,-0.1039937829257607,-0.4844471498752504
9,1,-0.2330636722352778,-0.1340845031084535,0.8229282817400985,-1.3373896514093857,-1.0643102692359692,-0.810131136596566,0.4432293064212923,-0.1183242354433405,-1.0499013808920916,1.239747221526702
9,2,-0.2330636722352778,-0.1340959927047978,0.8141868175315349,-1.3749918128213818,-1.0697710710278416,-0.9312676917141396,0.4018878220856136,-0.0777423367468109,-1.1701315962538166,1.211868456814979
9,3,-0.2329007550103529,-0.1340927099737583,0.8229282817400985,-1.340659404575646,-1.0315454584847334,-0.8292247242477259,0.4433611071152425,-0.1454323021615756,-1.0614898353847897,1.2343859206206012
9,4,-0.2330636722352778,-0.1340951887783609,0.8141868175315349,-1.362773261515882,-1.0697710710278416,-0.8483554589565733,0.4328609851638854,-0.0520778948833929,-1.0977037556744649,1.2154426574190458
9,5,-0.2329007550103529,-0.1340995574434522,0.8229282817400985,-1.3988265924807026,-1.0752318728197143,-0.9025901631797127,0.4321141145648347,-0.0883289190154708,-1.1715801530654033,1.1757690307139017
10,1,0.0656035578008221,-0.125463498257198,1.6629829921830803,0.7087874615821117,0.2572037643971997,0.601457055512544,-0.3831171110811385,0.6947573633420718,0.6173875092445823,-1.3558372571467998
10,2,0.0327887192961419,-0.1041878333356468,1.6541978206534738,0.6782410833183615,0.2626645661890725,0.745699080511483,-0.3556146996102192,0.6963613909585357,0.7122679804035321,-1.2164434335881853
10,3,-0.045979670513488,-0.1318706485378117,1.601705328081048,0.8609170299491835,0.2408213590215769,0.8657955180138187,1.7184449539530893,0.7047023345641463,0.9099959851851628,-0.1123728669918683
10,4,0.1267787848621647,-0.1303112318979334,1.6979488490173356,0.5454718955409906,0.33092458858748,0.5565091157111751,-0.5441775590881517,0.6907472943009129,0.4913630666365099,-1.583513835625872
10,5,-0.045979670513488,-0.1325163647691348,1.5842223996639204,0.8911192236691168,0.2244389536459639,0.7696217856619637,3.215876571484742,0.7071083759888418,0.8955104170692925,0.7675953217294429
11,1,-0.0852027005723286,-0.13293292323861,1.5666957639257502,1.6896273653243352,1.1964616725992872,1.854501605413189,4.309163327800761,0.7111184450300008,1.8059283731517417,1.1478902660021784
11,2,-0.0852027005723286,-0.1335675837494879,1.562325031821468,1.6317183158271409,1.231956884246459,1.8247468122058368,5.8189842105637215,0.7111184450300008,1.73350053257239,1.5821556393963268
11,3,-0.0705888723693128,-0.1287860830690459,1.592963863872484,1.4261540970324948,1.1118192448252613,1.6939891691473083,0.3666531032362886,0.7030983069476828,1.5835749025731325,-0.9673216514847102
11,4,-0.06276091087071,-0.1315371994854657,1.6104467922896115,1.2940732783427578,1.0544808260105991,1.6724067286311135,-0.3991528621783998,0.7008526682846337,1.511147061993781,-1.2575467405349556
11,5,-0.0852027005723286,-0.1331784138319382,1.562325031821468,1.6835180896715851,1.2483392896220764,1.8589592523356384,5.362075138203401,0.7096748201751837,1.8044798163401548,1.2086516762713184
12,1,3.08411940229224,0.105444014768833,2.275497389277146,-0.632585751808319,-0.7257405581398683,-1.0191947772594627,-0.2295693026292805,-0.9452004717303404,-0.9217041030666404,-0.4926678112646039
12,2,6.393606606486751,1.5049672819781872,2.371740910213433,-0.221285221947118,-0.480004477505601,-0.9346109269059772,-0.3586021820064214,-0.1569813010001139,-0.6450297520535172,-0.8179200662347068
12,3,4.456874954068411,10.218185744087544,2.4854673595668486,-0.0270790930984299,-0.3871708470437665,-0.7136602277832143,-0.2649797557372054,-0.7458198390039118,-0.4610630369819635,-0.8715330752957127
12,4,3.756502257356428,2.492242869500872,2.406750474368732,-0.2965755909070662,-0.5045780855690273,-0.9456064559813536,-0.3004341424097803,-0.8226527618325192,-0.6826922291547791,-0.6928230450923595
12,5,5.028763650342325,0.371443180873252,2.380482374421997,-0.3817612655017498,-0.5892205133430531,-0.9511413675767284,-0.1753113502864924,-1.0138528537149836,-0.6855893427779529,-0.2882235367119678
13,1,-0.2365026871707537,-0.1341068537512671,-0.2621059631478836,-0.5500675074282163,-0.8021917832260899,-0.852404488244465,-0.2078661216921653,0.7101560284601227,-0.6783465587200185,-0.8107716650265727
13,2,-0.2365013044170182,-0.1341068276728543,-0.2445793274097131,-0.3465683958964712,-0.6165245223024162,-0.699878669381307,-0.2899779540230729,0.7104768339834154,-0.5146596390106842,-0.9944855760756196
13,3,-0.2365039481109768,-0.1341068215216507,-0.2795888915650111,-0.7231923329681189,-0.9305206253350904,-0.8138458423652741,0.1758056983965544,0.6963613909585357,-0.7304946039371524,-0.1381071113411511
13,4,-0.2365039481109768,-0.1341070369625628,-0.2795888915650111,-0.7420364367420944,-0.9114078190635364,-0.8029989015206461,0.1914021138473155,0.6941157522954865,-0.727597490313977,-0.0791328013740445
13,5,-0.2365033321860801,-0.1341069432535213,-0.2708474273564474,-0.8755800397430535,-0.998780647733498,-0.8265501360942562,0.2174986512494337,0.6936345440105474,-0.8811445123422033,-0.0401740147897137
14,1,-0.2365147393826447,-0.1341070436681492,-0.5595779901653098,0.0178369898696761,-0.3352932300209772,-0.4209785602666966,-0.2096673978428165,0.5834378467594963,-0.1554175497370995,-0.7249908505289632
14,2,-0.2365146325189724,-0.1341070395204689,-0.5420950617481822,0.0943320047329833,-0.2888764147900599,-0.4337200010533656,-0.0720674733589196,0.5255324498051593,-0.1141336806068688,-0.7482231544553991
14,3,-0.2365153640389296,-0.1341070600937787,-0.6208556542673421,-0.1195786892492233,-0.4963868828812185,-0.570569761572575,0.1172861902827132,0.5131814371583893,-0.3017217877073898,-0.2085188632412723
14,4,-0.2365152866490162,-0.1341070819735569,-0.6121141900587783,-0.0919578796079165,-0.4636220721299835,-0.4727615586824884,0.0767355101107348,0.3497310230407459,-0.2372610095917675,-0.2582002516378046
14,5,-0.2365146325189724,-0.1341070370542806,-0.5420950617481822,0.0274741570965495,-0.3025284192697414,-0.4011791785194819,-0.1576061237325298,0.5513572944302237,-0.1402077032154357,-0.6452861770582676
15,1,-0.2365071029105823,-0.1341069891755783,-0.2883303557735749,-0.8156919291189122,-0.7830789769545303,-0.9371740738863858,-0.210414268441867,0.3264726226020233,-0.85796760335681,-0.3207487622089782
15,2,-0.2365061466745091,-0.1341070050162524,-0.2621059631478836,-0.5231350668745433,-0.6192549231983522,-0.7361713447415859,-0.2621680075996035,0.2437047975925001,-0.6363384111839944,-0.5541440616545574
15,3,-0.2364997881369324,-0.1341050409642586,-0.1658187348905532,-0.2978662829463792,-0.4991172837771553,-0.7780360787549272,-0.4064019003456548,0.1413678356621205,-0.5240752582859989,-0.8811834169266939
15,4,-0.2365087702223867,-0.134107035342216,-0.3496080198756072,-0.623206722989308,-0.7475837653073585,-0.8021073721361562,-0.2717015911286601,0.4605693313383824,-0.7022477461112051,-0.5369878987550356
15,5,-0.2365081783620476,-0.1341070363327676,-0.3145984557203092,-0.9117194168438284,-0.8431477966651344,-0.8891429282969887,0.0078916143041365,0.1418490439470596,-0.9166341542260864,0.0792042853861255
16,1,-0.2365152056387711,-0.1341070912166676,-0.6470800468930336,2.21502507146084,2.586235728630864,2.0956603039177244,-0.6365259119825166,-2.4868314139135324,2.173137524889054,1.760150829478866
16,2,-0.2365152056387711,-0.1341070913063472,-0.6383385826844697,2.220790162569773,2.580774926838991,2.083736098400171,-0.6350761043490657,-2.4887562470532885,2.174586081700641,1.752645008210326
16,3,-0.2365152056387711,-0.1341070914388284,-0.6470800468930336,2.2302552375247378,2.578044525943054,2.0860392159767702,-0.639820929331269,-2.4887562470532885,2.1492363374978694,1.7633676100225266
16,4,-0.2365152056387711,-0.134107091161637,-0.6383385826844697,2.2283622225337445,2.605348534902417,2.10360977426276,-0.6294526080738617,-2.487633427721764,2.191244485033895,1.760150829478866
16,5,-0.2365152056387711,-0.1341070913776832,-0.6470800468930336,2.2176064555394666,2.575314125047118,2.0938772451487444,-0.6307706150133625,-2.4893978580998737,2.176034638512228,1.755861788753986
17,1,-0.2365155758922202,-0.1341070594843652,-0.6121141900587783,0.1184249228001666,0.101570913328825,-0.4921894698528324,-0.1874809476945509,0.1237235318810204,-0.1112365669836951,-0.54628082032561
17,2,-0.2365166460196684,-0.1341070888809223,-0.9271128528143748,-0.3660148226221265,0.2353605572297094,-0.4513648534547293,-0.3224887918640959,-0.1606705645179802,-0.3994993724895149,0.0002144520362442
17,3,-0.2365165095544606,-0.1341070846578296,-0.8658351887123428,0.1432062099549837,0.4619838315924224,-0.3164467399352481,-0.5187839587204339,0.2822014603876271,-0.1264464135053588,-0.862597573785545
17,4,-0.2365165531262171,-0.1341070854160297,-0.8833618244505133,-0.1227623962795291,0.3691502011305878,-0.3969815610008415,-0.4144856762412603,0.005346293786005,-0.2184297710411365,-0.1656284559924675
17,5,-0.2365167197466579,-0.1341070870384147,-0.9883468095953644,-0.3060406658620307,0.4674446333842951,-0.246053065618228,-0.3621608007430738,-0.1300336370435251,-0.2531951345192247,0.4158939822892436
18,1,-0.2365107598288937,-0.1341069684453292,-0.3364521162417187,0.1942315685758397,0.1534485303516204,-0.3646264737553935,-0.2137532193552694,0.127091989875594,0.0075450915664413,-0.5477105005672368
18,2,-0.2365154379362876,-0.1341070757347119,-0.6558652184226401,-0.2085503938258928,0.300890178732181,-0.158423156534402,-0.3230159946398962,-0.1765504379209702,-0.2068413165484383,0.0774171850840926
18,3,-0.2365148413908135,-0.1341070509505384,-0.585846090112044,0.3609889800551298,0.614886281764855,-0.1324202161534449,-0.5266480667927895,0.2345618401786573,0.0749029833052389,-0.8118439252077927
18,4,-0.2365151207526416,-0.1341070430770793,-0.6121141900587783,-0.0514301495734757,0.3882630074021421,-0.2148495371610794,-0.4340800460751743,-0.0066839133374722,-0.1438290952444045,-0.1806400985295493
18,5,-0.2365158699483357,-0.1341070702846395,-0.7083577109950658,-0.1258600571738813,0.5029398450314669,0.0295781024199188,-0.3126476733824889,-0.1200886658214503,-0.0359116127811696,0.4562824491152014
19,1,-0.2365159698268975,-0.134107087658019,-0.7258406394121935,-1.315533932877012,-0.8950254136879183,-0.7281847273388634,0.4390116842148894,-0.1759088268743848,-1.0404857616167769,1.2318839801977537
19,2,-0.2365160164652878,-0.1341070903850934,-0.7345821036207573,-1.3877266409426074,-0.9223294226472812,-0.8492098412833761,0.3946827174830086,-0.1268255818105979,-1.1636130906016755,1.2333136604393813
19,3,-0.2365159931460927,-0.1341070893537783,-0.7258406394121935,-1.3355826825543464,-0.9059470172716638,-0.7241728451086584,0.4467439915932948,-0.1226551100077925,-1.0296215855298738,1.239747221526702
19,4,-0.2365159698268975,-0.1341070865023754,-0.7258406394121935,-1.334464082786941,-0.9195990217513452,-0.7722411377557424,0.4102791329337695,-0.1975631996966438,-1.0948066420512912,1.2347433406810078
19,5,-0.2365160164652878,-0.1341070884427153,-0.7345821036207573,-1.3372175591374766,-0.9086774181675998,-0.7151089630330104,0.4537733619372998,-0.1362893447477333,-1.0542470513268538,1.2365304409830415
20,1,-0.2349397634984289,-0.1340978866620128,0.6566656324932152,-0.764236339818285,-0.7666965715789181,-0.7838310197541121,-0.2095355971488665,0.7191385831123192,-0.8347906943714185,-0.5730873248561129
20,2,-0.2350108204720949,-0.1341006375931716,0.6479241682846514,-0.6723390666191713,-0.7230101572439315,-0.7338310801072999,-0.2117762089460179,0.7191385831123192,-0.7384616664008802,-0.5634369832251318
20,3,-0.2349397634984289,-0.1340998191529106,0.6479241682846514,-0.6998738301245236,-0.7503141662032945,-0.7314165213576396,-0.2080418559507652,0.7191385831123192,-0.7768484219079371,-0.5620073029835049
20,4,-0.2348653543106013,-0.1340996923337623,0.6566656324932152,-0.7675921391205,-0.763966170682976,-0.7831623727157444,-0.2128306144976187,0.7191385831123192,-0.8166837342265794,-0.5748744251581465
20,5,-0.2349397634984289,-0.1340950847174429,0.6566656324932152,-0.6573670389631361,-0.733931760827677,-0.768377843756286,-0.2205189883113742,0.7191385831123192,-0.7428073368356424,-0.5566460020774051
21,1,-0.2365168329139666,-0.1341070914714391,-1.0583659379059605,0.6886526657688227,0.8087447453763321,1.3065082104133576,-0.3586021820064214,-1.6387820130892128,1.0027036211267324,1.1746967705326807
21,2,-0.2365168248640526,-0.1341070914367902,-1.0583659379059605,0.7391617475739536,0.7677887319372876,1.309814298547508,-0.2931411706778751,-1.6482457760263485,1.0519545527206908,1.2715576069028989
21,3,-0.2365168163882173,-0.1341070913226526,-1.0408393021677902,0.38542608266613,0.5903126737014287,0.8551343124576262,-0.2486804032520439,-1.4932967082759616,0.6470829238821164,1.419886931971682
21,4,-0.2365168248640526,-0.1341070907540026,-1.0583659379059605,0.4873047076359336,0.6804159032673266,1.0572886003907256,-0.3908933520241939,-1.5162343031913916,0.7991813890987541,0.9963441603897348
21,5,-0.2365168075290528,-0.134107091410294,-1.0496244736973968,0.3512657666923024,0.6394598898282767,1.175564832066394,-0.2860678667692203,-1.5781497691868875,0.7513790143163825,1.2930028105273013
22,1,-0.2365169476145922,-0.1341070914714391,-1.2158434156232374,0.1446689942662055,0.2080565482703464,0.5883441441490044,-0.1543550399484275,-1.1744160181229928,0.4196595044629516,0.7239900743598248
22,2,-0.2365169501701204,-0.1341070913899123,-1.224628587152844,0.2832032731525096,0.306350980524053,0.7981135789079554,-0.287298006579421,-1.199438848939825,0.5413382766362619,0.5166864393239349
22,3,-0.2365169501701204,-0.1341070913104236,-1.224628587152844,0.694761941421573,0.3800718047143333,1.3387147094280576,-0.2045271707787627,-1.4296168119023556,1.0497817175033104,0.7826069642665244
22,4,-0.2365169513839963,-0.1341070911106827,-1.2158434156232374,0.3755307770313942,0.2872381742524995,0.7156471108426338,-0.3017082157846313,-1.14762875692805,0.5985562706939498,0.5552878058478592
22,5,-0.2365169421627986,-0.1341070914632864,-1.1983604872061098,0.1946617992556109,0.1916741428947289,0.8409812834788479,-0.1353757400196141,-1.3606436243944198,0.5594452367811009,0.9041297848048048
23,1,-0.2365166113922608,-0.1341070916569128,-0.9358543170229388,2.235073821138174,2.5725837241511824,2.106544391820039,-0.6359108420774162,-2.4861898028669467,2.2194913428598406,1.7440669267605646
23,2,-0.2365166113922608,-0.1341070917017526,-0.9358543170229388,2.230857560476417,2.608078935798354,2.1097018917234416,-0.6305070136254624,-2.484906580773776,2.169516132860087,1.7780218324992016
23,3,-0.2365166113922608,-0.1341070916487601,-0.9271128528143748,2.220790162569773,2.580774926838991,2.075229422189829,-0.6358229749481161,-2.489879066384813,2.1803803089469884,1.758006309116426
23,4,-0.236516602128471,-0.1341070916671037,-0.931483584918657,2.213218102605801,2.580774926838991,2.1026810978205828,-0.6336262967156145,-2.489718663623167,2.158651956773184,1.751572748029106
23,5,-0.2365166113922608,-0.1341070916243021,-0.9271128528143748,2.2137343794215263,2.5889661295268,2.145474508276101,-0.6374045832755173,-2.488595844291642,2.158651956773184,1.7537172683915458
24,1,-0.2365138030370996,-0.1341069901274047,-0.5420950617481822,-1.2404156561889723,-0.7858093778504667,-0.7000644046697424,0.3293095732837624,0.3394652462953784,-0.9905105516170234,0.5252645207736952
24,2,-0.2365137292675179,-0.1341069874370175,-0.5420950617481822,-1.1972204959399508,-0.7858093778504667,-0.7161119335905616,0.3692451835506407,0.330001483358243,-0.9680579210374252,0.5881704514052761
24,3,-0.2365138768066813,-0.1341069818035096,-0.5420950617481822,-1.2329296423609548,-0.7830789769545303,-0.7257330215315158,0.3614689426075854,0.3349739689692804,-0.9883377163996432,0.543492943854438
24,4,-0.2365137292675179,-0.1341069862079996,-0.5420950617481822,-1.2402435639170637,-0.8049221841220205,-0.7775903140626823,0.3170081751817539,0.3397860518186711,-1.0296215855298738,0.5470671444585044
24,5,-0.2365137292675179,-0.1341069908713375,-0.5420950617481822,-1.2112460161004894,-0.8021917832260899,-0.7442322562596827,0.3660819668958384,0.3327283303062312,-0.9890619948054366,0.5817368903179554
