f_id,i_id,ic.eps.max,disp.diff_median_25,ela_meta.lin_simple.coef.min,ic.eps.s,ela_level.qda_mda_10,ela_meta.lin_simple.coef.max,ela_meta.quad_w_interact.adj_r2,ela_meta.lin_w_interact.adj_r2,disp.ratio_mean_10,disp.ratio_mean_05
12,3,4.456873736214957,0.0072062214693411,10.218183123510544,2.916744865643603,-0.3029092848173519,8.87090441906516,-0.7479315936827505,-0.401952654945807,-0.4161272838681109,-0.5442666796446238
12,4,3.7565098417073615,-0.2574554333514272,2.4922476181867346,2.8381342474539384,-0.0876553518690078,5.149790589219375,-0.8245660102038933,-0.5109530574750976,-0.6331036669723035,-0.7731132022278737
12,5,5.028755245056788,-0.3411128529786813,0.3714499524488307,2.676800625948494,-0.0204628258381706,2.05467696760501,-1.0152721156176774,-0.7271801873445933,-0.6359399595619005,-0.7759737837601653
13,1,-0.2364449191878636,-0.5063996335755597,-0.1340995999651471,-0.3640291939133856,-0.7131999304923722,-0.1685056842980492,0.7042825999757374,1.0471399745375327,-0.628849228087908,-0.7261996650983077
13,2,-0.2364435364515063,-0.3065513533548963,-0.1340995738867591,-0.3557630931573746,-0.6995235756365383,-0.1685055479579042,0.7046025766626732,1.1796818841219665,-0.4685986967756613,-0.5293916556767142
13,3,-0.2364461801122392,-0.676418551040242,-0.1340995677355614,-0.3806027259291878,-0.5134062247723624,-0.1685058499205306,0.6905236024374947,0.6312937642963474,-0.67990249470066,-0.7250554324853915
13,4,-0.2364461801122392,-0.6949245862911194,-0.134099783176268,-0.3806027259291878,-0.5345153811802804,-0.1685058306907154,0.6882837656289434,0.6093646892312828,-0.6770662021110614,-0.6953053845495698
13,5,-0.2364455641950835,-0.8260723794845527,-0.1340996894673159,-0.3806027259291878,-0.5163793453931956,-0.168505915468776,0.6878038005985396,0.4679544037014189,-0.8273897093597187,-0.7988584360184904
14,1,-0.2364569712482837,0.0513164972728025,-0.1340997898818481,-0.5047182287806931,-0.6031944675215336,-0.168506061489612,0.5778918086360652,1.0326280866268285,-0.1168984156655965,-0.2399008046089022
14,2,-0.2364568643859544,0.1264391700491957,-0.1340997857341717,-0.4716124952528689,-0.7845548253923759,-0.1685060028581281,0.520136016644139,1.009892795566725,-0.0764812462638348,-0.2084344077537062
14,3,-0.2364575958967179,-0.0836339059036878,-0.1340998063074618,-0.5543561638205392,-0.7670134137294582,-0.1685060970349877,0.5078169141971075,0.5597017839368723,-0.2601311914402597,-0.3829298812234327
14,4,-0.2364575185077772,-0.0565086213578809,-0.1340998281872191,-0.521250430292715,-0.7411472643282071,-0.1685061050505371,0.3447887922032773,0.7040144470488775,-0.1970236813217206,-0.3034057146257533
14,5,-0.2364568643859544,0.0607807710084111,-0.1340997832679857,-0.4467728624810559,-0.481296522067361,-0.1685059955237963,0.5458941399424773,0.9460404887596254,-0.1020078795702108,-0.2181603849634933
15,1,-0.2364493348721956,-0.767258678413271,-0.1340997353893291,-0.2399136910618803,-0.2455280568352655,-0.1685057409470382,0.3215904824004261,0.3126772030568816,-0.8046993686429397,-0.8234594371961895
15,2,-0.2364483786481402,-0.4799503685822963,-0.134099751229988,-0.1323717202261772,-0.4985406216681947,-0.1685051201886949,0.2390364971709691,0.52648568494126,-0.5877229855387471,-0.6575457083233327
15,3,-0.2364420201904769,-0.2587229700124459,-0.1340977871798676,-0.0082562173746719,-0.3341270513361034,-0.1685043259375067,0.1369639340384235,0.5110063378365086,-0.4778166476918515,-0.5751609601933643
15,4,-0.2364510021630455,-0.578226711033303,-0.1340997815559227,-0.3143912588735396,-0.5648412115127813,-0.1685057840171577,0.4553407375396234,0.5530908127775518,-0.6522486419520863,-0.7021707802270666
15,5,-0.2364504103101448,-0.8615634059930847,-0.1340997825464734,-0.2316475903058693,-0.1839844599840125,-0.1685058632737837,0.1374438990688273,0.080648239684619,-0.8621342935822863,-0.8343296470188939
16,1,-0.2364574374985503,2.2090864065474887,-0.1340998374303211,-0.6950038681840665,1.4215006752660675,-0.1685061991626412,-2.4844450736837667,-1.7522032034373485,2.1627717532232262,2.124083773676068
16,2,-0.2364574374985503,2.21474807030004,-0.1340998375200006,-0.7032699689400775,1.4215006752660675,-0.1685061992335639,-2.486364933805382,-1.753493149029411,2.1641898995180244,2.13552609980523
16,3,-0.2364574374985503,2.224043339147513,-0.1340998376524816,-0.6950038681840665,1.4215006752660675,-0.1685061993674433,-2.486364933805382,-1.7542993650244505,2.1393723393590496,2.0931894931273285
16,4,-0.2364574374985503,2.2221842853780185,-0.1340998373752905,-0.6950038681840665,1.4215006752660675,-0.168506199377208,-2.4852450154011065,-1.752525689835364,2.180498581908212,2.1320934019664817
16,5,-0.2364574374985503,2.211621479869527,-0.1340998375913365,-0.6950038681840665,1.4215006752660675,-0.1685061992515515,-2.4870048871792534,-1.751719473840325,2.165608045812823,2.139530913950435
17,1,-0.236457807747346,0.1500998543882171,-0.1340998056980489,-0.4633463944968579,0.1058948005472523,-0.1685060914896552,0.11936521625695,0.3923313433667479,-0.0736449536742378,-0.2296027110926571
17,2,-0.236458877861345,-0.3256489057142495,-0.134099835094578,-0.7694814359957256,0.7403587410331175,-0.1685061846401914,-0.1642941167117065,-0.0759189065519807,-0.3558560663391688,-0.382929881223434
17,3,-0.2364587413978523,0.174436558279782,-0.1340998308714893,-0.7777475367517367,0.6232177885722779,-0.1685061744471097,0.2774336996032747,0.8193033343394736,-0.0885354897696236,-0.1769680108985091
17,4,-0.2364587849690611,-0.0867604963342008,-0.1340998316296886,-0.7198435009558796,0.6618683566431129,-0.16850617579387,0.0012938187776108,0.2583382449912439,-0.1785877794893387,-0.2479104328993163
17,5,-0.2364589515874079,-0.2667507021988997,-0.1340998332520721,-0.7281096017118905,1.0629423283935495,-0.1685061837020075,-0.1337363431093302,0.0169571760765272,-0.2126232905645056,-0.2027132446891243
18,1,-0.2364529917445473,0.2245465076120666,-0.1340997146590998,-0.1902757560220343,0.1638706526535047,-0.1685056992421806,0.1227249714697767,0.4352220343028301,0.0426430424992508,-0.1495064281885183
18,2,-0.2364576697931473,-0.171009433069931,-0.1340998219483801,-0.521250430292715,0.6797070803681139,-0.1685061406452503,-0.1801329627150326,-0.0838198233033641,-0.1672426091309476,-0.1557997075595583
18,3,-0.2364570732551704,0.388312244215722,-0.1340997971642302,-0.521250430292715,0.6627602928293636,-0.1685060948399817,0.2299171615932965,0.791730747309135,0.1085868452073885,0.0124024865391295
18,4,-0.2364573526134876,-0.0167079702018839,-0.1340997892907787,-0.4550389632370669,0.410936976244767,-0.1685060967859873,-0.0107053069824847,0.2778486720711913,-0.1055532453072086,-0.136919869446441
18,5,-0.2364581017997659,-0.0898025843206465,-0.1340998164983129,-0.4633463944968579,1.0956466552227184,-0.1685061232483757,-0.1238170658143176,0.0282442000070749,9.865365529146607e-05,0.0324265572651642
19,1,-0.2364582016770724,-1.2581333760038975,-0.1340998338716759,-0.7032699689400775,0.8973395098131252,-0.1685061898727959,-0.1794930093411609,-1.1988165444424872,-0.9833858017875698,-0.8143055762928593
19,2,-0.2364582483148766,-1.329030926576894,-0.1340998365987476,-0.7115774001998686,1.1503520746460545,-0.1685061907839984,-0.1305365762399714,-1.2215518355025905,-1.1039282368454555,-0.958478885520306
19,3,-0.2364582249959745,-1.2778224454717262,-0.1340998355674335,-0.7115774001998686,0.916070169724376,-0.1685061913482964,-0.1263768793098051,-1.2054275156018082,-0.9727497045765796,-0.8263200187284798
19,4,-0.2364582016770724,-1.2767239136988426,-0.1340998327160333,-0.7032699689400775,0.9532341774847944,-0.1685061921533718,-0.2010914357093328,-1.217037025930371,-1.0365662878425197,-0.8783826026161697
19,5,-0.2364582483148766,-1.279427991909017,-0.1340998346563714,-0.7115774001998686,0.908637368172292,-0.1685061912953613,-0.1399758885045799,-1.1775324421734537,-0.996858191588157,-0.8446277405351403
20,1,-0.2348820151581857,-0.7167262168606465,-0.1340906328844458,0.5709494625990195,-0.7191461717340392,-0.1684426237537392,0.713241947209942,0.6229091179479407,-0.7820090279261622,-0.772541085921417
20,2,-0.2349530712388157,-0.6264776065960932,-0.1340933838129807,0.5668164122210141,-0.7583913639290414,-0.1684427682890531,0.713241947209942,0.6190392811717524,-0.6877022993220516,-0.6775697790493687
20,3,-0.2348820151581857,-0.6535183886978321,-0.1340925653735004,0.5626833618430083,-0.7176596114236226,-0.1684426785430632,0.713241947209942,0.6143632284005257,-0.7252831761342163,-0.7342092933887231
20,4,-0.2348076069055243,-0.7200218121792962,-0.1340924385544731,0.5668164122210141,-0.7233085406032063,-0.1684424409219687,0.713241947209942,0.6333899258834493,-0.764282199241178,-0.7628151087116286
20,5,-0.2348820151581857,-0.6117741813282729,-0.1340878309425485,0.5709494625990195,-0.7250924129757061,-0.1684432178163689,0.713241947209942,0.6164593899876275,-0.6919567382064487,-0.7227669672595592
21,1,-0.2364590647532943,0.7100975512264133,-0.1340998376850923,-1.009446340942725,1.4437990799223184,-0.1685061990930033,-1.63858670176877,-1.3937595720429494,1.0169095470259204,1.1732264723426642
21,2,-0.2364590567034815,0.7597004858942905,-0.1340998376504435,-1.0011802401867145,1.439934023115236,-0.1685061991053377,-1.6480260140333782,-1.370056821788799,1.065126521049074,1.1949668919880732
21,3,-0.2364590482277528,0.4123109383310152,-0.1340998375363059,-0.9928728089269232,1.4435017678602358,-0.1685061994823072,-1.4934772742433489,-1.44342247733736,0.6687546316528534,0.8156537808063365
21,4,-0.2364590567034815,0.5123618321074485,-0.1340998369676564,-1.0011802401867145,1.4250684200110677,-0.1685061988481144,-1.516355607359264,-1.35586742027611,0.8176599926067106,0.9632597878725327
21,5,-0.2364590393686995,0.3787634680360456,-0.1340998376239472,-1.0011802401867145,1.4215006752660675,-0.1685061996107904,-1.578111107937889,-1.4998575969900998,0.7708611648783557,0.9775626955339856
22,1,-0.2364591794524784,0.1758730998289369,-0.1340998376850923,-1.0673503767385824,1.1943542598343897,-0.168506199110734,-1.175420447429085,-1.0137093519815017,0.4461056633694653,0.5479033493839346
22,2,-0.2364591820079745,0.3119220347783101,-0.1340998376035655,-1.0839239087543844,1.1078364497681357,-0.1685061989989536,-1.2003786290100835,-0.9832343873690224,0.565229952132551,0.6920766586113826
22,3,-0.2364591820079745,0.7160972247552368,-0.1340998375240769,-1.0839239087543844,1.2511408636923096,-0.168506199461236,-1.4299619018865768,-1.0561163133205602,1.0629993016068762,1.2144188464076495
22,4,-0.2364591832218351,0.4025931572632029,-0.1340998373243362,-1.0839239087543844,0.988614312872713,-0.1685061987895261,-1.148702394069939,-0.877458848819888,0.6212467307770977,0.6903603096920071
22,5,-0.2364591740007533,0.2249690198324064,-0.1340998376769397,-1.075616477494593,1.3323070566410633,-0.1685061995080038,-1.3611669141953628,-1.1765649829794067,0.5829567808175353,0.7109564967244999
23,1,-0.2364588432343726,2.228775476015317,-0.1340998378705658,-0.9928728089269232,1.4215006752660675,-0.1685062002164599,-2.4838051203098948,-1.7520419602383406,2.208152434656784,2.138386681337519
23,2,-0.2364588432343726,2.2246348562559883,-0.1340998379154056,-0.9928728089269232,1.4215006752660675,-0.1685062002449832,-2.4825252135621514,-1.7520419602383406,2.15922638748623,2.1309491693535656
23,3,-0.2364588432343726,2.21474807030004,-0.1340998378624132,-0.9928728089269232,1.4215006752660675,-0.1685062002514073,-2.4874848522096573,-1.754621851422466,2.1698624846972185,2.142391495482727
23,4,-0.2364588339706992,2.2073118552220623,-0.1340998378807567,-0.9928728089269232,1.4215006752660675,-0.1685062002357324,-2.48732486386619,-1.752686933034372,2.14859029027524,2.099482772498367
23,5,-0.2364588432343726,2.2078188698864696,-0.1340998378379551,-0.9928728089269232,1.4215006752660675,-0.1685062002192865,-2.486204945461914,-1.753493149029411,2.14859029027524,2.136098216111687
24,1,-0.2364560349145065,-1.1843627423325918,-0.1340997363411546,-0.6246800160023028,0.7552243441372846,-0.1685061749183859,0.3345495382213289,-0.7541078015789004,-0.9344597546170156,-0.8131613436799431
24,2,-0.236455961145852,-1.1419425154104887,-0.1340997336507699,-0.6288337316321982,0.7923883518977036,-0.1685061768212212,0.3251102259567204,-0.7940961149328416,-0.9124784870476376,-0.7954257381797419
24,3,-0.236456108683161,-1.177011029698681,-0.1340997280172674,-0.6205263003724072,0.7510619752681175,-0.1685061757702291,0.3300698646042266,-0.7636211503203623,-0.932332535174818,-0.8200267393574411
24,4,-0.236455961145852,-1.1841937374444556,-0.1340997324217532,-0.6288337316321982,0.7037893573968651,-0.1685061753428942,0.3348695149082647,-0.7650723391114328,-0.9727497045765796,-0.8320411817930604
24,5,-0.236455961145852,-1.1557164137935618,-0.1340997370850867,-0.6288337316321982,0.7302501309222834,-0.1685061753225938,0.3278300277956754,-0.7971597357139903,-0.9330416083222172,-0.8303248328736875
