f_id,i_id,ic.eps.max,ic.eps.s,ela_meta.lin_simple.coef.max,ela_meta.quad_w_interact.adj_r2,disp.diff_mean_02,ic.eps.ratio,ela_level.qda_mda_10,disp.diff_mean_25,ela_meta.lin_simple.coef.min,nbc.nb_fitness.cor
9,5,-0.2331598105340306,0.6961729821516598,-0.1684812600113431,-0.1036487026915205,-0.8753360070043977,0.7536505790863767,0.9921056970370408,-1.4259173702741146,-0.1341021868647365,-0.2602469852951273
10,1,0.0653616458678219,1.4957687113201374,-0.1477740744849804,0.6730145092150557,0.6083986547422198,1.586184115674965,-1.9274330898237773,0.7092487664120182,-0.1254661246876917,0.7561977797745806
10,2,0.0325449227533209,1.4916307416609496,-0.152635368656813,0.6746053801939714,0.7506926529037482,1.5774775995014838,-1.960139125565589,0.6790641909965575,-0.1041904523980742,0.7798671877485235
10,3,-0.0462279908537057,1.462788475528997,-0.1584695567600058,0.6828779092843321,0.8691671561373874,1.525455082464913,-1.1943978116839022,0.871425430277167,-0.1318732771871929,0.7128782972562316
10,4,0.1265403863224635,1.5823160966297227,-0.141211862526624,0.6690373317677669,0.5640577487995341,1.620836916365437,-2.114367587687528,0.5552725363302602,-0.1303138600072665,0.8633800045622475
10,5,-0.0462279908537057,1.4380430052287778,-0.1653052058829441,0.6852642157527056,0.7742922755707644,1.5081286821196769,-1.2694116551284251,0.9001269485190357,-0.1325189936421368,0.4891354030119773
11,1,-0.0854532735552842,1.4380430052287778,-0.165317004579414,0.6892413931999944,1.8445205053692275,1.490758965773578,-1.4686484233170771,1.691381569959004,-0.1329355522558721,0.7450329646925327
11,2,-0.0854532735552842,1.4298082397378564,-0.1670271905442215,0.6892413931999944,1.8151675585427056,1.4864273656872686,-1.539761546902485,1.6296166006117607,-0.133570212986542,0.7566443723778624
11,3,-0.0708386060562241,1.4710232410199182,-0.1558857037065103,0.6812870383054168,1.6861758321639833,1.5167918822922948,-1.6795873510830746,1.4235588921397424,-0.1287887106501981,1.03844430504877
11,4,-0.0630101949849953,1.47925800651084,-0.1549020172265218,0.6790598189349348,1.6648848682361312,1.5341182826375306,-1.8161125461521055,1.2831046539348527,-0.1315398280193688,1.0348715642225146
11,5,-0.0854532735552842,1.4298082397378564,-0.1665090205558687,0.6878096093189705,1.848917950586684,1.4864273656872686,-1.5286594980726953,1.6786447259975668,-0.1331810429342173,0.7963911140699557
12,1,3.084050848658838,2.484928742089628,1.038700814737764,-0.9534919796282124,-0.9903658448176962,2.193214551770307,-0.1829111466779602,-0.6772352135819637,0.1054414683049052,2.054442477515196
12,2,6.393728122113813,2.4601832717894085,1.1972513888222849,-0.1717379805891063,-0.90692432181646,2.288596385670831,-0.0808923195934101,-0.2454038600948806,1.5049652201891333,1.6819842463780532
12,3,4.456885240030518,2.843470431564349,8.870910980752727,-0.7557467169490086,-0.6889576205378686,2.4013046199165906,-0.257024824001149,-0.0463252442044717,10.218186699810351,2.320165076467953
12,4,3.756472319769599,2.7651578117456865,5.14978881928703,-0.8319494368390637,-0.9177713533528524,2.323292502362166,-0.0397847333858116,-0.3141479220237332,2.4922411496194385,2.322844632087645
12,5,5.02880678080718,2.604435776276626,2.054668267674965,-1.0215812575257983,-0.9232315144978608,2.297259585843449,0.0280277810880372,-0.4047888869273855,0.3714407265286303,2.1218779606107696
13,1,-0.2367619495592838,-0.4248668179549384,-0.1685193619615629,0.6882868706126452,-0.8258281029312005,-0.3216691423398302,-0.6711012398149132,-0.5690592785670175,-0.1341094831750782,-0.0132812756802114
13,2,-0.2367605667261345,-0.4166320524640169,-0.1685192256211126,0.6886050448084282,-0.6753621857405658,-0.3042994259937311,-0.6572986926211213,-0.3487816689599702,-0.1341094570966563,0.0778236153893063
13,3,-0.2367632105719248,-0.4413775227642361,-0.168519527584415,0.6746053801939714,-0.7877902018002023,-0.338995542685066,-0.4694640286360368,-0.7332424315493794,-0.1341094509454506,-0.3893122476436087
13,4,-0.2367632105719248,-0.4413775227642361,-0.1685195083545568,0.6723781608234896,-0.7770897517710581,-0.338995542685066,-0.4907679601742815,-0.7430131611636323,-0.1341096663864373,-0.4134282482208345
13,5,-0.2367625946116545,-0.4413775227642361,-0.1685195931328073,0.6719008995298149,-0.8003229206699533,-0.3303323425124481,-0.4724645823738174,-0.8840780699694128,-0.1341095726773634,-0.4987274354476861
14,1,-0.2367740024633531,-0.5650225266104224,-0.1685197391539702,0.562608063278316,-0.4002286966350407,-0.6164778442140201,-0.5600807515170201,0.0245125454988638,-0.1341096730920261,0.6767042963903941
14,2,-0.2367738955935434,-0.5320422908192818,-0.168519680522355,0.5051776209394643,-0.4127980608816037,-0.599151443868784,-0.7431145295216549,0.0991015974648146,-0.1341096689443443,0.7526250389483249
14,3,-0.2367746271555129,-0.614472293383406,-0.1685197746994255,0.4929279144018144,-0.5477996290575164,-0.6772068774240722,-0.7254112624687475,-0.08924666358137,-0.1341096895176612,0.4449227352870646
14,4,-0.2367745497611549,-0.5814920575922654,-0.1685197827149928,0.3308181616503191,-0.4513123519111595,-0.6685436772514541,-0.6993064449500539,-0.0624643957994435,-0.1341097113974469,0.679383852010086
14,5,-0.2367738955935434,-0.5072968205190627,-0.1685196731880068,0.5307906437000048,-0.3806967107941716,-0.599151443868784,-0.4370580482680033,0.0390814012629732,-0.1341096664781551,0.7633432614270923
15,1,-0.2367663655527156,-0.3012218141087521,-0.1685194186106787,0.3077505324560435,-0.9094528528164972,-0.347658742857684,-0.1991141368619773,-0.8348754672690665,-0.1341096185994362,0.4248260681393768
15,2,-0.2367654092617241,-0.1940875150718635,-0.1685187978509455,0.2256615899440004,-0.7111647188860236,-0.3216691423398302,-0.4544612599471319,-0.5373044073206947,-0.1341096344401158,1.1380344555806448
15,3,-0.2367590503589663,-0.0704425112256771,-0.168518003597979,0.1241640214891876,-0.7524640585533021,-0.226243992438443,-0.2885306382478483,-0.3085646479584459,-0.1341076703874418,1.250129199004412
15,4,-0.2367680329602765,-0.3754170511819549,-0.1685194616808946,0.4407473462933841,-0.776210262727567,-0.4083877760677361,-0.5213736082996461,-0.6408566935003246,-0.1341096647660899,0.3346143622764239
15,5,-0.2367674410659458,-0.2929870486178306,-0.1685195409376981,0.1246412827828622,-0.8620703805984038,-0.3736916593764011,-0.1370026744899128,-0.924731284257288,-0.1341096657566419,0.5650561455699086
16,1,-0.2367744687462573,-0.7545868282114354,-0.1685198768273076,-2.482478077463957,2.082422291633621,-0.7031964779419261,1.4832963439117746,2.2240608112503435,-0.1341097206405609,-1.753206058066671
16,2,-0.2367744687462573,-0.7628215937023569,-0.1685198768982305,-2.484387122638656,2.0706591256769253,-0.6945332777693081,1.4832963439117746,2.225369391109395,-0.1341097207302405,-1.7389150947616483
16,3,-0.2367744687462573,-0.7545868282114354,-0.1685198770321102,-2.484387122638656,2.072931139039277,-0.7031964779419261,1.4832963439117746,2.237321087155401,-0.1341097208627217,-1.7389150947616483
16,4,-0.2367744687462573,-0.7545868282114354,-0.168519877041875,-2.483273512953415,2.0902644022714187,-0.6945332777693081,1.4832963439117746,2.235576314009999,-0.1341097205855302,-1.7509730950502616
16,5,-0.2367744687462573,-0.7545868282114354,-0.1685198769162181,-2.485023471030221,2.080663313546639,-0.7031964779419261,1.4832963439117746,2.2282482667993087,-0.1341097208015766,-1.7433810207944682
17,1,-0.2367748390209706,-0.5238075253283603,-0.1685197691540806,0.1066644407211162,-0.4704778839839075,-0.6685436772514541,0.1555513149437255,0.1176834314633494,-0.1341096889082475,0.8723118566278865
17,2,-0.236775909209878,-0.8287820652846382,-0.1685198623048253,-0.1753969838406121,-0.4302046148673686,-0.980722095471743,0.7958694825861702,-0.3622164221795684,-0.1341097183048148,0.7436931868826869
17,3,-0.2367757727368329,-0.8370168307755594,-0.1685198521117208,0.2638424934379739,-0.2971086062856868,-0.919993062261691,0.6776476653176023,0.1460359950761378,-0.1341097140817206,0.606589257675129
17,4,-0.2367758163110917,-0.7793322985116545,-0.1685198534584841,-0.0107418375228517,-0.3765557832144,-0.9373627786077902,0.7166548639087538,-0.1312956963855664,-0.1341097148399209,0.8267594110931281
17,5,-0.2367759829411018,-0.7875670640025759,-0.1685198613666393,-0.1450113481433251,-0.2276656172266871,-1.041407812680932,1.1214295631353977,-0.2987939183441926,-0.1341097164623065,1.391252461641507
18,1,-0.2367700226810498,-0.2517720473357686,-0.1685193769057277,0.1100052697768389,-0.3446376600110288,-0.395349659807946,0.2140621128304527,0.1993388146681799,-0.13410959786918,0.8776709678672697
18,2,-0.2367747010571151,-0.5814920575922654,-0.1685198183097857,-0.1911466065318761,-0.1412191733268558,-0.711902994115407,0.7346581863354392,-0.2025696793752527,-0.1341097051585998,0.6731315555641384
18,3,-0.2367741044773803,-0.5814920575922654,-0.1685197725044145,0.2165936253641817,-0.1155674095583601,-0.642510760732737,0.7175550300300886,0.3503489304027536,-0.1341096803744177,0.5565708861075511
18,4,-0.2367743838552527,-0.5155315860099843,-0.1685197744504246,-0.0226733698647185,-0.1968835007044921,-0.6685436772514541,0.4634081284400455,-0.0472848694344431,-0.1341096725009559,0.8754380048508598
18,5,-0.2367751330939743,-0.5238075253283603,-0.1685198009128721,-0.1351479480740482,0.0442430787193695,-0.763925511151978,1.154435654250988,-0.1089626001244163,-0.1341096997085255,1.4439503888287764
19,1,-0.2367752329782723,-0.7628215937023569,-0.1685198675374416,-0.19051025814031,-0.7032859628714142,-0.7812519114972141,0.9542987199410016,-1.3193117310900304,-0.1341097170819111,-0.2508685406262065
19,2,-0.2367752796193411,-0.771097533020733,-0.1685198684486461,-0.1418296061854939,-0.8226766005253568,-0.7899151116698321,1.2096458430261563,-1.426179086245925,-0.1341097198089864,-0.3214301719447535
19,3,-0.2367752562988067,-0.771097533020733,-0.1685198690129453,-0.1376933416403136,-0.6993282621757032,-0.7812519114972141,0.9732022084890212,-1.3287335060752028,-0.1341097187776709,-0.2991005417806557
19,4,-0.2367752329782723,-0.7628215937023569,-0.1685198698180225,-0.2119870163556702,-0.7467473797706088,-0.7812519114972141,1.0107091302112825,-1.342517213923882,-0.134109715926267,-0.2517617258327703
19,5,-0.2367752796193411,-0.771097533020733,-0.1685198689600101,-0.1512157449610958,-0.6903867902335418,-0.7899151116698321,0.9657008241445686,-1.3267270169579908,-0.1341097178666076,-0.30445965302004
20,1,-0.2351989361256974,0.5065675067231924,-0.1684563012760596,0.6971957480945724,-0.7581807373359956,0.5888765118031829,-0.677102347290475,-0.7836663754515073,-0.1341005160827184,0.1720546546817958
20,2,-0.2352699971802816,0.5024501239777317,-0.168456445811697,0.6971957480945724,-0.7088560601468591,0.580213311630565,-0.7167096566291833,-0.6890124323134297,-0.1341032670148299,0.1599966543931841
20,3,-0.2351989361256974,0.4983327412322707,-0.1684563560655062,0.6971957480945724,-0.7064741106540703,0.580213311630565,-0.6756020704215847,-0.7269612482259304,-0.1341024485742855,0.1403465798487777
20,4,-0.2351245226644286,0.5024501239777317,-0.1684561184438796,0.6971957480945724,-0.757521120553377,0.5888765118031829,-0.6813031225233686,-0.795269116868433,-0.1341023217550933,0.1613364322030293
20,5,-0.2351989361256974,0.5065675067231924,-0.1684568953400193,0.6971957480945724,-0.7429362605821466,0.5888765118031829,-0.6831034547660368,-0.683429158248142,-0.1340977141371782,0.1398999872454958
21,1,-0.2367760961149098,-1.0678373074860892,-0.1685198767576696,-1.6413845909113003,1.3039279066365814,-1.110800046063602,1.5058004969451309,0.6733936782739999,-0.1341097208953325,-2.0354525833408603
21,2,-0.2367760880645336,-1.0596025419951678,-0.168519876770004,-1.6507707296869023,1.3071893451728618,-1.110800046063602,1.5018997770860167,0.7254751566642602,-0.1341097208606836,-2.028753694291631
21,3,-0.2367760795882115,-1.0513266026767916,-0.1685198771469744,-1.4970925931236594,0.858649932992304,-1.0934303297175032,1.505500441571353,0.3581131708997943,-0.1341097207465459,-2.086364140115001
21,4,-0.2367760880645336,-1.0596025419951678,-0.1685198765127802,-1.5198420481221515,1.0580740736039538,-1.110800046063602,1.4868970083971111,0.4656784353138494,-0.1341097201778957,-2.00776384193738
21,5,-0.2367760707285381,-1.0596025419951678,-0.1685198772754578,-1.5812496679082924,1.1747529533737984,-1.1021368458909842,1.4832963439117746,0.3387461889858279,-0.1341097208341873,-2.1278972522202224
22,1,-0.2367762108221229,-1.1255218397499944,-0.1685198767754003,-1.180827442515246,0.5954628367275355,-1.266867597173315,1.2540540383453136,0.1731672174871444,-0.1341097208953325,-1.4763186440318643
22,2,-0.2367762133777979,-1.1420325445592918,-0.1685198766636197,-1.2056450297863286,0.8023992795856735,-1.275574113346796,1.1667379245758895,0.2973078267825221,-0.1341097208138056,-1.4356787171332082
22,3,-0.2367762133777979,-1.1420325445592918,-0.1685198771259031,-1.4339350152607115,1.3356994483327045,-1.275574113346796,1.3113646147369291,0.6721723370722181,-0.1341097207343169,-1.4982016815926795
22,4,-0.2367762145917435,-1.1420325445592918,-0.1685198764541917,-1.154259897167356,0.7210465430627292,-1.266867597173315,1.0464157196908752,0.3711989694903116,-0.1341097205345759,-1.3905728642017317
22,5,-0.2367762053700162,-1.1337566052409158,-0.1685198771726711,-1.3655275631673425,0.8446880444268797,-1.249541196828079,1.3932797317783474,0.2030900769307948,-0.1341097208871798,-1.616995314065678
23,1,-0.2367758745804817,-1.0513266026767916,-0.1685198778811287,-2.48184172907239,2.0931593870395773,-0.9893852956443612,1.4832963439117746,2.2470918167696543,-0.1341097210808063,-1.84252457872306
23,2,-0.2367758745804817,-1.0513266026767916,-0.168519877909652,-2.4805690322892584,2.096274244068609,-0.9893852956443612,1.4832963439117746,2.237321087155401,-0.1341097211256461,-1.868873542316695
23,3,-0.2367758745804817,-1.0513266026767916,-0.1685198779160762,-2.485500732323896,2.062267334386946,-0.980722095471743,1.4832963439117746,2.223711856621263,-0.1341097210726536,-1.8416313935164963
23,4,-0.2367758653161598,-1.0513266026767916,-0.1685198779004012,-2.485341645226005,2.0893482678511157,-0.985053695558052,1.4832963439117746,2.218303059870516,-0.1341097210909971,-1.864854208887157
23,5,-0.2367758745804817,-1.0513266026767916,-0.1685198778839553,-2.484228035540764,2.131563741938697,-0.980722095471743,1.4832963439117746,2.222490515419481,-0.1341097210481955,-1.8586019124412103
