f_id,i_id,pca.expl_var_PC1.cov_init,ic.eps.ratio,ic.eps.s,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ic.eps.max,pca.expl_var.cov_init,ela_meta.lin_simple.coef.max,ela_distr.skewness,ela_level.mmce_qda_50,disp.ratio_mean_25,ela_level.lda_qda_50,nbc.nn_nb.mean_ratio,ela_level.mmce_qda_25,ela_level.lda_qda_10,disp.diff_median_02,ela_meta.lin_w_interact.adj_r2,disp.ratio_median_05,disp.diff_mean_25,pca.expl_var_PC1.cor_x,disp.diff_median_10,ela_distr.kurtosis,ic.m0,ic.h.max,disp.ratio_median_02,disp.diff_median_25,disp.ratio_mean_05,nbc.nb_fitness.cor,ela_level.mmce_lda_10,disp.diff_mean_05
16,1,-1.652395413321183,-1.466034223903128,-1.4245608724598755,-0.3271633017106875,-0.2600129303005422,-0.3838672795297339,1.4275086135387989,-0.3580824877551101,-0.3557611362537932,2.2014829902042927,0.9795043602733414,-0.6502510359854693,-1.5296842162725082,1.8408720673722727,-1.1549133596796046,0.8006458021652226,-1.7713365578068192,0.8616846708761762,0.9800839175938244,-2.14216402877001,0.8951286823085536,-0.1907907861700609,1.912910218190499,0.2108354697532762,0.8005908284190342,0.9826536070475652,0.8740063052320474,-1.6011362912413585,0.5068626464128508,0.8743297627642782
17,1,0.6997709232301093,1.399933772373908,1.37025538290984,-0.0040584643770484,-0.0581088614040477,0.0917684477738959,-0.7091399635591878,-0.2117899586617987,-0.0951032001492224,-0.8611368117430965,0.854890951859536,3.148054071102288,-0.1643470370766108,-0.7957634847734996,0.2514961136008756,0.6984207174487207,1.018970159125439,0.6358058056753766,0.8550841219645675,-0.6804521032563533,0.721897472966534,-0.1882375424510322,-0.3110346070360473,-0.569844821407677,0.6981160234701196,0.8732945832557866,0.64628165848825,0.5942259375570718,0.5068626464128508,0.6464514602196748
18,1,0.6997709232301093,1.4852302698597597,1.3813348221834638,0.3256922852758784,-0.1340841940741693,0.8119776586235548,-0.7091399635591878,0.0934738726764376,-0.239981957984067,-0.4705448741279431,-0.1015169577164201,0.8428636704244363,0.3879556822285075,0.0023490384978723,-0.3573485183655603,0.4921427366283051,-0.3780833904489226,0.3154977711744811,-0.1013485537314109,-1.1455422613743376,0.1711243467486541,-0.197950170445056,-0.3692991031986789,0.5054473766713108,0.4923160002532125,-0.1182857286381251,0.3132880712685472,-0.312788290435214,0.5068626464128508,0.3132661457192247
19,1,0.6984363607696548,-0.2434510932725845,-0.215683253314814,-0.3271625976723624,-0.2600125930995142,-0.383866252482522,-0.7091399635591878,-0.3580804915743841,-0.1751439017253232,-0.5007253832338759,-0.2375532619014898,-0.40653576588583,0.3318843401670743,-1.0736707552433566,0.3360673533748638,-0.086385535476982,0.5044314538179804,-0.1459174879055373,-0.2371444755923452,0.8477012734170075,-0.1778193311294324,-0.1960920463812941,-0.5935624469190024,-1.4809135755743692,-0.0863902633794545,-0.2390144328331626,-0.159885074442032,0.5080488137573296,-0.9137749814130376,-0.1603885812385545
20,1,0.6997709232301093,1.5819166759342984,1.5255337243296738,1.0143118198351266,0.3273573077885719,1.7935172345911905,-0.7091399635591878,1.4418057803528157,-0.1582003083151721,-0.6902309055269429,0.7448157744273419,1.2600089358690656,-0.2428469159626148,-0.6254581936777656,0.6246112198984978,0.8976085994684704,0.4656014616062741,0.95074854646604,0.7449546171358136,-0.6804521032563533,0.9056461396417804,-0.1947024214959125,-0.2549687711059652,-0.4501845230796224,0.8979631534534795,0.7506750517762942,0.9411421091069886,0.4480838984466759,0.5068626464128508,0.941440830171038
21,1,0.6997709232301093,1.4312205162902136,1.3979816796920828,0.2406989946057182,0.0379653689603647,0.2581104299628904,-0.7091399635591878,1.214037195656973,-0.1645081801020916,-0.7470825622148629,0.4156286872008723,-0.6430003601437912,-0.1727577383858248,-1.1781762747793751,2.074046169133981,0.711093096307,1.2023799095722203,0.773693854028359,0.4158572111396725,-0.9462179078951882,0.6583889266143944,-0.1954581644328407,-0.5836684758725187,-0.7233401006422825,0.7108722232562911,0.4232117783647573,0.7553102039811529,0.7927923936456442,0.510681564767221,0.7554470582292131
22,1,0.6997709232301093,0.4190382531676448,0.7048242601360116,-0.326826384674372,-0.2597664398559889,-0.3838509562017915,-0.7091399635591878,-0.3565631630801044,0.1680619464129286,-0.3757921129814099,-0.2905139604773581,-0.4213148030269527,0.2954379678271405,-0.5960418252157752,-0.2173449854961051,0.270488355337069,-0.2969534918278689,0.1540024304964734,-0.2904037254991087,-1.3448666148534685,0.0204369977071558,-0.1544029926072703,-0.4759341244774632,-3.0703324347456125,0.2703581239738208,-0.2958134014563985,0.1548475741236878,1.183821092886974,0.5603275033740396,0.1548943716392383
23,1,0.6914966359752905,-0.3173576821697495,-0.3376955783155929,-0.3271627983749827,-0.260012299062956,-0.3838667651665397,-0.7091399635591878,-0.3580818635756723,-0.2176806581193312,-0.3971992182774785,-0.798313599763614,-0.2571409896075096,0.8673656568537584,-0.2523347831862028,1.1478601959967798,-0.4616883220394557,0.2412136768254365,-0.4892962853604348,-0.7980470900290748,1.4456743338544185,-0.5803093262615021,-0.1976427530606849,-0.4814307750588407,0.244670450659829,-0.4618477437524476,-0.8319144297171548,-0.4783773280247493,0.1209698993568212,1.2782841539957253,-0.4780606355430774
24,1,0.5444278528331898,-0.6869758379417742,-0.4929462211372424,-0.3271631618480668,-0.2600127801745014,-0.3838672600820606,-0.7091399635591878,-0.3580824088720534,-0.0295356621192021,-0.6821593740218672,-1.156577148953304,-0.4952099887325655,0.8337228516169022,-0.2391748288742596,-0.2166620414333274,-1.088810241525016,1.0452423666218698,-1.188394055803765,-1.1563481404446163,1.84432304081268,-1.2404331922495977,-0.1848929191362608,-0.6815088562210903,-0.5450875183053202,-1.089452773232107,-1.1842097442413162,-1.133085687413166,1.1313966759087977,1.0453301343791148,-1.132727423393156
25,1,-0.0438472797352126,-0.6244307538712295,-0.6149585461380214,-0.3271631680025757,-0.2600129092426954,-0.383867238821412,1.1604642636718838,-0.3580824821682875,-0.1214748856957021,-0.7242717123092153,0.2017090027571738,2.3297767349442258,0.5000983663513741,-0.4226400742819368,0.0575399997719717,0.295302025785241,0.8988450342832671,0.2725754214926177,0.2011356223397943,0.581935468778025,0.2403791068446103,-0.1900537832002679,-0.5627812036632727,-0.017756962225141,0.2954453168866257,0.1691570936438253,0.2907304411665674,0.3116367857637508,0.5068626464128508,0.29083148698002
26,1,0.6131578195466036,-0.5277727515587574,-0.4264141882991332,-0.327163122598797,-0.2600127814676465,-0.3838672018661498,-0.7091399635591878,-0.358082389549384,-0.0414893550098659,-0.1592645069539618,0.1622480900928019,-0.0660933946642298,0.2505808941779927,0.4567545197396718,-0.8062704156315219,-0.7460076502919655,0.1293502524538405,-0.3970132335444306,0.161861331697451,-0.4811277497772225,-0.0720921861565196,-0.1838637570067041,-0.2186908772688555,-0.4691651221247634,-0.7458857923245433,0.1455238123128488,-0.3886838940478282,0.7195418384158636,-2.7544936282196995,-0.388616663495146
27,1,0.6979025357854727,-0.266174102925825,-0.2323301108234332,-0.3271625911279348,-0.2600054692248865,-0.3838666012628608,-0.7091399635591878,-0.3580817200708007,-0.0824813264764651,-0.3329779023892728,0.3709755491859258,-0.248563594356503,0.043116928550694,-0.5279197087774815,-0.5970618844005794,0.0979117987780421,0.6187733883307491,-0.028954085022464,0.370201155674732,1.9107644919724027,0.0758323046817569,-0.1862426063867641,-0.7111907693605465,-0.8198935827414705,0.0977242202009608,0.3684478177557276,0.0012408548578247,0.5475466621655448,-2.349688282656408,0.0017078168048431
28,1,0.6993705544919729,-0.3116769297564394,-0.2933224240247308,-0.32716249242625,-0.2600080704169896,-0.3838667154870001,-0.7091399635591878,-0.3580819378426282,5.208615473262078,-0.7211132869376642,1.007542377166447,-0.4560563391875038,-0.4222752105592,-0.4876657308821261,-0.1454082108835072,1.483015875750396,-1.2868704422122563,1.38801998385001,1.0075947753261776,0.0504038595004658,1.2867186705100273,5.289986533736379,-0.6243436901747347,0.2471461809700662,1.483047516979232,1.0378089153516346,1.3337522901676389,1.8452305180499948,0.2548140350243859,1.3337601147678797
30,1,0.6997709232301093,0.9820008173266804,1.026460382249302,-0.3110069490145229,-0.0450174961073882,-0.3681711350959008,-0.7091399635591878,-0.3209291716508348,0.0040082391616757,-0.5003744470814813,0.6949704110618184,-0.5964417650582924,-0.6717926827325814,-0.5372090882917944,1.492519299678658,0.4657224015417024,0.8329166645280728,0.5193789321633252,0.6949907679466919,1.4456743338544185,0.5939213496744056,-0.1749763019917816,-0.6606215840118443,-1.0030976256989037,0.4659531873617906,0.7013899588978205,0.5297339029613547,0.9712508541809436,0.73599774767509,0.5294321276048367
