f_id,i_id,ic.eps.max,ela_meta.lin_simple.intercept,ic.eps.ratio,pca.expl_var_PC1.cov_init,ic.eps.s,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.min,ela_distr.skewness,pca.expl_var.cov_init,ela_level.mmce_qda_50,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_mean_05,ela_meta.quad_simple.adj_r2,disp.diff_median_02,ela_level.mmce_qda_25,ela_level.mmce_mda_50,disp.diff_mean_10,ela_distr.kurtosis,disp.ratio_median_10,nbc.nn_nb.mean_ratio,ela_level.lda_qda_10,disp.diff_median_25,disp.ratio_median_05,nbc.nb_fitness.cor,nbc.nn_nb.cor,ela_meta.lin_w_interact.adj_r2,disp.diff_median_05,disp.ratio_mean_10,pca.expl_var_PC1.cor_x
12,1,-0.3870915861283352,-0.3303101963503463,-1.0202632569594507,-1.7870503827362736,-1.077278408360394,-0.3628131716501505,-0.2643087931586826,-0.3011262462584494,1.5820611845132777,2.214848921266945,1.3740709805116231,1.2133342758549015,1.2304669339890508,-1.529095323449576,1.2133740484467772,1.8350290945869308,2.1158142113453877,1.276056887376848,-0.2003793069548798,1.2791555868621425,-1.842923417385841,-1.153399658713964,1.3877464003265307,1.2243795946307403,-1.4899557353413615,-1.71624601289835,-1.769201985014666,1.2241256716751248,1.2760430719499516,-0.6474823563461433
13,1,-0.3870915882846096,-0.3303101870606813,-1.172026465763882,-1.784148592082022,-1.2090573623103198,-0.3628131706790911,-0.2643087926656478,-0.2950427359363003,1.5820611845132777,-0.6143922391595039,-1.3607120069666694,-1.5582510258224895,-1.5421444769282802,1.4871185679255552,-1.55737726228288,-0.7865281187324131,-0.5669426752537845,-1.4962627210391235,-0.2000489178917709,-1.4792338318679417,1.2527092424152677,0.2290386177689883,-1.3401053070443183,-1.5240798045469954,0.0994490980164933,2.211423789584732,0.9544753651979314,-1.5239949641009949,-1.4962691400635528,0.4925490782205362
14,1,-0.3870915740679311,-0.330310161307859,-0.8291342722542215,-1.6216483154439352,-0.8851087662527706,-0.3628131638753702,-0.2643087751629128,-0.3017892322471397,1.8617765032987292,-0.3158238372631062,-1.7106309269181932,-1.6276897599407518,-1.6656819865197143,1.156564122224358,-1.6288894885303986,-0.3522918755411411,-0.1912290088103579,-1.6979442166648218,-0.1994636192260341,-1.6756349380217117,1.4192903720906638,0.0947992196246596,-1.689866063316983,-1.6403855162516685,-0.2835573013576467,2.2337260155925223,0.3693293983292294,-1.6405490835749663,-1.6983327123677443,-0.3121789932382975
15,1,-0.3825659703704994,-0.3140984670977146,0.8684797155933117,0.6457556295852903,1.107948495235058,-0.3134241934987863,-0.2419430774555473,0.4428975020309471,-0.6559690833927628,-0.1230638865650811,-1.2117881809158693,-1.4602699899500942,-1.4427773496482132,-0.3734525523122253,-1.4600072328867602,0.2556388649266408,-0.0709199814519083,-1.3670966971910976,-0.073179312829045,-1.343575335864824,0.9528632089995568,-0.5542141417426251,-1.1967775753961476,-1.4259971075794593,1.3033371904312754,0.6502679690394062,-0.6661422931115074,-1.425581481438849,-1.3669484537888714,-1.2510284099402549
16,1,-0.3870915891685481,-0.3303101595347922,-1.514946737573044,-1.7896758123758347,-1.4781003463371198,-0.3628131716933887,-0.2643087932799953,-0.3639134748910841,1.5820611845132777,2.2054204454175843,0.8908496148642786,0.7298191640498236,0.7927144543498358,-1.529553366561402,0.7298675394974661,1.8550116473709528,2.116822387552302,0.816444819314994,-0.191333856604012,0.8094127350304476,-1.4597868191324292,-1.153399658713964,0.89250847087584,0.7789876756142236,-1.6355555463393958,-1.183470613823358,-1.7729414008762674,0.7791542236193992,0.8160116723374095,-2.1228171540206686
17,1,0.0890104000532654,-0.0069385237494372,1.3181817604058503,0.6457556295852903,1.2891479850887857,-0.2163340017163572,-0.0622374657024352,-0.1028872968808908,-0.6559690833927628,-0.8420724707810842,0.765878572024448,0.6271520786357055,0.5649757410160605,-0.9356241315601744,0.6274484823914469,-0.7627027673360762,-1.0357446114689723,0.632986578201438,-0.1887803567557501,0.6359588371558126,-0.1077033166004652,0.2522461069397028,0.782985967434258,0.5533438754867221,0.5570485040103154,-0.298815648847673,0.9833654171186456,0.553659139002846,0.6328073667816086,-0.6474823563461433
18,1,0.809925626260618,0.3230845121068951,1.4025008938082013,0.6457556295852903,1.3001181373426818,0.0893192870439486,-0.1382757368462853,-0.247970730739288,-0.6559690833927628,-0.453409744101914,-0.1932741817712518,0.4209658987998837,0.2319615847261068,0.6119508622630772,0.4207790885146814,0.0296823065226871,0.1260104376320343,0.0829574958129989,-0.1984939590742936,0.0845509205660214,0.4392380591670866,-0.3562679105806482,-0.2100766473965268,0.2333691755434489,-0.3488261821498697,-0.6606073151962725,-0.3966650291504958,0.2334631723661941,0.0831944501142093,-1.116907064697131
19,1,-0.38709056111453,-0.3303094549151191,-0.3063724921393461,0.6443738245118373,-0.2811470339145253,-0.3628111729659233,-0.2643084557996278,-0.183041075161719,-0.6559690833927628,-0.4834411856961715,-0.3297009035380656,-0.1588262308624174,-0.2412407889697805,1.2452718048813534,-0.1588469426353129,-1.038615707700088,-0.7238821047967899,-0.2656320396163024,-0.1966356486123873,-0.2650565467454994,0.3837110159419545,0.3367714228899031,-0.3309858276565351,-0.2275659031018036,0.4709796502183737,0.2290037000033654,0.4750963680728611,-0.2275729816531576,-0.2657019847310279,0.8949131139499438
20,1,1.7924273976631055,1.0122726628068297,1.4980794253105665,0.6457556295852903,1.4428946689271385,1.4393714046336856,0.323548026242851,-0.1660735448585705,-0.6559690833927628,-0.6720107026833707,0.6554874841825983,0.8273741954184249,0.859854405214747,-0.0225915286534021,0.8270143239848705,-0.5936196283943421,-1.0253267906641903,0.8123848675145796,-0.1952458843264644,0.8202114212794525,-0.1854411771156477,0.6251586044965759,0.6601831333120549,0.8679588652131905,0.4110900727881479,-0.6432611394124409,0.4367395194775626,0.8680095546854666,0.8119704008913246,-0.6474823563461433
21,1,0.2555154459635863,0.2380210396389501,1.3491100073065128,0.6457556295852903,1.3166007911041602,1.2113122314150062,0.0339163531969829,-0.1723903280285921,-0.6559690833927628,-0.7285815577795303,0.3253556460140454,0.6399322137494957,0.6740110212206746,0.954109066797204,0.6401449071247169,-1.1423712702325155,-0.7437095701994395,0.5721005950779987,-0.1960017030759199,0.5725165554429107,-0.1160323730842341,2.073806482437155,0.3322303385112027,0.6910884280586175,0.7553654879559141,-0.2294309457123252,1.1645403189943102,0.6911140597022684,0.572188295090352,-0.9157250468324089
22,1,-0.3870752498389773,-0.3299729642948312,0.3485257654285643,0.6457556295852903,0.6302806407197906,-0.3612919086548742,-0.2640620986411092,0.1606496336235092,-0.6559690833927628,-0.3591249856083148,-0.3828135967449947,0.198591547819927,0.0735113006849183,0.3004815462213021,0.1987041174033904,-0.5644143589407699,-0.5887864930702628,-0.0774783991055413,-0.1549424127913085,-0.0659557690294785,0.3476184378456165,-0.2163404023454582,-0.3878697044581522,0.0720418980176094,1.145902912036849,-0.5342280344854605,-0.3165236986811705,0.0718826829894395,-0.0777828624881298,-1.318089082561835
23,1,-0.3870910743011278,-0.3303096557834662,-0.3794322274416828,0.637188438129881,-0.4019558356105551,-0.3628125467176191,-0.2643081615194877,-0.2256379249350716,-0.6559690833927628,-0.3804263569716835,-0.8920705963173033,-0.5349882077116537,-0.5597527158729151,1.042511387379649,-0.5348618673046306,-0.2231738421674518,-0.4284864761708759,-0.6505617330076633,-0.1981865108512767,-0.6673076095209174,0.9139942787419624,1.1481234462503724,-0.9247721444846724,-0.5705873569773404,0.0843870486029028,0.7419548981825439,0.2150859007864339,-0.5700445521420945,-0.6502963173500047,1.4984591675440735
24,1,-0.3870915697018104,-0.3303100195566823,-0.7448151388518706,0.484913519035347,-0.5556750940682731,-0.3628130927096925,-0.2643086430295892,-0.0372271289639315,-0.6559690833927628,-0.6639790380709523,-1.2513623444818158,-1.163770855310153,-1.2145015167075186,0.2479592693985717,-1.163173752419259,-0.2101083268855904,-0.5776965547942045,-1.2702507611530507,-0.1854353979243186,-1.3280522243818804,0.8806780528068869,-0.2156578291345549,-1.277594101554175,-1.2689575982270658,1.0935443593134178,0.7097405717268468,1.0093174976575918,-1.2698444311841337,-1.2706314843238722,1.900823203273481
25,1,-0.3870915484203202,-0.3303100257162732,-0.6829867233500466,-0.1241861573427883,-0.676483895764303,-0.3628131660994384,-0.264308772204704,-0.1292962387637217,1.3023458657278255,-0.7058833751792187,0.1108220224723369,0.2237258135437152,0.2094025612354971,-0.9250891399881728,0.2235648718619389,-0.3922569811091859,-0.3884954866299389,0.1790536568623642,-0.1905967797015959,0.1547423811845504,0.5502921456173508,0.0583953150431467,0.0777958701249729,0.1904914938090056,0.2748143876175736,0.0604979923889492,0.8647040174217008,0.1903290039282993,0.179511419579207,0.6266704234635293
26,1,-0.3870915114288311,-0.3303099802750031,-0.5874362701471827,0.5560764803181829,-0.4897993297836275,-0.3628130733623712,-0.2643086443238054,-0.0491977093152844,-0.6559690833927628,-0.1436668523099786,0.0712478589063903,-0.8195592162453922,-0.4700537415173942,-0.1378657117963136,-0.819720692292604,0.4808268636081322,-0.0631906305322313,-0.143852097039757,-0.1844061325541252,-0.1584195200365798,0.3031968032655096,-0.8049460345477953,0.054127259651309,-0.4784003412482894,0.6822069622327639,0.1868772730997619,0.1045855327055102,-0.4785832203978208,-0.1437902961074992,-0.4463003384814395
27,1,-0.3870909102367754,-0.3303094483652876,-0.3288351317403719,0.6438211024824558,-0.297629687676004,-0.362812403029663,-0.2643013260235347,-0.090247591781693,-0.6559690833927628,-0.3165222428815774,0.2805743556631064,0.0256337192799608,-0.0801049068939959,-0.1061080560430347,0.0258000963365744,-0.4967811033640761,-0.4143720092740746,0.0208431579208684,-0.18678522056901,-0.0106125020033306,0.0977467433325252,-0.5958511076077304,0.277384511835782,-0.1107242203754499,0.5104278748730137,-0.1625242676889539,0.5880450456385912,-0.1111160064508215,0.0212282879409233,1.9678838758950612
28,1,-0.3870910245728877,-0.3303093495821015,-0.3738165675414263,0.6453410880632544,-0.3580203758337016,-0.3628126210793252,-0.2643039293704827,5.208324152312993,-0.6559690833927628,-0.7027405498960987,0.9189680995032397,1.413556392637621,1.2524888378727417,-1.2011364553820598,1.4135324122415287,-0.4568159977960298,-0.6617112387037365,1.158432612556719,5.289993268744739,1.2015400294474234,-0.3631277154360691,-0.1444426907969706,0.9477462302678368,1.3047752478828183,1.80648136489,-0.2294309457123301,-1.2943785069127995,1.3044893263011053,1.1588462000135202,0.09018504249111
29,1,-0.3044993510328266,-0.2468856647027544,1.093330737999581,0.6457556295852903,1.091493266854214,-0.2388717988251226,-0.1459752000327055,-0.0777122455881225,-0.6559690833927628,-0.5400120407923311,1.2490999376717926,0.985847870829429,1.138082361598934,0.3264373225581168,0.9858942005981608,-0.6443445700768623,-0.4590678211139455,1.189016519275886,-0.1841409815050276,1.200190193666298,-0.946161669299959,-0.6247467068693061,1.2662678862256012,1.1579191879423552,0.5444967961656574,0.8658561537813794,0.8469129684987753,1.1582555200106754,1.1891557358591485,-0.3121789932382975
30,1,-0.3713800579292425,-0.3141404659987928,0.9050376615439812,0.6457556295852903,0.948744160650392,-0.3256124551661812,-0.0491352554312051,-0.0036358388702889,-0.6559690833927628,-0.4830919828869359,0.6054990670466647,0.3945536195647165,0.4484207863145773,0.2485699935476731,0.3943086207669731,-0.5060038200336253,-0.4815837564017001,0.4896200287699055,-0.1755177859921009,0.5077244379488849,-0.6102230577879103,1.4925953933529377,0.6108243646687022,0.4370381637820477,0.9335997393500596,-0.1972166192566282,0.7995789851258539,0.4367945802260419,0.4893422304456337,1.4984591675440735
