f_id,i_id,ela_meta.lin_simple.intercept,ic.eps.ratio,pca.expl_var_PC1.cov_init,ela_meta.lin_simple.coef.min,ic.eps.s,ela_meta.lin_simple.coef.max,ela_distr.skewness,ic.eps.max,ela_level.mmce_qda_50,pca.expl_var.cov_init,disp.ratio_median_10,disp.ratio_mean_25,ela_meta.lin_w_interact.adj_r2,nbc.nb_fitness.cor,disp.ratio_median_02,disp.diff_median_25,ela_level.qda_mda_10,disp.diff_mean_05,ela_level.lda_qda_10,ela_distr.kurtosis,ela_level.mmce_qda_25,disp.diff_mean_25,ela_level.mmce_mda_50,disp.diff_median_05,ela_level.lda_mda_10,nbc.nn_nb.mean_ratio,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_median_05,nbc.nn_nb.sd_ratio
11,1,-0.3302969268157094,-0.4257436003291466,0.4922464606294137,-0.2642996608217895,-0.4797383943065486,-0.3627538036079267,-0.3505322916922669,-0.3870906459328634,1.841995401050424,-0.7091399635591878,1.0639422858495202,1.103945650874475,-1.6853951147428352,-1.7766497114262616,0.9992738143552348,1.1083567494512911,1.4029309612721346,1.0332113458954462,-1.1342156969597323,-0.1986910432302595,1.823406583019256,1.1039979507077666,1.7866768557230452,1.035212003986259,-0.8391882004005731,-1.689202465873895,1.0039304819493375,1.0335124190148164,1.035333279963637,-1.3236782347243097
12,1,-0.3302972994402579,-0.972026504074988,-1.6498597446463192,-0.2642996948411136,-1.0206784361058028,-0.3627538256563199,-0.2849790593119652,-0.3870909389852154,2.2108119730288287,1.4275086135387989,1.2858166829283646,1.3677508106733287,-1.788540921301493,-1.4619572417844855,1.2345589743877965,1.3812897205829784,1.4029309612721346,1.2447336584954694,-1.1342156969597323,-0.1987948634709775,1.8203155665842616,1.3678060136810068,2.1096032769150432,1.238675081975331,-0.8391882004005731,-1.8438833119172688,1.2374628585600878,1.244832962788674,1.2389275890833358,-1.3948248884123615
13,1,-0.3302972901506286,-1.1225188126757153,-1.6470571634793645,-0.2642996943480799,-1.1518261681228277,-0.362753824685279,-0.2789014792493888,-0.3870909411414893,-0.6242467235262302,1.4275086135387989,-1.3970255089687988,-1.2864727511342948,0.9388099452786676,0.1598067412996428,-1.4843846333774742,-1.2678681090477013,-0.2876491978372612,-1.4622221021583548,0.2409629849763765,-0.1984645635729928,-0.8155486983572384,-1.28668332915984,-0.5897910899705219,-1.4448899481066229,1.5635988444001767,1.2359228191248728,-1.5067533359091911,-1.4619577244586055,-1.4449583162272484,2.0242800116820248
14,1,-0.3302972643979052,-0.7824980776836554,-1.4901126181298996,-0.2642996768453842,-0.8294292876680726,-0.3627538178816873,-0.2856413990160603,-0.387090926924814,-0.3250643999574107,1.6945529634057128,-1.5880475490573915,-1.6260839913351162,0.3528747721236419,-0.2309973954182832,-1.5525044932092815,-1.6075388629503478,-0.242559728640003,-1.582982301505454,0.1074285178364319,-0.1978794228671708,-0.3789426269142752,-1.6253698595127006,-0.2117473843237648,-1.5587061158033546,0.9284481542533444,1.401652297028486,-1.565347199354849,-1.5825625013022462,-1.5585314912374653,2.192999218999406
15,1,-0.3140856324257954,0.9008996980795232,0.6997709232301093,-0.2419340293875512,1.154081218292642,-0.3133657854162242,0.4583194080586918,-0.3825653242133097,-0.1319080928112256,-0.7091399635591878,-1.265082450350907,-1.1419358245012043,-0.683993495239114,1.3882051373315505,-1.3882645857620397,-1.1286751384500011,0.4013398863598675,-1.3653461248015124,-0.5381766813444027,-0.071629197973248,0.2323058731058741,-1.1420728179138246,-0.0906922442329428,-1.348788278797581,-0.0502431607527777,0.9376097588983712,-1.4081133067992353,-1.3649495343887208,-1.3491800165642536,0.8859335526731889
16,1,-0.3302972626248452,-1.4625673908331036,-1.652395413321183,-0.264299694962426,-1.4195804347382313,-0.3627538256995574,-0.3477050823997869,-0.3870909420254277,2.2013641101792865,1.4275086135387989,0.8289392262216303,0.8987638599198113,-1.792285380640572,-1.61052136117351,0.7602274350681563,0.9003385622816068,1.4029309612721346,0.817798016194757,-1.1342156969597323,-0.1897518542986905,1.840407173411724,0.8993498212830576,2.11061770546329,0.8041563778682839,-0.8391882004005731,-1.4627055127389577,0.766604258065128,0.8174725578862068,0.803999900449737,-1.1163365582619864
17,1,-0.006926868289941,1.3468358339813271,0.6997709232301093,-0.0622288213832105,1.3344127615676644,-0.2162774374051854,-0.0869333550124905,0.0890109434749788,-0.8523951153003475,-0.7091399635591878,0.660235912466413,0.7774741312766602,0.9677389621959452,0.6267225450937187,0.6595103416972017,0.793975596608277,-0.6970285858538309,0.5953146256345603,0.2640486047192145,-0.1871990435868336,-0.79159332098603,0.7776827841646033,-1.0615003649054289,0.5839583575723324,-0.8391882004005731,-0.1175345837546323,0.6553180713769731,0.5951402736179296,0.5836574733561808,-0.4536562981961304
18,1,0.3230949005806656,1.4304488594629154,0.6997709232301093,-0.1382669216901109,1.3453303667303722,0.0893700469089775,-0.2318753602586362,0.8099260126270297,-0.4629332133914632,-0.7091399635591878,0.1239300473379617,-0.1534245360595247,-0.4141527781180688,-0.2975951041099156,0.4572403284542888,-0.1704388524191155,0.0186292697587494,0.2700173172591117,-0.3412699247143142,-0.1969100244065017,0.0051161651337838,-0.153249376719417,0.1074594655246596,0.2712840565779968,-0.8391882004005731,0.426610535362232,0.452136472953902,0.2700317447350724,0.2712003974064118,-0.3316906061594696
19,1,-0.3302965580078771,-0.2641140255970055,0.6984363607696548,-0.2642993574828167,-0.2283605354352063,-0.3627518270100484,-0.1670089986825813,-0.3870899139716335,-0.4930264061714848,-0.7091399635591878,-0.2161023126822812,-0.2858324898282968,0.4587843933801154,0.5389013907750836,-0.1115396054787785,-0.287860008669851,-0.5394903794512155,-0.1924238560851759,0.3481300530963153,-0.1950522154638697,-1.06901204602678,-0.2854246925462691,-0.7477038006476556,-0.1789219803852955,0.3761866264998855,0.3713673760610276,-0.121156003924472,-0.1919369874355698,-0.1789052731409955,-0.1019885528237586
20,1,1.0122804054302974,1.5252269942412455,0.6997709232301093,0.3235558038088512,1.4874229979230116,1.4393965266106403,-0.1500580084777769,1.792427569986164,-0.6819836631623188,-0.7091399635591878,0.8394421562608658,0.6703348709752107,0.4203758115972894,0.4777925042283669,0.8559295694330878,0.6747154151854295,-1.0099055123567573,0.8833202605420324,0.6350028278418749,-0.1936628262463708,-0.6215874170613365,0.6704895644926437,-1.051017936573542,0.8909244243947096,-0.8391882004005731,-0.194875006776316,0.8488042823234248,0.8830186322577517,0.89088076243912,-0.8337827050437226
21,1,0.2380317546784257,1.3775050805907074,0.6997709232301093,0.0339247814851895,1.36173406848734,1.211341684302954,-0.1563686339917941,0.2555159531112702,-0.738670840259569,-0.7091399635591878,0.5985311984859052,0.3499278378095528,1.1491582208297184,0.8290771215029071,0.6720477392122578,0.3562235001929886,-1.8446105640816115,0.7017298039578753,2.076043424926669,-0.1944184410160938,-1.173333850707842,0.3501665902881338,-0.7676542287631821,0.7181843495464737,-1.0369237926160964,-0.1258210576498121,0.6688073061270529,0.7015870983973169,0.7181657958337201,-0.2991664216163603
23,1,-0.3302967588754532,-0.3365619417818514,0.6914966359752905,-0.2642990632033378,-0.3485906622895236,-0.3627532007356561,-0.2095643246706918,-0.3870904271581195,-0.3897997565190851,-0.7091399635591878,-0.6073364566437964,-0.8316362687224769,0.1984232411246188,0.144438039293881,-0.4805570056719431,-0.8645166011460383,-1.1993362701427994,-0.5025751734272882,1.155221425674355,-0.1966026591573542,-0.2491199366445079,-0.8313724588363671,-0.4504762360112518,-0.5133486130435823,0.7057459468590941,0.8989395473875263,-0.4689253373249566,-0.5028875642541751,-0.5138676326181358,0.9509819217594114
24,1,-0.3302971226472727,-0.6988850522020672,0.5444278528331898,-0.2642995447123574,-0.5015736046319637,-0.362753746717361,-0.0213371932069233,-0.3870909225586942,-0.6739354836978938,-0.7091399635591878,-1.2499844884195064,-1.180344238571536,0.9937260451894312,1.1741410736798774,-1.0973969634127276,-1.2071602454140598,-0.0781481275426831,-1.1417430319799005,-0.2013982286253554,-0.1838549874900959,-0.2359831167957815,-1.1801204466313608,-0.6006116611518243,-1.196709619472773,-0.2280054608253212,0.8657936518068075,-1.0443255071330313,-1.1420928815254714,-1.195830061366126,0.8249507066548624
25,1,-0.3302971288068398,-0.6375744021486348,-0.0438472797352126,-0.2642996738871821,-0.621803731486281,-0.3627538201057133,-0.1133165532256122,-0.3870909012772086,-0.7159259852514124,1.1604642636718838,0.1921990925929909,0.1417138036388106,0.8489175198295004,0.3387423432238612,0.2637464934719156,0.1091290330590148,-0.5078727638555776,0.2481137885482892,0.0712157809849214,-0.1890149763179728,-0.4191258405692014,0.1411699324685298,-0.4102372369307831,0.229163145103196,-0.8391882004005731,0.5370968539646408,0.2953241189842294,0.2480082637462337,0.229330102471768,0.2293515772091651
26,1,-0.3302970833657442,-0.542824110535633,0.6131578195466036,-0.2642995460065708,-0.4360133856299046,-0.3627537273704071,-0.0332961045308627,-0.3870908642857276,-0.1525534227417054,-0.7091399635591878,-0.1123858785448325,0.1033053895684792,0.0877738374353711,0.7544291403320674,-0.7597230570072038,0.0861432217030088,1.015546436278617,-0.4152487454866546,-0.7875919064091811,-0.1828259998971804,0.4587228269692159,0.1029427773493695,-0.0829149586963815,-0.4240357829303803,0.6707926856088725,0.2912647950742778,-0.7690608105142229,-0.4153180088937915,-0.4238464985086539,0.1968273926660597
27,1,-0.3302965514580707,-0.2863885578598328,0.6979025357854727,-0.2642922277227422,-0.2447642371921744,-0.3627530570504288,-0.0743059712094181,-0.3870902630938028,-0.3257642416499695,-0.7091399635591878,0.0313729763672007,0.3064656850457573,0.5718854086725222,0.5791527531711247,0.0694168319885386,0.3029598822451508,0.6597795268807382,-0.0341650142753836,-0.5795949991183177,-0.1852044458457801,-0.524220399359012,0.3057278216727795,-0.4362742363357922,-0.065200674961653,0.5229903237508079,0.0868651056598258,0.0950932906627388,-0.0346264089438642,-0.0648087194440956,-0.2849370908787498
28,1,-0.330296452675264,-0.3309933087161446,0.6993705544919729,-0.2642948310638413,-0.3048656536128797,-0.3627532750959501,5.219100678368594,-0.3870903774298903,-0.7127766976348985,-0.7091399635591878,1.210326873271362,0.9260540488645196,-1.3130770326097396,1.9015929686192377,1.4309782021236828,0.9539828063543914,-0.1339600924636802,1.2663515699935832,-0.1305570621595884,5.29009597506658,-0.4840371857040843,0.9261271814541912,-0.6851473735057504,1.3171509284997898,-0.0212818871454546,-0.3716531165401689,1.341161350701323,1.2663320751825404,1.31743439208579,-0.7545050052198933
29,1,-0.2468730880663418,1.123867766030425,0.6997709232301093,-0.1459663675779683,1.1377048105485803,-0.2388148065145335,-0.0617828445819902,-0.3044987218828743,-0.5497135832687349,-0.7091399635591878,1.2090140070164577,1.2464610820301774,0.831102475513211,0.6139152934222514,1.01139329861979,1.2633156548033724,0.351301572982423,1.1545345009081738,-0.608338858994204,-0.1825609204068263,-0.6725891882387445,1.2462227555499772,-0.4812472353080808,1.1743522741510708,-0.8741414616507924,-0.9517062892028184,1.0153120237697166,1.1546415644534291,1.17402863193464,-0.8215861358400566
30,1,-0.3141276311656364,0.9371514993372748,0.6997709232301093,-0.0491266405490206,0.995639473368848,-0.3255538156249336,0.0122213518005619,-0.3713794142089646,-0.4926764853252054,-0.7091399635591878,0.5355136182504946,0.6218189795179488,0.7837046511854685,1.0109400952377472,0.4313297069231719,0.6267805629868489,-1.4599753969659754,0.4810656708612347,1.497884448131772,-0.1739400521146976,-0.5334934486639953,0.6218578570304685,-0.503902806218933,0.4698390430463823,-0.3088972940043964,-0.617485175430532,0.4559303202273624,0.4813522885089302,0.4700842983459626,-0.6650634977263421
