f_id,i_id,ic.eps.ratio,ic.eps.s,pca.expl_var.cov_init,disp.diff_mean_10,ela_level.lda_mda_50,ic.eps.max,ic.h.max,disp.diff_median_05,ela_level.lda_qda_50,disp.ratio_mean_10,ela_meta.lin_simple.coef.min,ela_level.mmce_qda_50,ela_distr.number_of_peaks,ela_meta.lin_simple.coef.max,disp.diff_median_25,disp.diff_mean_25,ela_level.mmce_qda_25,disp.diff_mean_02,pca.expl_var_PC1.cor_x,nbc.dist_ratio.coeff_var,disp.ratio_mean_05,disp.ratio_mean_02,disp.ratio_median_02,disp.diff_median_02,ela_level.qda_mda_10,nbc.nb_fitness.cor,disp.ratio_median_25,ela_meta.lin_simple.intercept,pca.expl_var.cor_init,ela_level.lda_qda_10
14,1,-0.7741179685519616,-0.8275478570965028,1.6945529634057128,-1.7432800218580855,-0.3486670035569483,-0.4360284770192619,0.7072232651237721,-1.691149837945407,-0.2532680163749526,-1.7436166157073676,-0.533401932090491,-0.3246193635789302,-0.7595059965715167,-0.4024559199783024,-1.7185245362356762,-1.7398400131079774,-0.371676012098436,-1.7001825352567468,-0.3139161891161862,-1.625420490706271,-1.7175560990392793,-1.6999216259818437,-1.6886065561623242,-1.6897932770207849,-0.2436293001899118,-0.2687800437534021,-1.71794264188888,-0.4556601551832491,0.6172133998483701,0.1186817563181421
15,1,0.9847921292440376,1.2227262047657803,-0.7091399635591878,-1.4060743313057522,-0.3160594287082258,-0.4268408277000792,-1.6122612391314548,-1.4715146589035557,-0.2721277109890219,-1.405872119136512,-0.3732673969985601,-0.1314909296334324,2.3804223582272903,-0.2973436162432442,-1.2194184128850514,-1.235559689671469,0.2377068798696864,-1.5355122103405765,-1.2510483419190248,-1.0973157421622353,-1.4897336367113505,-1.5356090842895254,-1.5168325090119894,-1.5165215231752465,0.4004411840379659,1.3115003152063391,-1.2198240618823817,-0.4050646189891128,0.6172133998483701,-0.5266856446368285
16,1,-1.4846932106734845,-1.4375630729373532,1.4275086135387989,0.8194301128392598,-0.4867527159074818,-0.4360285076757625,0.2444852787288137,0.7810923223745478,-0.6462707703181318,0.8189854283963038,-0.5334020618056746,2.2014445731719667,-0.1592255758011565,-0.4024559366170363,0.8953652104811097,0.8944952871997335,1.8409000507744389,0.7369998312024135,-2.1212424838074,1.3381187778224226,0.7950786240328491,0.7370139789562342,0.7302167948044715,0.7302713152256356,1.4022980474206133,-1.6151431970366177,0.8955901629962703,-0.4556601496496348,0.6172133998483701,-1.1225051189277715
17,1,1.4507316616009798,1.409127579803265,-0.7091399635591878,0.6324462026058739,3.6212411722419255,0.5305294168764204,-0.5386097751703458,0.5507010783420916,3.1474245975897346,0.6322648937067241,0.9133937645720352,-0.8518739830641937,0.5334056789338746,-0.0907109682954288,0.7845060980672756,0.7675458388300944,-0.7830672438442964,0.6208261924704632,-0.6486062436886325,0.2434550514714256,0.5623154336062416,0.6207177027986688,0.6248795292491773,0.6251902361961541,-0.6982187581013896,0.5683221396141984,0.7853681793352586,0.5535595586950416,0.6172133998483701,0.27524415472685
18,1,1.5380953239179065,1.4204126638073509,-0.7091399635591878,0.0718467553266863,-0.1797994843010883,1.99409466254988,0.5400084650311398,0.2235527184874318,0.8450318464443766,0.0721032896379879,0.3689728679771254,-0.462468282011043,-0.1592255758011565,0.5597970516293009,-0.2206758197312241,-0.203804553953136,0.0112105837399424,0.4084956009639853,-1.1171723200900612,-0.3538673097458625,0.2219541645862031,0.4083888955715983,0.413330829959707,0.4131492008206864,0.0176290089546164,-0.3337768856360408,-0.2214672483374472,1.583537810142649,0.6172133998483701,-0.329851415423568
19,1,-0.2324807174642026,-0.2062475572515667,-0.7091399635591878,-0.2834419142112765,-0.1599082230230366,-0.4360264205730397,-1.4524966033993847,-0.2474938821472511,-0.4028512805198748,-0.2834894933370195,-0.5333996455044949,-0.4925571322271894,0.810458180827887,-0.4024516828161,-0.3430605715868854,-0.3417185184065088,-1.059639251703406,-0.1910033609476836,0.8909680073446169,-0.3897579237245841,-0.2616882192954984,-0.1907131331188902,-0.1815406157695685,-0.1815421633437836,-0.5406387463752694,0.4826120184502801,-0.3422874996581704,-0.4556579505821153,-1.6201851746019624,0.3592946330633169
20,1,1.6371249298209425,1.5672880321205258,-0.7091399635591878,0.8152921375790987,2.5702714881933626,3.988719542374098,-0.4185793493612765,0.8718769631929412,1.2616708516440776,0.8148665930722679,3.6755512973337217,-0.6814871219564815,0.810458180827887,3.433051690473349,0.6602045822609628,0.6556986168658411,-0.6135802195295219,0.8228780392376203,-0.6486062436886325,0.3588177392601724,0.8636998476256,0.822914637481709,0.8303090512864726,0.8299430875171325,-1.011178711581887,0.4229720591403872,0.6603086209506485,3.734444653764753,0.6172133998483701,0.6460617428653944
21,1,1.4827766413019767,1.4373685025234892,-0.7091399635591878,0.5703901230658016,-0.4754297515567711,0.8685594508731195,-0.6925798386219771,0.6911405483738823,-0.639028894118285,0.5704823638462024,1.601838510997332,-0.7381661188752691,0.7181073468632162,2.94768370442006,0.3282494625110663,0.3214681972017736,-1.163642652987472,0.6351774833406403,-0.9163582873465784,0.2511458973240093,0.6737563007208673,0.6348142211207983,0.6379920519324085,0.6382166596810682,-1.8461052658585049,0.76581254379606,0.3285828432016422,1.3180608066745148,-1.6201851746019624,2.086571555969793
22,1,0.446064091020645,0.7313454345178801,-0.7091399635591878,-0.0916723691976388,-0.214985555982151,-0.4359953364039844,-3.0468317765598307,0.0584638429485864,-0.4176123813697756,-0.0919636507693996,-0.5316357707726573,-0.3680032871463972,3.719509450715017,-0.3992183015469788,-0.4006386573201865,-0.395808466011686,-0.58430518805697,0.1794244451527462,-1.3179863528335252,-0.2743952359358372,0.0600080769073129,0.1793204728369993,0.1851729352714764,0.1853021746011494,-0.249954501358674,1.154722218577339,-0.4016377985525621,-0.4546077874630063,0.6172133998483701,-0.1907099775314361
23,1,-0.3081784361950195,-0.33052454484656,-0.7091399635591878,-0.6757691206555148,-0.2540473806658614,-0.4360274624182411,0.2784249163713777,-0.5974015145236559,-0.2536378143085619,-0.6754653216743336,-0.5333975385094871,-0.3893453785787801,-0.4824534946775043,-0.4024546065094753,-0.9440934367839288,-0.9113696697013904,-0.2422495571671523,-0.5540198982139081,1.4934101055750275,-0.9409352098263738,-0.5872273040195046,-0.5541389961112826,-0.5674858667460189,-0.5673302689161694,-1.2006597378982868,0.0976307242223475,-0.94320927596388,-0.455658577477836,0.6172133998483701,1.1660887265972089
24,1,-0.686754306235035,-0.4886567844538104,-0.7091399635591878,-1.3073672266224712,-0.4591740106572361,-0.4360284681553867,-0.5137758939684688,-1.3123961006824636,-0.4914178856192786,-1.3077065439136806,-0.5334009860387011,-0.6734401038754184,-0.2515764097658273,-0.4024557685196208,-1.3012212212277867,-1.275259230252551,-0.2291528325610105,-1.1553621132847178,1.895038171061956,-0.9922075155102612,-1.2564214764960009,-1.1554436057896045,-1.212621982761016,-1.211972903992846,-0.0791740698020931,1.1025818948692885,-1.3014307228621698,-0.455659712787982,0.6172133998483701,-0.1900312388100111
25,1,-0.622693438961684,-0.6129337720488037,1.1604642636718838,0.1697896759737098,0.3821686855745633,-0.4360284249507929,0.0151857756314925,0.1794819807877127,2.33014034781893,0.1702688648608179,-0.533401910910227,-0.7154245460374833,-0.2054009927834919,-0.4024559247116858,0.0707098843747049,0.1033975426541039,-0.4117365814819267,0.244579966492218,0.6232159636865223,-0.5051206115133302,0.1988974334590392,0.2445168700768473,0.2109608965484987,0.2108090966311682,-0.5090127405314585,0.2872643672975166,0.0699851123046527,-0.4556597320116239,0.6172133998483701,0.0824823578421402
26,1,-0.5236929251872914,-0.420889855009276,-0.7091399635591878,-0.1593216255137247,-0.2322662894113119,-0.4360283498525624,-0.4376186582827164,-0.5039542891118008,-0.0628220805662137,-0.1592379610619687,-0.5334009953050666,-0.1521332803631141,-0.0206993248541503,-0.4024557273435951,0.0467524229697188,0.063510681183209,0.4634327804343633,-0.8675659551741025,-0.4477922109451684,-0.3231039263355356,-0.4955493492995899,-0.8677865287786559,-0.8594580384926441,-0.85959299371182,1.0148107236473085,0.6929589408067296,0.046668923453285,-0.4556595901926754,0.6172133998483701,-0.7760090016402915
27,1,-0.2557544203791347,-0.2232033959677054,-0.7091399635591878,0.0085387147059366,-0.225491729410816,-0.4360271293431783,-0.7894319753092943,-0.1285082845731497,-0.2450708288466152,0.0089478146694532,-0.5333485975383228,-0.3253191042816314,0.2563531770398621,-0.4024543007049209,0.2727342991995993,0.2751000329433414,-0.5165103783310602,0.035235097319933,1.9619761819764563,-0.1077602424632029,-0.0969972826728985,0.0352716762327432,0.0077167949584085,0.0079041237342131,0.6589494057178147,0.5218958239837427,0.2734718513711353,-0.4556579301405601,0.6172133998483701,-0.5680887066437557
28,1,-0.3023600104662864,-0.285327783410197,-0.7091399635591878,1.1679901690366987,-0.4118321681951418,-0.4360273614625098,0.2809083044915668,1.3178339903650864,-0.4523117541401055,1.1683999583852582,-0.533367237053113,-0.7122757128753284,-0.4362780776951689,-0.4024547647701189,0.9512770896429292,0.9224352385869852,-0.4764498089475679,1.337413464021354,0.0877118763707419,0.4100900449440599,1.264996763196001,1.3374375562394232,1.4317367583573632,1.4317056434887228,-0.1350008453350822,1.8125473985104108,0.9517609815927484,-0.4556576218453136,0.6172133998483701,-0.1192161655413327
29,1,1.2177618954225085,1.2057985787596517,-0.7091399635591878,1.199161832047592,-0.4184465731128837,-0.2683539671701353,-0.3680837909174619,1.168425019397299,-0.42476180808622,1.199291223315519,0.3138460405493902,-0.5492361291459769,-0.2515764097658273,-0.1386771388220135,1.2736859732464432,1.256428385123956,-0.6644263268239542,0.9969228714942876,-0.3139161891161862,0.9176858712145408,1.1480661981939546,0.99691853552049,0.9929043325585454,0.992952485790672,0.3503895921808044,0.5558227469444605,1.272888491682043,-0.1952982779637813,-1.6201851746019624,-0.596821979184082
30,1,1.0226700807380895,1.058951423156487,-0.7091399635591878,0.486324459332521,-0.4595583828558457,-0.4041317599830641,-0.9732026962031772,0.4312990473591265,-0.5925268039669279,0.4860462397034885,1.00720332857098,-0.4922072618758388,0.3487040110045329,-0.3232833402872381,0.6102434408544343,0.6049554691586599,-0.5257551251118661,0.4123194818101648,1.4934101055750275,0.59467034540605,0.4431889894492287,0.4123535413496976,0.3862316164143617,0.3859907266856925,-1.461368029549879,0.9433039197063404,0.6104967629499995,-0.4051956945504991,-1.6201851746019624,1.508625534676376
