f_id,i_id,ic.eps.ratio,ic.eps.max,ela_meta.lin_simple.intercept,ela_distr.skewness,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ic.eps.s,pca.expl_var_PC1.cov_init,pca.expl_var.cov_init,ela_level.mmce_qda_50,disp.ratio_mean_25,nbc.nb_fitness.cor,ela_meta.quad_simple.adj_r2,disp.ratio_median_02,disp.ratio_mean_05,ela_level.mmce_mda_50,disp.diff_mean_10,ela_distr.kurtosis,disp.diff_median_02,disp.ratio_mean_10,disp.ratio_median_05,disp.diff_median_25,ela_level.lda_qda_50,ela_level.mmce_qda_25,ela_level.lda_qda_25,disp.diff_median_10,disp.ratio_mean_02,ela_meta.lin_w_interact.adj_r2,disp.ratio_median_10,nbc.nn_nb.sd_ratio
15,1,0.8737689446564598,-0.3825659598793203,-0.3140984533977152,0.4409054491885879,-0.2419430780795967,-0.3134241930285133,1.1105341318436457,0.6896055604461341,-0.7091399635591877,-0.061022913436338,-1.11930269287548,1.3289404479007898,-0.4557907900173791,-1.389251294855422,-1.3634121174768576,-0.0099720637988955,-1.2804912294846826,-0.0732121814986026,-1.3889398904793393,-1.2803147710858207,-1.3473081129029465,-1.105406118326089,-0.2843886742853361,0.3343491366369253,-0.2641669756339968,-1.2564076847050774,-1.4099431815249022,-0.7680315034941213,-1.2571555708239572,0.8742420377537965
16,1,-1.4919623361957428,-0.3870915786613609,-0.3303101457683268,-0.3665371698223503,-0.264308793907512,-0.3628131712155493,-1.455242932531663,-1.6525742660076517,1.4275086135387989,2.413835059930169,0.9887191788654116,-1.77113358325277,-1.644759392618219,0.812933497747686,0.8800320388545538,2.308532769444298,0.9064416369704532,-0.1913674901129967,0.8130042275659465,0.906013445113033,0.8666767323238178,0.9907727472075556,-0.6605320689271859,2.0382535486367392,-1.029063300208072,0.8995599773731953,0.8209831603656812,-1.9334255048944928,0.8994935753564431,-1.172199313425196
17,1,1.3201322855780462,0.0890104088763728,-0.0069385113087582,-0.1053066377254454,-0.0622374662986252,-0.2163340012609584,1.2903132170911449,0.6896055604461341,-0.7091399635591877,-0.8252299571018504,0.8634281315108265,0.5417221368781469,-1.033944830531945,0.7096993925118662,0.6514831867919593,-1.032464748321355,0.722698459164854,-0.1888139737353886,0.7100206948021953,0.7225264735591637,0.6401119243898197,0.8808889151567799,3.153446082854344,-0.7505491554821304,1.6284765834026278,0.7258647157748211,0.7068206183499585,0.9688025590559682,0.7257447256484921,-0.4948999423750918
18,1,1.4038254120008438,0.8099256325336862,0.3230845231945178,-0.2505036555655303,-0.1382757374542634,0.0893192874525214,1.3011973754230657,0.6896055604461341,-0.7091399635591877,-0.4121350374322461,-0.0981806569356137,-0.4138345443535668,0.5576275091355295,0.5023744674739545,0.3172843936815624,0.1987289857065593,0.1718151035297511,-0.1985276389321406,0.5022122566368176,0.172065558897559,0.3188311872482603,-0.1154499390054984,0.8387437153494827,0.0936245344610745,0.1031306365815418,0.1736161769397133,0.4983874923970099,-0.4842878821533141,0.1733991606236069,-0.3702436164149497
19,1,-0.2923608574689789,-0.3870905506073464,-0.3303094411486566,-0.18552316738348,-0.2643084564271444,-0.3628111724880842,-0.2676724169358034,0.6882766640906994,-0.7091399635591877,-0.4440543214318741,-0.2349567169643678,0.4509329035069626,1.2089536797097882,-0.0806197948743886,-0.1576013107220838,-0.7019620624151053,-0.17731584093358,-0.1966693164409964,-0.0806083439069694,-0.177369188399882,-0.143985285015964,-0.2367580139635757,-0.4158111501992417,-1.044495183309105,0.3656766468352297,-0.1762622522552694,-0.0897225725324708,0.433625310809285,-0.1768028010445586,-0.135474202523349
20,1,1.498694343850062,1.7924274004608438,1.0122726710688603,-0.1685423534158911,0.3235480257064687,1.4393714048354305,1.4428546961130126,0.6896055604461341,-0.7091399635591877,-0.6444777325923298,0.7527543730142772,0.3877587286195138,-0.0949548353453332,0.9110273155858712,0.9474108277881028,-1.0214242491154348,0.902375379488545,-0.1952795431588345,0.9106864299396268,0.9019659383875788,0.9560110746445863,0.7576809389325971,1.2576102581019588,-0.570415099432174,1.159540060854183,0.910105608901044,0.9053077652636584,0.3932378177656206,0.9103106243654988,-0.8834121582842006
21,1,1.3508309132019929,0.255515454197728,0.2380210510753232,-0.1748640819154023,0.0339163526156995,1.2113122316516896,1.317550823316776,0.6896055604461341,-0.7091399635591877,-0.7046047559404663,0.4217771895859145,0.7509156621042504,0.909513224723021,0.7225501110059512,0.760906340020041,-0.7229746254199207,0.6617179114662957,-0.196035366800865,0.7227870950156607,0.6618138726773697,0.7784187073804079,0.4286461863285274,-0.653251474434077,-1.155031990430669,3.3850510512310747,0.6621860425480586,0.7206585022306525,1.1595690155600842,0.6621945627202918,-0.3370019294922454
22,1,0.3576752666353595,-0.3870752393318478,-0.3299729505297482,0.1584366125019745,-0.2640620992685877,-0.3612919081772678,0.6366106676759918,0.6896055604461341,-0.7091399635591877,-0.3119233318520186,-0.2882054120900675,1.1628718085259986,0.237303162951468,0.2787719656768678,0.1582704517983888,-0.5587917178738206,0.0111300288910434,-0.1549758107307574,0.2789133344472218,0.0108398743336817,0.1568454219557806,-0.2938295578787484,-0.430651170463919,-0.5393010352053633,0.6486774877934147,0.0225251661989611,0.2735218793357375,-0.3999038009429351,0.0226365400598989,-0.2767513719448432
23,1,-0.3648781784653556,-0.3870910637939423,-0.3303096420170029,-0.2281533656906793,-0.2643081621470043,-0.3628125462397797,-0.3875342105660793,0.6813664030424385,-0.7091399635591877,-0.3345637542238477,-0.7987664300600007,0.0431379302813935,1.0004288112134974,-0.4588592758836359,-0.4772462854228358,-0.3889104881569229,-0.5628433847831072,-0.198220188718946,-0.4586956492241587,-0.5625569117721569,-0.4884068457707357,-0.8325033070502509,-0.265799922388037,-0.1757577584499967,0.033063312770795,-0.579830438731212,-0.4464805163316046,0.1598496664749992,-0.579737876631869,0.9407254115992092
24,1,-0.7275483929641446,-0.3870915591946232,-0.3303100057902174,-0.0395950652951522,-0.2643086436571058,-0.3628130922318531,-0.5400484791921171,0.5349220246735266,-0.7091399635591877,-0.6359411798947541,-1.158978191204432,1.1076416915585283,0.1832876849674894,-1.0911146257926403,-1.134324235102795,-0.5470389283965509,-1.1834948779597925,-0.185468993251329,-1.0904704325008332,-1.18384919412919,-1.1896276171199034,-1.1864892684388189,-0.5048512717873049,-0.1618383086643182,-0.1575731684223616,-1.241722646409288,-1.0367527506174443,0.9961285649876386,-1.2416060628734404,0.8119138747737296
25,1,-0.6661790075552202,-0.3870915379131331,-0.3303100119498083,-0.131736254834189,-0.2643087728322207,-0.362813165621599,-0.659910272822393,-0.0508554888021208,1.1604642636718838,-0.6804797157081885,0.2066942249605441,0.2440091091151387,-1.023110330587484,0.3040450453819026,0.2946451205998904,-0.3465292170116173,0.2680605155589648,-0.1906304084393254,0.3039111072607643,0.2685311358541883,0.2757784921539126,0.1733723064085579,2.331792267740556,-0.3558918144999531,0.7285275567237041,0.2430564568840149,0.3375220922839463,0.843859123129398,0.2437099791824661,0.2031754830016987
26,1,-0.5713379455449704,-0.3870915009216441,-0.3303099665085384,-0.051575017262156,-0.2643086449513221,-0.3628130728845318,-0.4746891084089337,0.6033601869784174,-0.7091399635591877,-0.0829210268779431,0.167018726631592,0.673744813738744,-0.2135062477811008,-0.7450019410186058,-0.387228223407615,-0.0017807256783741,-0.0553467568184242,-0.1844397212184825,-0.7451244542250258,-0.0552694021820504,-0.3958435513178903,0.14962561019146,-0.073964002807909,0.5742549476489126,-0.6825381402918208,-0.0702518851056544,-0.7543734326770386,0.0434993141747407,-0.0699844420801373,0.1699337960789984
27,1,-0.3146567286438833,-0.3870908997295905,-0.3303094345988251,-0.0926570371613118,-0.2643013266510502,-0.3628124025518238,-0.2840258648295141,0.6877451055485253,-0.7091399635591877,-0.2666424871083603,0.3768812309505219,0.4925446354687554,-0.1808457262093926,0.1048589087235783,0.0041077827184313,-0.3739523924585798,0.1096042932531695,-0.1868188246337087,0.1050563646443598,0.1100037891072793,-0.026666690883871,0.3736194163250237,-0.2571871340089549,-0.4672474127853808,-0.5946840071728154,0.078068866279462,0.1321160034299001,0.552553588197437,0.0780739162313071,-0.322458691463562
28,1,-0.3593042106716295,-0.3870910140657025,-0.3303093358156395,5.210062891601648,-0.2643039299979987,-0.3628126206014858,-0.3439431564467372,0.6892068915395037,-0.7091399635591877,-0.6771393255221809,1.0169096645201925,1.859679174649837,-1.3070056334800246,1.5004469371812563,1.3414419854714907,-0.6360752123152604,1.2489605858034123,5.289995117029044,1.5004370726934202,1.2493769323222936,1.3946104059182398,1.0461927429633031,-0.465536061524517,-0.4246702722644819,-0.5781041599247602,1.29219895794897,1.4103905269089778,-1.429527081047584,1.292287667497764,-0.8023855464101083
29,1,1.096950615117253,-0.3044993408177867,-0.2468856512783198,-0.0801118772040699,-0.1459752006418772,-0.238871798366271,1.0942078943457647,0.6896055604461341,-0.7091399635591877,-0.5041813447800105,1.347886847948555,0.5284820403448494,0.2639968584668067,1.070376224912531,1.2266285291287244,-0.4213196955033331,1.2795919936713829,-0.1841745684530059,1.0704419621719572,1.2797332327631907,1.2471549252201042,1.3657652422028468,-0.4378388211975412,-0.6244553162471609,-0.6674828766987592,1.2906833064361272,1.0761191444159706,0.825126200824039,1.2909355363716322,-0.8709465256881863
30,1,0.9100554749936166,-0.3713800474776305,-0.3141404522986213,-0.0059774770062065,-0.0491352560253639,-0.325612454694041,0.9525777840516476,0.6896055604461341,-0.7091399635591877,-0.4436831669667621,0.7026379540724417,0.9389250328770776,0.1839157719207914,0.4758163159195113,0.5345136092033209,-0.4451814195935473,0.579109241129847,-0.1755513171203053,0.4755958987089556,0.5788399848055837,0.5233314889464047,0.7081593294605107,-0.6065007634123695,-0.4770729067517421,-0.3411584502111731,0.5975457696795802,0.5022793972384555,0.7752863157914321,0.5972922686659612,-0.7109709073726709
