f_id,i_id,ic.eps.ratio,ela_meta.lin_simple.intercept,pca.expl_var_PC1.cov_init,pca.expl_var.cov_init,ela_meta.lin_simple.coef.min,ic.eps.s,ic.eps.max,ela_level.mmce_qda_50,disp.ratio_median_10,ela_distr.skewness,ela_meta.lin_simple.coef.max,ela_meta.lin_w_interact.adj_r2,disp.ratio_mean_25,ic.h.max,disp.diff_median_25,nbc.nn_nb.mean_ratio,ela_level.mmce_qda_25,disp.ratio_median_02,disp.diff_mean_25,nbc.nb_fitness.cor,ela_level.lda_qda_50,ela_level.qda_mda_10,ela_level.lda_qda_10,disp.diff_median_02,disp.diff_median_10,ela_distr.kurtosis,ela_level.qda_mda_50,nbc.nn_nb.sd_ratio,disp.ratio_median_05,ela_level.lda_mda_10
11,1,-0.4661979479444171,-0.3303098167687971,0.485282286014925,-0.7091399635591878,-0.2643087559539531,-0.5189986494237694,-0.3870912930076822,1.8417035122346488,1.0512856356882447,-0.3571686194701214,-0.3628131468421443,-1.6667561659725347,1.0998887500421468,1.254398086117163,1.104883012112942,-1.6898651934799482,1.826559831200458,0.9736956688576732,1.0999369960034044,-1.7745734873787338,-0.6544224057300893,1.407488432331291,-1.134186926694133,0.9738232945305016,1.0511979241016778,-0.1997777649137878,-0.2529564066783338,-1.3018928214114758,1.0163853133246572,-0.7904780585452991
12,1,-1.0161004782999927,-0.3303101893947755,-1.649751534194158,1.4275086135387989,-0.2643087899733536,-1.0584431239673875,-0.3870915860600981,2.212582587466322,1.279604200840486,-0.2916484724272779,-0.3628131688909562,-1.7716093973983578,1.369832263306382,1.2180006884937893,1.3844766711536756,-1.8463003000302225,1.823484189736977,1.214042929160032,1.369881258949221,-1.460574361629522,-0.6551328036583335,1.407488432331291,-1.134186926694133,1.2140663722933211,1.2799780920330015,-0.1998816036184434,-0.232036632824979,-1.37386565440345,1.2253681387983733,-0.7904780585452991
13,1,-1.1675899368408635,-0.3303101801051105,-1.6469582060386292,1.4275086135387989,-0.2643087894803188,-1.1892282644982966,-0.3870915882163724,-0.6383303798268625,-1.4811590411039344,-0.2855739597769404,-0.3628131679198969,1.0008886918023918,-1.346151130685502,0.4933615903557043,-1.3293315136605963,1.2684344107475294,-0.7992690682470301,-1.5633980575666944,-1.3463517518036896,0.1576164817664144,-0.4374421689512087,-0.2814957921473344,0.2409852601906168,-1.5624036622712758,-1.481076146995223,-0.1995512449781878,-0.4342611134074087,2.084943062525144,-1.5295519872407464,1.562241988246472
14,1,-0.8253162517897784,-0.3303101543522883,-1.4905318293290235,1.6945529634057128,-0.2643087719775838,-0.8677227327707009,-0.387091573999694,-0.3374749630117953,-1.6777291667231735,-0.292310477842249,-0.3628131611161759,0.405254236450927,-1.6936646190256652,0.6687308698137789,-1.6772916320698288,1.4360434534799649,-0.3648347115302422,-1.6329834988265246,-1.6929161622138933,-0.2323266185826062,-0.2593484970270771,-0.2364488881280639,0.1074514237419661,-1.634063486995477,-1.6772901597268857,-0.1989660002078654,-0.5791206795240352,2.255621495048969,-1.6461310955384227,0.940325965902512
15,1,0.8692355823232744,-0.3140984601757262,0.6921215851505006,-0.7091399635591878,-0.2419430742878187,1.1103038505096776,-0.3825659703023663,-0.1432384833838224,-1.3453837996968332,0.4512748451646091,-0.3134241907832829,-0.6487778373983585,-1.1982510448740609,-1.649121587929276,-1.1867416616511706,0.9667381338291484,0.2433733878732619,-1.4652100116172395,-1.1983775866756012,1.3833084179758357,-0.2782512592916571,0.406842875366641,-0.5381507262068076,-1.464832664890133,-1.3446501459017746,-0.0726933223099955,-0.3666336683720352,0.9333777346535516,-1.4312387300127514,-0.0179723075205682
16,1,-1.5098916495438526,-0.3303101525792215,-1.652278831096779,1.4275086135387989,-0.2643087900946663,-1.4562422558839818,-0.387091589100311,2.2030818900932143,0.8094570962666386,-0.3543428370969573,-0.3628131689341944,-1.7754158406726344,0.8899326841699641,0.2063184772804566,0.8917883249572066,-1.4607995017456206,1.8434758592496063,0.7295062676268577,0.8905287321384865,-1.6088111582041498,-0.6532487048051644,1.407488432331291,-1.134186926694133,0.7295619245588257,0.8095307568669247,-0.1908369861898479,-0.2404571707282161,-1.0921434224062934,0.7789292494187892,-0.7904780585452991
17,1,1.3181264552169998,-0.0069385174637264,0.6921215851505006,-0.7091399635591878,-0.0622374626761233,1.2901368210586297,0.0890104001105656,-0.8677546275033813,0.6358539269053178,-0.0937027236711223,-0.2163339990867422,1.0302965854138868,0.7658207240484767,-0.5762255716220881,0.7828296651231708,-0.100372771567356,-0.7754328469050454,0.6266222716537343,0.7660317084706618,0.6235035567152437,3.149109875821293,-0.690488719493028,0.2640707708986886,0.6269314784693364,0.6359794453059971,-0.1882837214727087,2.180447476452465,-0.4217678922524756,0.5527550347030188,-0.7904780585452991
18,1,1.4022934938845732,0.3230845177089677,0.6921215851505006,-0.7091399635591878,-0.1382757337601362,1.301024241706364,0.8099256263013576,-0.476114769123066,0.0839714780018216,-0.2385715753139855,0.0893192894031751,-0.3744703099826632,-0.1867385698839398,0.5016337261791975,-0.2051204660657113,0.4499435854041409,0.0173137403073583,0.4200004706122747,-0.1865540206769886,-0.2987775963574401,0.8414594230867025,0.0244935436908818,-0.3412448995791356,0.4198355269350363,0.0841885827316783,-0.197996429344276,-1.3618359918108762,-0.2983858928376623,0.2320281791559535,-0.7904780585452991
19,1,-0.3034974286419648,-0.3303094479595498,0.6907914288859633,-0.7091399635591878,-0.264308452614299,-0.2683157890096858,-0.3870905610462929,-0.5063762496448155,-0.2659368555746922,-0.1737379524051862,-0.3628111702067308,0.512917033401485,-0.3222274596832291,-1.4894693665358385,-0.325407181843618,0.3940739044933292,-1.0514716682525267,-0.1610166186799289,-0.3218037465890028,0.5358758937154637,-0.4092733467530111,-0.5330992316696013,0.348151822154068,-0.1609868299865466,-0.265399884535035,-0.1961382899991313,0.9472333863424368,-0.0660164606064308,-0.2299904067242425,0.3995719401851982
20,1,1.4976996209656326,1.012272666981258,0.6921215851505006,-0.7091399635591878,0.3235480289655746,1.4427240214366266,1.792427397681275,-0.6963901971069637,0.8202650756821297,-0.1567955175257382,1.4393714057986216,0.4738726548777487,0.6561884926078301,-0.4562796021814218,0.6606590443893814,-0.17859032484249,-0.6062725664135529,0.827267409028705,0.6563451645833686,0.4749016448781171,1.259049857428406,-1.003070285187723,0.635023241982314,0.8269092162623721,0.8200676486972172,-0.1947486536853472,3.819557807679472,-0.8063084570953097,0.8681095811119429,-0.7904780585452991
21,1,1.3489989137892051,0.2380210454172305,0.6921215851505006,-0.7091399635591878,0.0339163561476279,1.3173825912295845,0.2555154460170616,-0.753394381345608,0.5723570478393091,-0.1631029580072693,1.211312232781689,1.2147189690791933,0.3283260646202335,-0.7300872979390786,0.3343946157335192,-0.1087532237039768,-1.1552745676450331,0.6394294080819234,0.3285714483379351,0.8254122968772367,-0.6459902911904972,-1.836987362032268,2.076057032945975,0.6396541081335431,0.5723535458124452,-0.1955044028375747,-0.131121748890871,-0.2654840263270457,0.6908233795532637,-0.9840934239920036
22,1,0.3502195243658559,-0.3299729573399589,0.6921215851505006,-0.7091399635591878,-0.2640620954559743,0.636238336955704,-0.3870752497707405,-0.3811077953919923,-0.0666647351015807,0.1694444287799276,-0.3612919058970257,-0.2928924808117935,-0.3749750427348622,-3.0826827261408085,-0.3819982091458249,0.3577586119012993,-0.577053972510477,0.1971562967617749,-0.3748487780852061,1.223022817738738,-0.424068155780354,-0.2427664417405225,-0.2020528497216439,0.1973022016490058,-0.0667772112561594,-0.1544488933705053,0.6463307272064467,-0.2058493932765524,0.0703216740978837,-1.0975246481931036
23,1,-0.3764253788960528,-0.3303096488278966,0.6838746163103684,-0.7091399635591878,-0.2643081583341591,-0.3882135088928604,-0.3870910742328907,-0.4025723339016052,-0.6685340888017238,-0.2162718003170854,-0.3628125439584253,0.2482459908980309,-0.8807312802299228,0.2402342341567824,-0.9161365687398126,0.9276293571915782,-0.2356577700640101,-0.5379733342163098,-0.8804503084761002,0.1422816407414522,-0.2597191394244219,-1.192322217317463,1.1552393827911682,-0.537777834957143,-0.6686336136687284,-0.1976890094316761,-0.0921767610883993,0.9991814676747888,-0.5738181915653187,0.7222642159297088
25,1,-0.6794323236296983,-0.3303100187607027,-0.049041485449774,1.1604642636718838,-0.264308769019375,-0.6606712106024127,-0.3870915483520831,-0.7305223321140525,0.1542233442025113,-0.1200726060341416,-0.3628131633402441,0.90950823142769,0.115267199745014,-0.0228196850303294,0.0812700265413444,0.5616829472257645,-0.4048180505555027,0.222343665070548,0.1147135089049964,0.3361578451284654,2.3299592908230453,-0.5015114636073084,0.0712388579253828,0.2222142677458548,0.1535713140082368,-0.1900999771588749,-1.1909253865561096,0.2691713044704737,0.1890497060508178,-0.7904780585452991
26,1,-0.5840542242005433,-0.3303099733194327,0.6057944435820193,-0.7091399635591878,-0.2643086411384766,-0.4753945297295933,-0.387091511360594,-0.1639992665324643,-0.1592080588467207,-0.040092544417992,-0.3628130706031769,0.1357649514913526,0.0759650790398761,-0.4753055145754599,0.0577232667768565,0.3130628671726487,0.4686641250732951,-0.8231455720173332,0.0755971866180469,0.7509287833274239,-0.068467662394553,1.0204696045071924,-0.7875647732685251,-0.8232245975726269,-0.1594773735317562,-0.1839099000579678,-0.4591280144029058,0.2362694379598611,-0.481414474389279,0.6880392775931674
27,1,-0.3259195501651278,-0.3303094414097183,0.6902593663801481,-0.7091399635591878,-0.2643013228382115,-0.2846741385329066,-0.3870909101685383,-0.3381787183727664,-0.0112738405971907,-0.0810817130282919,-0.3628124002704694,0.6278902671820189,0.2838526122433675,-0.8268712870739602,0.2798311462705412,0.1063450478026494,-0.5093898603138799,0.0238330504336086,0.2830990298496937,0.576038572590363,-0.2511325905526027,0.665038544745387,-0.5795688483595247,0.0240413133517738,-0.0112795430456873,-0.1862887690019033,0.0629453355977976,-0.2510894597286507,-0.112874067512752,0.5433166811986642
28,1,-0.370819848515262,-0.3303093426265325,0.6917225382711394,-0.7091399635591878,-0.2643039261851575,-0.3446093891986843,-0.3870910245046506,-0.7273554329896834,1.2019218487916472,5.209653304061962,-0.3628126183201314,-1.2882749137296796,0.917857875197298,0.2427158749038322,0.9467417093892668,-0.3573733037570864,-0.4694065212886179,1.4146880665350028,0.9179289361867022,1.8955651312620487,-0.4588467673978656,-0.127951771740187,-0.1305330322338922,1.4146378552306542,1.2018443376854655,5.289985408132005,-0.4308402698842187,-0.7261101574756812,1.3059527758704998,0.0103854985297056
29,1,1.0936810187701371,-0.2468856579199964,0.6921215851505006,-0.7091399635591878,-0.1459751969404974,1.093972719538076,-0.3044993509664868,-0.5633804338834597,1.2005708513647109,-0.0685649069415217,-0.23887179617557,0.8913982856443401,1.2457203031848945,-0.4058195736581076,1.2636235525785753,-0.9440049533206132,-0.6570206505610007,0.986075900738257,1.2454699629758264,0.610724522527776,-0.4312339087956849,0.356851798955012,-0.6083125724764376,0.9861170148128504,1.2003299422695937,-0.1836447734244831,-0.4974151476816874,-0.7939702571538283,1.158751505485415,-0.8247029968818382
30,1,0.9057275851022222,-0.3141404590767174,0.6921215851505006,-0.7091399635591878,-0.0491352524152038,0.9523001583594324,-0.3713800578613663,-0.5060243719643299,0.5075091713463658,0.0054019388219727,-0.3256124524398956,0.843215861083134,0.6065437085592337,-1.0105127023555298,0.6115543844935587,-0.6059933838102023,-0.518616784704325,0.3935323886606829,0.6065822791024759,1.0068745823392808,-0.5993820097244004,-1.4527152966483683,1.497900786830587,0.3933104251628868,0.5077668436033753,-0.1750223719518001,-0.2438780142514061,-0.6356300245714849,0.4361759264053413,-0.2712368512109545
