f_id,i_id,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.intercept,ic.eps.s,ic.eps.max,ic.eps.ratio,ic.h.max,nbc.nn_nb.cor,pca.expl_var.cov_init,ela_meta.quad_simple.adj_r2,pca.expl_var_PC1.cor_x,disp.ratio_median_02,disp.diff_median_05,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.lda_mda_25,disp.diff_mean_05,nbc.nn_nb.sd_ratio,disp.diff_mean_25,ela_meta.lin_simple.coef.max,nbc.nn_nb.mean_ratio,ela_level.mmce_lda_50,ela_level.mmce_qda_10,ela_level.lda_qda_50,pca.expl_var.cor_init,ela_level.mmce_mda_50,disp.diff_mean_10,disp.ratio_mean_10,disp.diff_median_10,ela_level.lda_mda_50,ela_level.mmce_qda_50
11,1,-0.2643087614924695,-0.3303098235302689,-0.5447694891344832,-0.3870912936589882,-0.4797137184985856,1.3456201741570102,-1.516869912191205,-0.6548570506842823,-1.5584038221097871,0.9081137776919654,1.061437246197542,1.1042210602795297,2.019953535616871,-1.0236637330966365,-0.8722588611473129,1.1026118861232828,-1.4113608645498246,1.2019207497979063,-0.3628131499225463,-1.879743556755605,1.2897499306537092,1.7653737581329698,-0.6619196952061388,0.6708203932499399,2.038944015503905,1.141139350755158,1.1410213010923116,1.1432560287934934,-0.4947031271865864,2.121740807119807
13,1,-0.2643087950188353,-0.330310186866583,-1.2248870324187209,-0.3870915888676785,-1.187054889098021,0.5671067566896136,2.261859679892016,1.5470030867191007,1.4651475404082066,0.4402277450233489,-1.4891110370884917,-1.4456414364247536,-0.7758997494499619,-0.4004901641180068,-0.4456926819455957,-1.4637120042205602,2.054135175625647,-1.2692054817407017,-0.3628131710002989,1.2366894151468664,-1.0650141770639543,-1.045796826633034,-0.4442553530340557,-1.4907119849998565,-0.537732640257463,-1.4104365224475532,-1.4104103538354114,-1.393588318119463,-0.4129123164204871,-0.5882027468134524
14,1,-0.2643087775161002,-0.3303101611137607,-0.8986383148556354,-0.3870915746510001,-0.841878050921785,0.7465033268016652,2.285411318623836,1.8221977608425264,1.1221023302703044,-0.3618625966945311,-1.5590654995107738,-1.5626590361583443,-0.3133354431358299,-0.1674194378608618,-0.4283836540196625,-1.587902767484091,2.228777659738923,-1.619288605104641,-0.362813164196578,1.4132578554812842,-0.3507503751116587,-0.3544420354428413,-0.2656001790889694,0.6708203932499399,-0.1278401386722026,-1.6126047414869962,-1.6129585137926268,-1.5901564600377702,-0.3546026587452047,-0.2594567566583818
15,1,-0.2419430797957324,-0.3140984669045534,1.1085701852073968,-0.3825659709526801,0.867046911093874,-1.6245777555283876,0.6132449686645719,-0.6548570506842823,-0.4657295638599139,-1.2976346620320425,-1.390402286431283,-1.346836610181616,0.3342545857039558,-0.2641669756339968,-0.3190716848657952,-1.3640839675421348,0.8758244394396908,-1.1197289159159058,-0.3134241938149079,0.9188662225449166,-0.0487167325639173,0.8478036124724565,-0.2845625388625373,0.6708203932499399,0.003413453069768,-1.2809587787371166,-1.2807795314627943,-1.2569160938937731,-0.3219248544438354,-0.0472137314354592
16,1,-0.2643087956331827,-0.3303101593406939,-1.4958402934493562,-0.387091589751617,-1.5322599926556997,0.2734718046665828,-1.3232231048406802,1.5470030867191007,-1.665516321903423,-2.1665658655597566,0.815952874997877,0.8666662794393399,2.0379648891370663,-1.029063300208072,-0.8738182330325321,0.881079079972696,-1.1967399804588117,0.9903863369443818,-0.3628131720145965,-1.638433354965234,1.6569496197147813,1.7653737581329698,-0.6607422937822898,0.6708203932499399,2.3901756939642627,0.9078523376282512,0.9074157566083236,0.901152698023934,-0.4929857769605321,2.516620493539991
17,1,-0.0622374679381475,-0.0069385235740316,1.2910562398077443,0.0890103995636501,1.3197452602775124,-0.5270430789466328,-0.3890081018117949,-0.6548570506842823,-1.0491440967595709,-0.6960669057436463,0.7125232710483677,0.6402745081948698,-0.750520114944229,1.6284765834026278,2.1410713698503057,0.6522753661951836,-0.5107948018934179,0.8646252790112877,-0.2163340020224802,-0.2052861809175438,1.2784007877216124,-0.1739781009777541,3.1536045400164943,0.6708203932499399,-1.049181691877712,0.723951351774443,0.7237720915804476,0.7272881591661966,3.623855814938064,-0.8388955954463249
18,1,-0.1382757391262028,0.3230845122632235,1.3021042830709717,0.8099256259125107,1.4046262007494448,0.5755688590533888,-0.7710680190168852,-0.6548570506842823,0.5569095983710437,-1.1639529384124112,0.5048057261871124,0.3188052745950632,0.0935574068431511,0.1031306365815418,0.28339164298865,0.3177369898663977,-0.3845472230163513,-0.0976321753453293,0.0893192867693027,0.3744468648471294,0.9500078454606136,0.4487495602045882,0.8386784194893993,0.6708203932499399,0.2182587177647255,0.1725948693099158,0.1728410964968227,0.1745014184349564,-0.1853714364693508,-0.410949060893584
19,1,-0.264308458152815,-0.3303094547210209,-0.2903882929986877,-0.3870905616975987,-0.3156331792246706,-1.4612591799075088,0.1683806815079596,-0.6548570506842823,1.2141620379331777,0.8412729158822797,-0.079292576614889,-0.1440642007802658,-1.044432656478341,0.3656766468352297,0.9921261648207852,-0.157841243629532,-0.1467809494645429,-0.2342551090890203,-0.3628111732871309,0.3155907180689901,-0.8387635211918275,-0.7992475077159432,-0.41599771886168,-1.4907119849998565,-0.708948917753274,-0.1768359266829962,-0.1768920596959695,-0.1757179899039564,-0.1654373338454311,-0.4440159090261408
20,1,0.3235480242314171,1.012272662923319,1.4458945661418674,1.7924273975078524,1.5008415591798336,-0.4043425946718784,-0.7527500777810303,-0.6548570506842823,-0.1016104447389438,-0.6960669057436463,0.9142324571739664,0.9558749458666704,-0.5704065797422663,1.159540060854183,2.266288932233409,0.9484626846721128,-0.9042664227269412,0.7538250735614299,1.4393714044980717,-0.2876847864069363,0.6113640644222373,-0.4662788399000784,1.2575854523956718,0.6708203932499399,-1.0378161573972615,0.9037825878362372,0.9033647934091782,0.9117086069513324,2.570622576301296,-0.6516449554398702
21,1,0.0339163510171701,0.2380210398001956,1.3187039680739692,0.2555154455066541,1.3508795779364648,-0.6844381829128672,-0.315736336868353,-0.6548570506842823,0.9119970422135564,-0.9634303529829272,0.7253983254819161,0.7782760216927211,-1.1549568712613636,3.3850510512310747,0.1524823732244966,0.7617135941067763,-0.3508812019824672,0.4227234286926229,1.211312231255906,-0.2141146029342637,-1.4226952301174605,-1.2033850510955042,-0.6534609955032237,-1.4907119849998565,-0.7305800962805818,0.6629184308594969,0.6630076435932837,0.6635474269564513,-0.4816384254668837,-0.7139336693639889
22,1,-0.2640621009941533,-0.3299729641007524,0.6275107614183469,-0.387075250422043,0.3436285775410129,-3.0910600951707794,-0.6376087328699017,-0.6548570506842823,0.233670693668355,-1.3644755238418766,0.2807797790433617,0.1565822565157305,-0.5392960600255636,0.6486774877934147,1.6495573516292077,0.1587220697866702,-0.2898615388585515,-0.2878387136003698,-0.3612919089759253,0.2773342226631973,-0.6842687367613465,0.3013283179655031,-0.4308391736517766,0.6708203932499399,-0.5615635996519549,0.011771790102506,0.0114777290642409,0.0232631597383458,-0.2206332911108579,-0.3071345376867196
23,1,-0.2643081638726748,-0.330309655589368,-0.4120548694349721,-0.3870910748841966,-0.3891797017381464,0.3081664243580646,0.710068372339834,-0.6548570506842823,1.0037398489894669,1.4428406721706943,-0.4582483454423436,-0.4878976177068814,-0.1757941980725114,0.033063312770795,0.1194236892578493,-0.4768033605865847,0.9431564815074632,-0.7985736812426797,-0.3628125470388267,0.877666919800217,-0.453624864270344,-0.5450729521313133,-0.2659719900649218,0.6708203932499399,-0.3866810207108375,-0.5626945813250559,-0.5624087241478689,-0.5796794796625807,-0.259779246263628,-0.330588929966789
24,1,-0.2643086453827765,-0.330310019362584,-0.5668655756609366,-0.3870915702848794,-0.7569971104498529,-0.5016567718553037,0.6760493386160932,-0.6548570506842823,0.1791637411106471,1.8438858430296248,-1.0917010235729494,-1.1904802678005464,-0.1618763339887234,-0.1575731684223616,-0.5738730509106152,-1.1341287429255806,0.8127006500011617,-1.1590568238907206,-0.3628130930309002,0.8423532317333374,-1.2041327033283675,0.5402524002150547,-0.5050464476022589,0.6708203932499399,-0.5494648048824436,-1.1838791217796094,-1.1842315752165204,-1.2422167440789853,-0.465347673322537,-0.6428014960555811
25,1,-0.2643087745578915,-0.3303100255221749,-0.6885321520972211,-0.3870915490033891,-0.694756740513391,0.0390715691899872,-0.0095650333546851,1.2718084125956748,-1.0382110161593323,0.5739094686428503,0.3061007194293413,0.2754995820988486,-0.3559077332744741,0.7285275567237041,0.3024939485825855,0.2952112242294678,0.1961916398181496,0.206694162143749,-0.3628131664206462,0.492159158403408,1.4676752037181973,-0.0036811487360527,2.3318712989138866,0.6708203932499399,-0.343052033511691,0.2689229418264617,0.2693890527430951,0.2440093724203932,0.3778070876616655,-0.6889412841475209
26,1,-0.2643086466769928,-0.3303099800809048,-0.5005220758652601,-0.3870915120119,-0.5985696474644449,-0.423805430108565,0.1238942527922989,-0.6548570506842823,-0.2212405295676347,-0.4955443203141809,-0.7449328908293662,-0.3960725877769644,0.5741330666774789,-0.6825381402918208,-0.7177251073220884,-0.3869961575705231,0.1625256187842695,0.1671806868145393,-0.3628130736835789,0.2302493052406845,0.3096965232594023,-0.7687465610457875,-0.0741175264735284,0.6708203932499399,0.0118459463939729,-0.0547620892739445,-0.0546880031884496,-0.0696043087994869,-0.2379512433904147,-0.0698991272473294
27,1,-0.2643013283767177,-0.3303094481711893,-0.3069879780016858,-0.3870909108198442,-0.3382454843786985,-0.7834447805690474,-0.2450814206728909,-0.6548570506842823,-0.1882828373234391,1.9107267048394596,0.1065373757093336,-0.0271441316148432,-0.4672506459447785,-0.5946840071728154,-0.4644051445682263,0.004913426069782,-0.3361523177801426,0.3767893229013407,-0.3628124033508708,0.0124815621615735,-0.3525808820361905,-0.7153699043730152,-0.2573583691220265,0.6708203932499399,-0.3712825546405505,0.1103306292044585,0.110726327443276,0.0788609907446877,-0.2311620924967608,-0.2602257531265809
28,1,-0.2643039317236673,-0.3303093493880033,-0.367807456165749,-0.3870910251559565,-0.3835266254496394,0.310705055067199,-0.3157363368683581,-0.6548570506842823,-1.3246894179742643,0.0391825741643996,1.5047682871927417,1.3940903897929915,-0.4246783558061326,-0.5781041599247602,-0.7369053815102847,1.342375173487165,-0.8222054964568482,1.0180647387821669,-0.3628126214005329,-0.4760244560969808,-1.214749643490652,0.0878216912744144,-0.4657274368953017,0.6708203932499399,-0.6411223410151048,1.2506654592704292,1.2510724680023986,1.294174330664823,-0.4179038670775233,-0.6854808000406253
29,1,-0.1459752023170991,-0.2468856645134785,1.0919981203125568,-0.3044993515996835,1.0933960856856932,-0.3527237702528444,0.8409108097388376,-0.6548570506842823,0.2606072690602459,-0.3618625966945311,1.073883132149973,1.2472750812544176,-0.6244406403028551,-0.6674828766987592,-0.7390885021495914,1.2273815975350937,-0.8916416648392346,1.34893133166874,-0.2388717991335666,-1.094013997267447,-0.9599430795958304,-0.5247389876845432,-0.4380275191868545,-1.4907119849998565,-0.4200443638631261,1.2813231749597145,1.2814546919959804,1.2926572020516154,-0.4245325179500506,-0.5063046229502594
30,1,-0.0491352576593003,-0.3141404658056292,0.9482354573498188,-0.3713800585092274,0.9038484377320544,-0.971303453044876,-0.2817173031446122,-0.6548570506842823,0.1797975428845739,1.4428406721706943,0.4781972803577781,0.5229452346890915,-0.4770750205921583,-0.3411584502111731,-0.6289188784588537,0.534780819381977,-0.729623938613666,0.703556939115274,-0.325612455483558,-0.7379343092597044,-1.0932039837017429,-0.8653328921679467,-0.6067057652772204,-1.4907119849998565,-0.4446085835466793,0.5802388119676426,0.5799628980108256,0.5988441579639854,-0.4657328733732407,-0.4436314107920412
