f_id,i_id,ic.eps.ratio,pca.expl_var_PC1.cov_init,ic.eps.max,pca.expl_var.cov_init,ela_meta.lin_simple.intercept,ela_level.mmce_qda_50,ic.eps.s,ela_distr.skewness,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_w_interact.adj_r2,disp.ratio_mean_25,disp.diff_median_25,ela_distr.kurtosis,nbc.nb_fitness.cor,disp.diff_mean_25,disp.ratio_median_05,ela_level.mmce_mda_50,ela_level.qda_mda_10,disp.diff_mean_05,ela_level.lda_qda_10,disp.ratio_mean_02,ela_level.lda_mda_10,ela_level.qda_mda_50,ela_level.mmce_mda_25,nbc.nn_nb.mean_ratio,ela_level.lda_mda_25,disp.ratio_mean_05,disp.ratio_median_02,ela_meta.quad_simple.adj_r2
11,1,-0.4021542659604176,0.4922464606294137,-0.3308866482472041,-0.7091399635591878,-0.2889262593671364,1.841780404524675,-0.4663430390262855,-0.3617570213958707,-0.2442347380232832,-0.3119071985737267,-1.6618181904694316,1.1460396129165555,1.1508841314806313,-0.2001288899107933,-1.76459956815749,1.14609934942294,1.0771244041684722,1.7944803088160215,1.4005052176689856,1.0743750955747955,-1.1127922316367382,1.0373890641867294,-0.8196422584444218,-0.1467128138398072,1.6742162001020462,-1.7055836599385827,-0.834962858075328,1.0746614394763854,1.0328801044481333,-1.4395005680430564
12,1,-0.9706575368274007,-1.6498597446463192,-0.3308869591035896,1.4275086135387989,-0.288926638438176,2.2127311747798872,-1.024631890841548,-0.2962093342859331,-0.2442347720701322,-0.311907221446675,-1.765115211462627,1.4115464486474911,1.425590629580189,-0.2002327352902294,-1.4565246848527562,1.411610446138816,1.2835921606325604,2.121590195229325,1.4005052176689856,1.2888283570911558,-1.1127922316367382,1.2737055487277424,-0.8196422584444218,-0.1166664987336401,1.672563159916732,-1.860091824368788,-0.8341108191826168,1.2889081086988703,1.2710093013376906,-1.541531148769448
13,1,-1.1272712054836722,-1.6470571634793645,-0.3308869613908652,1.4275086135387989,-0.2889266289878339,-0.6387329054930992,-1.159985739823451,-0.2901322683372056,-0.2442347715766996,-0.3119072204393196,0.9662340224078368,-1.2597981897794706,-1.2407815103388884,-0.1999023554144298,0.1311356439921033,-1.2600151618691184,-1.4381730196960911,-0.6127744364328808,-0.319321593613492,-1.4556362079802132,0.2716443295793826,-1.5032264266549136,1.5578143593357052,-0.407114211426588,-0.9582502950109966,1.2162760924111562,-0.3688123798729634,-1.4553631233767303,-1.480799854902914,1.4534378293135664
14,1,-0.7734199341366997,-1.4901126181298996,-0.3308869463104734,1.6945529634057128,-0.2889266027895825,-0.3378193300014424,-0.8272490771441089,-0.2968716179614755,-0.2442347540598425,-0.3119072133812905,0.3794398530527662,-1.601600093249179,-1.582659455405524,-0.1993170730244129,-0.2514503738793563,-1.6008881098123529,-1.5533491203457237,-0.229833229092489,-0.2734520868562428,-1.5780697153157814,0.1372108912782781,-1.5625188298159258,0.9293594927903344,-0.61517077074665,-0.1614849256894977,1.38182055430066,-0.3498971164547723,-1.577637897374674,-1.5497431214979367,1.1252116669470908
15,1,0.978451001470732,0.6997709232301093,-0.3260863961990263,-0.7091399635591878,-0.2724345058246702,-0.1435453023156009,1.21987577472121,0.4470262560790737,-0.2218510106293309,-0.2606721912700498,-0.6589484901518542,-1.1143289272908716,-1.1006840594723903,-0.0730362782841652,1.333702368706045,-1.1144711060702333,-1.341042944033037,-0.1072098371176588,0.3815868450064278,-1.357417873226825,-0.512740604914774,-1.4034104385996842,-0.0390143581758002,-0.309983356303507,0.4121200186145684,0.9182960610100516,-0.2304412636966447,-1.3570116747262102,-1.383517944983556,-0.3940282282374141
16,1,-1.4811514525325238,-1.652395413321183,-0.3308869623285062,1.4275086135387989,-0.2889266009858481,2.2032286408169925,-1.4363273128749534,-0.3589300512623053,-0.2442347721915427,-0.3119072214915294,-1.7688651602764651,0.9395342962369392,0.9415142356360175,-0.1911875364711442,-1.60196468790127,0.9401300978693256,0.8425260793429526,2.1226177655531364,1.4005052176689856,0.8559769012634177,-1.1127922316367382,0.7972335031820543,-0.8196422584444218,-0.1287606129902104,1.6800018407506463,-1.479339562022928,-0.8366669358607506,0.8556301051844151,0.7909442241269492,-1.5419859656226116
17,1,1.442525842765615,0.6997709232301093,0.1741399048529935,-0.7091399635591878,0.0400381761647842,-0.8682015034118831,1.4059908382432562,-0.0981803830424848,-0.042000403725165,-0.159952980384945,0.9952054500161626,0.8174621878548998,0.8344601200909,-0.1886341076294485,0.5882327964302887,0.817677629603529,0.619073828773849,-1.0905946370051942,-0.735783151915591,0.6304106801287536,0.2948853646755057,0.6846205935812831,-0.8196422584444218,3.348297235773773,-1.0499940252959408,-0.1356703463531229,2.457997054475392,0.6302192174664657,0.6890097011244921,-0.9522401126870044
18,1,1.529539875508405,0.6997709232301093,0.938853278115792,-0.7091399635591878,0.3757693981731257,-0.4764859367192352,1.417258588418649,-0.2431101273736915,-0.1181000262119299,0.1571249600661565,-0.3887121795227827,-0.1194412439772525,-0.1362211241370208,-0.1983474398365424,-0.3166476166252426,-0.1192642372167773,0.3022068606271638,0.0935088994668398,-0.0077445782014441,0.3006059049912838,-0.3145082467419584,0.4790167207495719,-0.8196422584444218,-1.7393564850019183,-0.0862715972576965,0.4078673035174159,0.4279291887013941,0.3006089571241822,0.4842947254681053,0.5844344285354423
19,1,-0.2339503165525258,0.6984363607696548,-0.3308858718165742,-0.7091399635591878,-0.2889258841788432,-0.5067532671195656,-0.206903091237872,-0.1782492529643163,-0.2442344344388798,-0.3119051480560011,0.4855047405679926,-0.2527032956276443,-0.2544052867271727,-0.1964891810496909,0.5022584103917583,-0.252292821212387,-0.1542514184451144,-0.7727328835061927,-0.5755195703795919,-0.1682430625909862,0.3795328601481504,-0.1011103893150068,0.382919962602297,1.5770764087919895,-1.4492032300493491,0.3526858162209145,1.2024325421759865,-0.1677565902331611,-0.0913604023590489,1.2132945308431289
21,1,1.4744425783853896,0.6997709232301093,0.3507607205808274,-0.7091399635591878,0.2892346401195445,-0.7538191501548214,1.4341883830571758,-0.1676097883618519,0.0542309967108546,1.3210555477092998,1.1768906740005771,0.3871580058082112,0.3938634968856997,-0.1958552531416936,0.7863321109274023,0.3874015712426721,0.755480547054751,-0.7929417665411508,-1.9032180373104624,0.7383003953354579,2.1190787664359187,0.6982706432298619,-1.0152933018028865,0.0282739018099458,0.037706416640877,-0.1439475694475972,0.2848718586151631,0.7381399962559556,0.7016986458965817,0.924182617848732
22,1,0.4418789540744628,0.6997709232301093,-0.3308696303269355,-0.7091399635591878,-0.2885835735069518,-0.3814605970902909,0.7292497627091796,0.1650773779856398,-0.243987878507529,-0.3103290969665391,-0.3083451119765238,-0.3045839416900121,-0.3100071304434525,-0.1547971046152122,1.1764408875772334,-0.3044667193874784,0.1424464629518652,-0.6350384601154616,-0.2798850054868325,0.143840990496526,-0.1743784763094513,0.2572034139601737,-1.1299171453866337,1.1449007946548575,-1.0904935098361417,0.3168178494781866,1.9208717365101733,0.1437782687355141,0.2635070864337376,0.2751589683841211
23,1,-0.3093450928418168,0.6914966359752905,-0.330886416181071,-0.7091399635591878,-0.2889260885214748,-0.4029292849323858,-0.3309891900443824,-0.2208009791179189,-0.2442341399213003,-0.3119065731555319,0.2247618920930618,-0.8020277833468217,-0.8348090117455229,-0.1980400001629062,0.1160901264353598,-0.8017649963368086,-0.4939413005454146,-0.4716547786294447,-1.246780644875924,-0.4826919769870006,1.1920576753714374,-0.4530257318174171,0.7090050348664076,0.0842091802465836,-0.3639823483905012,0.8796690199024988,0.2487454095642032,-0.4830128553669919,-0.4648383434842332,1.0119622705093276
24,1,-0.6864059013939092,0.5444278528331898,-0.3308869416790954,-0.7091399635591878,-0.2889264585866311,-0.6887091952238773,-0.4888785393770706,-0.032589770138762,-0.2442346218199073,-0.3119071395555953,1.0212306307490648,-1.1529850949451843,-1.179679165111947,-0.1852892418131157,1.1241398027371274,-1.152764354253691,-1.1855286698839942,-0.6237351865535359,-0.1061962024609065,-1.130716434729339,-0.1736949164536831,-1.035285662139587,-0.2149026698818969,-0.5788884279769392,0.283182884160052,0.8465601275246016,-0.5088875738347046,-1.1310691575560958,-1.0891344262710665,0.2230066358880163
25,1,-0.6226014058562386,-0.0438472797352126,-0.3308869191046795,1.1604642636718838,-0.2889264648527603,-0.7309426795034082,-0.612964638183581,-0.1245613494515925,-0.2442347510992469,-0.3119072156884895,0.8762098123254688,0.1776008864190442,0.1451634021895571,-0.1904504800650284,0.3063084555456082,0.177055719026379,0.2597456253646251,-0.4308944891182583,-0.543354977226643,0.2783988710712481,0.1007543656373006,0.3203348935848492,-0.8196422584444218,-1.4938837597005918,-0.1028019991108396,0.5182302781104186,0.4488041415728217,0.2782805201332533,0.2884620111521815,-0.941779325064239
26,1,-0.5239970923618276,0.6131578195466036,-0.3308868798658267,-0.7091399635591878,-0.2889264186255231,-0.1643100987530367,-0.4212156995738383,-0.0445476698360563,-0.2442346231151679,-0.3119071194851133,0.1139502735007653,0.1389447187647315,0.1220282283137015,-0.1842600050642671,0.7132538827946516,0.1385817854944622,-0.4026496447309584,-0.0993317979684378,1.0064190285167638,-0.3941555145294686,-0.7638349252670069,-0.7567393364982847,0.6744202544747572,-0.4428296425905222,0.6394130440952867,0.2726726596409843,-0.6660887495399439,-0.3942307368554403,-0.7473788470761067,-0.1601007600935468
27,1,-0.2571308780557667,0.6979025357854727,-0.3308862421492295,-0.7091399635591878,-0.2889258775157236,-0.3385232214061013,-0.2238328858763992,-0.0855540674133931,-0.2442272989101396,-0.3119064240968341,0.5987715648898083,0.3434155003046474,0.3402537702854512,-0.186639026922551,0.5416633373260847,0.3426759246540665,-0.0385445523547008,-0.4572687940960848,0.6444974325174915,-0.0077913146276936,-0.554437756116642,0.117716969113765,0.5281760402472212,0.3070054413168412,-0.7532733120320219,0.0685011566439337,-0.3892613132980352,-0.0082677545836685,0.0917833671847852,-0.1285667916075299
28,1,-0.3035499524660066,0.6993705544919729,-0.3308863634316646,-0.7091399635591878,-0.2889257770239513,-0.7277751681824434,-0.2858618505919353,5.207404803009374,-0.2442299043575935,-0.3119066502967159,-1.2889542803464609,0.9670005206228972,0.9955070616816566,5.289987166617863,1.8362943004229533,0.9670803213995098,1.3632069767498176,-0.7093660468711549,-0.1629737016787218,1.3107458161570893,-0.1023768381685211,1.378640305401188,-0.0103583972798645,-0.4022009775098564,-0.3813392703363014,-0.3895051879170254,-0.6870489063006424,1.3107049162376343,1.4698027694337683,-1.2158822819042334
29,1,1.210488422118173,0.6997709232301093,-0.2432769539196592,-0.7091399635591878,-0.2040591688603485,-0.5637684708969322,1.2029741494581212,-0.0730320001406367,-0.125805701696435,-0.1833331910757458,0.8583686506909632,1.2894743402654516,1.3068499646377851,-0.1839948613883697,0.5756948651330033,1.2892422977023004,1.2177772459756275,-0.502824411785058,0.3306828801904566,1.1973793591445363,-0.5833751233441679,1.0489062935777171,-0.8542270388360701,-0.4978200683508659,-0.7177329480477641,-0.9689108045302922,-0.6894346152002339,1.197467842926494,1.0451460843944875,0.3009319233967314
30,1,1.0161773653172563,0.6997709232301093,-0.3142209000560505,-0.7091399635591878,-0.2724772311524505,-0.5064013214172361,1.0563525503008253,0.0009659360887221,-0.028887621959039,-0.2733160235116434,0.8109013399202604,0.6608029820979485,0.6661786479208711,-0.1753719056653545,0.9643707353488586,0.6608467623708911,0.5038977281242158,-0.52577348235018,-1.5119287693019754,0.5145786401193151,1.5370275492491865,0.482855797213235,-0.2949417330739937,-0.133673846906942,-0.3276154643135862,-0.6350628063864596,-0.5690415196601242,0.514855626346667,0.4580709062724525,0.2236130583589012
