f_id,i_id,ic.eps.max,ic.eps.ratio,pca.expl_var_PC1.cov_init,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.max,ela_distr.skewness,ic.eps.s,ela_meta.lin_simple.coef.min,ela_level.mmce_qda_50,pca.expl_var.cov_init,ela_meta.lin_w_interact.adj_r2,disp.ratio_mean_25,ela_level.mmce_qda_25,ela_distr.kurtosis,disp.diff_median_25,ela_level.lda_qda_50,disp.diff_median_02,nbc.nn_nb.mean_ratio,disp.ratio_median_02,pca.expl_var_PC1.cor_init,disp.diff_mean_05,disp.diff_mean_25,disp.ratio_median_05,disp.diff_median_05,ela_level.mmce_mda_50,disp.ratio_median_10,disp.diff_median_10,ela_level.lda_mda_50,disp.ratio_mean_05,nbc.nb_fitness.cor
11,1,-0.3870912713935149,-0.4502787577439313,0.4922279008714528,-0.3303097911456306,-0.3628131284382612,-0.9943463908508036,-0.5107189603339056,-0.2643085820592025,1.8421153245105584,-0.7091399635591878,-1.7701201741525832,1.1636504259747804,1.8234927635957152,-0.4586393426813153,1.170371143838263,-0.6526495355726618,1.0791368206810588,-1.7148525914376564,1.0790074538999554,-1.2552014535128846,1.1045066376894608,1.1637062790049562,1.1113447513724402,1.1112006647064392,1.787086930018228,1.1365743783055515,1.136478419038269,-0.4915090432107147,1.1048170280437302,-1.821402862631788
12,1,-0.3870915644459287,-0.9963620272171309,-1.6498576161321836,-0.330310163771606,-0.362813150487073,-0.6253412853764294,-1.0485675259504266,-0.2643086160786015,2.2133488137208315,1.4275086135387989,-1.8763234957511743,1.4311656147186482,1.8204079124154868,-0.4629738620044295,1.4473959896756847,-0.6533594752150592,1.3230593393349863,-1.8696478006252932,1.323029875428401,-1.4104565115624614,1.3222603014133334,1.4312254096029629,1.321462239099869,1.321179942578019,2.1105455415535537,1.3644891520653142,1.3648519279729046,-0.4904349668907751,1.3223628405005072,-1.4945069177692951
13,1,-0.387091566602203,-1.1467993397300076,-1.6470550620323097,-0.3303101544819411,-0.3628131495160137,-0.5911300346022592,-1.1789657477470552,-0.2643086155855668,-0.6402885008727466,1.4275086135387989,0.931873277918806,-1.2603856712637176,-0.8101989315245541,-0.4491837640395711,-1.2414786314793684,-0.4358092752317468,-1.4959336993188257,1.212435382307095,-1.49688109164809,1.4337298990957552,-1.4644411447618917,-1.2606054358041006,-1.4484155939753394,-1.4483301459713045,-0.5932974907883379,-1.3913915590475667,-1.3912945100129546,-0.4098151189359089,-1.4641668962287304,0.1901475329639206
14,1,-0.3870915523855247,-0.8069028623188602,-1.49011203243937,-0.3303101287291191,-0.3628131427122928,-0.629069655793796,-0.85841136775501,-0.2643085980828325,-0.339145585052269,1.6945529634057128,0.3285694335194578,-1.6047730406811092,-0.3744637023172475,-0.4247540027658061,-1.5862418084791918,-0.2578304935768407,-1.5686910295020615,1.3782873921509906,-1.567530567152773,0.7221442163685294,-1.5887588846571634,-1.6040563717766043,-1.5656276629646757,-1.5657914413536245,-0.2146307602160925,-1.5876140417815652,-1.5871597504088188,-0.351574532811425,-1.5883245559435155,-0.2158116171676394
15,1,-0.3825659487211269,0.8758797305633846,0.6997503592192601,-0.3140984346762684,-0.3134241726708177,3.5587533716167083,1.1137633615695683,-0.2419429013539049,-0.1447234920313292,-0.7091399635591878,-0.739034356960169,-1.1138160467795275,0.2355656185729827,4.8462224038138295,-1.1001988474298412,-0.2767210614528037,-1.396868354125902,0.9139017645880854,-1.3971916476844264,-0.334452706468867,-1.3647112451736008,-1.1139606448608022,-1.3495685496202765,-1.349150681455144,-0.0933761184049441,-1.2558564421075902,-1.2551110074770888,-0.3189354374771424,-1.3643009525450986,1.46618205261902
16,1,-0.3870915674861416,-1.486723650131444,-1.652393260317784,-0.3303101269560524,-0.3628131505303112,-0.9784317726803774,-1.4451897968261247,-0.2643086161999142,2.203839037431764,1.4275086135387989,-1.8801789507877775,0.955583056951772,1.840459445086972,-0.085426114809072,0.959234299531322,-0.6514765918156575,0.8311344676968392,-1.4881881779843331,0.8310841410859761,-1.4535829165762328,0.8827473292708632,0.9561793025919576,0.8725994311268781,0.8727451473716237,2.1115616419039265,0.8951735232582276,0.8952408175681051,-0.4897937272967813,0.8824128723807217,-1.648832212669495
17,1,0.0890104182604421,1.3216529030344737,0.6997503592192601,-0.0069384943082071,-0.2163339815471545,0.4894759913645166,1.2930643087933615,-0.0622372974624199,-0.8699319875569003,-0.7091399635591878,0.9616598275586068,0.8325875678741316,-0.7862913348777799,0.0211543292572063,0.8512767154904823,3.148429043704438,0.7269321858502872,-0.1420226980847159,0.7266269411066594,-1.2702956952677047,0.6537096792154676,0.8328007385498651,0.6451972143318969,0.6454949664175208,-1.0657841537116677,0.7218773787130816,0.7219979951689416,3.6221712001780935,0.6535309257760731,0.6751698883645478
18,1,0.80992563920559,1.4052353728728026,0.6997503592192601,0.3230845383460803,0.0893193051392654,-0.326415734969225,1.3039195197649855,-0.1382755652798044,-0.4779178760853312,-0.7091399635591878,-0.4611948459132168,-0.1114028107967592,0.0088290568261721,-0.3842813903878523,-0.127596459697614,0.8422672827292388,0.5166644579653253,0.4025247342360755,0.5168456764179072,-0.8023742008682861,0.3188292600881828,-0.1112271259459923,0.3227289876653805,0.3228068178812155,0.1051021500345332,0.1709709581162571,0.1711879462752201,-0.1825437758346683,0.3188450604579555,-0.2849919217780746
19,1,-0.3870905394321309,-0.2887082491153929,0.6984158096478917,-0.3303094223363861,-0.3628111518028594,0.0387229122945468,-0.2607777277122718,-0.2643082787195615,-0.5082082746356951,-0.7091399635591878,0.4376184966075411,-0.2456728863731822,-1.0631567283033074,-0.3067174326778846,-0.246778021285925,-0.4076586250636452,-0.0730534790097111,0.347240730954777,-0.0730557724279438,1.0046221692087267,-0.1572352198936517,-0.2452617918239005,-0.14179810602508,-0.1418177197464678,-0.7514704453296962,-0.1783185472315468,-0.1777791240555696,-0.1626332864411619,-0.156732757840855,0.5839431130540849
20,1,1.7924274034364638,1.499978871817082,0.6997503592192601,1.0122726823591743,1.4393714135687734,0.1341415774204867,1.4452000905606668,0.3235481776058101,-0.69840380041705,-0.7091399635591878,0.3980713826789924,0.7239415525222165,-0.6166245199652005,-0.248710108008595,0.7302285576361247,1.2595883246949573,0.9299726810496924,-0.2194203026785314,0.9303401526845796,-0.4961767252705143,0.950199829135544,0.724099599511698,0.962263963164804,0.9622920663115064,-1.055284450091149,0.905962388288276,0.9057589799696248,2.570185584251621,0.9498898613561498,0.5204644819005546
21,1,0.2555154629553862,1.3523109418379762,0.6997503592192601,0.2380210667034628,1.2113122418974966,0.0986184926105764,1.3202294742498497,0.0339165172305326,-0.7554624581514563,-0.7091399635591878,1.148456833774304,0.3990284688754491,-1.1672704556360267,-0.2802572013070001,0.4069617376348279,-0.6442228606868156,0.7398496688449825,-0.1503152985769097,0.739629912058441,1.1555645867569262,0.7632598002920492,0.3992705453730057,0.7840151946556743,0.7840197402727579,-0.7714537522203603,0.6584927966615491,0.6584851913369824,-0.4784598174729415,0.7631135558721666,0.8853715831424063
22,1,-0.38707522815669,0.3604684163888326,0.6997503592192601,-0.3299729317193629,-0.3612918875021186,1.971503232267772,0.6411003378376471,-0.2640619215718204,-0.3828201131946541,-0.7091399635591878,-0.3785666206412283,-0.2979459692311805,-0.5873184337530277,1.433515131422471,-0.3028491091209006,-0.4224438897900934,0.290722925357292,0.3113061288219308,0.2905939818568975,0.2110963169553396,0.1596517580384463,-0.2978302759752251,0.1601445048737182,0.1599686987623011,-0.6153129983797476,0.0206011517599634,0.0204904954697154,-0.2177638605347759,0.1595993664759471,1.2993130761136318
23,1,-0.387091052618725,-0.3611296898477714,0.6914761518767752,-0.3303096232047313,-0.3628125255545458,-0.2008248870212622,-0.3803207385372769,-0.2643079844394342,-0.4043051633292145,-0.7091399635591878,0.1695395498493371,-0.7991525872225645,-0.24489995274764,-0.3714488193740566,-0.8320799837768257,-0.2582008968685263,-0.455615223532934,0.8752029622911746,-0.4557765507753978,0.6574546088478724,-0.4765234539805129,-0.7988895700797366,-0.4874926873761204,-0.4869548498865257,-0.45375304267048,-0.5802037696008349,-0.5802961012732066,-0.2568634447785458,-0.4768435935402819,0.1741828472845888
24,1,-0.387091548019404,-0.723320392480531,0.5444087891119624,-0.3303099869779438,-0.3628130715466156,0.8587227504770538,-0.5324293822771529,-0.2643084659495147,-0.6903028798745101,-0.7091399635591878,0.9884172365570713,-1.1527646183207805,-0.2317893352316679,0.1607694531351481,-1.1798606214071647,-0.496370213422334,-1.0948666869835302,0.8420325603223991,-1.0955227216030807,0.8148659871481371,-1.1345209069374358,-1.1525435010522127,-1.191305249095504,-1.1922014827095306,-0.6041358945256472,-1.2403474486268966,-1.2404642205815148,-0.4621883627753497,-1.1348791900286466,1.2438167877997668
25,1,-0.3870915267379139,-0.6620321478638141,-0.0438606619472878,-0.3303099931375346,-0.3628131449363609,0.3409625697394105,-0.6519723931021579,-0.2643085951246239,-0.7325685522703667,1.1604642636718838,0.8393162027668837,0.1878862126255002,-0.4145667676602195,-0.054661286832294,0.1561627726682904,2.329806902138402,0.3160165319985443,0.5130927407986726,0.3161664913954025,-1.3198910610335417,0.2962804633837821,0.1873338685040318,0.2795171649964993,0.2793369231849087,-0.4134477287723609,0.2410985808115688,0.2404473490651202,0.3799676270065131,0.2961727921622121,0.3760220876589882
26,1,-0.3870914897464251,-0.5673164819098235,0.6131380920374422,-0.330309947696265,-0.3628130521992944,0.7914049512745998,-0.467243840392553,-0.2643084672437309,-0.1655041142926251,-0.7091399635591878,0.0556102046168799,0.1489376410842472,0.4615309675247362,0.2037299257163095,0.1328323526719708,-0.0670727983587831,-0.7454337437048991,0.2670789261968907,-0.7453093706350814,0.2110963169553396,-0.3866244291908716,0.1485689604589345,-0.3945872686380278,-0.3947816469782099,-0.0855860157187529,-0.0717785050598227,-0.0720448913564849,-0.2350612985827578,-0.3866943362691105,0.8078288241285129
27,1,-0.3870908885543738,-0.310974641346716,0.6978819898193441,-0.3303094157865546,-0.3628123818665908,0.560556682932646,-0.2770876821971363,-0.2643011489437802,-0.3398500129255334,-0.7091399635591878,0.5540721257077781,0.3549550852892949,-0.5194517077879959,0.1044292512824408,0.3528995791145082,-0.2496198872778109,0.1148084613434686,0.0625281140560904,0.1146204416427791,0.1981583954512084,0.0056858554159952,0.3542066431903365,-0.0240458892523829,-0.0244543247389846,-0.4395276377652615,0.0758940850389592,0.0758895160295756,-0.2282801898762737,0.0052120157001701,0.6257553850713804
29,1,-0.3044993299532887,1.098766316798929,0.6997503592192601,-0.2468856329334398,-0.2388717785029989,0.6310505013795236,1.0974805451121328,-0.1459750281293942,-0.5652669323701013,-0.7091399635591878,0.8209730733276847,1.308170125641008,-0.6675245644389743,0.2147970564140834,1.32765322921,-0.4296050200960139,1.0916188253357688,-0.9768111476323232,1.0915769924866787,0.8687739934153512,1.2294039176682248,1.307931803092591,1.2544839139631052,1.2547971036319967,-0.4845747532984534,1.2855955765330895,1.285345353578392,-0.4214215555871961,1.229514503670319,0.6618659836317722
30,1,-0.3713800363615198,0.9121182839198628,0.6997503592192601,-0.3141404335769392,-0.3256124342555141,1.047626851623632,0.9562271123438808,-0.0491350877643756,-0.5078560606990629,-0.7091399635591878,0.772170251883944,0.6747433568911589,-0.5287062613286821,0.5747203231664431,0.6815750549629561,-0.5976446467573578,0.4897331112140901,-0.6423429277804673,0.4899728697842241,0.8342728694043344,0.5360950021976448,0.6747837751462487,0.5279851453425596,0.5277208154895294,-0.507267661123445,0.5937596064812624,0.5940132926257735,-0.462573106531746,0.5363908729147325,1.0742870303478231
