f_id,i_id,ela_meta.lin_simple.intercept,ic.eps.ratio,ela_meta.lin_simple.coef.max,ic.eps.max,pca.expl_var_PC1.cov_init,pca.expl_var.cov_init,ela_meta.lin_simple.coef.min,ic.eps.s,ela_distr.skewness,disp.ratio_median_10,ela_meta.quad_simple.adj_r2,ela_meta.lin_w_interact.adj_r2,disp.ratio_mean_25,disp.diff_mean_05,disp.ratio_mean_05,ela_distr.kurtosis,disp.ratio_median_02,ela_level.mmce_qda_25,pca.expl_var_PC1.cor_x,nbc.nn_nb.mean_ratio,disp.diff_median_25,ela_level.mmce_qda_50,disp.diff_median_10,nbc.nb_fitness.cor,disp.diff_mean_25,ela_distr.number_of_peaks,ela_level.lda_qda_10,disp.diff_median_02,disp.diff_mean_02,ic.h.max
12,1,-0.3303101947482373,-1.0755829549086748,-0.3628131719730455,-0.3870915868319474,-1.8084431631816589,1.5470030867191007,-0.2643087955163455,-1.1266831541496225,-0.3035698341013076,1.3316148307750963,-1.6651028139720685,-1.948557113897104,1.428890742473887,1.28392848980436,1.2840073313672062,-0.2000926302383485,1.2641373421181683,2.020422052465688,-0.8089087093669712,-1.980301132452603,1.4428511455659092,2.5243662551951003,1.331985253717302,-1.5978696135292003,1.42899271249066,-0.7320342312889723,-1.1928881387876973,1.2641732431463342,1.2675123529393282,1.2389771130930272
13,1,-0.3303101854585724,-1.2318635018296722,-0.3628131710019862,-0.3870915889882218,-1.805515144852324,1.5470030867191007,-0.2643087950233108,-1.2618684072985205,-0.2974818250922523,-1.3847629976637976,1.4651711434626489,0.9415409695202972,-1.2601752784413598,-1.454970143116583,-1.4546984917692356,-0.1997622589668752,-1.4800046902671595,-0.7763220318299913,0.4219307774167505,1.219750697525144,-1.2410618910707725,-0.5880301544043081,-1.3846699902303146,0.0634525593380861,-1.2603983765452376,-0.7320342312889723,0.2135700596227639,-1.4790846039211398,-1.502742653138388,0.5173388477542706
14,1,-0.3303101597057501,-0.8787648822183455,-0.3628131641982652,-0.3870915747715434,-1.64154611840958,1.8221977608425264,-0.2643087775205757,-0.9295461991414372,-0.3042333103606193,-1.57817282102463,1.1221165690335848,0.320641714608677,-1.60424465507027,-1.577155348250169,-1.5767252913278134,-0.1991769918197984,-1.548755866301406,-0.3130677346657994,-0.4468970956070542,1.3919507959992832,-1.5851889016878091,-0.2595805209548518,-1.577728793309491,-0.3368841014521354,-1.6035380237862629,-0.7320342312889723,0.0769982464130582,-1.549887232455531,-1.5618628427969954,0.691981898270042
15,1,-0.3140984655033408,0.8693797739969199,-0.3134241938165685,-0.3825659710730397,0.6463516323548645,-0.6548570506842823,-0.2419430798001831,1.1150287679421682,0.4410041113139386,-1.2511706454454927,-0.465758669005054,-0.7780988357844372,-1.113740990173696,-1.3569510008009915,-1.3565465008199444,-0.0728994859032433,-1.3829938283783447,0.3354882813640703,-1.4605296141348096,0.9097905202716962,-1.1000428003179068,-0.0475288277804661,-1.2504377806480198,1.3218141419904952,-1.113886497951767,2.37911125168916,-0.5832917488084429,-1.382680752671222,-1.402791821342212,-1.6162720052450246
17,1,-0.0069385223016203,1.332467514882525,-0.2163340020240882,0.0890103994624274,0.6463516323548645,-0.6548570506842823,-0.0622374679423995,1.300912007807885,-0.1051842892683891,0.6982142752325797,-1.0491891276876473,0.9721962465410384,0.8308653973807784,0.6268461217992146,0.6266542676581681,-0.1884943046491655,0.6837593162094364,-0.7509045394192109,-0.8089087093669712,-0.1865501066803221,0.8478318468643645,-0.8384970093856478,0.6983423951322987,0.5417574087466273,0.831110427080537,0.5490256734667291,0.2371807798725774,0.6840616681181684,0.6802243657694999,-0.5478190027971162
18,1,0.3230845133972465,1.419296466298576,0.08931928676786,0.8099256258405432,0.6463516323548645,-0.6548570506842823,-0.1382757391305389,1.3121657229503536,-0.2503750106811162,0.1552045649721016,0.5569084087617729,-0.4921561105796717,-0.1122533403431145,0.2977102097342234,0.2977124601524359,-0.1982073838847988,0.4796147198868882,0.0944320630166857,-1.315724968630859,0.3788402166431022,-0.1292350849409979,-0.4109362584742504,0.1554245780225211,-0.4051062664931664,-0.1120618123299287,-0.1372564183666823,-0.3819061937365034,0.4794430023051712,0.4751136750957059,0.5255767274955797
19,1,-0.3303094533130106,-0.3404427318806708,-0.3628111732888182,-0.3870905618181419,0.6449573379123242,-0.6548570506842823,-0.2643084581572905,-0.3099729119728557,-0.1853973403594434,-0.1890782133815439,1.2141787897002294,0.4328712033625768,-0.2463994365883141,-0.170187905147825,-0.1697032372871624,-0.1963491734939487,-0.0944365106812693,-1.0452554999182284,0.8563447139286428,0.3214401838183892,-0.2481967294732291,-0.4439732976282308,-0.1885423493196904,0.4517941141870268,-0.2459749951174002,0.8235385102000937,0.3231747266647904,-0.0944315465073912,-0.104000456615143,-1.4572809262377406
20,1,1.012272663768345,1.5177199596786082,1.4393714044973591,1.7924273974757556,0.6463516323548645,-0.6548570506842823,0.3235480242275917,1.458632825529576,-0.1684172627600198,0.8796606043649069,-0.1016296103269988,0.3921706943237397,0.7223197011823722,0.9182503077069576,0.9179269326914712,-0.1949594840476089,0.8819989035474478,-0.5705223352136849,-0.8089087093669712,-0.2669101526349178,0.7270070503602395,-0.6514151713857828,0.8794703773437851,0.3891946550559718,0.7225078099450272,0.8235385102000937,0.6165726474161503,0.8816472683984092,0.8754058210100784,-0.4283697465481194
21,1,0.2380210409698882,1.3643163626963044,1.21131223125507,0.2555154454121883,0.6463516323548645,-0.6548570506842823,0.0339163510130244,1.3290744299519115,-0.1747387171195737,0.635738249817053,0.9120055456188324,1.164441204128736,0.3977066285890233,0.734517030451733,0.7343561820511741,-0.1957152620958026,0.6964129068905857,-1.155944579771619,-1.0985180003748929,-0.1951601116040281,0.4043367310796542,-0.7136477335130482,0.6357396287444578,0.7490478332943731,0.3979731664880934,0.7320342312889723,2.0903908418334325,0.6966321094437279,0.6940876680923437,-0.701043565985482
22,1,-0.3299729626928832,0.3339490306328066,-0.3612919089776117,-0.3870752505425856,0.6463516323548645,-0.6548570506842823,-0.2640621009986285,0.6250138763512506,0.1585475238080419,0.0069901642522892,0.2336606804313846,-0.4071180257368253,-0.298624252683775,0.141263223511796,0.141199825935998,-0.1546581828769061,0.2594422420348837,-0.5393654090327304,-1.532931936886805,0.2841301624823235,-0.3041643534132571,-0.3072153215954748,0.0068863819608164,1.1572562823585597,-0.2984958335207205,3.705923295900422,-0.2395474392890985,0.2595716248996324,0.2538316513961012,-3.0438965644140508
23,1,-0.3303096541813576,-0.4156771413327403,-0.3628125470405141,-0.3870910750047399,0.6377070068111144,-0.6548570506842823,-0.2643081638771503,-0.4339044499792857,-0.228025690020225,-0.5852028000587115,1.0037508567478983,0.1569737101759073,-0.7993680775990657,-0.483999099041058,-0.4843201596273239,-0.1978999522180403,-0.4668738630631075,-0.1753213241815781,1.5079656186965014,0.8696104972943951,-0.8324186768779596,-0.3306485702977166,-0.5852918985690932,0.0477089827901553,-0.7991009896517374,-0.4575213945556076,1.148624024810233,-0.4667153702916164,-0.4546733019946216,0.2652597276701826
24,1,-0.3303100179545735,-0.7919359308022945,-0.3628130930325875,-0.3870915704054227,0.4840557592431687,-0.6548570506842823,-0.264308645387252,-0.5915971334131201,-0.0394755664017339,-1.2358839583757364,0.1791522399678292,0.9997340377630596,-1.1526535982448232,-1.130709325873107,-1.1310621972877888,-0.1851495259456353,-1.0894305245756726,-0.161382699311151,1.9423795552083936,0.8351704775995712,-1.17955758022516,-0.6425796841701826,-1.2360008589088678,1.1025286115014694,-1.152434384349525,-0.2287606972778038,-0.2388530063405747,-1.088792675667882,-1.0355680105214424,-0.5231053635731852
25,1,-0.3303100241141644,-0.7282671492444709,-0.3628131664223334,-0.3870915491239324,-0.130549231028613,1.2718084125956748,-0.264308774562367,-0.7155286714195501,-0.1316127602643082,0.2243269760701305,-1.038255748641178,0.84628445900387,0.1867593322034409,0.2755482129575468,0.2754293054504348,-0.1903106297796211,0.2843276370411448,-0.355703528387104,0.5667354229205606,0.4936402822925282,0.1540005471784782,-0.6886778783385274,0.2236916037468006,0.2467527720032712,0.1862285796453397,-0.183008557822243,0.0399618224917821,0.2841856923867902,0.3167716822618019,0.0032951518965254
26,1,-0.3303099786728943,-0.629872569934174,-0.3628130736852662,-0.3870915121324433,0.5558619230339964,-0.6548570506842823,-0.2643086466814683,-0.5240185739825991,-0.0514549988615299,-0.0840653195979994,-0.2212629607630001,0.0397216054129597,0.1478467241323137,-0.3956421936268738,-0.3957180921217466,-0.184120316001957,-0.7486271488967079,0.5757245806014298,-0.591701741111025,0.2382101362225517,0.1307131771071161,-0.0701937732465688,-0.0843231199754548,0.6725790329187129,0.1474988063976395,0.0,-0.8383801185662324,-0.7487476132895965,-0.757557817338649,-0.447316869953134
27,1,-0.330309446763179,-0.3635739876691626,-0.362812403352558,-0.3870909109403875,0.6443996201353078,-0.6548570506842823,-0.2643013283811932,-0.326881618974414,-0.092535237250584,0.0614905268488121,-0.1883043688548037,0.5527212129577908,0.3536739405085378,-0.0100615625674065,-0.0105378465585818,-0.1864992759016235,0.0881969814833248,-0.4672125273505201,2.014781877960389,0.0258300147711179,0.35037432952332,-0.260348824190991,0.0614916226836165,0.493027290860177,0.352950108232392,0.2745128367333646,-0.6256521586684024,0.0883832866520709,0.1145451900719922,-0.7974267589588095
28,1,-0.330309347979993,-0.4098943273856174,-0.3628126214022202,-0.3870910252764998,0.6459333440221023,-0.6548570506842823,-0.2643039317281428,-0.388833320833701,5.209954740571736,1.2551813954263151,-1.3247419706124242,-1.4447212157439415,0.9813957496559266,1.3058014990014106,1.3057599347667788,5.289984285831492,1.4623769294561797,-0.4245767336292139,-0.0124831590951619,-0.4505902576739983,1.009938245883001,-0.6852205137759015,1.2551079253123891,1.847724568103492,0.9815066004027736,-0.4117692551000468,-0.1664005020445785,1.4623454861801344,1.372445440241327,0.2677310915925771
29,1,-0.2468856631404503,1.1009236444397223,-0.2388717991351868,-0.3044993517168752,0.6463516323548645,-0.6548570506842823,-0.1459752023214437,1.098148195228466,-0.0799906213106336,1.2538521182898148,0.2605979911255838,0.827406350556069,1.3060088222492756,1.1926649556907496,1.1927525073494862,-0.1838551792313915,1.0389034279937044,-0.6246369964753427,-0.4468970956070542,-1.0532906023334885,1.3233293376957231,-0.5062058597554961,1.2536178820565256,0.5286377616233524,1.3058108538497806,-0.2287606972778038,-0.6550498201559152,1.0389506202267418,1.0435325873845815,-0.3781186801261283
30,1,-0.3141404644043991,0.90702589279269,-0.3256124554852251,-0.3713800586291331,0.6463516323548645,-0.6548570506842823,-0.0491352576635379,0.9517092269370996,-0.0058594359299373,0.5719329472650272,0.1797860590429868,0.7771801904655895,0.6731669330925263,0.5112489958359414,0.5115246350311624,-0.1752324480823595,0.4534639658125123,-0.4770515566708215,1.5079656186965014,-0.7060204037439748,0.6784433244523126,-0.4435891460101612,0.5721915097812796,0.9353468224448788,0.6732366832606748,0.3660171156444861,1.499081186165308,0.4532351943062192,0.4788075320941227,-0.980307689215892
