f_id,i_id,ic.eps.max,ic.eps.ratio,ela_meta.lin_simple.intercept,ela_distr.skewness,ela_meta.lin_simple.coef.min,pca.expl_var_PC1.cov_init,ela_meta.lin_simple.coef.max,ic.eps.s,pca.expl_var.cov_init,ela_level.mmce_qda_50,ela_meta.quad_simple.adj_r2,disp.ratio_mean_25,ela_level.mmce_qda_25,ela_level.mmce_mda_50,disp.ratio_mean_05,disp.ratio_median_02,nbc.nb_fitness.cor,ela_distr.kurtosis,disp.diff_median_25,disp.diff_median_02,ela_level.qda_mda_10,ela_level.lda_qda_10,ic.h.max,ela_level.lda_qda_50,nbc.nn_nb.cor,ela_level.lda_qda_25,ela_meta.lin_w_interact.adj_r2,disp.ratio_median_05,nbc.nn_nb.mean_ratio,disp.ratio_median_10
12,1,-0.3870915750919785,-1.0009515132464102,-0.3303101819051706,-0.3036784012146064,-0.2643087942568367,-1.6500352947298982,-0.362813171110973,-1.0572719937688342,1.4275086135387989,2.435396041765643,-1.651615408337791,1.447109638879417,2.0172514971213293,2.3160624529430938,1.301039570948928,1.2822029765027958,-1.621321492559401,-0.2004130357502691,1.4614691526824737,1.2822460559435265,1.513004269365815,-1.1928881387876966,1.311908980044597,-0.6625969759955616,-1.8339881320947664,-1.022482885006101,-1.9304236674358344,1.295245141053691,-2.016529592480069,1.3508608396206665
13,1,-0.3870915772482529,-1.1515879928718582,-0.3303101726155056,-0.2975901734819354,-0.264308793763802,-1.647244519921485,-0.3628131701399136,-1.1880051668761216,1.4275086135387989,-0.5835750629150153,1.4602060302256796,-1.2626493283738425,-0.7759637052715498,-0.5357106235362689,-1.4577997640263192,-1.4829575528119487,0.0582156250703383,-0.2000826445461445,-1.243452323692219,-1.4820325767459483,-0.2390831291170631,0.2135700596227644,0.5693620083837705,-0.4442235499607957,2.227061318321265,-0.4005519270167186,0.9385296231391596,-1.440463297020655,1.228766265216675,-1.387902063122409
14,1,-0.3870915630315745,-0.8112415193869421,-0.3303101468626834,-0.3043419013105988,-0.2643087762610669,-1.4909611306503496,-0.3628131633361927,-0.8666273852438054,1.6945529634057133,-0.264984555077202,1.1191737136227988,-1.6093663934907847,-0.313293934133474,-0.1363266451441947,-1.5807236398582265,-1.552235321990907,-0.3465103771021709,-0.1994973420875048,-1.590273002645779,-1.5533777451941455,-0.1923532001284159,0.0769982464130587,0.7490651567765726,-0.2655712834289485,2.250120905105961,-0.167470753894855,0.3221730466218958,-1.556229430223098,1.40340101989094,-1.5829057344456874
15,1,-0.3825659593509571,0.8737689446564598,-0.314098452722282,0.440922294474051,-0.2419430785476337,0.6896971470282732,-0.3134241929681465,1.1106132299596905,-0.7091399635591877,-0.0592980517713858,-0.4593412261820379,-1.1150881964937125,0.3344437454598331,-0.0084380366787541,-1.3589262117267416,-1.3852036453815162,1.3303740420114554,-0.073212217332068,-1.101329400203512,-1.384890010871583,0.4749729809167784,-0.5832917488084423,-1.626067964905663,-0.284533334611309,0.6128902433924951,-0.2642226281561248,-0.7685288003587226,-1.3428356363015432,0.9144237068030016,-1.2532088056104558
16,1,-0.3870915781321914,-1.4919623361957428,-0.3303101450896167,-0.3665143177128497,-0.2643087943781494,-1.6525602814613196,-0.3628131711542112,-1.45491306035843,1.4275086135387989,2.4253352888865543,-1.6520879704393192,0.9683098822893512,2.038542495439186,2.3171341451928043,0.8654614891967332,0.7998086941830551,-1.775178006493894,-0.1913675267822942,0.9703941768445756,0.7998690536195995,1.513004269365815,-1.1928881387876966,0.2752252513446057,-0.6607069676260778,-1.2831202255714569,-1.0291532374666612,-1.9343625368618085,0.8519195341816588,-1.6148696567292604,0.8844603061464363
17,1,0.0890104093207276,1.3201322855780462,-0.0069385106954115,-0.1052857289934711,-0.0622374667457676,0.6896971470282732,-0.216334001202501,1.290374743949253,-0.7091399635591877,-0.8265236139211605,-1.0393324454576998,0.8444823590332999,-0.7505782842002554,-1.0340475196516028,0.6388539963587818,0.6973795998755153,0.5417646688644593,-0.1888140103866225,0.8617923159351397,0.6976892549339443,-0.6633566917030124,0.2371807798725779,-0.5266576655402606,3.1535777919420074,-0.3684232831118203,1.6285057643194274,0.9689606172935684,0.6273225660792211,-0.1974175646231486,0.7122405689296583
18,1,0.8099256328496144,1.4038254120008438,0.3230845237411566,-0.2504816666664749,-0.1382757379102468,0.6896971470282732,0.089319287504968,1.301257838484719,-0.7091399635591877,-0.4117970230164984,0.5572973749057192,-0.105893881956895,0.0936916875578965,0.2008991827646764,0.3074939832466841,0.4916713772827799,-0.4154805385210824,-0.1985276756520891,-0.122922647485494,0.4915026559013583,0.0783384616960657,-0.3819061937365028,0.5778385719872037,0.8386893442496908,-0.7425010242857892,0.1030914473387278,-0.4846781147715533,0.3088323286512997,0.3759665465573543,0.1647560346646496
19,1,-0.3870905500781771,-0.2923608574689789,-0.3303094404699466,-0.1855016618950709,-0.2643084568977819,0.6883682066433148,-0.3628111724267462,-0.2674586155937148,-0.7091399635591877,-0.4438423840387814,1.2106932406187678,-0.2410722615114166,-1.044557837896838,-0.702537383741187,-0.1633579063529274,-0.0867767445120817,0.4508150054549065,-0.1966693531477991,-0.2428154691856047,-0.0867693263779148,-0.5000868788341414,0.3231747266647909,-1.4624702873593842,-0.4159663756498272,0.177320270792668,0.3656492256196389,0.4335814320007488,-0.1499643282800458,0.3177549616659327,-0.1823639026049651
20,1,1.792427400601745,1.498694343850062,1.0122726714761927,-0.1685209742531913,0.3235480253041818,0.6896971470282732,1.4393714048613273,1.4429013138638118,-0.7091399635591877,-0.6450574416205589,-0.0973586564114049,0.7351013801571218,-0.5704236830491464,-1.0229733664045952,0.9322679434532056,0.8971375846246589,0.3875291979990931,-0.195279579855806,0.7400217583644061,0.8967888961017108,-0.9876168087096016,0.6165726474161507,-0.4037474932904646,1.257589559912295,-0.7245657901199195,1.1595482227588942,0.3931786996488499,0.9404779586591042,-0.2789137834711361,0.8951821574906719
21,1,0.2555154546124208,1.3508309132019929,0.238021051639156,-0.1748426557233411,0.033916352179737,0.6896971470282732,1.2113122316820717,1.317609688024257,-0.7091399635591877,-0.705421958895092,0.910301264747316,0.4079903395557188,-1.1551072522395638,-0.7236139979854914,0.7473476780712914,0.7101301095403538,0.7513278516373035,-0.1960354035031832,0.4148257238816822,0.710356019888929,-1.8526903721823649,2.090390841833433,-0.6843217485641345,-0.6534257878420016,-0.2966823464483195,3.38515896659955,1.159799055211047,0.7644280786738211,-0.2061493023568608,0.649249692282276
22,1,-0.3870752388026813,0.3576752666353595,-0.3299729498511062,0.1584555591635083,-0.2640620997391965,0.6896971470282732,-0.3612919081159597,0.636736086149154,-0.7091399635591877,-0.31118949422561,0.2359551458665149,-0.2936989588952395,-0.5393060701230458,-0.5589306222799941,0.1498307512014109,0.2698125091145818,1.164011949358149,-0.1549758471426197,-0.299221182005106,0.2699464681912408,-0.1989067877304822,-0.239547439289098,-3.0950564373807934,-0.4308075889118382,-0.6118300325058413,0.648662751446268,-0.4002621931341824,0.1482534987253276,0.2799174314865065,0.0153202315543717
23,1,-0.387091063264773,-0.3648781784653556,-0.3303096413382929,-0.2281315430625827,-0.2643081626176417,0.6814577166415298,-0.3628125461784416,-0.3873086941655361,-0.7091399635591877,-0.3339193433228107,1.0015057503422666,-0.7982961161636483,-0.1757213296180802,-0.3885315545760411,-0.4802877253456289,-0.4620667456471746,0.0422994339736659,-0.1982202254367197,-0.8316104379245348,-0.4619058526372911,-1.183939498180199,1.1486240248102333,0.3099791621186854,-0.2659430883540929,0.7076907668406922,0.0330209829196996,0.1597024846110694,-0.4913943985545356,0.8736755973790047,-0.5817528651777266
24,1,-0.3870915586654538,-0.7275483929641446,-0.3303100051115074,-0.039574645412594,-0.2643086441277433,0.5350084862190881,-0.362813092170515,-0.5398080563437561,-0.7091399635591877,-0.6364871706494825,0.1817680248912769,-1.1543002455247957,-0.1618002922564035,-0.5471420075331797,-1.1317842672547385,-1.0893918211572526,1.108684237450671,-0.1854690298789005,-1.181466585322544,-1.0887499551597328,-0.0219599224746897,-0.2388530063405741,-0.5012279747299574,-0.5050136552218926,0.6743824748183527,-0.1576240431197423,0.996296934076342,-1.1865246822540043,0.8387486464441557,-1.237796144303118
25,1,-0.3870915373839637,-0.6661790075552202,-0.3303100112710982,-0.1317151494838351,-0.2643087733028582,-0.0507884354706776,-0.3628131655602609,-0.6596581349155773,1.1604642636718838,-0.6812016278898774,-1.02846351712255,0.1954197579661644,-0.3558759307691892,-0.3460210953375289,0.2850470146165098,0.2948885114554318,0.2435255642673012,-0.1906304451034088,0.162530023199619,0.2947491461061373,-0.4673189408238099,0.0399618224917826,0.0404244395294824,2.331857923629292,0.0030922817527373,0.7285163994741182,0.8439700367836517,0.2661535698669873,0.4923897163401973,0.2344480684021781
26,1,-0.3870915003924747,-0.5713379455449704,-0.3303099658298283,-0.0515545082569013,-0.2643086454219596,0.6034489160444579,-0.3628130728231937,-0.4744550736582816,-0.7091399635591877,-0.0812826599145798,-0.216286785296012,0.1562077089350813,0.5743769188110828,-0.0002217294309743,-0.3910343024589822,-0.7459780941842564,0.674020637739184,-0.1844397578387729,0.1390603702807419,-0.746099226542047,1.1115257940914005,-0.8383801185662318,-0.4232435895783646,-0.0740917469796222,0.1337632735326859,-0.6826125453489819,0.0433082301334717,-0.3996350671682659,0.233348163573368,-0.0764856205806424
27,1,-0.3870908992004213,-0.3146567286438833,-0.3303094339201151,-0.0926362225337641,-0.2643013271216868,0.6878366304893311,-0.3628124024904857,-0.2838104651332527,-0.7091399635591877,-0.2657297960312086,-0.183522479590054,0.3636188103889674,-0.4672442296626021,-0.3735278630800956,-0.0030224161373956,0.0972556116504279,0.4925002678509516,-0.186818861270829,0.3604409294065986,0.0974463635841534,0.7428152568273179,-0.6256521586684018,-0.7834975427243139,-0.2573296075882493,-0.2275035860942292,-0.5947544743684595,0.5525545842880423,-0.0336647105927988,0.0179652994751129,0.0702697196935769
28,1,-0.3870910135365332,-0.3593042106716295,-0.3303093351369294,5.210044257598691,-0.2643039304686355,0.6892984649127857,-0.3628126205401478,-0.3437219005509941,-0.7091399635591877,-0.6778480435968477,-1.31326094364357,0.996171075021962,-0.4246622330268853,-0.636449695009046,1.3229520879450507,1.481960961251939,1.8620506160264647,5.289995119134975,1.0251676094628162,1.4819368351373516,-0.079802456527711,-0.1664005020445779,0.3125221311997173,-0.4656952843878804,-0.2966823464483245,-0.5781738839664954,-1.4302739783266296,1.3752678137742738,-0.4651908551236837,1.273797533083977
29,1,-0.3044993403033305,1.096950615117253,-0.2468856506164723,-0.0800911559039819,-0.1459752010987558,0.6896971470282732,-0.2388717983073703,1.0942885881564908,-0.7091399635591877,-0.5042069013133144,0.2627336649531155,1.3232821156233652,-0.6244700633944791,-0.4210395528172564,1.2091138898920226,1.0552439044686626,0.5285011762838997,-0.1841746050714207,1.3410117829428294,1.0552976176840896,0.4231141572830363,-0.6550498201559146,-0.3520404553095166,-0.4379958174646284,0.8357995823112296,-0.667556606938003,0.8252300460331966,1.2290930649380087,-1.0764124964836128,1.2724573016659475
30,1,-0.37138004695126,0.9100554749936166,-0.3141404516231796,-0.0059573072156457,-0.0491352564709829,0.6896971470282732,-0.3256124546334344,0.9526723205137372,-0.7091399635591877,-0.443469763561778,0.1823981076933145,0.6855703708546999,-0.4770708442708444,-0.4449740130607886,0.5228779917695482,0.4653203239754461,0.939669446281252,-0.1755513536777191,0.6910778978935246,0.4650940251054689,-1.454061282821892,1.4990811861653082,-0.971677254720551,-0.6066713185051029,-0.2633740544259799,-0.3412175537008777,0.7753713550457474,0.5115564328767768,-0.724232407890513,0.5849185842168659
