f_id,i_id,ic.eps.s,ic.eps.ratio,ic.eps.max,ela_distr.skewness,ela_meta.lin_simple.intercept,pca.expl_var_PC1.cov_init,pca.expl_var.cov_init,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,disp.ratio_mean_25,disp.ratio_mean_05,disp.diff_median_25,ela_level.qda_mda_10,disp.diff_mean_05,ic.h.max,ic.m0,ela_level.mmce_qda_50,disp.ratio_median_10,disp.ratio_mean_10,ela_level.lda_qda_10,disp.diff_median_10,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,pca.expl_var_PC1.cor_init,ela_distr.kurtosis,ela_level.mmce_qda_25,ela_level.mmce_mda_25,ela_level.mmce_mda_50,disp.diff_mean_02,disp.ratio_mean_02
12,1,-1.0382969782038856,-0.9851670156703064,-0.3870913914206855,-0.2976660906044536,-0.3303100462722931,-1.6498597446463192,1.4275086135387989,-0.2643085059291565,-0.3628130146231908,1.3646454803607104,1.2280132657755225,1.3785765446091742,1.4007545973760205,1.2279099155325668,1.2266169399111144,2.0171858442108235,2.2105846438282977,1.2743621897105342,1.271183817767901,-1.1169287500277627,1.2747310947264558,1.743340821255864,-1.4644442894586125,-1.3468817062970684,-0.2002686367805538,1.821493089324358,1.6677173419497462,2.109219499351311,1.216173337115146,1.2164601037750784
13,1,-1.1684645284447497,-1.1353038411167984,-0.3870913935769598,-0.2915874954588157,-0.3303100369826285,-1.6470571634793645,1.4275086135387989,-0.2643085054361218,-0.3628130136521315,-1.317797653999656,-1.5243617882754474,-1.3001857134991843,-0.2918009363667423,-1.5246283532242224,0.5054649671848505,-0.9141298240983784,-0.6265206849200047,-1.4515217628442691,-1.467640124472275,0.260463494519506,-1.451452336856156,-1.4123848196836513,0.1181716444487497,1.472400998505885,-0.1999382546719566,-0.8237044399327371,-0.943061856940343,-0.5801259725177625,-1.5803315720921849,-1.5800901451465956
14,1,-0.8484772020253775,-0.7960862810145671,-0.3870913793602823,-0.2983285409331406,-0.3303100112298074,-1.4901126181298996,1.6945529634057128,-0.264308487933388,-0.3628130068484109,-1.6610196239711252,-1.6469976391920922,-1.6436522995819285,-0.2466587819458913,-1.6474220371392134,0.6799903304473702,-0.5926800641271357,-0.3271223812814218,-1.6456084352674285,-1.667262860787157,0.1267140830180433,-1.6451882595309917,-1.5755687231530775,-0.2631988017184574,0.7670459624293315,-0.1993529683264412,-0.3855524012255373,-0.1523640411282015,-0.2034895905122978,-1.640011962616105,-1.6398014331036024
15,1,1.1202087940420615,0.8833350818892075,-0.3825657759594931,0.4457565231659331,-0.3140983177442534,0.6997709232301093,-0.7091399635591878,-0.2419427918130712,-0.3134240389582744,-1.171724017970129,-1.4257199081903198,-1.1594372567403484,0.3979932037469936,-1.4261210784198797,-1.6267081028619836,-0.277790503338979,-0.1338266343708982,-1.3174618963251818,-1.3398815732307514,-0.5199303175038601,-1.3167493315472378,-1.0584012752345937,1.3169175131597175,-0.2802993941691877,-0.0730713201460208,0.2278604529645433,0.416872768180539,-0.0828850960955211,-1.4794336434956714,-1.4795689841254476
16,1,-1.4342176330988332,-1.4745491786150418,-0.3870913944608983,-0.3604025902508551,-0.3303100094567407,-1.652395413321183,1.4275086135387989,-0.2643085060504692,-0.362813014666429,0.8906722837334411,0.7934557940491481,0.8922507408231375,1.4007545973760205,0.793785091325935,0.2198031697693081,1.908942557689894,2.2011299605555,0.8101548907190634,0.8167093880910204,-1.1169287500277627,0.8102252866068202,1.3265942370108683,-1.6094221931513892,-1.389630496362314,-0.1912233768315395,1.841655838008228,1.6750993754998595,2.1102301515391613,0.7366071883766647,0.7366219120630182
17,1,1.2991925618758564,1.3282178564222349,0.0890105635535673,-0.0995873085276794,-0.0069383881246547,0.6997709232301093,-0.7091399635591878,-0.0622371928116986,-0.2163338520637716,0.76809300874363,0.5673792688810716,0.7846991654057106,-0.701658667663371,0.5675552963728805,-0.5589751021474118,-0.3029379335408106,-0.8548337772853334,0.6387450116374421,0.6357181071655271,0.2835862741350132,0.6388658459196443,0.2546015172963309,0.573816484626049,-1.2079481385850197,-0.1886699307330728,-0.7996642395788891,-1.0341069373917409,-1.0500792398680516,0.6233204280379221,0.6232134227058259
18,1,1.3100285702205696,1.4116333766471776,0.8099257425066493,-0.2445535221220336,0.3230846329811206,0.6997709232301093,-0.7091399635591878,-0.1382754585599452,0.0893194213086695,-0.1727029268031703,0.2367956707579417,-0.1904926477559477,0.0148354052480633,0.2367802970020995,0.5136972956406289,-0.3608863596580742,-0.4650907223733536,0.0938350069305001,0.09274426438905,-0.3227066090186516,0.0940438406198751,-0.3303500136017651,-0.3281888964772894,-0.744123766377104,-0.1983833285855242,-0.0001337052299992,-0.0777234796770554,0.1145289645978619,0.4162661849658026,0.4161570141067097
19,1,-0.251900762607209,-0.2789267220575299,-0.3870903664069475,-0.1796763265060785,-0.3303093048370991,0.6984363607696548,-0.7091399635591878,-0.2643081685701257,-0.3628110159390643,-0.3065186353337129,-0.2329529581879913,-0.3092259894050428,-0.5439363842295443,-0.2334479369353096,-1.4678241636654428,-0.5839331318830188,-0.4952056394644859,-0.251652609272923,-0.2519376603146459,0.367803064597375,-0.2511294898650432,-0.3654973158874879,0.4881152607682495,1.047050537356686,-0.1965250572400512,-1.07806526948311,-1.430276071247826,-0.737450829759759,-0.1683354162469691,-0.1680685371273106
20,1,1.451059218827008,1.5061876326730534,1.7924274495084929,-0.1627225051311612,1.0122727528774202,0.6997709232301093,-0.7091399635591878,0.3235482717586154,1.4393714709311367,0.6598146491692976,0.8601057130255867,0.6641062474159143,-1.0149011782178134,0.860410666683379,-0.4396063395386107,-0.2471762404845733,-0.6842993049204337,0.8208263228797872,0.8127169333647217,0.6551376054077216,0.8206291024834079,0.3675749889290105,0.428481492500531,-0.4406073569138639,-0.1951353222079174,-0.6290563660999796,-1.0718373310923222,-1.0396358339269345,0.8203513499454759,0.8203895462473082
21,1,1.3263096727585004,1.3588146581297855,0.2555155985498803,-0.1690341846517075,0.2380211643151333,0.6997709232301093,-0.7091399635591878,0.0339166192647358,1.2113123091939098,0.3360010644045461,0.6756187372988063,0.342055174485561,-1.850581549081861,0.6757624030308609,-0.7120964114249059,-0.57409283310839,-0.7410274045572178,0.5760503476931912,0.5758312862710633,2.098497780034526,0.5760435114044372,0.2621330820718434,0.7712863879317283,1.1966713025850462,-0.1958911250477956,-1.1827564645724409,0.0453104128248339,-0.7573269894541439,0.637315093842551,0.6369599062642739
22,1,0.6483819006924001,0.3689532625334003,-0.3870750551323984,0.1637366971254314,-0.3299728142318508,0.6997709232301093,-0.7091399635591878,-0.2640618114290883,-0.3612917517045013,-0.3586148272043836,0.0795018619735483,-0.3650862041884639,-0.2529896938463765,0.0795542093211365,-3.053370624248533,-0.4669429131179773,-0.3705438896453801,-0.0548980788095833,-0.0662885155418057,-0.1832898495722117,-0.0550153268850013,-0.2525238442548083,1.160155691186493,0.2604728001561701,-0.1548326990391093,-0.599587733408168,-1.0742980089423582,-0.6020234365878477,0.1928873753480439,0.1927766562819368
23,1,-0.3712323045033597,-0.3512035064815395,-0.3870908795935117,-0.2222387601242228,-0.3303095057054373,0.6914966359752905,-0.7091399635591878,-0.2643078742900064,-0.3628123896906908,-0.858125372787863,-0.5491401738122123,-0.8923267388345073,-1.204553278193218,-0.5488219014818511,0.2535557164380031,-0.4724097457705465,-0.3919044703728111,-0.6491634572598735,-0.6318862684339699,1.1761935754689294,-0.6492705679651423,-0.9052594581325122,0.103173930273634,0.7029227773314629,-0.1980758868341266,-0.2552700251143687,-0.3533193988812874,-0.4413297387196843,-0.52233110670793,-0.5224700663685365
24,1,-0.5230718714336492,-0.7126707607896244,-0.3870913749941618,-0.0339801907903005,-0.330309869478637,0.5444278528331898,-0.7091399635591878,-0.2643083558000737,-0.3628129356827368,-1.2105407883835697,-1.199110183670432,-1.2387994374331563,-0.0820550725332757,-1.1987527265059186,-0.534278116780073,-0.6714024543241737,-0.6762453154658278,-1.3021217125941422,-1.2447280689206566,-0.1826097678188145,-1.3022617748592793,-0.9554698899692586,1.1080207800063315,0.8589558610696092,-0.1853250423112214,-0.2420866894364529,0.2889175199785741,-0.5909062625214967,-1.108730156818425,-1.108843505658565
25,1,-0.6424034133298,-0.6515049347705356,-0.387091353712673,-0.1259749132870478,-0.3303098756382276,-0.0438472797352126,1.1604642636718838,-0.2643084849751794,-0.362813009072479,0.125573309005371,0.2144012979818587,0.0921994183118484,-0.5122818247271186,0.2145079341235906,-0.0082323284557765,-0.5533188690286156,-0.7182661300115939,0.1631993159752025,0.1878977686991434,0.0904430561701889,0.1625503008590174,-0.4784707875201668,0.2927878880590153,-1.2571092471600522,-0.1904863154441948,-0.4258778985932782,-0.0941279986773073,-0.4012405352682977,0.2564238024695314,0.2563541427397574
26,1,-0.4580016413236483,-0.5569784561406722,-0.3870913167211863,-0.045941099502706,-0.3303098301969596,0.6131578195466036,-0.7091399635591878,-0.2643083570942899,-0.3628129163354164,0.0867565385919305,-0.4600958820596907,0.0689567397353698,1.0129174292115135,-0.4600249812387332,-0.4585406949869046,-0.2110951449775985,-0.154486868189233,-0.1462722166857784,-0.1314986094046673,-0.7697470149184571,-0.1465447300124449,-0.3002237544997226,0.698440347652599,0.2604728001561701,-0.1842957986065092,0.455079120825091,0.6424349044340028,-0.075136762655337,-0.8280856427431205,-0.8283293255439942
27,1,-0.2681818651451401,-0.3011486388673714,-0.38709071552917,-0.0869578156872472,-0.3303092982872678,0.6979025357854727,-0.7091399635591878,-0.2643010387945384,-0.3628122460027421,0.2920768241998641,-0.0729931526445407,0.2881963338030253,0.6567348205494327,-0.0725241698082974,-0.8084146543575238,-0.7009233506480651,-0.327822728190518,-0.0002069889858755,0.0315266252524857,-0.5614153044610934,-0.0002185679411755,-0.0893399407853821,0.527394988369741,0.2476481631365966,-0.1866748365428739,-0.5313445840166041,-0.7396458213372196,-0.4271806080897831,0.0522810874704216,0.0523047774190521
28,1,-0.3278340910827846,-0.3456480272790791,-0.3870908298652749,5.20733294358115,-0.3303091995040862,0.6993705544919729,-0.7091399635591878,-0.2643036421413017,-0.3628124640523932,0.918252620606148,1.2498744391997938,0.9464944611404588,-0.137932251481037,1.249891851681676,0.2560254149747384,-0.6145473947374245,-0.7151145689206614,1.1976612710553352,1.1554026307052692,-0.1116545715476997,1.1975841326933707,0.417785420765757,1.8179125842951027,-0.8873322130956773,5.289988369536256,-0.4910190866488618,-0.3705441438315518,-0.6751272781756704,1.3221007312122688,1.3221361961306437
29,1,1.1039547815249922,1.1057764691557213,-0.3044991617389006,-0.0744325974355898,-0.2468855183534055,0.6997709232301093,-0.7091399635591878,-0.1459749212000188,-0.23887164803789,1.2420662053708993,1.1363029772639437,1.2592841146484957,0.3478964226214156,1.1361918916633151,-0.3893891359583571,-0.9338104216476408,-0.55193373910127,1.196327342035245,1.185346041152501,-0.5902054320215777,1.196088863374407,0.9148686959495425,0.56131838948012,0.9123918486511664,-0.1840306531386982,-0.6802387281436524,-0.704376105486678,-0.4719861884178035,0.9900712228466864,0.9900727026718944
30,1,0.9629512229394154,0.9195012514972244,-0.371379864251446,-0.000416040803489,-0.3141403166434545,0.6997709232301093,-0.7091399635591878,-0.0491349834701889,-0.3256123000120612,0.6107829391733717,0.4516750095379767,0.6156357216203783,-1.4654969513088694,0.4513825000715897,-0.9911723460758238,-0.6506284902443993,-0.4948554660099378,0.5120217547288515,0.4939859643819621,1.5194081670167507,0.5122725086569876,0.5985429753780397,0.9487593390039212,0.87819281659897,-0.1754076391393882,-0.5406504680245448,-0.3172294570807331,-0.4945574206131221,0.4199950435753239,0.4200232126075235
