f_id,i_id,ic.eps.max,pca.expl_var_PC1.cov_init,ic.eps.ratio,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.intercept,ela_distr.skewness,ic.eps.s,pca.expl_var.cov_init,ela_level.mmce_qda_50,disp.ratio_mean_25,ela_meta.lin_w_interact.adj_r2,disp.ratio_median_02,disp.diff_mean_05,ela_level.mmce_qda_25,nbc.nb_fitness.cor,ela_level.qda_mda_10,disp.diff_median_02,ela_level.lda_qda_50,disp.ratio_median_10,nbc.nn_nb.mean_ratio,ela_distr.kurtosis,disp.ratio_mean_05,pca.expl_var_PC1.cor_init,ela_distr.number_of_peaks,disp.diff_mean_25,disp.diff_median_05,disp.ratio_mean_10,disp.diff_median_10,disp.ratio_median_05
20,1,1.79242739829649,0.6954252190278101,1.4977721589248307,1.43937140611737,0.3235480289247628,1.0122726678828895,-0.1572099096358315,1.4433298179563734,-0.7091399635591878,-0.6732529624716918,0.68439370330796,0.4341859712836619,0.8294546890668136,0.8675511401748255,-0.584319054003877,0.4542509831480216,-0.9838394635453892,0.8290984822134531,1.2686893039691216,0.8365200128883472,-0.1963054609610764,-0.1947118907866398,0.8672490849006652,-0.4500386173900525,0.8280118535916154,0.6845315151025627,0.8750615710167873,0.8289476527676308,0.8363197534228436,0.8750156269992939
21,1,0.2555154478277278,0.6954252190278101,1.3496001768227013,1.2113122331556394,0.0339163561033999,0.2380210466652761,-0.1635174393475442,1.3181313962473409,-0.7091399635591878,-0.7298320801879504,0.3645181979690984,1.1617444052580066,0.6437895398256497,0.6854297945121354,-1.1350956886014223,0.8000346861759638,-1.8336914304660688,0.6440040528784672,-0.6286140102227732,0.5955575116116685,-0.1272843847259737,-0.1954676349930329,0.6852869052403903,1.179224395436307,0.7365362583376845,0.3647399876688877,0.7017922527597295,0.5957199979147116,0.5955468070848278,0.7017720911174825
22,1,-0.38707524746025,0.6954252190278101,0.3543720799043282,-0.3612919051424259,-0.2640620955037172,-0.3299729558377824,0.1690346519253774,0.6377642945603639,-0.7091399635591878,-0.3603215459669521,-0.3216500784675755,-0.3188264020717096,0.2066325066123642,0.0973807309267163,-0.5550060118264166,1.192283074298286,-0.2090073672224514,0.206756308268647,-0.407593154934522,-0.0255610884094117,0.3337764045245203,-0.1544123942047301,0.0973281859912973,0.2476092523319442,3.709493104090437,-0.3215500273216958,0.0952544859466058,-0.0364841788635693,-0.0256749710964361,0.0954197155311402
23,1,-0.3870910719223878,0.6871670703872754,-0.3696891410889438,-0.3628125432034575,-0.2643081583819049,-0.3303096473255695,-0.2166870338270347,-0.385518701375478,-0.7091399635591878,-0.3816260285638149,-0.8150857949051239,0.2126061656462634,-0.5199933729178264,-0.5223960306738641,-0.2125062558581951,0.1261166566287969,-1.1767077129552534,-0.5198418670801864,-0.2439116001692074,-0.610568141917641,0.8969883866029695,-0.1976522272904562,-0.5227105707123537,0.6878931213333233,-0.4526464799634165,-0.8148387739869045,-0.5335138973999761,-0.5933479615180133,-0.6106668532448667,-0.5340317981727756
24,1,-0.3870915673230701,0.5403851380990614,-0.7331161513792103,-0.3628130891955303,-0.264308639892006,-0.3303100110987846,-0.0285522409097504,-0.5379046196554185,-0.7091399635591878,-0.6652201247712346,-1.1632152880972595,1.0065732748005942,-1.1428155553722767,-1.1634325294724348,-0.1993925264630154,1.139695136129453,-0.0351740103523123,-1.1421857036145184,-0.4812667733639389,-1.2533536698464354,0.8638582700101232,-0.1849023719494031,-1.1637854175501394,0.8431623118507173,-0.2239574918285894,-1.1630081551664686,-1.2189685946465196,-1.196726248370653,-1.2534791142744013,-1.2180812747000511
25,1,-0.3870915460415798,-0.046742591053794,-0.6716187044677242,-0.3628131625852762,-0.2643087690671208,-0.3303100172583754,-0.1204864786320699,-0.657665542050269,1.1604642636718838,-0.7071305823388336,0.1566495730485773,0.8620079524186096,0.2315285152606113,0.2304876092533251,-0.3822133421487553,0.3173782673661277,-0.4726966138757058,0.2313809217375589,2.3352495119794545,0.1891384699488265,0.5353179471310268,-0.1900632446824102,0.2303814560897062,-1.2625431485906609,-0.1782196942016239,0.1560900755024462,0.2112727784479621,0.2137769563999574,0.188499204016332,0.2114403865307779
27,1,-0.3870909078580355,0.6935604757863989,-0.3193628925265016,-0.3628123995155017,-0.2643013228859571,-0.3303094399073913,-0.0814950340293446,-0.2820974644197433,-0.7091399635591878,-0.3177125807732265,0.3211281451944268,0.5854411110670705,0.0353142098125632,-0.0526164502294228,-0.4871231773101925,0.5540239891258757,0.716144395186259,0.0354946237896024,-0.2353599233744774,0.028277944573388,0.0853005300781481,-0.1862520614670536,-0.0530798584677729,0.2348474010565421,0.2791582820680303,0.3203749472653145,-0.0839929175232267,0.0598204988425517,0.0282676059886509,-0.0835986048800654
28,1,-0.3870910221941478,0.6950256311903649,-0.3641035419144219,-0.3628126175651636,-0.2643039262329032,-0.3303093411242055,5.2093148301003085,-0.3419643318688832,-0.7091399635591878,-0.7039872980212636,0.9396886649821916,-1.2963555740699824,1.4100802466937257,1.2517022614422022,-0.4470105932778782,1.8557555544831503,-0.0919987630811989,1.4100455021410443,-0.4422305220959096,1.2074840816112975,-0.3729994161229421,5.289986277392999,1.2516836321019953,-0.8945764368165616,-0.4069086823364511,0.939745004552259,1.3025939537268234,1.16634159167003,1.207398739965776,1.3028746625861922
29,1,-0.304499348720226,0.6954252190278101,1.095190098421166,-0.2388717954506021,-0.1459751969868473,-0.2468856564549947,-0.0689780508696582,1.0949764243933269,-0.7091399635591878,-0.5412350211337543,1.2595641703210534,0.8442228281075078,0.9864261334252526,1.1395582893802394,-0.635231179891045,0.5882421680713493,0.402068668280791,0.9864692312031482,-0.4147298060725698,1.206170934465376,-0.9527764564978206,-0.1836080831926819,1.139666452137722,0.8963366921648936,-0.2239574918285894,1.2593095091559667,1.1593577909037731,1.195822615457618,1.2059267791772943,1.1590300297631129
30,1,-0.3713800555630839,0.6954252190278101,0.9079049580994468,-0.3256124516939321,-0.0491352524604115,-0.3141404575816247,0.0049898412889782,0.9534655047417496,-0.7091399635591878,-0.4843066496044323,0.6359582955594876,0.7969046074632917,0.4007369808190357,0.4641205384256158,-0.4963799274714958,0.979049790764388,-1.4420765089502483,0.4005028534967002,-0.5821950163981425,0.532526448607416,-0.6187144475199164,-0.1749857381474119,0.4644079588319661,0.8623050887638211,0.3706338773219612,0.6359804923429291,0.4526860625058681,0.515138532895304,0.5327698783430377,0.4529313759417885
