f_id,i_id,pca.expl_var_PC1.cov_init,ic.eps.ratio,ela_meta.lin_simple.intercept,ic.eps.s,ela_distr.skewness,ela_meta.lin_simple.coef.min,pca.expl_var.cov_init,ic.eps.max,ela_meta.lin_simple.coef.max,ela_level.mmce_qda_50,nbc.nb_fitness.cor,disp.ratio_mean_25,ela_meta.lin_w_interact.adj_r2,ela_level.mmce_qda_25,disp.diff_mean_05,disp.ratio_median_25,ela_distr.kurtosis,disp.ratio_median_10,disp.ratio_median_05,disp.diff_mean_25,ela_level.lda_qda_10,nbc.nn_nb.mean_ratio,disp.ratio_median_02,ela_level.qda_mda_50,disp.diff_median_25,disp.ratio_mean_05,ela_level.lda_mda_50,ela_level.mmce_mda_50,ela_distr.number_of_peaks,disp.diff_mean_02
11,1,0.4921846072860701,-0.4476422968060747,-0.3303097951740897,-0.5076998994161387,-0.3623775104097821,-0.2643087490467231,-0.7091399635591878,-0.3870912530175597,-0.362813071930236,1.8411265964992511,-1.764260367182398,1.1051129788319338,-1.6615211666918055,1.832413727284386,1.0230728909335445,1.1092618697886494,-0.2001786899542336,1.0581315055651097,1.025634507868879,1.1051723666703253,-1.116993041117003,-1.6887046903112977,0.9864948283194211,-0.2035533049911591,1.1095970549438985,1.023389396214374,-0.4816241634453674,1.7877142669488273,-0.7073843840654483,0.9911538810372662
12,1,-1.649852687042503,-0.9933219264132048,-0.3303101678000656,-1.0451292444459015,-0.296823306989311,-0.2643087830661235,1.4275086135387989,-0.3870915460699717,-0.3628130939790474,2.210630904078296,-1.4558841989970317,1.3687725576114105,-1.7648822223080278,1.829279178939477,1.23469366029383,1.3816187046909485,-0.2002825363081601,1.2801877918019244,1.229306224586046,1.3688341513713769,-1.116993041117003,-1.843453387809637,1.2216159334092886,-0.1823882779466853,1.3823666438387838,1.234807622078006,-0.4805527331979064,2.111678112730672,-0.7073843840654483,1.2242213337466534
13,1,-1.647050196033787,-1.1436480425205715,-0.3303101585104007,-1.17542582867659,-0.2907456368995283,-0.2643087825730887,1.4275086135387989,-0.387091548226246,-0.3628130930079881,-0.6297143520938309,0.133328797976857,-1.2839862694955064,0.968160196098294,-0.8437069221819224,-1.4735221002677663,-1.2647141239866184,-0.1999521533320585,-1.4048537521325914,-1.455600107870595,-1.2841833103213445,0.2603435333415654,1.237703714166197,-1.495431863597243,-0.3869835393765983,-1.2652053556518013,-1.473234268512735,-0.4001314986534142,-0.5963882546792406,-0.7073843840654483,-1.5183019793216432
14,1,-1.4901106995456928,-0.8040028010953794,-0.3303101327575787,-0.8551213015313475,-0.2974856565046455,-0.2643087650703538,1.6945529634057128,-0.3870915340095678,-0.3628130862042674,-0.3299741405377744,-0.2496313736765979,-1.623410095050693,0.3810022684947493,-0.4009519684634849,-1.594338509561941,-1.6041439107678437,-0.1993668654497212,-1.5960323890997918,-1.5692164639827413,-1.622682043228156,0.1265995275926262,1.4035058900572734,-1.5635042261721068,-0.5335413681562562,-1.6046727769657954,-1.5938947944398696,-0.342034392847063,-0.2171300561618558,-0.7073843840654483,-1.5768303451421293
15,1,0.6997023938838479,0.8775359555838809,-0.3140984386852782,1.115516236286047,0.4464861708631097,-0.2419430674187541,-0.7091399635591878,-0.3825659303731664,-0.3134241170575717,-0.1364576530770223,1.3370715847190364,-1.1395291056431476,-0.658029779682903,0.2189049667423287,-1.376601030292748,-1.1265031928421674,-0.0730848856839042,-1.2728025286604034,-1.3597853928082773,-1.139652983795565,-0.5200187374901696,0.9392597975622616,-1.3993788366511153,-0.3185632632705635,-1.1260957082919976,-1.3761812367887356,-0.3094757065212357,-0.0956860176383999,2.441514047936954,-1.4193517073213435
16,1,-1.652388274145627,-1.4833210963631749,-0.3303101309845119,-1.4414423721319598,-0.3595502592378449,-0.2643087831874362,1.4275086135387989,-0.3870915491101845,-0.3628130940222857,2.201165423713368,-1.6014664365357043,0.9000444175590079,-1.768634495744167,1.8496537431813864,0.8075592933306234,0.9019454730719716,-0.1912372526084571,0.82293579410718,0.7942131742210953,0.9006377120744046,-1.116993041117003,-1.4621083832601605,0.7476151265229667,-0.19090753411553,0.901703390936712,0.8072496715101142,-0.479913073348676,2.112695800204332,-0.1053890955944008,0.753912363880957
17,1,0.6997023938838479,1.3229796328411587,-0.0069384979487045,1.2946774292126144,-0.0987746690384011,-0.0622374561137138,-0.7091399635591878,0.0890104336911263,-0.2163339276928905,-0.8582881742395018,0.5908729730983999,0.7788216227178693,0.9971495833188874,-0.8194141725088738,0.5849723439847009,0.7962547610203333,-0.1886837998052518,0.6540941800158728,0.5737869718099707,0.7790381378066737,0.2834653784032465,-0.1163473889442581,0.6469682591576771,2.2583786144273463,0.7954040959117927,0.5848146150183524,3.621921701337502,-1.069612929931255,0.5892208526414232,0.6428124046897363
18,1,0.6997023938838479,1.4065003223268984,0.3230845351015251,1.3055241792006012,-0.243718821310776,-0.1382757270679727,-0.7091399635591878,0.8099256501765324,0.0893193534560122,-0.4681000391963548,-0.3148923767111762,-0.1515633276878697,-0.3876259474727352,-0.011484336608504,0.2595236202870998,-0.1691892432975192,-0.1983972231627622,0.1173486597333924,0.2612110980820823,-0.1513778328347735,-0.3228030001993602,0.4280364218981106,0.4448392807145228,-1.3254328517259069,-0.1684330385125572,0.2595558059973809,-0.1734200565899293,0.1031022688832346,-0.1053890955944008,0.4397549786772231
20,1,0.6997023938838479,1.5011737911945169,1.0122726799414663,1.4466946302942458,-0.1619002575693123,0.323548034869668,-0.7091399635591878,1.7924274083294316,1.4393714374266409,-0.6875589543239476,0.4449321586199767,0.6717414872748642,0.4486441720094674,-0.6470140135388629,0.8731120361526187,0.6763364531155891,-0.1951492082566677,0.8334473342840709,0.8811270687584979,0.6719043554346481,0.6550016926786902,-0.1937217376934247,0.8432505316128058,3.916705073044039,0.6762153056261958,0.8728260442966015,2.5725277356825678,-1.0590968260367652,0.8670648319357529,0.8360399920784425
21,1,0.6997023938838479,1.353615010619561,0.2380210633568534,1.3218214210575503,-0.1682109765626386,0.0339163625459576,-0.7091399635591878,0.2555154773560332,1.2113122698871095,-0.7443518365135162,0.7891660207803856,0.3515112709028559,1.1789474353802354,-1.2065308931051713,0.6914370551141378,0.3582480601140241,-0.1959050130811034,0.5923388814766395,0.7083464350395647,0.3517589963139262,2.098303530989702,-0.124637497738811,0.6594969148463018,-0.0802903172981858,0.3579140452155703,0.6913106444236062,-0.4686070855135287,-0.7748227917276702,0.7744501721709763,0.6565369281480818
22,1,0.6997023938838479,0.3625056099638586,-0.329972935747418,0.6432216249341429,0.164509263307078,-0.2640620885491652,-0.7091399635591878,-0.387075209780834,-0.3612918310216538,-0.3734452355470739,1.1796563081685996,-0.3354178998635964,-0.307209059759112,-0.6172358042622246,0.1048292520153951,-0.3419529072280813,-0.1548464792628131,-0.0291559314820215,0.1036142170232962,-0.3352903607260115,-0.1833918755627542,0.3368452251580164,0.2268406717324432,0.7062766311659369,-0.340993708987522,0.1047955662212726,-0.2085533738089091,-0.6184381499418793,3.7844266145262138,0.2206881030907985
23,1,0.691428372810496,-0.3585591238381013,-0.3303096272331902,-0.3774033151854503,-0.2214074552294144,-0.2643081514269302,-0.7091399635591878,-0.3870910342427712,-0.3628124690465316,-0.3948302097048743,0.1182685665073384,-0.8294007888412354,0.2262284214695475,-0.2693009379772933,-0.5134284870879657,-0.8612601558664204,-0.1980897806040961,-0.6145173250826232,-0.5241554188221621,-0.8291249041821311,1.1760366032107872,0.9005726231876754,-0.4923041647946463,-0.0408887575172788,-0.8620953007021401,-0.5137207819008675,-0.2475566331157328,-0.4566258416299002,-0.4295404047711187,-0.480724347328184
24,1,0.5443643208293054,-0.7204821116096397,-0.3303099910064032,-0.5293933993921117,-0.0331775355567508,-0.2643086329370304,-0.7091399635591878,-0.3870915296434471,-0.3628130150385914,-0.6794957673464156,1.1273040749650374,-1.1779163240095083,1.02319089726281,-0.2559791075114287,-1.1528938575004073,-1.2047549700342464,-0.1853389026005237,-1.2576921896561233,-1.2063771331729822,-1.1776795155787352,-0.1827118212962342,0.8674121880094637,-1.1087140246750098,-0.507983599649722,-1.2045338327596642,-1.153221569314682,-0.4523757168393073,-0.6072435877316165,-0.1980037553591773,-1.0558039977855058
25,1,-0.0438918870954561,-0.6592391684702461,-0.330309997165994,-0.6488432336348134,-0.1251582580658936,-0.264308762112145,1.1604642636718838,-0.3870915083619571,-0.3628130884283355,-0.7215645689683182,0.3086729215148147,0.1434121397589018,0.878080179311139,-0.4417010969473043,0.2376098961957112,0.1102813895313337,-0.1905001892857656,0.1856736708831817,0.2193248838471881,0.1428782245277303,0.0903299667115579,0.538571205825495,0.2514803612534063,-1.1525185741738857,0.1109674929581845,0.2375221447411216,0.3877055546512092,-0.4162575718413772,-0.1516964254767891,0.2829980715217624
26,1,0.6130920765192448,-0.564593512020039,-0.3303099517247243,-0.4642586657142525,-0.0451366240280689,-0.2643086342312468,-0.7091399635591878,-0.3870914713704685,-0.3628129956912706,-0.1571414805411243,0.7160163250712988,0.1050249213925411,0.1153481098969952,0.4485106330069342,-0.4260614115339685,0.0879237389050257,-0.1843096561932637,-0.1191609942466483,-0.4341000582171416,0.1046722658880805,-0.7698253380585276,0.2926313115870614,-0.7712755647947029,-0.412141967750218,0.0879954412929131,-0.4261107478581208,-0.2258081982418991,-0.0878837470070046,0.0335328940527639,-0.7805768311883229
27,1,0.6978340665447038,-0.3084411476631752,-0.3303094198150133,-0.2742507227996983,-0.0861470981858658,-0.2643013159309942,-0.7091399635591878,-0.387090870178421,-0.3628123253585791,-0.3306752872314729,0.5442579709308445,0.3080731027514482,0.6004699457579993,-0.5482757406742202,-0.0448002982342426,0.3054027040882038,-0.1866887003764129,0.0247157119245432,-0.0749257711529352,0.3073448684400943,-0.5615020477478914,0.0881419613214047,0.0572861980797148,0.1160519147181588,0.3046823117593878,-0.0452431747142079,-0.2190437953362877,-0.4423782169986568,0.3113768733470936,0.0827959716667652
28,1,0.6993020380254599,-0.3529966403558676,-0.3303093210318281,-0.3339620814835642,5.207337962636003,-0.2643039192779358,-0.7091399635591878,-0.3870909845145318,-0.3628125434082359,-0.7184094088466755,1.840155031188884,0.9273195463982632,-1.2884261153442815,-0.5075266121903993,1.2563216342269827,0.955807085944442,5.289988886110064,1.2046360967805236,1.3078428762764698,0.927400224534155,-0.1117594928226446,-0.3705773919772385,1.4178982058644176,-0.3835225915580053,0.9553155226686834,1.2563166723519736,-0.4051048539811806,-0.6920508772033037,-0.3832330748887305,1.3281039862846309
29,1,0.6997023938838479,1.1002577942125198,-0.2468856368618116,1.099246111304067,-0.0736237860533368,-0.1459751902351953,-0.7091399635591878,-0.3044993120882657,-0.2388717242404178,-0.5550422292149536,0.5783227802071352,1.2475497627702716,0.8602279578024122,-0.6987340612298661,1.1444525179309084,1.2637329104795043,-0.1840445100292442,1.2033221542584125,1.164382592521962,1.2473183096366698,-0.5902910116972392,-0.9508850075960094,0.9986058621517596,-0.4508779606429343,1.2644631993061155,1.1445745331238002,-0.4117093419244845,-0.4874956949975943,-0.1980037553591773,1.002483722103752
30,1,0.6997023938838479,0.9137477230532224,-0.3141404375859994,0.958102777085392,0.0003815065535323,-0.0491352458751524,-0.7091399635591878,-0.3713800180827578,-0.3256123784214535,-0.4978987736785358,0.9673787598363472,0.6232523693384073,0.8127312216782763,-0.5576793857089481,0.4706702100369794,0.6285723813230224,-0.1754214733879624,0.5292696404152964,0.4601706156978231,0.6232996136461562,1.5192373230478955,-0.616517286215672,0.4189467256246973,-0.1943684819341231,0.6283091480310576,0.470974031861013,-0.4527595127488455,-0.5102240485760065,0.4039915331118701,0.4434118582464588
