f_id,i_id,ela_meta.lin_simple.intercept,ic.eps.ratio,ic.eps.max,ela_meta.lin_simple.coef.min,ic.eps.s,ela_meta.lin_simple.coef.max,ela_level.mmce_qda_50,pca.expl_var_PC1.cov_init,ela_level.mmce_mda_50,disp.ratio_mean_25,pca.expl_var.cov_init,ela_level.qda_mda_10,disp.diff_median_25,disp.diff_mean_10,disp.ratio_mean_05,ic.h.max,disp.diff_median_10,ela_meta.lin_w_interact.adj_r2,ela_meta.lin_simple.adj_r2,ela_distr.skewness,disp.ratio_mean_02,nbc.nn_nb.sd_ratio,disp.diff_mean_25,ela_level.lda_qda_10,disp.ratio_median_10,ela_meta.quad_simple.adj_r2,ela_level.mmce_qda_25,disp.diff_mean_02,disp.diff_mean_05,nbc.nb_fitness.cor
11,1,-0.3303098221900693,-0.4701722506636135,-0.3870912931807974,-0.2643087608285751,-0.5345683440878052,-0.36281314961916,1.8425379666285653,0.4310636629422194,1.7904992540076414,1.11019449438985,-0.6559690833927628,1.4030738721961549,1.1143021398182014,1.0573606951698968,1.0216646608883286,1.3008411816530467,1.0585358265718812,-1.6625530101284802,-1.1241884335484302,-0.3668289945271571,0.9854903852125722,-1.3615560530755313,1.1102226223103266,-1.123039939110663,1.05863988094073,-1.4318733305370446,1.8243068385400183,0.9855416076077584,1.021358655222571,-1.7849627778412305
12,1,-0.3303101948160482,-1.0213314219480194,-0.3870915862332132,-0.2643087948479756,-1.0783826988387075,-0.362813171667972,2.211163747896975,-1.7847042901771906,2.11163722062795,1.3866201047071878,1.5820611845132777,1.4030738721961549,1.399935593940879,1.2889611470605506,1.243107444489996,1.2643211194368298,1.2915679344587354,-1.7657509509276128,-1.2286372819113278,-0.301210277498077,1.2298250847314798,-1.439691372455396,1.3866392589290342,-1.123039939110663,1.2912094293960836,-1.536291962738946,1.8212267192871163,1.2295410626427392,1.243018630871458,-1.47750177127747
13,1,-0.3303101855263832,-1.1731670652096,-0.3870915883894876,-0.2643087943549408,-1.2102272911278285,-0.3628131706969126,-0.6224283582099015,-1.7818053351578456,-0.5728071642201336,-1.3945816297500115,1.5820611845132777,-0.2874157527701669,-1.372496400097882,-1.54095564193159,-1.5933383345467458,0.5372398807685059,-1.520801228168262,0.9629784337977082,1.7827259941288316,-0.2951266262139702,-1.6413281532975557,2.3152688331712383,-1.3947200665541226,0.2515229088108671,-1.5209554952696995,1.5287750196511931,-0.8053449736251929,-1.6416199940827167,-1.5936738230530196,0.1069949509208853
15,1,-0.3140984655708243,0.8683130212114164,-0.3825659704752177,-0.2419430791355062,1.1079326537117316,-0.3134241935163256,-0.1303444168013142,0.6457243798508657,-0.0764724639776468,-1.243130050150855,-0.6559690833927628,0.4015364346043007,-1.226826315547216,-1.4091060895404277,-1.4916834586998269,-1.6124637815042815,-1.381839713746593,-0.6606452400153913,-0.4824164603327392,0.4428307106805687,-1.538125410179461,1.0651037230934015,-1.2431979686780237,-0.5272678423362473,-1.382652302253351,-0.3619314469347974,0.2388154531086372,-1.5380284708435574,-1.4921548555364106,1.3071654149145393
16,1,-0.3303101580004942,-1.516251008068746,-0.3870915892734262,-0.2643087949692883,-1.479404283917896,-0.3628131717112102,2.2017207724754875,-1.7873271542423124,2.1126460309942963,0.8951967974763654,1.5820611845132777,1.4030738721961549,0.8966041714296678,0.8198002668059098,0.7952765049481617,0.2492293901087914,0.8123772110896834,-1.7694973028743524,-1.228269504276247,-0.3639989609832891,0.7371863494198921,-1.1338474080256402,0.8957934385001789,-1.123039939110663,0.8123088207424544,-1.5367574246952695,1.8412474944309791,0.7371723041083511,0.7956211770862097,-1.622651967399431
17,1,-0.0069385223629006,1.3182297025208478,0.0890103999651971,-0.0622374673073958,1.2892223979894049,-0.2163340017333417,-0.8504587276472851,0.6457243798508657,-1.0419039845712643,0.7681045628477042,-0.6559690833927628,-0.6967732176546766,0.7852917816145633,0.6325305324541547,0.5622945192233306,-0.5359519475398791,0.6356004024822545,0.9919220726601232,-1.117568436116979,-0.1029667346951875,0.6207524853892218,-0.406072718944616,0.7683113865544886,0.2745981903263371,0.6354733948459268,-0.9332084213291528,-0.7814740494151996,0.620861213984292,0.5624747901747349,0.5631812815899057
18,1,0.3230845133426309,1.402589080266366,0.8099256261980032,-0.1382757384829797,1.3001980144130572,0.0893192870287106,-0.4611982963837758,0.6457243798508657,0.1205818275820395,-0.2073283379272693,-0.6559690833927628,0.0188463129661293,-0.2240000937470336,0.0710741513212636,0.2216133136823048,0.5455398949085544,0.073554360724832,-0.3906681340162546,-0.819300774066592,-0.2480535303042511,0.4081724760604974,-0.2721264571505623,-0.2071142085981826,-0.3304492647042963,0.0733156401476291,0.639432375102457,0.0124266880203293,0.4082794025306003,0.2215869066846485,-0.3398960469915575
19,1,-0.3303094533808214,-0.3070999270496494,-0.387090561219408,-0.2643084574889207,-0.2818547759332155,-0.3628111729837448,-0.4912759218003633,0.6443439250797492,-0.7298453112480747,-0.3460706940635564,-0.6559690833927628,-0.5392434477562051,-0.3468852486915194,-0.2847576134520621,-0.2624836896751867,-1.452273508601328,-0.282531300706063,0.4827102567417032,1.1039923685875377,-0.1831223702315988,-0.1916383386429562,-0.019860997438428,-0.3456067771463239,0.3586419852576816,-0.2831075139940097,1.2830111067123935,-1.0579147523631676,-0.1919288594235051,-0.2630177572988056,0.4773782099907167
20,1,1.0122726637276476,1.4982132300651485,1.79242739763518,0.3235480247988942,1.4430456621668892,1.439371404626162,-0.6801354302300989,0.6457243798508657,-1.0314796107856836,0.6558397555923877,-0.6559690833927628,-1.0096333889364584,0.6604820255126914,0.815655966225409,0.8639622318717568,-0.4156017425091617,0.8231099338426711,0.4442822616418865,-0.6124258543337402,-0.1661544467711836,0.8231886353516378,-0.8235385682027495,0.6559949208782334,0.6453862923249202,0.8233180301367911,-0.0053875883910089,-0.6120674905055814,0.8231521193530342,0.8642837163141204,0.4176735726696146
21,1,0.2380210409135549,1.3491727110412233,0.2555154458813968,0.0339163516321512,1.316688878089594,1.211312231406179,-0.7367932827590196,0.6457243798508657,-0.7496852484528895,0.3201044357816743,-0.6559690833927628,-1.8442937404404027,0.3271696176631313,0.5703795938205815,0.6738401397472473,-0.6903322105447969,0.5707919988113982,1.1734330282379797,1.3838711488838935,-0.1724713763083642,0.6348656810293034,-0.2364074540054816,0.3203622712791458,2.085781561040586,0.5707942896542004,0.9871324564760996,-1.161868777148615,0.6352294846523836,0.6739901454385623,0.7608858590663701
22,1,-0.3299729627606872,0.3481109042978267,-0.3870752499438547,-0.2640621003302993,0.6300268755848598,-0.361291908672687,-0.3667685421689083,0.6457243798508657,-0.5946647221576414,-0.4000848937807384,-0.6559690833927628,-0.2486518826904382,-0.4046987579682986,-0.0926949289855956,0.0595149981426223,-3.0508562319748376,-0.080217172489353,-0.3103781527651489,0.0495738888113851,0.1605763022641548,0.1788330469091765,-0.171666760805022,-0.3999236536581874,-0.1913188908610212,-0.0801252157859332,0.3229182448024882,-0.582806357603011,0.1789372200940276,0.0595538982621727,1.1502172964476896
23,1,-0.3303096542491684,-0.3801945327419034,-0.3870910744060058,-0.2643081632087805,-0.4027237517986843,-0.3628125467354405,-0.3881026718248599,0.6371655602699423,-0.4342638739085451,-0.9179857498925312,-0.6559690833927628,-1.1990540023047775,-0.9503755989728516,-0.677684532340832,-0.5883287782007178,0.2832594480829937,-0.6932592353901069,0.2222175069799681,0.5887359018395817,-0.2257202070231403,-0.5554941637388017,1.1365417293835671,-0.9176478422547572,1.1653719252985275,-0.6932005639330384,1.076966614046532,-0.2409131205308724,-0.5553749014289321,-0.5880337454679668,0.0919794133910265
24,1,-0.3303100180223843,-0.7457518363058164,-0.3870915698066884,-0.2643086447188821,-0.5565195769351093,-0.362813092727514,-0.6720914141303133,0.4850394444928821,-0.5835678081278297,-1.2833759244499312,-0.6559690833927628,-0.0779259017009949,-1.3089635967499158,-1.3102481009060212,-1.2581519871596067,-0.51105190511973,-1.3668941465485076,1.0179222906212757,0.7937719333970306,-0.0373050453563306,-1.157510165261019,0.998130592196379,-1.2830640646679918,-0.1906402061105663,-1.3668265637489927,0.2695452738107292,-0.2278226137060383,-1.157428597395903,-1.2578351022176355,1.0980204278915164
25,1,-0.3303100241819752,-0.6838939109659458,-0.3870915485251982,-0.2643087738939971,-0.6773885528005781,-0.3628131661172599,-0.7140601937813655,-0.1234650186153576,-0.3942477293768,0.1019294330024735,1.3023458657278255,-0.5076275253507532,0.0685770194532726,0.1691667877855972,0.1985349094359773,0.0193189984294252,0.144226588420622,0.873040572925797,-1.199215071104878,-0.1293762885036919,0.244106576744553,0.3440263471020793,0.1013767233472548,0.0818517211971167,0.144875501210815,-0.9225027963337123,-0.4103196794404906,0.244169830497847,0.1986336041181888,0.2818187093042321
26,1,-0.3303099787407051,-0.588297852868044,-0.3870915115337091,-0.2643086460130984,-0.4906110003110784,-0.3628130733801927,-0.1509790667964147,0.5561328652053922,-0.0687382511689901,0.0616835587033972,-0.6559690833927628,1.0157100924632638,0.0445216015013664,-0.160447594140553,-0.4965646470307952,-0.4346917750312769,-0.1746401918090186,0.1115121764158157,0.1073149775190432,-0.0492759030798507,-0.8695127667306097,0.308307343957003,0.0613225205816186,-0.7765713740033848,-0.1743915712249382,-0.1225288473990853,0.4644341883837196,-0.8692919318947329,-0.4965220101200856,0.6879532482070596
27,1,-0.3303094468309898,-0.3295732877544162,-0.3870909103416534,-0.2643013277128246,-0.2983456396097528,-0.3628124030474846,-0.3241002828570053,0.6437917431713023,-0.4201405287796939,0.2745630517064045,-0.6559690833927628,0.6599622351358252,0.2714274656232774,0.0076693378558689,-0.0976379450585607,-0.7874423759833749,-0.0236880654306775,0.5958684380569079,0.0661238823900132,-0.0903267367194297,0.0346138289620972,-0.2207803901295085,0.2737995740753867,-0.5686676121140024,-0.0237030176399596,-0.0902568184273239,-0.5150437340391637,0.0345772739499004,-0.0971740191579825,0.5167046178070116
28,1,-0.3303093480478039,-0.3745761925657117,-0.3870910246777657,-0.2643039310597737,-0.3587664080219576,-0.3628126210971467,-0.7109125353075366,0.6453102434195308,-0.6676353386567062,0.9237925502678132,-0.6559690833927628,-0.1337348777732289,0.9527446613996994,1.168893132861892,1.2656363629209346,0.2857494523250101,1.2119820436126998,-1.290046742735365,-0.8524007612238483,5.208367781399952,1.3383202762146045,-0.7364734980366147,0.923850609128748,-0.1198307638130947,1.2120807368742923,-1.2030212020113318,-0.4750021837514356,1.338296319166954,1.2656726274042625,1.808755870971464
29,1,-0.2468856632065764,1.093271361866132,-0.3044993511347885,-0.1459752016726132,1.091469229076253,-0.2388717988422359,-0.5479337743292838,0.6457243798508657,-0.4648644550210561,1.2595278700785266,-0.6559690833927628,0.3515008008843679,1.276471800739924,1.200112444962416,1.14859588424313,-0.3649716562548606,1.2104395027573198,0.8552165241348183,0.933711323545208,-0.0777911000674153,0.9973983940338904,-0.810143942023344,1.2592449901453224,-0.5973985998832639,1.2107045857000005,0.3492944223274858,-0.6628894581784668,0.9974028735791272,1.1484964841126113,0.5506683336483574
30,1,-0.3141404644718834,0.9048884157584244,-0.3713800580335658,-0.0491352570306976,0.9486490203634802,-0.3256124551837902,-0.4909261819699378,0.6457243798508657,-0.487394553202795,0.6050028617409219,-0.6559690833927628,-1.459679171351464,0.6103166044953294,0.4861854270829958,0.4430560972839721,-0.9717026898924708,0.5050049356523305,0.8077947429478108,0.8022308190038848,-0.0037129769137143,0.4121418123342708,-0.638246239387642,0.6050388854249767,1.5078814960281512,0.5047390332881837,0.2701658897524937,-0.5242840917978702,0.4121078076195539,0.442750207828412,0.938569719836357
