f_id,i_id,ela_meta.lin_simple.intercept,ic.eps.max,ic.eps.ratio,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_level.mmce_qda_50,ic.eps.s,pca.expl_var.cov_init,pca.expl_var_PC1.cov_init,ela_distr.skewness,disp.ratio_mean_25,ela_meta.lin_w_interact.adj_r2,ela_level.mmce_mda_50,disp.ratio_median_10,disp.ratio_mean_02,ela_meta.quad_simple.adj_r2,disp.ratio_median_02,disp.diff_mean_10,disp.ratio_mean_05,pca.expl_var_PC1.cor_x,nbc.nb_fitness.cor,nbc.nn_nb.sd_ratio,disp.diff_mean_05,ela_level.mmce_qda_25,disp.diff_median_02,ela_level.qda_mda_10,disp.diff_median_25,disp.ratio_median_25,ic.h.max,disp.ratio_mean_10
11,1,-0.3303098231749857,-0.3870912937444836,-0.4878514727832727,-0.2643087614742807,-0.3628131498846538,1.8413260141114964,-0.5522876229196887,-0.6548570506842823,0.4295818027214768,-0.3665709059923535,1.101493370066168,-1.6653892936468555,1.7866219476454646,1.0538392311622509,0.9841342543658336,-1.4433211365862346,0.9785473608775052,1.0522766687486618,1.0187044426660712,0.943300896030834,-1.7699951493042605,-1.347399700303294,1.018394971467938,1.8256832950469883,0.9786618084469132,1.402098349713098,1.1058240328855853,1.105454470783746,1.2899130947471769,1.0521591825381558
12,1,-0.3303101958009647,-0.3870915867968996,-1.0456996679899886,-0.2643087954936812,-0.3628131719334657,2.2117824925768814,-1.1026219096209615,1.5470030867191007,-1.80762235871274,-0.3009567435383301,1.3727542556373675,-1.7700356766863938,2.1094015219306086,1.2838539752859748,1.2276104540400123,-1.549432979153902,1.223521796785491,1.2812263870241662,1.2385677634682573,-0.654113760021459,-1.4628467226745523,-1.4243614727179166,1.2384714852846044,1.8225752929597352,1.223523537002594,1.402098349713098,1.3862000000230612,1.3854020806544292,1.2535301263151295,1.2812043041790302
14,1,-0.3303101607584774,-0.3870915747364955,-0.8521587574511447,-0.2643087774979114,-0.3628131641586855,-0.3353694044237275,-0.9080514294294376,1.8221977608425264,-1.6407833218155523,-0.3016196988704504,-1.7056930357875075,0.4025335665780716,-0.2108935330091959,-1.6954494264112685,-1.694543429775172,1.2239805583873618,-1.6783157042275765,-1.719816524726559,-1.7031270895475912,-0.3213190400105354,-0.2613963654857876,2.456710764762338,-1.7036005017852045,-0.3887681921211022,-1.6793613535456846,-0.2439842135344477,-1.6841351860910587,-1.6835758215846337,0.7044780572496844,-1.7201703461654791
15,1,-0.3140984665509855,-0.3825659710380452,0.8668780357291835,-0.241943079777644,-0.3134241937776154,-0.141354246821363,1.109905747176593,-0.6548570506842823,0.6463192316062943,0.4430326009831496,-1.2078617553713982,-0.6494191738009626,-0.0898934412876445,-1.3606350651424148,-1.530614508333893,-0.3560295075422013,-1.5073122347571704,-1.3859606960123076,-1.4767169701110976,-1.2531442560411106,1.3189894343240458,1.0428130601165526,-1.4771628722952066,0.2258392206332705,-1.5068770846481496,0.4001470083746168,-1.1922126480146364,-1.1926229236770896,-1.612455523354799,-1.3857780617520972
16,1,-0.3303101589854107,-0.3870915898371125,-1.546625738487028,-0.2643087956149939,-0.362813171976704,2.202292620737635,-1.5084514469406602,1.5470030867191007,-1.8102705973936477,-0.3637410688802472,0.8905126812885688,-1.7738346108296876,2.110415489179672,0.8102141471495476,0.7367026651662624,-1.5499059888533124,0.7296568149816479,0.8174351876404041,0.7939310228881533,-2.1184105280695267,-1.6078493519904375,-1.123111106409251,0.7942700834245069,1.842777306526881,0.729704536388939,1.402098349713098,0.8921331029548649,0.8923600214791939,0.2422489810334432,0.81699712886533
17,1,-0.0069385232529642,0.0890103994918578,1.3222550334065923,-0.0622374679208666,-0.2163340019863672,-0.8650448437475743,1.2933690214202638,-0.6548570506842823,0.6463192316062943,-0.1027269607590448,0.7657950327500862,1.026342868171062,-1.0602600986412032,0.6353212795761823,0.6206779057547407,-0.9365700786182068,0.6247920919730785,0.6323088091236398,0.5626108044759278,-0.654113760021459,0.5757616717468109,-0.4062671690616234,0.5627892132754229,-0.8036864707694376,0.6251010295327584,-0.6986165405266265,0.7828695748269957,0.7837236355592275,-0.5399848402555795,0.6321298496774429
18,1,0.3230845125493713,0.8099256258614677,1.4076382204711064,-0.1382757391085803,0.0893192868017024,-0.4738512379297632,1.3044762273681174,-0.6548570506842823,0.6463192316062943,-0.2478036859380504,-0.1914129197827673,-0.3756527843990417,0.1081681613627159,0.0793388951114394,0.4088448222837045,0.6615720257887435,0.4141923992919682,0.0772784573475993,0.2243595417033348,-1.120026368036756,-0.3263975441446335,-0.2743327020651274,0.2243365143557252,-0.0025989327798585,0.4140236776198941,0.0172987330127822,-0.2078448586334701,-0.2086279665943151,0.5374471567207388,0.0775280121137845
19,1,-0.3303094543657377,-0.3870905617830941,-0.3228000572289921,-0.2643084581346261,-0.3628111732492384,-0.504078237121436,-0.2965442059703611,-0.6548570506842823,0.6449254217742378,-0.182877032717337,-0.3275630194372761,0.5099839725940893,-0.7466062295976286,-0.2731689080130864,-0.1888584837756496,1.315586770173119,-0.1780104555406584,-0.2744807107942311,-0.2562845913654643,0.8767419520287859,0.4900458317571249,-0.02585612255506,-0.2568063023235984,-1.0826296581004355,-0.1779649350135642,-0.541021668556561,-0.3284681388098916,-0.3277101588527387,-1.4528665936414986,-0.2745354092807936
20,1,1.0122726631365442,1.7924273974850875,1.5044228920553906,0.3235480242469645,1.43937140451407,-0.6938756739063584,1.4490365127794311,-0.6548570506842823,0.6463192316062943,-0.1659102869952937,0.6556277765410939,0.4710166185605026,-1.049782437067549,0.8211024190607302,0.822402771549773,0.006295922205941,0.8293000580063878,0.8133383197689951,0.862126841995532,-0.654113760021459,0.4304018930976354,-0.8174629245340356,0.8624421213345658,-0.6327463559704973,0.8289233207081993,-1.0116060070221502,0.6603571184946738,0.6604631207654187,-0.4200864215590575,0.8129191741773609
21,1,0.238021040095344,0.2555154454396541,1.353573575048804,0.0339163510340189,1.211312231274675,-0.7508149049418351,1.321164804304767,-0.6548570506842823,0.6463192316062943,-0.1722267780763293,0.3261653216519355,1.210401434031832,-0.7665475854958731,0.5713526820979861,0.6347415129561377,1.0149102712480942,0.637845791932651,0.5708692058130516,0.6733608147063093,-0.9203495360301868,0.7732652530563789,-0.2391501775327287,0.67350794159634,-1.1875247285452395,0.6380682505672267,-1.8466112972509807,0.3331797960876007,0.3335093823716736,-0.6937855704455983,0.5709605293579224
22,1,-0.3299729637455048,-0.387075250507538,0.3403625984795421,-0.2640621009759655,-0.3612919089380513,-0.3789525195373022,0.6262702321921803,-0.6548570506842823,0.6463192316062943,0.1607977837587984,-0.3805680200661323,-0.2942358872480165,-0.6107346182231492,-0.072416394650663,0.1803112052610099,0.3399254301898704,0.1870580199953987,-0.0846162388518554,0.0634174086099227,-1.3197032000433064,1.1622008770095786,-0.1753818518177554,0.0634610134338512,-0.6032203361415895,0.1872121698828165,-0.2503100111876963,-0.3852175088263551,-0.386206674348106,-3.045448348189763,-0.0849105162902775
23,1,-0.3303096552340848,-0.3870910749696921,-0.3967817597737359,-0.2643081638544859,-0.3628125470009342,-0.4003926003593027,-0.4188623114710981,-0.6548570506842823,0.6376776106475428,-0.2254719128060701,-0.8887924378604477,0.2458350578047132,-0.4495138256220877,-0.678757036704626,-0.5514358569366553,1.106201143234245,-0.5622243576840883,-0.6629104683705207,-0.5798055572108654,1.4757724480484558,0.1050388504701189,1.1131781091813542,-0.5795004892265606,-0.2582321044564556,-0.5619997119590128,-1.2011049019390354,-0.9208503971765554,-0.9199873782433268,0.2761512925269421,-0.6626207637524222
24,1,-0.3303100190073008,-0.3870915703703748,-0.7667755703866306,-0.2643086453645876,-0.3628130929930077,-0.6857917090062593,-0.5745020348153957,-0.6548570506842823,0.4840797671548938,-0.0370698289779395,-1.2473556774085846,1.0527080140916585,-0.599580978483453,-1.3449831742700906,-1.1513366016212283,0.2856869846575118,-1.2044663956950783,-1.2882341654189375,-1.2448511851460131,1.8751261120615568,1.1100570743491864,0.9768458266183088,-1.2445170178606546,-0.2450230955856283,-1.203712577118218,-0.0795134745499809,-1.2728380765940177,-1.2730556324832194,-0.5151782708700915,-1.2885868083555232
25,1,-0.3303100251668917,-0.3870915490888845,-0.7041669197319318,-0.2643087745397026,-0.3628131663827536,-0.7279689171806863,-0.6968201403161328,1.2718084125956748,-0.1303116068157013,-0.1291346814885059,0.1120666916608744,0.905792798458647,-0.4092931247425777,0.1501126625341238,0.2453553885674697,-0.925690855531774,0.212730296582559,0.1742483954460531,0.2014457464832559,0.6105061760199103,0.2946851464472992,0.3325658461187492,0.2015471822058055,-0.4291722192553958,0.2126031681299754,-0.5093926802903178,0.0793469597331369,0.0786317077132902,0.0132016570407815,0.174719265510357
26,1,-0.3303099797256216,-0.3870915120973954,-0.6074106807773726,-0.264308646658804,-0.3628130736456864,-0.1620913741737895,-0.5078032630985353,-0.6548570506842823,0.5558609735058143,-0.0490398558078905,0.0725727696236881,0.1335759144824232,-0.0821196923781593,-0.1656472228901614,-0.8643511171677289,-0.1127448521456023,-0.8528867434505801,-0.1515934553167256,-0.4886959428834077,-0.4544369280149086,0.700406789065146,0.2973833215863547,-0.4886424819127976,0.4535003735245864,-0.8529341619982123,1.0145744847814704,0.0557343157104758,0.055650933768682,-0.4391047914212658,-0.1515171095270897
27,1,-0.3303094478159061,-0.3870909109053396,-0.3455461610090823,-0.2643013283585289,-0.3628124033129782,-0.3360723578933014,-0.3132327829070109,-0.6548570506842823,0.6443678978414149,-0.0900878401216761,0.2814748309256463,0.6247303938334168,-0.4353182841352018,-0.0166140011058541,0.0365987191717398,-0.0799495129865016,0.0103979472091782,0.0145993301623608,-0.0926146255077574,1.9416850560637529,0.5293322584190643,-0.223757823049804,-0.0921472942121366,-0.5348442902220134,0.01062035714623,0.6586796081160863,0.2784636570537402,0.2791911894116892,-0.7905311910489978,0.0149993735649399
28,1,-0.3303093490327201,-0.387091025241452,-0.3910952338287133,-0.2643039317054785,-0.3628126213626403,-0.7248056265676043,-0.3743779516499447,-0.6548570506842823,0.6459010886566774,5.20823889723365,0.9185741522097264,-1.2876546873127697,-0.6840782492387264,1.2055945209243537,1.3357244344007484,-1.2107580343762652,1.4280297628188003,1.1625325856940167,1.2609359921354772,0.0780346240025654,1.8200699489304184,-0.7317055209863131,1.260963649539155,-0.4944402630877184,1.427950988017428,-0.1353455147069158,0.9472402479469182,0.947722795073024,0.2786319494654923,1.1629436182279551
29,1,-0.2468856641670224,-0.3044993516828018,1.094566534567888,-0.145975202299442,-0.2388717990971798,-0.5610174681569124,1.0932449382548126,-0.6548570506842823,0.6463192316062943,-0.0775530735643634,1.2480366070988849,0.8877185789281751,-0.4802708321770071,1.2042334869354558,0.9960004229420116,0.3667293131564434,0.991165937505093,1.1933945838111213,1.1447303163765048,-0.3213190400105354,0.5632614450816485,-0.8042694778343858,1.144624571892783,-0.6840283904101794,0.9911918743566076,0.3500906965097798,1.2650087322442125,1.2642307271283115,-0.3696463971419008,1.1935282783877157
30,1,-0.3141404654520569,-0.3713800585942707,0.9038973196312804,-0.0491352576420783,-0.3256124554461174,-0.503726760386649,0.9487124208583684,-0.6548570506842823,0.6463192316062943,-0.0034800921505079,0.6057407171256995,0.8396312058654515,-0.5029161007394204,0.5060230506308937,0.4128002118090979,0.2863176642567252,0.3872147527088509,0.4876386654680267,0.4442228625055208,1.4757724480484558,0.9507684717016868,-0.6349535785222161,0.443919901737323,-0.5441682964837739,0.3869886332368211,-1.4618377791251131,0.6111150628755143,0.6113678309746652,-0.9740998045016014,0.4873624582545768
