f_id,i_id,ela_meta.lin_simple.coef.min,ic.eps.s,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.intercept,pca.expl_var.cov_init,ic.eps.ratio,ic.eps.max,disp.diff_mean_05,disp.ratio_median_10,ic.h.max,pca.expl_var_PC1.cov_init,ela_level.lda_qda_10,ela_distr.skewness,ela_distr.kurtosis,ela_level.mmce_qda_25,nbc.dist_ratio.coeff_var,nbc.nn_nb.mean_ratio,ela_meta.lin_w_interact.adj_r2,pca.expl_var_PC1.cor_x,disp.diff_mean_10,ela_meta.lin_simple.adj_r2,ela_distr.number_of_peaks,ela_level.lda_qda_25,ela_level.mmce_lda_10,pca.expl_var_PC1.cor_init,ela_level.lda_qda_50,nbc.nn_nb.sd_ratio,ela_meta.lin_simple.coef.max_by_min,ela_meta.quad_simple.cond,disp.diff_median_02
17,1,-0.0518951426324732,1.3922272259832364,-0.1661765329452193,0.0126500979106291,-0.7091399635591878,1.4255692016297388,0.1110347389028856,0.6208105942653803,0.6860520970451298,-0.584710955814754,0.6997709232301093,0.3723482572953713,-0.0984014959636059,-0.1886611308263296,-0.826553497989965,0.2942868539569239,-0.1332356758326025,1.0422298934282437,-0.7107750273488557,0.6831350926606699,-1.1223506745791034,0.5845001400821199,2.2651633009133105,0.5603691098346586,-1.210198499218395,3.1532647954120083,-0.4559400254479985,-0.346136115574187,0.3231526045832272,0.6794610568175536
18,1,-0.1278475026901155,1.403420283459586,0.147252704089247,0.3424383122417696,-0.7091399635591878,1.511877569129255,0.831077599251717,0.2927242164479819,0.1462821450198189,0.4974496401284311,0.6997709232301093,-0.2855219890674332,-0.2433364301129399,-0.1983745125219531,-0.0151964922970017,-0.2815881162680772,0.4100729722984833,-0.3713323231867719,-1.1823022513744077,0.1447688151148027,-0.816565892647938,-0.1082997534757061,0.3245621842153546,0.5603691098346586,-0.7374330168432405,0.8388201663749527,-0.3339071621531947,1.4274231317537858,1.8582561211077544,0.4753043396291733
19,1,-0.2537378248264325,-0.2099750038250748,-0.3163801450637897,-0.3104907449066377,-0.7091399635591878,-0.2373110936706299,-0.3644901015108551,-0.1736818853235193,-0.1959465393732188,-1.5015991353399063,0.6984363607696548,0.4637293739615826,-0.1784732330875737,-0.1965162442674449,-1.1090725717472627,-0.3161900458094939,0.3549147339095407,0.5216110001651851,0.8385287087350848,-0.1964292352966143,1.1551992332571546,0.8616200975052504,0.6585828578498981,-0.7875153844566026,1.0882696293797025,-0.4155950064627934,-0.104078602947981,2.876141105035613,4.233149441829627,-0.0972746257258717
20,1,0.3334544734024635,1.5490979265142704,1.53165071560467,1.031136084407152,-0.7091399635591878,1.6097109633911109,1.8123904638727268,0.9112855632089724,0.8664158631441636,-0.4642863307865392,0.6997709232301093,0.7755074772574722,-0.1615230698486484,-0.1951265115469336,-0.6534220321776936,0.4055073417686195,-0.2104572095771198,0.4823221626838688,-0.7107750273488557,0.858729424502572,-0.6044771875477152,0.8616200975052504,1.6685650398994711,0.5603691098346586,-0.4280657426622681,1.2576400689967322,-0.8362757827168031,0.9503787054898192,0.9735393229464138,0.87660058637433
22,1,-0.2534917460121052,0.719972193953705,-0.3148222300294148,-0.3101544937097599,-0.7091399635591878,0.4330373457428617,-0.364474808763187,0.1367761015548572,-0.0010479642845194,-3.1011703615767248,0.6997709232301093,-0.1342450395392506,0.1648656921142017,-0.1548239554156912,-0.6235175062646648,-0.2049695579977982,0.3190618789567258,-0.2892437308321923,-1.3843853473853531,-0.0122652005357301,0.0742066687729973,3.77137965044812,1.0186269181068277,0.6110959456413183,0.2865290878402744,-0.4304333743145563,-0.2423825146820918,2.978301919014317,1.375752594098344,0.2559293454835954
23,1,-0.2537375308787819,-0.3332385492833701,-0.3163815537643066,-0.3104909456320608,-0.7091399635591878,-0.3120944344078065,-0.3644906140764556,-0.4864924117623788,-0.5897077283659805,0.2350070090324625,0.6914966359752905,1.3408897024453237,-0.2210264829844269,-0.1980670712819403,-0.2741067298071715,-0.8475768209098169,0.8816759105239396,0.2552828380046033,1.44477799676794,-0.573196887741631,0.6269569650875333,-0.4316063704693583,0.23541996233805,1.292284883616472,0.7375081424562052,-0.2656004821658515,0.9494717834971568,-0.1543976192839386,-0.4925782338650621,-0.4687179787755189
24,1,-0.253738011844854,-0.4900812671707128,-0.3163821136466481,-0.3104913091464411,-0.7091399635591878,-0.6860973602390432,-0.3644911088776633,-1.1311404372166736,-1.2365067284061038,-0.5597955161537433,0.5444278528331898,-0.1335071032000888,-0.0328085343125406,-0.1853162479682147,-0.2607283892671323,-0.897008148826126,0.8485809674905777,1.0688125536815594,1.848944188789831,-1.1797460430516422,0.8371604372535321,-0.2006730726167496,-0.0071147682637559,1.0712608133160235,0.8965490650985377,-0.5046252135733699,0.8233711580925268,-0.4505428340753156,-0.4896546890136264,-1.0893908777918753
25,1,-0.2537381408740217,-0.6133448126290081,-0.31638218890346,-0.3104913153016492,1.1604642636718838,-0.6228103055490882,-0.3644910876219253,0.2706328888804665,0.2149921511527836,-0.0290966513742379,-0.0438472797352126,0.162774336973401,-0.1247834070540026,-0.1904775125161592,-0.4472381956194429,-0.4274105336211888,0.5203894490763686,0.9206852770498736,0.5690845807203474,0.2388273552304305,-1.206055016858658,-0.1544864130462279,1.120215107499187,0.5603691098346586,-1.2603072830646094,2.3317024701581466,0.2274440090028978,-0.6136450291025228,-0.3149825442806141,0.2804878440685872
26,1,-0.2537380131376081,-0.4228669570252361,-0.3163820938071228,-0.310491269892712,-0.7091399635591878,-0.5250056520023505,-0.3644910506751989,-0.398417254996228,-0.0915601839019833,-0.4833881678599815,0.6131578195466036,-0.7705921426765017,-0.0447668622126507,-0.1842870059755,0.4467497369384678,-0.251929319518297,0.2749352882455705,0.1420975487499177,-0.5086919313379102,-0.0772315120053517,0.1334029829076372,0.030260225235859,-0.6749944795910883,-2.533967874371624,0.2865290878402744,-0.0737859232136283,0.1949019121242877,-0.3444189787361391,-0.5094313145808126,-0.7501135036801966
27,1,-0.2537307031058461,-0.2267925726832894,-0.3163814064208685,-0.3104907383614665,-0.7091399635591878,-0.2603036657650731,-0.3644904502106343,-0.014066146643555,0.0531272328587797,-0.836356896390951,0.6979025357854727,-0.5445376441132492,-0.085774728196259,-0.1866660399546804,-0.5542649199397562,-0.0443177422697934,0.070849806206487,0.6373040875569761,1.916305220793492,0.0839715483084697,0.0911737651810151,0.3073801826589895,-0.5632232258682303,-2.149893260406909,0.2734572311847404,-0.2569886528072083,-0.2871278978901867,-0.709926471576949,-0.2291875540914458,0.0851274833040393
28,1,-0.2537333035114285,-0.2884103540905917,-0.3163816300178058,-0.3104906396485678,-0.7091399635591878,-0.3063462913841956,-0.3644905644083907,1.2976009481600608,1.239696184924214,0.2374985529985651,0.6993705544919729,-0.0565157451475342,5.207373678846612,5.289988056489881,-0.5133429371114011,0.4549386696849287,-0.386963572421735,-1.290858306792045,0.030196324691284,1.1974395805955722,-0.8505000854639737,-0.3854197108988366,-0.5421297354693395,0.3212283124604018,-0.8834020828300396,-0.4653143809974055,-0.7569544215751807,-0.7006961254153468,-0.5130843932254694,1.4559878155326278
29,1,-0.1355382667144478,1.1905563129031151,-0.18928770109554,-0.2271263132829974,-0.7091399635591878,1.1954135549643623,-0.2819988334878988,1.18482516972648,1.2383748386524265,-0.4136249368091531,0.6997709232301093,-0.5757769491377682,-0.0732522125182975,-0.1840218609487201,-0.705361471921375,0.9443088160563846,-0.9661250755056358,0.902461943920242,-0.373969867330607,1.227374986813929,0.9806266635479935,-0.2006730726167496,-0.655840620493245,-1.7404552285388646,0.951015134496597,-0.4376202247145749,-0.8240724963873227,-0.1228666771185831,-0.4842351571191232,1.0335488089834586
30,1,-0.0388077357635193,1.0449066524921216,-0.2782350762313168,-0.2943332607224835,-0.7091399635591878,1.002678319382692,-0.3487986093078591,0.5055820793778799,0.5605242012252906,-1.020731149882422,0.6997709232301093,1.7133015749423457,0.0007483735179219,-0.1753988612925427,-0.5637084544386075,0.632891450183637,-0.6324177332525331,0.8539778466028731,1.44477799676794,0.5428084844622668,0.8458325087509633,0.3997535018000329,-0.2406787040982176,0.777769834720345,0.9161568500818392,-0.6062633866874274,-0.6674636551589913,-0.6603422779410764,-0.418120191094437,0.4491556985728423
