f_id,i_id,ic.eps.max,pca.expl_var_PC1.cov_init,ic.eps.ratio,ic.eps.s,ela_distr.skewness,disp.ratio_mean_25,disp.diff_median_10,ela_level.lda_qda_25,ela_level.mmce_mda_25,disp.diff_median_25,nbc.dist_ratio.coeff_var,pca.expl_var_PC1.cor_init,disp.ratio_median_02,ela_meta.quad_simple.adj_r2,ela_meta.lin_simple.intercept,ela_level.mmce_qda_50,disp.ratio_mean_02,disp.diff_mean_10,ela_meta.lin_simple.coef.max,disp.diff_median_02,ela_meta.lin_simple.adj_r2,disp.diff_mean_02,ela_meta.lin_simple.coef.min,disp.ratio_mean_05,ela_level.lda_qda_10,ela_level.lda_qda_50,pca.expl_var.cov_init,disp.diff_mean_25,ela_level.mmce_mda_10,nbc.nn_nb.mean_ratio
16,1,-0.3870915892734261,-1.7946613460372798,-1.516251008068746,-1.4798446761873252,-0.3650755138412309,0.8909134394691712,0.8095027104680971,-1.010577078747766,1.695535664297564,0.8924657609895403,1.3265750206735736,-1.3913077748426008,0.7296580579251516,-1.533699983828966,-0.3303101599684939,2.207367457447055,0.7363572886093983,0.8164883473639853,-0.3628131717458689,0.7297100437977575,-1.229446026092698,0.7363420449103028,-0.2643087938006523,0.7927011382848999,-1.1596884633907678,-0.6551574452881098,1.5470030867191007,0.8915133434928675,0.6693406176516552,-1.460834609503733
17,1,0.0890103999651971,0.6458456485147371,1.3182297025208478,1.289250202769847,-0.1039635574370928,0.7658981665114004,0.636041362378732,1.6243950694088372,-0.9859620931622868,0.7829704720859506,0.268612859212838,-1.2076035772429965,0.6268874534061197,-0.9329913716939288,-0.0069385241413711,-0.8395884523250321,0.6227519484192978,0.6328947709785402,-0.2163340017663727,0.6271898264874358,-1.1176036587146234,0.6228584015118995,-0.0622374661971001,0.564817167548176,0.2492511941462867,3.15001657453281,-0.6548570506842823,0.7661098814989035,0.6693406176516552,-0.1131719803299613
18,1,0.8099256261980031,0.6458456485147371,1.402589080266366,1.3002276752585529,-0.2490946685975876,-0.1935940534394908,0.0845365306106753,0.1120023068526912,-0.0393600994601414,-0.2098453830433044,-0.3086826527786166,-0.7386175669004772,0.4204933762807613,0.6322483436275986,0.3230845117575882,-0.4509942128869282,0.4153361379207052,0.0824599377502363,0.089319286999076,0.4203163034310196,-0.8162609346494454,0.4154443152174136,-0.1382757373507309,0.2315906065652316,-0.3606887725229993,0.8406574324692195,-0.6548570506842823,-0.1934114368571818,0.6693406176516552,0.4319810750031678
19,1,-0.3870905612194079,0.6444609636951334,-0.3070999270496494,-0.2820926529446733,-0.184143675843735,-0.3300690597517228,-0.2648707211304931,0.3723187855985082,-1.3780793855792148,-0.3307245193636985,-0.3433699367609361,1.0724896988462058,-0.159883357123398,1.2727982981613095,-0.3303094553488207,-0.4810203625649848,-0.1699034933616304,-0.2663867486212557,-0.3628111730184035,-0.1598822294524119,1.1268608600470391,-0.1701732754330036,-0.2643084563202847,-0.2419135873476313,0.3339745808045929,-0.411001436786774,-0.6548570506842823,-0.329645889404056,-0.7966103959119044,0.3766355871520888
20,1,1.7924273976351797,0.6458456485147371,1.4982132300651485,1.4430994796990542,-0.1671705696726421,0.6554680087320368,0.8200341403093098,1.159440739357635,-1.0233065972019957,0.6601981524451533,0.3801077005845784,-0.4317234956164367,0.8273114539204138,-0.0095370013680869,1.0122726625465406,-0.6695566512411545,0.8202703239770864,0.8124254005785682,1.4393714046115285,0.8269527810193871,-0.6072531883033754,0.8202317469351131,0.3235480257978091,0.8598839126766237,0.6230375487437672,1.2585570697572388,-0.6548570506842823,0.6556247314737921,0.6693406176516552,-0.1906556633214695
21,1,0.2555154458813968,0.6458456485147371,1.3491727110412233,1.3167213276728322,-0.1734894286632552,0.3252193293352585,0.5724484445247208,3.366052768484405,0.082415457191078,0.3323268485115962,0.2760458486376212,1.223775508634115,0.6396804747155423,0.9783120967881692,0.2380210392786561,-0.7261175378440052,0.636522292684765,0.5719638728868214,1.2113122313890117,0.639898791591182,1.4096251177703447,0.6368773888931567,0.0339163527146861,0.6739219931603339,2.075080086707255,-0.6478936572139468,-0.6548570506842823,0.3254645593119609,0.747178724566534,-0.1214738035076222
22,1,-0.3870752499438547,0.6458456485147371,0.3481109042978267,0.6299432050981975,0.1596599765444609,-0.3832005507587764,-0.0663510075184646,0.6529163933441199,-1.0257421083350184,-0.3875942614589519,-0.2318750953891957,0.2771585845326294,0.1978948054968002,0.3172237758241342,-0.3299729647284893,-0.3567260685488437,0.1915680436068706,-0.0780943090903967,-0.3612919087073287,0.1980219869158273,0.0615716000040482,0.1916772916250529,-0.2640620991617344,0.0730392590007652,-0.2204333679607968,-0.4258072005634724,-0.6548570506842823,-0.3830771313343956,0.8120438136622667,0.3406610200488853
23,1,-0.3870910744060057,0.6372606026331925,-0.3801945327419034,-0.4029820687265421,-0.2267545237891811,-0.8926377880616917,-0.6678954267437207,0.0425299922974928,-0.3121373463588729,-0.924363290073268,-0.8760675122036947,0.7245323363340187,-0.5364246176640822,1.0677234814735646,-0.3303096562171679,-0.3780236863437443,-0.5249201814556946,-0.6516004007184076,-0.3628125467700992,-0.5362685473728995,0.6062922331477612,-0.52478418125043,-0.2643081620401446,-0.5606286690619652,1.1472278696969755,-0.2613364927225294,-0.6548570506842823,-0.8923598469568643,0.8250168314814065,0.90518499612989
24,1,-0.3870915698066884,0.4846683355128336,-0.7457518363058164,-0.5568039019745272,-0.0382818122829652,-1.2520566978152825,-1.3288962714251384,-0.1464876105856903,0.323531059360492,-1.27709757669831,-0.9256207750355794,0.8823018236842666,-1.165841266087697,0.2641019859592367,-0.3303100199903839,-0.6615264019086503,-1.11231142902951,-1.271746567134617,-0.3628130927621726,-1.1652010216675093,0.8134421328596441,-1.1122023446167244,-0.2643086435502461,-1.2157950849300458,-0.2197491952556154,-0.4998360194469638,-0.6548570506842823,-1.2518179719241187,0.9352874829441588,0.8719777034192462
25,1,-0.3870915485251981,-0.125700732968601,-0.6838939109659458,-0.6776933177563961,-0.1303811778235043,0.1106097774244191,0.1538832960894764,0.732088378290525,-0.0555968403469706,0.0779556028995804,-0.4548647781326757,-1.257311771887595,0.2230544140719989,-0.9223361289593996,-0.3303100261499748,-0.7034233549477991,0.2552558858346548,0.1786269879567427,-0.3628131661519185,0.2229072965604047,-1.200092049272539,0.255324139824292,-0.264308772725361,0.2090171943696128,0.0549461458747473,2.330259453192903,1.2718084125956748,0.1100495623129842,0.6693406176516552,0.5426720507053259
26,1,-0.3870915115337091,0.5559796037224388,-0.588297852868044,-0.490884179679851,-0.0502563264051182,0.0710216076544581,-0.1590031169828339,-0.6669945983319834,0.6734328254716626,0.0542928736857373,-0.2789506950794912,0.2771585845326294,-0.8212825588205696,-0.1261269762169178,-0.3303099807087047,-0.1413059016725542,-0.8313103413623291,-0.1445169702240941,-0.3628130734148513,-0.8214087299299369,0.119907984317529,-0.831070093488627,-0.2643086448444624,-0.4708724824746226,-0.810418297395624,-0.0699434044024545,-0.6548570506842823,0.0706484417822381,-2.3209399896616225,0.2963846297680209
27,1,-0.3870909103416534,0.6439070897672915,-0.3295732877544162,-0.2985863053589532,-0.0913196986793938,0.2804221898587242,-0.010882107531355,-0.579886519429137,-0.6945125942437018,0.2774946501206547,-0.0708269911855708,0.2641912294079517,0.0247625837759417,-0.0940068242055842,-0.3303094487989891,-0.3141308329590426,0.0508523381441336,0.0202997787450514,-0.3628124030821432,0.0249471870253228,0.0782922197117338,0.0508266415988257,-0.2643013265441907,-0.0806749288074963,-0.6008333920416981,-0.2527435859794769,-0.6548570506842823,0.279661065094472,-2.016074070911679,0.0916063247190328
28,1,-0.3870910246777657,0.645430243068856,-0.3745761925657117,-0.3590172914092767,5.208993261479805,0.9190418758846688,1.201612928423205,-0.5634474676622224,-0.3291859242900436,0.947689794708234,0.429660963416463,-0.8834196991260479,1.414084697979284,-1.2015343733656072,-0.3303093500158031,-0.7002810834698628,1.322887889666622,1.1587284215100742,-0.3628126211318053,1.414050178354958,-0.8497021740648166,1.3228531273046362,-0.264303929891139,1.2527687773194185,-0.1483671763483482,-0.4606115638464833,-0.6548570506842823,0.9191130430339202,0.3093393731703387,-0.3677612244449211
29,1,-0.3044993511347885,0.6458456485147371,1.093271361866132,1.0914635922045963,-0.078780233121734,1.2492905552814473,1.200099318021677,-0.6520671835091529,-0.6596036013370189,1.266132303281351,0.9202382654521154,0.9363324700370914,0.9859449181572602,0.3434758231410897,-0.2468856651256807,-0.5375812491678355,0.9902480110039408,1.1893348896650542,-0.2388717988755173,0.985989584685434,0.9548242617212964,0.9902465789980304,-0.1459752005381414,1.1382893297559222,-0.6297967032277138,-0.4329782594281779,-0.6548570506842823,1.249038831573308,-1.3868827066830718,-0.9488888468812536
30,1,-0.3713800580335658,0.6458456485147371,0.9048884157584244,0.9486192314453168,-0.0046794834232619,0.6054618995489272,0.5078952220047137,-0.3285138926024845,-0.2764165164078485,0.6108516486427445,0.6080527096112428,0.9017528563712838,0.3940544655746204,0.2647196811902237,-0.314140466430406,-0.4806712212896585,0.4192090472453682,0.4894224615068518,-0.3256124552180354,0.3938196905692963,0.8219882273769055,0.4191796542761056,-0.0491352559241847,0.4481878712041461,1.492507028245227,-0.6012508648568743,-0.6548570506842823,0.605499532217917,0.7342057067473879,-0.614048645382226
