f_id,i_id,ic.eps.ratio,ela_meta.lin_simple.intercept,pca.expl_var_PC1.cov_init,ic.eps.max,pca.expl_var.cov_init,ela_meta.lin_simple.coef.max,ic.eps.s,ela_meta.lin_simple.coef.min,ela_level.mmce_qda_50,disp.ratio_mean_25,disp.ratio_mean_05,ic.h.max,disp.ratio_median_02,ela_distr.skewness,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_qda_25,ela_meta.quad_simple.adj_r2,nbc.nn_nb.mean_ratio,ela_meta.lin_w_interact.adj_r2,ela_level.mmce_lda_25,disp.diff_median_02,disp.diff_mean_10,nbc.nb_fitness.cor,ela_level.mmce_mda_50,disp.ratio_mean_10,ela_level.lda_qda_10,ic.m0,disp.diff_mean_05,ela_distr.kurtosis,disp.diff_median_25
16,1,-1.5031864126547902,-0.3303101580653455,-1.656948644463485,-0.387091587248616,1.4559663208162656,-0.362813169004496,-1.4659116862493524,-0.2643087869138845,2.201814899717422,0.8898825170024698,0.7929947681980717,0.2415429469144168,0.7291605577238062,-0.3640330337265876,-1.9812676793524084,1.842666007615508,-1.5466073670180651,-1.4683072287793013,-1.7730938507383116,0.9736269387926916,0.7292131441083307,0.8165032600641724,-1.6097677269890465,2.110342350760949,0.8160670490914399,-1.1194211733233372,1.9120581000783272,0.7933259934561804,-0.1913767750246331,0.8915996822453441
17,1,1.318418944862174,-0.0069385224215064,0.6776101004751783,0.0890104016654729,-0.6684606875586628,-0.2163339991537421,1.289104146905619,-0.0622374596541315,-0.8629850137419575,0.7658521117169607,0.5633945122462136,-0.5404359539175553,0.6249329809673192,-0.102998385029946,0.7145145709831386,-0.8033301578282487,-0.9355328390607812,-0.0890652605684561,1.024336219073047,0.9736269387926916,0.6252406235440637,0.6328679694696931,0.5734218810876867,-1.0597506686210936,0.6326937331378932,0.2794122094488048,-0.3096192792030339,0.5635774088151098,-0.188823254070257,0.7828843979245727
18,1,1.4023951283353155,0.3230845132903993,0.6776101004751783,0.809925627406868,-0.6684606875586628,0.0893192893430643,1.3000258060889969,-0.1382757306783927,-0.4721150350917582,-0.1860812488493216,0.2276582889203842,0.5366449211184491,0.415612868311138,-0.2480865270608584,0.7145145709831386,-0.0023841664681446,0.6567168821153203,0.468862188584598,-0.3762838579243499,0.9736269387926916,0.4154365264157982,0.0823080722051364,-0.3285632268615821,0.1084629086098756,0.0825737852772562,-0.3261526792245669,-0.3678243711960685,0.2276575183521498,-0.1985369366771942,-0.2028589984290612
19,1,-0.2995277828730965,-0.3303094534456727,0.6762855281376247,-0.3870905591945985,-0.6684606875586628,-0.3628111702770323,-0.2742494527510167,-0.2643084494335175,-0.5023170280512524,-0.3214811079526677,-0.2494120542248684,-1.4530202102796017,-0.1729918286414712,-0.1831547644197075,0.7098152792826832,-1.082224057826578,1.3083202605129594,0.4122198079599226,0.5084839518028051,-1.4488079819614326,-0.1729811093855519,-0.2666178754557897,0.4877225834202977,-0.7461544292024243,-0.2666445149578059,0.3635278782250837,-0.591859064905113,-0.2498846693504401,-0.1966786108553053,-0.3228770357812611
20,1,1.4975849147297786,1.012272663688727,0.6776101004751783,1.7924273981743235,-0.6684606875586628,1.43937140576894,1.442171200360657,0.3235480316844116,-0.6919574489597056,0.6562919203814284,0.860683522900861,-0.4205766086526109,0.8281983796210486,-0.1661866834950464,0.7145145709831386,-0.6324202469657629,0.003856795176895,-0.1683645934429992,0.4695548307981464,0.9736269387926916,0.8278334237054514,0.8124393901385515,0.428090155460073,-1.0492749321749957,0.8120220494748165,0.6505174076300194,-0.2536106057757716,0.8609878663869595,-0.1952888350821979,0.660986663600842
21,1,1.3492213977744831,0.2380210408596802,0.6776101004751783,0.2555154474681747,-0.6684606875586628,1.211312232746867,1.3164355990120211,0.0339163590940609,-0.7488495752322414,0.3286449330855414,0.6733210498835418,-0.6941865623263781,0.6379073681154291,-0.1725036716540465,0.7145145709831386,-1.187100594037649,1.008752362103052,-0.0975616176621565,1.2082141948822849,1.035714121725305,0.6381296240774909,0.5719232272976439,0.7708873461296287,-0.7660921211482232,0.5720187388885589,2.092144495378519,-0.5819751813591267,0.6734675742901534,-0.196044660078921,0.33545099549421
22,1,0.3527068169695778,-0.329972962825532,0.6776101004751783,-0.3870752479190557,-0.6684606875586628,-0.3612919059672929,0.633149296351957,-0.2640620922753864,-0.3772948246375319,-0.3741940301990101,0.0679128278218032,-3.0450829618677395,0.1898585319340167,0.1605470976385428,0.4894856312699015,-0.6028994441804245,0.3362562042148422,0.3754022605538813,-0.2949468433997231,0.2637634805964809,0.1899931845895168,-0.0782826540894398,1.1597479092954062,-0.6103077823852853,-0.078552032784867,-0.1869033217618175,-0.4743506716361564,0.0679859281407457,-0.1549850304161517,-0.3793416585339184
23,1,-0.372290363424916,-0.3303096543140197,0.6693977519823445,-0.387091072381196,-0.6684606875586628,-0.3628125440287268,-0.3945242245079631,-0.2643081551533779,-0.3987171684808941,-0.8796179317374587,-0.5705275065348971,0.2754342100582971,-0.5548712903675201,-0.2257529965239853,0.6569146812832708,-0.2579721695306803,1.0997066427424524,0.9531545429255698,0.2445942081414387,0.1758066381086122,-0.5546993226979682,-0.6519190517633344,0.1027899047309422,-0.4491166119082322,-0.6515936451396978,1.1709477297895807,-0.4798417180505907,-0.5701639765135251,-0.1982294859129445,-0.9122869399676352
24,1,-0.7361871584751956,-0.3303100180872356,0.5234298803839099,-0.3870915677818783,-0.6684606875586628,-0.3628130900207998,-0.5475639738150425,-0.2643086366634786,-0.6838801717728634,-1.2362053469332968,-1.2306282423964887,-0.5156374686903248,-1.193211138054553,-0.0373360863431965,0.4130885747682118,-0.2447654946003973,0.2822177369610364,0.9191691145507682,1.0506754966889644,-0.1522206450520275,-1.1925412658065695,-1.2722061212946028,1.1076141698810775,-0.5991561919749231,-1.272501086291227,-0.1862240566034627,-0.6797158075361109,-1.2302038585055002,-0.1854782675908569,-1.2625084759269665
25,1,-0.6746102167476372,-0.3303100242468265,-0.0604416060098277,-0.3870915465003881,1.1904494569893975,-0.3628131634105456,-0.6678387455719889,-0.2643087658385933,-0.7260224875302974,0.1157260706787514,0.2049148673402474,0.0125702666496652,0.215374826658634,-0.1294081839220923,0.7024306780391106,-0.4288820803931661,-0.9246937278965,0.582146949833949,0.9039044277096986,0.9736269387926916,0.2152310199809219,0.17849697248131,0.2923996008200404,-0.4089033010345021,0.1789796094734217,0.08650090447602,-0.5611092049842646,0.2050387300134538,-0.1906396920298614,0.0828917980470175
26,1,-0.5794483944502347,-0.3303099788055564,0.5916453557679334,-0.387091509508899,-0.6684606875586628,-0.3628130706734785,-0.4819794104188596,-0.2643086379576949,-0.1606130844513926,0.0764497756716733,-0.4800953302519711,-0.4395887806601551,-0.8437676441987794,-0.0493070551576282,-0.07053567394723,0.4536345502422151,-0.1147450733598012,0.3300883560541397,0.1324452084812094,0.0464583403323346,-0.8438788062418994,-0.1447204070843323,0.6980429431123483,-0.0817899823305452,-0.1446203598563654,-0.772656309983173,-0.2173696994404865,-0.4799859044758617,-0.1844489937132056,0.0593976335030666
27,1,-0.321899060521619,-0.3303094468958412,0.6757556992026028,-0.3870909083168437,-0.6684606875586628,-0.3628124003407709,-0.2906592456740416,-0.2643013196574356,-0.3344501369508075,0.284200704524901,-0.0869590429381762,-0.7909006547125738,0.0142718258629227,-0.0903582697535794,0.3691837637382423,-0.5345354798354301,-0.0820706512993604,0.1205115477428449,0.6231177889739702,-1.5181386695695176,0.0144666039512591,0.0201337898198345,0.5270014281845177,-0.4349236786586804,0.0205504578223797,-0.564574749807129,-0.7093674581740743,-0.0864578857996154,-0.1868281013925927,0.2810094017261632
28,1,-0.3666975440127853,-0.3303093481126551,0.6772127287739123,-0.387091022652956,-0.6684606875586628,-0.3628126183904329,-0.3507829794785356,-0.2643039230043795,-0.7228618138484898,0.9177893581917084,1.2565273604027671,0.2779140585810216,1.4232902701477124,5.2083854208493445,-1.5375202773522598,-0.4941385918133879,-1.2087098581141786,-0.3496202114419595,-1.2873909452674228,-1.379477294353348,1.4232476533976333,1.1588210944144786,1.8174900188926164,-0.6836379375079698,1.1592178499015675,-0.1153540584151042,-0.6226089248259636,1.256527061461837,5.28999565657977,0.9464303200488928
29,1,1.0944824556004635,-0.2468856632698164,0.6776101004751783,-0.3044993491662773,-0.6684606875586628,-0.238871796243078,1.0923231525691122,-0.1459751938527035,-0.5592091543237881,1.2454363454875954,1.1411857223892152,-0.3701530220239109,0.989080780257618,-0.0778225167694412,0.3247418907996496,-0.6836932202245086,0.3629612607065489,-0.944365208001055,0.8858479417968996,-1.8368528752902653,0.9891231456106604,1.1894345166505085,0.560924066844526,-0.4798679672822611,1.1895553470262348,-0.5933303081774852,-0.9432860354291072,1.1410586065070618,-0.1841838404724853,1.2626043601012331
30,1,0.9069552207117232,-0.3141404645364224,0.6776101004751783,-0.3713800560194654,-0.6684606875586628,-0.3256124525093587,0.9502050624454104,-0.0491352494035079,-0.5019658420866071,0.6066797582672233,0.4458868340821739,-0.9744094453940724,0.3887991348717098,-0.0037437061623912,0.3977823103724426,-0.5438578386097476,0.2828460912314295,-0.6016788052217688,0.8378077499188105,-1.0990501847743783,0.38856456205671,0.4893630617229141,0.9483563083825132,-0.5025090750851177,0.4890962467478011,1.5137502130393412,-0.6588498311612487,0.4455976549566244,-0.1755605736839912,0.6119916863298241
