f_id,i_id,pca.expl_var_PC1.cov_init,ic.eps.ratio,ela_meta.lin_simple.intercept,ic.eps.s,ic.eps.max,pca.expl_var.cov_init,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_distr.skewness,ela_level.mmce_qda_50,disp.ratio_mean_25,ela_meta.lin_w_interact.adj_r2,nbc.nn_nb.mean_ratio,ela_level.mmce_qda_25,nbc.nb_fitness.cor,disp.diff_median_02,disp.diff_mean_25,ic.h.max,disp.diff_median_10,ela_level.lda_qda_50,disp.ratio_median_05,pca.expl_var_PC1.cor_x,ela_distr.kurtosis,ic.m0,ela_distr.number_of_peaks,ela_level.lda_qda_10,ela_level.qda_mda_10,ela_level.lda_mda_10,ela_meta.lin_simple.adj_r2,nbc.nn_nb.sd_ratio
11,1,0.4922464606294137,-0.4120069927086329,-0.3296930687437595,-0.4731873631781086,-0.3864701770671919,-0.7091399635591878,-0.2565978298939634,-0.3613711354100147,-0.356007569204722,1.8411275998158692,1.1430394710429377,-1.6625758283913707,-1.7310416278906056,1.823358255820786,-1.769436217006072,1.0082845165448902,1.1430917789078503,1.2543311151418337,1.0886990503069292,-0.6591860924289668,1.051482067216712,1.0130001805442803,-0.1994235482346037,1.986376135791536,-0.7162111282313858,-1.12101854076557,1.4138319205027543,-0.7937145744610422,-1.1238008260091208,-1.347438570338746
12,1,-1.6498597446463192,-0.96539892215207,-0.3296934413028665,-1.019178847370381,-0.3864704700594584,1.4275086135387989,-0.2565978638748068,-0.3613711574491155,-0.2904882398668768,2.2106296826248406,1.4082408858828972,-1.766706141110957,-1.8865289953515771,1.8202707504171631,-1.457333672700181,1.244002544188871,1.4082966757109592,1.2174704600919504,1.312169183756793,-0.6598978608107713,1.255826216890632,-0.6420423679507086,-0.1995273805551319,2.01582817075385,-0.7162111282313858,-1.12101854076557,1.4138319205027543,-0.7937145744610422,-1.22846988940016,-1.4190695423648196
13,1,-1.6470571634793645,-1.1178496550084298,-0.3296934320148685,-1.1515512718894718,-0.3864704722152902,1.4275086135387989,-0.2565978633823308,-0.3613711564784839,-0.2844138030277146,-0.629698471946584,-1.2600308205145538,0.9866767457785834,1.2093355532016714,-0.8125994825225705,0.1510831602808748,-1.4801718480752113,-1.2602478877069845,0.483608327735183,-1.3848004217693606,-0.4417872714647978,-1.437944475983054,0.5302794372333488,-0.1991970422257198,-0.9086498193928292,-0.7162111282313858,0.3122336538465751,-0.3421556950011407,1.560504126374045,1.789242403014731,2.023310313288213
14,1,-1.4901126181298996,-0.7734040769063271,-0.3296934062666679,-0.8261437633734459,-0.3864704580015298,1.6945529634057128,-0.2565978458994332,-0.3613711496777596,-0.2911502370198833,-0.32996006511388,-1.601439538469443,0.3951489382051348,1.3759291611955684,-0.3764893442607853,-0.2365046505548127,-1.550481938599353,-1.6007277248981036,0.6612096657028017,-1.576460267141274,-0.263350032791574,-1.5519359425106642,-0.2972418370142222,-0.1986118334369443,-0.5879498831365368,-0.7162111282313858,0.1730600536455933,-0.2953217433110059,0.938191951090954,0.7267039883796392,2.1931780469500466
15,1,0.6997709232301093,0.9319005130095857,-0.3134846214346363,1.17588929274547,-0.3819457831888587,-0.7091399635591878,-0.2342574971523377,-0.3120039320035369,0.452425805888216,-0.1364447428078536,-1.1147288959087502,-0.6516160300643087,0.9094670588126592,0.2340648493057149,1.3693718128795662,-1.384438629569557,-1.1148716801741063,-1.6861438672465874,-1.2515408960593526,-0.2822892610378474,-1.3418134235657595,-1.2626833236363726,-0.0723469189340165,-0.2737948435385354,2.4015997876014903,-0.4998089202074587,0.3734899326542113,-0.0207167466722966,-0.4806757710184045,0.8772147608710291
16,1,-1.652395413321183,-1.4623234386115231,-0.3296934044939194,-1.4218058992635163,-0.3864704730990473,1.4275086135387989,-0.256597863995982,-0.3613711574923347,-0.3531818220979069,2.201164259251176,0.936771703945191,-1.7704863405679494,-1.5033636969656137,1.8403395355407128,-1.6046751064073803,0.7686238824258798,0.9373600608043954,0.1929117981372378,0.8526410274427604,-0.6580101272764204,0.8192966837825915,-2.1591647040712525,-0.1904833192004105,1.9078373758920368,-0.120159041380983,-1.12101854076557,1.4138319205027543,-0.7937145744610422,-1.2281013363600506,-1.1386854518627592
17,1,0.6997709232301093,1.3836398168814557,-0.0063798015302577,1.35790482007068,0.0895337957053694,-0.7091399635591878,-0.0547555611562811,-0.2149565022796792,-0.0925449615146419,-0.8582709178587746,0.8148400189613014,1.015881884395181,-0.151178912081818,-0.7886713156444886,0.6141562376463586,0.6679265114393167,0.815048810497339,-0.5995922854352541,0.6831178773130621,3.1516837166545373,0.5981427325930785,-0.6420423679507086,-0.1879302114610334,-0.2988836140619866,0.5675933665233279,0.3362941745592872,-0.7673737076024247,-0.7937145744610422,-1.1171668712871536,-0.4714941124199002
18,1,0.6997709232301093,1.4683409363574311,0.3235840078328541,1.3689243767424049,0.8103010533295035,-0.7091399635591878,-0.1307076516166827,0.0905621656337976,-0.2374120051642476,-0.468085132122167,-0.1209856632900515,-0.3791997370925477,0.3958034341648115,0.0071332021394057,-0.3025542587683857,0.464731274001872,-0.1208125307952698,0.4919857493374283,0.1441341934960546,0.8395814944914124,0.2845348730678079,-1.1247631112617933,-0.1976423221837288,-0.3566968678768952,-0.120159041380983,-0.294586831775502,-0.0240275109596149,-0.7937145744610422,-0.8182703557585169,-0.3486981603752022
19,1,0.6984363607696548,-0.2482740594558729,-0.3296927000006985,-0.2194620708116509,-0.3864694452560383,-0.7091399635591878,-0.2565975268981099,-0.3613691596451818,-0.1725791913924832,-0.4982342584234682,-0.2540944193974632,0.5020694456828463,0.3402722315001791,-1.065774925619676,0.5270578531889006,-0.1051511203630913,-0.2536876999569278,-1.5244596303232347,-0.1973402539572618,-0.4135641078036845,-0.1672285426637389,0.9440400743571248,-0.1957842970792087,-0.5792233542588131,0.8426943296850523,0.4239263651943122,-0.6037404495631127,0.3970934716388298,1.1090777674930308,-0.1174324506910208
20,1,0.6997709232301093,1.564352461730798,1.0126484756594727,1.5123439068248998,1.7926011652443852,-0.7091399635591878,0.3305926870581807,1.4400196710730473,-0.1556369679581297,-0.6875427258967557,0.7071336972255329,0.4632942616438614,-0.2289225958123009,-0.6188585184452096,0.4664518940039197,0.8641376088171857,0.7072880148616929,-0.4781196722026825,0.8629333558589588,1.2579775171868666,0.9064975291447268,-0.6420423679507086,-0.1943947462019237,-0.243251992466506,0.8426943296850523,0.7229137181684557,-1.092355640671775,-0.7937145744610422,-0.6109592706970396,-0.854208162959209
21,1,0.6997709232301093,1.414708176223043,0.2385358009998135,1.3854812606416709,0.2560046662857119,-0.7091399635591878,0.0412892783870275,1.2120609434250675,-0.161944329721498,-0.7443352661387417,0.3850308293930907,1.199032753685704,-0.159508592481512,-1.1699782329919608,0.8148454318337511,0.680409506574154,0.3852689667699404,-0.7554123272370332,0.6209687479577596,-0.6507377112014625,0.7331464510151804,-0.9178827926998864,-0.1951504488897913,-0.5694060092713766,0.7509940086311442,2.224809163049221,-1.9593548926915876,-0.9874532705397404,1.3895466310162028,-0.3159525731632829
22,1,0.6997709232301093,0.4095910456582314,-0.3293562697675874,0.6960702463669037,-0.3864541371231405,-0.7091399635591878,-0.2563514489572533,-0.3598505644734994,0.170598906805472,-0.3734308983855237,-0.3059153855156173,-0.2981843525685415,0.3041769497681659,-0.5895272171107886,1.2100543513094664,0.2463894303577197,-0.3058014287331972,-3.1379510309158563,-0.0033276535419887,-0.4283874580160457,0.1264176775617654,-1.3316434298236812,-0.1540974635644432,-0.4625060305192808,3.7312544428831584,-0.1495160451253262,-0.3018899194626711,-1.1009567490504932,0.0524362014996877,-0.2566011963416785
23,1,0.6914966359752905,-0.3216647730344572,-0.3296929008329974,-0.3408149386590174,-0.3864699583373041,-0.7091399635591878,-0.2565972329515027,-0.3613705327918272,-0.2151125084731557,-0.3948157437852838,-0.8027870018249667,0.239223198133473,0.8705952169474147,-0.2468141173086072,0.1358409430008189,-0.4748451542255217,-0.8025261978672057,0.2272592267064473,-0.591214845779585,-0.2637213902081677,-0.5034245729755877,1.5646810300428078,-0.197334921171672,-0.4679601110678542,-0.4411101650696614,1.265101040307366,-1.2891153523455727,0.7199912984366631,0.5927349582999113,0.9427059352948716
24,1,0.5444278528331898,-0.6887029574303515,-0.3296932645409302,-0.4952264765215576,-0.3864704536363052,-0.7091399635591878,-0.2565977139158675,-0.3613710785434258,-0.0269827249539165,-0.6794795874673372,-1.1533405961536487,1.042117008915174,0.8372764953486389,-0.2336922193432083,1.1570695007645126,-1.0925949830016368,-1.153120766778638,-0.5744600206285145,-1.2372085882648332,-0.5025042090778512,-1.1878986784386172,1.978441667166584,-0.1845857662728973,-0.666488643036036,-0.2118593624348911,-0.148808382751423,-0.1245491633677094,-0.1948858774905224,0.7982032781608424,0.815816784848684
25,1,-0.0438472797352126,-0.6265944442481675,-0.3296932706994156,-0.6165793443689243,-0.386470432359183,1.1604642636718838,-0.2565978429445772,-0.3613711519008482,-0.1189145147760705,-0.7215481357947343,0.1757147701707475,0.8959263150490444,0.5068658394940762,-0.4166269145078862,0.3285461186129446,0.2708322702495858,0.175165695306001,-0.0391427802449808,0.2119065373914526,2.3309528795313024,0.2425103692788257,0.668199649607794,-0.1897463554816323,-0.5486805031867861,-0.166009201907937,0.1353180603707508,-0.5708995688047869,-0.7937145744610422,-1.1989856461914166,0.2161632190304044
26,1,0.6131578195466036,-0.5306111243757916,-0.3296932252663005,-0.4290540387078518,-0.3864703953752864,-0.7091399635591878,-0.256597715208617,-0.3613710592046257,-0.0389354513276464,-0.1571284457354904,0.1371030699258488,0.1275176679445678,0.2597519876364588,0.4602246201211184,0.7408118050449121,-0.7549154418177768,0.1367361317278715,-0.4973877418878504,-0.093876226094703,-0.072100963245871,-0.4130718898292779,-0.4351620493888206,-0.1835566589540532,-0.2072550608459031,0.0173914401998791,-0.7597568988879368,1.011459737994218,0.6857445592308299,0.1102990287968467,0.183417631818489
27,1,0.6979025357854727,-0.2708384602486735,-0.3296926934520424,-0.236018954710917,-0.386469794306626,-0.7091399635591878,-0.2565904052028025,-0.3613703891671566,-0.0799241083846369,-0.3306612075860033,0.3413386422738639,0.6162499876189208,0.0542865377773234,-0.521602098231077,0.5669779460652355,0.0763919626363493,0.340594899905321,-0.8534281599833143,0.0508819024404745,-0.2551182767237491,-0.0527117698387664,2.0474017733538927,-0.1859353816422869,-0.6959406779983504,0.2924924033616035,-0.5429763250155598,0.6419284362440084,0.5409297763033213,0.0690210883046059,-0.3016263787580679
28,1,0.6993705544919729,-0.316023672836257,-0.3296925946865842,-0.2966816141887606,-0.3864699086192708,-0.7091399635591878,-0.2565930055991545,-0.3613706071207817,5.210744879237382,-0.7183929946701795,0.9642063330665654,-1.2867040443879356,-0.4066224443391232,-0.4814645279839746,1.8785344520204552,1.4407962033439208,0.9642792040663872,0.2297724531871227,1.2358489298254112,-0.4632331622730782,1.3346221614949711,0.1165188001095536,5.290002107619342,-0.6097662053308426,-0.3952600045427074,-0.0749756084075125,-0.1825204572280597,0.0076591229553904,-0.8514401293683533,-0.7743907941301552
29,1,0.6997709232301093,1.1577701649455203,-0.2462838811630823,1.159359957737883,-0.3038951871041844,-0.7091399635591878,-0.1383983883422087,-0.2374843729212872,-0.0674074585101977,-0.5550267986654542,1.2863092008990076,0.8779412296862814,-0.989700072317766,-0.6698023576049933,0.6014543899129795,1.0203466809341717,1.286069647991582,-0.4270174004289806,1.234369683836824,-0.4355670347368551,1.1906882360177116,-0.2972418370142222,-0.1832915486208704,-0.9282845093677072,-0.2118593624348911,-0.572934032177466,0.3215156691932087,-0.8279613136668732,0.938437709922428,-0.841928567754739
