f_id,i_id,pca.expl_var_PC1.cov_init,ic.eps.s,ela_meta.lin_simple.coef.min,pca.expl_var.cov_init,ic.eps.max,ic.eps.ratio,ela_meta.lin_simple.intercept,nbc.nn_nb.cor,nbc.nn_nb.mean_ratio,ela_level.qda_mda_10,disp.diff_median_25,ela_distr.skewness,pca.expl_var_PC1.cor_init,nbc.nb_fitness.cor,ela_level.lda_qda_25,disp.diff_median_02,ela_level.mmce_qda_25,ela_level.lda_mda_50,nbc.nn_nb.sd_ratio,ela_level.lda_mda_10,ela_level.lda_qda_50,disp.ratio_median_25,disp.diff_mean_02,pca.expl_var_PC1.cor_x,disp.ratio_median_05,ela_level.mmce_mda_50,disp.diff_median_05,ela_level.lda_qda_10,ela_distr.kurtosis,ic.h.max
11,1,0.4922464606294134,-0.4678922204455822,-0.2597381226789106,-0.7091399635591878,-0.3491755606007642,-0.4033973067303153,-0.3078320522604605,-1.40920709689253,-1.6880906199582737,1.4107181058641705,1.1126306851776977,-0.364787668334865,-1.2448228456125123,-1.7884447731245692,-0.9684450178914584,1.0095917115381308,1.8333389883729376,-0.4823631670536276,-1.3280375349055853,-0.8196422584444218,-0.6137805126812751,1.1122569685889157,1.014196519704878,0.9057942569137066,1.04187066785527,1.800801660800334,1.0417593553439513,-1.140516764734365,-0.2002453026671801,1.2903945190182136
12,1,-1.6498597446463192,-1.022026820885143,-0.2597381566689101,1.4275086135387989,-0.3491758565011432,-0.9688753659436222,-0.307832424950704,-1.7609067928882307,-1.842957819529636,1.4107181058641705,1.385152167483761,-0.2992022975590505,-1.399407721408809,-1.480770737339986,-0.9671956976903544,1.245405449182443,1.830265849986024,-0.4812916165664782,-1.3992488032202968,-0.8196422584444218,-0.6144973902981921,1.3843691934653022,1.2480185803627617,-0.7232310733497624,1.2456811520765936,2.121824865392758,1.2454387695473643,-1.140516764734365,-0.2003491503353602,1.2540060152663688
13,1,-1.6470571634793645,-1.1563734960509984,-0.2597381561763014,1.4275086135387989,-0.3491758586783728,-1.1246556365882665,-0.3078324156594369,2.1925968819570563,1.2405587433644296,-0.2781412212779801,-1.2600116454486543,-0.2931217378772437,1.4325013226927863,0.1048238284707938,-0.3556534592498545,-1.4798750559003846,-0.7903529094553617,-0.4008613568668633,2.022961291218114,1.5578143593357052,-0.3948211536012354,-1.2595869019754131,-1.5033842646475517,0.4306618689203,-1.4410544856790586,-0.5616602050379459,-1.4409796150856116,0.2364745196846871,-0.2000187631780142,0.5295439860250895
14,1,-1.4901126181298996,-0.8261127411999922,-0.259738138688693,1.6945529634057128,-0.3491758443235329,-0.7726873359199229,-0.3078323899021732,2.215045798722739,1.4064878857623169,-0.2330976483959973,-1.5991702929574028,-0.2998649619845148,0.7239873086264288,-0.2772643927128507,-0.1264656683572911,-1.550213694851028,-0.3562721123036811,-0.3427577311980025,2.191833727507287,0.9293594927903344,-0.2151030518993836,-1.598711838948225,-1.562102129128392,-0.3838507962115098,-1.5547482519413387,-0.1858445581957152,-1.554916800114302,0.1027640427578865,-0.1994334678884196,0.7048704131930695
15,1,0.6997709232301089,1.205779366532172,-0.2373917703941518,-0.7091399635591878,-0.3446062595789259,0.9698612604122142,-0.2916178997618582,0.6211727083592452,0.9418862870482352,0.4101465448332946,-1.1210285298632268,0.4444605823548334,-0.3280486516539211,1.3058258495508444,-0.2216014016713752,-1.3841029662635465,0.2514410037086727,-0.3101953910213441,0.8835809981827301,-0.0390143581758002,-0.2341782302277799,-1.1215001012918733,-1.4041136190348524,-1.3341155721986058,-1.345174489245891,-0.0655028752176127,-1.3447757637416982,-0.5436921189941455,-0.073149889929426,-1.6124156666403402
16,1,-1.6523954133211831,-1.4306587995633904,-0.2597381567901179,1.4275086135387989,-0.3491758595709017,-1.4766527587682927,-0.3078323881288007,-1.2246271145969143,-1.4613207920144948,1.4107181058641705,0.9049261177190798,-0.3619590729632073,-1.442347964685558,-1.6260215030708471,-0.9737546287461514,0.7698337665787054,1.850241249500967,-0.4806518849323591,-1.1205075529598554,-0.8196422584444218,-0.6125961061837603,0.9051267675636042,0.7761868801338845,-2.2165042927580774,0.8102916600767991,2.122833315250116,0.8104580546792699,-1.140516764734365,-0.1913037521608071,0.2425710132548549
17,1,0.6997709232301089,1.390509539855961,-0.0578414680797102,-0.7091399635591878,0.1315530182271411,1.431466591521303,0.0155950175533389,-0.334153416224821,-0.1145292528849793,-0.6871039043345192,0.7987235107288849,-0.1010594985635054,-1.2598519307593747,0.5613262350534995,1.639510901913533,0.6690955088364419,-0.7665360869567723,3.621643212146763,-0.4572254537999731,-0.8196422584444218,3.2244445854756507,0.7995309788056036,0.6647272100035829,-0.7232310733497624,0.5897152748398391,-1.0305893887096025,0.5900259044046168,0.259590568238134,-0.1887502670417414,-0.5397818174098153
19,1,0.6984363607696544,-0.2103827764752328,-0.2597378196014157,-0.7091399635591878,-0.3491748215259751,-0.2360884314126167,-0.3078316833876062,0.1971376138963433,0.3749617171887888,-0.5297260551797867,-0.2814810594240691,-0.1811744004457967,1.00524590208913,0.4754637134391973,0.3977490880260259,-0.1042960202997235,-1.0423502571823533,-0.1542608052048309,-0.1052383275586857,0.382919962602297,-0.3663953976608802,-0.2807951677185581,-0.114160799476755,0.8379182014861956,-0.1736571557783325,-0.7186422328334036,-0.1736655814327143,0.3437828431166195,-0.1966055135871818,-1.4528024570015643
20,1,0.6997709232301089,1.5472519875104431,0.3276106111935023,-0.7091399635591878,1.851524285353221,1.6161260168719478,1.034981981130178,-0.6808644640503753,-0.1919628526706575,-0.9996623551863276,0.6796431325441508,-0.1642150997792842,-0.4890745639417347,0.4157177088159123,1.1783868156859774,0.8653862749794993,-0.5975134756764721,2.572131479792791,-0.8376970873671448,-0.8196422584444218,1.3171449327802962,0.6797203723301791,0.8585804148760571,-0.7232310733497624,0.89726477159541,-1.0201687401835655,0.8973183590782139,0.6310337405822467,-0.1952157573177508,-0.419865157318506
21,1,0.6997709232301089,1.418497265525268,0.0382292504897093,-0.7091399635591878,0.2996762054438368,1.4632134866397255,0.2605968275955907,-0.2643123418426962,-0.1228257100048727,-1.8335177653674253,0.3616313935580292,-0.1705288191663469,1.1555367535577514,0.7591677952731208,3.366821011960183,0.6815835725164407,-1.1460686777407194,-0.4693446282993053,-0.302595271173743,-1.0152933018028865,-0.6052714870543925,0.3619176619335044,0.6784961696728649,-0.9947352950603532,0.7243664173716652,-0.7384750800281187,0.7243946148673253,2.073973751756721,-0.1959715717074634,-0.6936059469062511
22,1,0.6997709232301089,0.718804123792587,-0.2594916753555137,-0.7091399635591878,-0.3491593614512837,0.4361445070731716,-0.3074951347348716,-0.5711142043070309,0.3390104030025778,-0.2394147348367631,-0.3366406460131679,0.1623496105585565,0.2151454257969533,1.148768987098017,0.6760351628219836,0.2473872685330693,-0.5683186610007838,-0.2092617324482143,-0.2435916488558391,-1.1299171453866337,-0.3813251532479748,-0.3376544385882514,0.2412361866700701,-1.4019916276262676,0.1192221775885562,-0.5835099519473779,0.1190665469919045,-0.2071496474071978,-0.1549125182626302,-3.0456265075936946
23,1,0.6914966359752902,-0.3335455452797267,-0.2597375255756053,-0.7091399635591878,-0.3491753396998598,-0.3110820048108341,-0.3078318842905958,0.7134626995070527,0.903169487155393,-1.188900292477097,-0.8572682525637,-0.2237505897818784,0.6595769437113053,0.0897978871882902,0.0706770593769495,-0.4741401632414515,-0.2272003000532686,-0.2482693688386221,0.9486884434990412,0.7090050348664076,-0.2154770750038621,-0.8564952852741976,-0.4624472432619562,1.4488027003350576,-0.5089751760910507,-0.4231664246273921,-0.5084477999417562,1.151938030779283,-0.1981563668803279,0.2764784826599832
24,1,0.5444278528331894,-0.4902600331683053,-0.2597380066695648,-0.7091399635591878,-0.3491758399149809,-0.6861363363369687,-0.3078322481265496,0.6810364864010662,0.8699836586758193,-0.0688534009360839,-1.1993953083440692,-0.03543117731567,0.8163088316714385,1.0965359531159828,-0.1167834367987338,-1.0921408206746186,-0.2141394619088817,-0.453111438083535,0.8225427681986958,-0.2149026698818969,-0.4559739311834472,-1.1996815987377012,-1.0393888425680289,1.8560590329009528,-1.191661708071475,-0.5724170035164354,-1.1925354037203046,-0.2064697636262142,-0.1854053275048301,-0.5149714739426473
25,1,-0.0438472797352129,-0.6134228019727993,-0.2597381357330409,1.1604642636718838,-0.3491758184266714,-0.6226713676118054,-0.3078322542872028,0.0275235761111827,0.540890859586676,-0.4981406229759575,0.1149094596935887,-0.127455631511167,-1.309233210527636,0.2797687162599338,0.7545549374613819,0.2718400330973821,-0.3962229113335688,0.3870641102958379,0.2264027220212511,-0.8196422584444218,2.397822355986436,0.1141736960012716,0.3037478975446998,0.566413979775454,0.2350116814777917,-0.383164580285509,0.234853448782126,0.0665035744387541,-0.1905666795100264,0.0134888419080131
26,1,0.6131578195466032,-0.4231006754683292,-0.2597380079626626,-0.7091399635591878,-0.349175781075689,-0.5245917633557972,-0.3078322088380957,0.1547341044500537,0.2947626316964733,1.0237278973842077,0.0919583030166479,-0.0473959516643311,0.2151454257969533,0.6861846519009641,-0.6330025438949841,-0.7543241694473664,0.4765483905501635,-0.2265184932785751,0.1938489993631015,0.6744202544747572,-0.0224811530930285,0.0918361253024639,-0.7632705665296006,-0.5196029070668147,-0.4188584581320072,-0.0577714263111982,-0.419040006163649,-0.7934360945421699,-0.1843760680716848,-0.4388864206433358
27,1,0.6979025357854723,-0.2271865957831785,-0.2597306959871865,-0.7091399635591878,-0.3491751740410854,-0.259145640758725,-0.307831676836645,-0.1969655915456469,0.09011668940575,0.6683231211080747,0.3084480787831901,-0.0884259240076628,0.2022633528139288,0.5148173691790858,-0.5466120519886298,0.0773207757233145,-0.5007096164886636,-0.2197533312477664,-0.2883530175108006,0.5281760402472212,-0.2068122064167799,0.309119767554503,0.1028975986636268,1.923935088328615,-0.0594394551093138,-0.4090481266243745,-0.0598233595413353,-0.5851650296341531,-0.1867551423634226,-0.7903662864282033
28,1,0.6993705544919725,-0.2887540003024738,-0.2597332970842084,-0.7091399635591878,-0.3491752894883472,-0.305317702474307,-0.3078315780364224,-0.264312341842701,-0.3689539378950693,-0.1246085551741486,0.9584894847658918,5.207575892739643,-0.9378001061837576,1.8077638404877856,-0.5303084233642201,1.4422790136437231,-0.4607588174587744,-0.4058352703221388,-0.7583473883878951,-0.0103583972798645,-0.4164209878848607,0.9589400060652784,1.352237576197088,0.0234055363543856,1.3242713130873862,-0.6564544916296355,1.3239980570957284,-0.1355352224769117,5.289991755585905,0.2789595170067015
29,1,0.6997709232301089,1.1890035069901292,-0.1415068326025632,-0.7091399635591878,-0.2657809676093896,1.2006639259667584,-0.2243935055924894,0.8381789037608474,-0.9497059362876776,0.3601591651715825,1.2673559659232725,-0.0758966577410135,0.8699841357673748,0.5488046173180807,-0.6181980995118996,1.0216587736001497,-0.648220259060562,-0.4124404994444177,-0.8254894413703371,-0.8542270388360701,-0.3885562666012229,1.2665892752352237,1.025563043663053,-0.3838507962115098,1.1807132856410043,-0.4537560703005969,1.1810475692025644,-0.6139467763624643,-0.1841109185520417,-0.3694174589352663
30,1,0.6997709232301089,1.0434729254629125,-0.0447505813108611,-0.7091399635591878,-0.3333116393992834,1.0073868686230054,-0.291659905906226,-0.2318861287367097,-0.615082165785272,-1.4492741162095348,0.6317805495769344,-0.0018561797588118,0.8356319411459758,0.9369747671160714,-0.297310205858289,0.4397817059763916,-0.5099290316494074,-0.4534952770640064,-0.6688246510779723,-0.2949417330739937,-0.5582380816662388,0.6319991985645448,0.4646810597424777,1.4488027003350576,0.4760215085775579,-0.4762781171149346,0.4757852502197384,1.4950527122490729,-0.1754877727797631,-0.97396282808524
