f_id,i_id,pca.expl_var_PC1.cov_init,ic.eps.max,ic.eps.ratio,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.min,ela_distr.skewness,ic.eps.s,ela_level.mmce_qda_50,pca.expl_var.cov_init,disp.ratio_mean_25,ela_level.mmce_qda_25,disp.diff_median_25,ela_meta.lin_w_interact.adj_r2,disp.ratio_median_02,nbc.nb_fitness.cor,nbc.nn_nb.mean_ratio,disp.diff_median_02,ela_distr.kurtosis,ela_level.qda_mda_10,disp.diff_mean_05,disp.ratio_mean_10,disp.diff_mean_25,pca.expl_var_PC1.cor_init,ela_level.lda_qda_50,disp.diff_median_05,disp.ratio_median_05,disp.ratio_mean_05,ela_level.mmce_mda_50,disp.ratio_median_10
11,1,0.4921598759600545,-0.3870912668601294,-0.4485119908547222,-0.3303097949235916,-0.3628131199295639,-0.2643084860174856,-0.3590306014605224,-0.5083379773340214,1.8425282352761772,-0.7091399635591878,1.1260383368970466,1.823371304139064,1.1304098486967642,-1.6611598797229847,0.9925446317511843,-1.7641609387324748,-1.6947718552230888,0.9926791363780112,-0.1998260327007002,1.4443055505227236,1.0278525004469992,1.0649853977233996,1.126053191111706,-1.1990467930480144,-0.6438812892690771,1.0289163692037273,1.0290438673075502,1.0281402467911889,1.7871028201339678,1.0658090646563476
12,1,-1.649849893953364,-0.3870915599125428,-0.9943163001874336,-0.3303101675495675,-0.3628131419783756,-0.2643085200368837,-0.2935038120895538,-1.045847793785451,2.2111568952323992,1.4275086135387989,1.3898179838276192,1.8202843173871608,1.4032885228710836,-1.7647421027440178,1.2276217496953876,-1.4555642435756244,-1.8491791199009189,1.2276605561773035,-0.1999298723025131,1.4443055505227236,1.239333332513038,1.285743925136614,1.3898338724948955,-1.3521727688207523,-0.6445894578236859,1.232353037967205,1.232611430648771,1.2394195241904122,2.109015890161156,1.2876856803887775
13,1,-1.6470474389556575,-0.3870915620688171,-1.144676763589233,-0.3303101582599025,-0.3628131410073164,-0.264308519543849,-0.2874286836148013,-1.176163887839092,-0.6224573390800392,1.4275086135387989,-1.264148885289942,-0.8121436352980437,-1.2453422864837411,0.9741483586734062,-1.4889177340434845,0.1347852365815385,1.225179810737986,-1.4880009181411449,-0.1995995108079879,-0.2581104859300819,-1.4670915812100591,-1.410523430450298,-1.2643799513259475,1.4530100373492574,-0.4275819807418403,-1.4508636690923224,-1.4509218979213625,-1.4668425848289206,-0.5819077098671652,-1.3951833388373904
14,1,-1.4901099590841125,-0.3870915478521388,-0.8049539182492191,-0.3303101325070805,-0.3628131342035955,-0.2643085020411151,-0.2941658846175793,-0.8558114002300158,-0.3234274488878477,1.6945529634057128,-1.6037272813384935,-0.3761067565917579,-1.584945466694696,0.3857340565650935,-1.5569773614411844,-0.2484487987992939,1.3906161657499454,-1.5580912929110078,-0.1990142609812019,-0.2127053420077759,-1.5878280989063134,-1.6070443747350585,-1.6030313281826445,0.7511826483908779,-0.2500472030951431,-1.5646650636081965,-1.564480153050012,-1.5874238101436136,-0.2050503147986867,-1.586207289068567
15,1,0.6996749960282974,-0.3825659441946478,0.876969045168504,-0.3140984384359895,-0.313424164296852,-0.2419428058428491,0.4494948218846967,1.1151212089408948,-0.1303695548690295,-0.7091399635591878,-1.119625936971657,0.234344873597043,-1.1061770067683816,-0.655521266328946,-1.3928826769792448,1.3393888477926377,0.927394371716462,-1.3925668614792126,-0.072740492098468,0.4357022620534486,-1.370234601694256,-1.2847500261080522,-1.1197844497263068,-0.2909246867291406,-0.2688906446351671,-1.3547744736467937,-1.355156180462639,-1.369853338380146,-0.0843750487570809,-1.2632389608426622
16,1,-1.6523854484750982,-0.3870915629527556,-1.484427427701384,-0.3303101307340138,-0.3628131420216139,-0.2643085201581965,-0.3562045326140432,-1.4422202630037586,2.201713846068436,1.4275086135387989,0.9208763892843794,1.840349731274529,0.9224330444153164,-1.7685024051285176,0.7537096202696855,-1.6012505903589744,-1.4686755033734118,0.7537674305650764,-0.1908851767292162,1.4443055505227236,0.8124814143272991,0.838331241981643,0.9214263028542355,-1.3947077620909571,-0.6427112716571148,0.7978907337858607,0.7977408775985019,0.8121425736187811,2.110027135407315,0.8308036550935951
17,1,0.6996749960282974,0.0890104220672229,1.322514499718591,-0.0069384977223306,-0.216333973438048,-0.0622372062151634,-0.0955379959087428,1.2943092283815627,-0.8504894892616869,-0.7091399635591878,0.7995983906956105,-0.7882194879707944,0.8160912384625902,1.0031997760996745,0.6530815822154173,0.5926566121863528,-0.1258837551930114,0.6533847341672564,-0.1883318899520937,-0.6703559694685799,0.5900416538207344,0.6601522524967929,0.7997718939962505,-1.2139340406925865,3.147714731980468,0.5777212948878265,0.5774273964502906,0.5898537060821292,-1.0521367493309646,0.6620986543739653
18,1,0.6996749960282974,0.8099256419121431,1.4060542724467322,0.3230845353032784,0.0893193124145588,-0.1382754722284199,-0.2404215341249905,1.30515760249633,-0.4612260181693957,-0.7091399635591878,-0.1312102484731916,0.0074513473321795,-0.148131351112987,-0.38453883598562,0.4509904186541487,-0.3137564714952792,0.4172989437629223,0.450824472371665,-0.1980446817406053,0.0503122599811927,0.2648081377983913,0.1256152840422457,-0.1310636420821935,-0.7524293637108638,0.8473061571768455,0.2650875785845032,0.2650113673636358,0.2648086639294787,0.1131548559925866,0.1257874264053387
19,1,0.6983404936484374,-0.3870905348987465,-0.2870240185980255,-0.3303094261143467,-0.3628111432941675,-0.2643081826778517,-0.1755813384867891,-0.2585541633415059,-0.4913038784694289,-0.7091399635591878,-0.2636053969325965,-1.0652765489540803,-0.2655291477399711,0.492091788159567,-0.1172865929303283,0.5065366042356038,0.3621534920922693,-0.1172770660849296,-0.1961865263412996,-0.5117148263741815,-0.1975423486270039,-0.2137108797561074,-0.2632252389564405,1.029786854310715,-0.3995015580547457,-0.1850600222590186,-0.1850351736992186,-0.1970698556454988,-0.7393248865192041,-0.2142483337999848
20,1,0.6996749960282974,1.7924274046435678,1.500749372801908,1.0122726800918045,1.4393714171611645,0.3235482596996969,-0.1586371860102846,1.4463491916000255,-0.6801648617487084,-0.7091399635591878,0.6924694919421984,-0.6184352166161347,0.6968547825169525,0.453520697226386,0.8493271336075582,0.4466114320365413,-0.2030873875319233,0.8489826810152827,-0.1947968780211796,-0.9854233705879968,0.877990809450065,0.8344008230959468,0.6925898002950599,-0.4504309114924137,1.2635861075381614,0.8846475179400772,0.8846103262222618,0.8776758482463327,-1.0416872151206578,0.8413066901578524
21,1,0.6996749960282974,0.2555154665080547,1.3531568772277642,0.2380210635649526,1.2113122461120265,0.033916606196388,-0.1649452659300831,1.3214572846037675,-0.7368231567324921,-0.7091399635591878,0.3720934456702,-1.1694623518308034,0.3784262279234352,1.1853866311457624,0.6656078940064046,0.7910914638395367,-0.1341555729436084,0.6658287205243884,-0.1955526337030135,-1.8259722544180048,0.6964359636202202,0.6011959692113655,0.3723000735670091,1.178659330756432,-0.6354756364252429,0.7119298645141997,0.7119180488376787,0.6962797440772714,-0.7592127096936586,0.6003933233714545
22,1,0.6996749960282974,-0.387075223623329,0.3618210227310346,-0.3299729354969449,-0.3612918789975712,-0.2640618255359558,0.1676358339813948,0.6427558790486426,-0.3667955265297563,-0.7091399635591878,-0.3151485463328244,-0.5891088424730571,-0.3207610315865898,-0.3039498757805488,0.2330325934909621,1.1818609999160596,0.3263089485063427,0.2331649368074651,-0.1544967695199426,-0.2190731365822456,0.1102160634149311,-0.0309464015712802,-0.315059104212061,0.2471429781389504,-0.4142499379529018,0.1073232275635306,0.1074950779916356,0.1101501358084586,-0.6038180235339373,-0.0205986248027443
23,1,0.6914010812731649,-0.3870910480853398,-0.3594084636991323,-0.3303096269826921,-0.3628125170458502,-0.2643078883977315,-0.2181194984124277,-0.37802188328038,-0.3881298227890822,-0.7091399635591878,-0.8093563905820571,-0.2464533130118345,-0.8420710208464623,0.2306290313231538,-0.485977703311733,0.1197142351901567,0.8887925555470029,-0.4858158233306359,-0.1977372591719243,-1.176180347188417,-0.5076328438170645,-0.587755743711434,-0.8091163393593889,0.6873801584855705,-0.250416682341026,-0.5194432468037842,-0.5199535298390172,-0.5079597104786,-0.4430300293947026,-0.6054863899435619
24,1,0.5443389190125837,-0.3870915434860181,-0.7214141455210779,-0.330309990755905,-0.3628130630379184,-0.2643083699078005,-0.0299682944294762,-0.5300347255635558,-0.672120782831257,-0.7091399635591878,-1.1580306365247677,-0.2333336193162471,-1.1846464999995543,1.0292968120927624,-1.10227224342833,1.1294713284126874,0.8557052845446147,-1.10163521269794,-0.1849872102333435,-0.0471426830715621,-1.1466753585052285,-1.1910750426656485,-1.1578281293432726,0.8426328839218177,-0.4879918374436821,-1.2027155539212389,-1.2018263705423882,-1.1470402046464736,-0.5926943258261914,-1.248140847937793
25,1,-0.0439097300297405,-0.3870915222045281,-0.6601572092748683,-0.3303099969154958,-0.3628131364276636,-0.2643084990829066,-0.1219105516084254,-0.64950244550243,-0.7140898902266523,1.1604642636718838,0.1638995480928138,-0.4162375843664943,0.1313809174658869,0.8838755926595784,0.2576676733465714,0.3102547527811888,0.5275898471042285,0.2575313939644561,-0.1901481613305497,-0.4798758535018331,0.2429089044739794,0.2192902674846479,0.1633251082640851,-1.2628492829533218,2.3311348086422683,0.2229721343456471,0.2231465728461597,0.2427894836546217,-0.402917301297074,0.1940571543230095
26,1,0.6130657915753781,-0.3870914852130392,-0.5654899276918297,-0.3303099514742261,-0.3628130436905973,-0.2643083712020167,-0.0419223817410478,-0.4648902390043786,-0.1510043660050987,-0.7091399635591878,0.1254948485397034,0.4604666531739309,0.1083996788795763,0.1195114629752241,-0.764896912524394,0.7178894570814002,0.282192587169819,-0.7650109043340423,-0.1839580307479194,1.0542089176780327,-0.4203235410052998,-0.0951432433709687,0.1251019208791877,0.2471429781389504,-0.0597653914654885,-0.4301420093721746,-0.4299442216264458,-0.4204072555761914,-0.0766221685365307,-0.1105308625404458
28,1,0.6992746453143394,-0.3870909983571002,-0.3538447092716836,-0.33030932078133,-0.3628125914075556,-0.2643036562490121,5.208355677609494,-0.3345741449507373,-0.7109422071719976,-0.7091399635591878,0.9481639389668516,-0.4810643061564553,0.9760666165666348,-1.2872664961238955,1.4238673010875285,1.8428320609380573,-0.3795528328780119,1.4238392443241226,5.289984571417501,-0.1033453917071001,1.2609470046356386,1.1717617774514526,0.948200883706608,-0.8949215911660503,-0.4489194071915734,1.3108186984355248,1.3111079203690357,1.260914438268249,-0.6769647630060839,1.2121951158644306
29,1,0.6996749960282974,-0.3044993255459513,1.0997417724435474,-0.2468856366175371,-0.2388717703324099,-0.1459749348953278,-0.0703976307473299,1.0988486477687438,-0.5479621734532125,-0.7091399635591878,1.26853998523885,-0.6693704980225326,1.2853379267103868,0.8659851717586563,1.0046533998158065,0.580097444360202,-0.9585800754198724,1.0047036070660431,-0.1836929018237638,0.3853136267250364,1.1491518634105913,1.2012399190941665,1.268263233928612,0.8958016255095739,-0.421393203373303,1.1680385791542716,1.1677209991466853,1.1492457383029018,-0.4737044685281835,1.2108822364813987
30,1,0.6996749960282974,-0.371380031852112,0.9131890864911946,-0.3141404373367075,-0.3256124258482992,-0.0491349968279897,0.0035767136571492,0.9576841796003354,-0.4909541359078005,-0.7091399635591878,0.6439582925066895,-0.5304560941869019,0.6489294664202782,0.8183868042240928,0.4251027076194408,0.969431646970879,-0.6249500928124215,0.4248803072669628,-0.1750704258542882,-1.43864422791004,0.4758151038121491,0.520622382054614,0.6439631404931501,0.8617736308934102,-0.5890136212554777,0.4636167928907727,0.46386914132164,0.4760879413287021,-0.4962889456923947,0.537375112985913
