f_id,i_id,ic.eps.ratio,ela_meta.lin_simple.intercept,pca.expl_var_PC1.cov_init,ic.eps.s,ela_distr.skewness,pca.expl_var.cov_init,ic.eps.max,ela_meta.lin_simple.coef.max,disp.ratio_mean_25,ela_meta.lin_w_interact.adj_r2,ela_meta.lin_simple.coef.min,disp.ratio_mean_02,nbc.nb_fitness.cor,ela_distr.kurtosis,ela_meta.quad_simple.adj_r2,disp.diff_mean_25,ela_level.lda_qda_10,disp.diff_mean_05,ela_level.mmce_qda_50,ela_level.mmce_mda_50,ela_level.lda_mda_50,ela_level.mmce_qda_25,disp.ratio_median_02,disp.ratio_median_05,disp.diff_median_02,nbc.nn_nb.mean_ratio,ic.h.max,ela_meta.quad_w_interact.adj_r2,nbc.nn_nb.cor,ela_level.lda_mda_10
11,1,-0.4127772379184309,-0.3296914711028757,0.4922464606294134,-0.4705323544903317,-0.3418818114113771,-0.7091399635591878,-0.3869120074555134,-0.3609028426026217,1.09943182449179,-1.7081196659260292,-0.2634861758481946,0.9821916581195016,-1.784110609115125,-0.1958110830212721,-1.4554682318960117,1.099484343011473,-1.150830237229428,1.01649414692772,1.8464493150534904,1.7936486076773246,-0.4876150036478374,1.8431732187389331,0.9767686241801936,1.0184772422756312,0.9768959980351882,-1.6913117838150336,1.271608232251349,-1.8553364270275632,-1.3627262605813557,-0.7839962281144554
12,1,-0.9655048874357544,-0.3296918436618136,-1.6498597446463192,-1.019862226451674,-0.2761222462495205,1.4275086135387989,-0.3869123004903353,-0.36090286463878,1.368931127541804,-1.811912765339979,-0.263486209860966,1.2243147946844584,-1.4671082538721052,-0.1959148707684736,-1.557776765113305,1.3689885792710423,-1.150830237229428,1.2354127499448668,2.214527744119151,2.1146073027146604,-0.4865422217083795,1.840096666226937,1.2204384281007108,1.229014546572915,1.220462470712974,-1.8481131959812511,1.2335634456361242,-1.9770693570432132,-1.7141729764134066,-0.7839962281144554
13,1,-1.117772621668228,-0.32969183437382,-1.6470571634793645,-1.1530440234532513,-0.2700255366344583,1.4275086135387989,-0.3869123026464802,-0.3609028636682779,-1.342582933030369,0.932553627200112,-0.2634862093680273,-1.6208505826402102,0.1665596977988985,-0.1955846742472978,1.4453511304403888,-1.3428167952070562,0.230379259962762,-1.5661970011367228,-0.6148569164975328,-0.5683385218749227,-0.4060195295660853,-0.7834334883781724,-1.5953977074354952,-1.5463975265285574,-1.594415773071862,1.2739149212568013,0.4761263302966489,0.6901337682231128,2.236486914322768,1.5672847871642064
14,1,-0.7737405087270683,-0.329691808625631,-1.4901126181298996,-0.8256468567138909,-0.2767866707080742,1.6945529634057128,-0.3869122884306553,-0.3609028568684616,-1.6895245645430288,0.3429414102184714,-0.2634861918687029,-1.68159988946788,-0.2271129945261537,-0.1949997166780109,1.1162308118438946,-1.688816283112815,0.0962591804131584,-1.6911798165011207,-0.3162733710979691,-0.1925983951191724,-0.3478491297742868,-0.3488704460586512,-1.6659450929400144,-1.6638437862522342,-1.6670669016842488,1.441916434292033,0.6594330294427313,0.6901337682231128,2.2589196834184304,0.9457491571902952
16,1,-1.461832906253094,-0.3296918068528833,-1.6523954133211831,-1.4249510845532447,-0.339045703305884,1.4275086135387989,-0.3869123035303657,-0.3609028646819934,0.8898212554528904,-1.8156807230825125,-0.2634862099822551,0.7361351131987967,-1.6167628541379957,-0.1868746918647888,-1.55823282098203,0.8904174282214179,-1.150830237229428,0.7935484698041911,2.205098790053902,2.1156155499242013,-0.4859017548788524,1.8600942575549135,0.7292035658453171,0.7792549068015963,0.7292556462320856,-1.4617097160002177,0.1760913085811243,-1.9839950817268173,-1.178279048017017,-0.7839962281144554
17,1,1.380714115354829,-0.0063783506567526,0.6997709232301089,1.3717557831379317,-0.0774531810636437,-0.7091399635591878,0.0891611019799089,-0.2145077582871387,0.7659135299126539,0.9616641885406284,-0.0614542587839092,0.6207551347635107,0.6369027272059827,-0.1843226801281255,-0.9668803778686984,0.7661233427904514,0.2535661211730324,0.5632855133469385,-0.8425486961472585,-1.0371734743116594,3.621107801134393,-0.759590206410197,0.6248973087496783,0.5513983383975946,0.6252054651565532,-0.0980974351975883,-0.6418716036462095,0.6901337682231128,-0.2884458738890584,-0.7839962281144554
18,1,1.4653135614048047,0.3235853089199811,0.6997709232301089,1.3828427173316111,-0.2228514000771455,-0.7091399635591878,0.8100330466355429,0.090970117748195,-0.1850782636086604,-0.4288996314258343,-0.1374777128241393,0.4100992650445413,-0.2941995394729331,-0.1940306216183419,0.573980383929947,-0.1849096097314289,-0.3544070190903826,0.2266135498106273,-0.453866256346423,0.1246633934831782,-0.1790220735109441,0.0333912035569288,0.4154191824663208,0.2282858174066477,0.4152446584154,0.4535075326014235,0.4847728727091991,0.6901337682231128,-0.6523552392186998,-0.7839962281144554
19,1,-0.249240846203443,-0.3296911023599821,0.6984363607696544,-0.2152556946808577,-0.1577808676871223,-0.7091399635591878,-0.3869112755380688,-0.3609008671015866,-0.3203441973234172,0.449515668685446,-0.2634858725676502,-0.1842824420463257,0.5484369536497912,-0.1921733941302035,1.2045536317536232,-0.3199388698033493,0.3380163068555372,-0.2519977815507837,-0.4838992211468469,-0.7252890041601958,-0.1591355784541278,-1.0357107943618928,-0.1736298461941124,-0.2371694054613844,-0.1736124859617353,0.3975070282563462,-1.5964498859918492,0.6854722227629948,0.2424629947082946,0.4053258814425365
20,1,1.561209836581001,1.012649463947232,0.6997709232301089,1.527139165862352,-0.1407765232108034,-0.7091399635591878,1.7924758316278575,1.44024744792517,0.6564617056854458,0.4108660533463426,0.3242560575488432,0.8213589609066787,0.4868795195502747,-0.1907844397618354,-0.0578090128769957,0.6566155950957717,0.6261471557184575,0.8613618272828294,-0.6724783024518353,-1.0267549198130652,2.570389943953714,-0.5903798182503837,0.8283161503884755,0.8690985893551928,0.8279495885748347,-0.176498141280694,-0.5164967386642171,0.6901337682231128,-0.6349075299220786,-0.7839962281144554
21,1,1.411745180897303,0.2385371406943953,0.6997709232301089,1.3995008359576149,-0.1471070118020234,-0.7091399635591878,0.2556561514350378,1.2123191565994729,0.3291387973833209,1.1442219460997969,0.0346808232205656,0.634740586695061,0.8407426137750407,-0.1915398180402847,0.9146541178674734,0.3293761713025075,2.073507404010537,0.6734217060350953,-0.7290520268433316,-0.7451178659478427,-0.474581503666961,-1.139544441641778,0.6378814901308777,0.6904936782546695,0.6381040929103813,-0.106497510849349,-0.8026972925196596,0.6901337682231128,-0.2186550367025519,-0.9774931695214276
22,1,0.4078345716019623,-0.3293546722795929,0.6997709232301089,0.7058745154655318,0.1866555412114527,-0.7091399635591878,-0.3868959651817584,-0.3593824746878883,-0.3730049806780187,-0.3481466053343465,-0.2632395634152146,0.1828356711568565,1.2421560612862597,-0.1505044560148211,0.2638623931969915,-0.3728974344520025,-0.2146038853225755,0.066584479417232,-0.3595767156939293,-0.5901838780816524,-0.2141997141227199,-0.5611525693864159,0.1894944264334434,0.0653764894028352,0.1896329255075845,0.3611067004320439,-3.2617739546491915,0.4669123341900377,-0.5252362143432773,-1.0908550139820783
23,1,-0.3225434631271981,-0.32969130319219,0.6914966359752902,-0.3373505574887549,-0.2004701391491976,-0.7091399635591878,-0.3869117886938564,-0.3609022400648939,-0.877928962254481,0.1875206166208009,-0.2634855783448547,-0.5448448746565947,0.1510781874265642,-0.1937233525679483,1.002672900531386,-0.8776748015006144,1.148647160540092,-0.5729941449219337,-0.3808791674709741,-0.4298725717645746,-0.2532521790531346,-0.2196552405547923,-0.555797584847427,-0.5835546875957339,-0.5556158172211275,0.9323118447518308,0.2115421324725838,0.6329965395833819,0.7584166839085394,0.7278207837874935
24,1,-0.6891410626770926,-0.3296916668999575,0.5444278528331894,-0.492706222877691,-0.0116505513535474,-0.7091399635591878,-0.3869122840647968,-0.3609027857436255,-1.2341636731826602,0.9878143538126172,-0.2634860597611273,-1.1414118086117673,1.1883393823729098,-0.1809796706494764,0.2115679869165327,-1.2339529949661625,-0.2139219188163911,-1.2345117548981015,-0.6644462304703258,-0.5790931587766972,-0.4583296578677109,-0.2065798923788067,-1.19461930880246,-1.288773472941136,-1.193934185553813,0.898711542144788,-0.6159319764085553,0.391128923709835,0.7260137952148044,-0.1859147728565425
25,1,-0.6271071032358517,-0.3296916730584402,-0.0438472797352129,-0.6148010856855882,-0.1039194219960328,1.1604642636718838,-0.3869122627845842,-0.3609028590912534,0.1164305352059158,0.8420970806617849,-0.2634861889110707,0.2475183863402751,0.3468087114196381,-0.1861380445111304,-0.9563910928880248,0.115866834204693,0.0598876334166556,0.2039441214766696,-0.7063526929825453,-0.3898787657861004,0.3828114410209631,-0.3888656287146058,0.2150299831498032,0.1849876571398528,0.2148896118721995,0.565508541291578,-0.0634179162465395,0.6781469370399525,0.0729709615410644,-0.7839962281144554
26,1,-0.5312389997033619,-0.3296916276253457,0.6131578195466032,-0.4261291830446447,-0.0236471040774337,-0.7091399635591878,-0.3869122257953159,-0.3609027664074075,0.0771930887848407,0.0761768311545328,-0.2634860610550914,-0.8560211801335781,0.765546706252278,-0.1799510051076857,-0.1725830731727706,0.0768142740643669,-0.802686335822279,-0.4826141780226924,-0.1441076542769341,-0.0645509995074185,-0.2314763068492133,0.4848752846924309,-0.8449120236021443,-0.490463643022127,-0.8450112984769315,0.3163062969559808,-0.5363837862130862,-0.0886106976428719,0.2000899864164876,0.693616778993329
27,1,-0.2717781611684715,-0.329691095811329,0.6979025357854723,-0.2319138133068614,-0.0647860518028838,-0.7091399635591878,-0.3869116246393539,-0.3609020964593996,0.2847385290647365,0.5633264508754867,-0.2634787441808921,0.0399218342313329,0.5889837665297123,-0.1823287066535361,-0.1409631996078419,0.2839778758106383,-0.5937772627611164,-0.0882051105164771,-0.3169718121398395,-0.4157571108309955,-0.2247033701269642,-0.4934684141224905,0.0137751717412057,-0.1191819187343727,0.0139752382661678,0.1091044308791993,-0.9038618387465076,0.3475767704110188,-0.1513567294155632,0.5489827015780195
28,1,-0.316909134385941,-0.3296909970459156,0.6993705544919725,-0.2929473860430679,5.245281916801662,-0.7091399635591878,-0.3869117389686019,-0.3609023143839242,0.9177004936994428,-1.333465096809104,-0.2634813470205422,1.3318279564082474,1.9211308733300296,5.291258062246175,-1.231240763106252,0.9177729681569082,-0.142770080004483,1.2577865739029304,-0.7032097082941289,-0.6631137595718114,-0.4109991591656585,-0.4534732314665344,1.423857269739508,1.310198597073153,1.423808552829973,-0.35569975518494,0.2141360951963508,-1.5438120032785396,-0.2186550367025567,0.0163774840689298
29,1,1.1551155925548944,-0.2462823213856241,0.6997709232301089,1.1719969463033086,-0.0522235078735628,-0.7091399635591878,-0.3043250239807532,-0.2370326210793072,1.2450234020015676,0.8241702378023712,-0.1451756756641926,0.9939918831867464,0.6240014685623716,-0.1796860085815468,0.2897055590914047,1.244780081792794,-0.6226471781895903,1.1420596028011265,-0.5404729455383432,-0.4604560704539961,-0.4176119791805258,-0.6411429346983276,0.989319999515354,1.161902398159385,0.9893597831029736,-0.9437050508082544,-0.4637528299476555,0.303491869059618,0.8830431788844442,-0.8182002329086177
30,1,0.9661965498605428,-0.3135250224963656,0.6997709232301089,1.027728215108052,0.0220136212131734,-0.7091399635591878,-0.3712017155634827,-0.3237234974394065,0.6068986154693499,0.7764749678094353,-0.0483546016586715,0.4140326734002903,1.0239404865143205,-0.1710678384369469,0.2121760614081659,0.6069338263511908,1.4928129239944985,0.4450416209286457,-0.4835500006259117,-0.4829735914670867,-0.4587139379654272,-0.5026980716584803,0.3885852076118412,0.4339520786739165,0.3883526224981778,-0.6049019995205372,-1.095815080305142,0.3759456042111651,-0.1862521480088168,-0.2650726125230288
