f_id,i_id,ic.eps.ratio,ela_distr.skewness,pca.expl_var.cov_init,ela_meta.lin_simple.coef.min,ic.eps.s,ic.eps.max,disp.diff_median_25,ela_meta.lin_w_interact.adj_r2,nbc.nn_nb.mean_ratio,disp.diff_median_02,disp.diff_mean_02,ic.h.max,ic.m0,nbc.nb_fitness.cor,disp.ratio_median_02,ela_level.lda_qda_10,ela_meta.lin_simple.intercept,pca.expl_var_PC1.cov_init,disp.ratio_median_05,disp.ratio_median_10,ela_level.qda_mda_50,nbc.nn_nb.cor,ela_level.lda_qda_50,disp.ratio_mean_02,ela_level.lda_mda_10,ela_level.mmce_qda_25,disp.diff_median_10,ela_meta.quad_simple.cond,disp.ratio_mean_25,disp.ratio_median_25
11,1,-0.4505017066095429,-0.3639522501251972,-0.7091399635591878,-0.2643087381902316,-0.5124942527607329,-0.3870912733652217,1.102593014164313,-1.6652498932535946,-1.69049124759089,0.977825097630561,0.9828739979103804,1.2767586978856036,1.9857761772593967,-1.770409582790573,0.9776940269110296,-1.1137877545298158,-0.3303098028562959,0.4918635457906721,1.0183528317318895,1.050683154872824,-0.2358562839149699,-1.3626432302973372,-0.6442232802041632,0.982827760353908,-0.7657621023625438,1.82629789609404,1.050594720720947,-0.4902809956661408,1.0980572852747212,1.102237301966625
12,1,-0.9966225524591392,-0.2983787156590096,1.4275086135387989,-0.2643087722096319,-1.0506327867994203,-0.3870915664176357,1.3785837922852633,-1.7682849996754806,-1.8470914293311005,1.2137946630152867,1.2168200473322632,1.2405015127766188,2.015128717220021,-1.4632789928975063,1.213760432965102,-1.1137877545298158,-0.3303101754822727,-1.6498177113405228,1.2228827828565054,1.274026238756918,-0.2150406554432797,-1.7148905541490136,-0.6449315002432849,1.2170989254381928,-0.7657621023625438,1.8232219366331928,1.2743885685300451,-0.4928516272513337,1.3645698904452954,1.3778054915920182
13,1,-1.147070216669999,-0.2922992533467267,1.4275086135387989,-0.2643087717165971,-1.18110130973478,-0.3870915685739101,-1.300253900842733,0.956138766676106,1.2709300463891344,-1.5132867308000753,-1.5360417833574045,0.5186539183340961,-0.8994697877588526,0.1195149308304816,-1.514211214970591,0.2947462326315809,-0.3303101661926078,-1.6470156861458465,-1.4733372412232673,-1.4265748968475116,-0.4162583973362851,2.2447690792191195,-0.4279082465159319,-1.5357987003717202,1.6080731975416782,-0.7998024936040041,-1.4264878131466827,-0.5634698596523148,-1.3168940987421676,-1.299730201633824
14,1,-0.8071503507415958,-0.2990412604922352,1.6945529634057128,-0.2643087542138622,-0.8603741103773463,-0.3870915543572317,-1.6437301590823052,0.3708324421962864,1.4387159553965014,-1.583671850126633,-1.5947907841451494,0.6933476284046602,-0.5798532415209618,-0.2618984063855587,-1.582557261483582,0.1579728533647568,-0.3303101404397857,-1.4901022752439532,-1.587432355346767,-1.6188613980613342,-0.5603968058100645,2.2672529509543327,-0.2503605619257055,-1.5945779277123622,0.98057558709318,-0.365323219759379,-1.6184252931316774,-0.5665462712232231,-1.6599907858583074,-1.6431621991520398
15,1,0.8757480356022674,0.4451499540796378,-0.7091399635591878,-0.2419430566222495,1.1128638706337788,-0.3825659506898299,-1.1595014805509003,-0.6649230173574016,0.968915410175876,-1.4174513541449665,-1.4367184975249747,-1.6155758414902606,-0.2667594819409865,1.3183956171921358,-1.4177720082344687,-0.5032916624973045,-0.3140984463303947,0.6993468399679201,-1.3771187809255687,-1.2937584475554915,-0.3489676235347204,0.6708980577541834,-0.2692053734014631,-1.436846619812654,0.0136767533832328,0.2429477636230972,-1.2930352503569045,0.0364907825742234,-1.170873782499284,-1.1598896277940711
16,1,-1.4870179175038991,-0.3611241652352251,1.4275086135387989,-0.2643087723309446,-1.4474688872573351,-0.3870915694578486,0.8922442933695272,-1.7720254403135112,-1.4611838386141554,0.7379087185646986,0.7447381490289937,0.2327165721336887,1.907502737364404,-1.6082732016144656,0.7378539127672832,-1.1137877545298158,-0.3303101386667189,-1.6523528769928495,0.7859563319964644,0.8141245038949948,-0.2234192731928908,-1.177775840474472,-0.6430531775308318,0.7447507460173518,-0.7657621023625438,1.8432156731286968,0.8141947489330722,-0.4582212754841444,0.8907697034753861,0.8924764412069948
17,1,1.3215518820409593,-0.1002716758501784,-0.7091399635591878,-0.0622374457991962,1.2922614837521804,0.0890104166047577,0.7846896892565977,0.985036735834524,-0.0993215438376942,0.6371038921176854,0.6332193752080637,-0.5468129077094931,-0.2917634974629982,0.5752110153694955,0.6368023961437814,0.318391799894659,-0.0069385048910737,0.6993468399679201,0.5646012949181521,0.6443044667405197,2.185433329820317,-0.2859155949776746,3.14764839360417,0.6331125012840467,-0.7657621023625438,-0.7759638077824389,0.6444260309636253,0.2789463227836358,0.7682351723624784,0.7855395318001258
18,1,1.405140103248214,-0.2452585701877103,-0.7091399635591878,-0.1382757165495135,1.3031225470558527,0.8099256380284282,-0.1905295856976679,-0.3953719039079785,0.4515755240698288,0.4336918224274595,0.4293964815814823,0.5268941876770464,-0.3493814462745894,-0.3268958102931619,0.4338607610990726,-0.3016088829004615,0.3230845289142114,0.6993468399679201,0.2507082850945131,0.1044485509615088,-1.339215508816889,-0.6506539586822472,0.8470725769566517,0.4292881302179364,-0.7657621023625438,0.01686474325085,0.1046615861780216,1.806970160958773,-0.1722173539290881,-0.1912880060510838
19,1,-0.2889200801999146,-0.1803721192522751,-0.7091399635591878,-0.2643084348505789,-0.2624182701936856,-0.3870905414038372,-0.3092662709252878,0.4766283970813419,0.3956468877340398,-0.1367987007743252,-0.1460816550168423,-1.456538643171302,-0.5711561926437388,0.489500153073756,-0.1368077622394581,0.4045126649753797,-0.3303094340470502,0.6980125422561695,-0.2014658999110654,-0.2378346367661879,0.9583585772092956,0.2462027027557082,-0.3998257823559795,-0.1458179790142414,0.4349683880711342,-1.0520311693934483,-0.2373075143201819,4.170910812597527,-0.3059842170606778,-0.3085073105932274
20,1,1.499890121559734,-0.1634158792612056,-0.7091399635591878,0.3235480441494733,1.4444792859531437,1.792427402911458,0.664093375321861,0.4382610368992616,-0.1776216347077964,0.8335243688825993,0.8271753745696542,-0.4273290022366994,-0.2363198108707096,0.4298596780596376,0.8338738186045521,0.6983436111121593,1.0122726753309372,0.6993468399679201,0.8732364653812618,0.824696957569982,3.816383641143064,-0.6331665028881978,1.2633827912577034,0.8272108131499071,-0.7657621023625438,-0.6067860374358593,0.8245019866100604,0.926333550415962,0.6599963365460773,0.66420726920387
21,1,1.352212030445818,-0.1697284591999938,-0.7091399635591878,0.0339163726025818,1.3194412946696197,0.255515461410223,0.3420332333041196,1.1662612881839236,-0.1077108392880616,0.6496002080172742,0.64699563614005,-0.7000819174883846,-0.5613720126568656,0.772703127242595,0.6493814231093621,2.174337010759397,0.2380210569749241,0.6993468399679201,0.6997277664837729,0.5821913013999719,-0.1146281583502832,-0.2159657718014553,-0.6358170162615459,0.6466444097365689,-0.9611151320304726,-1.1558448011970313,0.5821868736243786,0.7057400135434782,0.336300950189479,0.3423683014697357
22,1,0.3603012556102783,0.1630898953569909,-0.7091399635591878,-0.2640620776933353,0.6399460217336415,-0.3870752301283862,-0.3651280587547627,-0.3152086109318028,0.3592932741157747,0.2151169833921218,0.2095037873984693,-3.0436145186237,-0.4548331639109036,1.1616161649095127,0.214985691897961,-0.1590400214613145,-0.3299729434288534,0.6993468399679201,0.0924473203425595,-0.042905022133619,0.6589539085630345,-0.523245352182705,-0.4145752344750774,0.2093946178644562,-1.075564381734916,-0.5775644225578138,-0.0430138711379972,1.3266918713596754,-0.3580613927836646,-0.3660887233507729
24,1,-0.7235621295343411,-0.0346551986633188,-0.7091399635591878,-0.2643086220805393,-0.5342163793680769,-0.387091549991111,-1.238865896114549,1.0109959284683565,0.8962081829393521,-1.125296277466069,-1.0718003185446892,-0.5220920996806385,-0.6581266814159544,1.109475390346271,-1.125938582632987,-0.1583445636006358,-0.3303099986886099,0.5440345863201279,-1.223064087662041,-1.2785605453976985,-0.5352609525612311,0.7308550490480854,-0.4883224950705668,-1.0719079637337052,-0.1619436470253114,-0.2230600946952083,-1.2786821810683882,-0.5301124195678062,-1.2096763840183715,-1.239064070335696
25,1,-0.6622696676301203,-0.1266630450403308,1.1604642636718838,-0.2643087512556535,-0.6538238389997646,-0.3870915287096209,0.0921704410920961,0.8663428173137904,0.5634327967414069,0.2395859065529904,0.2720486463419554,0.0044611113339424,-0.5407165215734643,0.29415081275805,0.2397244449302706,0.1208817674618892,-0.3303100048482007,-0.0441238450196206,0.208645570210272,0.1731694998489226,-1.1691557516802502,0.0763245607563182,2.3310091041457244,0.2719796944573704,-0.7657621023625438,-0.4053106927503873,0.1725321037333142,-0.3562458378395008,0.1259500051123215,0.0914778601690041
26,1,-0.5675474842240972,-0.0466178137076696,-0.7091399635591878,-0.2643086233747556,-0.4689956942295266,-0.387091491718132,0.0689271079924662,0.1060160242586948,0.3145503650471422,-0.7872563940982269,-0.7955356253390045,-0.4462816217254887,-0.2004444842521722,0.6998488942912167,-0.7871434563600023,-0.7587565166533053,-0.3303099594069309,0.6127509184752938,-0.4475327819838682,-0.1334316567256934,-0.4410015028781054,0.2037331672558612,-0.06006491663129,-0.7957724568744309,0.7260246696470889,0.4682617941301327,-0.1336936105392339,-0.549797838160124,0.0871474035932338,0.0688565908713973
27,1,-0.3111880045974516,-0.0876403812982203,-0.7091399635591878,-0.2643013050745226,-0.2787370178074527,-0.3870908905260803,0.2881728759350275,0.5896080279153826,0.1076144106047271,0.0449381091852551,0.0710918426245248,-0.7964930688009138,-0.6874792213765788,0.5287842982926366,0.0447495269637632,-0.5457145919987093,-0.3303094274972187,0.6974788231714689,-0.0868450018515128,0.011278802950688,0.0784727975977864,-0.148514156595815,-0.2421698432123859,0.0711154283652498,0.5800032131276303,-0.509893314419182,0.0112742117214511,-0.2708465219016062,0.2923927432073541,0.2888998467663
28,1,-0.3557795232035197,5.207405656491878,-0.7091399635591878,-0.2643039084214572,-0.338527171294167,-0.3870910048621919,0.9464895412117696,-1.293331397531132,-0.3565932709823201,1.4107983232165509,1.3210943073467205,0.2689737572426754,-0.6015958637140157,1.819447033029312,1.4108318554258727,-0.0857851268031513,-0.3303093287140333,0.6989465506543949,1.3017503732644546,1.1980367279679518,-0.4128545838755056,-0.2159657718014601,-0.4492472242164222,1.3211254716669545,0.0422890658093425,-0.4699058414281721,1.1979577586075043,-0.5534340693273886,0.9183399729757896,0.9469731354239578
29,1,1.0986499588216134,-0.0751133762107514,-0.7091399635591878,-0.1459751796960854,1.0965722756782703,-0.3044993318701735,1.259288003001909,0.8485468928038044,-0.9438439525081084,0.9899001337106896,0.9942465491922926,-0.3770633592446973,-0.9190381477326036,0.5627115146180337,0.9898537529777583,-0.5751556414341104,-0.2468856443531527,0.6993468399679201,1.1576855747859338,1.1967151712585786,-0.4790980304583688,0.888242151194579,-0.4217190192175214,0.994245308110723,-0.8002942035664711,-0.6575393685398332,1.1964763698128074,-0.5247178817809994,1.2420353593323876,1.2585297080228173
30,1,0.9119890825592588,-0.0010862604465559,-0.7091399635591878,-0.0491352355957761,0.955242689439239,-0.3713800383227979,0.615621484576877,0.8011999376854928,-0.6054757026765848,0.4076385567298769,0.4330671465262828,-0.97942704821443,-0.6374711903325531,0.9501960379133552,0.407864105370205,1.582154642391426,-0.3141404452312119,0.6993468399679201,0.4505061807946513,0.5187565793500525,-0.2268230866536702,-0.183489068183925,-0.5893516232600453,0.4330939794702086,-0.2418607955258253,-0.5191211928017228,0.5190078545015016,-0.4589078285446022,0.6109825241009128,0.615880012068074
