f_id,i_id,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ic.eps.s,ic.eps.ratio,disp.diff_mean_10,ic.h.max,disp.diff_median_02,ic.eps.max,nbc.nn_nb.mean_ratio,pca.expl_var_PC1.cor_x,ela_level.mmce_qda_50,ela_level.lda_mda_50,ela_distr.skewness,nbc.nn_nb.sd_ratio,ela_level.qda_mda_10,ela_level.lda_qda_25,ela_level.mmce_mda_10,disp.diff_mean_02,ela_level.lda_qda_10,ela_level.qda_mda_25,ela_level.mmce_lda_10,ela_level.lda_qda_50,disp.ratio_median_05,pca.expl_var.cor_init,disp.diff_mean_25,ela_level.mmce_mda_25,pca.expl_var_PC1.cor_init,ela_distr.kurtosis,ela_meta.lin_w_interact.adj_r2,ela_meta.lin_simple.coef.max_by_min
12,1,-0.300247170805164,-0.2533132131179576,-1.0221965940141964,-0.96869079960296,1.281443321937333,1.2361160892720902,1.2273146895955591,-0.3505068132783272,-1.8427184756761787,-0.6434126122287779,2.2129467474238678,-0.4738511940548505,-0.2985410401958757,-1.3773520768714402,1.4289402772245603,-0.9542271771219402,0.6610075825150566,1.2298763601295195,-1.224378822150073,0.8245537750114886,0.5568208224301363,-0.633361513192814,1.2349621030640174,0.6172133998483701,1.373327617434753,1.6851988344399342,-1.3486866510455395,-0.2003118806739,-1.777603672951769,-0.5284360332131621
13,1,-0.3002471614742404,-0.2533132126254692,-1.156616434898364,-1.1243775151861628,-1.4148624844433482,0.5148046586560764,-1.488295226006143,-0.3505068154521663,1.2427924720214714,0.510050725330516,-0.6392957270335619,-0.3934591482392922,-0.292461369616393,2.0439688787549346,-0.3587990316672034,-0.3314735598598159,-1.6997818394140347,-1.5119275993444998,0.4133373525079008,-0.1079577787040638,-1.4910521283581826,-0.4165431150959567,-1.448346405780662,-1.6201851746019624,-1.276588157291073,-0.9833145172600468,1.506402899518572,-0.1999814958607354,1.0133640691922594,0.1533131861937571
14,1,-0.3002471356070411,-0.2533131951421285,-0.8261758187643811,-0.772620591837028,-1.611014106371896,0.689368612184152,-1.5583842700616244,-0.3505068011196804,1.4088289355747083,-0.3041586894172219,-0.3383000079936825,-0.3353831286632486,-0.299203607726233,2.2127974395854872,-0.3111182304542828,-0.0980840785794547,-0.3860643098556976,-1.5704406133938196,0.2543096133623768,-0.7892190496449351,-0.0510283926448419,-0.2391630238038913,-1.5618951472820837,0.6172133998483701,-1.6146911456830713,-0.1751313972352959,0.7920893652606825,-0.1993962047239605,0.4137616537854743,-0.5062625430725484
15,1,-0.2839634396937925,-0.2309722804017166,1.2068228652593918,0.9688815032897888,-1.2892380438011917,-1.6178398679369357,-1.392862981225972,-0.3459443323676935,0.9439268376256472,-1.2540696732895673,-0.1439729472802166,-0.3028362594485983,0.4450131009785732,0.9048846129102402,0.3697868697936454,-0.1949639313976588,0.6870217910211621,-1.4130032816299778,-0.5145490746250939,-0.263493668040771,0.7775279779037888,-0.2579900470211552,-1.352588711334762,0.6172133998483701,-1.1322268035808054,0.4066933800439331,-0.2685580037889115,-0.0731135227792238,-0.6472921044685398,0.5623496042761625
16,1,-0.3002471338260995,-0.2533132132391359,-1.4310511152466854,-1.4761632427379954,0.834433285996388,0.2290796969851194,0.753430561173027,-0.3505068163433054,-1.460834609503733,-2.136129872599628,2.2034416194541877,-0.4732117663689045,-0.3612886392745323,-1.0986832475487212,1.4289402772245603,-0.9609063527922694,0.6610075825150566,0.7596907505453131,-1.224378822150073,0.8403888768670363,0.5568208224301363,-0.6314849634930538,0.8001279823834543,0.6172133998483701,0.905678554404497,1.6927441125314515,-1.3919783803945027,-0.1912665466787586,-1.7814354737498246,-0.575684710441532
17,1,0.0245607064799115,-0.0514657967194437,1.3916536433492346,1.4302096137024765,0.6560052579864778,-0.5498707748901659,0.6530497706103262,0.1294734456968887,-0.1131719803299613,-0.6434126122287779,-0.8688269654125107,3.627134255451837,-0.1004272137344894,-0.4355734785034191,-0.7917058182893912,1.700268067857472,0.6610075825150566,0.6486199324573194,0.4408302836822118,0.3171267333292897,0.5568208224301363,3.155638435501225,0.5798329585488968,0.6172133998483701,0.784221144227328,-1.0763729470554275,-1.2079885306614095,-0.1887130796773222,1.0429678704550212,-0.3546573414028044
18,1,0.3560494880095352,-0.1274198114280322,1.402843640509207,1.5167086344048557,0.1210573378332315,0.5230388074073998,0.4504933545618063,0.8562611655914165,0.4319810750031678,-1.11836810416496,-0.4770044679956854,-0.1668299906478885,-0.2454190749610216,-0.313528735734345,-0.0349184673306563,0.17283600884847,0.6610075825150566,0.4456157676471999,-0.2800505440206764,0.1411811571565447,0.5568208224301363,0.8572342106132459,0.267443102897518,0.6172133998483701,-0.145107061583469,-0.0988402520877312,-0.7382732672251608,-0.198426557045398,-0.371157212463909,1.3242351138368105
19,1,-0.3002464260769683,-0.2533128761327234,-0.2101105251221045,-0.2363439460038974,-0.2179742751050057,-1.458920797036375,-0.1175973980930301,-0.3505057799148757,0.3766355871520888,0.9171554327043756,-0.5072800607880008,-0.1469757609992659,-0.1805304011777842,-0.0836778035192555,-0.6251137506369309,0.4357410854720004,-0.8087951980799155,-0.1275507516185791,0.5409638516357071,1.0483565479032215,-0.7891310109501724,-0.3884871589290536,-0.1825657343892266,-1.6201851746019624,-0.277054645168077,-1.4813028713001957,1.0756501924963855,-0.196568270487781,0.5221416719677888,2.6956252598256056
20,1,1.0482985600398576,0.3338922143029075,1.548481453546247,1.61475814038917,0.8304846533856849,-0.430475617995961,0.8486440038956595,1.846766285016602,-0.1906556633214695,-0.6434126122287779,-0.6973826201816095,2.578121165273161,-0.1635735803082685,-0.8159462601336998,-1.1225640608522192,1.2306902126348978,0.6610075825150566,0.8417968369734902,0.8826039522576599,1.5944916163434233,0.5568208224301363,1.273151455543653,0.886990153301593,0.6172133998483701,0.677212613747269,-1.1149377017454074,-0.4309019888475278,-0.1951785240790259,0.4828371900652519,0.8726537588438369
21,1,0.270608219438959,0.0445814761223723,1.419656611242065,1.4619374429744276,0.5967886982057943,-0.7030259416647987,0.6654935207097457,0.2973348228309726,-0.1214738035076222,-0.9148157504780112,-0.7544133879996918,-0.4619098820198093,-0.1698863765002843,-0.2809834709959254,-2.005240356476776,3.459244883437887,0.7390502080333732,0.66234085602456,2.598755842324698,-3.634610907510577,0.560438972519868,-0.6242556326825032,0.714312343645052,-1.6201851746019624,0.3574415419059318,0.0269143827708918,1.2271712452177563,-0.1959343331060423,1.2286188275265777,2.302336258080476
22,1,-0.2999084409862428,-0.2530667919574758,0.7195824139212964,0.4354852777264676,-0.0349795901268559,-3.0448178465414486,0.2328379514148636,-0.3504903439154085,0.3406610200488853,-1.3219204578518895,-0.3819531882988815,-0.2019505562984714,0.1629433795825549,-0.2219951786575394,-0.317805172087802,0.7191289674845401,0.8040857292986375,0.2266063524818369,-0.1142843413520371,1.668388758335976,0.6074749236863839,-0.4032226885386443,0.1099400098471563,0.6172133998483701,-0.3288045742706816,-1.117452794442578,0.2790823724754706,-0.1548755709856857,-0.2890359332547793,2.792333063677318
23,1,-0.3002466278374408,-0.253312582178669,-0.3333403688462997,-0.3112924814243403,-0.5923496408416,0.2628397068655492,-0.4861291583748017,-0.3505062972818334,0.90518499612989,1.5278124937651838,-0.403427736674826,-0.2409396594490275,-0.2231003650032436,0.9699751423870832,-1.3228815732650383,0.1026728587115833,0.8170928335516835,-0.4746221200781879,1.5021382885728929,0.2326728567663725,1.2876871405560024,-0.239532181121877,-0.5174560319049436,0.6172133998483701,-0.822061767524868,-0.380530634171047,0.7271517712372378,-0.1981191127772268,0.2557074606029331,-0.1731532189520485
24,1,-0.3002469932262986,-0.2533130631552191,-0.490140204050412,-0.6861215711346491,-1.1950475114862835,-0.5251683286361918,-1.1019368559838496,-0.3505067967179938,0.8719777034192462,1.9349172011390436,-0.6892856593185477,-0.4456844044889301,-0.0348084886909509,0.8438622415257071,-0.1372577479827791,-0.0882243430661117,0.9276532197026396,-1.049550929296866,-0.1134757257292633,-1.2238046227916166,1.06697998508235,-0.4769003365865972,-1.1992717470033485,0.6172133998483701,-1.1702088779113844,0.275908559790965,0.8851665833609523,-0.1853681638736118,1.0695611156571627,-0.4534911707389024
25,1,-0.3002469994132464,-0.2533131921871977,-0.6133700477746074,-0.6226947167934441,0.2145186531237662,0.0009937765734357,0.2572039459577642,-0.350506775263147,0.5426720507053259,0.6457522944549915,-0.7315306725171272,0.3940919611560733,-0.1268194870270569,0.2478770810033913,-0.5916790424693344,0.79908824193791,0.6610075825150566,0.288899977241432,0.211183446814438,-1.0781216857205829,0.5568208224301363,2.3397699996432872,0.2255818157080522,0.6172133998483701,0.1488049761141701,-0.1156075367355476,-1.2577740194127172,-0.1905294792576966,0.9213748562288752,-0.6078875040312632
26,1,-0.300246953770156,-0.2533130644480013,-0.4229442711047781,-0.5246740150118272,-0.0995333979157198,-0.4494141601240087,-0.7653189386659379,-0.3505067379703294,0.2963846297680209,-0.4398602585418481,-0.1647434121028514,-0.2191991181268641,-0.0467715135446252,0.2153318162649757,1.019292418023309,-0.6139072739194514,-2.3371299478136245,-0.7743959537547568,-0.8115805467240224,-0.1434987850909584,-2.533079354201002,-0.0490470050413237,-0.4274542644475941,0.6172133998483701,0.1106436846980428,0.6372435439514088,0.2790823724754706,-0.1843389117433252,0.1424771021007312,-0.3530318597131705
27,1,-0.3002464194980467,-0.2533057542569876,-0.2269234958549629,-0.2593873081623733,0.0606461033530426,-0.7993654820552941,0.06337493528701,-0.3505061318810314,0.0916063247190328,2.002767985701366,-0.3390040915469923,-0.2124371703479854,-0.0877954864659174,-0.2667449176728667,0.6430792669896545,-0.5259329886616868,-2.031462997866883,0.0887503896474706,-0.5638746276142989,0.4138968002243001,-2.1495554446894083,-0.2309800365885445,-0.0684937267979365,0.6172133998483701,0.3130793393298265,-0.7754001876271234,0.2660948536707819,-0.1867179691549229,0.6378808271871741,-0.6990297580007518
28,1,-0.3002463202761306,-0.2533083547192208,-0.2885244302206106,-0.3055316408847213,1.1670441688937765,0.2653099514909481,1.423489653153909,-0.3505062471485127,-0.3677612244449211,0.1029460179566376,-0.7283622965272337,-0.3984306984975222,5.207431946380898,-0.7366171773338016,-0.1962772763134071,-0.5093304662811541,0.3000604394928402,1.333731764636776,-0.0291101624198584,-0.4851850940184296,0.3180229165078228,-0.4378619502096234,1.313452016544263,0.6172133998483701,0.932409778364531,-0.3981362830512542,-0.8833005605441873,5.289990069875603,-1.291049342097749,-0.6902920975288441
29,1,-0.2164521221541408,-0.1351107429985732,1.1900378695194331,1.1995455584961323,1.196789500210685,-0.3802473106128824,1.004361973476627,-0.2672417912009709,-0.9488888468812536,-0.3041586894172219,-0.5643108286060832,-0.4050327893549145,-0.0752680522345313,-0.8037417858567922,0.3168728099110145,-0.5988314202635655,-1.4006184415938197,1.0081969094317451,-0.598106022311725,-0.2898855044666824,-1.740704484549691,-0.4103597300196985,1.1700771079203476,-1.6201851746019624,1.251953841897507,-0.7393505256343181,0.9392812450471562,-0.1840737641049857,0.9031442667506774,-0.1433052953556045
30,1,-0.2840056251264181,-0.0383781047363716,1.0444280314752932,1.006384575202708,0.5165696537727653,-0.9821635843346952,0.4245496820250741,-0.3346673007520752,-0.614048645382226,1.5278124937651838,-0.5069280190113459,-0.4460680611004977,-0.0012384004861788,-0.6471176993031473,-1.598499863203141,-0.272060701992316,0.7260431037803209,0.4492716880306195,1.9102196395327629,-0.945106830133987,0.7739098278140562,-0.5778340999458179,0.4662842170474738,-1.6201851746019624,0.6286646965731308,-0.3436426079458508,0.904647861567986,-0.17545067951613,0.8546408635518024,-0.6520922064530237
