f_id,i_id,ic.eps.ratio,ela_meta.lin_simple.intercept,pca.expl_var.cov_init,pca.expl_var_PC1.cov_init,ic.eps.s,ela_meta.lin_simple.coef.max,ela_distr.skewness,ic.eps.max,ela_meta.lin_w_interact.adj_r2,ela_meta.lin_simple.coef.min,disp.ratio_mean_25,ela_level.lda_qda_10,disp.ratio_median_10,ela_distr.kurtosis,disp.ratio_mean_05,disp.diff_mean_05,nbc.nn_nb.mean_ratio,ela_level.mmce_qda_25,ela_level.mmce_qda_50,disp.ratio_median_02,disp.diff_mean_02,disp.diff_median_25,disp.diff_mean_25,ela_meta.quad_simple.adj_r2,nbc.nb_fitness.cor,ela_meta.lin_simple.adj_r2,nbc.nn_nb.sd_ratio,ela_level.qda_mda_10,disp.diff_median_10,disp.diff_median_02
11,1,-0.4046066868746463,-0.3185803850392629,-0.7091399635591878,0.4922464606294134,-0.4680259854530198,-0.3572445567174523,-0.3594798479667596,-0.3698199161708879,-1.66608481727234,-0.2570547372790352,1.153044148827654,-1.118844372331351,1.0960485680277297,-0.1998974013508439,1.0564300001646,1.0561350269428325,-1.702135616298038,1.8252782406341843,1.84445254061944,1.0205482938450448,1.0253086482398222,1.1587536222839807,1.1531084470854247,-1.49500885913746,-1.764171041060452,-1.2053010775303097,-1.3344863778021738,1.3979003083758743,1.095968544945514,1.020694518088055
12,1,-0.9676146526606209,-0.318580756989606,1.4275086135387989,-1.6498597446463192,-1.0218625165732762,-0.3572445787343654,-0.2939505074343692,-0.3698202085480835,-1.7708385635647208,-0.2570547712606214,1.4193098583946218,-1.118844372331351,1.3196704913840505,-0.2000012422911218,1.2690330585897491,1.2689418201253124,-1.856572637409164,1.8221723411180624,2.2171374458680213,1.2574063707428678,1.2600665908810078,1.4343473326949892,1.4193790057592677,-1.5987214586760394,-1.4552909416252473,-1.3113034766818046,-1.405817341700705,1.3979003083758743,1.3200420146811114,1.257457732873983
13,1,-1.1227144515940146,-0.3185807477167847,1.4275086135387989,-1.6470571634793645,-1.1561369265855288,-0.3572445777647109,-0.2878751424359971,-0.3698202106993897,0.999028969203752,-0.2570547707681346,-1.2596700393941056,0.2571976588216393,-1.384302291921535,-0.1996708765383245,-1.454185272900623,-1.454452074498351,1.218378765071261,-0.8263834712551318,-0.6476567688606334,-1.4797137860905876,-1.5023488521031934,-1.2406363188039422,-1.259888459934875,1.4456208947929616,0.1365190591850144,1.7448502002634114,2.0221449805087035,-0.3053793697238475,-1.384209009616377,-1.4787958035933522
14,1,-0.7722836015339577,-0.3185807220106568,1.6945529634057128,-1.4901126181298996,-0.8260538191839207,-0.3572445709708332,-0.2946126057389345,-0.3698201965154678,0.4039596540245793,-0.2570547532848548,-1.6024488838941084,0.1235793575740647,-1.5768288590715056,-0.1990856191678235,-1.5755220059968615,-1.5759455966296438,1.3838470019760376,-0.3876751646028731,-0.3453364709597447,-1.5482890374837404,-1.5613017371433042,-1.583618418027742,-1.6017364331771082,1.1119837803783637,-0.2470669247647507,0.6687765497220023,2.1913012663252207,-0.2599511916122271,-1.5763863082042788,-1.549417653058036
15,1,0.9626532797820468,-0.3023984224351497,-0.7091399635591878,0.6997709232301089,1.2047453326184547,-0.3079270533866878,0.4490770537842907,-0.3653050202324321,-0.6490723502980615,-0.2347139161776319,-1.1137849954551136,-0.5224311582034049,-1.2513200238901143,-0.0728102226496953,-1.3565883354101702,-1.356987812575725,0.9205359386426658,0.2265164647102901,-0.1501542435430307,-1.3829511614254018,-1.402680871831659,-1.1000863989056902,-1.1139280931985012,-0.4323014498981673,1.34222893570127,-0.5539835193635531,0.8808495581322026,0.3887853519085971,-1.2505897029099589,-1.3826380985516469
16,1,-1.4731739972690456,-0.3185807202408049,1.4275086135387989,-1.6523954133211831,-1.4302746918758924,-0.3572445787775412,-0.3566536690926431,-0.3698202115812915,-1.774641395271553,-0.2570547713817993,0.9459485969422348,-1.118844372331351,0.8591945782006188,-0.1909564301340975,0.839078982618293,0.8394135882497549,-1.4759956925281774,1.8423606879728556,2.207590489092204,0.7799038533733673,0.7863463657364209,0.948707530024191,0.9465500457260182,-1.5991837733842351,-1.601111081591169,-1.3109302287974682,-1.1266075687264547,1.3979003083758743,0.859273200357257,0.7799712150857353
18,1,1.5084151809687665,0.3336292326788359,-0.7091399635591878,0.6997709232301089,1.4005540300078103,0.0942337637374393,-0.240866162811863,0.8244389641742845,-0.3750250868780299,-0.1311618070418722,-0.1160537159283157,-0.3254007817874891,0.1486326087192881,-0.1981160274296076,0.2883157245640613,0.2883064616546412,0.4103422081862732,-0.0017671497246902,-0.4846513216883414,0.4748912321461532,0.4699103273337388,-0.1325085631362677,-0.1158745570435644,0.5622915923336188,-0.3124345737149924,-0.8958785814155582,-0.3399289383026545,0.0031998401319165,0.1488535028210811,0.4747311295509081
19,1,-0.2380286419517319,-0.3185800168987304,-0.7091399635591878,0.6984363607696544,-0.2106550559602319,-0.3572425829417063,-0.1760234427434661,-0.369819185896006,0.511520300115543,-0.2570544342765582,-0.2496966582780188,0.3644320073652439,-0.1940779128741289,-0.1962578480791716,-0.1764567182958805,-0.1769429105051183,0.3551861292180144,-1.0810672315771497,-0.5150601469742787,-0.0976910816334864,-0.1075649654384806,-0.2510744219905921,-0.2492836530031429,1.2015187288656066,0.5086118301325386,1.0560212297208618,-0.1096318262873969,-0.5591123645424105,-0.1935428751006111,-0.0976781557649347
20,1,1.606095054339585,1.021567764824191,-0.7091399635591878,0.6997709232301089,1.546034275278109,1.442332712573026,-0.1590786305784809,1.8046769595592072,0.4725129670424312,0.3301486156605386,0.7153890170106846,0.6514848833505003,0.8697802313772498,-0.1948681818468532,0.9050228593010324,0.905333719938316,-0.210163680206637,-0.6314882766184632,-0.7059992824906302,0.8762457709747905,0.8690696838381654,0.7208848525183541,0.7155535107944682,-0.0781683834202242,0.448631624777098,-0.6859266464764174,-0.8433217406722884,-1.0330612227679148,0.8695933165368684,0.875908454772573
21,1,1.4538504690960845,0.2487199951515308,-0.7091399635591878,0.6997709232301089,1.4173488105317151,1.214603480728775,-0.1653869560914222,0.271306196810828,1.212656363523304,0.0408388828155272,0.3919935000270487,2.093430178339159,0.6269718116382835,-0.1956239472701774,0.7224902086432111,0.7226405455719322,-0.141218581496315,-1.185891340246273,-0.7632810231455354,0.6911346629196534,0.688264644369077,0.3992880581672455,0.3922405068770953,0.9076406793558428,0.7934280148443026,1.3400628697007484,-0.3073204976633262,-1.874036520004987,0.6269754400061821,0.6913656916739493
22,1,0.431267881697201,-0.3182441363947396,-0.7091399635591878,0.6997709232301089,0.7180320341411598,-0.3557255166047524,0.1672070922351984,-0.369803909899065,-0.293524659052933,-0.2568083509564367,-0.3017255900324848,-0.1861206881141699,0.0010950675699988,-0.1545675538879048,0.1326881755927978,0.1327451122898984,0.319334677888644,-0.6019822312153024,-0.3891817539301661,0.2552821448625589,0.2492545111068931,-0.3068558415109599,-0.3016067882208774,0.2479175907605102,1.1845564198267875,-0.0140804546711672,-0.248217699004543,-0.2663222165912958,0.0009935306210491,0.2554211457530009
23,1,-0.3126946321135619,-0.3185802174028682,-0.7091399635591878,0.6914966359752902,-0.3337515754407673,-0.3572439547059463,-0.2185632588117847,-0.3698196979001739,0.2471003784752581,-0.2570541403235253,-0.8005912297958837,1.1720300789734677,-0.5883934937036206,-0.1978086008983312,-0.489294469278793,-0.4889776383482431,0.8819266833648828,-0.25722738492574,-0.4107508044236798,-0.4691754189350443,-0.4572454393970959,-0.8333526615690658,-0.8003275259553763,0.9968674180376224,0.1214342171195734,0.5331009437657754,0.9460664394108632,-1.22391497105393,-0.5884808700256502,-0.4690114340012891
24,1,-0.6861106697676335,-0.3185805805164998,-0.7091399635591878,0.5444278528331894,-0.4903817665164541,-0.3572444999081134,-0.0304047295181063,-0.369820192159407,1.0548011560657329,-0.257054621298404,-1.1525516504878524,-0.1854412730230806,-1.236103147448708,-0.1850583876150008,-1.132379154688859,-1.1320268779861398,0.8488330359839312,-0.2440273119822206,-0.6978666896815997,-1.0901390450472768,-1.0364962701190956,-1.1793366329486614,-1.1523308745261551,0.1949055042207314,1.132118635504067,0.7411866392832351,0.8197087319334655,-0.09430454215644,-1.2362187000056402,-1.089500400655108
25,1,-0.6229229255953238,-0.3185805866649222,1.1604642636718838,-0.0438472797352129,-0.6134782859969895,-0.3572445731916838,-0.1223505662946796,-0.3698201709269513,0.9077352109475328,-0.2570547503299342,0.1818374227443083,0.0873438860492986,0.217439354367387,-0.190219405235498,0.2661585819986612,0.2662699225915277,0.5206543661227908,-0.42805185831246,-0.7402976086852332,0.2801038616244978,0.3120164275600228,0.1497847433529046,0.1812929861250975,-0.9890824634685796,0.3121497203754961,-1.2814436459349046,0.2225666627257579,-0.5272572396470674,0.2168088220143861,0.2799723665872285
26,1,-0.5252717478394793,-0.3185805413060451,-0.7091399635591878,0.6131578195466032,-0.4232585338734925,-0.3572444805887826,-0.0423592822394237,-0.3698201340206941,0.1347260614944212,-0.2570546225911817,0.1430707677115694,-0.7720029683302312,-0.0895445877549012,-0.184029194863726,-0.4011934500306534,-0.401120915992584,0.2752098147140357,0.4540236042662401,-0.1710161120531504,-0.7502077375278438,-0.7592728198337307,0.1265748504178633,0.1427090026206852,-0.1945175849828205,0.7201587819550217,0.0445194631696239,0.1899582220864335,1.0076057781364032,-0.089799509675963,-0.7503235691788092
27,1,-0.2609851339307726,-0.3185800103607749,-0.7091399635591878,0.6979025357854723,-0.2274498364841369,-0.3572438112258688,-0.0833542022637567,-0.3698195342138411,0.6263844468670041,-0.2570473124255705,0.3481259693321079,-0.5638754787598561,0.0553465401002307,-0.1864081150241353,-0.0181914142573078,-0.0177230333945671,0.0711323225314823,-0.5336524418606143,-0.3460436529431387,0.0844750769753192,0.1103622174674294,0.3455051896508709,0.347386928056844,-0.1624637652145821,0.5481197498277393,0.0027157001239639,-0.2930543048836199,0.6491663727922758,0.0553494443814078,0.0846698995904905
28,1,-0.3069555091188017,-0.3185799117567,-0.7091399635591878,0.6993705544919725,-0.28898412386124,-0.3572440289600707,5.208123186742166,-0.3698196482865123,-1.2879626694402189,-0.2570499128787672,0.9734933255181272,-0.1145556318527573,1.2435861091770188,5.289983964970201,1.2906626501416874,1.290691007549882,-0.3866631329050641,-0.4932757481510259,-0.7371152897599607,1.4551386907108546,1.3647027273403238,1.0028747352721026,0.9735773570682864,-1.2677041276078838,1.8461344932682369,-0.9294708910058208,-0.7638386666139251,-0.1505357626238732,1.2435157073598544,1.4551239863071277
29,1,1.1924477644922449,-0.2353074885965376,-0.7091399635591878,0.6997709232301089,1.1879784968208789,-0.2334825163326866,-0.0708356398755874,-0.2874182736906899,0.8896424479476641,-0.1388527118869388,1.296888842501763,-0.5926373842826389,1.2422629025299403,-0.1837640625221289,1.1782942842743005,1.178194923318212,-0.9658019620717848,-0.6827356186344792,-0.5723418876291839,1.032748798694134,1.0367206671566649,1.3152231741674842,1.296660838228432,0.2741154242249361,0.58224022592814,0.883207459273178,-0.83109357543254,0.3383711542481409,1.242032467626033,1.032810166800321
30,1,1.0000149704779355,-0.3024403451848809,-0.7091399635591878,0.6997709232301089,1.0425261962769092,-0.3200976818593741,0.0031415845798672,-0.3541448811801462,0.8415057390489307,-0.042120409764205,0.6664206106535396,1.5149082282765658,0.5634578925785009,-0.1751414754112246,0.5009187829892104,0.5006364176977984,-0.6321076843138193,-0.542970140408981,-0.5147065559825817,0.4488073941929294,0.4735937310616321,0.6724826982435005,0.6664678544681495,0.195521923831659,0.9719319792853448,0.7497713406229688,-0.6741654548557717,-1.4865120006259804,0.5637174810946807,0.4485902374736839
