f_id,i_id,ela_meta.lin_simple.coef.min,ic.eps.max,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ic.eps.s,ela_level.lda_qda_10,ela_level.qda_mda_10,ic.m0,ela_distr.kurtosis,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.intercept,ela_level.lda_mda_25,disp.diff_median_25,ela_level.mmce_qda_10,disp.diff_median_02,disp.ratio_median_05,disp.diff_mean_25,disp.diff_mean_02,nbc.nn_nb.cor,ela_level.lda_mda_10,ela_distr.number_of_peaks,disp.ratio_median_02,ela_distr.skewness,nbc.dist_ratio.coeff_var,disp.ratio_mean_02,ela_meta.quad_simple.cond,nbc.nn_nb.sd_ratio,ela_level.mmce_qda_50,ela_level.mmce_qda_25,ela_meta.lin_w_interact.adj_r2
3,1,-0.1341096722445568,-0.2367695595334424,0.5850455662488939,-0.4741619479236255,-0.4559052211955295,0.0119399876495694,-0.1008102408596713,-0.100015975509103,-0.2889133405570456,-0.1685196942174643,-0.1809047089111372,0.1404904125005464,-0.770720082380134,0.0389667977603786,-0.7270971608729971,-0.7319373041330334,-0.7971536791485722,-0.762555527245715,0.3557788622856677,0.815196420573192,-0.530508088328698,-0.7279220147823512,-0.247910504218541,-0.6726268694221015,-0.7632742476961704,-0.2168643924624589,0.4386093074905846,-0.0749695690904614,-0.0161552803071918,-0.558435872707421
3,2,-0.1341096729477264,-0.2367633505208286,0.631442008497093,-0.2531222196222605,-0.0879447708313297,0.4141397610896896,-0.4481014394405033,-0.5670078611568559,-0.3057274465284642,-0.1685158810031838,-0.1809009219069271,-0.1531421663291868,-0.2962399186635119,-0.3955859725432832,-0.6783099035962465,-0.5874776403782547,-0.3347485248446327,-0.6984435425182306,0.0122985285728386,0.9794531311390616,1.296482333509171,-0.6787993579612304,-0.1892066082268919,-0.4190939037327598,-0.6987609277618405,-0.0496557602218088,0.1706457993122508,-0.9105578664305558,-0.5051549109192326,0.4905103460527259
3,3,-0.1341096348787335,-0.2367435796906039,0.6216565770411091,-0.1293753027989989,-0.1548276819386281,0.618231431376736,-0.5679106790942848,-0.5976084690483037,-0.3054685773185202,-0.1685174287349001,-0.1809003558950135,0.0577846568609853,-0.3002400204921543,-1.1796203358953798,-0.4321460553158751,-0.3693493034736309,-0.2924408367575457,-0.4554021985454656,-0.1543904569054458,1.686087704781496,-0.1390101407920117,-0.4313323886925627,-0.297460466455239,-0.3836538117546799,-0.4549385274218052,-0.1228431447978149,-0.1399482669853636,-0.4027347188367033,-0.8354216771441187,0.4042025475729349
3,4,-0.1341096535280153,-0.2367645004894267,0.6145705749522933,-0.2973301652825336,-0.2468177945296781,0.181300953050293,-0.3407399129975044,-0.270315010731075,-0.2845483650489467,-0.1685187770025131,-0.1809029933285391,-0.0944156505632403,-0.503053694059277,-0.2369397230673402,-0.6334300089906126,-0.6093480277196156,-0.5216855128511589,-0.6754501087433035,0.3810347691763169,0.8603945758295748,0.1872381488218934,-0.6338474927569966,-0.1355951736757105,-0.5063310532172699,-0.6755171580796197,-0.1796245089484532,0.6436419917785522,-0.3916673241699479,-0.1953698046152697,0.0246801554094012
3,5,-0.1341096392078127,-0.2367657937888024,0.6095091448888532,-0.3769133002274006,-0.4140877358623592,-0.2605724720389986,0.0961748207009614,0.1474498100478287,-0.2974105846770705,-0.1685194647368048,-0.1809034096182259,-0.184903348199522,-0.929277310183554,0.3263694236225861,-0.7724882991926093,-0.8050304407738967,-0.9615322419175172,-0.7965962948375859,0.8103851863173537,0.0876163603485275,-0.6610074041742601,-0.7714836161142893,-0.286744427963948,-0.7189716050857444,-0.7960052703099101,-0.2171627818517785,0.6172516462761406,0.093169696039104,0.1656194514910011,-0.2932174746917868
4,1,-0.1341096280651216,-0.2367591903077396,0.5163788317215595,-0.1293753027989989,-0.0711927112722873,-0.9982422376207964,0.9569341892265708,0.4281771259215485,-0.2720049125596634,-0.168517808265192,-0.1809024785166466,-0.2461635194992845,-0.759315536741026,1.0897107979126088,-0.6225843387726524,-0.7043115517018399,-0.7826822365433316,-0.6514455630597068,0.5729796615452515,-1.181239168922056,0.6439857542813606,-0.6227253817786287,-0.0291221148467908,-0.4272723864969319,-0.651324663104247,-0.1288853885044515,0.7268730814400043,0.2621602992199586,0.7817760541121063,-0.6064766818420456
4,2,-0.1341095383284465,-0.236704531829175,0.6442642979911404,0.0386237234664141,0.0542597447272235,-0.2229800611320785,0.12573813957657,-0.1612171912919987,-0.2953850708056467,-0.168513219470442,-0.1808962429119366,-0.0945061382608768,-0.3396452789317594,-0.0185137274120628,-0.5116079354313011,-0.5592763514380795,-0.3449636608012734,-0.5450166725249459,0.2118201930089677,0.5010141218398133,1.296482333509171,-0.5115042719949591,-0.1878007139641861,-0.3209521105626914,-0.5450674302712343,0.1558572010413997,0.4913899984954077,-0.5036182779144427,-0.1697677297141157,0.1247375647794464
4,3,-0.1341096878386174,-0.2367599659977218,0.5875762812806139,-0.2619991397798178,-0.2301075106802594,-0.3661954397082668,0.2355892086617252,0.1407975039844682,-0.2924128942648796,-0.1685185069411327,-0.1809023236881225,-0.2687854439083548,-0.6026306970276089,0.3631569597329484,-0.6767396550461716,-0.6789879453065804,-0.6246881337472869,-0.7009900465845093,0.3153694112606293,-0.0512852875125436,0.0567388329763313,-0.6774090940889346,-0.1606825757413274,-0.4899740876889195,-0.701132740994721,-0.1763843056629445,0.4386093074905846,0.1272232180906616,0.3371533533287327,0.0210356802336711
4,4,-0.134109559827094,-0.2367587841896716,0.6057974295089974,-0.071874058793329,-0.0377303678638265,-0.5879776563044515,0.4058116868191757,0.08624859426493,-0.2934380438755357,-0.1685158552301783,-0.1808999494741608,-0.1126036777881331,-0.5594806624079987,0.6965440057331092,-0.6493515989402112,-0.6933763580311595,-0.5765918686181034,-0.6985184396966507,0.3204205926387592,-0.6388613058454912,1.296482333509171,-0.6500672379337812,-0.1593079235733484,-0.3809276508332939,-0.6982865651152657,0.1545067682108976,0.3472581115206979,-0.1303065424242425,0.3806768806606944,-0.0139181498608317
4,5,-0.1341096310979229,-0.2367645004894267,0.6138957176105014,-0.1028328698900837,-0.004309800164989,-1.1497825791659906,1.3095156659219855,0.2099814870433959,-0.2811858192474395,-0.1685157566343057,-0.1809003414480298,-0.2370242620380205,-0.6577810371331463,1.3242313406161696,-0.6151347875118314,-0.6507866563664038,-0.6822333996363635,-0.6520821890762764,0.60833793119216,-1.0996620106544417,0.5787360963585796,-0.6143837985448544,-0.0618794511678361,-0.4000107772830242,-0.6517990257508218,-0.0439885811420564,0.4122189619881691,-0.0698615407827279,0.8739435237562588,-0.1568809715269731
5,1,-0.1341096850035189,-0.2367754195686237,0.6564117301433963,-0.8720334588660824,-0.949359903268864,0.9125969188589456,-0.8613655180384823,-1.228247083854674,-0.3142233136846064,-0.1685198278101679,-0.1809046958375658,-1.4750769410976248,0.7959580976549472,-2.172883810875168,0.6626458407597139,0.6810048254206715,0.8000679538051871,0.6548735743519974,0.3229461833278239,1.3641886478336165,-0.6610074041742601,0.6628052788042967,-0.5975251652587481,0.5786809934962568,0.6550700655659073,-0.2214340103379795,-0.6190345391829911,-1.1748983313557717,-1.7775780335065845,1.4052736151609906
5,2,-0.1341096850035189,-0.2367754195686237,0.6564117301433963,-0.8720334588660824,-0.949359903268864,0.7476585900355073,-0.8221552214245176,-1.2176033941533018,-0.3142047246721902,-0.1685198278101679,-0.1809036118391697,-1.464851831264725,0.8061711236004169,-2.195876020944145,0.5368798871211438,0.5889189839833627,0.810027711362912,0.5292710061417273,0.2345505092105516,1.1635529342565103,-0.6610074041742601,0.536291266425371,-0.5945884083544294,0.5759548325748716,0.5293639642232809,-0.2256231240833834,-0.8057969842769857,-1.1570202322787038,-1.7750178260164688,1.4052736151609906
5,3,-0.1341096850035189,-0.2367754195686237,0.6564117301433963,-0.8720334588660824,-0.949359903268864,0.6895139267988533,-0.8417603697314999,-1.2788046099361974,-0.3137868161337964,-0.1685198278101679,-0.180904572119649,-1.479239375188894,0.8075328603931463,-2.1889783579234514,0.619847438418133,0.661436584115243,0.8109640988256039,0.5897504777158438,0.0249264820181632,1.378519770231982,-0.6610074041742601,0.619707098763125,-0.5999620486474382,0.5677763498106995,0.5896080203384256,-0.220660643526402,-0.667755177033597,-1.1714929791506157,-1.7451487386317892,1.4052736151609906
5,4,-0.1341096850035189,-0.2367754195686237,0.6564117301433963,-0.8720334588660824,-0.949359903268864,0.9047922660755024,-0.9562793312706988,-1.2841264547868836,-0.3142522299261427,-0.1685198278101679,-0.1809031462999907,-1.527831268819577,0.8155330640504311,-2.20047446295794,0.583768239174548,0.6516524634625288,0.8188808291920007,0.5741718646044924,-0.121557777947602,0.6773971667427617,-0.6610074041742601,0.5835602380834308,-0.6011492482470564,0.5705025107320899,0.5739540530014201,-0.218489541964213,-0.9296286054806056,-1.1578715703299929,-1.758803178579073,1.4052736151609906
5,5,-0.1341096850035189,-0.2367754195686237,0.6564117301433963,-0.8720334588660824,-0.949359903268864,0.7587151814787191,-0.9195585772988902,-1.3400058257190932,-0.314026407849383,-0.1685198278101679,-0.1809047418569806,-1.441415517576928,0.843278451202291,-2.244159662088996,0.6038162962441109,0.6689185587320248,0.8446740474825186,0.5761191912434115,-0.2781444006696266,0.4436896322463517,-0.6610074041742601,0.6034873535863384,-0.6029300476464838,0.5705025107320899,0.5758515035877236,-0.2086812908316058,-0.9296286054806056,-1.1599999154582152,-1.7673372035461243,1.4052736151609906
6,1,-0.1339235292161652,-0.2295556357131762,0.5740791344447742,0.8785746910116007,0.7484467115417,0.4540735678316419,-0.4263179413216336,-1.0047296001258323,-0.301307392465058,-0.16811039715523,-0.1798633332124854,-0.048266924768737,0.0218958395378749,-1.1037460426677572,-0.1370853975343286,-0.0666170997484787,0.0363162887803442,-0.1396356943269212,-0.3160282610056004,1.3796221642626227,1.035483701818047,-0.1365964477658361,-0.3407151466044876,-0.2200841564712335,-0.1394873674488017,-0.2332560525992932,-0.4627224927456294,-0.6125895484794277,-0.9472174042124928,1.1039417813131216
6,2,-0.1340160467294978,-0.2301915924564693,0.5486032697921266,0.8520764218845641,0.7316946519826577,0.0974009356282755,-0.2595185842971486,-0.8450742546052326,-0.2979895979897379,-0.1682681919493212,-0.1800139658327404,-0.1949474826371491,-0.2713882221962019,-0.7841543227089829,-0.2598569237053135,-0.2651771953476754,-0.2446850761602494,-0.2444917441148626,0.0274520727072237,0.603536766689653,1.165983017663609,-0.2598665111094042,-0.3232508156522088,-0.4327247083397136,-0.2443215123420845,-0.2313213736055996,-0.0282968052443955,-0.434234226734394,-0.6604741653195665,0.902833014797831
6,3,-0.1335180187668748,-0.2298809418442041,0.5587261299190064,0.8785746910116007,0.7484467115417,0.1144410942054605,-0.2162627808896793,-0.8370914873292035,-0.3016013742540103,-0.1682449473364188,-0.1797707011758983,-0.1315156065941157,-0.121171632248249,-0.9496982352056142,-0.3630186017044308,-0.2945295573058168,-0.121167057217868,-0.3759737408310999,-0.1846975451742243,0.8471658474618503,1.035483701818047,-0.3632094589500648,-0.3657400644806509,-0.3863799726760703,-0.3757199654436227,-0.2325069677301454,-0.0891976025576527,-0.5036182779144427,-0.8320080671572981,0.9422596098807298
6,4,-0.1339475861190743,-0.2272549432723627,0.6032667144772773,0.9227826366718738,0.7860657380577036,0.6495801200569004,-0.6886534972388748,-0.9821117595104136,-0.306924028142514,-0.1680809849033414,-0.1793129755587904,-0.0792137173603451,-0.0392120990358533,-1.2876837232195697,-0.1622824091518121,-0.1558252586408706,-0.0233571304330324,-0.1571616340771915,-0.0811483269225628,1.3818269523239095,1.4269816493547332,-0.1620846187579276,-0.4023245574057287,-0.3100474668771288,-0.1570387853721118,-0.2318548800826387,-0.1054378151745174,-0.6279136334026278,-1.0095157864719655,1.1014569118751236
6,5,-0.1340264067927673,-0.2324276679325959,0.4242608045669537,0.772493286939697,0.6815220247247782,-0.130364848101883,0.100842713155005,-0.6228872320890655,-0.2889780578595317,-0.1683652070502113,-0.180462045424937,-0.0945061382608764,-0.0642340126022544,-0.5496337800054217,0.0852691006379282,0.020864449616965,-0.0475329521970823,0.0868908218042432,0.1739363326729939,0.6288918293944514,0.6439857542813606,0.0853823505107399,-0.2611727734300658,-0.3454875588552087,0.0863092523213475,-0.2330845994574063,-0.2556597818805535,-0.1907515440657572,-0.3873853663739243,0.5592584005039991
7,1,-0.1341096275413112,-0.236755704111359,0.6474698703646523,-0.2619991397798178,-0.3053873394218905,1.8634637829751413,-1.5095801834899805,-0.7798816551843223,-0.287254099078415,-0.1685189373323619,-0.1809022104480149,0.3576608868276225,0.223262667762723,-0.8922177100331727,0.1898914749626965,0.2315108119048083,0.257388856108645,0.2139538849937025,-0.1190321872585366,1.183396026808095,-0.530508088328698,0.189652140932931,-0.2252599855416141,-0.1737394208075902,0.2139128042502774,-0.2313883012533717,-0.1866388782588611,-0.6555821200695192,-0.8669975695222084,1.1470128515717506
7,2,-0.1341095549905097,-0.2367599659977218,0.6442642979911404,-0.3062070854400909,-0.347204824755061,1.1104448669192375,-1.2164365373760526,-0.6654619908945599,-0.2853538889203151,-0.1685192198463565,-0.1809030191445508,0.5303114139176476,0.1586652786576261,-0.4116805195915621,0.1016288994852216,0.1307919228327528,0.2053767888627492,0.1222797386076735,-0.0861995083006928,-0.0182134665932395,-0.530508088328698,0.1011386743967603,-0.2148719890449545,-0.2909643404273933,0.1218864508145436,-0.2311443068963767,-0.1358882138311463,-0.5627862724790239,-0.6946102651877718,1.0151491133953323
7,3,-0.1341095776346103,-0.2367607066749554,0.6429145833075566,-0.3062070854400909,-0.3304527651960186,0.8575741167356692,-1.099739226024967,-0.4818583435458669,-0.2594683448897937,-0.1685195059527478,-0.180903178498426,0.5828847662443273,0.1807935015394773,-0.446168834695027,0.1545791412900785,0.1843168181681877,0.2058875456605812,0.1598781221744925,-0.3513865306525096,-0.1339648398107988,-0.530508088328698,0.1553589654162999,-0.1110545082678125,-0.3209521105626914,0.1598354625406203,-0.2314462210837909,-0.1358882138311463,-0.5832183857099584,-0.4957674834554762,0.8933905109334395
7,4,-0.1341096306556393,-0.2367650369256266,0.6351537238769488,-0.3857460566030795,-0.4308397954214014,0.7870720865918969,-0.8669669889833338,-0.489841110821899,-0.2911495299025197,-0.1685195503175628,-0.1809034764989063,0.3163080090078417,-0.171981436326962,-0.6599963883365093,-0.2520787157712207,-0.2076235444493561,-0.1313821931745088,-0.2383127268952162,0.5098398943186284,0.999296223690641,-0.6610074041742601,-0.2529151917479256,-0.2910870791309727,-0.49270024861031,-0.2386291605831738,-0.2308001386478528,0.5360505831917969,-0.4636053895038624,-0.5674532931787072,0.7751107256847434
7,5,-0.1341095710125867,-0.2367633505208286,0.6375157245732205,-0.3592477874760428,-0.3973774520129405,1.2124256632895658,-1.1678904558540013,-0.670783835745246,-0.2963627151623502,-0.1685193066705771,-0.180903252633764,0.2536000345458984,-0.0349566715585739,-0.6232088522261466,-0.1331415174550704,-0.1046025093413669,0.0014145742618212,-0.1111747665273368,0.2572808254121362,0.8879544265956549,-0.6610074041742601,-0.1333524987304784,-0.2817144507129339,-0.3809276508332886,-0.1110256086542449,-0.2294191575671972,0.0975648425363412,-0.5223477150427993,-0.7406940000098508,0.9505425080073894
8,1,-0.1340443655925115,-0.2320076697376951,0.6349850095415008,0.7857424215032155,0.6815220247247782,-0.255629525276151,0.1244933682554919,0.1221710470070669,-0.3021927802416219,-0.1683197283291215,-0.1804562916007233,-0.3059758876368667,-0.955831177641776,0.0642582288362532,-1.012334635864539,-1.0122235840078413,-0.9876659647399232,-1.061357820552139,0.4568024898482646,0.2397467365773231,-0.6610074041742601,-1.013389529893773,-0.3061301477419247,-0.7734948235135599,-1.0616483523924385,-0.1459921474942372,0.8121341976785613,0.0322990253719449,0.0341954669984106,-0.0311465779642832
8,2,-0.1340732640853931,-0.2306298931610705,0.6442642979911404,0.8343667453513279,0.7233395100579482,-0.1208691872153603,0.0053065142622495,-0.0907027470203994,-0.302714649553158,-0.1682810574365298,-0.1803024455968562,-0.2283374430649372,-0.7809331083256039,-0.262231154143219,-0.9166590265343846,-0.898842891738156,-0.8067729321744092,-0.9529816033784596,0.8053340049392237,0.6586564682218231,-0.4652584304059169,-0.9165344801238258,-0.332092328459892,-0.7326024096926983,-0.9530193063265474,-0.1370365493723238,0.9136355265339908,-0.0707128788340167,-0.2662022118417956,0.1505802069346239
8,3,-0.1340237143827118,-0.2298809418442041,0.6452765840038286,0.8564928000724035,0.7233395100579482,-0.1237308932359559,0.0130863350189884,-0.05877167791628,-0.3054678888365788,-0.1683251815051508,-0.1802369775763788,-0.2381101144096557,-0.8145509853961088,-0.3105147952880652,-0.895405894996159,-0.8654617742171302,-0.8310338800714312,-0.937215747321058,1.1993261524333512,0.5616457935252025,-0.6610074041742601,-0.8952171007486225,-0.3670522324591763,-0.6998884786360089,-0.9373653389895408,-0.1465474555002321,1.1470885829014823,-0.0881653088854399,-0.210731049555962,0.1108222959266587
8,4,-0.134071691575917,-0.2315471084216088,0.6363347242250846,0.807868476224291,0.6815220247247782,-0.1857778828643313,0.0454503893670227,0.0489956803101246,-0.3041735427868586,-0.168353772718104,-0.1804175341700276,-0.3108622233092262,-0.945192608948578,-0.1058841256741738,-0.9784099637012894,-0.9915042696844466,-0.9771954503843664,-1.02484544607241,0.9215111766362096,0.2176988559644521,-0.530508088328698,-0.979559775667906,-0.3523215847954922,-0.7734948235135599,-1.0251224286060905,-0.1766165506929574,1.041527200891836,0.0314476873206561,-0.0468777701885784,-0.0545043506814628
8,5,-0.1340380281630118,-0.2315471084216088,0.6378531532441168,0.807868476224291,0.6815220247247782,-0.2149152532558538,0.1073777625906658,0.0303692233327204,-0.2994946195135083,-0.1683700687401723,-0.1804000104098622,-0.3070617400085019,-0.8924253082303171,-0.2438373860880331,-0.9537241957977836,-0.9258931076603638,-0.9239064911438902,-0.9998672370693537,0.6664265170406529,0.430460903878632,-0.6610074041742601,-0.953144762094284,-0.3288275295609418,-0.7571378579852152,-0.9995068456909902,-0.1718924509256351,0.9623561643846008,-0.0362336877568147,-0.1040557374678223,0.1348427004939713
9,1,-0.1340871371271154,-0.233322876956509,-0.228832387952239,0.7459508540307818,0.6898771666494873,-0.9826329320539092,0.970315480928162,0.0662916760748573,-0.1900287447681288,-0.1684895137469498,-0.1806072283705259,-0.5019722407170527,-1.2590729396726863,1.066718587843627,-0.8422000313343134,-0.9454613489657924,-1.2246571189339903,-0.7191900609405593,1.1437631572739226,-1.0996620106544417,-0.530508088328698,-0.8419236523106144,0.076335575903508,-0.9970400190676032,-0.719158521564607,-0.2343324650149572,1.1897191410207626,0.2574779399378695,0.9814722383411074,-1.3418323775268677
9,2,-0.1340986267274458,-0.233322876956509,-0.1861476610838962,0.7371180976551029,0.6815220247247782,-1.0526146520121196,1.1066179405862304,0.0716135209255433,-0.1886710583798052,-0.1684808599674402,-0.1806141361306688,-0.5128307644334065,-1.2962653758241056,1.1701835331540262,-0.9132994249853869,-1.015101266552757,-1.2858628085408623,-0.8413099103543012,0.7649245539141802,-1.0996620106544417,-0.530508088328698,-0.912827109797704,0.0763043338087812,-1.0024923409103843,-0.8415440843812,-0.2342870342839598,1.0029566959267726,0.2855720956304045,1.0224355581829534,-1.3471334323279294
9,3,-0.1340953439952675,-0.2331599503698693,-0.2573451106429502,0.7459508540307818,0.6898771666494873,-0.970535720239572,0.94324170469471,0.0330301457580634,-0.1974547109874278,-0.168484134585343,-0.1806061713435156,-0.4938283479297874,-1.2623070645554186,1.0506240407953484,-0.8590345564874434,-0.9535188600915572,-1.2404905796667829,-0.7384386357944883,1.3458104123991166,-1.0996620106544417,-0.4000087724831359,-0.858143397487399,0.0698059781056077,-0.9643260880109136,-0.7386073900742197,-0.2343708026337396,1.569334110940069,0.278761391220093,0.9959800807850944,-1.3307332940371437
9,4,-0.1340978228007299,-0.233322876956509,-0.1591533674122168,0.7371180976551029,0.6815220247247782,-1.0063070454970215,1.0132600915053616,0.086248594264933,-0.1969782814840201,-0.1684892336445892,-0.1806160882726139,-0.5024246792052343,-1.2841799617886331,1.101206902947092,-0.874079728641651,-0.9517922505646078,-1.2571753017292957,-0.7577246592376279,0.7320918749563413,-1.0996620106544417,-0.530508088328698,-0.8738997213734193,0.0649478323755909,-1.0024923409103843,-0.7575818959372586,-0.2345062680222406,1.0029566959267726,0.2719506868097815,0.9814722383411074,-1.294454200242376
9,5,-0.1341021914673369,-0.2331599503698693,-0.1972828072234639,0.7459508540307818,0.6898771666494873,-1.0297210038473517,1.060250208876066,0.08624859426493,-0.1829972787012179,-0.1684812610662457,-0.1806087602973639,-0.5074015025752294,-1.319840444048232,1.1379944390574597,-0.9063246000304016,-1.037547190403101,-1.316337964144841,-0.8123995994841975,1.8963891826152688,-1.0996620106544417,-0.530508088328698,-0.9068026330177548,0.1031725352738254,-1.007944662753166,-0.8126079629400674,-0.2341776785109745,1.6342949614075446,0.258754947014803,0.9823256408378124,-1.323941317573283
