f_id,i_id,ic.eps.max,ela_meta.lin_simple.intercept,ic.eps.ratio,ic.eps.s,ela_meta.quad_w_interact.adj_r2,ela_level.qda_mda_10,ela_level.mmce_lda_10,ela_level.lda_mda_10,nbc.nn_nb.mean_ratio,ela_level.mmce_qda_10,ela_level.lda_qda_10,nbc.dist_ratio.coeff_var,disp.ratio_median_10,disp.ratio_median_02,ela_distr.skewness,ela_level.qda_mda_25,ela_level.mmce_qda_25,pca.expl_var_PC1.cor_init,ela_meta.quad_simple.adj_r2,ela_meta.lin_simple.coef.max,ela_level.mmce_lda_50,nbc.nn_nb.cor,ela_level.mmce_qda_50,ela_meta.lin_w_interact.adj_r2,ela_level.qda_mda_50,disp.ratio_mean_25,ela_distr.kurtosis,disp.diff_mean_02,disp.diff_median_10,ela_meta.quad_simple.cond
4,1,-0.226697060103096,-0.1796126336792372,-0.0122780780575073,0.0398612957767227,0.590876507085259,0.8303840823288843,0.456394052401422,-1.1988384194824118,0.4397319801449026,0.9676213084192596,-0.9149837249420728,-0.4456497568478286,-0.7287722323788489,-0.6330369854198005,0.0137868508190537,-0.1257919963506167,0.6307327106373314,0.1801652284662402,0.6497791248453748,-0.1675124354658578,0.1297892570910455,0.5892665790878525,0.1721563148565889,-0.5049035500320613,-0.0472104169429237,-0.783731588351903,-0.2794448674128695,-0.6610642467408224,-0.7290461274914072,1.325795327697945
4,2,-0.2266424645264053,-0.1796063993636549,0.161102858287661,0.1686035959657527,0.7125046123250286,0.0047869661708764,0.0941248236120039,0.6049593944909482,0.3188865186896397,-0.1141052737899566,-0.1147772135088942,-0.3405193571285713,-0.5116162668129003,-0.5247188671341956,-0.1395875482333332,0.4263632478431324,-0.2763421519311881,0.7507254772670496,1.1009751109160153,-0.167507847367081,-0.6189578196071791,0.2412511762112236,-0.5794698869562959,0.201557258907023,1.4450539120635488,-0.3469635308184781,-0.3028638449830089,-0.5571874533984263,-0.5110893369576165,6.145339375118678
4,3,-0.2266978349004014,-0.1796124788827218,-0.1491505680271551,-0.1232208587084823,0.6585903071000121,0.1138980788641658,0.4657630841804594,0.0127557871510704,0.4831124022057682,0.2584395657260804,-0.2626005975840509,-0.5076497361694416,-0.644871063864732,-0.686293393576891,-0.113375896652811,0.2154874522116311,0.2068887614012789,0.7634992141805004,1.0253582957626082,-0.1675131340358317,-0.3083664396434707,0.3410318161968303,0.0397130097011222,0.1013659434571215,0.3978981228657336,-0.6266672129827432,-0.2998867335789543,-0.7094206850209034,-0.6444302233407665,0.5218301610705531
4,4,-0.2266966544523953,-0.1796101051595971,0.0470652392719904,0.0742011500728974,0.675919905208053,0.2829739390432861,0.618790603238058,-0.6172732002983415,0.3746613470536077,0.5838552387973178,-0.4915187355024345,-0.399823685175337,-0.6914044850574366,-0.6596651894983452,-0.1120471954206187,-0.1311244877344012,0.2483782842631573,0.6655672311773765,1.0025010390081623,-0.167510482727057,-0.4740151756241149,0.3458991644888112,-0.2130573361003203,0.0675953882495665,0.8045676963652825,-0.5782569603004653,-0.3009135853002045,-0.7070083456962736,-0.6919884728174235,6.122481991823581
4,5,-0.2267023641737389,-0.1796104970524307,0.0151146513703176,0.1084981331402381,0.6836219488116271,1.1805905715115967,0.4501480312153982,-1.1113672279791156,0.3994501596598127,1.1965344025797158,-1.0713999306165114,-0.4186932440993012,-0.6610872560985527,-0.6249131265483809,-0.0178754955889847,-0.5848710273001162,0.7185928766977784,0.5825379412399461,0.9509939330341024,-0.1675103841461382,-0.3320305447835634,0.6233380171317179,-0.1537294202262628,-0.0705277830495794,0.5634060287571819,-0.6836837328085337,-0.2886410176498555,-0.6616856068698936,-0.6612089515439794,2.762755998811634
5,1,-0.2267132706870804,-0.179614850541755,-0.7787275590197443,-0.8613348055464877,0.7240576777303894,-0.9756675648861072,-3.5254444536891647,1.5304991640460863,-0.5270317114972011,-2.2169637956365027,1.0573373577682272,0.5490455635728282,0.7172890837762217,0.6189399317646583,-0.535616009814851,0.3943682995404209,-1.8090139376523464,1.615081675077232,1.2767881200615148,-0.1675144547045334,-1.7995748151120816,0.3483328386348014,-1.2383439949379074,1.438743949686163,0.5707510541665655,0.7944426490902995,-0.3217333660017124,0.6139301875177284,0.7174246962524704,-0.2406797126751335
5,2,-0.2267132706870804,-0.179613766767461,-0.7787275590197443,-0.8613348055464877,0.7240576777303894,-0.93672138868397,-3.5754126231773604,1.3153673146731144,-0.5084401020425404,-2.239406255848312,0.887092079832444,0.5463499122979809,0.6242222413908142,0.4957280722147813,-0.5327774208188037,0.6905639573124853,-1.8065733774840005,1.6470160173608592,1.2767881200615148,-0.1675144547045334,-1.7825662395426405,0.2631542435251369,-1.220796301510369,1.438743949686163,0.6495876602272848,0.804124699626756,-0.3217147461249671,0.4913394891115368,0.6239193996762866,-0.3115845191806552
5,3,-0.2267132706870804,-0.1796147268494153,-0.7787275590197443,-0.8613348055464877,0.7240576777303894,-0.9561944767850384,-3.6128887502935063,1.5458657247155851,-0.4991442973152136,-2.232673517784769,0.8270765914749554,0.5382629584734229,0.6573596776947085,0.5769666609289867,-0.5379714347264648,1.0274804583789072,-1.778100175519966,1.591663157402572,1.2767881200615148,-0.1675144547045334,-1.7951377953983143,0.0611592894079328,-1.2350015771421858,1.438743949686163,0.5460228019549733,0.8062762664126347,-0.32129614371073,0.5503687013733137,0.6574768560827127,-0.2275897305296602
5,4,-0.2267132706870804,-0.1796133013245261,-0.7787275590197443,-0.8613348055464877,0.7240576777303894,-1.0699420390262016,-3.625380792665556,0.7940862950386138,-0.5177359067698672,-2.243894747890674,1.0492815875189003,0.5409586097482753,0.6580647295309631,0.5417632724861637,-0.5391189494269946,0.7715208719572225,-1.791116496417812,1.664047666578793,1.2767881200615148,-0.1675144547045334,-1.7877427625420357,-0.0799938110595109,-1.2216319059592995,1.438743949686163,0.8246440991509315,0.8138067501632101,-0.3217623302544273,0.53516365350898,0.6580880018119688,-0.190841734288272
5,5,-0.2267132706870804,-0.1796148965516559,-0.7787275590197443,-0.8613348055464877,0.7240576777303894,-1.0334686359162633,-3.6659799303747143,0.5434931518129532,-0.5208345083456498,-2.286535422293112,0.8985044210189913,0.5409586097482753,0.7313901205012817,0.5611702686790012,-0.5408402214777893,0.910165647935635,-1.7992516969789645,1.6683055788832777,1.2767881200615148,-0.1675144547045334,-1.7877427625420357,-0.2308816081109159,-1.2237209170816257,1.438743949686163,0.7783704390718138,0.8396255515937571,-0.3215361332332251,0.5370642844920218,0.7318144002413187,-0.0248275864322735
6,1,-0.2195017954773505,-0.1785737032044265,1.0279619614287636,0.8809948055032526,0.6457535677607223,-0.5435504670242964,-1.3705671445107297,1.547047767844005,0.2507172840225691,-1.173389395787363,0.5840608556202485,-0.2407802599590202,-0.0646134026284457,-0.1595965434131331,-0.2873904614370954,0.278507804929091,-1.0174589230521955,1.212708962303526,0.881639380005201,-0.1671050861471176,-1.0693153205545547,-0.2673867203007721,-0.6864272564193863,1.1476129547925984,0.3080439786909388,0.032788006889154,-0.3087959997890496,-0.1615272535632972,-0.0640640153581069,-0.4407792253604178
6,2,-0.2201370203511891,-0.1787243046834082,1.0006148105856774,0.8638034427407482,0.6215242222578129,-0.3778746698469503,-1.0457740428374576,0.7148894054342797,0.4676193943268832,-0.8614391988432114,0.2159121552259909,-0.4510410593975343,-0.2845895755394079,-0.2796491245130126,-0.2705099162371969,-0.492279585999847,-0.7441161841974651,1.0232318647540042,0.7369811249291177,-0.1672628570087904,-0.7443036265211034,0.0635929635539189,-0.5113681243684691,0.9533122248306476,-0.1914177491471586,-0.2469156752751087,-0.3054726966025453,-0.2638689218809286,-0.2852987693488164,-0.4080329100213677
6,3,-0.2198267272407454,-0.1784810903182702,1.0279619614287636,0.8809948055032526,0.6311517767622802,-0.3349102373699891,-1.2675077949413265,0.9761209368157427,0.4180417691144732,-1.0230249123682396,0.2335005869370224,-0.4052149877250374,-0.240171309855464,-0.3802947094200545,-0.3115788634140519,-0.1432437863339136,-0.9076337154766332,1.099874286234705,0.8816393800052007,-0.1672396159213516,-0.8238002297261007,-0.1408356647092705,-0.5794698869562959,0.9914041307045722,-0.1311885407902111,-0.1253521518729475,-0.3090904696916512,-0.3921980638320733,-0.2397961918705664,-0.4281002386030367
6,4,-0.2172037507111459,-0.1780234593297928,1.0735861247519796,0.9196003470684276,0.6735130165819362,-0.8041189316147873,-1.5704398224635117,1.5494118541008508,0.3529711360231715,-1.3529290774818383,0.7858579003658969,-0.3297367520291607,-0.1139670311661622,-0.1844194455202514,-0.3469404348435351,-0.4631932693610192,-1.0768458871486082,1.246772260739395,0.899173713953817,-0.1670756783561259,-0.959499082638815,-0.0410550247236639,-0.7014681365001326,1.145212204422393,-0.1373093952980314,-0.0263800797225174,-0.3144219610663899,-0.1786329324106728,-0.1135668194278513,-0.4170630237454001
6,5,-0.2223705225149698,-0.1791722916411605,0.9184822008869408,0.812315096910903,0.5032657610946069,-0.0199407647511156,-0.8302863119196143,0.7420763973880062,0.4056473628113639,-0.6325261046827549,-0.0191820732168774,-0.3647802186022463,-0.0244254479620197,0.0565883676652217,-0.2105069765016007,0.0778122201211783,-0.4837897662405805,0.6975015734610039,0.4166664172606479,-0.1673598573955957,-0.3686359574221425,0.2047460640213674,-0.2723852519743779,0.6213684736435929,0.0619856274765823,-0.051123097760125,-0.2964461941314609,0.0595673005986149,-0.0253951583069937,-0.4378772149140322
7,1,-0.2266935779186874,-0.1796123656660251,-0.1491505680271551,-0.200474813067667,0.7155533379181099,-1.6195158587674738,0.7405880163655284,1.3366440909847297,0.2166326666890304,-0.9669187618387158,2.0387986998112697,-0.1949541882865234,0.1962557767851939,0.1581366035579769,-0.1757946568105752,-1.009046478283022,-0.9409880377773592,0.9444604871210558,0.5315789272453286,-0.1675135643617843,-0.8182539550838908,-0.07756013691352,-0.7286252810903711,1.1892259612094904,0.2759707010699632,0.2533236024417453,-0.2947193729696002,0.1835834722420877,0.1965618588182914,-0.4091657252666828
7,2,-0.2266978349004014,-0.1796131741953739,-0.194774731350371,-0.2433889131306771,0.7125046123250286,-1.328346827161018,1.1091032663409772,0.048217081003759,0.3374781281442934,-0.4978713434118981,1.2615511335886742,-0.3108671931051913,0.0989586233822684,0.0719334344223495,-0.1657539031809396,-1.7400825698055609,-0.7766569864420757,0.6613093188728932,0.292047400982983,-0.1675138468329306,-0.4666201427678361,-0.0459223730156448,-0.6375443961569578,1.0618261415639283,-0.1816243819346469,0.2016859995806515,-0.2928160077911914,0.0941076136558156,0.0982229551107184,-0.4050358845121437
7,3,-0.2266985747252515,-0.1796133335163047,-0.194774731350371,-0.2261975503681725,0.7112209383910998,-1.2124355884641806,0.7437110269585472,-0.0758974474806458,0.3684641439020564,-0.5315350337296123,1.0005441775104698,-0.3405193571285713,0.1899103102589153,0.1247385170865825,-0.0654067623951389,-1.4821838956079545,-0.5871068133672193,-0.2200785281552229,-0.5303441725177368,-0.1675141328959288,0.3290853925677581,-0.3014581583446381,-0.6575989029312871,0.944189373423868,-1.0091639113918869,0.2016859995806515,-0.266887484610824,0.130804411866852,0.1897281383911548,-0.4101460744809313
7,4,-0.2267028999925992,-0.1796136314551775,-0.2768617624643689,-0.3292171132566971,0.7038398132710083,-0.9812313043435548,0.0504026753098332,1.1392428885381018,0.5140984179635244,-0.7402499136994404,0.9277737195915468,-0.5103453874442941,-0.1936378886627595,-0.272879242120163,-0.2394213271794233,-1.1481760262054148,-0.6554424980809014,0.250420781490221,-0.0238837231983328,-0.167514177254015,-0.0232879230339247,0.5284247254380922,-0.5401964778565674,0.829913655802095,-0.499908816341278,-0.135034202409404,-0.2986212715853382,-0.2578380735693539,-0.1935713512577413,-0.3992105036440057
7,5,-0.2267012155285435,-0.1796134076363162,-0.2495146116212825,-0.2948772589605223,0.7060862426553837,-1.280127751863134,0.7031118892493884,1.019856532567388,0.4211403706902489,-0.7043419773605452,1.3668131981798846,-0.3998236851753318,-0.0667285581372062,-0.1564372649631356,-0.2303620005962935,-1.4928488783755256,-0.8205870694723016,0.7443386088103249,0.4728702198280869,-0.1675139336439828,-0.5331754384743456,0.2850573108390509,-0.5978531848327643,0.99940663193859,-0.0942185795629797,-0.0016370616849099,-0.3038431125747989,-0.1337488007342256,-0.0667863917884296,-0.3758360616348568
8,1,-0.2219510076608828,-0.1791665390064727,0.9321557763084842,0.812315096910903,0.7036793540292672,0.0035505796247769,0.0660177282748944,0.3248151730547207,0.7526907392982747,-0.0333124170274421,-0.1484771857185809,-0.7879974687541271,-1.0051525521900562,-1.0135043758979916,-0.2539615463453465,-0.4098683555231675,-0.0819108585196401,0.6166012396758151,1.0280197571655232,-0.167314385572172,-0.2362648692947528,0.4773175683722931,-0.053456886354616,0.0509501856828097,-0.0697351615317009,-0.9892062164033434,-0.3096828576221778,-1.0611470686711064,-1.005339555817825,1.0362468671343854
8,2,-0.2205748166521481,-0.179012724808203,0.982337798105548,0.8552291969739128,0.7125046123250286,-0.1148334321642597,-0.2681444051774141,0.773991561855424,0.6969159109343066,-0.3519953520351412,-0.009380886080196,-0.7475626996313359,-0.8690775477932123,-0.9191773478909429,-0.279055880980616,-0.3579977575172582,-0.368269918272213,0.7613702580282588,1.080153089352034,-0.1672757205447165,-0.360131669637422,0.8131646005189699,-0.154565024675193,0.2265250627571583,-0.1027877758739276,-0.808474606389513,-0.3102055934211756,-0.9553696443456692,-0.8683317950591386,1.187829037151176
8,3,-0.2198267272407454,-0.1789472703223605,1.0051726690595248,0.8552291969739128,0.7134673677754756,-0.1071060162511374,-0.4024338606769397,0.6699717665542089,0.6721270983281017,-0.3991245184799364,-0.012334668504949,-0.7152148843331029,-0.8253643339455198,-0.8984163752195352,-0.31284716913569,-0.2736474392646581,-0.3153911146247208,0.674083055786344,1.0723252616964014,-0.1673198379211291,-0.3176102307138192,1.192817767293474,-0.171694915878266,0.1881130568338732,-0.1018084391526765,-0.8321418410341811,-0.3129634040546744,-0.9399818435021962,-0.8259960636324886,1.0268477414221198
8,4,-0.2214909763663156,-0.1791277895883559,0.9549906472624612,0.812315096910903,0.704963027963196,-0.0749599660525479,-0.1369779602709004,0.3011743104862599,0.7433949345709479,-0.1993866225948325,-0.0763780419871008,-0.7879974687541271,-0.9656696493598848,-0.9805576149194528,-0.2986089275225377,-0.4530130585374294,-0.1591952638505917,0.6166012396758151,0.99999613415836,-0.1673484247977105,-0.1952224369424057,0.9251136112345286,-0.0542924908035463,0.0283831322028797,-0.2511572891434806,-0.9784483824739498,-0.3116669089331496,-1.0255102377390746,-0.9660595530374556,0.5178991890521876
8,5,-0.2214909763663156,-0.1791102694509928,0.9549906472624612,0.812315096910903,0.7064071611388663,-0.0134497353840927,-0.3774497759328421,0.5293086342718799,0.7340991298436209,-0.334041383865689,-0.1064529175845897,-0.7718235611050106,-0.9106756061321444,-0.9548320618266214,-0.2759002155541591,-0.2610433687211653,-0.2137011076103145,0.8145941618343044,1.0555737105133487,-0.167364718348194,-0.347929865424562,0.6793125224894973,-0.1207230444935123,0.2113203104125249,-0.2102699810312438,-0.9257349962199144,-0.3069802169938502,-1.0011309903219814,-0.911778700538982,0.5978591520114819
9,1,-0.2232647013176504,-0.1793174445721232,0.8910894714591158,0.8208893426777379,-0.1178719636852731,0.843675237699455,0.4501480312153982,-1.1113672279791156,0.9633956464510376,0.9451788482074452,-0.8988721844434181,-1.0090408732920522,-1.0538011288915197,-0.8465139435410165,0.1157193737569023,-0.6328634497541823,0.8210964037683035,-1.197269402034222,-0.0436098488905259,-0.1674841452389881,1.250506486460091,1.1392769360816848,0.1675604903874718,-1.2153656095881546,-1.5845242351269502,-1.224802779457088,-0.1973325902162105,-0.7271842745931781,-1.0541756554556538,-0.4589985477974214
9,2,-0.2232647013176504,-0.1793243509041794,0.8819737545114205,0.812315096910903,-0.0772757755247696,0.9790595644973612,0.4501480312153982,-1.1113672279791156,0.9571984432994862,1.0461699191605922,-0.9711055910123866,-1.0144321758417574,-1.1264214680255868,-0.9155667439480896,0.1156891760016251,-0.6125030281070029,0.860145366461836,-1.19514044588198,0.0036702301494925,-0.1674754927719798,1.2216658583206037,0.7742258141831189,0.1951354372021746,-1.2204872103779258,-1.5338435598022022,-1.2871982162475777,-0.1959726495887387,-0.846375767587391,-1.127124232047769,-0.4582295886842166
9,3,-0.2231019622295998,-0.179316387763639,0.8910894714591158,0.8208893426777379,-0.1449895755395224,0.8167838303217888,0.4501480312153982,-1.1113672279791156,0.9293110291175056,0.9294691260591834,-0.8863857405569606,-0.976693057993819,-1.0488657660377487,-0.862310335791,0.1094080429039885,-0.5131247795910069,0.8349262447222628,-1.2739118235149276,-0.0598917304142412,-0.1674787668932279,1.2449602118178815,1.3339708677609177,0.1884506016107315,-1.2046422579345708,-1.5835448984056992,-1.2409395303511803,-0.2047708861634269,-0.7459712808486287,-1.049619841837563,-0.4596474491180471
9,4,-0.2232647013176504,-0.1793263026425453,0.8819737545114205,0.812315096910903,-0.0516022968461902,0.8863305735398912,0.4501480312153982,-1.1113672279791156,0.9540998417237108,0.9788425385251592,-0.923308020866378,-1.0144321758417574,-1.078477943160378,-0.8776554025481278,0.1047122919583995,-0.63140913392224,0.8210964037683035,-1.2206879197088818,-0.0243533928576707,-0.1674838651791101,1.2253633747487431,0.7425880502852483,0.1817657660192884,-1.1695913025295734,-1.5622443247184865,-1.2581520646382105,-0.2042936656186954,-0.7647948376999077,-1.0779547801939822,-0.4619403319910417
9,5,-0.2231019622295998,-0.1793189761822559,0.8910894714591158,0.8208893426777379,-0.0878660854796835,0.9330041656551517,0.4501480312153982,-1.1113672279791156,0.9726914511783644,1.0147504748640592,-0.9474753316143596,-1.019823478391463,-1.1384073492418896,-0.9096995125409524,0.1416592455399304,-0.6551629591772833,0.8219099238244187,-1.1142401120967946,-0.006975615462167,-0.1674758938099515,1.184320942396396,1.8645118315868268,0.1688138970608674,-1.198080206922676,-1.58183105914351,-1.3162443678569424,-0.1902894494310333,-0.818158707608387,-1.1382915312823578,-0.4563786363360524
10,1,0.0750759601383465,-0.1398390080604665,1.7671098701326529,1.6534486066374328,0.6954959327004698,-2.0745061077321267,0.8530163977139691,1.243262683839317,-0.2326645617984827,-1.2541822525498767,3.037445685052877,0.2956543437366757,0.6827415437998198,0.6654264575288973,-0.0917845016296851,-0.8073813495871485,-1.2151442966882031,1.1232928039093697,0.6482135593142485,-0.1467718488970975,-1.4346299436547252,-0.4718153485639663,-0.9901694736055828,1.3177461310278151,0.2213726788602104,0.7610933639091771,-0.2838998453304496,0.6617383668603933,0.6823115961715742,-0.0886710797018817
10,2,0.0422970020187205,-0.1446817342356544,1.7579485746002188,1.6491400481395984,0.6971005251178812,-2.1081976411133407,1.546324749362683,0.7952683381670392,-0.2357631633742583,-1.0095594362411535,2.8373940571945826,0.3010456462863813,0.7680528159864441,0.7782578307430695,-0.0490999745455053,-1.4467955436973812,-1.1142678097299104,1.0445214262764224,0.5171757243589655,-0.1516324057670826,-1.2904268029572905,-0.2406163046948778,-0.8836299063669574,1.2922981771036388,0.6175143826063092,0.7320472122998098,-0.2703983658149106,0.803664330459452,0.7677053221594495,-0.1204289437670613
10,3,-0.0363852608957223,-0.1571965310819098,1.7032086943293074,1.6191087523412582,0.7054444056884193,-1.3193830247017952,0.6687587727262534,-1.4577058646070291,-0.1830869365860659,-0.5046040814754408,0.9119307047678696,0.2794804360875543,0.952071345248497,0.9150094550786476,0.0915611695352229,-0.3594520733492005,-0.726218742962931,0.1993258338364121,-0.3596975296249546,-0.1574657090117346,-0.1482639783050356,-0.5448255729436787,-0.874438257428723,1.1701800082725282,-0.592211302319201,0.9192335226712788,-0.2444195000048244,0.9218324067704888,0.9509379235309616,0.1823509167099173
10,4,0.1361842970121164,-0.1299065507191519,1.8035727379234348,1.7435639296468703,0.6914844516569418,-2.26707331228714,0.037910632937784,1.5139505602481675,-0.3101296011928801,-1.577353679599933,3.547912993185251,0.3684369281577,0.5318604508416613,0.6063028179646713,0.091017609940235,0.6226958851552202,-1.4689625541961673,1.1658719269542015,0.6709142595155819,-0.1402106322150666,-1.6701617401272035,-0.3915041017462883,-1.1606327811873822,1.3211071815461026,0.2669118363983897,0.6115594722905904,-0.2354164447859379,0.6175121459088456,0.5316919532612747,-0.0577970766863628
10,5,-0.0363852608957223,-0.1594311589631709,1.6849772604339164,1.5933431438119183,0.7078512943145362,-1.3966571838330208,0.6874968362843272,-0.9695220525683664,-0.1366079129494247,-0.5741757081320503,1.0788194117664334,0.2633065284384426,0.954891552593509,0.822939054535882,0.1185579627529496,0.3347413504308251,-0.7075077816722781,-0.9843737868100392,-1.2699173294218682,-0.164300321386731,0.7620645663028792,-0.2357489564028969,-0.8556371573277892,1.1229652509918235,-0.3512944688914122,0.9472038908877044,-0.2170310405626123,0.8272029141725072,0.9550492675277754,-0.0575024563364759
