f_id,i_id,ela_meta.lin_simple.coef.min,ic.eps.max,ela_meta.quad_w_interact.adj_r2,ic.eps.s,ic.eps.ratio,pca.expl_var_PC1.cov_init,ela_level.lda_qda_10,ic.m0,disp.ratio_mean_02,ela_level.qda_mda_10,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.max,ela_distr.number_of_peaks,disp.diff_mean_02,ic.h.max,disp.ratio_median_02,ela_meta.quad_simple.adj_r2,ela_level.mmce_qda_25,nbc.nn_nb.cor,disp.ratio_median_05,disp.ratio_median_25,ela_distr.kurtosis,ela_level.mmce_qda_50,ela_level.lda_mda_10,ela_level.mmce_qda_10,nbc.nn_nb.sd_ratio,nbc.dist_ratio.coeff_var,disp.diff_median_02,disp.ratio_mean_10,disp.diff_median_10
3,1,-0.1341096676419518,-0.2367694195843437,0.6340381702316246,-0.43310158344586,-0.443040576758208,0.4346118092440859,0.0279995781706478,-0.1223766441330304,-0.8272699045426857,-0.1274009025290136,-0.1809046869637015,-0.168519693162555,-0.538012367007276,-0.8265610104674431,0.6755229132505522,-0.7991274302940541,0.9700261465103672,-0.0598700077939463,0.426929604618368,-0.8100658094711375,-0.8681341770111368,-0.2961106463405598,-0.1286081618540801,0.8179168206047255,0.0135666742499982,0.5146499464809529,-0.7378692174186321,-0.7983216380729992,-0.8673409157449081,-0.8456575450682182
3,2,-0.1341096683451214,-0.2367632105719248,0.6777871221518026,-0.0704425112256771,-0.226243992438443,0.4391988273757163,0.4232707392758986,-0.5818012386670333,-0.7641404824972905,-0.4622626996653627,-0.1809008999595059,-0.1685158799482752,1.2952149576101084,-0.7638241253650645,-1.430002334359818,-0.7510437775571026,1.1285527880052333,-0.5205887002594498,0.0961305451072822,-0.6670042740805172,-0.3803010805676661,-0.3129513398932025,-0.9361024461548346,0.9803079579918906,-0.4082812010342601,0.250771469564759,-0.4841391910443705,-0.7505662834538377,-0.6483278122104693,-0.6116648805849425
3,3,-0.1341096302761286,-0.2367434397423204,0.6685600704740923,-0.1363618089805037,-0.1048725580200651,0.4391988273757163,0.623846564558608,-0.611905984177808,-0.5255484021198461,-0.5777840185699274,-0.1809003339475945,-0.1685174276799912,-0.1451779403035506,-0.5259956298542949,-0.6884416661767564,-0.5088110364105719,1.0826074466122877,-0.8317547281549994,-0.0644042925966268,-0.4509870553034473,-0.3847258705580826,-0.3126920613420686,-0.4453532453546308,1.6789168107782877,-1.1693929760180155,-0.0550876741335569,-0.4486715529490437,-0.5096090637773643,-0.4365428639081911,-0.4258786470999058
3,4,-0.1341096489254103,-0.2367643605404868,0.661878412362647,-0.2270265770355495,-0.269603309302396,0.4387818257273864,0.1944429972389006,-0.289916097410387,-0.7413953230838769,-0.3587435957119217,-0.1809029713811099,-0.168518775947604,0.1821840819495537,-0.7413238640024125,-0.6237927874120779,-0.7070426991091372,0.9639406708291824,-0.2287197903729267,0.451253064876536,-0.6886629925858702,-0.5926910001076803,-0.2917387686432476,-0.4346579568208468,0.8626016302213305,-0.254273246565401,0.7165569629092527,-0.5714441463559499,-0.7066356466073184,-0.7003705298820199,-0.6758650340171765
3,5,-0.1341096346052078,-0.2367656538398219,0.6571057994259001,-0.3918865821637979,-0.347658742857684,0.4371138191340664,-0.2398183657218169,0.1210791239106321,-0.8592988024921866,0.0625341490725171,-0.1809033876707951,-0.1685194636818956,-0.6689571759085177,-0.8598716579896756,0.6286207855193182,-0.8417676506456908,1.0041048103250023,0.1113919145361621,0.8647518892653936,-0.8824515265811319,-1.0296390116613587,-0.3046213268674092,0.0338779524091892,0.0986003731179466,0.2925665917660395,0.6905689310917489,-0.7842499749279056,-0.8427527052822946,-0.9707035355647916,-0.9448862032678648
4,1,-0.1341096234625167,-0.2367590503589663,0.5692897213897613,-0.0539318064163794,-0.1048725580200651,0.4391988273757163,-0.9647804467786972,0.3972574414225249,-0.7177217898168547,0.8924873129427147,-0.1809024565692193,-0.1685178072102831,0.6404909131038998,-0.7178341774658326,-1.2512671989515929,-0.6961558343385058,0.5980514454979406,0.6919135479743705,0.6361113628386139,-0.7827074282012174,-0.8537536095422807,-0.2791754816137006,0.1971867811750576,-1.1558439163627787,1.0335903726886446,0.798519217102919,-0.4923240306048304,-0.6960193739112921,-0.8319229551073263,-0.8077006122495111
4,2,-0.1341095337258417,-0.2367043918821167,0.6898777415915606,0.0697131974298068,0.0599015092631289,0.4391988273757163,-0.2028735515046694,-0.1825861351545799,-0.6137439182126755,0.0910394095814359,-0.1808962209645334,-0.1685132184155338,1.2952149576101084,-0.613688016565739,-1.798881230840622,-0.587287186632201,1.036509968327312,-0.2045983928616438,0.2882858811468104,-0.6390759265341419,-0.424548980471836,-0.3025926101189089,-0.5428449139125926,0.5073029000990702,-0.04223330925321,0.5666260101159606,-0.3859211163188493,-0.5873902401630644,-0.595562279015703,-0.5867732421489353
4,3,-0.1341096832360124,-0.2367598260489241,0.636424476699998,-0.2105570460537065,-0.2349505086119241,0.4387818257273864,-0.3436217883665333,0.1145346140169831,-0.7664614171313131,0.1969589565251014,-0.1809023017406958,-0.1685185058862236,0.0512392730483119,-0.7663160109882899,-0.1598420103949832,-0.7496829194607739,0.9630278494770044,0.2730052778617576,0.3880120682052993,-0.757628912037125,-0.6966735648824803,-0.2996157337751713,0.0667865325131426,-0.0387236759477099,0.3282785812080925,0.5146499464809529,-0.5550744672350241,-0.7490292473395983,-0.7480763544142734,-0.721931459901008
4,4,-0.1341095552244891,-0.236758644240911,0.6536058832722859,-0.0209515706252389,-0.048475124896322,0.4391988273757163,-0.5615834085749586,0.0608696328890796,-0.7636762955704872,0.3610892459817167,-0.1808999275267434,-0.1685158541752697,1.2952149576101084,-0.763897416118689,-1.9662077405844935,-0.7229193768996394,0.9408158632406796,0.3140116536309385,0.3928767602569331,-0.7718780689485409,-0.6502132699831021,-0.3006425044204864,-0.1820846045230043,-0.6196262009635468,0.6519184855267004,0.4246913748049775,-0.4459432730955618,-0.7222204779051886,-0.8001190720858239,-0.7701378908992476
4,5,-0.1341096264953179,-0.2367643605404868,0.6612420639710808,0.0119874913384471,-0.078839641501348,0.4391988273757163,-1.113710234193839,0.1825975169109108,-0.718185976743658,1.2324500514332914,-0.1809003195006108,-0.1685157555793971,0.575018508653279,-0.7184571488716388,-1.8039517311358904,-0.6879906857605338,0.890762825762934,0.7787505790149875,0.6701642072000489,-0.7297005644907484,-0.7508772422650873,-0.288370905760965,-0.1236718748384872,-1.0751932843718364,1.2612543053817338,0.4886619146634451,-0.4650412320699635,-0.6887273886251328,-0.7704836356339676,-0.7389388689681438
5,1,-0.134109680400914,-0.2367752796193411,0.7013320126397528,-0.9194468333396836,-0.8332744285337851,0.293873752932696,0.9131410786534278,-1.2323255220955245,0.5606490066023746,-0.8607362360426667,-0.18090467389013,-0.1685198267552586,-0.6689571759085177,0.5604665018719446,0.5487604058688322,0.5621842854002103,1.2073596980765775,-1.71942215657021,0.3953091062827496,0.5892013992299424,0.7380645895102296,-0.3214606412788226,-1.1915552992117724,1.360673776435655,-2.133616690953453,-0.5268704055897829,0.5144112353317501,0.5620268130807701,0.642620712253253,0.6584844707401606
5,2,-0.134109680400914,-0.2367752796193411,0.7013320126397528,-0.9194468333396836,-0.8332744285337851,0.2951247578776865,0.7510441083166047,-1.2218543062656906,0.4376394709992164,-0.8229292589466275,-0.1809035898917381,-0.1685198267552586,-0.6689571759085177,0.4375579080440369,0.5538309061641005,0.4383461986342871,1.2073596980765775,-1.7170100168190816,0.3101769953791612,0.498006794996878,0.7491265644862708,-0.3214420228722253,-1.1742782946571968,1.162316816674147,-2.1559366843547365,-0.710785707682892,0.5116829554782691,0.438920943837961,0.5537144028976873,0.5637047705415197
5,3,-0.134109680400914,-0.2367752796193411,0.7013320126397528,-0.9194468333396836,-0.8332744285337851,0.292622747987706,0.6939010911710524,-1.2820637972872402,0.4965912107033707,-0.8418327474946471,-0.1809045501722137,-0.1685198267552586,-0.6689571759085177,0.4967401915956383,0.571577657197542,0.5199976844140174,1.2073596980765775,-1.6888683863892515,0.1082922752363663,0.5698225458304158,0.7502327619838749,-0.3210234535090914,-1.188264441201377,1.3748421307043344,-2.1492406863343514,-0.574848310483636,0.5034981159178092,0.5201336427112658,0.5905779945817025,0.5977195886757912
5,4,-0.134109680400914,-0.2367752796193411,0.7013320126397528,-0.9194468333396836,-0.8332744285337851,0.294082253756861,0.9054708750097298,-1.287299405202157,0.4812730421188272,-0.9522531250449842,-0.1809031243525609,-0.1685198267552586,-0.6689571759085177,0.4814957148417893,0.5487604058688322,0.4846153739094669,1.2073596980765775,-1.7017331317286042,-0.0327837942610084,0.5601331191306526,0.7579761444671038,-0.3214896032446408,-1.1751010091597958,0.6816826449443494,-2.160400683034993,-0.832729549288099,0.5062263957712956,0.4848175571096703,0.5985289653370789,0.5983390638404883
5,5,-0.134109680400914,-0.2367752796193411,0.7013320126397528,-0.9194468333396836,-0.8332744285337851,0.2947077562293565,0.7619102301451774,-1.3422732883087898,0.4831297898260445,-0.9168465909391694,-0.1809047199095446,-0.1685198267552586,-0.6689571759085177,0.4834012744360205,0.5576337813855516,0.5041210066235132,1.2073596980765775,-1.7097735975656985,-0.18358924786165,0.5772321074243527,0.7856310819072119,-0.3212634240830133,-1.1771577954162928,0.4506294830243511,-2.2028086704974315,-0.832729549288099,0.5062263957712956,0.5044415763356581,0.6643051779497313,0.6730702950725718
6,1,-0.1339235246136731,-0.2295554959904314,0.6236975088686735,0.7538986882430195,0.8837285296782357,0.4391988273757163,0.4625166145861547,-1.0124299896689906,-0.2168640957949417,-0.4412588235008961,-0.1798633112690533,-0.1681103961003915,1.0333253398076252,-0.2170018125743554,0.2280512621930822,-0.2203091199888623,0.8233661825938113,-0.9370848306209364,-0.2200744382489022,-0.1511847938872487,-0.0561852137696206,-0.3085242965467131,-0.6481523702452439,1.3759320041096148,-1.0957369977937808,-0.3729412940553361,-0.2849747617398426,-0.220789254403991,-0.132960344157482,-0.1336553171351119
6,2,-0.1340160421269496,-0.2301914527137698,0.5996753570870483,0.737387983433722,0.8577389291603819,0.4391988273757163,0.1119883080691439,-0.8553617522214676,-0.3194494066187059,-0.2804291431558401,-0.1800139438887292,-0.1682681908944553,1.1642701487088667,-0.3196088676483389,0.3434051439104459,-0.3409718711966843,0.6827916943584403,-0.666925178494566,0.1107246212621788,-0.3478231592647933,-0.3548585381227688,-0.305201255754387,-0.4757936819507876,0.6086611267903895,-0.7854890895159432,0.0548616912481862,-0.4977805903118039,-0.3409640315219712,-0.3310117975186583,-0.3579053267554258
6,3,-0.1335180141646285,-0.229880802111252,0.6092205829605417,0.7538986882430195,0.8837285296782357,0.4391988273757163,0.1287349193578853,-0.8475083403490923,-0.448029185343517,-0.2387214462006855,-0.1797706792328223,-0.168244946281557,1.0333253398076252,-0.4482707856357524,0.3472080191318971,-0.44212898969046,0.823366182593811,-0.8285385418201615,-0.093592444906428,-0.3768914393640819,-0.2022032834533799,-0.3088187431991976,-0.5428449139125926,0.8495231493579313,-0.9461930420051828,-0.0051106898691301,-0.4513998328025301,-0.441943729724914,-0.30932733182218,-0.311782584947531
6,4,-0.1339475815165676,-0.2272548036218075,0.6512195768039125,0.7909757198658935,0.9270878465421888,0.4391988273757163,0.6546552158607958,-0.990178656030591,-0.2340390120867035,-0.6942055035958263,-0.1793129536174741,-0.1680809838485079,1.4261597665113503,-0.2341518489224356,0.2762210149981361,-0.2452581850882244,0.8404055145011289,-0.9957802312317228,0.0061337421520608,-0.2395295667380288,-0.118132273635459,-0.3141498136215825,-0.6629612312920222,1.3781117509201806,-1.2742969450040469,-0.0211033248337439,-0.375007996904903,-0.2454533222836478,-0.1756064600272259,-0.183832805475569
6,5,-0.1340264021902128,-0.2324275281197342,0.4824281659409718,0.6879382166607385,0.7796834956050939,0.4391988273757163,-0.1118538015994504,-0.6367751217736659,0.0040888813639365,0.0670349796791887,-0.1804620234792031,-0.1683652059953287,0.6404909131038998,0.0046660717622619,0.0911477542208228,-0.0030254439416936,0.3715196132658334,-0.4096302717075484,0.2518006907595583,-0.0645499198658371,-0.1424686185827522,-0.2961754659783432,-0.2404973342075214,0.633728215111898,-0.5578251568228537,-0.1690351982564591,-0.4104756350002298,-0.0031377916224973,-0.0830860730555808,-0.0944594339870111
7,1,-0.1341096229387063,-0.2367555641626951,0.6929003964515001,-0.2847522831269091,-0.2349505086119241,0.4387818257273864,1.8476275559106663,-0.7912255552637304,0.128955164674312,-1.4857515796224283,-0.1809021885005887,-0.1685189362774527,-0.538012367007276,0.1290038352858429,0.145655632394962,0.0990389132829677,0.4831880920155759,-0.8615044517522481,-0.0303514482351912,0.1440577373172971,0.1506737182823728,-0.2944487811590894,-0.689699452626485,1.181934537969244,-0.8903930585019745,-0.1010664996568331,-0.2385940042305687,0.0992717076169471,0.1547202340824726,0.1305226826461267
7,2,-0.1341095503879049,-0.2367598260489241,0.6898777415915606,-0.3259672844089713,-0.2783098254758771,0.4387818257273864,1.1075807410211786,-0.6786599850930065,0.0389029008742643,-1.2030994175234673,-0.1809029971971215,-0.1685192187914473,-0.538012367007276,0.0392959528497314,0.2305865123407163,0.0123976144833666,0.2504186472102539,-0.6990870418429432,0.0012690501004271,0.044313638937384,0.085408065923722,-0.2925455662624677,-0.6000235718432114,-0.0060274737892188,-0.4239051964151539,-0.0510895153924024,-0.3559100379304961,0.0128759799863231,0.0513576142625891,0.0308434970539731
7,3,-0.1341095730320054,-0.2367605667261345,0.6886050448084282,-0.3094565795996736,-0.2783098254758771,0.4383648240790563,0.859066142965355,-0.498031512028352,0.0760378550186148,-1.0905786523566838,-0.1809031565509961,-0.1685195048978386,-0.538012367007276,0.0760879111691169,0.3155173922864678,0.0654710802401908,-0.5487564466213517,-0.5117441878386462,-0.2541272826103378,0.0973205026478518,0.1086382133734111,-0.2666190902903007,-0.6197687199055834,-0.1204641813439326,-0.4573851865170788,-0.0510895153924024,-0.3859211163188493,0.0647062675595152,0.1561658651289044,0.1235958239863329
7,4,-0.1341096260530344,-0.2367648969766698,0.6812870383054168,-0.4083972869730954,-0.356321943030302,0.4375308207823963,0.7897786367172809,-0.5058849239007303,-0.3138791634970542,-0.8661372327706717,-0.1809034545514752,-0.1685195492626535,-0.6689571759085177,-0.3135623804743364,0.5487604058688322,-0.334167580715041,-0.0565936009055237,-0.5792841008702382,0.5753027121931937,-0.2908265316191269,-0.2541945658407811,-0.2983503716971638,-0.5041773322904474,0.9999256792869824,-0.6649611251490134,0.6106057562686598,-0.5578027470885104,-0.3333503410025988,-0.2449967502559594,-0.2649277361268126
7,5,-0.1341095664099818,-0.2367632105719248,0.6835142576758984,-0.3754170511819549,-0.3303323425124481,0.4383648240790563,1.2078047352988364,-0.6838955930079234,-0.1890128801866797,-1.1562907792140855,-0.1809032306863338,-0.1685193056156679,-0.6689571759085177,-0.189151326197131,0.3269260179508213,-0.2171337844307611,0.4261367575044675,-0.7425055573632542,0.3320681096115128,-0.1888025681333861,-0.1114950886498318,-0.3035718003918084,-0.5609446329697668,0.8898484653534,-0.6292491357069601,0.1788046122239784,-0.4459432730955566,-0.2169287916054361,-0.1018792766591971,-0.1364147974142168
8,1,-0.1340443609899461,-0.2320075299380118,0.6811279512075252,0.6879382166607385,0.7926782958640209,0.4391988273757163,-0.2349605700808079,0.0962099863147741,-1.1192434815026315,0.0898391880863237,-0.1804562696550115,-0.1683197272742468,-0.6689571759085177,-1.1189544720514848,0.5234079043924882,-1.0785569594069058,0.965614176641508,-0.0124312593550902,0.5242234456510403,-1.087639386105527,-1.0561877516038602,-0.3094110843572404,-0.0249461345266271,0.2490029030470026,0.0381186669914102,0.8824805506671588,-0.8388155719976392,-1.077526035475897,-1.129722950672305,-1.0877597026166177
8,2,-0.1340732594828102,-0.2306297534046183,0.6898777415915606,0.7291532179428004,0.8403692128142829,0.4391988273757163,-0.1025217204996177,-0.113214330281923,-1.0129446752644318,-0.0250820200706848,-0.1803024236517358,-0.1682810563816618,-0.472539962556655,-1.0129027515571607,0.3865043964202316,-0.9837505120293306,1.0162757616873723,-0.2954556568208095,0.8598871972137598,-0.9753560296435672,-0.8769837569919723,-0.3099337788831967,-0.1244945893410859,0.6631547970545381,-0.2788252393068171,0.9824345191960204,-0.797891374195339,-0.9838740675850268,-0.9837142149826792,-0.9488846338763632
8,3,-0.1340237097801589,-0.229880802111252,0.6908322641789101,0.7291532179428004,0.8620705292466908,0.4391988273757163,-0.1053341285023067,-0.081800682792419,-0.9976265066798872,-0.0175806357262327,-0.1802369556315101,-0.1683251804502752,-0.6689571759085177,-0.9974750479192503,0.4739705265136172,-0.9628840212189556,1.0086689170858911,-0.2431926288796964,1.2393331772411815,-0.94229798560908,-0.9123820769153068,-0.3126913717714539,-0.141360236644362,0.5672459373896356,-0.3256972254495074,1.212328646812405,-0.7651520159534986,-0.9630704625039248,-0.9396224680665052,-0.90597189974008
8,4,-0.1340716869733351,-0.2315469686363768,0.6824006479906576,0.6879382166607385,0.8143796122964287,0.4391988273757163,-0.1663122474697078,0.0242203774846587,-1.083501088138695,0.0136251231466885,-0.1804175122244648,-0.1683537716632234,-0.538012367007276,-1.0832252296596518,0.5804510327142615,-1.0454427457295707,0.9383816729682056,-0.0888156848074875,0.9717751144013328,-1.0671206001530869,-1.0451257766278166,-0.3113949790157841,-0.0257688490292259,0.2272054349413402,-0.1270492841780864,1.1083765195423896,-0.8388155719976392,-1.044318906403142,-1.080571495093618,-1.04794434430382
8,5,-0.1340380235604503,-0.2315469686363768,0.6838324318716817,0.6879382166607385,0.8143796122964287,0.4391988273757163,-0.1949476744061815,0.0058957497824469,-1.05843499409126,0.0733361425285285,-0.1803999884643668,-0.1683700676852889,-0.6689571759085177,-1.058782763325956,0.6020006589691543,-1.019586441899323,0.9923902696387216,-0.1426868059160194,0.7261081657938353,-1.0021444446370282,-0.9909220992452096,-0.3067086571181606,-0.0911746519858332,0.4375510021609566,-0.2609692445857859,1.030412424089877,-0.8224458928767191,-1.0201552688862603,-1.0314200395149344,-0.992923686493914
9,1,-0.1340871325245242,-0.2333227371155581,-0.1333979899972413,0.6961729821516598,0.7536505790863767,0.4391988273757163,-0.9494400394913008,0.0412361032081414,-0.7841005203498791,0.9053896940151724,-0.1806072064242338,-0.1684895126920457,-0.538012367007276,-0.7841256641189887,0.3396022686889948,-0.9107177941930182,-0.075762849301256,0.8800604485623774,1.1858215646732118,-1.0215232980365547,-1.3670292484306537,-0.1970696876604586,0.1926618514107641,-1.0751932843718364,1.0112703792873563,1.254309313594527,-1.0625345199835472,-0.910989959749345,-1.0458763499792525,-1.1372613998683143
9,2,-0.1340986221248475,-0.2333227371155581,-0.0931489542306779,0.6879382166607385,0.7449873789137589,0.4391988273757163,-1.0182161988297955,0.0464717111230582,-0.9038607474654052,1.036813947729976,-0.1806141141843502,-0.1684808589125376,-0.538012367007276,-0.9036262379033674,0.3624195200177018,-0.9801215571057876,-0.0298175079083101,0.9186546845804298,0.8209696608006863,-1.0904892174878096,-1.4046399633491988,-0.1957098544082346,0.2198114299965256,-1.0751932843718364,1.1117103495931355,1.070394011501422,-1.0679910796905203,-0.9805855252010728,-1.1658637268331045,-1.2112042081635113
9,3,-0.1340953393926712,-0.2331598105340306,-0.1602837095409142,0.6961729821516598,0.7536505790863767,0.4391988273757163,-0.9375512238435684,0.0085135537399053,-0.8031321843488571,0.8792848764964788,-0.1806061493972275,-0.1684841335304399,-0.4070675581060341,-0.8029613878004268,0.3231231427293701,-0.9265944719835204,-0.091585086072337,0.8937292404854376,1.3804092467385565,-1.0295028259069483,-1.3703478409234662,-0.2045073963108069,0.2132297139757349,-1.0751932843718364,0.9956463839064628,1.628137155892468,-1.029795161741707,-0.9274684166950284,-1.0574413983507096,-1.132643494095119
9,4,-0.1340978181981321,-0.2333227371155581,-0.0676950185680289,0.6879382166607385,0.7449873789137589,0.4391988273757163,-0.9727063238771856,0.0608696328890825,-0.8216996614210329,0.946797335596549,-0.1806160663262877,-0.1684892325896852,-0.538012367007276,-0.8218337568586777,0.3319965182460924,-0.9420175304085808,-0.0570500115816125,0.8800604485623774,0.7893491624650727,-1.0277929270775783,-1.391365593377947,-0.204030213445422,0.2066479979549443,-1.0751932843718364,1.0447503693892812,1.070394011501422,-1.0679910796905203,-0.9421953673709976,-1.0935821745115073,-1.161364615367434
9,5,-0.1341021868647365,-0.2331598105340306,-0.1036487026915205,0.6961729821516598,0.7536505790863767,0.4391988273757163,-0.9957169348082804,0.0608696328890796,-0.8755453449303388,0.9921056970370408,-0.1806087383510659,-0.1684812600113431,-0.538012367007276,-0.8753360070043977,0.371292895534424,-0.9742245053550288,-0.0401628165663243,0.8808644951460868,1.91066068036662,-1.112717902269619,-1.4289763082964897,-0.1900271029723437,0.1938959231646624,-1.0751932843718364,1.0804623588313391,1.69210769575094,-1.073447639397494,-0.9737582252517758,-1.1673093578795362,-1.2225237089002474
