f_id,i_id,ela_meta.lin_simple.coef.min,ic.eps.max,ela_meta.quad_w_interact.adj_r2,ela_meta.lin_simple.intercept,ela_level.qda_mda_10,ic.eps.ratio,disp.ratio_mean_02,ic.eps.s,ela_distr.number_of_peaks,disp.ratio_mean_10,disp.diff_mean_02,disp.diff_median_02,ela_level.lda_qda_10,ela_level.lda_mda_10,ela_level.qda_mda_50,disp.ratio_median_02,ela_meta.quad_simple.cond,ela_level.mmce_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_meta.lin_simple.coef.max,ela_level.mmce_mda_50,ela_distr.skewness,pca.expl_var_PC1.cov_init,nbc.nn_nb.mean_ratio,disp.ratio_median_05,disp.diff_mean_25,nbc.dist_ratio.coeff_var,disp.ratio_mean_05
4,1,-0.1341096274156457,-0.2367591370212144,0.5911551980584786,-0.1809024754176117,0.839768259507786,-0.1127554599455685,-0.7539595816826854,-0.061327009490605,0.6404909131038998,-0.8466649981826211,-0.7540869772056735,-0.7188904083461453,-0.9109194140031488,-1.091005006246098,-0.1025077867860278,-0.7190283664369248,-0.1289738493787947,0.1865586913094973,0.4230715043859072,0.7801984786017995,0.635632001640567,-0.1685178066144014,0.1375265158148455,0.0076457340650834,0.4348446067792346,0.4979118682243041,-0.7983258185882726,-0.8687491474728783,-0.5126077633417307,-0.8365047042524961
4,2,-0.1341095376789706,-0.2367044785433029,0.7128004545395865,-0.1808962398129052,0.0481105419364332,0.0528536249768014,-0.647805817633811,0.0629970475705156,1.2952149576101084,-0.6082182742737368,-0.6477606555116318,-0.6088012936458642,-0.1600987571834566,0.5815478324055191,1.3586951427876388,-0.6086964401706687,0.1557744544821171,-0.5555759223303086,0.0529394301133474,-0.3970803456620896,-0.2590518927408866,-0.1685132178196526,-0.8693066013876365,-0.1460570858562459,0.4348446067792346,0.3744114407834225,-0.6533802794930239,-0.422536929494587,-0.4047725936143539,-0.6833174811970819
4,3,-0.1341096871891414,-0.2367599127111874,0.6588785466535019,-0.1809023205890877,0.1527362155802695,-0.2434926003298683,-0.8037191585805946,-0.2188124284251716,0.0512392730483119,-0.762078392759286,-0.8035837131666929,-0.7726127371057759,-0.2987990161026655,0.0324331717472881,0.3333358433968967,-0.773274896851169,-0.1764737197623676,0.055787889461905,0.4326438856170948,0.0742836935210825,0.2175779128757802,-0.1685185052903419,-0.146461355499831,-0.1197893072203502,0.4344281340519803,0.5422453549979559,-0.7730178673176737,-0.7076892726055679,-0.5762028634373629,-0.8147049840484561
4,4,-0.134109559177618,-0.2367587309031513,0.676210588474029,-0.1808999463751274,0.3148615512266678,-0.0560722242544733,-0.8008757541864286,-0.0281656476171593,1.2952149576101084,-0.8145804237117014,-0.8011144882434675,-0.7454436564788556,-0.5135891536660165,-0.5517546808092738,0.7315406122273905,-0.7461516316440464,0.154423994550651,-0.1937904547582631,0.5889927790598136,0.4845589532261155,0.2585006739640799,-0.1685158535793883,-0.471433427911007,-0.1184577608378855,0.4348446067792346,0.43141163806383,-0.7873973850850592,-0.6586597309568449,-0.4656026893580077,-0.8288453430997262
4,5,-0.1341096304484469,-0.2367644472028381,0.6839137181720414,-0.1809003383489961,1.1755781412031605,-0.086590617664195,-0.7544334824150453,0.0049543143038851,0.575018508653279,-0.784683433863797,-0.7547229896858981,-0.7115004184156231,-1.05768217661975,-1.0098982499812088,0.4953987113857073,-0.7107534719669565,-0.0440753382772235,-0.1352117359495625,0.41668991689845,1.1701108118141212,0.7222919662981412,-0.1685157549835157,-0.3680661950570056,-0.024084410980696,0.4348446067792346,0.4567450590773412,-0.7448340124935967,-0.7663511666843943,-0.4849577198218906,-0.794672808725826
5,1,-0.134109684354043,-0.2367753662819046,0.7243551490866048,-0.1809046927385297,-0.8920385708064845,-0.8448486176886212,0.5511630352396268,-0.93159540891845,-0.6689571759085177,0.6408925454691274,0.5509732197166547,0.5560639818731355,0.9396771377890112,1.439744996667784,0.5025908504976365,0.5562248146572286,-0.2215243285108197,-1.2061297220579206,-3.645190518868521,-2.7787885628468216,-1.7707868317674864,-0.1685198261593768,-1.342619720245432,-0.5429335638752013,0.2897038613310922,-0.4900915513027485,0.5861341520556351,0.7447132735443072,0.5076788425403636,0.5728177478573122
5,2,-0.134109684354043,-0.2367753662819046,0.7243551490866048,-0.1809036087401342,-0.8546934295058518,-0.8448486176886212,0.4255793411639497,-0.93159540891845,-0.6689571759085177,0.5512015759254177,0.4254916986181973,0.4313035636343174,0.7799387832844193,1.240266217746029,0.5797864769656793,0.4307222485293607,-0.2257135263248408,-1.1888036221285865,-3.696243218768184,-2.7787885628468216,-1.768379610526998,-0.1685198261593768,-1.3252105020805476,-0.5400888966035721,0.2909532795128556,-0.471091485542608,0.4941052383443657,0.7548662936733348,0.5049138381883852,0.4832621405326093
5,3,-0.134109684354043,-0.2367753662819046,0.7243551490866048,-0.180904569020613,-0.8733660001561682,-0.8448486176886212,0.4857647341738018,-0.93159540891845,-0.6689571759085177,0.5883905145167122,0.4859128842395476,0.513607765213468,0.7236272340229423,1.4539934808764814,0.478377315487474,0.5134711932290547,-0.2207509461790433,-1.2028295125475712,-3.734532743692931,-2.764459096055653,-1.740295362721302,-0.1685198261593768,-1.3386301077493137,-0.5452940324622979,0.2884544431493293,-0.4615914526625413,0.56657800789199,0.755820851121363,0.4966188251324333,0.5504288460261362
5,4,-0.134109684354043,-0.2367753662819046,0.7243551490866048,-0.1809031432009555,-0.982437523954842,-0.8448486176886212,0.470126010005888,-0.93159540891845,-0.6689571759085177,0.596411658134443,0.4703492847234599,0.477817029667605,0.932118540572706,0.7569137918971697,0.7511991257999976,0.4776133171925199,-0.2185798010464197,-1.189628674506174,-3.747295918667848,-2.791609664712604,-1.7531338760039077,-0.1685198261593768,-1.3386301077493137,-0.546444004338063,0.2899120976947194,-0.4805915184226748,0.5567999358101674,0.7638912004546927,0.499383829484417,0.5557314806703627
5,5,-0.134109684354043,-0.2367753662819046,0.7243551490866048,-0.1809047387579445,-0.9474635027367888,-0.8448486176886212,0.472021612935332,-0.93159540891845,-0.6689571759085177,0.6627683916992995,0.472294734662971,0.4977047966865106,0.7906467960075192,0.5245538955707292,0.7058886493948423,0.4973811206485575,-0.2087713530783575,-1.1916913054501423,-3.788776237336324,-2.7787885628468216,-1.761157946805535,-0.1685198261593768,-1.3375420316140072,-0.5481689621517105,0.2905368067856013,-0.4837581960493707,0.5740553571310311,0.7901849192503796,0.499383829484417,0.5651583867045423
6,1,-0.1339235285667051,-0.2295555825127135,0.646039997156815,-0.1798633301140147,-0.4776853363756523,0.8808555140773673,-0.2426206914651201,0.7509400566230107,1.0333253398076252,-0.1415335546967176,-0.2427703556038199,-0.2372731724329378,0.4956095513310559,1.4550895181233017,0.2453520082609599,-0.2367859053814941,-0.2333466080210614,-0.661182626661488,-1.4435428356955362,-1.3149204027595625,-0.9900447427691432,-0.1681103955045496,-0.8065608775850323,-0.2941764896965583,0.4348446067792346,0.3047445329962595,-0.1610255911377335,-0.0338584922474522,-0.302467432590946,-0.1677835574529006
6,2,-0.1340160460800298,-0.2301915392484086,0.6218072349818183,-0.180013962734188,-0.3188202908428016,0.8547342073072776,-0.3473527533169094,0.7343386757100873,1.1642701487088667,-0.3413329502656294,-0.3475253523467179,-0.3590631045232126,0.1501816585458888,0.6834792963600418,-0.2437134513502426,-0.3590704569932621,-0.231411890201545,-0.4883341535569409,-1.1117002863477234,-0.8752320270094994,-0.7204359638344613,-0.1682681902985981,-0.5338164596685095,-0.2772597981556993,0.4348446067792346,0.5264119668645043,-0.3594629363276579,-0.3203125046057444,-0.5181377720456989,-0.3539649516279427
6,3,-0.1335180181174494,-0.2298808886398548,0.6314361471043335,-0.1797706980774779,-0.2776220794079763,0.8808555140773673,-0.4786232561809195,0.7509400566230107,1.0333253398076252,-0.3194571040354575,-0.4788806357625452,-0.4613999748846124,0.1666845958014896,0.925703527907884,-0.1847379106324207,-0.4615872051489925,-0.2325975081190134,-0.5555759223303086,-1.3382466421524806,-1.1150620501458974,-0.8817197869471718,-0.168244945685702,-0.6059921766437595,-0.3184166863409735,0.4348446067792346,0.4757451248374817,-0.3887971525731243,-0.1943976994158379,-0.4711326980619705,-0.3987427552902948
6,4,-0.1339475854696122,-0.2272548900993868,0.6738033604434002,-0.1793129724606184,-0.727542115077506,0.924434560872134,-0.2601550185624788,0.7882207137603863,1.4261597665113503,-0.1845560522827257,-0.2602794050594187,-0.2622687266097045,0.6849524115995114,1.4572815926169471,-0.1907313598923623,-0.262070305150845,-0.231945407385181,-0.6760335694580593,-1.6477536352941895,-1.2658985426845124,-1.0486204596210214,-0.168080983252669,-0.7314836242489682,-0.3538539775652061,0.4348446067792346,0.4092448946770005,-0.2501786012955249,-0.0946898350717973,-0.3937125762064183,-0.2373069894549733
6,5,-0.1340264061432984,-0.2324276146978202,0.5035320977435908,-0.1804620423261413,0.0243993411106345,0.7762832159744408,-0.0170439428612645,0.6846173328761193,0.6404909131038998,-0.091219108367321,-0.0164621501403227,-0.0166964631831807,-0.0704034035499636,0.7086881530369662,0.0044153480113237,-0.0165817692084226,-0.2331751514383921,-0.2523691735669637,-0.8915355180304253,-0.5871343262607446,-0.4636656981823849,-0.168365205399462,-0.349568900756816,-0.2171283740203022,0.4348446067792346,0.463078414330719,-0.0735981231120271,-0.11933477282089,-0.4296576327822103,-0.0817630398910132
7,1,-0.1341096268918352,-0.2367556508248756,0.7158496100450497,-0.1809022073489802,-1.5094189623082173,-0.2434926003298683,0.1104353541438565,-0.2934151426523242,-0.538012367007276,0.1486860052902396,0.1104784584127677,0.0870894248116546,1.86056623197558,1.2599948881888423,0.2139463341388682,0.0868544116661931,-0.2314788191924448,-0.7028477717296483,0.7134337350652366,-0.4506273005132996,-0.914618477233844,-0.168518935681571,-0.839928545734394,-0.1823417247784105,0.4344281340519803,0.2699110791026744,0.1369180170025013,0.1915038434370324,-0.2554623586072176,0.1503745212006506
7,2,-0.1341095543410338,-0.2367599127111874,0.7128004545395865,-0.1809030160455156,-1.2302195725844376,-0.287071647124635,0.0184986120658138,-0.3348564950060312,-0.538012367007276,0.0444111382597497,0.0188926612604054,-0.0004674656887004,1.1312875772223587,0.0653142891519738,-0.2341239325343367,-0.0009514129873692,-0.2312348199388847,-0.6129170625726282,1.0899473968252609,0.3299515483740349,-0.7525322470409709,-0.1685192181955655,-0.6796186617994167,-0.1722794708654665,0.4344281340519803,0.393411506543556,0.0362613926308013,0.138482516096555,-0.3743575457425301,0.0555162792317224
7,3,-0.1341095769851343,-0.2367606533884121,0.711516599589918,-0.1809031753993907,-1.119073318713507,-0.287071647124635,0.0564106706546983,-0.3182551140931076,-0.538012367007276,0.1501443950389177,0.0564548100925016,0.0520594235233456,0.8863890274140567,-0.0497696217644212,-1.0444382724783878,0.0528354010674312,-0.2315367401852197,-0.6327183196347241,0.7166245288089723,0.7002551375563352,-0.5655713973630528,-0.1685195043019568,-0.4645422790540736,-0.0717174565715943,0.4340116613247259,0.4250782828104521,0.0897531987254758,0.1390031837954795,-0.4047725936143539,0.1050075359111636
7,4,-0.1341096300061634,-0.2367649836390316,0.704134433629323,-0.1809034733998709,-0.8973735909922886,-0.3654791029461881,-0.3416659445285775,-0.417739199713445,-0.6689571759085177,-0.254558760219279,-0.3413522900386544,-0.3513470856251672,0.8181096992267628,1.076956667969431,-0.5457832940512798,-0.3521747116016218,-0.2308906447834707,-0.5167984605837038,0.0082683177011424,0.0448705774760524,-0.6329735920967229,-0.1685195486667717,-0.4699826597306,-0.2461046390478023,0.4331787158702173,0.573912131264845,-0.3019448652581132,-0.2048110533943277,-0.5789678677893466,-0.292690062405776
7,5,-0.1341095703631107,-0.2367632972342538,0.706381179791243,-0.1809032495347287,-1.1839827309741309,-0.3393577961760983,-0.2141866475234575,-0.3845778378399992,-0.6689571759085177,-0.1101781751001385,-0.2143368564878902,-0.2333608248226614,1.2300532475154191,0.9662569060403264,-0.148537477102376,-0.2335678908653943,-0.229509635988798,-0.5737270746372298,0.6751442101404959,-0.1813841613318699,-0.7958622293697605,-0.1685193050197861,-0.65350483455209,-0.2370259137128153,0.4340116613247259,0.4789118024641706,-0.1989875180436305,-0.0694374516739596,-0.4656026893580023,-0.1842806430127152
8,1,-0.1340443649430411,-0.2320076165079373,0.7039739517606145,-0.1804562885019306,0.0469249818951434,0.7893438693594859,-1.163883715174986,0.6846173328761193,-0.6689571759085177,-1.1470932864103265,-1.163604189472732,-1.1055245383876395,-0.1917188888716692,0.3217870049085136,-0.1245636800626117,-1.1065692574471535,-0.1460809516730741,-0.0362054506390825,0.0242222864197873,-0.1391499434210577,-0.0672766005819922,-0.1683197266783845,-0.0760990987500896,-0.2606759932104564,0.4348446067792346,0.8177463085199193,-1.10604749881033,-1.0777104506412416,-0.8637633160437002,-1.162911325685956
8,2,-0.1340732634359202,-0.2306298399477734,0.7128004545395865,-0.1803024424981471,-0.0665923920583677,0.8372764672826009,-1.0553604474643077,0.726058685229826,-0.472539962556655,-0.9997959217938296,-1.05533241783918,-1.0106138833975982,-0.0612071102701253,0.7382811587011814,-0.1569283060662939,-1.010488538323621,-0.137125173827048,-0.1360367883271497,-0.3171926441592123,-0.4408229284982882,-0.3497238927992761,-0.1682810557858033,-0.1703990304765471,-0.2858240623883703,0.4348446067792346,0.7607461112395119,-0.9927368988033306,-0.8933073072721501,-0.82228825076394,-1.0409507288687612
8,3,-0.1340237137332431,-0.2298808886398548,0.7137633457518382,-0.1802369744777052,-0.0591826418003057,0.8590877584356258,-1.039721723296393,0.726058685229826,-0.6689571759085177,-0.9553150344591452,-1.0395817558289078,-0.9895306768311076,-0.0639785959161037,0.6418298809807745,-0.1559693541847034,-0.9893415857892554,-0.1466362708231866,-0.15295036206769,-0.4543967751395576,-0.429510191557892,-0.297567432588698,-0.1683251798544124,-0.1874455565963305,-0.3196877078878717,0.4348446067792346,0.7354126902260005,-0.959376417582994,-0.9180390229710638,-0.7891081985401317,-1.0097241026305417
8,4,-0.1340716909264443,-0.2315470551973535,0.705257806710283,-0.180417531071256,-0.0283580807267676,0.8111551605125108,-1.1273933587831857,0.6846173328761193,-0.538012367007276,-1.0975080349552668,-1.127127003106902,-1.071871103851094,-0.1240694437857332,0.2998662599720548,-0.3022095161272693,-1.0730099632078336,-0.176705969453156,-0.0370305030166697,-0.1831793069225955,-0.1994845404365038,-0.1435052731974538,-0.1683537710673578,-0.0249595203907416,-0.3054189779030505,0.4348446067792346,0.8082462756398525,-1.0853409932252942,-1.0670367628132895,-0.8637633160437002,-1.1310955178206004
8,5,-0.134038027513542,-0.2315470551973535,0.7067021435286606,-0.1804000073111001,0.0306235313274066,0.8111551605125108,-1.10180271923569,0.6846173328761193,-0.6689571759085177,-1.047922783500211,-1.10217286638279,-1.0473827058460297,-0.1522882067266078,0.5114014486088568,-0.2621732750708616,-1.0468061307195973,-0.1719817748809277,-0.1026221670348628,-0.428870425189726,-0.3186453695420096,-0.1972665475683574,-0.1683700670894217,-0.1098294589445533,-0.2826616397300165,0.4348446067792346,0.7987462427597858,-1.0197703922060142,-1.0127137662255006,-0.8471732899317961,-1.0751232632426602
9,1,-0.1340871364776414,-0.2333228237110382,-0.1176932160273449,-0.1806072252716513,0.8525130299516528,0.7501183736930673,-0.8217273864103143,0.6928973233563802,-0.538012367007276,-1.0625066809869912,-0.8217661876013532,-0.9367502095332104,-0.8958022195705375,-1.0098982499812088,-1.6078225029128617,-0.9364742044533412,-0.2344230420385507,0.182020903232767,0.41668991689845,0.7930195804675834,0.823395258398648,-0.1684895120961669,1.14037002052121,0.1097965252925786,0.4348446067792346,1.0330803871347862,-1.039326536369659,-1.3193002629422077,-1.090493672906389,-0.940200670628469
9,2,-0.1340986260779708,-0.2333228237110382,-0.0770913032440729,-0.1806141330317905,0.9823318544729006,0.7414112714363709,-0.9439937753594624,0.6846173328761193,-0.538012367007276,-1.1835530301272816,-0.9437683463079928,-1.007281142840696,-0.963577641276745,-1.0098982499812088,-1.5581967430405486,-1.0068108074480795,-0.2343776103958333,0.209247631693149,0.41668991689845,0.7937737629302763,0.8619107982464593,-0.1684808583166596,1.1088158125973566,0.1097662628747952,0.4348446067792346,1.0267470318814085,-1.1089234023638068,-1.3816936088633254,-1.0960236816103568,-1.0645179939542095
9,3,-0.1340953433457927,-0.233159897126345,-0.1448146518390957,-0.1806061682446416,0.8267270990535969,0.7501183736930673,-0.841157316437116,0.6928973233563802,-0.4070675581060341,-1.0741737989764186,-0.8409962120034421,-0.9534501377585572,-0.8840863938852637,-1.0098982499812088,-1.6068635510312712,-0.9525642770338364,-0.234461380426706,0.2026472126724504,0.41668991689845,0.7930195804675834,0.8370361787614145,-0.1684841329345615,1.1530642420997712,0.1034716799758709,0.4348446067792346,0.9982469332412084,-1.0473790663193958,-1.335440961608866,-1.0573136206825808,-0.9413790338827414
9,4,-0.134097822151255,-0.2333228237110382,-0.0514142042506991,-0.1806160851737345,0.8934148513761555,0.7414112714363709,-0.8601133457315587,0.6846173328761193,-0.538012367007276,-1.1106335426933724,-0.8602636489043683,-0.9683750193829456,-0.9187299644599982,-1.0098982499812088,-1.586006347606676,-0.9681946332548896,-0.2345968485337744,0.1960467936517517,0.41668991689845,0.7930195804675834,0.823395258398648,-0.1684892319938064,1.1153442694091875,0.0987658740105693,0.4348446067792346,1.0235803542547195,-1.0456535241873095,-1.3524494397737326,-1.0960236816103568,-0.9496275766626486
9,5,-0.1341021908178616,-0.233159897126345,-0.0876831065788394,-0.1806087571984885,0.9381697429348508,0.7501183736930673,-0.9150858306854388,0.6928973233563802,-0.538012367007276,-1.1850114198759596,-0.9148858972060224,-1.0003620836410398,-0.9414057561089147,-1.0098982499812088,-1.605185385238488,-1.0008344947753236,-0.2342682524282577,0.1832584817991481,0.41668991689845,0.7945279453929693,0.8241976654788107,-0.1684812594154651,1.10954119668756,0.1357919421684245,0.4348446067792346,1.042580420014853,-1.1313554500809289,-1.4127601148991535,-1.101553690314325,-1.0698206285984349
10,1,-0.1254661286363193,0.0653615650758231,0.6957893764564764,-0.1411206254566657,-1.945705057502913,1.5868709005616135,0.599500909940452,1.4968843989897351,0.5095461042026581,0.6160999197415978,0.5999087681951227,0.6037728874540075,2.797580333556934,1.1734079456898374,0.1604847667401927,0.6035755996798304,-0.212543354380183,-0.9610891659144836,0.8283023098394798,-1.002688863204629,-1.185029663248687,-0.1477740738911243,-1.090911440944811,-0.098151678505298,0.4348446067792346,-0.1892571767672668,0.5970625855588484,0.7111302069636773,0.2477684334538721,0.6005092843327136
10,2,-0.1041904563356217,0.0325448413236883,0.6973941951435625,-0.1459643530049119,-1.9780115686280637,1.5781202627936337,0.7449884347752919,1.492723703773404,0.6404909131038998,0.711624448280018,0.7451815011782208,0.7186075349037908,2.609875169352011,0.7580098291439948,0.5483808028435876,0.7185046895405144,-0.2144196725210339,-0.8558949877720977,1.5366585209473096,-0.4332811038713574,-1.0855311853085077,-0.1526353680624822,-1.0274403330520043,-0.0553757509686177,0.4348446067792346,-0.1924238543939557,0.7287789683081022,0.6811050363256983,0.2532984421578403,0.7324859688112253
10,3,-0.1318732811391572,-0.0462280738139075,0.7057392523164088,-0.158481737645715,-1.2216242622850852,1.5258341137421705,0.866307022259719,1.4637230371162893,0.1167116774989328,0.9106946489745908,0.8661361099174315,0.8579305803586382,0.803244458034695,-1.3310371633002949,-0.6361645088911935,0.8577987464516649,-0.1965308326503405,-0.846819411618637,0.6400454789594767,1.3820360838308747,-0.7027830080708828,-0.1584695561651053,-0.8555243036737704,0.0855865910659466,0.4348446067792346,-0.1385903347402372,0.8794763145103071,0.8724504156804497,0.2311784073419629,0.8762462858324598
10,4,-0.1303138639584186,0.1265403067191765,0.6917773297387619,-0.1311861142938413,-2.13035603393382,1.6216993095884005,0.5549542410985148,1.5839070989372797,0.2476564864001746,0.4892200116065953,0.5546396446026562,0.5432039503763934,3.276543443830167,1.424400475212266,0.2050760292341552,0.5433527565928323,-0.2107192565183178,-1.1293998509422996,-0.0044948572737737,-2.066086135601865,-1.435380672259463,-0.1412118619334086,-1.2555736294210096,0.0850418675458473,0.4348446067792346,-0.2684241174344967,0.505033671847579,0.5579671255300553,0.3224235509574406,0.4997592260924226
10,5,-0.1325189975944374,-0.0462280738139075,0.7081464803470376,-0.1607168276006253,-1.2957217648657064,1.5084199092287771,0.7691573721257055,1.4388416657231045,-0.0142331314023088,0.896110751487809,0.7692751504290873,0.7637444341853145,0.959833397032493,-0.8783737803624709,-0.4002623460199068,0.7640166091253455,-0.2107018497586559,-0.8282557331229221,0.659190241421851,1.087904923380576,-0.6843276452271381,-0.1653052052873762,-0.8820008229661981,0.1126411925642078,0.4348446067792346,-0.0910901703398965,0.8334618576546723,0.901000361171476,0.2145883812300638,0.8497331126113294
