f_id,i_id,ic.eps.max,ela_meta.lin_simple.coef.min,ela_meta.quad_w_interact.adj_r2,ela_level.qda_mda_10,ic.eps.ratio,ela_meta.lin_simple.intercept,ela_level.lda_qda_10,ic.eps.s,disp.ratio_median_02,ic.m0,ela_level.lda_qda_50,ela_meta.lin_w_interact.adj_r2,ela_level.mmce_qda_50,ela_level.lda_mda_10,ela_level.lda_mda_25,disp.ratio_mean_02,disp.ratio_mean_10,disp.diff_mean_25,pca.expl_var_PC1.cov_init,ela_level.mmce_qda_10,ela_level.mmce_mda_25,nbc.nn_nb.sd_ratio,ela_level.mmce_lda_25,ela_meta.quad_simple.adj_r2,ela_level.mmce_qda_25,disp.ratio_median_05,nbc.nn_nb.cor,nbc.nn_nb.mean_ratio,disp.ratio_median_10,disp.ratio_mean_05
4,1,-0.2364420201904769,-0.1340997402524032,0.5846113190617186,0.836093225023955,-0.0415963275368578,-0.1808566741327474,-0.9061470993231132,0.0083173146411302,-0.6642032654929246,0.3482578060913371,-0.2287674285015181,-0.4853153888328532,0.1796800324546903,-1.0921561914321751,-0.2276875860653924,-0.6913467034115216,-0.7827181010735615,-0.8055690228732099,0.4416545473180059,0.9597151526670744,0.8038682192098988,0.7493798295052788,0.7764779365650287,0.6146897979881553,0.6300607826586101,-0.7412560566701517,0.6072292914131568,0.4631820032876671,-0.756556199161443,-0.7713968533084996
4,2,-0.2363873655394749,-0.1340996505158448,0.7058824834104166,0.0419727071993322,0.1249519292889455,-0.180850438577909,-0.1530608745975613,0.1324328174926355,-0.5566128382443404,-0.2405512318524876,0.0346014516269765,0.2264120915876941,-0.565033155989668,0.5913679555245215,-0.0768039507267514,-0.5882866229737924,-0.5508511818739816,-0.3708679885898648,0.4416545473180059,-0.122470719382398,-0.4021038944988039,0.5204488993841254,-0.4076886815290419,1.056510546203243,-0.270562866859809,-0.5999027687250772,0.2616969143443207,0.3419605943628158,-0.5409191139896542,-0.6226466136293871
4,3,-0.23644279582614,-0.1340998000258212,0.6521264000051892,0.1469238651147538,-0.1730748804411392,-0.1808565193054616,-0.292179655373205,-0.1489039217381992,-0.7171018922234802,0.0611635573422028,-0.4160285432035194,0.1254738490087949,0.0484548625064626,0.0386513122576111,-0.2501940949166217,-0.7396561161167066,-0.7004656159752396,-0.648664098791162,0.4412371850682426,0.2502322987923164,0.2058591901264088,0.4691367943569705,0.0664331226405898,0.982464945444087,0.2092312567401381,-0.7165753238543452,0.3607656378395811,0.5066973808504363,-0.6732418707996152,-0.7502285499695488
4,4,-0.2364416141008481,-0.1340996720144643,0.6694051410997265,0.3095535630743452,0.0154083597363273,-0.1808541451104886,-0.5076179126143231,0.0414230481689542,-0.690652578858202,0.0066688156814877,-0.3209048156133376,0.0914515340181432,-0.2019906511171264,-0.5493685896610789,-0.0948091578077349,-0.7368955782478391,-0.7515188825879916,-0.6008993993804097,0.4416545473180059,0.5757861399690252,0.3704839548548981,0.3803273818099713,0.4791087409898373,0.9600826313429758,0.250425701695689,-0.7305984674996896,0.3655982584978867,0.397908936943517,-0.7194498176221426,-0.7639593413245448
4,5,-0.2364473300003086,-0.1340997432852005,0.6770845815861878,1.172947791364389,-0.0152831039952415,-0.1808545370812226,-1.0533527120421184,0.0744874511929983,-0.6561339834492816,0.1302788394484769,-0.2741773704813187,-0.0477013467256113,-0.1432083983327468,-1.0105174057999362,-0.2185949564894962,-0.6918067930563319,-0.7224468835446178,-0.7058126595020803,0.4416545473180059,1.1887254409431034,1.1430718042085988,0.4434807418433892,1.16867149297415,0.9096457728548552,0.717296077858599,-0.6890899623094687,0.6410576360212942,0.422774866979381,-0.689344640146859,-0.7307765955499734
5,1,-0.2364582483148766,-0.1340997971907264,0.7174016441401084,-0.9011011537290486,-0.7778411978793149,-0.1808588914359329,0.950033545176611,-0.8604912053194068,0.579362756121972,-1.3065215443376967,-0.851463335011761,1.4728220199181956,-1.2178473295176018,1.4551945656602314,-1.4503311728995734,0.5757401783987645,0.6637911196210586,0.7662700145500168,0.2962038032754944,-2.226222093055334,-2.088933460530724,-0.5590788486871755,-2.8033313336373573,1.2286704005563116,-1.7923341275707525,0.608892213503641,0.3680145688270391,-0.5065892681111435,0.6793907543688811,0.597105351739333
5,2,-0.2364582483148766,-0.1340997971907264,0.7174016441401084,-0.863639833906547,-0.7778411978793149,-0.1808578074462064,0.7898131872987589,-0.8604912053194068,0.4569786451267059,-1.295888424013656,-0.8134314106843845,1.4728220199181956,-1.2004610293982785,1.254407282078238,-1.4401582308988174,0.4538164225237725,0.5765751224909406,0.7761611115961372,0.2974558900247847,-2.248674082102004,-2.103481695553241,-0.7406447587832667,-2.8033313336373573,1.2286704005563116,-1.7899109249263083,0.5191440941734344,0.2834437073066946,-0.4879398205842384,0.5869748607238279,0.5101436731576987
5,3,-0.2364582483148766,-0.1340997971907264,0.7174016441401084,-0.8823704938177979,-0.7778411978793149,-0.1808587677190055,0.7333317204443422,-0.8604912053194068,0.5376714655631458,-1.3570288658768963,-0.8453149869680744,1.4728220199181956,-1.2145356533043972,1.4695365144875174,-1.4544723705281997,0.5122478074148057,0.6127378530083067,0.7770910437970544,0.2949517165262046,-2.2419384853880024,-2.08816776395059,-0.6064438687122414,-2.7889180307906005,1.2286704005563116,-1.7616402274077927,0.5898207381459717,0.0828899499870205,-0.4786150968207894,0.6198805198247173,0.575364932093924
5,4,-0.2364582483148766,-0.1340997971907264,0.7174016441401084,-0.9917813326644698,-0.7778411978793149,-0.1808573419107508,0.9424521402297096,-0.8604912053194068,0.5027045767073545,-1.362345426038917,-0.8376734686852064,1.4728220199181956,-1.2012889484515794,0.7678842487834151,-1.50281635154064,0.4970648491360339,0.6205376576297,0.7849531978593554,0.2964124844003761,-2.2531644799113373,-2.087402067370457,-0.8610308513469728,-2.816227446710771,1.2286704005563116,-1.77456397484483,0.580285000467137,-0.057256049103836,-0.4972645443476874,0.6205806402311206,0.5805139788520479
5,5,-0.2364582483148766,-0.1340997971907264,0.7174016441401084,-0.9566985093386348,-0.7778411978793149,-0.1808589374549796,0.8005535109735363,-0.8604912053194068,0.5219811949227259,-1.418169307740137,-0.8575677662837071,1.4728220199181956,-1.2033587460848325,0.5340001602153777,-1.416841487728944,0.4989052077152788,0.6850633140430377,0.8105686030300775,0.2970385277750214,-2.29582325910001,-2.0896991571108545,-0.8610308513469728,-2.8033313336373573,1.2286704005563116,-1.7826413169929771,0.5971127728415514,-0.2070672895113029,-0.5003727856021774,0.6933931624969178,0.5896678397553782
7,1,-0.2364385342382239,-0.1340997397285935,0.7089222619363075,-1.5204021790486628,-0.1730748804411392,-0.1808564060662598,1.8737013812074472,-0.2233814895498583,0.1216551468686154,-0.8586013506874275,0.0783425562806336,1.2214438726649937,-0.7128167070039189,1.274265365069866,0.3730561481916201,0.1478568087242666,0.1851667451265148,0.2273320344729408,0.4412371850682426,-0.9756463031558406,-0.8056259922286364,-0.1387142959647125,-0.4615489184827137,0.4989456394515866,-0.93048172036344,0.1708092060230704,-0.0548397387746829,0.2393886329648625,0.1620017740378667,0.1868979600088572
7,2,-0.23644279582614,-0.1340996671778864,0.7058824834104166,-1.2403342165661486,-0.2169010647425665,-0.1808572147563278,1.1422221605805647,-0.2647533238336935,0.0360310985166168,-0.744295307203977,0.3265162333868738,1.0930942862547637,-0.6225735301940959,0.0717481172436549,0.5448258237442021,0.0585994176308765,0.0837692850484118,0.1756785276765343,0.4412371850682426,-0.5063997320804471,-0.3944469286974787,-0.0893757334386018,0.3235967892221979,0.2643912519536393,-0.7673194089708655,0.072647200505658,-0.0234277044956979,0.3606100418897139,0.0653851579544025,0.0947872346691005
7,3,-0.2364435364515063,-0.1340996898219575,0.7046025766626732,-1.128842193284893,-0.2169010647425665,-0.1808573741089285,0.8965846403009552,-0.2481797918178913,0.0884814318003023,-0.5608739816142494,1.3943086214882947,0.9745805349840108,-0.6424435874733228,-0.0440907002074933,0.597130950314459,0.0954065892157805,0.1865848914213133,0.1761857634224891,0.4408198228184793,-0.5400777156504514,-0.1869431554815686,-0.0893757334386018,0.6960668785778609,-0.5409121451226464,-0.5791173369190344,0.1248132948663397,-0.2771402890567315,0.3916924544345509,0.1557006903802487,0.1428450044115827
7,4,-0.2364478663989436,-0.1340997428429176,0.6972431128631481,-0.9064527708465484,-0.2957531705636158,-0.1808576721070254,0.8280992822806116,-0.3474969924013636,-0.3064650948913804,-0.568848821857283,0.6102624956030163,0.8594528908924226,-0.5261209604845152,1.0900264839808944,0.3319142500115729,-0.291068712425701,-0.2069507053853116,-0.1587589074897262,0.4399850983189528,-0.7488812137844783,-0.422012005582249,0.563866834407103,0.0368479220604046,-0.0449752539096663,-0.6469670109634713,-0.2571771380328504,0.5468215331843392,0.5377797933952664,-0.2251648107023904,-0.2433335024476505
7,5,-0.2364461801122392,-0.1340996831999425,0.699482949671699,-1.1939535348811467,-0.2694837294238992,-0.1808574482436735,1.241285851886745,-0.3143912588735396,-0.1908053855991501,-0.7496118673659974,0.1464574692503343,1.030209438641711,-0.5832473751622925,0.978600573861218,0.2695262074759651,-0.167304597971465,-0.0665542222002454,-0.0268776135414538,0.4408198228184793,-0.7129580313098068,-0.5284438302206681,0.1375816541815068,-0.1907305439410183,0.4414568189864034,-0.8109370565708623,-0.1567714295321818,0.3051905002690692,0.444532555760769,-0.0991431375500475,-0.1380641020593571
8,1,-0.2316908323545753,-0.1340344778646835,0.6970831245196802,0.0407834589509989,0.865618822223255,-0.1804104907853606,-0.1847764186254334,0.753010331750162,-1.042114641203581,0.0425555967751313,-0.2935007500471912,0.0746822413213293,-0.0438581119366122,0.3299031961347874,-0.2871947954680428,-1.089324246173284,-1.0748562378020818,-1.0091396355831077,0.4416545473180059,-0.0416435588143872,0.0810506475648095,0.832268614549141,-0.1482492302874193,0.9850711053051754,-0.0775143895190897,-1.04135133068053,0.4960790162721321,0.777114369990486,-1.0310033984709923,-1.0883492870863012
8,2,-0.2303131522593406,-0.1340633763199752,0.7058824834104166,-0.0730870608269233,0.913823246714635,-0.1802566460119309,-0.0538708265422668,0.7943821660339968,-0.9484213108079378,-0.1701068097057084,-0.2980680943082155,0.2515660306329152,-0.1440363173860479,0.7491293926246573,-0.2099524570906239,-0.9839637175114996,-0.9316234620274186,-0.8294936422240822,0.4416545473180059,-0.3604618032770995,-0.3048604288219753,0.9309457396013624,-0.451687184955984,1.0361211778782582,-0.3618368331338731,-0.9308489587552145,0.8295298416952048,0.7211660274097849,-0.8958801600354239,-0.9699212116494698
8,3,-0.2295642533891954,-0.1340138266817459,0.7068424134712245,-0.0656542592748398,0.9357582300662982,-0.180191178515057,-0.0566506750227971,0.7943821660339968,-0.9277998122519592,-0.138207448733583,-0.2406688736432259,0.2128676628710367,-0.1610086579787208,0.6520454313322668,-0.2196752689143551,-0.9687807592327268,-0.88837000003606,-0.8535873401569399,0.4416545473180059,-0.407610980275101,-0.2543244545332296,1.1579031272214748,-0.4403082616559128,1.0284560018162336,-0.3093341091709159,-0.8983152654980131,1.206474253043026,0.6963000973739207,-0.8524726948385039,-0.9395990474071888
8,4,-0.2312303032901594,-0.1340618038125446,0.6983630312674236,-0.0347338048181717,0.8875538055749183,-0.1803717336646411,-0.116922844350664,0.753010331750162,-1.0093892195821363,-0.030547105452658,-0.2630225104592011,0.0519469502612257,-0.0446860309899133,0.3078386594774233,-0.2920562013799085,-1.0538973435228147,-1.026639263778927,-0.9987413027910322,0.4416545473180059,-0.2077882777597422,-0.0031759762497661,1.055278917167165,-0.2089368212211323,0.957629775003128,-0.1542491399264901,-1.0211580038312331,0.9406801168362288,0.7677896462270369,-0.9917966557124864,-1.057455006537562
8,5,-0.2312303032901594,-0.1340281404434272,0.6998029263586352,0.0244312955364146,0.8875538055749183,-0.1803542100446281,-0.14522675615243,0.753010331750162,-0.9838364931105972,-0.0491550660197323,-0.2985511787973623,0.2362479267271719,-0.1105055957273525,0.5207614382209621,-0.2882751078929016,-1.029052502703006,-0.9784222897557752,-0.945819706629738,0.4416545473180059,-0.3425002120397593,-0.0958252624457998,0.9783107596264322,-0.328794813315215,1.0120525250435015,-0.2083673323190769,-0.9572124688084608,0.6966327735918062,0.7584649224635879,-0.9371872640131368,-1.00310395742404
9,1,-0.2330059474735361,-0.1340772493436522,-0.1220571940361705,0.8488776436935388,0.8261708781117804,-0.1805614263479935,-0.8909842894293103,0.7612764325061728,-0.8762460658620128,-0.0132682849260887,0.4448719332278431,-1.2010739492285964,0.1751264776615342,-1.0105174057999362,-0.4821911881550936,-0.7571395226195355,-0.99260375270376,-1.2444970217061793,0.4416545473180059,0.9372631636204,1.2985082099755,1.1993475197434076,0.7893740496384443,-0.0642914975859677,0.8190705889252562,-0.97628394416613,1.1533154258016662,0.9884747752953515,-1.0793117065127251,-0.8720893232451298
9,2,-0.2330059474735361,-0.1340887389290374,-0.081580143138782,0.9791003268860456,0.8174143977318751,-0.1805683340528892,-0.9589642204531944,0.753010331750162,-0.9448349632329852,-0.0079517247640683,0.4035462510199206,-1.2062337315968468,0.2024478064204712,-1.0105174057999362,-0.4929943124036837,-0.8758426509808468,-1.110309895172049,-1.3052807719297737,0.4416545473180059,1.0382971143304174,1.313056444998017,1.017781609647321,0.7901326445251156,-0.0179938341713402,0.8578418312363628,-1.0441559594095988,0.7908688764287571,0.9822582927863855,-1.151424108372122,-0.9928058639077948
9,3,-0.2328430322961364,-0.1340854562011291,-0.1490952240822522,0.8230114942922878,0.8261708781117804,-0.1805603693294371,-0.8792331117616128,0.7612764325061728,-0.8919363365024308,-0.0464967859387221,0.4450036835430651,-1.190270654895072,0.1958244539940622,-1.0105174057999362,-0.4740888449686511,-0.7760031980567973,-1.003948923062151,-1.2602213298307805,0.4416545473180059,0.921546771287736,1.279365795472187,1.5683999674387152,0.7893740496384443,-0.0802350637949788,0.8328020705771063,-0.9841369046075236,1.3466202521338824,0.9542841214960384,-1.0744108636679124,-0.873233555858046
9,4,-0.2330059474735361,-0.1340879350033672,-0.0559820081839116,0.889906708261041,0.8174143977318751,-0.1805702861792213,-0.9139812177682451,0.753010331750162,-0.9071783136959808,0.0066688156814907,0.4345075750970573,-1.1549583943123582,0.1892011015676533,-1.0105174057999362,-0.4826413183321183,-0.7944067838492498,-1.0394025804321163,-1.2767910308653068,0.4416545473180059,0.9709411471904044,1.2908512441741748,1.017781609647321,0.7893740496384443,-0.0454351644733877,0.8190705889252562,-0.9824541273700824,0.7594568421497768,0.9791500515319024,-1.1038159207367926,-0.88124318414846
9,5,-0.2328430322961364,-0.1340923036642917,-0.0921393738076659,0.9348008296356268,0.8261708781117804,-0.1805629582625794,-0.9367254326089496,0.7612764325061728,-0.9390071484236866,0.0066688156814877,0.4337609899774666,-1.1836596837357511,0.1763683562414859,-1.0105174057999362,-0.4875927502793884,-0.8477771826473584,-1.1117280414668471,-1.3355458381050824,0.4416545473180059,1.0068643296650803,1.305399479196692,1.6315533274721374,0.7908912394117869,-0.0284184736156933,0.8198783231400708,-1.0660320634963367,1.8733759038891704,0.9977994990588006,-1.1633261552809548,-0.9979549106659172
10,1,0.0656575289467888,-0.1254562527153997,0.6889237190028151,-1.9580455344353516,1.6676686426207024,-0.1410751423195144,2.813542881125007,1.5639148159148415,0.6255369811494897,-1.0101233153050266,-0.3811586264414675,1.3509221614682787,-0.9719553706871698,1.1871104452732848,0.4910802806074666,0.6226693221695146,0.6396826326094812,0.7335533089359261,0.4416545473180059,-1.2630317629532106,-1.2734666026895995,-0.66367660124253,-1.0168403755261846,0.6131567627757506,-1.2026881507560028,0.6195498026741031,-0.4462820120974199,-0.2113063489352226,0.6450848544551865,0.6239948181428644
10,2,0.0328431028552663,-0.1041806080872897,0.6905236024374947,-1.990452549202436,1.6588683798388972,-0.1459188311309788,2.6252713249436197,1.5597611002849463,0.7376103428667655,-0.9077795321861222,-0.3536667273318398,1.325284492826034,-0.866395691391276,0.7689874756162854,0.6918383395604318,0.7639168431265796,0.7325712149187917,0.7043027142525271,0.4416545473180059,-1.0183050823445126,-0.9656565774763308,-0.3636981410837774,-0.4441012360892698,0.4848417154974619,-1.1025291081189768,0.7480017984654606,-0.216732530827914,-0.2144145901897056,0.7297994236298195,0.7521488707894853
10,3,-0.0459242970022,-0.131863396884659,0.6988429962978273,-1.2317121667657311,1.6062857151575645,-0.1584361156663997,0.8131891858850385,1.5308090823870175,0.8734432572681053,-0.5555574214522291,1.719600149771063,1.2022559319830624,-0.8572885818049636,-1.3337628678302855,2.186900709529892,0.8816997921982694,0.9261481841588076,0.890711850890951,0.4416545473180059,-0.5131353287944478,-0.7351819068564454,-0.4761900636433094,1.3818366561288156,-0.373811306970514,-0.7172398876523541,0.8949643438686748,-0.5187713219720009,-0.1615744888634875,0.9125308497007172,0.8917452495652676
10,4,0.1268319871648361,-0.1303039817322045,0.6849240104161167,-2.143270949113277,1.7026945641403244,-0.1311407106060371,3.2939512412603347,1.6507915348605176,0.5668105396096375,-1.068605477087257,-0.5421575116425783,1.354308268647443,-1.1408508575605985,1.43974939000008,-0.1713312879019145,0.5794208955572544,0.5163039049619984,0.5843414603341944,0.4416545473180059,-1.586340405225252,-1.739775819990298,-0.5847349012007529,-2.0864591657328737,0.6353857733556213,-1.4547012257781988,0.5298016833438965,-0.3665437712353863,-0.2890123802973049,0.495259087485178,0.5261629297385257
10,5,-0.0459242970022,-0.1325091125000763,0.7012428214498465,-1.3060401822865686,1.5887727543977537,-0.1606711877466069,0.970250625035015,1.5059694496152043,0.7819913941068071,-0.5661905417762698,3.216459397778336,1.1546891882757533,-0.8386604031056883,-0.878130185855766,2.0933636587441837,0.7873814150119557,0.9119667212108212,0.9185252776274776,0.4416545473180059,-0.5827364948391235,-0.8262997998922141,-0.2571268460273782,1.085984650326966,-1.265117979462714,-0.6986620007116137,0.8500902842035716,-0.2118999101696085,-0.1149508700462354,0.9153313313263248,0.866000015774651
11,1,-0.0851468341104603,-0.1329256705722241,0.7052425300365449,-1.5034553915099118,1.571216011236043,-0.1670921972717411,1.2843735033349686,1.5059694496152043,1.8363775811429424,-0.1581445493411595,4.30932826254365,0.9886086932976916,-0.877572598610841,-1.0105174057999362,3.0904020008536413,1.8483481359467837,1.8032716674917697,1.6852966469292936,0.4416545473180059,-0.8364439710664895,-1.2443701326445642,-1.5458500992093884,0.7893740496384443,-1.1808010427804452,-0.919173441356034,1.8193699729698003,-1.676183969636144,-0.9759336975381268,1.7918820801415212,1.827727526930759
