f_id,i_id,ela_meta.lin_simple.coef.min,ic.eps.max,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ela_level.qda_mda_10,ela_level.lda_qda_10,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.intercept,ic.eps.s,ela_level.lda_mda_10,disp.diff_median_02,disp.ratio_median_02,ela_level.mmce_mda_50,ela_level.lda_qda_50,ela_meta.lin_w_interact.adj_r2,ic.m0,disp.diff_median_25,ela_level.mmce_qda_50,ela_level.mmce_mda_25,disp.diff_mean_25,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.adj_r2,ela_distr.number_of_peaks,ela_distr.kurtosis,nbc.nn_nb.cor,disp.diff_mean_02,disp.ratio_median_05,disp.diff_median_10,disp.ratio_mean_02,ela_level.mmce_qda_25
3,1,-0.1341096514461001,-0.2367690625116222,0.6305533290245298,-0.4293485050597294,-0.1744361587097457,0.0713841582547746,-0.1685196570002955,-0.1809046170210648,-0.4105294286314377,0.8798175644227226,-0.796980770888247,-0.7977833216877486,-0.3340142779480248,0.0481950806142392,-0.4566544616175211,-0.1632651625240301,-0.8217218812568573,-0.1384407314739101,-0.0780933899293349,-0.847510816639541,-0.2948730306363951,-0.0257306805219453,-0.5222909618077735,-0.2687850193478465,0.4326387244221268,-0.8333489216491158,-0.7982492777395072,-0.823419742648237,-0.8340549935557027,-0.1051550010114323
3,2,-0.1341096521492697,-0.2367628534997003,0.6742777138855279,-0.2136722662333407,-0.5059599208352186,0.4614503760752664,-0.1685158437860383,-0.1809008300169156,-0.0509098882385896,1.042270947681162,-0.7492538185885407,-0.7497283600756007,-1.123135623432482,-0.6132301585084352,0.5462609861465234,-0.6248282865807887,-0.346712760132182,-0.947792337797467,-0.6638429792129524,-0.3845167582208861,3.5571234476811413,1.0340097589093662,1.2997858496993018,-0.2857881207430212,0.1006072385807184,-0.7704096423296614,-0.6560065952899835,-0.5919647705463948,-0.7707220643323175,-0.5627084077499679
3,3,-0.134109614080277,-0.2367430826716787,0.6650558436239355,-0.0929280462150509,-0.6203296774824469,0.659385012479002,-0.1685173915177451,-0.1809002640050111,-0.1162767007010044,1.7411475830412964,-0.5084399073218329,-0.5076401572370426,-0.6828813433690027,-0.2627951367445423,0.4637406216037142,-0.6550731636557326,-0.3507173213326951,-0.4559143620745921,-0.9902645650042092,-0.3421551884428909,0.980927847274328,0.947143106649714,-0.131845930770543,-0.2855263417681385,-0.0605256883717295,-0.5318138930403745,-0.4412258118303463,-0.408193422059276,-0.531360846532176,-0.8717366248665703
3,4,-0.1341096327295587,-0.2367640034681702,0.6583779375724377,-0.2568075139986184,-0.4034727363071828,0.2356358450601696,-0.1685187397853499,-0.1809029014384942,-0.2061815857992165,0.9245195020978664,-0.7053493093248134,-0.7057535367135405,-0.6926728306521278,-0.13352335571532,0.1008727613972352,-0.3315844784193717,-0.5537570945416816,-0.4451944732491154,-0.3540063238776024,-0.5716918230749667,0.3645468968540707,0.5690850400356724,0.1935249284271489,-0.26437098025009,0.4570528042634068,-0.7478367933213992,-0.6775413440273617,-0.6554686618089937,-0.7479035824797752,-0.2728447312297438
3,5,-0.1341096184093561,-0.2367652967674018,0.6536080046785104,-0.3344595784072403,0.0136055450764762,-0.1929071503913866,-0.1685194275196374,-0.1809033177281744,-0.3696598600649936,0.1602253969692253,-0.8413854128856543,-0.8403980989664462,0.0337104666848976,-0.2270400467826713,-0.2030746081951845,0.0813238433863917,-0.9804558709708072,0.024419117990076,0.3274835457651133,-1.0120987265818135,-0.2097045344568632,0.2443575358258619,-0.6524393054868503,-0.2773777749542361,0.8720921615651676,-0.8667670319887091,-0.8702206748354806,-0.9215722482663948,-0.8661871414705073,0.0649302967814262
4,1,-0.1341096072666651,-0.2367586932870748,0.5658412394302529,-0.0929280462150509,0.8352854071186415,-0.9083229075906124,-0.1685177710480347,-0.18090238662661,-0.0345375635681158,-1.094699731423156,-0.6947393506174685,-0.6948731680466381,0.1385156453820514,-0.2283578019409711,-0.5025871021499869,0.3587877156826192,-0.8103046216639056,0.1881035742867913,0.8205082965907067,-0.8330209436772492,0.6731686786541852,-0.0519051896773962,0.6490441313039177,-0.2516865357198023,0.6425998110571356,-0.7242713271743372,-0.7710474898607131,-0.7858744595684194,-0.7241537340210068,0.6414635597224777
4,2,-0.1341095175299902,-0.236704034814601,0.6863615438834761,0.0709945137241264,0.0418266538595587,-0.1564488266688367,-0.1685131822533127,-0.1808961510220005,0.0880711421312169,0.569084583022348,-0.5861748236423128,-0.5860694813776244,-0.868194306394075,0.0350614542031832,0.196539364437267,-0.2237549166739181,-0.390166509329238,-0.5536302717529838,-0.366821951957167,-0.3947449038413277,1.4082322199420785,0.6646219984530679,1.2997858496993018,-0.2753294937199144,0.2934784693268311,-0.619789182416224,-0.6282381034970493,-0.5673430863901935,-0.6198406741236677,-0.2488890554842708
4,3,-0.1341096670401607,-0.2367594689769706,0.6329382954714934,-0.222333789510884,0.1466903528114327,-0.2953436862485143,-0.1685184697239712,-0.1809022317980884,-0.1898500898685695,0.0228487104553769,-0.7477176966208107,-0.7483683139922381,-0.1454374858285774,-0.4156547351073334,0.0973882162533931,0.0747488701092277,-0.6534451074055152,0.0574033912992378,0.231743265406015,-0.6748256247477525,1.4516733929169905,0.5641773195690255,0.0633765847480721,-0.2723239090535083,0.393576196676079,-0.7729095669755276,-0.7461125176384863,-0.7010354890482975,-0.7730504808478839,0.2254333242760958
4,4,-0.1341095390286376,-0.2367582871690521,0.6501100538896307,-0.036822059611263,0.3091845265413909,-0.5104351808746259,-0.168515818013033,-0.180899857584165,-0.0018337429669952,-0.5582764793214614,-0.7209248716022628,-0.7216207410194376,-0.4703698045574715,-0.3205128126780789,0.0639682605556333,0.0208340892365009,-0.6102469684978542,-0.192040175601298,0.3938232675887403,-0.6266681057848403,0.8140767758264132,0.5298232763024963,1.2997858496993018,-0.273360581642871,0.3984590126443351,-0.7704831695251282,-0.7602801154920241,-0.7487191126630214,-0.7702563810292055,0.2661579730433999
4,5,-0.1341096102994663,-0.2367640034681702,0.6577419465199141,-0.0670296606936403,1.1718592623947712,-1.055291582804349,-0.1685157194171609,-0.1809002495580276,0.0308292488942989,-1.0140181853753394,-0.6874517022124237,-0.686712891546463,-0.3670152165689281,-0.2737764297303751,-0.0727209421323595,0.1431285921917119,-0.7086569299147151,-0.1334930904775359,1.154468487134647,-0.7324441784095735,1.8458946428810443,0.3824280716208645,0.5839699594643794,-0.2609706384593263,0.6767795228349273,-0.7248963083358035,-0.7183440258455508,-0.7178584497161088,-0.7246194173241188,0.7277039924061792
5,1,-0.1341096642050622,-0.2367749225461504,0.6978093828289011,-0.8175657349472288,-0.9004613151924117,0.944870087164569,-0.1685197905929983,-0.1809046039474935,-0.8927985034634454,1.4227825635012668,0.5625586180862534,0.5627161103693886,-1.3414495250784575,-0.8511728149254576,1.4208818172509223,-1.2783806303306746,0.7467028544674513,-1.2038327593598352,-2.0275765789736546,0.7517449856633356,-0.4032199898065386,1.945864221612381,-0.6524393054868503,-0.294379483908055,0.4009004206284629,0.55815325255728,0.5930088314779388,0.6644095834331365,0.5583380827525184,-1.753305492299979
5,2,-0.1341096642050622,-0.2367749225461504,0.6978093828289011,-0.8175657349472288,-0.8630312130169553,0.7849076149147687,-0.1685197905929983,-0.1809035199491148,-0.8927985034634454,1.2243495718701491,0.4395259656010816,0.4389519167833839,-1.3240424365751242,-0.8131336160225332,1.4208818172509223,-1.2678606730872168,0.7569272660432289,-1.1865160158725252,-2.0418999280037555,0.7617174276432661,-0.4032199898065386,1.945864221612381,-0.6524393054868503,-0.2943606859497523,0.3154511411839827,0.434848145759704,0.5023362052152947,0.5706577860691413,0.4349320074275415,-1.7509099247254314
5,3,-0.1341096642050622,-0.2367749225461504,0.6978093828289011,-0.8175657349472288,-0.8817462641046835,0.7285170588456353,-0.1685197905929983,-0.1809044802295787,-0.8927985034634454,1.4369563486177757,0.5206903635239358,0.520554681785146,-1.3374604006297777,-0.8450232908533915,1.4208818172509223,-1.3283504272371047,0.7582905209199994,-1.200534332028919,-2.0268227184983845,0.7626550076584732,-0.4032199898065386,1.945864221612381,-0.6524393054868503,-0.2939380799982793,0.1128142785013585,0.4942213560990258,0.5737408983971266,0.6043037074047641,0.494073786922907,-1.7229616363557128
5,4,-0.1341096642050622,-0.2367749225461504,0.6978093828289011,-0.8175657349472288,-0.9910659276012548,0.9373008850076386,-0.1685197905929983,-0.1809030544099434,-0.8927985034634454,0.7435311690716802,0.4853952820328355,0.4851934836177151,-1.3374604006297777,-0.8373803109352517,1.4208818172509223,-1.3336104058588336,0.7662996433210253,-1.1873406227052543,-2.026068858023116,0.7705818205143155,-0.4032199898065386,1.945864221612381,-0.6524393054868503,-0.294408725176526,-0.0287873845780656,0.4789276994419622,0.5641069318567205,0.6049164642502805,0.4787062379201748,-1.7357379967533
5,5,-0.1341096642050622,-0.2367749225461504,0.6978093828289011,-0.8175657349472288,-0.9560123398496366,0.795630651303754,-0.1685197905929983,-0.1809046499669075,-0.8927985034634454,0.5123894425563117,0.5050076299464126,0.5046874774792468,-1.336372457598319,-0.8572784138255806,1.4208818172509223,-1.3888401813869926,0.7940759614352215,-1.1894021397870769,-2.028330439448921,0.7964078882059304,-0.4032199898065386,1.945864221612381,-0.6524393054868503,-0.2941803647941814,-0.1801546795940013,0.4808394065240953,0.5811080492809668,0.678837221886657,0.4805689711326271,-1.743723222001791
6,1,-0.1339235084182185,-0.229555139495225,0.6202184744210213,0.8905642212644028,-0.4851654196266312,0.5001794604448947,-0.1681103599405574,-0.1798632413391754,0.7665223118301222,1.4380466397805816,-0.2197918724553438,-0.2193103875641544,-0.8054562582466436,-0.3584641612371166,1.132773289221422,-1.0574615282180355,-0.028222339546705,-0.6591799463423023,-1.1515907067116662,-0.0129793685583458,-0.3562624468128836,1.3178395925637847,1.0394891623411482,-0.2813183839910344,-0.2167757993559214,-0.2218232369529683,-0.1431395529919038,-0.1191393064789005,-0.2216814499619532,-0.9763430756218042
6,2,-0.1340160259312977,-0.2301910961676515,0.596209812188255,0.8647089278986021,-0.3259389532294514,0.1542669218731651,-0.1682681547336862,-0.1800138739570058,0.7501499871596486,0.6704816611635231,-0.3398951760718209,-0.3399011402889788,-0.5327452050277504,-0.2318278905244941,0.9404897526475824,-0.8996621695661517,-0.3218333586311229,-0.4864248148855667,-0.6713815839656374,-0.2943386076673259,-0.3217067249606016,1.0281204943493898,1.169637506020225,-0.2779632965443327,0.1152556864854821,-0.3247613106062814,-0.3386524033707301,-0.3409572845558045,-0.3245974599499511,-0.7080395072725043
6,3,-0.1335179979700392,-0.229880445590003,0.6057496779761091,0.8905642212644028,-0.2846470151152571,0.1707930132491304,-0.1682449101209256,-0.1797706093040794,0.7665223118301222,0.911436008144163,-0.4408148169750177,-0.4409978991522715,-0.6049120927811542,-0.2422381562750634,0.9781861955673302,-0.8917722016335584,-0.1714493050373917,-0.5536302717529838,-0.9216632617547764,-0.1706632802068201,-0.4457356437528235,1.1887665442909685,1.0394891623411482,-0.281615670220489,-0.089822584181265,-0.4538383022479898,-0.3675543029919472,-0.2953347521487265,-0.4535917349122857,-0.8685425347671739
6,4,-0.1339475653210617,-0.2272544473107845,0.6477250874426671,0.9336994690296806,-0.7355906270386146,0.6897879744760065,-0.1680809476888481,-0.1793128836943392,0.8032885920439913,1.440227222106198,-0.2444412714724078,-0.2442445657591372,-0.7303881890760173,-0.1871559906581269,1.130397462986984,-1.0351066190756848,-0.0893984021417753,-0.6740228693314243,-1.0875125663138443,-0.072728785891092,-0.3251029715768581,1.3049159286682812,1.429934193378379,-0.2869981522811759,0.0102751431679828,-0.239028600692165,-0.2309786596838395,-0.1687726109657216,-0.2389117321771387,-1.0346352199357869
6,5,-0.1340263859945388,-0.2324271713946055,0.4790284607607807,0.7870568634899803,0.0180615096211736,-0.066627627739927,-0.1683651698339847,-0.1804619535419899,0.7011146706278809,0.6955583579081143,-0.0022698570714266,-0.0021563629205791,-0.3485201850341362,-0.1636999488403881,0.6119921786326383,-0.6800580621089478,-0.1144482105024307,-0.2505872607250601,-0.5100554422581804,-0.0969353971928037,-0.3712511036774367,0.5146093428558907,0.6490441313039177,-0.2688504640915671,0.256857349564911,0.000559765735922,-0.0570005580423913,-0.0803685097080506,-1.6197680110276657e-05,-0.4525122993207917
7,1,-0.1341096067428547,-0.2367552070910828,0.6893825013829633,-0.222333789510884,-1.519246258299364,1.8670512166172837,-0.1685189001151977,-0.1809021185579827,-0.2634234790361344,1.2439748128007018,0.1000787344994258,0.0998470933316218,-0.8388198445446996,0.0788109254587407,1.173954277285012,-0.8352274314499671,0.1733689753557133,-0.7008225913951192,-0.7641064224236619,0.2083747495773768,0.014684308359685,0.9109895658787476,-0.5222909618077735,-0.2671071275141568,-0.0263459765939371,0.1252986528450976,0.1504130745334068,0.1421736355499183,0.1252526108573188,-0.901281958285987
7,2,-0.1341095341920534,-0.2367594689769706,0.6863615438834761,-0.2654690372761617,-1.239411684892379,1.1367493618427602,-0.1685191826291906,-0.1809029272545055,-0.3042930476025787,0.0555574453396279,0.013734390406319,0.0132574926908648,-0.6785295712431693,0.3270320721105026,1.0478770984441748,-0.7221378910827846,0.108699572138919,-0.6109404466276525,-0.3592833472044821,0.1562964414599621,-0.2731209912246112,0.5398023079180118,-0.5222909618077735,-0.2651855584432092,0.0053923271997267,0.0353013655939152,0.0512398895586407,0.0435754885895667,0.0349100500533737,-0.7399804082664684
7,3,-0.1341095568361539,-0.2367602096541217,0.6850895617784291,-0.2654690372761617,-1.1280125712749491,0.8915072119582081,-0.1685194687355802,-0.1809030866083781,-0.2879207229321049,-0.0589231267552456,0.0655338521088451,0.0662992899420096,-0.4634794986915686,1.3950287027406465,0.9314616129567188,-0.540668628633115,0.1308524638864374,-0.6307310106131495,-0.1549871584067209,0.1568078487409841,-0.3357698627965274,-0.4500849102046901,-0.5222909618077735,-0.2390090533962933,-0.2509555111337137,0.0722120177181746,0.1039433535738018,0.1353218999136904,0.0721647143024241,-0.5539246599766278
7,4,-0.1341096098571828,-0.2367645399043104,0.6777756646744076,-0.3430780095291739,-0.9058084726460476,0.8231320858072684,-0.1685195131003949,-0.1809033846088536,-0.3860321847354671,1.0618961886117098,-0.3322860137665533,-0.3331009098721661,-0.4689192138488604,0.6108326080363629,0.8183722841974758,-0.5485585965657113,-0.2223157526268864,-0.5148737506147187,-0.3864223243141477,-0.1808914258272617,-0.2849807513296947,-0.0232768202886217,-0.6524393054868503,-0.2710463441095993,0.5815646114539355,-0.3186953169802826,-0.2819820119565762,-0.248988052560584,-0.3190092603125943,-0.6210005520639523
7,5,-0.1341095502141303,-0.2367628534997003,0.68000163335824,-0.3172227161633731,-1.1930696536275285,1.2356536033599874,-0.1685192694534107,-0.1809031607437149,-0.3533283641343465,0.9517767811680692,-0.215933705652673,-0.2161369467029742,-0.6524189384881688,0.1469388671428467,0.98610561634879,-0.7273978697045135,-0.0851382306518677,-0.5717716220730228,-0.4912089303764682,-0.0479255327615215,-0.2674497612838297,0.6791815691707872,-0.6524393054868503,-0.2763181270825033,0.337423813041135,-0.1938829026756402,-0.1805420113252429,-0.1218688596998368,-0.1937404517751662,-0.7831006246083216
8,1,-0.1340443447942338,-0.2320071732465064,0.6776166669112768,0.7999845101728807,0.0406383966476396,-0.1881133223586639,-0.1683196911131723,-0.1804561997178687,0.7011146706278809,0.3106855774367769,-1.0760191125147502,-1.077046117471553,-0.0750838364609373,-0.2931035053854407,0.0474958653301974,0.0563389449331767,-1.0070393410678296,-0.0345402705500505,0.1088640079372507,-1.0382657324607765,-0.3108688502905966,0.4740388536649422,-0.6524393054868503,-0.2822137237827875,0.530295043787247,-1.1266856679633257,-1.0742340839264302,-1.062896258909565,-1.126969791213852,-0.0580421720453356
8,2,-0.1340732432870361,-0.2306293968234116,0.6863615438834761,0.8474289734991254,-0.0731372313936291,-0.0574184317823282,-0.1682810202208164,-0.180302353716478,0.7419842391943249,0.7249962193039382,-0.98242284378329,-0.982296240330619,-0.1693722325206611,-0.297671723267547,0.221247957275421,-0.1540601999360017,-0.8319462928326351,-0.1343176973102648,-0.2710816715980688,-0.8571423204321238,-0.1289749158744998,0.6577511897997621,-0.457216789968235,-0.2827414590566202,0.8672093455969114,-1.0202918161230798,-0.9625934128405504,-0.9255273151783632,-1.0203283148009483,-0.3391221007922193
8,3,-0.1340236935844906,-0.229880445590003,0.6873155304622618,0.8690181434595688,-0.0657106238191339,-0.0601938059065358,-0.1683251442891683,-0.1802368856970544,0.7419842391943249,0.6290505969768065,-0.9616316115688966,-0.9614422003857248,-0.1864166733468427,-0.2402615235376136,0.1832347375244149,-0.1225003282056255,-0.8656016476029035,-0.1512221373812102,-0.2213268802303484,-0.8814341662806726,-0.3520059292557014,0.6176714726554778,-0.6524393054868503,-0.2855256455474606,1.2480689911208798,-1.0048143414773492,-0.9297245858203406,-0.8830799773344153,-1.0049607657982154,-0.2872181366770276
8,4,-0.1340716707775644,-0.2315466119817419,0.6788886490163238,0.8215736801333243,-0.0348159363092333,-0.1203689630541341,-0.1683537355019471,-0.1804174422877969,0.7011146706278809,0.2888797541806079,-1.0428317332584425,-1.0439516627763945,-0.0239505139823948,-0.262619436056769,0.0251630987264813,-0.0159857611156041,-0.9963889123430608,-0.0353648773827794,0.025939355657717,-1.0277818831998242,-0.2447601570426121,0.4419750799495149,-0.5222909618077735,-0.284216750673047,0.9795141128667992,-1.090841160173333,-1.0538327430173349,-1.023512705293199,-1.0911121768741416,-0.1339018119060017
8,5,-0.1340380073647515,-0.2315466119817419,0.6803196288845021,0.8215736801333243,0.0242998599837496,-0.148627317773342,-0.168370031523916,-0.1803999185279136,0.7011146706278809,0.4993059486026132,-1.0186824669750576,-1.018110787192503,-0.1088100704361463,-0.2981549001589236,0.206201057790648,-0.0343956862916581,-0.9435627858682092,-0.1009211205847386,-0.0652777618497703,-0.9744250568798536,-0.3618235915185176,0.6379567172509522,-0.6524393054868503,-0.2794852349461775,0.7329319064698712,-1.066319840485204,-0.9892284968052004,-0.969088756377796,-1.065965278506034,-0.1874028210708916
9,1,-0.1340871163287205,-0.2333223803187629,-0.1364518803189394,0.7611584779685696,0.8480591721467735,-0.893184503276751,-0.1684894765299651,-0.1806071364852418,0.7092804185932042,-1.0140181853753394,-0.9095820834995312,-0.9093071005234892,1.141236472709499,0.4454104104977789,-1.2056732791279707,0.0011091694050176,-1.310619161438631,0.1835682367067816,1.3075021636141515,-1.2755587108550217,-0.4096895886563239,-1.1761003579040046,-0.5222909618077735,-0.1687889320460384,1.1943580154700637,-0.7907766754739243,-1.0084964298860128,-1.1118611013830957,-0.7907464463661824,0.8283178305371678
9,2,-0.1340986059290194,-0.2333223803187629,-0.0962254462468215,0.7525400468466362,0.9781733368519322,-0.9610550159505628,-0.1684808227505083,-0.1806140442452735,0.7011146706278809,-1.0140181853753394,-0.9791362572476816,-0.9786694507749856,1.1096861247972067,0.4040768236991051,-1.210741708428105,0.0063691480267465,-1.3478530602604215,0.2107802621868401,1.3218255126442529,-1.3368423500308335,-0.280282889015188,-1.1531976623929852,-0.5222909618077735,-0.1674159848692599,0.8281468178508589,-0.9106627676823008,-1.0770676034971374,-1.1850019866706336,-0.9108927385693656,0.8666469117299245
9,3,-0.1340953231968501,-0.2331594537502786,-0.1633225022880616,0.7611584779685696,0.8222145777875298,-0.8814522399335085,-0.1684840973683911,-0.1806060794582485,0.7092804185932042,-1.0140181853753394,-0.9260507399442648,-0.9251743048293866,1.1539291414098465,0.445542186013609,-1.1950612552808149,-0.0317656969807936,-1.313856891770961,0.2041834075250078,1.2886556517324397,-1.2914123365667056,-0.350967648147303,-1.1675936424284832,-0.3921426181286966,-0.1762983682776474,1.389670654200304,-0.8096731647088536,-1.0164302846839943,-1.1072932776256108,-0.8098394617938192,0.8418927134596024
9,4,-0.1340978020023057,-0.2333223803187629,-0.0707858041458772,0.7525400468466362,0.8890540459579879,-0.9161444164861076,-0.1684891964276062,-0.1806159963871872,0.7011146706278809,-1.0140181853753394,-0.9407689318211204,-0.9405881604408306,1.116213782985956,0.4350440699191532,-1.160374192258022,0.0208340892365038,-1.3357541732290847,0.1975865528631754,1.2999635588614669,-1.3081183077467595,-0.3342223119984794,-1.1587597455885186,-0.5222909618077735,-0.1758165835685547,0.7964085140571997,-0.828606417541517,-1.01473017294157,-1.1357029131904577,-0.8284667939183449,0.8283178305371678
9,5,-0.1341021706689007,-0.2331594537502786,-0.1067192986134609,0.7611584779685696,0.93391075570794,-0.9388520229568992,-0.1684812238493114,-0.1806086684120552,0.7092804185932042,-1.0140181853753394,-0.9723130178096242,-0.9727759177470804,1.110411420151512,0.4342973419961164,-1.188567330240018,0.0208340892365009,-1.3714544103145088,0.1848051469558753,1.314286907891568,-1.3673563177984844,-0.1859572419837258,-1.1420734960019188,-0.5222909618077735,-0.1616784302628544,1.921897594740208,-0.8822812702321732,-1.099169056148657,-1.19619872539325,-0.8824860570794656,0.8291163530620168
