f_id,i_id,ela_meta.lin_simple.coef.min,ic.eps.max,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ela_level.qda_mda_10,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.max,ela_level.mmce_qda_25,nbc.nn_nb.mean_ratio,nbc.dist_ratio.coeff_var,ela_level.lda_mda_10,disp.diff_median_25,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.lda_qda_10,ela_level.lda_mda_25,disp.ratio_median_10,nbc.nn_nb.cor,ela_level.qda_mda_25,pca.expl_var_PC1.cor_init,ela_level.mmce_qda_10,disp.diff_mean_02,ela_meta.lin_simple.adj_r2,disp.diff_median_05,ic.m0,disp.ratio_mean_05,disp.ratio_median_02,ela_level.mmce_mda_25,disp.ratio_mean_25,ela_level.lda_qda_50
3,1,-0.134109672261408,-0.2367695498092047,0.603170320924565,-0.4661221637139977,-0.1013171366186072,-0.1809047214290965,-0.1685196942624305,-0.0091466360099515,0.663243206014427,-0.6990002493119681,0.8151964205731969,-0.7860973272772206,0.3209755254694533,0.1871380543789548,0.0121883337031758,0.1404871449868797,-0.7806162252738799,0.3476554232528959,-0.0698941665441671,0.141377879794927,0.0384589010109348,-0.7800420746592043,-0.0950772884470282,-0.7458145964630779,-0.0251197033939127,-0.7805093690927634,-0.7417496671605981,-0.0128383209431969,-0.8148906725900946,0.0307687655052402
3,2,-0.1341096729645776,-0.2367633407966045,0.6546798366181839,-0.2463537175688915,-0.4482777074655819,-0.1809009344248781,-0.16851588104815,-0.5052104877595606,0.3361525853161745,-0.3989477642069509,0.9794531311390664,-0.2516855468429272,-0.7635709391093687,-1.459899224764573,0.4142597409000964,-0.1531451827893478,-0.5221898390730999,-0.0108183913354003,0.2029187551366326,0.9856303709029716,-0.3957770540398029,-0.7105998771120104,1.007914607254707,-0.590180240718143,-0.5846985265148749,-0.638692420992727,-0.6888428811902662,-0.6214155983327692,-0.2944008832033483,-0.6355645948716843
3,3,-0.1341096348955847,-0.2367435699664228,0.6438160114900752,-0.1233185155511919,-0.5679728864764108,-0.1809003684129632,-0.1685174287798663,-0.840248377161129,0.3285458266952856,-0.3570049437084002,1.6860877047815008,-0.2561909017631806,-0.9606244576389464,-0.6448545842903678,0.6182862732066835,0.057781460060078,-0.3173396548895559,-0.1847836248856027,0.0257195637878046,0.9240702934263438,-1.1792398089196927,-0.4473522941206033,0.917502644207837,-0.3516332402724742,-0.6213660847250799,-0.3640424038578154,-0.4223124688491583,-0.9605584054237408,-0.247083629622735,-0.2825291619398801
3,4,-0.1341096535448665,-0.2367644907652,0.6359491036386862,-0.2903074067979128,-0.3410183912091249,-0.1809030058464946,-0.1685187770474794,-0.1909501418867717,0.4616641025608566,-0.5021916300495439,0.8603945758295797,-0.4846219820815518,-0.3408836207367623,-0.5058039627349857,0.181495245789331,-0.0944187172341025,-0.5923116328897761,0.3740137919726236,0.156034802425588,0.6140713318476088,-0.2372464672752449,-0.6856947899075846,0.5240147975010279,-0.6136787527902483,-0.2291826360420121,-0.6406175379352612,-0.6404281808211885,-0.2995040655050802,-0.5055086299476232,-0.1522981166756161
3,5,-0.1341096392246639,-0.2367657840645729,0.6303298837448366,-0.3694328293660409,0.0954803914693267,-0.1809034221361823,-0.1685194647817711,0.1752540628079658,0.7164905163606571,-0.7538485530408421,0.0876163603485324,-0.964681927626833,0.376631862764067,0.0523244323723516,-0.2602371507979719,-0.1849063375041266,-0.8893443999559176,0.8221060602079944,-0.461947377403448,0.3612352993543138,0.3256519929757058,-0.8169129610905121,0.1860341070150842,-0.8266989485428511,0.2714092456103613,-0.8587974580891621,-0.7886670056625911,0.408544658767987,-1.0005198981755754,-0.2465087505076306
4,1,-0.1341096280819728,-0.2367591805835245,0.5269362376980093,-0.1233185155511919,0.955420300934139,-0.1809024910346009,-0.1685178083101582,0.8003118306320802,0.4008100335937377,-0.4086268766296932,-1.1812391689220512,-0.7732522728237329,0.8489586171021378,0.2626336827026524,-0.9976714813974976,-0.2461664564269327,-0.7372825324658234,0.5743373942425546,-0.0979507051743983,0.075420653927111,1.088436845234137,-0.6596945278586644,-0.1223200645063488,-0.7166764414936668,0.6077942361474632,-0.7516326149547459,-0.6284492858845085,0.9207834482310248,-0.7979049918175634,-0.2478362840984996
4,2,-0.1341095383452977,-0.236704522105079,0.6689151936826018,0.0437142854749787,0.12501556551096,-0.1808962554298773,-0.1685132195154082,-0.1649782124757974,0.2524782404863891,-0.2827984151340403,0.5010141218398182,-0.3005734406584416,-0.3250892547477504,-0.5173594160498375,-0.2226567379001995,-0.0945092048543727,-0.4946138527407008,0.1974127215504487,0.3225282092970913,0.664638538346267,-0.0189797173820193,-0.5444172349678201,0.6234509301175477,-0.55891485202431,-0.0984548198143229,-0.5847891466017618,-0.5086603365177198,-0.3128191410721624,-0.3053202494142578,0.0175376807162443
4,3,-0.1341096878554686,-0.236759956273505,0.6059799308714897,-0.2551795832382554,0.2347620543182911,-0.1809023362060765,-0.168518506986099,0.3492659898614936,0.4540573439399679,-0.4828334052040521,-0.0512852875125387,-0.5967765620112605,0.1449811615918915,-0.1938067232339893,-0.3658264077979392,-0.2687883614944387,-0.643524178935662,0.3054820333013319,0.1619414421372166,0.6778299835198299,0.3624127087471962,-0.7133580952388849,0.5189067769899054,-0.68912134417964,0.2634380373037922,-0.727889505996821,-0.6873455193231814,0.309073211884492,-0.6207686066183483,-0.4365230584807023
4,4,-0.1341095598439452,-0.2367587744654574,0.6262091224893471,-0.0661479827078495,0.4048224774843258,-0.1808999619921097,-0.1685158552751446,0.3934182698601498,0.3209390680743968,-0.3537785729008251,-0.6388613058454863,-0.5481762440417203,0.554130451973916,-0.3663681594024413,-0.5875378402917127,-0.1126067289083775,-0.6955246103053326,0.3107537070452776,-0.1020115199761418,0.5766955705225122,0.6955566954263306,-0.7106810011745657,0.4831506334120471,-0.7046056268713642,0.1980741291899476,-0.7432904415370976,-0.6578974026038444,0.4774697558211173,-0.5661717755637926,-0.3406751332199492
4,5,-0.1341096311147741,-0.2367644907652,0.6351998743195063,-0.0969287381019992,1.3076661134517218,-0.1809003539659795,-0.168515756679272,0.893810776511586,0.3513661025579521,-0.3763631685538848,-1.0996620106544368,-0.6588929447415603,1.2378008654982915,-0.2184583569723403,-1.1491634572656777,-0.2370272067796607,-0.6616455413826678,0.6112391104501729,-0.4475499431063565,0.4909511768943523,1.3227864082773897,-0.6603840823903829,0.3297397507279994,-0.65805383769273,0.3463386036920846,-0.7060715139814318,-0.6194651146820003,1.2677586527143956,-0.6850715409714875,-0.2935919418637899
5,1,-0.1341096850203701,-0.2367754098443732,0.6824013214278404,-0.8617053667751887,-0.861148350910727,-0.180904708355525,-0.1685198278551342,-1.796015379484983,-0.7858443112650514,0.7819039513676265,1.3641886478336214,0.9784680636168548,-2.700261054428694,-1.7472448305272184,0.9125578108802382,-1.475078827314129,0.878670266612838,0.3133895439172501,0.2981633204866268,1.557259661757377,-2.1717791347499404,0.7552308091966902,1.9569848182212812,0.7943520905703135,-1.3770366321875795,0.7833272938927051,0.756111320546636,-2.038296286618146,0.981951700560882,-0.8752729102629578
5,2,-0.1341096850203701,-0.2367754098443732,0.6824013214278404,-0.8617053667751887,-0.8219753832344558,-0.1809036243571265,-0.1685198278551342,-1.7934181865438852,-0.7630240354023765,0.7786775805600522,1.1635529342565154,0.9899710974557988,-2.700261054428694,-1.7295264687777792,0.7476721238408804,-1.4648537262236163,0.7746694038734987,0.2211352533982032,0.5237231244744062,1.590238274691285,-2.194754582107122,0.6191857562917319,1.9569848182212812,0.6943226349707402,-1.3642826988970749,0.6857880354709615,0.6198513906419121,-2.053177841663708,0.9928710667717944,-0.8369514406065349
5,3,-0.1341096850203701,-0.2367754098443732,0.6824013214278404,-0.8617053667751887,-0.8415618670725914,-0.1809045846376079,-0.1685198278551342,-1.7631176022310815,-0.7516138974710432,0.7689984681373099,1.378519770231987,0.9915048353009916,-2.6859709137719685,-1.7426226492012775,0.6895460180785828,-1.4792412578465504,0.8117000140912929,0.0023607930244635,0.7802927869482292,1.5330753456058448,-2.1878619478999672,0.684693436805002,1.9569848182212812,0.7729313416708995,-1.4376178153174848,0.7589424792872688,0.7096931026670056,-2.037513046878904,0.9952975925964408,-0.8690777535055686
5,4,-0.1341096850203701,-0.2367754098443732,0.6824013214278404,-0.8617053667751887,-0.955971804412812,-0.1809031588179465,-0.1685198278551342,-1.7769692979169367,-0.7744341733337097,0.7722248389448904,0.6773971667427666,1.0005155451414982,-2.713046969753132,-1.7349190136580432,0.9047556490329502,-1.5278331099315532,0.8124878994150775,-0.1505177455499569,0.5853736764645189,1.6078268682560353,-2.1993496715785583,0.6678196317935343,1.9569848182212812,0.7616520558762888,-1.4439947819627372,0.7647178301148729,0.6707616941227977,-2.036729807139664,1.003790432982704,-0.8613780586785273
5,5,-0.1341096850203701,-0.2367754098443732,0.6824013214278404,-0.8617053667751887,-0.919286009287415,-0.1809047543749399,-0.1685198278551342,-1.785626607720595,-0.7782375526441625,0.7722248389448904,0.4436896322463566,1.0317654537372971,-2.700261054428694,-1.7349190136580432,0.7587251864578723,-1.4414174325736802,0.8944279730884936,-0.313939631612268,0.690954861309862,1.612224016647224,-2.2430030215572034,0.669928857419968,1.9569848182212812,0.7809950416030114,-1.5109529317378951,0.7749851204750569,0.6922238808843474,-2.039079526357384,1.0329087428784651,-0.8814238159006517
6,1,-0.1339235292330159,-0.2295556260046666,0.5909953444878916,0.8788343808263815,-0.4265149476454308,-0.1798633457281611,-0.1681103972001932,-0.9536591355890516,0.1688038956566037,-0.1634226952535502,1.3796221642626276,0.1066339572401913,-1.2404103694443014,-0.9865108206328154,0.4541808023520544,-0.0482700308963905,0.004905442537638,-0.3534771846918595,0.2099328897941904,1.1417291387901358,-1.103420832640993,-0.1053332463881622,1.303328460147962,-0.0205763080903056,-1.109204033086945,-0.0232967050292204,-0.104871753027166,-1.128171709621126,0.1229615586359057,-0.3789081006369808
6,2,-0.1340160467463488,-0.2301915827465731,0.5627119376888498,0.8524885131566388,-0.2598743867368486,-0.1800139783487465,-0.1682681919942856,-0.6627735261861378,0.4350404473877374,-0.415079618244855,0.6035367666896578,-0.2236948311681626,-0.8019286850826834,-0.6479360385076609,0.0976220059309821,-0.1949504633540991,-0.2409147784826174,0.0049966298964316,-0.3770394315488017,0.9460560353822826,-0.7840621143761685,-0.2189069339653483,1.0017849826413596,-0.2383951473607909,-0.9178950337293504,-0.2260756896428474,-0.2376378385753578,-0.6292479957251704,-0.192486798568182,-0.251332122554455
6,3,-0.1335180187837246,-0.2298809321349852,0.5739503774765484,0.8788343808263815,-0.2166597636654064,-0.1797707136913709,-0.168244947381383,-0.8367854532396657,0.3741863784206269,-0.3602313145159807,0.8471658474618552,-0.054504375120355,-1.0411005129162931,-0.730750120597432,0.1146567259642283,-0.1315186415448123,-0.191278003084297,-0.2164136673492754,-0.1112406445255606,1.025204706423657,-0.9494853353478764,-0.3613202257808848,1.1689875207054383,-0.2695615949511623,-0.9083295837614718,-0.27484531885372,-0.3489417373619999,-0.8892835891528899,-0.0553880894756352,-0.2618196379223212
6,4,-0.1339475861359251,-0.2272549335688692,0.6233995125424224,0.9227880700554028,-0.6886007551938174,-0.1793129880732593,-0.1680809849483044,-1.016857497155754,0.2943154129012775,-0.2698929319037175,1.3818269523239144,0.0378074714371738,-1.1915230461449786,-0.8721118328157835,0.6496249566266242,-0.0792167970287385,-0.0502465301271635,-0.1083443555983921,-0.3548895326301982,1.1769063259196375,-1.2872244114984464,-0.1243162770260634,1.289877339468673,-0.1184785299654567,-1.0821019248446186,-0.0990179714355748,-0.1323233872570556,-1.061596331785716,0.0562320984581172,-0.2063287338239908
6,5,-0.1340264068096183,-0.2324276582178245,0.4246664356299518,0.7733630905885106,0.1001438400022163,-0.1804620579419256,-0.1683652070951764,-0.3857396124690788,0.3589728611788408,-0.3118357524022682,0.6288918293944563,0.00962503853176,-0.5146216466158942,-0.2565913529113501,-0.1300710839790461,-0.0945092048543723,0.0498149059932618,0.1578751684708572,0.057098587255826,0.6096741834564202,-0.5497125513329155,0.1400264808098382,0.4673157698275674,0.0741597984740778,-0.6516566762900327,0.0703923195074562,0.1342070250840521,-0.4616346915277852,0.0283270514746791,-0.1826986359065197
7,1,-0.1341096275581624,-0.2367556943871515,0.6724740329487064,-0.2551795832382554,-1.50874590384464,-0.1809022229659687,-0.1685189373773281,-0.8722804234346638,0.1269667232417069,-0.1085743915246759,1.1833960268081,0.3334354410980458,-0.3784892540439354,-0.7249723939400053,1.8631211959415213,0.3576574336349375,0.2964230123372984,-0.1478819086779837,-0.7705693023359902,0.8647087901453087,-0.8920467169549221,0.2776534529346215,0.8798735597759008,0.3039010407116737,-0.8397771923250009,0.3232243446269758,0.2465091651154174,-0.7255864836517051,0.371680455662205,0.0616117959331003
7,2,-0.134109555007361,-0.236759956273505,0.6689151936826018,-0.2991332724672767,-1.2158813359791831,-0.1809030316625063,-0.1685192198913228,-0.6974027654007703,0.2752985163490555,-0.2473083362506515,-0.0182134665932346,0.2606787520667225,0.3999473554145132,-0.3586645238592069,1.110342613708995,0.5303078131101433,0.1876948376552624,-0.1136160293423378,-1.32727009515689,0.572298422131325,-0.4118598671898254,0.1783576003671386,0.493536941784663,0.193680651455566,-0.7026724094520592,0.2199097353776294,0.1511771262443477,-0.3049867436797613,0.3134438358706822,0.3116748733331533
7,3,-0.1341095776514615,-0.236760696950737,0.6674167350442421,-0.2991332724672767,-1.0992951226569476,-0.1809031910163819,-0.1685195059977141,-0.4956874469755367,0.313332309453508,-0.2827984151340403,-0.1339648398107939,0.2856019920511018,0.7692346744909362,0.4702466605928213,0.8575525698568561,0.5828811204870273,0.2893320444232516,-0.3903789008994786,-1.130874324745273,-0.3379112948445354,-0.4463230382255979,0.2190818797698153,-0.5367507953087601,0.2524021963599642,-0.4826670601908216,0.2738130097685933,0.2095742390606579,-0.092728774345689,0.3134438358706822,1.387596597612908
7,4,-0.1341096306724906,-0.2367650272013987,0.6588005978736733,-0.3782147852559552,-0.8667444891501936,-0.1809034890168628,-0.1685195503625291,-0.5684088493262647,0.4920911370444119,-0.4860597760116326,0.999296223690646,-0.1117319684691039,0.1156487676122977,0.1031684269576991,0.787073041169686,0.3163045911715365,-0.1392775717146265,0.5084414724432353,-0.8765196521633098,0.1479736023817091,-0.6599946986473875,-0.2122141988045499,-0.0925232781914668,-0.1746276061798562,-0.4922325101587038,-0.1593383023016527,-0.2301510292399343,-0.3331833742924055,-0.0663074556865474,0.597581357686674
7,5,-0.1341095710294379,-0.2367633407966045,0.6614229004908028,-0.3518689175862123,-1.1673814712371335,-0.18090326515172,-0.1685193067155434,-0.7441522383405258,0.3779897577310713,-0.3537785729008189,0.8879544265956599,0.0426004022034009,-0.1099850322307302,-0.4279972437483177,1.2122908618468948,0.2535966703244097,0.0025417865662879,0.2448577852459584,-1.1389959543487616,0.6580428157594861,-0.6232339828758967,-0.0745061026172114,0.6386047243005445,-0.0628736298200954,-0.7090493760973117,-0.0412644631595426,-0.1013779086706339,-0.4420536980467822,0.0841371454415554,0.1302452825810356
8,1,-0.1340443656093626,-0.2320076600238394,0.6586132905438784,0.7865360244233822,0.123771979235523,-0.1804563041176992,-0.1683197283740863,0.0419314918316309,0.7849513439486647,-0.8183759691924587,0.239746736577328,-0.9945898156080888,-0.0678667229266983,-0.1186962766874533,-0.2552957816280227,-0.3059787734254187,-1.0461335793887068,0.4530888981318067,-0.314281384612758,0.526128364023854,0.063731893103835,-1.103686522222908,0.4250894669356209,-1.052136252779872,0.2411186540454087,-1.1071375436761046,-1.049207970535359,0.1814051343883523,-1.0296382080713369,-0.3130624345298708
8,2,-0.1340732641022442,-0.2306298834502188,0.6689151936826018,0.8348806915973606,0.0046985933624126,-0.1803024581134948,-0.1682810574814943,-0.2628058132571339,0.7164905163606571,-0.7699804070787462,0.658656468221828,-0.7976003611161651,-0.3687117893840694,-0.2477321720366306,-0.1205784537315123,-0.2283403952337382,-0.8940717118986143,0.8168343864640487,-0.2747807315412488,0.6756314093242363,-0.2625194593681493,-0.9863000037056308,0.6162997014019761,-0.9287566967633856,-0.0139600117647174,-0.9743044746412294,-0.9448917604617788,-0.2133476941886675,-0.8258100388010041,-0.3176645509782171
8,3,-0.1340237143995628,-0.2298809321349852,0.670039037661372,0.8568794911015958,0.0124710075838949,-0.1802369900928738,-0.1683251815501157,-0.2065332995333562,0.6860634818771019,-0.731263957387776,0.5616457935252074,-0.8354645141693571,-0.357430099391918,-0.2034362676630324,-0.123439246408851,-0.2381130582229009,-0.8452228218240749,1.2280249384918005,-0.2105460246772992,0.585489867304888,-0.3107678988182261,-0.9692233885377748,0.5745842005611415,-0.8929400173103236,0.0243017881068008,-0.9402940753231206,-0.9219322118331444,-0.1616538713988197,-0.852501822872119,-0.2598283375360176
8,4,-0.1340716915927682,-0.2315470987087573,0.660111749182238,0.8085348239276174,0.0448042507452615,-0.1804175466869186,-0.168353772763069,-0.0403129513031225,0.7735412060173316,-0.8183759691924587,0.217698855964457,-0.9826074886925212,-0.1280357362181725,-0.075941099422502,-0.1854664330947923,-0.3108651049200002,-1.0020120012568674,0.9380828825747958,-0.347137068008687,0.526128364023854,-0.1062864173393095,-1.0641385417272813,0.3917170662629533,-1.0299734456044969,0.1534353626731769,-1.0724854387104843,-1.01277216510296,0.0952487630719396,-1.017505578948104,-0.2823521574610976
8,5,-0.1340380281798629,-0.2315470987087573,0.6617975151503931,0.8085348239276174,0.1066726679482615,-0.1804000229267147,-0.1683700687851375,-0.0983169269876318,0.7621310680859984,-0.7990177443469736,0.4304609038786369,-0.9231751471913088,-0.2468695374688339,-0.2350211733902937,-0.2145945039913352,-0.3070646248686589,-0.9405569460018036,0.6718633585055463,-0.2009477351459038,0.730595764214083,-0.2441391014823993,-1.037083666865144,0.5956973520071147,-0.959131615526065,0.1311159794147898,-1.0115234021968935,-0.9843222896283472,0.0004767546238852,-0.9580556962442552,-0.3181513132948692
9,1,-0.1340871371439666,-0.2333228672397859,-0.3004002380064049,0.7469733131393179,0.9687888533950886,-0.1806072408878328,-0.1684895137919158,1.00289288003768,1.0435811370589096,-1.0829383754140869,-1.0996620106544368,-1.3361340620094142,0.8617445324265776,1.4301196492798351,-0.982067157702921,-0.5019749589302909,-1.1004976667297257,1.1700365273083992,-0.4840972763220523,-1.3470568506221203,1.0654613978769505,-0.7330712424397825,-1.29239729625416,-0.9806513055289404,0.1741605042702509,-0.8645728089167661,-0.8645333402615585,1.4267563197801414,-1.2953427858701647,0.430931640912899
9,2,-0.134098626744297,-0.2333228672397859,-0.2530114835682759,0.7381913572494038,1.1049615505554604,-0.1806141486479909,-0.1684808600124062,1.0444479670952385,1.0359743784380209,-1.089391117029248,-1.0996620106544368,-1.378024276906236,0.862496645092721,1.4000754706612206,-1.0520265422669393,-0.5128334733626938,-1.1816498550793608,0.7746609965124795,-0.4685923470790299,-1.3448582764265262,1.1688509109842722,-0.8653440264359269,-1.2685598672022544,-1.0564896613321777,0.1805374709155033,-0.9999727005416884,-0.9408987954828862,1.4416378748257033,-1.365712034784923,0.3892913372793036
9,3,-0.1340953440121186,-0.2331599406535014,-0.3320551767417559,0.7469733131393179,0.94174085190433,-0.1806061838608202,-0.168484134630309,1.0176103067038986,1.0017439646440212,-1.0442219257231165,-1.0996620106544368,-1.3397766893917469,0.8617445324265776,1.424341922622409,-0.969973806839624,-0.4938310731059888,-1.0949824694632462,1.3809034770662207,-0.3929135257738007,-1.4262055216634997,1.049378584726928,-0.7539201265164515,-1.2835433940348808,-0.9887150054610524,0.134304462737416,-0.8658562202117889,-0.8820025620442145,1.4071753262991384,-1.3135417295550165,0.431064394271986
9,4,-0.1340978228175811,-0.2333228672397859,-0.2230423108010795,0.7381913572494038,1.0116925798976717,-0.1806161007899403,-0.1684892336895553,1.00289288003768,1.0321709991275765,-1.089391117029248,-1.0996620106544368,-1.3644123535301522,0.8617445324265776,1.4039272884328378,-1.0057337153063624,-0.5024273970316412,-1.1280736530621265,0.7403951171768388,-0.4829897813761215,-1.3712411667736528,1.0999245689127226,-0.7748095726243985,-1.27434895711486,-0.98787400608163,0.1980741291899511,-0.8748400992769501,-0.8989726632045101,1.41892392238774,-1.332953936152189,0.4204883766647287
9,5,-0.1341021914841881,-0.2331599406535014,-0.2653737673347443,0.7469733131393179,1.0586379617954256,-0.1806087728146742,-0.1684812611112117,1.0037586110180456,1.0549912749902428,-1.09584385864441,-1.0996620106544368,-1.404577113351133,0.8632487577588642,1.3611721111678865,-1.0291402008482269,-0.5074042161464921,-1.1950439055836697,1.9555159151562835,-0.5010788654929814,-1.2613124569939638,1.136685284684218,-0.8340301382896457,-1.2569816873770434,-1.0802849967146675,0.1980741291899476,-1.0057480513692911,-0.9344102273921848,1.4338054774333022,-1.398470133417654,0.4197361076299026
