f_id,i_id,ela_meta.lin_simple.coef.min,ic.eps.max,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ela_meta.lin_w_interact.adj_r2,ela_level.qda_mda_10,ela_level.lda_qda_10,ela_meta.lin_simple.coef.max,ic.m0,ela_meta.lin_simple.intercept,ic.eps.s,disp.diff_median_02,disp.ratio_mean_02,ela_level.lda_mda_10,ela_meta.quad_simple.adj_r2,ela_distr.number_of_peaks,pca.expl_var_PC1.cor_init,ela_meta.lin_simple.adj_r2,disp.diff_mean_25,ela_level.mmce_mda_50,disp.ratio_median_05,disp.diff_mean_02,nbc.nn_nb.cor,ela_distr.kurtosis,nbc.dist_ratio.coeff_var,disp.diff_median_10,nbc.nb_fitness.cor,nbc.nn_nb.sd_ratio,ela_meta.quad_simple.cond,disp.ratio_median_02
5,5,-0.1341096828090702,-0.2367753086600766,0.6862857257919568,-0.8360302720372016,1.416216256493309,-0.9208888603948272,0.765873485021366,-0.1685198202860467,-1.3444173330472138,-0.1809047302545381,-0.9067589410844494,0.525020181221513,0.5024667459576666,0.4689427534321383,1.174529759361414,-0.6477281130283665,1.601761782043266,1.9398430958096664,0.8193601998444975,-1.3275910516940377,0.6013179558265686,0.502727629806145,-0.2375965518206544,-0.3006706893313851,0.5530754581451801,0.6993846881578626,0.3254157286906277,-0.8847089753010322,-0.2083531830686696,0.5247211651283084
6,1,-0.1339235270217702,-0.229555524984158,0.6087739626209863,0.8833054655916692,1.1281277583841802,-0.4464728762097268,0.4676165514435662,-0.1681103896316136,-1.0120546603092444,-0.1798633216121595,0.7588830386046582,-0.1911382619859639,-0.1907810609079892,1.391529767181655,0.7898725320649738,1.0422431417315077,1.1555183766809585,1.3107545132351757,0.0160999239216501,-0.7962819706184365,-0.1149475240397892,-0.1909284932246169,-0.2742135492199781,-0.2879221147306137,-0.2315872605829326,-0.0904481114815888,0.3999357647035592,-0.4278453986373786,-0.2329262170582698,-0.1906448078185156
6,2,-0.1340160445350761,-0.2301914817116372,0.5847897900004603,0.8572805547064977,0.93585758977259,-0.2860394582140089,0.1184190655894562,-0.1682681844255102,-0.8537867209102121,-0.1800139542321084,0.7424483437434263,-0.3098096940951628,-0.2923777222589895,0.6265106179712235,0.6490550685063718,1.1722409305591903,0.969931166039626,1.0205445940532476,-0.2631294537975282,-0.5233691093009146,-0.3083055761163879,-0.2925471373143008,0.0577805605338851,-0.284596609642321,-0.4426344745856664,-0.3100023319468102,0.2956964286140419,-0.0027636360025056,-0.2309916740860767,-0.3097978127050873
6,3,-0.1335180165725971,-0.2298808311070967,0.5943199248165633,0.8833054655916692,0.9735514119550928,-0.2444345233233281,0.1351020964599481,-0.1682449398126365,-0.8458733239402614,-0.1797706895757607,0.7588830386046582,-0.4095261711054206,-0.4197183339975761,0.86666577702734,0.7898725320649733,1.0422431417315077,1.0450001501192616,1.181462798817027,-0.1403903362360234,-0.5955894010591417,-0.3368889403364062,-0.4199696585281871,-0.1472746249023224,-0.288216779738437,-0.3966370048671217,-0.264845399108785,0.2628721270369178,-0.0623545373064599,-0.2321771848550414,-0.4096892416137546
6,4,-0.1339475839246724,-0.2272548326005541,0.6362525180074162,0.9267236919184308,1.1257520973222577,-0.6987963302589631,0.6590256766218033,-0.1680809773797613,-0.9896333688943812,-0.179312963959583,0.795789379558622,-0.2154937908840446,-0.2077904566997859,1.3937031170373666,0.8069413155266222,1.4322365082145556,1.188882369605243,1.2978089550107987,-0.0431971962786358,-0.7211583505483208,-0.2018185329437676,-0.2079133237367499,-0.0471881653441712,-0.2935518035686073,-0.320876466507166,-0.1395748845691108,0.3161007241890113,-0.0782454443208439,-0.2315251430538692,-0.2152817073251379
6,5,-0.1340264045983426,-0.232427557132161,0.4677279673426626,0.7791190723480318,0.6073828536107797,0.0605685605155472,-0.104573202000094,-0.1683651995262807,-0.6335305052465596,-0.1804620338233943,0.693226227712654,0.0237904560726061,0.0280425173864744,0.651504141311905,0.3372449706266107,0.6522497752484598,0.6508879837011536,0.5061634894162781,-0.0672205659460841,-0.3390077614959929,-0.029757889501693,0.0286040703819902,0.1993662838112748,-0.275564126533655,-0.3560510021742882,-0.0520729890697875,0.2127485313853632,-0.2252363342039327,-0.2327547759707411,0.0239201897027925
7,1,-0.1341096253468625,-0.2367555932033023,0.6778674400377325,-0.2368934486090728,1.1693058834575027,-1.4883921449468458,1.8474687612281329,-0.1685189298082418,-0.7891606456556085,-0.1809021988455775,-0.2749863194238702,0.124918847801593,0.1517054219268341,1.1981016300233374,0.4491064622413441,-0.5177303242006839,0.8927769324022172,0.903215230905726,0.2357784134510974,-0.8296702462051545,0.1753697831360898,0.1517440915949538,-0.0838051627434949,-0.2738361612418756,-0.1855897908643879,0.1681980081071488,0.4784479455028963,-0.1576999793927836,-0.2310585970283659,0.124707505866246
7,2,-0.134109552796061,-0.236759855089559,0.6748495640126332,-0.2803116749358343,1.0432374697714846,-1.2064363991409377,1.110231618409226,-0.1685192123222361,-0.6757352890863028,-0.1809030075421118,-0.3160115801622576,0.0396039009223742,0.0625210223698461,0.0136259586605917,0.2159346881670358,-0.5177303242006839,0.6154387412191017,0.5313991345625324,0.1840943329341579,-0.6692613569733132,0.0772896117928883,0.0629003627622586,-0.0520704316640812,-0.2719315349617994,-0.301936331917177,0.0706061019736877,0.3622321750541589,-0.1080408949728213,-0.2308146198258852,0.0391502730341591
7,3,-0.1341095754401616,-0.2367605957667742,0.6735788793704862,-0.2803116749358343,0.9268300777372848,-1.0941928697596053,0.8626605343463559,-0.1685194984286271,-0.4937271587774122,-0.1809031668959866,-0.2995768853010255,0.0907858094763121,0.0992980943521101,-0.1004749087642594,-0.5846217361547559,-0.5177303242006839,-0.2478545756967627,-0.4601650782945246,0.1846018689130476,-0.4540521458545759,0.1294122171352751,0.0993379051429881,-0.3083894134593472,-0.2459858324696589,-0.3316994005585879,0.1614161976809251,0.2650899852515891,-0.1080408949728213,-0.2311165127866147,0.0915596774391552
7,4,-0.1341096284611906,-0.2367649260173377,0.6662724426781407,-0.3584297824428248,0.8137486111897765,-0.8703044431536394,0.7936360860119551,-0.168519542793442,-0.5016405557473659,-0.1809034648964663,-0.398062101639032,-0.3022912482179292,-0.2868611614616506,1.0166269170714288,-0.0916082138473132,-0.6477281130283665,0.2129855765699188,-0.0326339212388209,-0.1505410558138184,-0.4594958864393669,-0.252259763920271,-0.2865588957875873,0.5240369940852783,-0.277740645116032,-0.5021606118684883,-0.2189716895590453,0.0654827459312379,0.5494453827474794,-0.2304704757748027,-0.3030786582941911
7,5,-0.134109568818138,-0.2367632396125817,0.6684961408018978,-0.3324048715576532,0.9814702821615012,-1.1597430909183035,1.2100751008707953,-0.1685192991464566,-0.68101088706627,-0.1809032410313245,-0.3652336961930299,-0.1873260922453949,-0.163198256921292,0.906872749358,0.391956517615288,-0.6477281130283665,0.6967634739720457,0.6710145219950584,-0.0185817013024831,-0.6431314021663165,-0.151937760089224,-0.1633462898288453,0.2799236780897868,-0.2829659459105021,-0.3912255378414104,-0.0931498083180519,0.2952528569711079,0.1203908933590049,-0.2290895917868015,-0.1875092024267631
8,1,-0.1340443633980816,-0.232007558947704,0.6661136070978724,0.7921315277906178,0.042925785298006,0.0833165824701641,-0.2272125816053124,-0.1683197208052471,0.105053211948925,-0.1804562799991922,0.693226227712654,-1.0371575614485695,-1.0844639100769773,0.2679078917788335,0.9323663939992732,-0.6477281130283665,0.5716485005059784,0.4655242686612706,-1.0014251244224877,-0.0653690681004987,-1.0357802184219678,-1.0841926671458295,0.4727731977262246,-0.2888095601640115,-0.7808511636926115,-1.0245735768562194,-0.2152981040460553,0.8195908019920706,-0.1456684472176966,-1.0381541508463126
8,2,-0.1340732618909549,-0.2306297824053395,0.6748495640126332,0.8398872392649079,0.2166657976266009,-0.0313214755379704,-0.0952765512096674,-0.168281049912703,-0.1059707072497848,-0.1803024339956378,0.734251488451041,-0.9446771473717998,-0.97918954152775,0.680844364364009,0.983115544827211,-0.4527314297868426,0.7134454704341874,0.6495478368381796,-0.8216727985657006,-0.1597272382368761,-0.9253699683956208,-0.9791625400045636,0.8096495738000027,-0.289332642309047,-0.7402651609997781,-0.8886065483109568,-0.1531980740352795,0.9189089708319952,-0.1367134787371338,-0.9445339327211484
8,3,-0.1340237121882879,-0.2298808311070967,0.6758025774942437,0.8616180398540262,0.1786552206358417,-0.023838573579215,-0.0980782815848642,-0.1683251739812697,-0.0743171193699789,-0.1802369659752934,0.734251488451041,-0.9241337882142878,-0.9640189993350662,0.5852169707127055,0.9754955522104032,-0.6477281130283665,0.6279502385657082,0.609400219560047,-0.845780757562964,-0.176784292069222,-0.8928633973218725,-0.9638834510182211,1.190466346752969,-0.2920922801692009,-0.7077963588455112,-0.8465924056704498,-0.2813902788432381,1.1473407591638254,-0.1462237161816444,-0.9239285258610648
8,4,-0.1340716893814793,-0.2315469976430702,0.6673842917400192,0.813862328379736,0.020594571315935,0.0072902985692078,-0.1588248901743646,-0.1683537651941875,0.0325137397243678,-0.1804175225685753,0.693226227712654,-1.004365842106081,-1.049065978294049,0.2461743932217164,0.9050868204311024,-0.5177303242006839,0.5716485005059784,0.4334061748387646,-0.991020636855248,-0.0141979066034634,-1.0156037260313655,-1.0488076035788865,0.9219416991579285,-0.2907949260363954,-0.7808511636926115,-0.9855919510729672,-0.3465953103545524,1.0440498635703042,-0.1762906973061127,-1.005454266046614
8,5,-0.1340380259685838,-0.2315469976430702,0.668813811962435,0.813862328379736,0.2016199442344257,0.0668541981609018,-0.1873515994490988,-0.1683700612162358,0.0140491467944798,-0.1803999988084455,0.693226227712654,-0.9805044833595554,-1.024241454706022,0.455902654297871,0.9591887680104354,-0.6477281130283665,0.7655767093783822,0.6297198299375506,-0.9380677163910836,-0.099120259726203,-0.9517115001277936,-1.024600590861808,0.6753872500024825,-0.2861051288627003,-0.7646167626154781,-0.931723424354102,-0.2467916906943772,0.9665816918751626,-0.1715669296761327,-0.9799214792852056
9,1,-0.1340871349326732,-0.2333227661338137,-0.1471245638762462,0.7530507866113847,-1.210156236164021,0.8968576834260639,-0.9389794482860634,-0.168489506222866,0.049659433159264,-0.1806072167686881,0.7014230830050389,-0.8727047945845726,-0.7525508354370554,-1.0524021455658803,-0.1108105952416679,-0.5177303242006839,-1.2049841227121785,-1.1874104884184082,-1.2369218186273334,1.1518513266587678,-0.9707670762744732,-0.7525892560574569,1.1367614172339608,-0.1763848534905962,-1.0027213117467677,-1.0730387099021588,-0.2121931025455163,1.1890543900765935,-0.2340025537945924,-0.8724150087108559
9,2,-0.1340986245330002,-0.2333227661338137,-0.1069391620683456,0.7443758163163277,-1.2152243130961222,1.027958125743461,-1.0074944910977015,-0.168480852443367,0.0549350311392311,-0.1806141245288169,0.693226227712654,-0.9414297435187224,-0.8711568925798524,-1.0524021455658803,-0.0647858398361509,-0.5177303242006839,-1.20289887315441,-1.164468992830904,-1.297741546764288,1.12027763126698,-1.038582509031773,-0.8709386840490494,0.7705914432407196,-0.1750240118151214,-1.0081327787724783,-1.145433157785342,-0.2179595339036601,1.0063089594111323,-0.233957126257694,-0.9409503837020036
9,3,-0.1340953418008229,-0.2331598395512254,-0.1739677769416027,0.7530507866113847,-1.199544950087434,0.8708171846095949,-0.927135769881821,-0.1684841270612658,0.0166869457844633,-0.1806061597416799,0.7014230830050389,-0.8889771117179277,-0.771399084827964,-1.0524021455658803,-0.1266601798846277,-0.3877325353730013,-1.2800531067918184,-1.1788893614859066,-1.252655433972915,1.16455338802328,-0.97861348998193,-0.7712435357224914,1.332052070030354,-0.1838280777865754,-0.9702525095925006,-1.0685175029513432,-0.17803808603959,1.5605043415379114,-0.2340408887179713,-0.8880930356696146
9,4,-0.1340978206062846,-0.2333227661338137,-0.0815254692254044,0.7443758163163277,-1.1648602985833667,0.9381633022383944,-0.962157399571785,-0.1684892261205058,0.0694429255841437,-0.1806160766707581,0.693226227712654,-0.9035198333208396,-0.7897876208190965,-1.0524021455658803,-0.0920654134043216,-0.5177303242006839,-1.2279218678476238,-1.1700404989021551,-1.2692349426166467,1.1268101199687284,-0.9769321156160464,-0.7899341077604157,0.7388567121613105,-0.1833505410525853,-1.0081327787724783,-1.0966372047186113,-0.2272745384052755,1.0063089594111323,-0.2341763445823056,-0.9033231190009812
9,5,-0.1341021892728903,-0.2331598395512254,-0.1174223103660587,0.7530507866113847,-1.1930514765181794,0.983360030069278,-0.9850806480961246,-0.1684812535421721,0.0694429255841408,-0.180608748695523,0.7014230830050389,-0.9346878507367892,-0.843114375193377,-1.0524021455658803,-0.0751490297950089,-0.5177303242006839,-1.1236593899592382,-1.153325980688402,-1.3280245268380433,1.121003463344952,-1.0604403757882583,-0.8429209721786082,1.8642190989005245,-0.1693370461723284,-1.0135442457981898,-1.156515628481854,-0.1696102248238418,1.6240679695954638,-0.2338477781731864,-0.9351271165458928
